time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,curriculum/obs_quantity,train/value_loss,train/clip_fraction,train/ent_coef,curriculum/grid_size,train/approx_kl,train/loss,train/entropy_loss,train/clip_range,curriculum/stage_timesteps,curriculum/max_steps,train/policy_gradient_loss,train/learning_rate,curriculum/stage,train/explained_variance,eval/stage_timesteps,eval/std_ep_length,eval/mean_ep_length,eval/stage,eval/deterministic,eval/std_reward,eval/full_coverage_rate,eval/mean_reward
7,35,563200,1004,6.009334087371826,269.85,545,,0.6037157586216927,0.0627734375,,,0.005623174,0.3903900384902954,-0.28337712854146957,0.2,,,-0.0006882603187114,0.0001,,0.364952027797699,,,,,,,,
8,40,568320,999,6.122632026672363,262.25,550,,0.5509477263689041,0.0606640625,,,0.008324332,0.2314034253358841,-0.2929431763291359,0.2,,,-0.0007569385180249811,0.0001,,0.39586055278778076,,,,,,,,
9,46,573440,995,6.227024078369141,253.85,555,,0.656920882165432,0.074296875,,,0.0072669745,0.27889761328697205,-0.28453589990735056,0.2,,,-0.0024965722719207406,0.0001,,0.3861495852470398,,,,,,,,
10,51,578560,990,6.4283223152160645,244.57,560,,0.6486722773313522,0.056484375,,,0.0074982904,0.34377628564834595,-0.25950849562883377,0.2,,,-0.0005726362578570843,0.0001,,0.4833337068557739,,,,,,,,
,,,,,,565,,0.7075882250070572,0.04796875,,,0.006356675,0.29556310176849365,-0.24984689489006995,0.2,,,-0.0011502250842750073,0.0001,,0.34831881523132324,256000,113.61918675998345,264.02,3,0,3.106778261617585,0.78,5.648811227083206
1,3,583680,1286,6.489665508270264,243.34,,15,,,0.002,11,,,,,256000,440,,,3,,,,,,,,,
2,8,588800,1278,6.401358127593994,242.09,570,,0.5404665079712868,0.0515625,,,0.005430687,0.20666445791721344,-0.2437461258471012,0.2,,,-0.0026522013824433087,0.0001,,0.3629152178764343,,,,,,,,
3,11,593920,1294,6.13969612121582,255.34,575,,0.6695455884933472,0.04765625,,,0.006090726,0.25659555196762085,-0.23798546567559242,0.2,,,-0.0008767320401966572,0.0001,,0.398248553276062,,,,,,,,
4,15,599040,1297,5.969334125518799,260.07,580,,0.5162981227040291,0.0612109375,,,0.009048611,0.2990849018096924,-0.22792643055319786,0.2,,,-0.002076989868655801,0.0001,,0.3887137770652771,,,,,,,,
5,19,604160,1314,5.707971096038818,263.2,585,,0.612757362127304,0.05375,,,0.006880363,0.29678311944007874,-0.23888433054089547,0.2,,,-0.001941678135190159,0.0001,,0.47882509231567383,,,,,,,,
6,23,609280,1329,5.799135684967041,257.51,590,,0.5398378819227219,0.0461328125,,,0.005456384,0.3244740664958954,-0.22365266382694243,0.2,,,-0.001115842335857451,0.0001,,0.5587353706359863,,,,,,,,
7,26,614400,1338,5.950071811676025,246.74,595,,0.7332788333296776,0.050859375,,,0.0057822624,0.28387653827667236,-0.2156095252931118,0.2,,,-0.0010294264880940317,0.0001,,0.48652899265289307,,,,,,,,
8,30,619520,1342,6.356088638305664,227.66,600,,0.648603347837925,0.040625,,,0.004576864,0.2557559907436371,-0.21758083537220954,0.2,,,0.0009925906592980027,0.0001,,0.5135798454284668,,,,,,,,
9,34,624640,1349,6.431993007659912,225.96,605,,0.6047947284579277,0.050703125,,,0.0052810544,0.27596768736839294,-0.2191069456934929,0.2,,,-0.0007878121314570307,0.0001,,0.5501915216445923,,,,,,,,
10,37,629760,1361,6.493881702423096,223.17,610,,0.569460941851139,0.0528125,,,0.0073218965,0.2837752103805542,-0.21298673883080482,0.2,,,0.0008240913785994053,0.0001,,0.5292189121246338,,,,,,,,
,,,,,,615,,0.5389857730269432,0.057265625,,,0.007546223,0.21641607582569122,-0.20748712733387947,0.2,,,-0.0011333011928945779,0.0001,,0.5600973963737488,307200,99.95171784416713,236.21,3,0,2.6893632604819255,0.85,6.2774585442245
1,2,634880,2041,6.569127082824707,226.6,,15,,,0.002,11,,,,,307200,440,,,3,,,,,,,,,
2,6,640000,1592,6.505735874176025,230.54,620,,0.658477812409401,0.0555859375,,,0.007552152,0.3258199095726013,-0.22294623419642448,0.2,,,-0.0013259373744949699,0.0001,,0.5422979593276978,,,,,,,,
3,9,645120,1539,6.478909969329834,233.7,625,,0.6116363430023193,0.0452734375,,,0.0041625663,0.36542677879333496,-0.2161751438677311,0.2,,,-0.0012664719810709358,0.0001,,0.5259156227111816,,,,,,,,
4,13,650240,1497,6.425279140472412,234.52,630,,0.5825555208325386,0.053125,,,0.006493347,0.20942094922065735,-0.21413021728396417,0.2,,,0.00029642160516232254,0.0001,,0.4031803011894226,,,,,,,,
5,17,655360,1460,6.507619857788086,231.76,635,,0.5002372688055039,0.05609375,,,0.0063872933,0.15103965997695923,-0.2276146751642227,0.2,,,-0.001785610686056316,0.0001,,0.5908563137054443,,,,,,,,
6,21,660480,1439,6.71323299407959,224.7,640,,0.5685694754123688,0.064296875,,,0.0073589412,0.23216000199317932,-0.2316472825407982,0.2,,,-0.0006775870453566313,0.0001,,0.5655317306518555,,,,,,,,
7,25,665600,1429,6.649160861968994,234.05,645,,0.5398815923929214,0.061171875,,,0.008084256,0.20926383137702942,-0.23584454298019408,0.2,,,0.000488687283359468,0.0001,,0.38804179430007935,,,,,,,,
8,28,670720,1420,6.481511116027832,242.71,650,,0.5006699658930301,0.05921875,,,0.008753965,0.2567788362503052,-0.21181010887026785,0.2,,,-0.0017829957325011493,0.0001,,0.4456250071525574,,,,,,,,
9,32,675840,1409,6.484235763549805,242.91,655,,0.5497512713074684,0.0653125,,,0.008913176,0.2700769007205963,-0.24949329748749732,0.2,,,-0.0012712965859100222,0.0001,,0.4900088310241699,,,,,,,,
10,38,680960,1342,6.524681568145752,239.22,660,,0.5192381396889687,0.0582421875,,,0.011151855,0.263333797454834,-0.22669443398714065,0.2,,,-0.0014394608978182078,0.0001,,0.45169615745544434,,,,,,,,
,,,,,,665,,0.5644989582896233,0.0645703125,,,0.006924437,0.2606125771999359,-0.2399214869737625,0.2,,,0.0008189866226166486,0.0001,,0.4256019592285156,358400,97.61173085239294,227.5,3,0,2.4577237116279984,0.88,6.5048727160692215
1,2,686080,1829,6.379202842712402,245.93,,15,,,0.002,11,,,,,358400,440,,,3,,,,,,,,,
2,6,691200,1503,6.557990550994873,232.29,670,,0.5978650173544884,0.074609375,,,0.008609354,0.2062351107597351,-0.23482287004590036,0.2,,,-0.0025658852490596474,0.0001,,0.5238655805587769,,,,,,,,
3,10,696320,1455,6.775164604187012,224.91,675,,0.5374869602918625,0.0458203125,,,0.0044598603,0.4202626049518585,-0.22649330869317055,0.2,,,-0.0017328148474916815,0.0001,,0.5292838215827942,,,,,,,,
4,14,701440,1453,6.716297626495361,232.75,680,,0.6016405770182609,0.05765625,,,0.0066042556,0.36864516139030457,-0.2383521731197834,0.2,,,-0.002094937930814922,0.0001,,0.31265389919281006,,,,,,,,
5,17,706560,1449,6.4592204093933105,244.26,685,,0.43754431754350664,0.0573046875,,,0.0084751835,0.18381479382514954,-0.2591859777271748,0.2,,,-0.0016055220505222679,0.0001,,0.3257244825363159,,,,,,,,
6,21,711680,1443,6.101459503173828,253.78,690,,0.43460307583212854,0.056328125,,,0.009414583,0.20084236562252045,-0.22676946476101875,0.2,,,-0.0014252779446542263,0.0001,,0.5039675831794739,,,,,,,,
7,24,716800,1444,5.8814921379089355,262.95,695,,0.486963901668787,0.071875,,,0.010152949,0.2969283163547516,-0.24286229997873307,0.2,,,-0.0008711851155385375,0.0001,,0.6217788457870483,,,,,,,,
8,28,721920,1440,5.755751132965088,260.86,700,,0.5964313536882401,0.05609375,,,0.007829051,0.2755022346973419,-0.2065265204012394,0.2,,,0.001662862617522478,0.0001,,0.5780344009399414,,,,,,,,
9,32,727040,1438,5.862119197845459,252.05,705,,0.5392884454131126,0.046015625,,,0.0058766,0.261443555355072,-0.19697837561368942,0.2,,,-0.0029718304076232016,0.0001,,0.7395079135894775,,,,,,,,
10,35,732160,1438,6.180698394775391,242.91,710,,0.6868814980983734,0.0502734375,,,0.008213711,0.34326162934303284,-0.2230749696493149,0.2,,,-0.0009095561178401112,0.0001,,0.49178385734558105,,,,,,,,
,,,,,,714,,0.6012260551037996,0.06980298913043478,,,0.014024655,0.3524074852466583,-0.25448305149009265,0.2,,,0.00014376821860239124,0.0001,,0.5944801568984985,409600,100.50225072106595,253.76,3,0,2.440091226589092,0.86,6.255657104179263
1,2,737280,2000,6.392181873321533,237.37,,15,,,0.002,11,,,,,409600,440,,,3,,,,,,,,,
2,6,742400,1581,6.3702287673950195,244.41,719,,0.6659548085927963,0.0556640625,,,0.008054083,0.3085479438304901,-0.2440756718814373,0.2,,,-0.001744198161177337,0.0001,,0.4999961256980896,,,,,,,,
3,10,747520,1528,6.596495151519775,240.68,724,,0.6391791790723801,0.0566796875,,,0.008259266,0.314068078994751,-0.23936625853180885,0.2,,,-0.002801401745527983,0.0001,,0.36178743839263916,,,,,,,,
4,13,752640,1501,6.454623222351074,244.69,729,,0.5981020504236221,0.06546875,,,0.008074955,0.2803998291492462,-0.23611865267157556,0.2,,,-0.0001188893150538206,0.0001,,0.3276402950286865,,,,,,,,
5,17,757760,1482,6.403059482574463,247.94,734,,0.5046816739439964,0.0635546875,,,0.008908046,0.19718699157238007,-0.2336059157550335,0.2,,,-0.0015258559724316,0.0001,,0.47593313455581665,,,,,,,,
6,20,762880,1472,6.231318473815918,253.66,739,,0.4813312637805939,0.0601953125,,,0.006005871,0.2304387092590332,-0.2491353853046894,0.2,,,-0.0014217758364975452,0.0001,,0.48268288373947144,,,,,,,,
7,24,768000,1464,6.25578498840332,249.79,744,,0.5275729018449783,0.0609375,,,0.0055682193,0.25492462515830994,-0.2433282470703125,0.2,,,-0.002373152794316411,0.0001,,0.5469819903373718,,,,,,,,
8,28,773120,1459,6.044636249542236,256.67,749,,0.5986400955915451,0.046953125,,,0.0074731195,0.21845808625221252,-0.223032865524292,0.2,,,0.0005328876571729779,0.0001,,0.4500131607055664,,,,,,,,
9,31,778240,1458,6.252851486206055,251.47,754,,0.6461830133199692,0.0455078125,,,0.0044471947,0.2383345514535904,-0.23037452399730682,0.2,,,-0.0008161491295322775,0.0001,,0.4744439721107483,,,,,,,,
10,35,783360,1454,6.530508041381836,237.82,759,,0.6946879783272744,0.0429296875,,,0.0054309885,0.3334580063819885,-0.2296811506152153,0.2,,,-0.0010323626175522804,0.0001,,0.38805705308914185,,,,,,,,
,,,,,,764,,0.6888251158595086,0.0608203125,,,0.007999091,0.30519524216651917,-0.2462475198507309,0.2,,,-0.0014077823376283049,0.0001,,0.41126352548599243,460800,93.96695376567233,242.46,3,0,2.3185501934749357,0.88,6.450617944896221
1,3,788480,1469,6.575380325317383,232.07,,15,,,0.002,11,,,,,460800,440,,,3,,,,,,,,,
2,8,793600,1252,6.846577167510986,224.26,769,,0.514810246527195,0.0479296875,,,0.0056491913,0.2250819206237793,-0.20873162120580674,0.2,,,8.563348092138767e-05,0.0001,,0.5127902626991272,,,,,,,,
3,11,798720,1289,6.800816535949707,230.07,774,,0.7025070461630821,0.03875,,,0.0037875404,0.2528313398361206,-0.22396235451102256,0.2,,,-0.0019046213570982219,0.0001,,0.41215062141418457,,,,,,,,
4,15,803840,1312,6.64421272277832,233.67,779,,0.7002394962310791,0.048359375,,,0.0053993566,0.359617680311203,-0.24165127471089362,0.2,,,-0.0014818302309140563,0.0001,,0.40642619132995605,,,,,,,,
5,19,808960,1328,6.579805374145508,240.85,784,,0.6007928529381752,0.045859375,,,0.005127329,0.27588170766830444,-0.22274077489972113,0.2,,,-0.001412111264653504,0.0001,,0.5656987428665161,,,,,,,,
6,22,814080,1340,6.683862209320068,239.01,789,,0.600737067759037,0.048671875,,,0.006991127,0.25912877917289734,-0.2364329183101654,0.2,,,-0.0014352897787466646,0.0001,,0.5630941390991211,,,,,,,,
7,26,819200,1349,6.75489616394043,236.77,794,,0.6449586975574494,0.046484375,,,0.005229497,0.2623113989830017,-0.233724305331707,0.2,,,-0.0014951990358531475,0.0001,,0.3299403190612793,,,,,,,,
8,30,824320,1353,6.645496368408203,238.9,799,,0.5390200346708298,0.046953125,,,0.005277089,0.28705137968063354,-0.23732313454151155,0.2,,,-0.0012908394215628504,0.0001,,0.3840920925140381,,,,,,,,
9,34,829440,1350,6.624704360961914,244.05,804,,0.5629018008708954,0.0465234375,,,0.004406558,0.27176782488822937,-0.22696971535682678,0.2,,,-0.001572523929644376,0.0001,,0.3637655973434448,,,,,,,,
10,37,834560,1351,6.410488128662109,250.12,809,,0.6211168265342712,0.048046875,,,0.00655285,0.2761170268058777,-0.2212655036151409,0.2,,,-0.0008273945329710841,0.0001,,0.38390910625457764,,,,,,,,
,,,,,,814,,0.44427324533462526,0.044765625,,,0.0027789767,0.26372992992401123,-0.2141554206609726,0.2,,,-0.0005356966913677752,0.0001,,0.6031867861747742,512000,89.806605547699,228.44,3,0,2.13926778617481,0.9,6.649777743220329
1,2,839680,2026,6.459329128265381,244.78,,15,,,0.002,11,,,,,512000,440,,,3,,,,,,,,,
2,6,844800,1572,6.488646030426025,238.96,819,,0.6117337507009506,0.0695703125,,,0.008963184,0.27429261803627014,-0.2238211652636528,0.2,,,0.0016663056006655096,0.0001,,0.45004451274871826,,,,,,,,
3,10,849920,1511,6.424015998840332,236.13,824,,0.4330644050240517,0.0537109375,,,0.0042152307,0.2507632374763489,-0.22414641112089156,0.2,,,-0.0013865611189976335,0.0001,,0.6435562372207642,,,,,,,,
4,13,855040,1492,6.578573703765869,228.99,829,,0.5255637332797051,0.0511328125,,,0.0067083864,0.23045995831489563,-0.21326297461986543,0.2,,,-0.0015762874484062195,0.0001,,0.5690199732780457,,,,,,,,
5,17,860160,1483,6.6028032302856445,230.48,834,,0.44895731180906295,0.04203125,,,0.0052722115,0.21344809234142303,-0.21830320984125137,0.2,,,0.0004931040573865175,0.0001,,0.6488456726074219,,,,,,,,
6,20,865280,1471,6.380195140838623,238.8,839,,0.42169059693813327,0.0491015625,,,0.005438459,0.21369227766990662,-0.21820473939180374,0.2,,,0.0009042178466916084,0.0001,,0.5719013214111328,,,,,,,,
7,24,870400,1459,6.251780986785889,247.51,844,,0.43112813502550124,0.0543359375,,,0.006019561,0.25919532775878906,-0.22715992122888565,0.2,,,-0.0009510514931753278,0.0001,,0.6698213219642639,,,,,,,,
8,28,875520,1458,6.392090320587158,246.71,849,,0.6130994090437889,0.0575,,,0.0051669334,0.22560535371303558,-0.22492055639624595,0.2,,,-0.0011033826088532805,0.0001,,0.5949224233627319,,,,,,,,
9,31,880640,1458,6.157468795776367,256.38,854,,0.75987433552742,0.059609375,,,0.008440532,0.3143903911113739,-0.22496719375252724,0.2,,,0.0005111779971048235,0.0001,,0.3994942307472229,,,,,,,,
10,35,885760,1453,6.14042854309082,260.05,859,,0.5581373700499535,0.0590625,,,0.007936573,0.20437341928482056,-0.23478437811136246,0.2,,,-0.001538278115913272,0.0001,,0.5342217087745667,,,,,,,,
,,,,,,864,,0.6032626768946647,0.0592578125,,,0.0058127404,0.2395915985107422,-0.23233465000987052,0.2,,,-0.002249482530169189,0.0001,,0.4778141975402832,563200,89.29964109670318,241.29,3,0,2.26574842229632,0.9,6.538224863559008
1,2,890880,1992,6.264240741729736,259.99,,15,,,0.002,11,,,,,563200,440,,,3,,,,,,,,,
2,6,896000,1585,6.1565117835998535,260.27,869,,0.6818943810462952,0.06234375,,,0.0113123385,0.35488688945770264,-0.20828910082578658,0.2,,,-0.0015760843036696315,0.0001,,0.39011073112487793,,,,,,,,
3,10,901120,1528,6.045498847961426,262.41,874,,0.6601340612769127,0.061796875,,,0.0070354543,0.15590180456638336,-0.21378046229481698,0.2,,,-0.0010380958020687102,0.0001,,0.580695390701294,,,,,,,,
4,13,906240,1497,6.081967353820801,259.12,879,,0.579573227763176,0.05765625,,,0.007169561,0.32138901948928833,-0.22006271094083785,0.2,,,-0.0022622993402183055,0.0001,,0.5175756216049194,,,,,,,,
5,17,911360,1480,6.051060676574707,256.63,884,,0.7724518570303917,0.05546875,,,0.006304146,0.32382023334503174,-0.20800112679600716,0.2,,,-0.0013605186250060797,0.0001,,0.5436528325080872,,,,,,,,
6,20,916480,1470,5.9649128913879395,262.5,889,,0.693451434969902,0.0469140625,,,0.004590162,0.24742592871189117,-0.1974034458398819,0.2,,,-0.0016829951666295529,0.0001,,0.5260763168334961,,,,,,,,
7,24,921600,1465,6.057041645050049,257.5,894,,0.8092328715324402,0.0415234375,,,0.0042548,0.33767440915107727,-0.1996238449215889,0.2,,,6.664932705461979e-05,0.0001,,0.4204004406929016,,,,,,,,
8,27,926720,1465,6.025732517242432,260.78,899,,0.7229092419147491,0.0515234375,,,0.0064801686,0.4167090058326721,-0.19910744547843934,0.2,,,-0.0011730766156688333,0.0001,,0.5086613893508911,,,,,,,,
9,31,931840,1460,5.976492881774902,263.8,904,,0.7325718492269516,0.0515625,,,0.0074124923,0.4963098168373108,-0.21520550981163977,0.2,,,-0.0007822550274431705,0.0001,,0.4581851363182068,,,,,,,,
10,35,936960,1448,6.006894588470459,264.21,909,,0.7416423264145852,0.0483203125,,,0.0059099644,0.366256445646286,-0.19788092970848084,0.2,,,-0.0016041680704802276,0.0001,,0.5375188589096069,,,,,,,,
,,,,,,914,,0.5997354757785797,0.04625,,,0.0060549183,0.21004539728164673,-0.2014680188894272,0.2,,,-0.0019292102614417673,0.0001,,0.48494410514831543,614400,108.69907957292001,283.51,3,0,3.1156846608016795,0.76,5.4524229259043935
1,2,942080,2003,5.954862594604492,261.83,,15,,,0.002,11,,,,,614400,440,,,3,,,,,,,,,
2,6,947200,1621,5.610969066619873,271.28,919,,0.42003795251250264,0.063671875,,,0.008006647,0.19863812625408173,-0.23170987784862518,0.2,,,-0.0006806890573352576,0.0001,,0.710719883441925,,,,,,,,
3,9,952320,1556,5.640969753265381,267.67,924,,0.5116955780982971,0.0418359375,,,0.004125034,0.3036254346370697,-0.22390530839562417,0.2,,,0.0010977028775960207,0.0001,,0.6753789186477661,,,,,,,,
4,13,957440,1517,5.752679824829102,263.94,929,,0.5236166235804558,0.0512109375,,,0.008589441,0.2950703799724579,-0.21828109696507453,0.2,,,-0.0012326008593663573,0.0001,,0.5785971879959106,,,,,,,,
5,17,962560,1492,5.645878791809082,270.95,934,,0.583741825222969,0.0532421875,,,0.0067233355,0.27863839268684387,-0.23654597848653794,0.2,,,-0.001240012040361762,0.0001,,0.6683529019355774,,,,,,,,
6,20,967680,1480,5.571786403656006,274.3,939,,0.7833686316013336,0.053671875,,,0.005554916,0.4791668951511383,-0.25673052564263343,0.2,,,0.0013042816752567887,0.0001,,0.5152621269226074,,,,,,,,
7,24,972800,1475,5.829347133636475,273.04,944,,0.7341612714529038,0.0448828125,,,0.004775868,0.4278238117694855,-0.25477303624153136,0.2,,,-0.0011147279711440205,0.0001,,0.6409128904342651,,,,,,,,
8,27,977920,1469,5.857910633087158,271.48,949,,0.9447152107954025,0.046875,,,0.0047012568,0.5480167865753174,-0.23478437587618828,0.2,,,-0.0015852363221347332,0.0001,,0.501270055770874,,,,,,,,
9,31,983040,1464,5.749920845031738,279.33,954,,0.7311645370721817,0.055859375,,,0.005749353,0.25194889307022095,-0.26442709907889367,0.2,,,0.00038776928558945654,0.0001,,0.6233596801757812,,,,,,,,
10,35,988160,1461,5.63787841796875,281.4,959,,0.8353754085302353,0.061953125,,,0.007828712,0.6199970841407776,-0.23224046766757966,0.2,,,-0.0027778111258521675,0.0001,,0.5348329544067383,,,,,,,,
,,,,,,964,,0.5973377242684365,0.0549609375,,,0.0061629107,0.25235414505004883,-0.2442929308116436,0.2,,,-0.0011888981983065605,0.0001,,0.6491191387176514,665600,109.973358591979,293.02,3,0,3.07667884988631,0.72,5.270179508030415
1,2,993280,1999,5.5299763679504395,282.11,,15,,,0.002,11,,,,,665600,440,,,3,,,,,,,,,
2,6,998400,1569,5.539106369018555,281.36,969,,0.8319648936390877,0.0612109375,,,0.0077047995,0.47879570722579956,-0.2436813695728779,0.2,,,-0.001276098364032805,0.0001,,0.577876627445221,,,,,,,,
3,10,1003520,1509,5.564897537231445,285.07,974,,1.0324285686016084,0.076171875,,,0.010089729,0.38128581643104553,-0.2530642163753509,0.2,,,-0.0010364382388070225,0.0001,,0.4590938687324524,,,,,,,,
4,15,1008640,1350,5.6128950119018555,287.84,979,,0.934480636715889,0.064921875,,,0.0078067207,0.41934651136398315,-0.26222957685589793,0.2,,,-0.0009696220792829991,0.0001,,0.458495557308197,,,,,,,,
5,19,1013760,1292,5.811746597290039,280.63,984,,0.8710979673266411,0.046484375,,,0.0045125294,0.23236460983753204,-0.26227782368659974,0.2,,,-0.0003116254974156618,0.0001,,0.3150283098220825,,,,,,,,
6,23,1018880,1301,5.728365421295166,284.55,989,,0.8406502556800842,0.0425390625,,,0.0034901935,0.46593043208122253,-0.2306759040057659,0.2,,,-0.00196669592987746,0.0001,,0.5411173105239868,,,,,,,,
7,27,1024000,1312,5.848353862762451,277.69,994,,0.7392809447646141,0.0608203125,,,0.011342435,0.21393133699893951,-0.25116753712296486,0.2,,,-0.0025627063773572445,0.0001,,0.7047918438911438,,,,,,,,
8,31,1029120,1320,5.807009220123291,276.26,999,,0.7841133177280426,0.03125,,,0.0036912195,0.33197668194770813,-0.22379127964377404,0.2,,,-0.001930033378303051,0.0001,,0.5237845182418823,,,,,,,,
9,34,1034240,1323,5.781336784362793,267.81,1004,,0.7716191840171814,0.0464453125,,,0.0048272633,0.3863702714443207,-0.23846077054738998,0.2,,,-0.002080513285472989,0.0001,,0.43030738830566406,,,,,,,,
10,38,1039360,1330,5.843106269836426,266.4,1009,,0.5851187863945961,0.0549609375,,,0.0060188724,0.34041228890419006,-0.2465419265627861,0.2,,,-0.000758380121551454,0.0001,,0.5876082181930542,,,,,,,,
,,,,,,1014,,0.7880841988325119,0.053515625,,,0.007774701,0.37277624011039734,-0.24519442901015281,0.2,,,-0.0011849295254796742,0.0001,,0.6579405665397644,716800,96.38076779108995,255.26,3,0,2.549260001406718,0.84,6.179348657503724
1,2,1044480,1869,5.589564800262451,272.91,,15,,,0.002,11,,,,,716800,440,,,3,,,,,,,,,
2,6,1049600,1542,5.684549331665039,268.19,1019,,0.46038145244121553,0.0785546875,,,0.008931042,0.13175855576992035,-0.2817229874432087,0.2,,,-8.628175593912602e-05,0.0001,,0.7205383777618408,,,,,,,,
3,10,1054720,1479,5.618918418884277,271.55,1024,,0.8147764125466347,0.05828125,,,0.00518278,0.23173029720783234,-0.2606868739426136,0.2,,,-0.001717084648553282,0.0001,,0.5203039646148682,,,,,,,,
4,14,1059840,1446,5.268239974975586,283.85,1029,,0.751476591527462,0.0626953125,,,0.005300568,0.33981725573539734,-0.2550931502878666,0.2,,,0.0005111677991226315,0.0001,,0.5076878070831299,,,,,,,,
5,17,1064960,1442,5.4152913093566895,279.96,1034,,0.5125505067408085,0.08203125,,,0.011556829,0.3401910364627838,-0.250287210047245,0.2,,,-0.0014603987336158752,0.0001,,0.6785326600074768,,,,,,,,
6,21,1070080,1433,5.50478458404541,283.24,1039,,0.7770956739783287,0.049609375,,,0.004671789,0.2747468650341034,-0.22813463389873503,0.2,,,-0.0005100606405176222,0.0001,,0.5111997127532959,,,,,,,,
7,25,1075200,1426,5.866669178009033,274.67,1044,,0.8987241703271865,0.0610546875,,,0.006720162,0.36382782459259033,-0.24729662284255027,0.2,,,-0.0015262090554460884,0.0001,,0.5090378522872925,,,,,,,,
8,28,1080320,1423,5.869546890258789,274.58,1049,,0.8947652202844619,0.0469140625,,,0.004765328,0.4194706380367279,-0.23782625496387483,0.2,,,-0.0002704678755253553,0.0001,,0.46133285760879517,,,,,,,,
9,32,1085440,1423,6.209794521331787,261.17,1054,,0.778881039917469,0.0637890625,,,0.0073772324,0.3869134783744812,-0.25764192029833793,0.2,,,-0.0009686372103169561,0.0001,,0.3686373829841614,,,,,,,,
10,36,1090560,1422,6.204373359680176,262.73,1059,,0.779825028181076,0.05609375,,,0.0060953465,0.4090283513069153,-0.25887353613972663,0.2,,,-0.0018075434397906065,0.0001,,0.4143616557121277,,,,,,,,
,,,,,,1064,,0.791188950240612,0.0521875,,,0.0064079887,0.33609461784362793,-0.25033345341682434,0.2,,,-0.0012664348119869827,0.0001,,0.4327136278152466,768000,95.72172741859603,251.53,3,0,2.243818867374187,0.89,6.431945228651166
1,2,1095680,1979,6.189852237701416,256.7,,15,,,0.002,11,,,,,768000,440,,,3,,,,,,,,,
2,6,1100800,1581,6.24241828918457,256.66,1069,,0.7647714480757714,0.05765625,,,0.00636761,0.32368209958076477,-0.2660576398670673,0.2,,,-0.0018239792669191956,0.0001,,0.4906991124153137,,,,,,,,
3,10,1105920,1521,6.220393180847168,257.33,1074,,0.9634726172685624,0.0664453125,,,0.0065402477,0.4719027876853943,-0.24944959983229636,0.2,,,-0.0012923809373751283,0.0001,,0.20763027667999268,,,,,,,,
4,14,1111040,1448,6.182985782623291,261.85,1079,,0.7734936487674713,0.05140625,,,0.0050817155,0.28051742911338806,-0.24197540879249574,0.2,,,-0.0014301591692492367,0.0001,,0.4269617795944214,,,,,,,,
5,17,1116160,1429,6.424627304077148,251.28,1084,,0.6933642417192459,0.06375,,,0.0070339786,0.21252264082431793,-0.23742542728781701,0.2,,,-0.0023935840418562292,0.0001,,0.2370128631591797,,,,,,,,
6,21,1121280,1430,6.415499687194824,252.57,1089,,0.8440529078245163,0.050859375,,,0.006856396,0.38146406412124634,-0.2072073735296726,0.2,,,-0.0026617513271048666,0.0001,,0.279577374458313,,,,,,,,
7,25,1126400,1431,6.3275065422058105,251.1,1094,,0.6330945017933846,0.047265625,,,0.005941036,0.23780827224254608,-0.21487328678369522,0.2,,,-0.0016855577426031232,0.0001,,0.32922035455703735,,,,,,,,
8,28,1131520,1430,6.330639839172363,252.82,1099,,0.7625593996047973,0.05671875,,,0.0047661625,0.3955594599246979,-0.23694533973932266,0.2,,,-0.0014128986280411483,0.0001,,0.3387645483016968,,,,,,,,
9,32,1136640,1425,6.402049541473389,250.66,1104,,0.6191602203249932,0.05421875,,,0.006905295,0.24448615312576294,-0.2459698523581028,0.2,,,-0.0013360930094495416,0.0001,,0.42714792490005493,,,,,,,,
10,35,1141760,1427,6.194125175476074,256.75,1109,,0.683237062394619,0.03453125,,,0.0043877787,0.4136165380477905,-0.22777876272797584,0.2,,,-0.0003583365445956588,0.0001,,0.39175713062286377,,,,,,,,
,,,,,,1114,,0.5565909087657929,0.0401171875,,,0.0065568313,0.27867844700813293,-0.2298505537211895,0.2,,,-0.0007517898315563798,0.0001,,0.37992119789123535,819200,102.73872638883547,266.21,3,0,2.7032905117682344,0.83,5.99264619499445
1,2,1146880,1932,6.167827606201172,259.87,,15,,,0.002,11,,,,,819200,440,,,3,,,,,,,,,
2,6,1152000,1554,5.961604595184326,264.83,1119,,0.6288105219602584,0.04296875,,,0.004652545,0.32767048478126526,-0.2236309042572975,0.2,,,-0.00039988539181649683,0.0001,,0.43416011333465576,,,,,,,,
3,10,1157120,1526,6.014972686767578,261.29,1124,,0.6450113871693611,0.052578125,,,0.006468436,0.3723551034927368,-0.2149412015080452,0.2,,,-0.0019228393118828535,0.0001,,0.49050313234329224,,,,,,,,
4,13,1162240,1508,5.647098541259766,268.92,1129,,0.6961543956398963,0.054375,,,0.005919029,0.34419572353363037,-0.2155471597611904,0.2,,,-0.0014595455210655928,0.0001,,0.4962024688720703,,,,,,,,
5,17,1167360,1502,5.648682117462158,266.39,1134,,0.4548236006498337,0.05125,,,0.0050550667,0.15206938982009888,-0.22798712387681008,0.2,,,0.000232832171022892,0.0001,,0.7117778658866882,,,,,,,,
