time/iterations,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/value_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/explained_variance,curriculum/stage_timesteps,curriculum/obs_quantity,curriculum/preferred_eval_mode,train/ent_coef,curriculum/max_steps,train/stage_learning_rate,curriculum/stage,curriculum/grid_size,plasticity/effective_rank_99_normalized_mean,plasticity/effective_rank_99_mean,plasticity/low_weight_units,plasticity/weight_rms,plasticity/total_weight_units,plasticity/weight_abs_mean,plasticity/low_weight_unit_ratio,plasticity/weight_max_abs,eval/full_coverage_rate,eval/mean_reward,eval/std_reward,eval/mean_ep_length,eval/deterministic,eval/stage_timesteps,eval/std_ep_length,eval/stage,eval/promotion_min_mean_reward,eval/mode_gap,eval/stochastic_quality_passed,eval/promotion_max_mean_length,eval/deterministic_promotion_floor,eval/promotion_passed,eval/deterministic_quality_passed,eval/quality_promotion_passed,eval/diagnostic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/deterministic_full_coverage_rate,eval/promotion_full_coverage_rate,eval/coverage_promotion_passed
4,322560,57.77,109,186,4.218111038208008,7e-05,-0.9369415737688541,0.08,-0.0019411112094530835,0.9753350019454956,1.7470939240418375,0.0019527575,496,0.13828125,0.8020744919776917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,327680,56.99,146,175,4.501665115356445,7e-05,-0.937458124011755,0.08,0.0015435967681696639,0.5962544083595276,1.8791792339645326,0.0032540322,504,0.22197265625,0.7990431189537048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7e-05,-0.9170487789437175,0.08,-6.606249371543527e-07,0.23496884107589722,1.5713119760388508,0.0041759973,512,0.1667236328125,0.8143381476402283,,,,,,,,,0.8529730902777778,115.83333333333333,32,0.01875883950457727,1925,0.007383400125982587,0.016623376623376623,0.884527325630188,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.76326218791306,3.3438259890211204,52.5,0,307200,23.491913502309682,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4764026927947995,6.8436937931628545,66.9,1,307200,66.91076146629928,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307200,,1,6.75,0.19999999999999996,0,45.0,0.6649999999999999,0,0,0,1.0,1.0,0.8,1.0,1
1,332800,50.15,2,2305,5.237739086151123,,,,,,,,,,,307200,3,1,0.0010000000000000009,200,7e-05,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,337920,50.11,35,291,5.253904819488525,7e-05,-0.8949847960844636,0.08,0.00018014979432336986,0.4815462827682495,1.295827664178796,0.0022119205,520,0.190625,0.7403159141540527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,343040,58.08,67,228,4.49282693862915,7e-05,-0.8908535689115524,0.08,0.001901626228936948,0.452039510011673,1.482345311017707,0.0050119325,528,0.2293701171875,0.8516063690185547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,348160,56.14,103,198,4.553491592407227,7e-05,-0.8883810404688119,0.08,0.000580929389980156,0.7227038741111755,2.2456323388032615,0.001983227,536,0.20869140625,0.835257887840271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,353280,50.71,140,182,5.387523174285889,7e-05,-0.8866638796404004,0.08,-0.0013117744398186914,0.5132499933242798,2.404493377124891,0.0030643023,544,0.1567138671875,0.7786506414413452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7e-05,-0.869074572622776,0.08,-0.0006681280297925696,0.40128812193870544,1.8963674791855738,0.0024514527,552,0.1455078125,0.8074848055839539,,,,,,,,,0.8366970486111112,111.66666666666667,34,0.017997908567224604,1925,0.006945072118483241,0.017662337662337664,0.884212851524353,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.123032835125923,3.35180030762064,49.01,0,332800,22.604643328307574,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,4.854280582666397,7.416081608154633,55.07,1,332800,56.546309340221306,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332800,,1,6.75,0.13,0,45.0,0.6649999999999999,1,0,0,1.0,1.0,0.87,1.0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,5.430445063114166,3.190130870963268,48.49,0,332800,26.620103305584667,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,5.1773201334476475,6.747097462592891,54.62,1,332800,56.584764733981174,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332800,,1,6.75,0.12,0,45.0,0.6649999999999999,1,0,0,0.99,0.99,0.87,0.99,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,5.181686511188746,3.3376159517719373,50.18,0,332800,26.679722637238942,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,5.608079101145267,5.0305754222936265,56.85,1,332800,58.57172952884352,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332800,,1,6.75,0.13,0,45.0,0.6649999999999999,0,0,0,0.99,0.99,0.86,0.99,1
1,358400,51.48,2,2503,5.013121604919434,,,,,,,,,,,332800,3,1,0.0010000000000000009,200,7e-05,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,363520,55.15,36,278,4.732703685760498,7e-05,-0.8567697012796998,0.08,0.002682560944231227,0.6565394997596741,1.4748830661643297,0.0063613006,560,0.2173583984375,0.8331736326217651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,368640,52.47,69,220,5.068005561828613,7e-05,-0.849692328646779,0.08,0.0006071412833989597,1.6455962657928467,2.0680296123260633,0.0022240311,568,0.153759765625,0.8511307239532471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,373760,49.05,102,199,5.197711944580078,7e-05,-0.8549851113930345,0.08,-0.001672353726462461,0.6446709632873535,2.296358109056018,0.002116094,576,0.137744140625,0.8519054651260376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,378880,45.8,137,186,5.8075408935546875,7e-05,-0.8315277291461826,0.08,0.003922967755352147,0.6159461736679077,2.3932317175902424,0.005207977,584,0.259375,0.7710953950881958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7e-05,-0.7850662106648088,0.08,-0.0013075796654447914,0.46212559938430786,1.8865996513981371,0.0033162006,592,0.17744140625,0.79682856798172,,,,,,,,,0.8187934027777778,107.08333333333333,39,0.01733370841627562,1925,0.006612930751969951,0.02025974025974026,0.8852224349975586,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,5.122788489162922,4.063659111201745,52.27,0,358400,37.19297111014392,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,5.973533536195755,5.784850914965775,49.56,1,358400,53.14420382318283,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358400,,1,6.75,0.07999999999999996,0,45.0,0.6649999999999999,0,0,0,0.97,0.97,0.89,0.97,1
1,384000,52.05,2,2495,5.026895523071289,,,,,,,,,,,358400,3,1,0.0010000000000000009,200,7e-05,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,389120,50.51,36,280,5.2415361404418945,7e-05,-0.8118917629122734,0.08,-0.0006884449947392568,0.9892838001251221,2.166925633791834,0.0027290152,600,0.1725830078125,0.8197548985481262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,394240,47.37,73,208,5.6828999519348145,7e-05,-0.7966601498425007,0.08,0.0010806132908328437,0.15950609743595123,1.921665276493877,0.0022322058,608,0.1970458984375,0.8272218108177185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,399360,42.03,110,185,6.18624210357666,7e-05,-0.7660846611484885,0.08,0.0007771489064907656,1.0061084032058716,1.2320974790956825,0.0054527274,616,0.2058349609375,0.846308171749115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,404480,42.35,147,172,6.098228931427002,7e-05,-0.7387985952198506,0.08,0.0005420541012426839,2.1959404945373535,1.574543227441609,0.0044728955,624,0.1873779296875,0.7716113328933716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7e-05,-0.6988581733778119,0.08,-0.0013162433562683873,0.21790078282356262,1.0622709173010663,0.004866916,632,0.18984375,0.7187663316726685,,,,,,,,,0.8026258680555555,103.08333333333333,39,0.01681449405668251,1925,0.006378744158544866,0.02025974025974026,0.884699285030365,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.912801650762558,2.7669489722880045,43.92,0,384000,19.12886823625486,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,6.847591466903687,3.6067847604363057,41.41,1,384000,40.56601903071091,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384000,,1,6.75,0.06000000000000005,0,45.0,0.6649999999999999,1,1,1,1.0,1.0,0.94,1.0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.4988323283195495,2.4084270019368486,39.75,0,384000,17.121550747522843,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,4.403551653623581,8.543300140030242,54.31,1,384000,56.94992449512115,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384000,,1,6.75,0.13,0,45.0,0.6649999999999999,1,0,0,1.0,1.0,0.87,1.0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.097620523571968,2.982371648850012,42.39,0,384000,21.18579476913717,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,6.1370178782939915,6.020783251476818,41.05,1,384000,37.64316006926092,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384000,,1,6.75,0.050000000000000044,0,45.0,0.6649999999999999,1,0,0,1.0,1.0,0.95,1.0,1
1,409600,70.09,2,2195,5.707973003387451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,414720,111.02,45,222,5.064232349395752,3.5e-05,-0.802214240282774,0.055999999999999994,0.002769711420114618,1.8382138013839722,5.492048372374848,0.0017811212,640,0.2303466796875,0.668407142162323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,419840,148.26,83,184,4.377645492553711,3.5e-05,-0.8172094030305743,0.055999999999999994,0.0005020533702918328,0.8607194423675537,3.446346687618643,0.0013059347,648,0.1524169921875,0.7272981405258179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,424960,181.44,120,170,3.483288288116455,3.5e-05,-0.8106094997376203,0.055999999999999994,0.0005628470142255537,1.6563873291015625,2.9552875315537674,0.001444187,656,0.168408203125,0.7866767644882202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,430080,183.4,2,2073,3.564429998397827,3.5e-05,-0.8270058419555426,0.055999999999999994,0.0013799079140881076,0.4059484302997589,2.7700857842457483,0.0006876965,664,0.15546875,0.7497636079788208,0,8,0,0.009,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,435200,193.71,43,236,3.1845779418945312,3e-05,-0.8208287162706256,0.08,0.0018273546593263745,1.9960685968399048,3.013106327992864,0.0022378552,672,0.153955078125,0.7091636657714844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,440320,190.84,83,184,3.188810348510742,3e-05,-0.8199998015537858,0.08,0.0009573982752044685,0.5260390043258667,2.5030460577108897,0.0025127162,680,0.1447998046875,0.7331928014755249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,445440,189.14,124,164,3.1522891521453857,3e-05,-0.82968215867877,0.08,0.00015718750801170246,2.802076578140259,3.2332390032242984,0.0018177673,688,0.14267578125,0.6449069976806641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,450560,173.15,159,160,3.4909918308258057,3e-05,-0.8130175646394491,0.08,0.0002577350445790216,1.6617449522018433,1.9589673390612006,0.0023841388,696,0.1005126953125,0.653778076171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3e-05,-0.8119376994669437,0.08,-0.00023021588276606053,1.004557490348816,3.1466868872288614,0.0018054692,704,0.10166015625,0.4985530376434326,,,,,,,,,0.7886284722222222,99.5,42,0.016231459713472188,1925,0.005944109684539224,0.02181818181818182,0.8843684196472168,,,,,,,,,,,,,,,,,,,,,
1,455680,170.81,2,1800,3.619100570678711,,,,,,,,,,,25600,8,0,0.008829333333333333,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,460800,165.14,43,237,3.892406940460205,3e-05,-0.8066740022972226,0.08,-6.586723611690104e-05,2.139118194580078,2.4764746212866156,0.0015906183,712,0.1156005859375,0.4597543478012085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,465920,166.26,79,193,3.952627658843994,3e-05,-0.830825955234468,0.08,-0.00013333924580365418,2.0636701583862305,2.015715010277927,0.0020981967,720,0.1178955078125,0.6841327548027039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,471040,176.75,118,173,3.542785406112671,3e-05,-0.8252817714586854,0.08,0.0006901978544192388,0.5624667406082153,2.1143511927686633,0.0019701112,728,0.1367919921875,0.6425176858901978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,476160,179.57,147,173,3.3409879207611084,3e-05,-0.8281534226611257,0.08,0.00027101740997750314,1.4239959716796875,1.5424365373910405,0.0014602097,736,0.1125244140625,0.674314022064209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3e-05,-0.8134240487590432,0.08,-0.0010651383679942227,0.2978109121322632,1.8380296412156896,0.0012166527,744,0.08544921875,0.7195696830749512,,,,,,,,,0.7814670138888888,97.66666666666667,44,0.01596085966926472,1925,0.005766462585825055,0.022857142857142857,0.8831998705863953,,,,,,,,,,,,,,,,,,,,,
1,481280,180.77,1,2808,3.3529016971588135,,,,,,,,,,,51200,8,0,0.008658666666666667,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,486400,171.38,46,220,3.6783225536346436,3e-05,-0.7962404018267989,0.08,-0.0005926372381509281,0.2874002456665039,2.61394154347945,0.0017472135,752,0.1028564453125,0.4737551212310791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,491520,160.61,95,161,3.964689016342163,3e-05,-0.8018026761710644,0.08,5.259338504401967e-05,0.45148757100105286,1.9992092753760518,0.001398125,760,0.1247802734375,0.6094640493392944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,496640,159.22,134,151,4.072755813598633,3e-05,-0.8000834129750729,0.08,-0.0002843592315912247,0.22049088776111603,1.9169406925328076,0.0014103542,768,0.1299072265625,0.6252568960189819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,501760,164.47,173,147,3.9559149742126465,3e-05,-0.8086570251733065,0.08,-0.0005583526552072726,2.0707318782806396,2.0004993728362024,0.0013273986,776,0.085302734375,0.7365503311157227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3e-05,-0.8147744754329324,0.08,-0.00048285681696143,1.4019819498062134,1.726712352083996,0.0009013874,784,0.091796875,0.7472562789916992,,,,,,,,,0.7756076388888888,96.16666666666667,46,0.015757561191370357,1925,0.005684447713847611,0.023896103896103898,0.8816266059875488,,,,,,,,,,,,,,,,,,,,,
1,506880,168.58,1,2601,3.8402647972106934,,,,,,,,,,,76800,8,0,0.008487999999999999,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,512000,175.45,40,254,3.468125581741333,3e-05,-0.8149828856810928,0.08,-0.0006211077212356031,1.7051972150802612,1.9430449939682148,0.0010149783,792,0.1000732421875,0.7596946358680725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,517120,168.02,77,198,3.582798480987549,3e-05,-0.8152539724484086,0.08,0.00023543398128822446,0.06368276476860046,1.6047526840819046,0.0012476223,800,0.113330078125,0.7788872718811035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,522240,170.22,117,174,3.453733205795288,3e-05,-0.8218157421797514,0.08,0.0011305069056106731,2.3780369758605957,1.9021648100577295,0.0027031584,808,0.1393310546875,0.6551102995872498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,527360,167.59,163,156,3.691218852996826,3e-05,-0.8178382944315672,0.08,-0.0010926946779363789,0.9338382482528687,2.1642164019402115,0.001152566,816,0.086474609375,0.5843740701675415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3e-05,-0.8369166718795895,0.08,-0.0010601940390188246,0.5137411952018738,2.1602655852213504,0.0014776161,824,0.0964111328125,0.5243097543716431,,,,,,,,,0.7679036458333334,94.33333333333333,47,0.015466639329320147,1925,0.005469392632775051,0.024415584415584415,0.8826335668563843,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,4.246061593145132,2.5132639121721434,154.96,0,102400,59.32182060591195,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,3.330216898098588,5.823538699102629,178.1,1,102400,105.80373339348665,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102400,,2,6.75,0.28,0,115.2,0.6649999999999999,0,0,0,0.93,0.93,0.65,0.93,0
1,532480,167.05,3,1687,3.690760850906372,,,,,,,,,,,102400,8,1,0.008617333333333333,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,537600,160.98,46,219,3.947268009185791,3e-05,-0.8062840895727277,0.08,-0.000975220272084698,2.9342761039733887,2.0712390915490686,0.0028103956,832,0.09921875,0.43819618225097656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,542720,160.91,86,176,4.021092891693115,3e-05,-0.8093332208693027,0.08,0.00016261061537079514,1.843021273612976,2.3430977568030356,0.001383485,840,0.11953125,0.34612613916397095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,547840,165.74,125,162,3.8187737464904785,3e-05,-0.8226552858948708,0.08,-0.001156342643662356,0.3408060371875763,1.082768702879548,0.0010820803,848,0.090673828125,0.5554547309875488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,552960,168.61,163,156,3.683438777923584,3e-05,-0.8188568715006113,0.08,5.5075909767765555e-05,0.3809249997138977,1.5412008194020017,0.0016624642,856,0.101513671875,0.6361007690429688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3e-05,-0.8236992232501507,0.08,0.00015460997528862208,0.40299192070961,1.8572000602725893,0.0021614532,864,0.0958251953125,0.6312705874443054,,,,,,,,,0.7610677083333334,92.58333333333333,51,0.015275789542014013,1925,0.005385715138800406,0.026493506493506493,0.8815336227416992,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,4.1996517072618005,2.6313064838110876,157.19,0,128000,62.00478933114764,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,3.93726910315454,4.9381407800849795,176.12,1,128000,102.95749414200019,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000,,2,6.75,0.26,0,115.2,0.6649999999999999,0,0,0,0.93,0.93,0.67,0.93,0
1,558080,169.28,2,2157,3.6432034969329834,,,,,,,,,,,128000,8,1,0.008746666666666666,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,563200,165.92,40,255,4.021399974822998,3e-05,-0.8199807981029152,0.08,0.0019281843633507378,0.2542148232460022,2.209284831234254,0.0009926127,872,0.137939453125,0.655697762966156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,568320,164.66,81,187,4.142947196960449,3e-05,-0.799854245595634,0.08,0.0006762813733075746,0.2583686113357544,2.518624833971262,0.0016352672,880,0.121240234375,0.6487257480621338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,573440,162.14,117,174,4.123487949371338,3e-05,-0.7936719778925181,0.08,-0.0006202152871992439,1.7241299152374268,1.6346339881420135,0.0013899716,888,0.0885498046875,0.7122873663902283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,578560,160.15,159,160,4.0597076416015625,3e-05,-0.8045218275859952,0.08,0.00027491053042467685,2.133410930633545,1.8330987473484128,0.0019843318,896,0.118994140625,0.7275621891021729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3e-05,-0.7970761882141233,0.08,0.00021744676487287507,0.21885284781455994,2.1039996224222706,0.0021437157,904,0.12392578125,0.7362301349639893,,,,,,,,,0.7545572916666666,90.91666666666667,52,0.015142108448062614,1925,0.005342156469815505,0.027012987012987013,0.8812686800956726,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,3.2799976382777096,3.2972494070691925,173.12,0,153600,68.22305768580004,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,4.25207525704056,4.677620981074636,172.86,1,153600,104.10571742224342,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153600,,2,6.75,0.24,0,115.2,0.6649999999999999,0,0,0,0.91,0.91,0.67,0.91,0
1,583680,167.14,2,2035,3.8196001052856445,,,,,,,,,,,153600,8,1,0.008876,320,3e-05,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,588800,172.68,40,255,3.563692569732666,3e-05,-0.7893478635698556,0.08,0.0014756467135157436,0.4824032187461853,1.812180150579661,0.0026076487,912,0.13203125,0.7516411542892456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,593920,187.56,74,205,3.0644102096557617,3e-05,-0.8116084340959787,0.08,0.0007764795336697716,2.2385616302490234,1.7424008104484527,0.0012686984,920,0.147998046875,0.7859509587287903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
