cbp/total_replacements,time/fps,time/iterations,cbp/target_count,cbp/last_replacements,rollout/ep_len_mean,cbp/utility_mean,rollout/ep_rew_mean,time/total_timesteps,cbp/rollout_replacements,time/time_elapsed,train/entropy_loss,train/explained_variance,train/value_loss,train/loss,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,curriculum/grid_size,curriculum/stage,curriculum/preferred_eval_mode,curriculum/obs_quantity,curriculum/stage_timesteps,train/ent_coef,curriculum/max_steps,train/stage_learning_rate,plasticity/weight_abs_mean,plasticity/total_weight_units,plasticity/effective_rank_99_normalized_mean,plasticity/low_weight_unit_ratio,plasticity/low_weight_units,plasticity/weight_rms,plasticity/effective_rank_99_mean,plasticity/weight_max_abs,eval/stage_timesteps,eval/mean_reward,eval/std_reward,eval/mean_ep_length,eval/deterministic,eval/full_coverage_rate,eval/std_ep_length,eval/stage,eval/quality_promotion_passed,eval/stochastic_quality_passed,eval/promotion_full_coverage_rate,eval/promotion_min_mean_reward,eval/mode_gap,eval/coverage_promotion_passed,eval/deterministic_promotion_floor,eval/promotion_passed,eval/diagnostic_full_coverage_rate,eval/deterministic_full_coverage_rate,eval/deterministic_quality_passed,eval/stochastic_full_coverage_rate,eval/promotion_max_mean_length
156,,,6,6,,0.3525336409608523,,,,,-0.8911339690908789,0.3496331572532654,1.7860213541192933,3.716320514678955,0.001899021,0.08,0.0008757124582189135,824,3e-05,0.1455322265625,,,,,,,,,0.00552584224057195,1925,0.7776692708333334,0.024415584415584415,47,0.015526625233203516,98.75,0.9153502583503723,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179200,2.9174289356265217,3.1188207309046283,188.41,0,0.85,75.76900355686354,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179200,3.8814032679609953,4.327632246127019,182.36,1,0.66,102.93138685551652,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179200,,,,,,,2,0,0,0.85,6.75,0.18999999999999995,0,0.6649999999999999,0,0.85,0.66,0,0.85,115.2
156,1565,1,6,0,190.92,0.3525336409608523,2.765207529067993,532480,0,3,,,,,,,,,,,8,2,1,8,179200,0.009,320,3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,222,2,6,0,190.12,0.3525336409608523,2.7824630737304688,537600,0,45,-0.8756398521363735,0.35170501470565796,2.998554798658006,0.40479040145874023,0.0015313849,0.08,0.0006744949670974166,832,3e-05,0.1563720703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,177,3,6,0,189.02,0.3525336409608523,2.6326606273651123,542720,0,86,-0.8724260019138456,0.47336792945861816,1.941826745076105,0.25567761063575745,0.0018406094,0.08,0.00010250735940644517,840,3e-05,0.1174560546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,156,4,6,6,173.9,0.3648666739463806,3.3731191158294678,547840,6,130,-0.878811165317893,0.3904210329055786,2.4191385470330715,0.9429134726524353,0.001097971,0.08,-0.00036518321285257117,848,3e-05,0.093994140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,144,5,6,0,169.35,0.3648666739463806,3.6837689876556396,552960,0,176,-0.8642807746306062,0.36626100540161133,2.100631572189741,1.7736417055130005,0.0027258724,0.08,0.00108333611569833,856,3e-05,0.1666015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,6,0,,0.3648666739463806,,,,,-0.8799187226220966,0.3815414309501648,1.6959030017489567,0.2823634147644043,0.0012320234,0.08,-0.0012925190181704237,864,3e-05,0.1012451171875,,,,,,,,,0.005411627510568763,1925,0.7718098958333334,0.025974025974025976,50,0.015268928848227682,97.25,0.9156834483146667,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,3.10727157343179,2.8133447709087895,189.34,0,0.81,77.53453682069689,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,4.144742370024323,4.322286909733794,169.17,1,0.73,95.14778557591345,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,,,,,,,2,0,0,0.81,6.75,0.08000000000000007,0,0.6649999999999999,0,0.81,0.73,0,0.81,115.2
162,1559,1,6,0,176.55,0.3648666739463806,3.440222978591919,558080,0,3,,,,,,,,,,,8,2,1,8,204800,0.009,320,3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,226,2,6,0,182.8,0.3648666739463806,3.1226820945739746,563200,0,45,-0.8890766637399793,0.4786732792854309,2.4560249869013204,1.5058459043502808,0.0018141636,0.08,0.00013922372309025378,872,3e-05,0.1199462890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,185,3,6,6,188.47,0.36135471736391384,2.9343531131744385,568320,6,83,-0.8955667478963732,0.6014193296432495,2.1357742931460963,0.4842040538787842,0.002249832,0.08,0.0006265435251407326,880,3e-05,0.1353271484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,162,4,6,0,190.77,0.36135471736391384,2.764061689376831,573440,0,126,-0.878987186588347,0.5450543761253357,2.454091324447654,2.071721315383911,0.0017187197,0.08,0.0015835823258385062,888,3e-05,0.15263671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,150,5,6,0,191.1,0.36135471736391384,2.8247854709625244,578560,0,170,-0.8626343332231045,0.49274587631225586,1.9995295433793216,0.6138497591018677,0.0015704816,0.08,-0.0016080557543318719,896,3e-05,0.11357421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,6,0,,0.36135471736391384,,,,,-0.8728506591171026,0.5420100092887878,1.7360161469550803,0.11771205812692642,0.0046459385,0.08,0.004273659398313612,904,3e-05,0.2063232421875,,,,,,,,,0.005225054360263574,1925,0.7662760416666666,0.026493506493506493,51,0.014998440621795133,95.83333333333333,0.915556788444519,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230400,3.3442092232406138,2.954475771273865,175.3,0,0.91,67.67872634735379,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230400,4.416921451315284,3.4400844270469455,177.07,1,0.68,100.69888331059089,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230400,,,,,,,2,0,0,0.91,6.75,0.22999999999999998,0,0.6649999999999999,0,0.91,0.68,0,0.91,115.2
168,1494,1,6,0,182.68,0.36135471736391384,3.0706121921539307,583680,0,3,,,,,,,,,,,8,2,1,8,230400,0.009,320,3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1085,2,6,6,186.48,0.3786817441383998,2.974515438079834,588800,6,9,-0.8718916592390641,0.6586109399795532,2.876877081135045,0.6906399130821228,0.004006624,0.08,0.0072317802063796835,905,3e-05,0.1949728260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,279,3,6,0,182.06,0.3786817441383998,3.048470973968506,593920,0,54,-0.8716200064867735,0.595447301864624,1.9323482794046867,2.504575252532959,0.0014202299,0.08,-0.00038392019632738084,913,3e-05,0.1028564453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,203,4,6,0,180.54,0.3786817441383998,3.1055712699890137,599040,0,100,-0.8588178833946586,0.5662689208984375,1.683017050800845,1.8285481929779053,0.0018069096,0.08,-0.0012693878379650414,921,3e-05,0.09814453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,182,5,6,0,184.21,0.3786817441383998,2.840078353881836,604160,0,140,-0.8695540489628911,0.7135676145553589,1.7115175771177746,0.19773714244365692,0.003140393,0.08,0.0027648994058836252,929,3e-05,0.1822021484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,6,0,,0.3786817441383998,,,,,-0.8859608756378293,0.7256855964660645,2.36504353932105,0.1718788892030716,0.0013354456,0.08,0.0018443626584485173,937,3e-05,0.1514404296875,,,,,,,,,0.0051687253103619105,1925,0.7613932291666666,0.026493506493506493,51,0.014843867851728273,94.58333333333333,0.9143691062927246,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256000,3.6108210630714894,2.539715408121264,170.08,0,0.92,61.8951823650274,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256000,3.563700612038374,3.844346622526629,199.69,1,0.59,103.60489322421022,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256000,,,,,,,2,0,0,0.92,6.75,0.33000000000000007,0,0.6649999999999999,0,0.92,0.59,0,0.92,115.2
180,1581,1,6,6,186.12,0.3852906785905361,2.7866666316986084,609280,6,3,,,,,,,,,,,8,2,1,8,256000,0.009,320,3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,215,2,6,0,181.36,0.3852906785905361,3.1036667823791504,614400,0,47,-0.9016148233786225,0.6932597756385803,2.2570620821788907,1.0793427228927612,0.0017367707,0.08,-0.00018257732299389317,945,3e-05,0.099365234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,166,3,6,0,170.86,0.3852906785905361,3.4594244956970215,619520,0,92,-0.8741923267021775,0.5807884931564331,2.563424568064511,0.7252019643783569,0.0013747828,0.08,-0.0007835340453311801,953,3e-05,0.121826171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,149,4,6,0,163.07,0.3852906785905361,3.938093662261963,624640,0,137,-0.8669969648122787,0.7116137742996216,2.007932842290029,0.33516165614128113,0.001916055,0.08,-0.0014168755660648458,961,3e-05,0.1185791015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,139,5,6,6,168.6,0.4440559608240922,3.703310251235962,629760,6,183,-0.8632963933050632,0.6904348134994507,3.229375467635691,2.1897237300872803,0.0013640451,0.08,0.0008281412345240823,969,3e-05,0.1202392578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,6,6,,0.4440559608240922,,,,,-0.9087820820510387,0.7568729519844055,2.4646597680984996,1.7089147567749023,0.0014254563,0.08,0.00040325348236365245,977,3e-05,0.0969482421875,,,,,,,,,0.005132896157833501,1925,0.7546657986111112,0.025974025974025976,50,0.014671715235263541,93.0,0.9123241901397705,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281600,2.987510611452162,3.16351482434299,186.39,0,0.86,75.50349594555209,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281600,4.5776993350684645,3.356901411733991,171.62,1,0.71,98.23500190868833,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281600,,,,,,,2,0,0,0.86,6.75,0.15000000000000002,0,0.6649999999999999,0,0.86,0.71,0,0.86,115.2
186,1555,1,6,0,173.26,0.4440559608240922,3.6369919776916504,634880,0,3,,,,,,,,,,,8,2,1,8,281600,0.009,320,3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,225,2,6,0,182.35,0.4440559608240922,3.2351877689361572,640000,0,45,-0.8938666235655546,0.6720360517501831,3.44686038531363,2.6876821517944336,0.002815968,0.08,0.00042463980498723685,985,3e-05,0.1556640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,171,3,6,0,190.95,0.4440559608240922,2.927919387817383,645120,0,89,-0.9048516396433115,0.7164562344551086,1.9693485281197354,0.245294988155365,0.0013268043,0.08,-0.00021092856622999533,993,3e-05,0.112939453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,158,4,6,6,194.4,0.37278948600093526,2.767383337020874,650240,6,128,-0.9125461408868432,0.7352985143661499,1.6007257567485795,0.13310618698596954,0.001520602,0.08,-0.0010619876396958717,1001,3e-05,0.1031005859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,150,5,6,0,195.76,0.37278948600093526,2.785623073577881,655360,0,169,-0.9150349659845233,0.7019806504249573,1.9320314293028786,0.5621818900108337,0.0018726655,0.08,0.001172525116999168,1009,3e-05,0.1376220703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,6,0,,0.37278948600093526,,,,,-0.9203932609409093,0.6073106527328491,2.4151701037306337,4.05039644241333,0.001799814,0.08,0.0017922541912412271,1017,3e-05,0.13486328125,,,,,,,,,0.00488839883980109,1925,0.7471788194444445,0.028051948051948054,54,0.014373344750096714,91.33333333333333,0.9117593169212341,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307200,2.8136500392854216,3.376424739195359,188.99,0,0.84,76.08856615812917,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307200,4.201347580775619,4.3261279113979425,175.95,1,0.67,104.06501573535652,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307200,,,,,,,2,0,0,0.84,6.75,0.16999999999999993,0,0.6649999999999999,0,0.84,0.67,0,0.84,115.2
