rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/entropy_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/value_loss,train/loss,train/clip_range,curriculum/stage,curriculum/preferred_eval_mode,curriculum/grid_size,train/ent_coef,curriculum/stage_timesteps,curriculum/max_steps,train/stage_learning_rate,curriculum/obs_quantity,eval/full_coverage_rate,eval/std_reward,eval/mean_reward,eval/mean_ep_length,eval/stage_timesteps,eval/stage,eval/deterministic,eval/std_ep_length,eval/promotion_max_mean_length,eval/coverage_promotion_passed,eval/promotion_min_mean_reward,eval/promotion_full_coverage_rate,eval/deterministic_quality_passed,eval/mode_gap,eval/stochastic_quality_passed,eval/stochastic_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/deterministic_promotion_floor,eval/quality_promotion_passed,eval/promotion_passed,eval/deterministic_full_coverage_rate
5.324284076690674,296.41,857600,475,11,59,-0.4187540764158422,900,0.16192716360092163,0.014377010054886341,7e-05,0.017876484,0.16548295454545456,1.1132253936745904,0.3344589173793793,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.427217483520508,292.06,860160,478,12,64,-0.41243858792279897,902,0.21377646923065186,0.004402911364051856,7e-05,0.006230385,0.09210526315789473,0.9384515979572347,1.4937169551849365,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.429391384124756,291.67,862720,468,13,71,-0.46152451674143474,906,0.4119749665260315,0.003892631245156129,7e-05,0.010028649,0.12479166666666666,0.6469416422645251,0.08978749811649323,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.571395397186279,288.2,865280,464,14,77,-0.4854706106842428,910,0.35164666175842285,0.0026957899386036224,7e-05,0.014464862,0.1322463768115942,0.5512787103113057,0.04059138149023056,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.752220630645752,284.65,867840,443,15,86,-0.4903581920266151,915,0.4161270260810852,-0.0022159205842763184,7e-05,0.0070387004,0.115,0.5269700844958425,0.2712867259979248,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.959994316101074,278.52,870400,451,16,90,-0.4985973465701808,918,0.2624654769897461,0.004403845265345729,7e-05,0.014245582,0.12601902173913043,0.5864754532990248,0.06463562697172165,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.072257041931152,277.33,872960,432,17,100,-0.49930172353982927,923,0.31226521730422974,-0.0005552464677020907,7e-05,0.0083291475,0.125390625,0.7424528928846121,0.06071309372782707,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.955144882202148,279.86,875520,430,18,107,-0.5372025498747826,928,0.254116952419281,-0.0007413394097238779,7e-05,0.0073481286,0.144453125,0.49661579020321367,0.03226366266608238,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.19553279876709,274.88,878080,441,19,110,-0.5154472551038188,930,0.20937079191207886,0.004785241228678534,7e-05,0.01505414,0.14516129032258066,0.4406522519045299,0.08264672756195068,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.073037624359131,277.12,880640,428,20,119,-0.47576246201992034,935,0.17959553003311157,-0.0020351291075348856,7e-05,0.00902071,0.12765625,0.8687322086840868,0.4695916771888733,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.5114914496098796,939,0.229669451713562,0.0005796080785653283,7e-05,0.029245835,0.14264112903225806,0.6267139173803791,0.18821197748184204,0.15,,,,,,,,,0.75,2.9102386545719923,5.302235443125828,307.94,307200,3,0,96.52583281174009,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.31,4.4363973388621245,1.7604627786576748,360.8,307200,3,1,120.15265290454471,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,307200,3,,,157.3,0,6.75,0.75,0,0.44,0,0.75,0.75,0.0,0,0,0.31
5.983874320983887,281.27,883200,2212,1,1,,,,,,,,,,,3,1,11,0.011,307200,440,7e-05,15,,,,,,,,,,,,,,,,,,,,,
5.896092414855957,286.61,885760,1500,2,3,-0.5337243867771966,941,0.18242979049682617,0.0018103608329381262,7e-05,0.011839785,0.11049107142857142,0.4806985772613968,0.039570461958646774,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.781249523162842,294.77,888320,693,3,11,-0.4702497062087059,946,0.08899712562561035,-0.0005893324408680201,7e-05,0.007029337,0.121640625,0.5791791508346796,0.04437179118394852,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.823333263397217,291.86,890880,765,4,13,-0.43472137521294985,947,0.12740355730056763,0.004896057221819372,7e-05,0.0056500165,0.10386029411764706,0.6606543515534962,0.2429238259792328,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.901388645172119,288.4,893440,738,5,17,-0.4302629692987962,949,0.18529760837554932,0.006475622116616278,7e-05,0.022215186,0.13541666666666666,0.7803522614818631,0.13769005239009857,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.790106773376465,290.49,896000,660,6,23,-0.4074042644593623,953,0.19260966777801514,0.0007905643191430476,7e-05,0.009814694,0.10247564935064934,0.48692254003669533,0.17747807502746582,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.888146877288818,285.75,898560,615,7,29,-0.38507748623283544,956,0.237900972366333,0.002190922748069374,7e-05,0.01135467,0.09024234693877552,0.6639226741936742,0.16908317804336548,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.888866424560547,285.14,901120,562,8,36,-0.37753650833325214,961,0.22649526596069336,0.0017214258796120264,7e-05,0.033906583,0.11059864457831325,0.6572183884500739,0.3664020299911499,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.887087821960449,284.74,903680,515,9,44,-0.39157327204942705,966,0.41013020277023315,-0.0019476575031876565,7e-05,0.008565951,0.092109375,0.6796573156490922,0.041045255959033966,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.815057277679443,287.23,906240,551,10,46,-0.3855336308479309,967,0.5970196723937988,0.0026515351815356147,7e-05,0.008333325,0.0642361111111111,0.40579928788873887,0.11241139471530914,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.611444473266602,292.85,908800,532,11,52,-0.4023694225719997,970,0.17919057607650757,0.0024216010933741927,7e-05,0.009553103,0.11021205357142858,0.6712276191184563,0.1443343162536621,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7086029052734375,288.21,911360,524,12,58,-0.42516838816496044,973,0.2742907404899597,0.0017348813394514413,7e-05,0.0072248946,0.09885817307692307,0.49442043241399986,0.12609440088272095,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.576005935668945,290.61,913920,502,13,66,-0.45580929721871466,977,0.23171669244766235,0.0016911066303106203,7e-05,0.011985857,0.1440496575342466,0.5187096120662069,0.08361376821994781,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.534358024597168,293.02,916480,519,14,69,-0.4657940390435132,979,0.3538751006126404,0.0045273876325650645,7e-05,0.032470267,0.08025568181818182,0.45149054852398957,0.041096627712249756,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.356319427490234,298.3,919040,494,15,77,-0.43855375081300735,984,0.17169034481048584,-0.000582043593749404,7e-05,0.008775779,0.1215625,0.7693664494529366,0.05430079251527786,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.305871963500977,301.78,921600,516,16,79,-0.47844881415367124,985,0.20611107349395752,0.002266345452517271,7e-05,0.007941952,0.08359375,0.9200640931725502,0.15860405564308167,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.309567451477051,301.62,924160,504,17,86,-0.4415596605111391,989,0.22183436155319214,0.0008236744130651156,7e-05,0.010806763,0.12700320512820512,0.9891846600848322,0.1797080636024475,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3573174476623535,302.52,926720,503,18,91,-0.4272292995452881,994,0.2931120991706848,-0.0026782310940325262,7e-05,0.013275852,0.119375,0.5901810387521982,0.011215176433324814,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.281253814697266,304.91,929280,484,19,100,-0.4432350215315819,999,0.061439692974090576,-0.0005391611251980066,7e-05,0.0071774893,0.11984375,1.0437851900421082,0.12232695519924164,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2226104736328125,305.96,931840,493,20,103,-0.4461125507950783,1001,0.08790963888168335,0.003375195141416043,7e-05,0.010808977,0.111328125,1.0066884711122839,0.645018458366394,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.421844455457869,1003,0.12328958511352539,0.007039315422021207,7e-05,0.056614414,0.07366071428571429,0.7160714242075171,0.9969918727874756,0.15,,,,,,,,,0.76,2.9041732058842222,5.418336201831698,305.15,358400,3,0,96.33912756507607,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.32,4.761171365810334,1.651595309600234,358.94,358400,3,1,119.61378014259058,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,358400,3,,,157.3,0,6.75,0.76,0,0.44,0,0.76,0.76,0.0,0,0,0.32
5.21872091293335,307.96,934400,2107,1,1,,,,,,,,,,,3,1,11,0.011,358400,440,7e-05,15,,,,,,,,,,,,,,,,,,,,,
5.364078521728516,302.28,936960,690,2,7,-0.4401334262730783,1006,0.2132287621498108,0.0010836497766145488,7e-05,0.01244213,0.11101973684210527,0.6624160273686835,0.11712977290153503,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5523858070373535,300.0,939520,674,3,11,-0.4290296741657787,1008,0.13000893592834473,0.0005742129093656937,7e-05,0.005573712,0.07508680555555555,0.8700833577248785,0.26500651240348816,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.493692398071289,302.25,942080,551,4,18,-0.43410812705755236,1013,0.10089284181594849,-0.005116720171645284,7e-05,0.008489626,0.130859375,0.851483767721802,0.9374841451644897,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555845737457275,299.01,944640,547,5,23,-0.41104854736477137,1017,0.25357258319854736,0.0007513325399486348,7e-05,0.016932085,0.1282958984375,0.5346373370557558,0.059026382863521576,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.633339881896973,297.33,947200,615,6,24,-0.4115444208894457,1018,0.2693009376525879,0.0044415345681565145,7e-05,0.0066306484,0.09151785714285714,0.7067627374614988,0.1573179066181183,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.612581729888916,295.51,949760,550,7,32,-0.43428226851898694,1023,0.04441678524017334,-0.0005313708932827349,7e-05,0.009607595,0.12406589673913043,0.7673381744357555,0.6003102660179138,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.473151206970215,294.65,952320,593,8,34,-0.481430310342047,1024,0.5032076239585876,0.00352337925384442,7e-05,0.010610559,0.1267361111111111,0.7029522218637996,0.1824948489665985,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.536374092102051,291.91,954880,576,9,39,-0.46675633422790036,1028,0.5930358171463013,0.0015861252172579689,7e-05,0.032524128,0.12436995967741936,0.5810723807362299,0.6029966473579407,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.391140937805176,297.49,957440,530,10,48,-0.3859028834104538,1033,0.18684184551239014,-0.000758346188813448,7e-05,0.008875344,0.0928125,0.7837244096398354,0.20842024683952332,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.268992900848389,298.93,960000,521,11,54,-0.40244759399382796,1037,0.3171307444572449,0.0022952005450354246,7e-05,0.038895,0.1255122950819672,0.6107608358085644,0.11921782046556473,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.271916389465332,298.59,962560,520,12,59,-0.40872978068449917,1041,0.20976704359054565,0.000746029127827462,7e-05,0.015423415,0.09535845588235294,0.46528116865631414,0.0745810940861702,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.344196796417236,295.33,965120,521,13,63,-0.38274944109736747,1044,0.2144187092781067,0.002996018736289357,7e-05,0.011976733,0.10878537735849056,0.6109971160525983,0.05126804858446121,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.261867523193359,300.88,967680,498,14,71,-0.37932618483901026,1049,0.17533856630325317,0.0005211645318195224,7e-05,0.012056971,0.12078125,0.7239769124053419,0.9089178442955017,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0921502113342285,305.76,970240,505,15,75,-0.44144278087399225,1052,0.2381807565689087,0.00332210251045498,7e-05,0.018474229,0.126953125,0.5478046820922331,0.05919450521469116,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.086069583892822,306.29,972800,522,16,78,-0.4208935675797639,1054,0.18448173999786377,0.005638491465813584,7e-05,0.010743211,0.10040509259259259,0.5201534007296518,0.042649995535612106,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.269163608551025,302.32,975360,529,17,82,-0.4099161509010527,1056,0.3717016577720642,0.0029467043673826587,7e-05,0.009065479,0.09765625,0.7270104633644223,0.514714241027832,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.027865886688232,306.78,977920,538,18,85,-0.4040442063952937,1058,0.3061925172805786,0.0020172375000335955,7e-05,0.011612425,0.109375,0.8110216655062906,1.010439395904541,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.955611705780029,311.51,980480,521,19,93,-0.4287631446123123,1063,0.5160619020462036,-0.0009489722270518542,7e-05,0.0067428923,0.1190625,0.5860867148637772,0.0027815084904432297,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.175306797027588,312.23,983040,529,20,96,-0.43774548056078894,1066,0.45593029260635376,0.0016155611431481792,7e-05,0.010939225,0.10370710784313726,0.6767861255097622,0.14467039704322815,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.45613145977258684,1071,0.46408480405807495,-0.0012731750402599573,7e-05,0.0063268715,0.1171875,1.1601654340699314,0.047887492924928665,0.15,,,,,,,,,0.57,3.3392777846075363,4.159613405168057,339.6,409600,3,0,104.27051356927326,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.33,4.097769625740188,2.2216354412399233,358.74,409600,3,1,118.61219330237515,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,409600,3,,,157.3,0,6.75,0.57,0,0.23999999999999994,0,0.57,0.57,0.0,0,0,0.33
4.778605937957764,320.88,985600,2075,1,1,,,,,,,,,,,3,1,11,0.011,409600,440,7e-05,15,,,,,,,,,,,,,,,,,,,,,
4.759554862976074,319.06,988160,1725,2,2,-0.5104589660962423,1072,0.7708474397659302,0.0033431849752863247,7e-05,0.0073209833,0.11979166666666667,0.2875790779789289,0.38247349858283997,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.625199794769287,324.01,990720,1462,3,5,-0.4545731412039863,1073,0.5190945863723755,0.0038876265494359862,7e-05,0.0053794426,0.0842013888888889,0.9939595070512345,0.02969774231314659,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.712029457092285,322.31,993280,1170,4,8,-0.4126577335927222,1075,0.45926541090011597,0.0018820048620303471,7e-05,0.009806477,0.10590277777777778,1.0438926504510972,0.20894533395767212,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.496931076049805,328.88,995840,889,5,14,-0.4143700988105174,1080,0.6154897212982178,-0.0009937459665737794,7e-05,0.0132327415,0.09699789325842696,0.8566329812610083,1.329532265663147,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.548017978668213,328.66,998400,666,6,23,-0.41922363311052324,1085,0.5891079902648926,-0.0012127385381609202,7e-05,0.008629123,0.11546875,0.9167041045427322,0.05438411980867386,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.417039394378662,330.19,1000960,606,7,29,-0.4402357664975253,1089,0.20907080173492432,-0.0008101774645703179,7e-05,0.009824263,0.11191152597402597,2.0552779059711987,0.32761383056640625,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4770894050598145,327.31,1003520,639,8,32,-0.4638407462173038,1091,0.5255652666091919,0.005008767151998149,7e-05,0.015751794,0.09751157407407407,0.8388940723681891,0.16419288516044617,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4746012687683105,327.96,1006080,553,9,41,-0.4644385227560997,1096,0.20363348722457886,-0.0007777180708944798,7e-05,0.008060383,0.12984375,1.6984520833287389,0.0939914882183075,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.393699645996094,329.79,1008640,558,10,45,-0.48685724811351044,1099,0.4773690700531006,0.00011754907826159863,7e-05,0.012643148,0.11253324468085106,1.0777296986668667,0.043576646596193314,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.367891788482666,331.66,1011200,533,11,52,-0.4627744346857071,1104,0.3915422558784485,0.0004607068747282028,7e-05,0.007295535,0.11984375,1.0157991146296264,0.06315609067678452,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.251791000366211,333.12,1013760,531,12,57,-0.4381696643500492,1107,0.12426269054412842,0.0004803432986654084,7e-05,0.010478278,0.1175915948275862,1.3001624312380264,1.841238021850586,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.121030807495117,334.51,1016320,536,13,62,-0.4655028283596039,1109,0.29505789279937744,0.0034492379985749722,7e-05,0.008543776,0.114453125,0.9347108464222401,0.042293448001146317,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.065406322479248,335.18,1018880,557,14,64,-0.46975416654632207,1111,0.610910177230835,0.004062148831075146,7e-05,0.045533482,0.09151785714285714,0.3226234485350904,0.026519816368818283,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.198988437652588,335.81,1021440,545,15,70,-0.4693668249212665,1116,0.6500728130340576,0.0027355412481191717,7e-05,0.032622755,0.14293981481481483,0.356146738588534,0.031550634652376175,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.026718616485596,341.69,1024000,567,16,72,-0.529839140176773,1117,0.28434526920318604,0.001952327974140644,7e-05,0.00928841,0.1125,1.870133101567626,0.13988050818443298,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.952507734298706,345.08,1026560,562,17,77,-0.49454102568004443,1121,0.37314748764038086,0.002073243543829607,7e-05,0.015136055,0.1381340579710145,1.045899091247955,0.08627332746982574,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8687326908111572,349.19,1029120,571,18,80,-0.5211009625345469,1123,0.2746468782424927,0.003274175338447094,7e-05,0.012157653,0.123046875,1.1387084680027328,0.05177133530378342,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8174195289611816,352.41,1031680,577,19,84,-0.5237587055434352,1126,0.3991723656654358,0.0030174757475438323,7e-05,0.010259371,0.13875679347826086,0.8184716973615729,0.09288541972637177,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8297693729400635,351.39,1034240,577,20,88,-0.5106100091120092,1129,0.21037131547927856,0.0030862748532033547,7e-05,0.03240439,0.12176067073170732,1.1952425121988466,0.03226061910390854,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.48274014323949815,1134,-0.0431828498840332,-0.0018036027066409587,7e-05,0.0076451413,0.13375,1.629973732288927,0.059202149510383606,0.15,,,,,,,,,0.58,3.2336410788129757,4.189778570532798,350.99,460800,3,0,89.6111036646687,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.29,4.923260360871112,1.128556052520871,375.3,460800,3,1,104.6600687941681,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,460800,3,,,157.3,0,6.75,0.58,0,0.29,0,0.58,0.58,0.0,0,0,0.29
3.8462975025177,352.76,1036800,2088,1,1,,,,,,,,,,,3,1,11,0.011,460800,440,7e-05,15,,,,,,,,,,,,,,,,,,,,,
3.8742873668670654,355.05,1039360,538,2,9,-0.47098751336336137,1139,0.053089141845703125,-0.0031128694396466016,7e-05,0.0064222417,0.1240625,1.0260615236498416,0.00018231011927127838,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8142666816711426,357.38,1041920,467,3,16,-0.49760824352502825,1144,0.053102850914001465,-0.00019133116118609904,7e-05,0.008776589,0.1309375,1.1679697452671827,0.01331537589430809,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8147919178009033,358.54,1044480,446,4,22,-0.5121500082314014,1148,0.08228570222854614,-0.00047646557343088917,7e-05,0.011528338,0.12999131944444445,0.9797937743391635,0.041319191455841064,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.878427743911743,360.84,1047040,499,5,25,-0.5230089128017426,1151,0.15569686889648438,-0.0013687598883457806,7e-05,0.014919662,0.13145380434782608,0.3016741038907481,0.03828625753521919,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8394405841827393,366.69,1049600,526,6,29,-0.4880135089159012,1153,-0.05778813362121582,0.0015715079382061959,7e-05,0.0078025833,0.087890625,1.624571903888136,0.28065353631973267,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.184457302093506,358.5,1052160,555,7,32,-0.5324111355073524,1155,0.04723155498504639,0.0018936111168427901,7e-05,0.0077174804,0.10227272727272728,1.5334248331121423,1.99811851978302,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.255162239074707,358.75,1054720,546,8,37,-0.5037475423443885,1160,0.0839993953704834,0.0007572543164271684,7e-05,0.026090126,0.14927455357142858,1.2980308620303513,0.12165361642837524,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3896026611328125,354.64,1057280,560,9,41,-0.4921062894557652,1162,0.06335079669952393,0.0026922573972689478,7e-05,0.008935461,0.11328125,0.8741765014925286,0.07784322649240494,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.493399620056152,352.45,1059840,600,10,42,-0.505997930254255,1163,0.059807777404785156,0.005584221067173141,7e-05,0.0073216534,0.09151785714285714,1.227569009576525,0.12788543105125427,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.636323928833008,347.63,1062400,589,11,47,-0.5187381517212346,1166,0.0767432451248169,5.974566107088665e-05,7e-05,0.011314452,0.13266509433962265,0.8940820424589064,0.09445662051439285,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.885278701782227,341.31,1064960,549,12,55,-0.48476064294576643,1171,0.08041268587112427,0.0006115559162572027,7e-05,0.011122913,0.135390625,1.273865306209773,0.08125987648963928,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.876450061798096,341.56,1067520,523,13,63,-0.451729553937912,1176,0.15362203121185303,-0.00132755808532238,7e-05,0.011483101,0.117109375,0.9735964302718639,0.01646956242620945,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.825077056884766,341.98,1070080,550,14,65,-0.4801443134035383,1177,0.13889425992965698,0.002962555204119001,7e-05,0.0062455656,0.10379464285714286,0.7409402847822223,0.6442057490348816,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.94002628326416,337.55,1072640,517,15,74,-0.463802247941494,1182,0.0960504412651062,-0.0015300398878753186,7e-05,0.0065401406,0.12046875,1.4515053192339837,0.026341792196035385,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.068592548370361,332.25,1075200,530,16,77,-0.45579831026218554,1184,0.08432352542877197,0.005184412657938621,7e-05,0.015952865,0.12297453703703703,1.5441640732740913,0.6608170866966248,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.156167030334473,325.8,1077760,532,17,81,-0.48038706618050736,1187,0.11065489053726196,-0.0015168017513739567,7e-05,0.00722632,0.07389322916666667,1.1478084372356534,0.1258941888809204,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1092529296875,324.76,1080320,525,18,87,-0.4718468060244375,1191,0.13938313722610474,-0.0015821855292836233,7e-05,0.014486463,0.09223414179104478,1.0225802614951311,1.570907473564148,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.109718322753906,323.2,1082880,530,19,91,-0.4818992811170491,1194,0.2232736349105835,0.005980432753197171,7e-05,0.02750982,0.11825284090909091,0.87443598609587,0.10164652019739151,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.95820951461792,328.38,1085440,538,20,95,-0.5142673486616554,1197,0.29293960332870483,0.002440413641856938,7e-05,0.036790565,0.1364329268292683,0.5600395855925432,0.04821464791893959,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.5384799213178696,1201,0.22505778074264526,-0.0007964708812294468,7e-05,0.022287142,0.14957157258064516,1.0670392795676185,0.0401172898709774,0.15,,,,,,,,,0.55,3.227265244112097,4.100214586406946,354.33,512000,3,0,91.76906395948473,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.16,3.4021632875516974,0.7812168625742197,402.61,512000,3,1,87.51947154776474,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,512000,3,,,157.3,0,6.75,0.55,0,0.39,0,0.55,0.55,0.0,0,0,0.16
4.961726665496826,329.01,1088000,1861,1,1,,,,,,,,,,,3,1,11,0.011,512000,440,7e-05,15,,,,,,,,,,,,,,,,,,,,,
4.95263671875,331.67,1090560,1091,2,4,-0.5370099482865169,1203,0.2604687213897705,0.0062650474880276055,7e-05,0.011099777,0.1349676724137931,0.8150088003483312,0.12283091247081757,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.892185688018799,332.81,1093120,1150,3,6,-0.5185974061489105,1204,0.1766565442085266,0.0035467682406306266,7e-05,0.010231386,0.12109375,0.9274175051599741,0.1277330368757248,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.939706802368164,333.91,1095680,544,4,18,-0.5437427869439125,1209,0.20008385181427002,-0.0014034860488027334,7e-05,0.005588029,0.11625,0.9869983578287065,0.06370152533054352,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.81845760345459,336.05,1098240,584,5,21,-0.5262487928072611,1210,0.1166796088218689,0.008150318947931131,7e-05,0.011262543,0.17057291666666666,1.2382055022236373,0.09223248064517975,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.705288887023926,338.14,1100800,554,6,27,-0.5347751385491827,1213,0.3115583062171936,0.0025677377074632955,7e-05,0.016107665,0.1370584239130435,0.7115322633889383,0.3244861662387848,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.756231784820557,336.93,1103360,491,7,36,-0.5365797457098961,1218,0.31898248195648193,0.002286987900733948,7e-05,0.0075975233,0.122734375,1.0078465739544482,0.02890602871775627,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6181206703186035,340.24,1105920,466,8,43,-0.5660846471786499,1223,0.3249354958534241,-0.00207982269115746,7e-05,0.0075201793,0.143515625,1.1048235911224038,0.23816820979118347,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.185520172119141,350.9,1108480,460,9,50,-0.5723112922075183,1228,0.31814825534820557,0.0006531535994348138,7e-05,0.012335408,0.14471293604651161,1.2520271955101296,0.10506720840930939,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
