time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/clip_fraction,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/loss,train/approx_kl,train/n_updates,train/learning_rate
9,148480,1365,33,0.0857421875,0.5915191173553467,0.2,-0.6449929744005203,-0.0017027184180915356,0.43260065108537676,0.20601214468479156,0.005195595,140,0.0001
10,153600,1363,37,0.0830078125,0.6986803412437439,0.2,-0.6180769050121308,-0.002906211176887155,0.3630094423890114,0.18067705631256104,0.008182356,145,0.0001
1,158720,1941,2,0.0819921875,0.6999717950820923,0.2,-0.6340142667293549,-0.003416836760006845,0.43957459419965744,0.1610737293958664,0.0064487816,150,0.0001
2,163840,1571,6,0.0833203125,0.5686652064323425,0.2,-0.5557006251811981,-0.0024789440212771297,0.44364932507276533,0.18729987740516663,0.0076459115,155,0.0001
3,168960,1548,9,0.0774609375,0.6180071234703064,0.2,-0.5537640535831452,-0.003383722542785108,0.3375499859452248,0.15622207522392273,0.0062525556,160,0.0001
4,174080,1527,13,0.0633203125,0.5311977863311768,0.2,-0.5254391673207283,-0.005144410021603108,0.35950156092643737,0.16815216839313507,0.005509762,165,0.0001
5,179200,1522,16,0.0944921875,0.6217268705368042,0.2,-0.541552129983902,-0.00264777815900743,0.28024966523051265,0.11620321869850159,0.00720682,170,0.0001
6,184320,1517,20,0.0653515625,0.6339914798736572,0.2,-0.48938054352998733,-0.0022367080766707657,0.28683022916316986,0.1443033218383789,0.007233423,175,0.0001
7,189440,1513,23,0.0848828125,0.577663779258728,0.2,-0.46582070231437683,-0.0038605270721018313,0.30176531240344046,0.1283659040927887,0.009150118,180,0.0001
8,194560,1497,27,0.0832421875,0.5704115033149719,0.2,-0.42407332479953763,-0.0016005042102187872,0.2376174074411392,0.10443682968616486,0.0071425303,185,0.0001
9,199680,1478,31,0.085546875,0.6363726854324341,0.2,-0.4397605323791504,-0.0031051413621753453,0.20481327354907988,0.1065504401922226,0.008070726,190,0.0001
10,204800,1460,35,0.082578125,0.6516512632369995,0.2,-0.4444748356938362,-0.0016820137901231646,0.19164789512753486,0.09719381481409073,0.006969448,195,0.0001
1,209920,1912,2,0.0759765625,0.6440736055374146,0.2,-0.4196371403336525,-0.0036122022522613404,0.22245998367667197,0.10228949785232544,0.007054197,200,0.0001
2,215040,1470,6,0.08,0.6439242362976074,0.2,-0.3910983565449715,-0.007303137802518904,0.17689487993717193,0.09897814691066742,0.0074956254,205,0.0001
3,220160,1401,10,0.091171875,0.6945787668228149,0.2,-0.3815349155664444,-0.002109505720436573,0.17105743378400803,0.05052710324525833,0.0085258465,210,0.0001
4,225280,1412,14,0.0828125,0.6701986789703369,0.2,-0.35083825677633285,-0.005106984917074442,0.1515374306589365,0.06243395060300827,0.009946419,215,0.0001
5,230400,1418,18,0.0807421875,0.6595985889434814,0.2,-0.3289399394392967,-0.0021447713486850263,0.16523397624492644,0.08293969184160233,0.005105359,220,0.0001
6,235520,1396,21,0.058515625,0.7227867841720581,0.2,-0.2963242754340172,-0.00026550153736025093,0.12944890402257442,0.05939794331789017,0.0063271807,225,0.0001
7,240640,1388,25,0.0771484375,0.6986005306243896,0.2,-0.3004497030377388,-0.005264894915744662,0.1740836174786091,0.06547317653894424,0.008344789,230,0.0001
8,245760,1393,29,0.0633203125,0.6840251684188843,0.2,-0.27999716967344285,-0.0016859049093909562,0.149274882376194,0.05437023937702179,0.0067865713,235,0.0001
9,250880,1393,33,0.063125,0.6516767740249634,0.2,-0.2714161895215511,-0.0034050326282158492,0.12949748888611792,0.0696113333106041,0.0059428182,240,0.0001
10,256000,1390,36,0.06,0.627712607383728,0.2,-0.28033962339162827,-0.0018728625075891613,0.18991115018725396,0.11054776608943939,0.0057329787,245,0.0001
1,261120,1889,2,0.0479296875,0.7352080345153809,0.2,-0.24883222833275795,-0.0026183790643699465,0.14696517892181873,0.05473433807492256,0.004830535,250,0.0001
2,266240,1527,6,0.0524609375,0.7510895729064941,0.2,-0.2659203039109707,-0.002411516555584967,0.14316965855658054,0.051100701093673706,0.0051378915,255,0.0001
3,271360,1493,10,0.0638671875,0.764898955821991,0.2,-0.25278948739171025,-0.003595265040639788,0.12283935517072678,0.046448931097984314,0.005115874,260,0.0001
4,276480,1458,14,0.07,0.8109592199325562,0.2,-0.23511053502559662,0.0016218400094658136,0.11781641833484173,0.05413093417882919,0.006428357,265,0.0001
5,281600,1435,17,0.0594921875,0.736546516418457,0.2,-0.23436960995197295,-0.0008323896070942283,0.19311000727117061,0.09419723600149155,0.0065242783,270,0.0001
6,286720,1441,21,0.045234375,0.5693817734718323,0.2,-0.2104758383333683,-0.0008192227408289909,0.10471238158643245,0.08470737934112549,0.004529753,275,0.0001
7,291840,1442,24,0.0727734375,0.5800209641456604,0.2,-0.21278263822197915,-0.00506023000460118,0.07719185844063758,0.04795672371983528,0.012035647,280,0.0001
8,296960,1441,28,0.0715625,0.6723352670669556,0.2,-0.21599808543920518,-0.0017946224799379707,0.07194286689162255,0.027493735775351524,0.008382826,285,0.0001
9,302080,1440,31,0.06734375,0.7366865873336792,0.2,-0.21045061573386192,-0.006108295614831149,0.09508191831409932,0.03797781094908714,0.009211098,290,0.0001
10,307200,1429,35,0.055625,0.790560245513916,0.2,-0.2251470187306404,-0.00037015489302575586,0.11389441207051278,0.05589248985052109,0.0063524297,295,0.0001
1,312320,1685,3,0.0747265625,0.7666577696800232,0.2,-0.24411145731806755,0.0005480363965034485,0.12846559718251227,0.05780406296253204,0.0069299205,300,0.0001
2,317440,1460,7,0.1164453125,0.4735942482948303,0.2,-0.3971893388032913,-0.0012163743656128645,0.21380573004484177,0.08732317388057709,0.013312647,305,0.0001
3,322560,1445,10,0.14203125,0.34250134229660034,0.2,-0.4609807521104813,0.0010031235730275513,0.14806959003210068,0.07395773380994797,0.016556738,310,0.0001
4,327680,1448,14,0.1458203125,0.1893351674079895,0.2,-0.47586237013339994,-0.0008533373661339283,0.1386102721840143,0.08448201417922974,0.014138308,315,0.0001
5,332800,1446,17,0.1314453125,0.5416611433029175,0.2,-0.4798080378770828,0.0011497299186885358,0.12743786737322807,0.04460730403661728,0.0100688115,320,0.0001
6,337920,1448,21,0.1105078125,0.7147243618965149,0.2,-0.5125881409645081,-0.001975207645446062,0.12076342798769474,0.03990059718489647,0.012273202,325,0.0001
7,343040,1445,24,0.084375,0.6964859962463379,0.2,-0.4458802488446236,-0.0008952960604801774,0.22231870293617248,0.09416308254003525,0.0075276857,330,0.0001
8,348160,1441,28,0.078125,0.7989649772644043,0.2,-0.5122865024209022,-0.0010250242473557592,0.20700033411383628,0.08416278660297394,0.006731027,335,0.0001
9,353280,1437,32,0.0759765625,0.7716476917266846,0.2,-0.49111312240362165,-0.0028458906430751086,0.2723872572183609,0.1422828733921051,0.0076410784,340,0.0001
10,358400,1433,35,0.1018359375,0.7656846046447754,0.2,-0.47279163628816606,-0.002542550126090646,0.33037553027272226,0.13376422226428986,0.009325542,345,0.0001
1,363520,2288,2,0.0641015625,0.8225325345993042,0.2,-0.4576842159032822,-0.0013189287669956684,0.27114299848675727,0.19400617480278015,0.007513728,350,0.0001
2,368640,1720,5,0.0917578125,0.8352039456367493,0.2,-0.4813985648751259,-0.004183677225373685,0.33037778168916704,0.16817505657672882,0.009535332,355,0.0001
