time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/loss,curriculum/stage,train/stage_learning_rate,train/learning_rate,train/clip_range,train/approx_kl,train/value_loss,train/explained_variance,curriculum/stage_timesteps,train/entropy_loss,train/n_updates,train/clip_fraction,curriculum/max_steps,curriculum/grid_size,train/policy_gradient_loss,train/ent_coef,curriculum/obs_quantity,eval/stage_timesteps,eval/mean_ep_length,eval/mean_reward,eval/full_coverage_rate,eval/stage,eval/std_reward,eval/deterministic,eval/std_ep_length
1075200,7,252.66,27,1316,6.255773544311523,0.4388812184333801,,,0.00013173333333333336,0.2,0.0044086967,0.7563103058934212,0.3917562961578369,,-0.2855482786893845,1042,0.046484375,,,-0.0013258250057697296,,,,,,,,,,
1080320,8,246.72,31,1315,6.446591377258301,0.23403695225715637,,,0.00013173333333333336,0.2,0.005051222,0.7021819186210633,0.34162724018096924,,-0.26315847113728524,1047,0.038046875,,,-0.0019510756991803647,,,,,,,,,,
1085440,9,249.68,35,1313,6.429437160491943,0.23298504948616028,,,0.00013173333333333336,0.2,0.003930427,0.5965226453542709,0.32152801752090454,,-0.29449370712041856,1052,0.04828125,,,-0.0004672242235392332,,,,,,,,,,
1090560,10,242.98,38,1314,6.6303863525390625,0.2811298668384552,,,0.00013173333333333336,0.2,0.00491821,0.6649042379856109,0.3240979313850403,,-0.30146799445152284,1057,0.0501953125,,,-0.0013042087270878256,,,,,,,,,,
,,,,,,0.30582869052886963,,,0.00013173333333333336,0.2,0.004526342,0.6122222897410393,0.3663085103034973,,-0.2943295302987099,1062,0.04484375,,,-0.001794365937821567,,,256000,268.42,5.835197985321283,0.8,3,2.842004001660554,0,103.89900673249963
1095680,1,253.56,2,1802,6.448490142822266,,3,0.00011466666666666667,,,,,,256000,,,,440,11,,0.015,15,,,,,,,,
1100800,2,260.08,6,1504,6.278420448303223,0.2633879482746124,,,0.00011466666666666667,0.2,0.0070284097,0.5633168104290962,0.36953556537628174,,-0.3110387501120567,1067,0.06125,,,-0.001809966517612338,,,,,,,,,,
1105920,3,269.82,10,1415,6.065985202789307,0.1997823417186737,,,0.00011466666666666667,0.2,0.0052659255,0.5740505942702293,0.4673922061920166,,-0.2987343513965607,1072,0.0521484375,,,-0.0010674429731443525,,,,,,,,,,
1111040,4,266.1,14,1391,5.995987415313721,0.3626096248626709,,,0.00011466666666666667,0.2,0.0032121465,0.6428107187151909,0.518753170967102,,-0.312897230386734,1077,0.045390625,,,-0.0017635008972138166,,,,,,,,,,
1116160,5,265.15,18,1374,5.962582588195801,0.2117319405078888,,,0.00011466666666666667,0.2,0.0046796193,0.5444521221518517,0.4913440942764282,,-0.297050676047802,1082,0.0425390625,,,-0.00197651828173548,,,,,,,,,,
1121280,6,265.79,22,1363,5.833726406097412,0.3432925045490265,,,0.00011466666666666667,0.2,0.004806122,0.6176216334104538,0.5678396224975586,,-0.319591366648674,1087,0.04453125,,,-0.0012404034519568085,,,,,,,,,,
1126400,7,268.34,26,1356,5.732783317565918,0.36946743726730347,,,0.00011466666666666667,0.2,0.00365137,0.6310628122091293,0.6389784812927246,,-0.3204438579082489,1092,0.04609375,,,-0.0017836696933954954,,,,,,,,,,
1131520,8,270.42,30,1348,5.621817588806152,0.2508387863636017,,,0.00011466666666666667,0.2,0.0031519823,0.5696609795093537,0.5961945056915283,,-0.30786349505186084,1097,0.0396875,,,-0.0016128988936543465,,,,,,,,,,
1136640,9,270.22,34,1342,5.860235214233398,0.31818684935569763,,,0.00011466666666666667,0.2,0.0048691714,0.7168801158666611,0.4713948369026184,,-0.32815960377454756,1102,0.05078125,,,-0.0025675992527976633,,,,,,,,,,
1141760,10,269.29,38,1333,5.91013240814209,0.41407233476638794,,,0.00011466666666666667,0.2,0.0038705296,0.7677898123860359,0.265643835067749,,-0.31136532574892045,1107,0.0359765625,,,-0.001428806041367352,,,,,,,,,,
,,,,,,0.3694496154785156,,,0.00011466666666666667,0.2,0.0041156225,0.745202221274376,0.39592456817626953,,-0.30506512224674226,1112,0.039453125,,,-0.001315985401161015,,,307200,267.06,6.1318164408952,0.85,3,2.53402873711204,0,96.59221707777496
1146880,1,271.59,2,1832,5.937833786010742,,3,0.0001,,,,,,307200,,,,440,11,,0.015,15,,,,,,,,
1152000,2,273.91,6,1508,5.858638763427734,0.18867070972919464,,,0.0001,0.2,0.0027164002,0.5800700333714485,0.6239852905273438,,-0.3096452933549881,1117,0.0268359375,,,-0.0008670412981882691,,,,,,,,,,
1157120,3,258.76,10,1421,6.235518932342529,0.27318406105041504,,,0.0001,0.2,0.004460107,0.7266908344626427,0.4666668176651001,,-0.3014936509728432,1122,0.0396484375,,,-0.0013836821541190147,,,,,,,,,,
1162240,4,263.57,14,1393,6.040825843811035,0.5918766856193542,,,0.0001,0.2,0.0028695925,0.9056962376832962,0.3266221880912781,,-0.28495927318930625,1127,0.025390625,,,-0.0015594896115362644,,,,,,,,,,
1167360,5,256.58,18,1378,6.144994735717773,0.452002614736557,,,0.0001,0.2,0.00378034,0.8330051952600479,0.2933146357536316,,-0.29752317786216737,1132,0.0398046875,,,-0.0011408483749255538,,,,,,,,,,
1172480,6,245.64,22,1375,6.576338291168213,0.21196353435516357,,,0.0001,0.2,0.0033330373,0.5705864027142524,0.20493268966674805,,-0.29764425396919253,1137,0.0340625,,,-0.0008633194817230105,,,,,,,,,,
1177600,7,236.09,26,1369,6.823338031768799,0.18617241084575653,,,0.0001,0.2,0.003333191,0.5010720106959343,0.3874826431274414,,-0.3023721638321877,1142,0.032578125,,,-0.002177804340608418,,,,,,,,,,
1182720,8,241.12,30,1361,6.70743465423584,0.1454160511493683,,,0.0001,0.2,0.0056341006,0.3410472433269024,0.5715112686157227,,-0.3220430490374565,1147,0.0608203125,,,0.00024300289805978537,,,,,,,,,,
1187840,9,247.52,33,1361,6.715120792388916,0.14539861679077148,,,0.0001,0.2,0.008507329,0.3402059902250767,0.6845870018005371,,-0.2881807954609394,1152,0.0506640625,,,-0.0023708509281277655,,,,,,,,,,
1192960,10,257.39,37,1361,6.541259765625,0.17504557967185974,,,0.0001,0.2,0.0028700028,0.39686197772622106,0.5192900896072388,,-0.3022415947914123,1157,0.04328125,,,-0.000671436721459031,,,,,,,,,,
,,,,,,0.1922357976436615,,,0.0001,0.2,0.005416476,0.4192121466994286,0.5616105794906616,,-0.30613227039575575,1162,0.04671875,,,-0.00115110055077821,,,358400,266.85,6.0465640258044,0.85,3,2.7515420896018936,0,91.54849807615633
1198080,1,255.52,2,1910,6.428279876708984,,3,0.0001,,,,,,358400,,,,440,11,,0.015,15,,,,,,,,
1203200,2,264.37,6,1522,6.0815815925598145,0.240284264087677,,,0.0001,0.2,0.0038316078,0.42862613052129744,0.6063277721405029,,-0.29516612261533737,1167,0.033359375,,,-0.0015792817110195756,,,,,,,,,,
1208320,3,263.28,10,1449,6.062216281890869,0.1855980008840561,,,0.0001,0.2,0.008126184,0.46017447859048843,0.6278606653213501,,-0.32903188169002534,1172,0.056015625,,,-3.854688256978988e-06,,,,,,,,,,
1213440,4,269.15,14,1368,5.773247241973877,0.22572755813598633,,,0.0001,0.2,0.006355775,0.5672529086470603,0.6023849248886108,,-0.33170895457267763,1177,0.0487890625,,,-0.00010288046207278966,,,,,,,,,,
1218560,5,267.27,19,1314,5.7089738845825195,0.16964532434940338,,,0.0001,0.2,0.005327857,0.6082990834116936,0.662554144859314,,-0.3540371140837669,1182,0.0555078125,,,-0.0013770072720944882,,,,,,,,,,
1223680,6,264.41,23,1286,5.854363441467285,0.25157809257507324,,,0.0001,0.2,0.007142339,0.6392906332015991,0.5770228505134583,,-0.36194686353206634,1187,0.0600390625,,,-0.002076223590411246,,,,,,,,,,
1228800,7,258.9,27,1287,6.121479511260986,0.3512844443321228,,,0.0001,0.2,0.0076783868,0.6000100454688072,0.6348401308059692,,-0.36378103733062744,1192,0.0479296875,,,-0.0013001379696652292,,,,,,,,,,
1233920,8,260.94,31,1284,6.113712787628174,0.31279265880584717,,,0.0001,0.2,0.008916309,0.6684930995106697,0.6818490028381348,,-0.37759184777736665,1197,0.0780859375,,,-0.0017573689064010979,,,,,,,,,,
1239040,9,269.21,35,1281,5.900302886962891,0.29592910408973694,,,0.0001,0.2,0.0071208747,0.5995149421691894,0.6603493690490723,,-0.37630187183618546,1202,0.0477734375,,,-0.0015228523313999176,,,,,,,,,,
1244160,10,263.65,39,1286,6.1530985832214355,0.34578898549079895,,,0.0001,0.2,0.0067499653,0.6229237005114555,0.6341284513473511,,-0.3855131259560585,1207,0.0491015625,,,0.0002175110182724893,,,,,,,,,,
,,,,,,0.2767111659049988,,,0.0001,0.2,0.004277651,0.6656250628829002,0.4751678705215454,,-0.36145399063825606,1212,0.0414453125,,,-0.0013980944734066725,,,409600,243.16,6.8516010618209835,0.95,3,1.6114894623644698,0,80.61311555820183
,,,,,,,,,,,,,,,,,,,,,,,409600,263.69,6.5529092100262645,0.92,3,1.9546427316652768,0,85.12669322838754
1249280,1,262.87,2,1843,6.203625679016113,,3,0.0001,,,,,,409600,,,,440,11,,0.015,15,,,,,,,,
1254400,2,266.87,6,1502,6.070309638977051,0.37456193566322327,,,0.0001,0.2,0.0064666183,0.8090951883792877,0.3524286150932312,,-0.36822855919599534,1217,0.0564453125,,,-0.002154281851835549,,,,,,,,,,
1259520,3,264.84,10,1485,6.236934661865234,0.2704926133155823,,,0.0001,0.2,0.007029982,0.6267874836921692,0.5192739367485046,,-0.38234419465065,1222,0.057421875,,,-0.0016598976030945778,,,,,,,,,,
1264640,4,255.71,13,1475,6.511211395263672,0.3089798092842102,,,0.0001,0.2,0.0057974765,0.6383609154820442,0.4131019711494446,,-0.38506269931793213,1227,0.0575390625,,,-0.0013531715283170342,,,,,,,,,,
1269760,5,259.4,17,1439,6.4901628494262695,0.3986862897872925,,,0.0001,0.2,0.004650281,0.6776388564705849,0.47241026163101196,,-0.3791298720240593,1232,0.050625,,,-0.0025889050681144,,,,,,,,,,
1274880,6,258.32,21,1413,6.505759239196777,0.4272758960723877,,,0.0001,0.2,0.0046416605,0.6100818935036659,0.46750181913375854,,-0.3669831159710884,1237,0.0457421875,,,-0.0017501301690936088,,,,,,,,,,
1280000,7,259.47,25,1395,6.465831756591797,0.2365609109401703,,,0.0001,0.2,0.003968891,0.5216916704177856,0.3745724558830261,,-0.3649063730239868,1242,0.04046875,,,-0.0024593334645032884,,,,,,,,,,
1285120,8,254.08,29,1378,6.560304641723633,0.22673732042312622,,,0.0001,0.2,0.0074731386,0.45378646820783614,0.441531240940094,,-0.39102898210287096,1247,0.0666015625,,,-0.0005983248027041554,,,,,,,,,,
1290240,9,250.21,33,1367,6.68491268157959,0.20420195162296295,,,0.0001,0.2,0.0049718004,0.4681470149755478,0.4531859755516052,,-0.3764097261428833,1252,0.0536328125,,,-0.0020934559591114523,,,,,,,,,,
1295360,10,254.34,37,1354,6.598896026611328,0.20769836008548737,,,0.0001,0.2,0.0047365325,0.44843113243579863,0.5627126693725586,,-0.3574344077706337,1257,0.0420703125,,,-0.0019290864607319235,,,,,,,,,,
,,,,,,0.20413628220558167,,,0.0001,0.2,0.005177119,0.45510276332497596,0.3702462315559387,,-0.39861113458871844,1262,0.051484375,,,-0.0024132432928308844,,,460800,262.76,6.447258745208383,0.91,3,2.2250693096811895,0,87.93351124571338
1300480,1,263.34,3,1302,6.260847091674805,,3,0.0001,,,,,,460800,,,,440,11,,0.015,15,,,,,,,,
1305600,2,260.49,8,1208,6.2637834548950195,0.10949262976646423,,,0.0001,0.2,0.0046737017,0.30046646028757096,0.5707508325576782,,-0.34606916815042493,1267,0.04984375,,,-0.002246879287995398,,,,,,,,,,
1310720,3,271.75,13,1148,5.966001510620117,0.1649925857782364,,,0.0001,0.2,0.006059647,0.46788827538490296,0.5305474996566772,,-0.36797442108392714,1272,0.0528515625,,,-0.0018966043507680297,,,,,,,,,,
1315840,4,277.18,18,1102,5.833094596862793,0.18267779052257538,,,0.0001,0.2,0.0051959488,0.511222283244133,0.41489702463150024,,-0.37350917756557467,1277,0.0473828125,,,-0.0010506558790802955,,,,,,,,,,
1320960,5,270.94,24,1054,5.922756195068359,0.20261308550834656,,,0.0001,0.2,0.007765868,0.5922848531603813,0.41451025009155273,,-0.3537302136421204,1282,0.068359375,,,-0.005183449531905353,,,,,,,,,,
1326080,6,272.98,29,1042,5.936403751373291,0.21092288196086884,,,0.0001,0.2,0.0038158633,0.6545122867822647,0.34753626585006714,,-0.37453303933143617,1287,0.044296875,,,-0.001520077302120626,,,,,,,,,,
1331200,7,274.26,34,1031,6.0035786628723145,0.19538608193397522,,,0.0001,0.2,0.005403008,0.5152030912041664,0.3629591464996338,,-0.3708580705523491,1292,0.054296875,,,-0.0018268712144345045,,,,,,,,,,
1336320,8,279.38,40,1009,5.815930366516113,0.28986796736717224,,,0.0001,0.2,0.005916388,0.5922872626781464,0.47822314500808716,,-0.3401352685689926,1297,0.0386328125,,,-0.0019393313070759177,,,,,,,,,,
1341440,9,275.84,46,997,5.8275251388549805,0.25650307536125183,,,0.0001,0.2,0.006114278,0.511951587498188,0.49646973609924316,,-0.36123394191265107,1302,0.0496875,,,-0.0029363125376403332,,,,,,,,,,
1346560,10,279.07,51,987,5.607536792755127,0.26911816000938416,,,0.0001,0.2,0.0056270743,0.577031920850277,0.3852109909057617,,-0.3364827015995979,1307,0.050390625,,,-0.001152716833166778,,,,,,,,,,
,,,,,,0.1651138812303543,,,0.0001,0.2,0.0065000737,0.5457558146119118,0.5887860059738159,,-0.3663416424393654,1312,0.0626953125,,,-0.0010004858253523708,,,512000,248.13,6.242840191870928,0.86,3,2.677766033539257,0,93.5845772550157
1351680,1,278.69,3,1542,5.701635360717773,,3,0.0001,,,,,,512000,,,,440,11,,0.015,15,,,,,,,,
1356800,2,267.76,8,1268,5.818884372711182,0.34352755546569824,,,0.0001,0.2,0.006528764,0.8538643050193787,0.41605448722839355,,-0.3461805695295334,1317,0.0586328125,,,-0.0029577081324532626,,,,,,,,,,
1361920,3,257.94,12,1209,6.143527984619141,0.24158188700675964,,,0.0001,0.2,0.004503871,0.6264303502440453,0.43768471479415894,,-0.35195167273283007,1322,0.0528125,,,-0.0028349851281382144,,,,,,,,,,
1367040,4,256.04,16,1245,6.150595188140869,0.3866420090198517,,,0.0001,0.2,0.0044087586,0.680002153813839,0.46342700719833374,,-0.35649104744195936,1327,0.048515625,,,-0.0017510221851989626,,,,,,,,,,
1372160,5,253.56,21,1198,6.2982258796691895,0.23993650078773499,,,0.0001,0.2,0.0043741493,0.5926416927576065,0.5538084506988525,,-0.3536046507954598,1332,0.0474609375,,,-0.0031945943413302304,,,,,,,,,,
1377280,6,252.65,25,1202,6.206216335296631,0.38506340980529785,,,0.0001,0.2,0.005480901,0.7108023598790169,0.4880027770996094,,-0.353432914018631,1337,0.053671875,,,-0.0030908164335414767,,,,,,,,,,
1382400,7,257.84,29,1208,6.052774429321289,0.2469010204076767,,,0.0001,0.2,0.0061229737,0.5991380611062049,0.6457694172859192,,-0.33117311835289004,1342,0.0634375,,,-0.0028492879029363392,,,,,,,,,,
1387520,8,250.5,33,1222,6.207230091094971,0.2808489203453064,,,0.0001,0.2,0.004076713,0.6434300038218498,0.6285606026649475,,-0.32731507360935214,1347,0.0358984375,,,-0.0008776181237772107,,,,,,,,,,
1392640,9,255.84,37,1225,6.032144069671631,0.33677938580513,,,0.0001,0.2,0.006526675,0.7220832285284996,0.5418309569358826,,-0.33560339629650116,1352,0.0565234375,,,-0.0018940958753228187,,,,,,,,,,
1397760,10,254.8,41,1220,6.040494918823242,0.21190926432609558,,,0.0001,0.2,0.0070722527,0.5320725962519646,0.7007242441177368,,-0.34543755143880844,1357,0.0560546875,,,-0.0028273429861292243,,,,,,,,,,
,,,,,,0.3045737147331238,,,0.0001,0.2,0.0052927667,0.7614787808060646,0.6075286269187927,,-0.3664875757694244,1362,0.054453125,,,-0.001979286773130298,,,563200,245.33,6.617172155231238,0.91,3,2.013799023320889,0,80.73946432817101
1402880,1,250.89,2,1853,6.259019374847412,,3,0.0001,,,,,,563200,,,,440,11,,0.015,15,,,,,,,,
1408000,2,244.96,6,1541,6.526799201965332,0.3398880958557129,,,0.0001,0.2,0.0053049745,0.7848462033271789,0.4494664669036865,,-0.3432260936498642,1367,0.0469921875,,,-0.0015988692687824368,,,,,,,,,,
1413120,3,262.77,10,1450,6.174928665161133,0.36756977438926697,,,0.0001,0.2,0.004174113,0.7568784815073013,0.27087342739105225,,-0.36263813346624374,1372,0.0408984375,,,-0.0022519229957833884,,,,,,,,,,
1418240,4,263.69,14,1403,6.215098857879639,0.24110212922096252,,,0.0001,0.2,0.004040092,0.548869206905365,0.3876168131828308,,-0.3737653607130051,1377,0.0483984375,,,-0.001035185381770134,,,,,,,,,,
1423360,5,262.16,18,1380,6.222840785980225,0.23175321519374847,,,0.0001,0.2,0.0051800483,0.5315900862216949,0.48454105854034424,,-0.35435377597808837,1382,0.050078125,,,-0.003243661834858358,,,,,,,,,,
1428480,6,256.8,22,1341,6.318936347961426,0.2571077346801758,,,0.0001,0.2,0.0044512292,0.6015135040879249,0.5259596109390259,,-0.3897173261642456,1387,0.058125,,,-0.001869697873480618,,,,,,,,,,
1433600,7,270.44,27,1325,6.008638858795166,0.3471982479095459,,,0.0001,0.2,0.002909633,0.6457593354582787,0.4823209047317505,,-0.36373870700597766,1392,0.03578125,,,-0.002280121622607112,,,,,,,,,,
1438720,8,262.56,31,1307,6.0998077392578125,0.2358095347881317,,,0.0001,0.2,0.0057416456,0.5435263139009475,0.5376719236373901,,-0.34808966040611267,1397,0.044765625,,,-0.0022466309648007153,,,,,,,,,,
1443840,9,254.12,35,1297,6.380643844604492,0.3026246428489685,,,0.0001,0.2,0.0047893054,0.6733634573221207,0.48677951097488403,,-0.36799386858940125,1402,0.0423046875,,,-0.0026550306705757976,,,,,,,,,,
1448960,10,257.83,39,1287,6.3499345779418945,0.25719964504241943,,,0.0001,0.2,0.005078521,0.7069233542680741,0.3953015208244324,,-0.3924837592244148,1407,0.04171875,,,-0.0016944452654570341,,,,,,,,,,
,,,,,,0.3480575680732727,,,0.0001,0.2,0.00666352,0.6842968365550042,0.30708569288253784,,-0.3884687229990959,1412,0.05375,,,-0.00168668819591403,,,614400,267.18,6.2591359034180645,0.87,3,2.3544568288335053,0,92.01645287664591
1454080,1,270.35,3,1618,6.027101516723633,,3,0.0001,,,,,,614400,,,,440,11,,0.015,15,,,,,,,,
1459200,2,257.44,7,1394,6.331758975982666,0.20361265540122986,,,0.0001,0.2,0.0040041097,0.503673337996006,0.5091131925582886,,-0.3574749377369881,1417,0.0502734375,,,-0.00027559871319681405,,,,,,,,,,
1464320,3,256.89,11,1346,6.51905632019043,0.3043035566806793,,,0.0001,0.2,0.0031318038,0.681828653216362,0.188681960105896,,-0.3899442407488823,1422,0.039140625,,,-0.00020897256676107644,,,,,,,,,,
1469440,4,262.76,15,1296,6.358098983764648,0.27914077043533325,,,0.0001,0.2,0.0074225524,0.6369536197185517,0.23390311002731323,,-0.3986858707666397,1427,0.061171875,,,-0.0028293524077162148,,,,,,,,,,
1474560,5,259.69,21,1218,6.485414505004883,0.18839909136295319,,,0.0001,0.2,0.0046762833,0.4305311566591263,0.3401980996131897,,-0.3587805268168449,1432,0.0482421875,,,-0.002421067776158452,,,,,,,,,,
1479680,6,250.64,26,1171,6.781529426574707,0.24621619284152985,,,0.0001,0.2,0.0043086046,0.6242092475295067,0.24227237701416016,,-0.3713090869784355,1437,0.0508984375,,,-0.0018663875572383403,,,,,,,,,,
1484800,7,269.88,30,1161,6.268362045288086,0.228853240609169,,,0.0001,0.2,0.0050864355,0.5351830154657364,0.30732297897338867,,-0.36932723194360734,1442,0.0591796875,,,-0.0001173811499029398,,,,,,,,,,
1489920,8,278.3,35,1158,6.081809043884277,0.21826466917991638,,,0.0001,0.2,0.0056674993,0.43485170871019363,0.2629396319389343,,-0.35471718817949294,1447,0.0545703125,,,-0.002007573381997645,,,,,,,,,,
1495040,9,271.91,40,1143,6.197877407073975,0.23057010769844055,,,0.0001,0.2,0.0036599047,0.5507762730121613,0.3598034381866455,,-0.36613567024469373,1452,0.050078125,,,-0.0010517422435805202,,,,,,,,,,
1500160,10,271.74,45,1137,6.020756721496582,0.17462888360023499,,,0.0001,0.2,0.0045317872,0.5623444068431854,0.5194522142410278,,-0.329698244035244,1457,0.0466015625,,,-0.002339032841846347,,,,,,,,,,
,,,,,,0.16453896462917328,,,0.0001,0.2,0.0072291866,0.4609198072552681,0.5526169538497925,,-0.331287767291069,1462,0.0538671875,,,-0.001147114969789982,,,665600,266.85,6.140054512768984,0.85,3,2.5502123277313373,0,94.33486895098758
1505280,1,275.79,3,1640,5.891449451446533,,3,0.0001,,,,,,665600,,,,440,11,,0.015,15,,,,,,,,
1510400,2,279.61,7,1388,5.8127946853637695,0.3973435163497925,,,0.0001,0.2,0.004107912,0.6240305784344673,0.4066534638404846,,-0.3442144778370857,1467,0.056328125,,,-0.002150096092373133,,,,,,,,,,
1515520,3,271.24,11,1330,6.01759147644043,0.23810291290283203,,,0.0001,0.2,0.006700667,0.5494279769062996,0.4867238402366638,,-0.3337818679213524,1472,0.06875,,,-0.002483183788135648,,,,,,,,,,
1520640,4,268.71,15,1305,6.104440212249756,0.3120952844619751,,,0.0001,0.2,0.0066050603,0.649103257060051,0.4190923571586609,,-0.32360435634851453,1477,0.06125,,,-0.0026547818491235377,,,,,,,,,,
1525760,5,270.13,19,1289,6.156283378601074,0.31084761023521423,,,0.0001,0.2,0.0050470405,0.7036020702123642,0.4120352268218994,,-0.31360134929418565,1482,0.045234375,,,-0.0021185443084686994,,,,,,,,,,
1530880,6,266.9,23,1281,6.221790313720703,0.2648217976093292,,,0.0001,0.2,0.0043252213,0.5642961388826371,0.44201070070266724,,-0.3249078747630119,1487,0.0478125,,,-0.0013743376499041914,,,,,,,,,,
1536000,7,258.67,28,1273,6.334821701049805,0.17611713707447052,,,0.0001,0.2,0.003113096,0.5344063338637352,0.39801955223083496,,-0.3174693116545677,1492,0.0349609375,,,-0.0016204955335706473,,,,,,,,,,
1541120,8,262.36,32,1267,6.2474236488342285,0.1898401975631714,,,0.0001,0.2,0.0034432542,0.576507263481617,0.3464691638946533,,-0.30221458107233046,1497,0.034453125,,,-0.00240595780313015,,,,,,,,,,
1546240,9,266.11,36,1258,6.1825151443481445,0.3546164333820343,,,0.0001,0.2,0.0036306619,0.6022705176472664,0.38297510147094727,,-0.30606848657131197,1502,0.0375390625,,,-0.0012509293854236602,,,,,,,,,,
1551360,10,267.7,40,1256,6.164205551147461,0.27403950691223145,,,0.0001,0.2,0.0032925145,0.6143749529123306,0.417760968208313,,-0.31750128537416455,1507,0.03453125,,,-0.0010946395760402083,,,,,,,,,,
,,,,,,0.3562943935394287,,,0.0001,0.2,0.0036774748,0.6597441560029984,0.37447595596313477,,-0.32639931976795195,1512,0.04796875,,,-0.0030802961951121688,,,716800,263.87,5.725444947853685,0.78,3,3.0766010517638165,0,108.18296122772753
1556480,1,265.61,3,1637,6.205756664276123,,3,0.0001,,,,,,716800,,,,440,11,,0.015,15,,,,,,,,
1561600,2,267.73,7,1401,6.180978298187256,0.24497771263122559,,,0.0001,0.2,0.0048145168,0.5606684923171997,0.3901575803756714,,-0.3015670889616013,1517,0.055390625,,,-0.0019709112541750075,,,,,,,,,,
1566720,3,269.79,11,1332,6.0392866134643555,0.2865965664386749,,,0.0001,0.2,0.005994657,0.6043662068247795,0.317141592502594,,-0.2734175492823124,1522,0.053359375,,,-0.002381553314626217,,,,,,,,,,
1571840,4,272.3,15,1302,6.043985366821289,0.24884089827537537,,,0.0001,0.2,0.004635073,0.49564852327108383,0.4638078808784485,,-0.2689568640291691,1527,0.0476953125,,,-0.00112167882733047,,,,,,,,,,
1576960,5,263.57,19,1291,6.193080425262451,0.3003529906272888,,,0.0001,0.2,0.005364489,0.6116970288753509,0.24728697538375854,,-0.28752736032009124,1532,0.0532421875,,,-0.0012648709374479949,,,,,,,,,,
1582080,6,268.06,23,1282,6.055786609649658,0.3016110956668854,,,0.0001,0.2,0.0040650596,0.5954016235470772,0.38587480783462524,,-0.28533566668629645,1537,0.0516015625,,,-0.0020386670297011735,,,,,,,,,,
1587200,7,280.07,28,1278,5.649271011352539,0.2497604340314865,,,0.0001,0.2,0.0047094384,0.4712994393706322,0.4969288110733032,,-0.2777241878211498,1542,0.0376171875,,,-0.0013116273330524564,,,,,,,,,,
1592320,8,275.2,32,1270,5.683115005493164,0.19326232373714447,,,0.0001,0.2,0.0048535923,0.523802078962326,0.5602519512176514,,-0.27473144471645355,1547,0.045234375,,,-0.0015681682573631406,,,,,,,,,,
1597440,9,270.32,36,1264,5.811686992645264,0.32023999094963074,,,0.0001,0.2,0.0056787776,0.7501975551247597,0.4260653257369995,,-0.2934190751612186,1552,0.043125,,,-0.0008916741563007235,,,,,,,,,,
1602560,10,270.71,40,1259,5.759720325469971,0.21793532371520996,,,0.0001,0.2,0.004980894,0.5762751936912537,0.6886911988258362,,-0.2661236366629601,1557,0.045390625,,,-0.0009969660779461265,,,,,,,,,,
,,,,,,0.36501407623291016,,,0.0001,0.2,0.0042150337,0.7048689523339271,0.5991735458374023,,-0.27421406731009484,1562,0.0403125,,,-0.0012466719234362244,,,768000,275.33,5.5495484011643565,0.76,3,3.0438994833779316,0,110.45605958932266
1607680,1,263.69,3,1606,5.8732194900512695,,3,0.0001,,,,,,768000,,,,440,11,,0.015,15,,,,,,,,
1612800,2,252.3,7,1350,6.251559257507324,0.22022220492362976,,,0.0001,0.2,0.0039264965,0.7039184406399727,0.5674259662628174,,-0.2703039760887623,1567,0.0365625,,,-0.0007482379162684083,,,,,,,,,,
1617920,3,250.16,11,1303,6.14687442779541,0.3177628517150879,,,0.0001,0.2,0.004449024,0.625137012898922,0.562482476234436,,-0.258695500344038,1572,0.0418359375,,,-0.0009348480822518468,,,,,,,,,,
1623040,4,253.33,15,1293,6.193360805511475,0.31582626700401306,,,0.0001,0.2,0.0035737767,0.5934749478101731,0.657498836517334,,-0.27585050284862517,1577,0.0373046875,,,-0.0004897903883829713,,,,,,,,,,
1628160,5,262.28,19,1281,5.891717433929443,0.3070427179336548,,,0.0001,0.2,0.0031581088,0.8051599037647247,0.4783925414085388,,-0.27279461339116096,1582,0.03015625,,,-0.001164936360437423,,,,,,,,,,
1633280,6,265.29,24,1273,5.9234113693237305,0.40795737504959106,,,0.0001,0.2,0.0042560208,0.6915488079190254,0.5918059349060059,,-0.31712042421102526,1587,0.0375,,,-0.0022918621357530355,,,,,,,,,,
1638400,7,267.25,28,1268,5.75520133972168,0.3505287170410156,,,0.0001,0.2,0.003361063,0.7634073114395141,0.4700404405593872,,-0.2752267748117447,1592,0.0267578125,,,-0.001450247336179018,,,,,,,,,,
1643520,8,273.21,32,1265,5.72469425201416,0.24966484308242798,,,0.0001,0.2,0.0033068345,0.5344828343391419,0.6418235301971436,,-0.2953395649790764,1597,0.0375,,,-0.0007361021544784308,,,,,,,,,,
1648640,9,273.38,36,1263,5.7716169357299805,0.18055680394172668,,,0.0001,0.2,0.0027022562,0.6129705423116684,0.41927802562713623,,-0.29408945590257646,1602,0.026953125,,,-0.0016994122788310051,,,,,,,,,,
1653760,10,266.54,40,1262,5.905661582946777,0.3204590678215027,,,0.0001,0.2,0.00369812,0.6728820353746414,0.4689255356788635,,-0.30099872589111326,1607,0.0473828125,,,-0.003174997242167592,,,,,,,,,,
,,,,,,0.22578459978103638,,,0.0001,0.2,0.006249464,0.6029067194461822,0.4440016746520996,,-0.31893503487110136,1612,0.0570703125,,,-0.004062957381829619,,,819200,249.03,6.544670213162899,0.91,3,2.2025922216872122,0,86.51953016515982
