time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/loss,curriculum/stage,train/stage_learning_rate,train/learning_rate,train/clip_range,train/approx_kl,train/value_loss,train/explained_variance,curriculum/stage_timesteps,train/entropy_loss,train/n_updates,train/clip_fraction,curriculum/max_steps,curriculum/grid_size,train/policy_gradient_loss,train/ent_coef,curriculum/obs_quantity,eval/stage_timesteps,eval/mean_ep_length,eval/mean_reward,eval/full_coverage_rate,eval/stage,eval/std_reward,eval/deterministic,eval/std_ep_length
496640,5,112.51,18,1397,7.070311069488525,0.17064933478832245,,,0.0001,0.2,0.0060399524,0.4238055431842804,0.7317826747894287,,-0.2951728528738022,480,0.056015625,,,-0.003344258638098836,,,,,,,,,,
501760,6,111.98,22,1366,7.12193489074707,0.17844350636005402,,,0.0001,0.2,0.003996131,0.39312734380364417,0.5915123224258423,,-0.25832856237888335,485,0.0425,,,-0.0018054120801389217,,,,,,,,,,
506880,7,105.16,26,1343,7.435361385345459,0.17965541779994965,,,0.0001,0.2,0.0074051423,0.4172753545641899,0.5793973207473755,,-0.28185400322079657,490,0.066328125,,,-0.001005307687446475,,,,,,,,,,
512000,8,102.24,30,1328,7.524481773376465,0.18689005076885223,,,0.0001,0.2,0.0041863797,0.3802552711963654,0.5827756524085999,,-0.23993658155202865,495,0.045546875,,,-0.0011958006909117103,,,,,,,,,,
517120,9,104.77,34,1333,7.496063232421875,0.18921102583408356,,,0.0001,0.2,0.00541826,0.3661931645870209,0.5668798685073853,,-0.23834100276231765,500,0.046328125,,,-0.0008989766659215092,,,,,,,,,,
522240,10,110.15,38,1335,7.294975757598877,0.15321125090122223,,,0.0001,0.2,0.0068086176,0.3526559713482857,0.5986705422401428,,-0.2450757546722889,505,0.054765625,,,-0.0007543724635615945,,,,,,,,,,
,,,,,,0.14707934856414795,,,0.0001,0.2,0.00894459,0.30044676586985586,0.6393946409225464,,-0.23542474761605262,510,0.059765625,,,-0.0022675681067630647,,,307200,108.35,7.22218588411808,0.96,2,1.7252112778671824,0,56.438528506685934
,,,,,,,,,,,,,,,,,,,,,,,307200,111.44,7.090865277647972,0.95,2,2.073102358348872,0,59.605087031225786
527360,1,111.32,2,1943,7.180423736572266,,2,0.0001,,,,,,307200,,,,320,8,,0.006,8,,,,,,,,
532480,2,106.96,6,1537,7.226276874542236,0.11269519478082657,,,0.0001,0.2,0.0042521614,0.2821968322992325,0.6392936110496521,,-0.2398451994359493,515,0.043203125,,,-0.0014316759537905456,,,,,,,,,,
537600,3,113.09,10,1480,7.163115978240967,0.10069335252046585,,,0.0001,0.2,0.00675627,0.27671730309724807,0.7085340023040771,,-0.23681773871183395,520,0.0490234375,,,-0.0008332162536680699,,,,,,,,,,
542720,4,111.21,14,1455,7.313227653503418,0.16709303855895996,,,0.0001,0.2,0.004706391,0.39848248183727264,0.5933531522750854,,-0.2256715926527977,525,0.0423828125,,,-0.0020551001955755057,,,,,,,,,,
547840,5,101.03,17,1436,7.545565605163574,0.17974182963371277,,,0.0001,0.2,0.0071480637,0.3452708128094673,0.48756587505340576,,-0.22139657497406007,530,0.04546875,,,-0.001259958203881979,,,,,,,,,,
552960,6,103.67,21,1414,7.442144870758057,0.15645933151245117,,,0.0001,0.2,0.007639161,0.32787532478570935,0.486278772354126,,-0.20830799430608749,535,0.046640625,,,-0.001969750886783004,,,,,,,,,,
558080,7,108.35,25,1408,7.2716498374938965,0.1561042219400406,,,0.0001,0.2,0.006867385,0.330479461401701,0.511904239654541,,-0.23396565556526183,540,0.062265625,,,-0.004480799529701472,,,,,,,,,,
563200,8,99.18,29,1401,7.5025954246521,0.12818802893161774,,,0.0001,0.2,0.004900117,0.2769463139772415,0.5162733793258667,,-0.1905508092045784,545,0.0421875,,,-0.001186704020947218,,,,,,,,,,
568320,9,102.31,33,1396,7.531761646270752,0.11711502820253372,,,0.0001,0.2,0.004171286,0.2756326708197594,0.5433700084686279,,-0.18237557932734488,550,0.0362109375,,,-0.0008696398371830583,,,,,,,,,,
573440,10,104.26,36,1390,7.401287078857422,0.1264021098613739,,,0.0001,0.2,0.0042426963,0.2621774649620056,0.44440585374832153,,-0.2084496021270752,555,0.0490625,,,-0.0012439351063221692,,,,,,,,,,
,,,,,,0.05406177043914795,,,0.0001,0.2,0.010365266,0.14629625543951988,0.4710034132003784,,-0.1902303870022297,560,0.0494140625,,,-0.0006372782401740551,,,358400,118.77,7.010928855538368,0.94,2,1.9983773635597966,0,61.58309102342949
578560,1,107.04,2,1905,7.250446796417236,,2,0.0001,,,,,,358400,,,,320,8,,0.007,8,,,,,,,,
583680,2,109.3,6,1538,7.226046085357666,0.11858862638473511,,,0.0001,0.2,0.005173176,0.22930811777710913,0.7205361127853394,,-0.2051548756659031,565,0.0471875,,,-0.0010034268954768777,,,,,,,,,,
588800,3,112.94,10,1450,7.119256019592285,0.1125686913728714,,,0.0001,0.2,0.005860435,0.22900694817304612,0.5295310020446777,,-0.18542574882507323,570,0.0541015625,,,0.00012121370527893305,,,,,,,,,,
593920,4,119.95,14,1423,6.858515739440918,0.09781213849782944,,,0.0001,0.2,0.0098209465,0.26237257197499275,0.7796095609664917,,-0.2125161050260067,575,0.0533203125,,,-0.001135250786319375,,,,,,,,,,
599040,5,118.04,18,1398,6.993780136108398,0.13782721757888794,,,0.0001,0.2,0.0061381864,0.2891711628437042,0.7522376775741577,,-0.2240736550092697,580,0.05078125,,,-0.0013997963117435574,,,,,,,,,,
604160,6,122.61,22,1384,6.823910713195801,0.10833489149808884,,,0.0001,0.2,0.0050064,0.2648844362795353,0.6062334775924683,,-0.19419498801231383,585,0.040546875,,,-0.002098618745803833,,,,,,,,,,
609280,7,121.63,26,1370,6.8422393798828125,0.11440860480070114,,,0.0001,0.2,0.006320768,0.26453486531972886,0.6847363710403442,,-0.2553443683683872,590,0.054765625,,,-0.0021024149423465133,,,,,,,,,,
614400,8,122.19,29,1365,6.85135555267334,0.10940727591514587,,,0.0001,0.2,0.0059799715,0.2840463002026081,0.6987086534500122,,-0.21105310261249544,595,0.048515625,,,-0.002509612096473575,,,,,,,,,,
619520,9,123.62,33,1358,6.816340446472168,0.18397437036037445,,,0.0001,0.2,0.0075504305,0.3606928731501102,0.7699155211448669,,-0.2818997426331043,600,0.058828125,,,-0.0020731586683541536,,,,,,,,,,
624640,10,124.59,37,1357,6.703873157501221,0.1556893289089203,,,0.0001,0.2,0.008926096,0.3588682574033737,0.7621328830718994,,-0.2618236584961414,605,0.054609375,,,-0.0016967503726482392,,,,,,,,,,
,,,,,,0.1592923104763031,,,0.0001,0.2,0.007156428,0.3242131219804287,0.758655309677124,,-0.2429336713254452,610,0.053828125,,,-0.0015144365467131139,,,409600,97.23,7.610141344070435,1.0,2,0.4025455039631459,0,30.616288148630947
,,,,,,,,,,,,,,,,,,,,,,,409600,126.69,6.613312515318394,0.9,2,2.7154326146342274,0,76.57828608685362
629760,1,113.57,2,1963,7.065330982208252,,2,0.0001,,,,,,409600,,,,320,8,,0.008,8,,,,,,,,
634880,2,107.97,6,1537,7.333277702331543,0.10805736482143402,,,0.0001,0.2,0.007699462,0.3198539999127388,0.7032079696655273,,-0.2220989027619362,615,0.056484375,,,-0.0025909230252727867,,,,,,,,,,
640000,3,108.02,10,1471,7.349975109100342,0.1792653203010559,,,0.0001,0.2,0.0057242573,0.36640257239341734,0.6344484090805054,,-0.23024631202220916,620,0.05453125,,,-0.0008732454525306821,,,,,,,,,,
645120,4,114.96,14,1430,7.018436431884766,0.16632847487926483,,,0.0001,0.2,0.0054795374,0.3097200612723827,0.7119985222816467,,-0.25463009625673294,625,0.0459375,,,-0.0016071230871602892,,,,,,,,,,
650240,5,113.92,18,1411,7.090427875518799,0.12452898919582367,,,0.0001,0.2,0.006104627,0.3267232865095139,0.7421631813049316,,-0.2722181260585785,630,0.0533203125,,,-0.0009196126973256469,,,,,,,,,,
655360,6,113.86,21,1397,7.166001796722412,0.13446268439292908,,,0.0001,0.2,0.006666227,0.3499837452173233,0.73668372631073,,-0.25626810804009437,635,0.0553125,,,-0.002318365713581443,,,,,,,,,,
660480,7,108.15,25,1386,7.239824295043945,0.14979997277259827,,,0.0001,0.2,0.0050828694,0.34432041496038435,0.6998977065086365,,-0.2514940893650055,640,0.0412109375,,,-0.0018219307996332646,,,,,,,,,,
665600,8,104.87,29,1381,7.2025837898254395,0.09927426278591156,,,0.0001,0.2,0.0048010144,0.2864055588841438,0.7486085891723633,,-0.23448209539055825,645,0.0483203125,,,-0.0028262816509231924,,,,,,,,,,
670720,9,105.25,33,1377,7.193187713623047,0.13505621254444122,,,0.0001,0.2,0.0037858214,0.35064015939831733,0.7447820901870728,,-0.22828206598758696,650,0.0440234375,,,0.0007827651780098676,,,,,,,,,,
675840,10,107.25,37,1374,7.178107738494873,0.188630610704422,,,0.0001,0.2,0.003455647,0.3632193520665169,0.7881289720535278,,-0.23665244325995446,655,0.036484375,,,-0.0019242540001869202,,,,,,,,,,
,,,,,,0.11338724195957184,,,0.0001,0.2,0.005113265,0.3285422044992447,0.8406242728233337,,-0.25273089468479154,660,0.03734375,,,-0.0008933639759197831,,,460800,99.95,7.413891284763813,0.97,2,1.4252032321682264,0,45.77147037183752
,,,,,,,,,,,,,,,,,,,,,,,460800,102.03,7.374998139739037,0.97,2,1.4508186751390433,0,46.95411696539505
,,,,,,,,,,,,,,,,,,,,,,,460800,122.49,6.845075952410698,0.93,2,2.275289841527509,0,70.2709748046802
680960,1,117.14,2,1896,6.92642068862915,,2,0.0001,,,,,,460800,,,,320,8,,0.008,8,,,,,,,,
686080,2,120.95,6,1582,6.828234672546387,0.2188674956560135,,,0.0001,0.2,0.003480304,0.5276994651556015,0.8195658326148987,,-0.2752773505449295,665,0.039296875,,,-0.0013051324430853129,,,,,,,,,,
691200,3,116.48,10,1504,6.890801906585693,0.24466964602470398,,,0.0001,0.2,0.006566192,0.46161345168948176,0.8686858415603638,,-0.29012940913438795,670,0.048046875,,,-0.002456882200203836,,,,,,,,,,
696320,4,105.17,14,1459,7.265661239624023,0.21444585919380188,,,0.0001,0.2,0.0039578043,0.5769778144359589,0.704276978969574,,-0.2462848326563835,675,0.0408203125,,,-0.0007892821915447712,,,,,,,,,,
701440,5,98.35,17,1425,7.4891767501831055,0.22035282850265503,,,0.0001,0.2,0.0043735816,0.4424936681985855,0.7108732461929321,,-0.23909101903438568,680,0.041171875,,,-0.00012690646573901176,,,,,,,,,,
706560,6,103.52,21,1398,7.358250141143799,0.21686671674251556,,,0.0001,0.2,0.0068470337,0.3582117962837219,0.5038405656814575,,-0.233544762134552,685,0.052578125,,,-0.0009916362189687788,,,,,,,,,,
711680,7,103.68,25,1391,7.347339630126953,0.10500878095626831,,,0.0001,0.2,0.0059766723,0.3016752265393734,0.7940617203712463,,-0.2596319301426411,690,0.05390625,,,-0.0035281745856627824,,,,,,,,,,
716800,8,98.25,29,1392,7.594513416290283,0.17371922731399536,,,0.0001,0.2,0.0036529521,0.34914707630872727,0.4126628041267395,,-0.22268472895026206,695,0.0417578125,,,-0.0014055844163522123,,,,,,,,,,
721920,9,101.46,33,1394,7.544188976287842,0.13248853385448456,,,0.0001,0.2,0.0047545256,0.28621942445635795,0.4673740267753601,,-0.21373532697558403,700,0.0453125,,,-0.00012115665478631854,,,,,,,,,,
727040,10,101.96,36,1394,7.538039684295654,0.10181781649589539,,,0.0001,0.2,0.0073042484,0.29162552565336225,0.5694305300712585,,-0.22222909286618234,705,0.04671875,,,-0.0017223181203007698,,,,,,,,,,
,,,,,,0.09502249956130981,,,0.0001,0.2,0.006677469,0.21682055696845054,0.33320605754852295,,-0.21559997126460076,710,0.05765625,,,-0.0014259546110406518,,,512000,108.79,7.234377601742745,0.96,2,1.6857423832421172,0,53.62206542086942
,,,,,,,,,,,,,,,,,,,,,,,512000,115.45,6.817915531992912,0.91,2,2.6188161376476904,0,71.14989458881861
732160,1,106.14,2,1996,7.377157688140869,,2,0.0001,,,,,,512000,,,,320,8,,0.008,8,,,,,,,,
737280,2,110.07,6,1516,7.276735305786133,0.08782897889614105,,,0.0001,0.2,0.011082141,0.2188104683160782,0.5152511596679688,,-0.2055067352950573,715,0.0651171875,,,-0.001597105385735631,,,,,,,,,,
742400,3,112.99,10,1403,7.173614501953125,0.11019621789455414,,,0.0001,0.2,0.00662054,0.23682112932205202,0.4947478771209717,,-0.2318221892416477,720,0.0469921875,,,-0.002570601743645966,,,,,,,,,,
747520,4,108.67,15,1349,7.282507419586182,0.11561060696840286,,,0.0001,0.2,0.0032967844,0.2268807063996792,0.5312244892120361,,-0.22208182647824287,725,0.038359375,,,-0.0005596241308376193,,,,,,,,,,
752640,5,107.15,19,1325,7.307908535003662,0.13611376285552979,,,0.0001,0.2,0.005343226,0.2650411404669285,0.49850791692733765,,-0.2385628941655159,730,0.0589453125,,,-0.0010641130432486534,,,,,,,,,,
757760,6,110.06,23,1307,7.213916778564453,0.11068413406610489,,,0.0001,0.2,0.006801645,0.2342728477716446,0.6314765810966492,,-0.27011620193719865,735,0.059453125,,,-0.0013331744726747274,,,,,,,,,,
762880,7,117.09,27,1286,6.89315128326416,0.14613884687423706,,,0.0001,0.2,0.0038472624,0.2952515909075737,0.6824162602424622,,-0.28937274038791655,740,0.0539453125,,,3.320601303130388e-05,,,,,,,,,,
768000,8,109.97,32,1278,7.040124893188477,0.12460348755121231,,,0.0001,0.2,0.008555191,0.2928926853835583,0.795581042766571,,-0.32152130097150805,745,0.0640234375,,,-0.0010023998143151402,,,,,,,,,,
773120,9,108.02,36,1279,7.062867641448975,0.1568901389837265,,,0.0001,0.2,0.007088578,0.30576869353652003,0.595852792263031,,-0.24897245436906815,750,0.04953125,,,-0.00023997327778488398,,,,,,,,,,
778240,10,118.13,39,1286,6.7423930168151855,0.10998912900686264,,,0.0001,0.2,0.0049502864,0.2853807303309441,0.8447043895721436,,-0.3069071382284164,755,0.0408203125,,,-0.0005237380508333444,,,,,,,,,,
,,,,,,0.1576520800590515,,,0.0001,0.2,0.00421388,0.3794810876250267,0.8428906202316284,,-0.30378968089818953,760,0.05734375,,,-5.9509482234716415e-05,,,563200,100.55,7.355083087086678,0.97,2,1.654640667976369,0,46.29522113566367
,,,,,,,,,,,,,,,,,,,,,,,563200,101.9,7.374131025373936,0.97,2,1.451149505599439,0,49.511311838811146
,,,,,,,,,,,,,,,,,,,,,,,563200,115.74,6.872300473451614,0.92,2,2.485666401672022,0,67.27638813134962
783360,1,119.01,2,1878,6.726294994354248,,2,0.0001,,,,,,563200,,,,320,8,,0.008,8,,,,,,,,
788480,2,104.98,6,1499,7.2130818367004395,0.16123206913471222,,,0.0001,0.2,0.004321182,0.41142205834388734,0.8405700922012329,,-0.2775785748660564,765,0.05203125,,,-0.0010812907759100198,,,,,,,,,,
793600,3,111.89,10,1445,6.9402852058410645,0.16607354581356049,,,0.0001,0.2,0.0035216156,0.3998313120007515,0.7129865288734436,,-0.22930161371827126,770,0.0391015625,,,-0.0006414720602333546,,,,,,,,,,
798720,4,113.04,14,1408,6.910722732543945,0.14878937602043152,,,0.0001,0.2,0.007860143,0.34712882459163663,0.8850561380386353,,-0.30583328753709793,775,0.0598046875,,,-0.0018444259231910108,,,,,,,,,,
803840,5,103.28,18,1390,7.221275806427002,0.21862150728702545,,,0.0001,0.2,0.004112971,0.4874785429239273,0.8607931733131409,,-0.30156812161207197,780,0.0571484375,,,-0.0040219771396368745,,,,,,,,,,
808960,6,103.22,22,1378,7.209099769592285,0.1789131462574005,,,0.0001,0.2,0.004543774,0.41519323229789734,0.7102515697479248,,-0.22055706411600112,785,0.03796875,,,-0.002700990536250174,,,,,,,,,,
814080,7,108.99,26,1366,7.079703330993652,0.17852571606636047,,,0.0001,0.2,0.0033939718,0.3766051858663559,0.8115676045417786,,-0.22868032783269882,790,0.037109375,,,-0.0016522907931357622,,,,,,,,,,
819200,8,115.05,30,1362,6.995369911193848,0.14799617230892181,,,0.0001,0.2,0.0035898476,0.48179163336753844,0.8536374568939209,,-0.2819588625431061,795,0.035703125,,,-0.0010478484351187944,,,,,,,,,,
824320,9,119.02,33,1358,6.9528093338012695,0.29747506976127625,,,0.0001,0.2,0.0045000673,0.5684657609462738,0.8192622065544128,,-0.27034486055374146,800,0.041328125,,,-0.0021445702388882635,,,,,,,,,,
829440,10,113.96,37,1348,7.087254047393799,0.25925981998443604,,,0.0001,0.2,0.0059627285,0.6245829513669015,0.6210437417030334,,-0.21874068781733513,805,0.0498046875,,,-0.0011834647809155286,,,,,,,,,,
,,,,,,0.20476937294006348,,,0.0001,0.2,0.005779662,0.46501323729753496,0.6805996298789978,,-0.2175064417719841,810,0.0494140625,,,-0.001505782213062048,,,614400,105.0,7.389325337409973,0.98,2,1.291138417041195,0,47.50515761472642
,,,,,,,,,,,,,,,,,,,,,,,614400,103.48,7.424173519611359,0.98,2,1.2245854312404927,0,46.22671954616724
,,,,,,,,,,,,,,,,,,,,,,,614400,105.55,7.317301715314389,0.97,2,1.538098541819916,0,54.60849292921386
834560,1,130.46,3,1597,7.23072624206543,,,,,,,,,,,,,,,,,,,,,,,,,
839680,1,157.8,2,1928,6.974573135375977,1.0377684831619263,3,0.0002,0.0002,0.2,0.01033689,2.129987086057663,0.42995017766952515,0,-0.27262674897909167,815,0.0844140625,440,11,-0.0007298483327031136,0.015,15,,,,,,,,
844800,2,187.79,6,1507,6.610598087310791,0.6122379302978516,,,0.0002,0.2,0.013366826,1.168823584318161,0.561445415019989,,-0.32083674281835556,820,0.1012890625,,,-0.0006623349571600556,,,,,,,,,,
849920,3,218.73,10,1417,6.280548095703125,0.5164754986763,,,0.0002,0.2,0.011352475,1.058406830430031,0.5105039477348328,,-0.31903047174215315,825,0.08078125,,,0.0011357952561229468,,,,,,,,,,
855040,4,254.2,14,1378,5.933295726776123,0.4280545711517334,,,0.0002,0.2,0.010480536,0.8673037683963776,0.6067174673080444,,-0.3332620018720627,830,0.083046875,,,-0.0005759210512042046,,,,,,,,,,
860160,5,272.59,18,1349,5.813021659851074,0.4076906144618988,,,0.0002,0.2,0.010071581,1.0589714646339417,0.4546729326248169,,-0.3001046794652939,835,0.071171875,,,2.133359666913748e-05,,,,,,,,,,
865280,6,265.94,23,1333,5.938121318817139,0.6652548313140869,,,0.0002,0.2,0.007903991,1.1809137618541719,0.28561240434646606,,-0.3220807737112045,840,0.0693359375,,,-0.00137760026846081,,,,,,,,,,
870400,7,271.03,27,1326,6.0215373039245605,0.5072339177131653,,,0.0002,0.2,0.0068733394,1.0443059772253036,0.103279709815979,,-0.3547804129123688,845,0.072421875,,,-2.3575513623654842e-05,,,,,,,,,,
875520,8,275.85,31,1316,5.934534072875977,0.296278178691864,,,0.0002,0.2,0.010327824,0.7757314372062684,0.027463912963867188,,-0.33510039061307906,850,0.080625,,,-0.0016038329433649778,,,,,,,,,,
880640,9,275.77,34,1337,5.857986927032471,0.37463611364364624,,,0.0002,0.2,0.009401284,0.5753345122704139,0.26502811908721924,,-0.31243043450208813,852,0.042868589743589744,,,0.0023255253998705973,,,,,,,,,,
885760,10,268.26,38,1334,5.915945053100586,0.18336892127990723,,,0.0002,0.2,0.015876483,0.511671567261219,0.38139742612838745,,-0.3502730840444565,857,0.0954296875,,,-0.0014868517499417066,,,,,,,,,,
890880,1,268.16,2,2075,5.913200855255127,0.33907201886177063,3,0.00018293333333333335,0.0002,0.2,0.010729021,0.8682512551546097,0.19689464569091797,51200,-0.37335296511650085,862,0.0750390625,440,11,0.00012398875318467617,0.014445333333333333,15,,,,,,,,
896000,2,266.25,6,1569,5.873325824737549,0.4494125247001648,,,0.00018293333333333335,0.2,0.007842011,0.8688921928405762,0.2819298505783081,,-0.3621417608857155,867,0.0746484375,,,-0.0008387872669845819,,,,,,,,,,
901120,3,264.91,10,1458,5.994480609893799,0.2756119966506958,,,0.00018293333333333335,0.2,0.007947241,0.7074451023340225,0.42593270540237427,,-0.3672453051805496,872,0.0742578125,,,-0.0012391839269548656,,,,,,,,,,
906240,4,260.82,14,1410,6.26680850982666,0.1705893874168396,,,0.00018293333333333335,0.2,0.013261628,0.5352605478465557,0.35186439752578735,,-0.370242937207222,877,0.0865625,,,-0.0012428390001878143,,,,,,,,,,
911360,5,271.81,18,1377,5.977953910827637,0.3858247995376587,,,0.00018293333333333335,0.2,0.020738851,0.7910507959127426,0.30485373735427856,,-0.3680916783213615,882,0.120390625,,,-0.001496937214396894,,,,,,,,,,
916480,6,276.79,22,1368,5.940749645233154,0.2856171727180481,,,0.00018293333333333335,0.2,0.010356954,0.6025354191660881,0.18469685316085815,,-0.34600058525800703,887,0.09296875,,,-0.002007255363278091,,,,,,,,,,
921600,7,279.41,26,1361,5.859221935272217,0.2383807897567749,,,0.00018293333333333335,0.2,0.007403516,0.6316246980428696,0.24754256010055542,,-0.3496580722928047,892,0.0736328125,,,-3.298727329820395e-05,,,,,,,,,,
926720,8,274.05,30,1347,5.94819450378418,0.2824939489364624,,,0.00018293333333333335,0.2,0.0054323496,0.5913184177875519,0.3100124001502991,,-0.3244736734032631,897,0.063125,,,-0.0004353441670536995,,,,,,,,,,
931840,9,269.1,34,1336,6.045510768890381,0.38860660791397095,,,0.00018293333333333335,0.2,0.012718348,0.6587806099653244,0.25789380073547363,,-0.33147202342748644,902,0.0883203125,,,-0.0027666933927685024,,,,,,,,,,
936960,10,263.0,38,1330,6.088181018829346,0.23378442227840424,,,0.00018293333333333335,0.2,0.009102432,0.6124706336855888,0.25150537490844727,,-0.3064206913113594,907,0.0778515625,,,0.00037944660522043705,,,,,,,,,,
942080,1,260.27,2,1962,6.116267204284668,0.29002657532691956,3,0.00016586666666666667,0.00018293333333333335,0.2,0.005379756,0.6170204475522041,0.39586180448532104,102400,-0.3189011666178703,912,0.0610546875,440,11,-0.00041236478835344315,0.013890666666666666,15,,,,,,,,
947200,2,258.52,6,1539,6.124823570251465,0.20634032785892487,,,0.00016586666666666667,0.2,0.006259852,0.5582911986112594,0.5371828675270081,,-0.31612165689468386,917,0.0623828125,,,0.00043338581919670103,,,,,,,,,,
952320,3,261.71,10,1444,6.090100288391113,0.21072715520858765,,,0.00016586666666666667,0.2,0.008256823,0.5795968425273895,0.5277349948883057,,-0.3307137253880501,922,0.067890625,,,-0.0010442353039979936,,,,,,,,,,
957440,4,261.37,14,1398,6.056406021118164,0.19372333586215973,,,0.00016586666666666667,0.2,0.007248707,0.5235978299379349,0.4024374485015869,,-0.29635347694158554,927,0.061640625,,,-0.00110326636582613,,,,,,,,,,
962560,5,262.0,18,1365,6.04793643951416,0.28421854972839355,,,0.00016586666666666667,0.2,0.0057986183,0.5450127699971199,0.5510534048080444,,-0.3113695043325424,932,0.057578125,,,-0.0023164038173854352,,,,,,,,,,
967680,6,254.53,22,1359,6.248687267303467,0.24112272262573242,,,0.00016586666666666667,0.2,0.006958019,0.6052769988775253,0.4593970775604248,,-0.3195295894145966,937,0.073984375,,,-0.00016421739477664231,,,,,,,,,,
972800,7,258.1,26,1350,6.257025241851807,0.28823813796043396,,,0.00016586666666666667,0.2,0.0076573947,0.5722764959931373,0.5951571464538574,,-0.3186706352233887,942,0.0709375,,,-0.0022728423541411758,,,,,,,,,,
977920,8,264.05,30,1348,6.035150527954102,0.23257870972156525,,,0.00016586666666666667,0.2,0.01056496,0.5691709138453007,0.7027239203453064,,-0.33543735861778257,947,0.0741015625,,,-0.0009954505460336804,,,,,,,,,,
983040,9,265.55,34,1340,6.141804218292236,0.2827940583229065,,,0.00016586666666666667,0.2,0.007975271,0.5838152858614921,0.5231773853302002,,-0.3355104821920395,952,0.0684375,,,-0.0007010016543790698,,,,,,,,,,
988160,10,257.1,38,1334,6.331998825073242,0.26649126410484314,,,0.00016586666666666667,0.2,0.0072124572,0.7111340409517288,0.24518150091171265,,-0.3161836263537407,957,0.068984375,,,-0.0029307380178943275,,,,,,,,,,
993280,1,270.29,2,1985,5.913999080657959,0.2635769546031952,3,0.0001488,0.00016586666666666667,0.2,0.007276212,0.6470523872971534,0.3528558015823364,153600,-0.30385618537664416,962,0.0729296875,440,11,-0.002259009969420731,0.013335999999999999,15,,,,,,,,
998400,2,266.23,6,1541,6.137806415557861,0.14347991347312927,,,0.0001488,0.2,0.006538406,0.4564830695092678,0.42808640003204346,,-0.3072435709834099,967,0.05578125,,,-0.0012771646678447724,,,,,,,,,,
1003520,3,266.53,10,1430,6.165255546569824,0.3530186712741852,,,0.0001488,0.2,0.008090698,0.6047594946622848,0.3153330683708191,,-0.30946883991360663,972,0.0578515625,,,-0.0009791671764105558,,,,,,,,,,
1008640,4,263.4,14,1381,6.08952522277832,0.2069697231054306,,,0.0001488,0.2,0.010511552,0.5561573797464371,0.4659968614578247,,-0.29758808881044385,977,0.0547265625,,,-0.001671217205002904,,,,,,,,,,
1013760,5,269.22,18,1352,5.9239726066589355,0.18263021111488342,,,0.0001488,0.2,0.0065597794,0.521338298022747,0.324968159198761,,-0.3368097272515297,982,0.049765625,,,-0.0010193245881237089,,,,,,,,,,
1018880,6,269.43,22,1336,6.0614333152771,0.2587219774723053,,,0.0001488,0.2,0.006085671,0.5437320947647095,0.46979445219039917,,-0.3235266774892807,987,0.0691015625,,,-0.0010668765148147941,,,,,,,,,,
1024000,7,265.71,27,1323,6.139388561248779,0.23742622137069702,,,0.0001488,0.2,0.0081937965,0.5924199041724205,0.5417568683624268,,-0.3171739888191223,992,0.0560546875,,,-0.0019040152849629521,,,,,,,,,,
1029120,8,274.68,31,1318,5.9067254066467285,0.23843783140182495,,,0.0001488,0.2,0.0065012276,0.56531753718853,0.4275549054145813,,-0.3242245385050774,997,0.065546875,,,-0.0030280394246801736,,,,,,,,,,
1034240,9,277.91,35,1314,5.821661472320557,0.3685729205608368,,,0.0001488,0.2,0.0043707993,0.6442070278525353,0.4431605339050293,,-0.31707247853279114,1002,0.0493359375,,,-0.001334719117730856,,,,,,,,,,
1039360,10,272.16,38,1313,5.949007034301758,0.25611138343811035,,,0.0001488,0.2,0.0069376836,0.5655202600359917,0.42113345861434937,,-0.3064386348426342,1007,0.0574609375,,,-0.0009796979278326034,,,,,,,,,,
,,,,,,0.20736736059188843,,,0.0001488,0.2,0.006262792,0.5799582850933075,0.47450584173202515,,-0.29822209268808364,1012,0.0590625,,,-0.0008493204880505801,,,204800,259.14,6.251552303358912,0.87,3,2.5097503597257234,0,95.15587422750104
1044480,1,268.32,2,1792,6.01998233795166,,3,0.00013173333333333336,,,,,,204800,,,,440,11,,0.014781333333333332,15,,,,,,,,
1049600,2,266.37,7,1452,5.877107620239258,0.28085267543792725,,,0.00013173333333333336,0.2,0.0056091556,0.7726007920503616,0.28465479612350464,,-0.2849711312353611,1017,0.055546875,,,-0.001987316790036857,,,,,,,,,,
1054720,3,266.03,11,1391,5.789459228515625,0.1618761271238327,,,0.00013173333333333336,0.2,0.0049959966,0.4367799311876297,0.49689966440200806,,-0.27620731621980665,1022,0.0579296875,,,-0.0018149895686656236,,,,,,,,,,
1059840,4,255.43,14,1366,6.069469451904297,0.22221271693706512,,,0.00013173333333333336,0.2,0.0051655057,0.5279887250065803,0.5832895636558533,,-0.28168860629200937,1027,0.055625,,,-0.0015439978148788214,,,,,,,,,,
1064960,5,269.76,19,1347,5.710636615753174,0.3174803853034973,,,0.00013173333333333336,0.2,0.0045472346,0.7650662696361542,0.34114307165145874,,-0.2952737122774124,1032,0.046328125,,,-0.001008238773792982,,,,,,,,,,
1070080,6,262.9,23,1327,5.808257579803467,0.3602467477321625,,,0.00013173333333333336,0.2,0.0038092094,0.6701195439696312,0.5272253155708313,,-0.3182002252340317,1037,0.053203125,,,-0.0018186998972669244,,,,,,,,,,
