rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/learning_rate,train/loss,train/entropy_loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
20.0648182,607,61.35,155648,256,38,110.76497097015381,0.0003,49.101905822753906,-0.6998611032962799,370,0.004721214,0.19360148906707764,0.2,-0.003412190664676018,0.0388427734375,,
15.18045459,611,68.82,159744,261,39,99.09429364204406,0.0003,47.986507415771484,-0.7710273634642363,380,0.005212185,0.3734952211380005,0.2,-0.0034183322146418504,0.04658203125,,
,,,160000,,,119.25357785224915,0.0003,59.82048797607422,-0.7426568951457739,390,0.00510516,0.42464298009872437,0.2,-0.00356309860071633,0.04501953125,60.56,23.275816867351534
18.32218184,607,66.39,163840,269,40,,,,,,,,,,,,
15.741272749999998,610,68.68,167936,275,41,136.68137464523315,0.0003,81.42500305175781,-0.7036513470113277,400,0.0059220893,0.3848280906677246,0.2,-0.006314041239966173,0.0559326171875,,
,,,170000,,,157.85603222846984,0.0003,76.88652801513672,-0.7521244164556264,410,0.004711153,0.36862683296203613,0.2,-0.0029469538887497036,0.0361572265625,69.28,14.80054405927658
24.856090930000004,607,57.0,172032,283,42,,,,,,,,,,,,
13.792545480000001,611,67.51,176128,287,43,168.08581666946412,0.0003,81.04838562011719,-0.6964294299483299,420,0.005395662,0.3827590346336365,0.2,-0.006107535898627248,0.04833984375,,
,,,180000,,,159.39758038520813,0.0003,73.50765991210938,-0.7251108884811401,430,0.0037397612,0.35925447940826416,0.2,-0.0027819644048577173,0.02509765625,48.18,33.12290791630745
18.49900003,610,65.33,180224,295,44,,,,,,,,,,,,
20.87072729,614,59.62,184320,300,45,145.7286651134491,0.0003,71.65033721923828,-0.7274651169776917,440,0.0047449917,0.37757742404937744,0.2,-0.0022925091601791792,0.02080078125,,
20.7428182,613,60.44,188416,307,46,142.96693930625915,0.0003,65.93260192871094,-0.6948681939393282,450,0.0034452686,0.5642867088317871,0.2,-0.004363660739181796,0.0408935546875,,
,,,190000,,,159.0476939201355,0.0003,71.10287475585938,-0.7113144543021918,460,0.0054019294,0.38754427433013916,0.2,-0.005782158676447579,0.039697265625,54.66,27.872726027965545
20.567636390000004,608,62.35,192512,316,47,,,,,,,,,,,,
14.685090939999998,611,65.89,196608,321,48,159.15833859443666,0.0003,75.55824279785156,-0.7195282805711031,470,0.004394305,0.5168725252151489,0.2,-0.004415141315257642,0.0376220703125,,
,,,200000,,,169.16752004623413,0.0003,77.41055297851562,-0.6715844940394163,480,0.00497189,0.4612833261489868,0.2,-0.003547360696393298,0.0339111328125,70.28,13.1512713265419
23.12109094,605,59.06,200704,331,49,,,,,,,,,,,,
20.6687273,607,59.36,204800,337,50,163.48385653495788,0.0003,74.29927062988281,-0.665513490140438,490,0.003938102,0.34883368015289307,0.2,-0.004162288126826752,0.0384033203125,,
23.508272749999996,609,56.05,208896,342,51,142.85749459266663,0.0003,56.42829513549805,-0.6922093030065298,500,0.005365165,0.427876353263855,0.2,-0.00379386392669403,0.051708984375,,
,,,210000,,,134.59541244506835,0.0003,83.5764389038086,-0.6092436335980892,510,0.0048135296,0.18121373653411865,0.2,-0.004700549748667982,0.0454345703125,46.4,34.78999883890152
27.12063639,607,54.09,212992,350,52,,,,,,,,,,,,
21.807545490000006,609,59.84,217088,355,53,92.73269405364991,0.0003,46.95696258544922,-0.6686142403632402,520,0.0037543178,0.35559403896331787,0.2,-0.0036882724292809145,0.032275390625,,
,,,220000,,,119.01687669754028,0.0003,73.14412689208984,-0.6604336731135845,530,0.004231371,0.5409327745437622,0.2,-0.003070096203737194,0.03447265625,71.1,12.362180407047271
24.16018185,607,57.38,221184,364,54,,,,,,,,,,,,
33.102909100000005,610,47.63,225280,369,55,121.26701607704163,0.0003,57.16908645629883,-0.614657237008214,540,0.0044544702,0.42866766452789307,0.2,-0.0035907549943658525,0.0450439453125,,
27.553545480000004,613,53.67,229376,374,56,109.83111758232117,0.0003,51.192691802978516,-0.6082285273820162,550,0.003099642,0.38566577434539795,0.2,-0.003595258851419203,0.0324462890625,,
,,,230000,,,123.23068046569824,0.0003,58.78513717651367,-0.616284316033125,560,0.005109852,0.4417308568954468,0.2,-0.0043361569929402325,0.0451171875,48.24,32.90490791559219
17.66254549,612,63.95,233472,381,57,,,,,,,,,,,,
32.9139091,615,48.11,237568,386,58,125.11949758529663,0.0003,56.67985916137695,-0.6005305461585522,570,0.0040904228,0.5036836862564087,0.2,-0.002354697941336781,0.05361328125,,
,,,240000,,,103.13406219482422,0.0003,51.382652282714844,-0.579828516766429,580,0.004752461,0.33503103256225586,0.2,-0.004681310536398087,0.05419921875,60.02,22.241635071039198
30.527454560000002,613,49.43,241664,394,59,,,,,,,,,,,,
20.26345458,614,58.18,245760,400,60,105.33607277870178,0.0003,46.8435173034668,-0.5705708522349596,590,0.004913452,0.3564046025276184,0.2,-0.004458412418898661,0.046728515625,,
25.006000040000004,615,55.54,249856,405,61,102.79602942466735,0.0003,46.59248352050781,-0.5540786815807224,600,0.0033857364,0.42278963327407837,0.2,-0.0023649792667129075,0.02861328125,,
,,,250000,,,102.54343209266662,0.0003,47.07312774658203,-0.5946702443063259,610,0.0040236018,0.5439424514770508,0.2,-0.0033476043594419026,0.0377197265625,50.54,29.035635184049607
32.2078182,612,47.52,253952,414,62,,,,,,,,,,,,
28.873272750000005,614,51.88,258048,419,63,114.93120546340943,0.0003,53.21126937866211,-0.5815008316189051,620,0.0031261141,0.5681091547012329,0.2,-0.0029100039377226495,0.0294677734375,,
,,,260000,,,125.65699152946472,0.0003,55.81496810913086,-0.5662348624318838,630,0.0026646066,0.5693322420120239,0.2,-0.0031802397716091946,0.0250244140625,42.3,36.78690798640251
29.216818200000002,613,51.89,262144,427,64,,,,,,,,,,,,
26.68318183,615,54.87,266240,432,65,137.80749731063844,0.0003,70.062744140625,-0.5844346534460783,640,0.0035049499,0.5160909295082092,0.2,-0.002446802327176556,0.026611328125,,
,,,270000,,,134.23551630973816,0.0003,63.204803466796875,-0.5802500765770674,650,0.0032035129,0.46800899505615234,0.2,-0.0033930165838683022,0.0262939453125,46.92,33.167817029953
26.79009093,614,53.78,270336,439,66,,,,,,,,,,,,
28.179636379999998,617,52.61,274432,444,67,114.92403402328492,0.0003,58.671417236328125,-0.5582377912476659,660,0.003027079,0.45922422409057617,0.2,-0.0027514108587638475,0.0294189453125,,
34.1308182,619,45.26,278528,449,68,108.71350440979003,0.0003,46.66699981689453,-0.5650598682463169,670,0.0049624527,0.31922197341918945,0.2,-0.0038172116699570326,0.0544921875,,
,,,280000,,,116.01768012046814,0.0003,51.115074157714844,-0.5516594618558883,680,0.0044451123,0.4219907522201538,0.2,-0.0023564114439068363,0.0506591796875,59.02,21.96854418158531
27.06609092,618,53.65,282624,456,69,,,,,,,,,,,,
23.18981821,620,58.04,286720,461,70,100.8658260345459,0.0003,54.73808670043945,-0.5788757633417845,690,0.0038923356,0.4793608784675598,0.2,-0.0027724894549464806,0.048583984375,,
,,,290000,,,111.89745669364929,0.0003,62.34419631958008,-0.5782042279839515,700,0.0038676956,0.4628376364707947,0.2,-0.0030757832748349754,0.039990234375,50.98,31.395998784303664
30.209272740000007,619,50.26,290816,469,71,,,,,,,,,,,,
30.4137273,621,49.59,294912,474,72,85.71015238761902,0.0003,45.93730163574219,-0.5868904702365398,710,0.0049197776,0.34575873613357544,0.2,-0.003851136172306724,0.05400390625,,
27.245272750000005,623,53.79,299008,479,73,72.73100438117982,0.0003,35.594329833984375,-0.5912577524781227,720,0.0065317815,0.41732197999954224,0.2,-0.003713529053493403,0.0652587890625,,
,,,300000,,,106.83715353012084,0.0003,47.199092864990234,-0.6015521559864283,730,0.0042925784,0.5033689737319946,0.2,-0.0018719699117355048,0.046044921875,55.58,25.843635115623474
28.10263639,622,51.75,303104,487,74,,,,,,,,,,,,
34.21536364000001,624,46.0,307200,492,75,85.18632884025574,0.0003,42.175987243652344,-0.6011661689728498,740,0.0046410523,0.5325862169265747,0.2,-0.0026990881044184787,0.0388671875,,
,,,310000,,,97.22083168029785,0.0003,47.22309494018555,-0.5953765526413918,750,0.005218869,0.4168429374694824,0.2,-0.004125160486728419,0.0498291015625,64.12,17.375453219413757
24.73736365,623,56.43,311296,499,76,,,,,,,,,,,,
23.118727300000003,625,57.51,315392,504,77,96.86120014190674,0.0003,46.59199523925781,-0.6242178715765476,760,0.005152271,0.43858784437179565,0.2,-0.0030096556394710204,0.0490234375,,
27.748545479999997,627,52.72,319488,509,78,113.80887713432313,0.0003,49.86941909790039,-0.6402176842093468,770,0.0037945386,0.5045049786567688,0.2,-0.0011837063721031882,0.031640625,,
,,,320000,,,128.11438069343566,0.0003,60.867088317871094,-0.6121930364519358,780,0.0038798598,0.5505585670471191,0.2,-0.0032580162820522673,0.0333984375,57.7,24.857635090351106
33.74127273999999,626,45.92,323584,516,79,,,,,,,,,,,,
33.474636370000006,628,46.86,327680,521,80,83.3926560640335,0.0003,38.34051513671875,-0.5463101081550121,790,0.007238033,0.19367247819900513,0.2,-0.005027070178766735,0.0687255859375,,
,,,330000,,,74.81460497379302,0.0003,33.87685012817383,-0.5740395687520504,800,0.005525881,0.3281247615814209,0.2,-0.003013153123902157,0.049560546875,49.14,26.676907880306246
29.051181840000005,627,50.66,331776,528,81,,,,,,,,,,,,
30.207363649999998,629,49.77,335872,533,82,69.26294102668763,0.0003,27.848861694335938,-0.5973299439996481,810,0.0048623914,0.4423093795776367,0.2,-0.004491988380323164,0.0525634765625,,
28.88172729,631,52.18,339968,538,83,86.40308380126953,0.0003,43.611759185791016,-0.573041895031929,820,0.004035797,0.347420871257782,0.2,-0.0022689822988468224,0.0521484375,,
,,,340000,,,72.47110247612,0.0003,35.040836334228516,-0.605494874343276,830,0.0051507326,0.3657129406929016,0.2,-0.004101846434059553,0.059765625,58.78,22.030544184446335
25.280090939999994,630,55.22,344064,545,84,,,,,,,,,,,,
25.92536366,632,54.51,348160,550,85,85.89838786125183,0.0003,42.596397399902344,-0.6300904057919979,840,0.004599031,0.5544635653495789,0.2,-0.002404588345962111,0.041162109375,,
,,,350000,,,110.27822756767273,0.0003,53.244754791259766,-0.5936151299625635,850,0.004665911,0.5481363534927368,0.2,-0.0042710216017439965,0.0450927734375,56.48,25.05363510489464
25.545090949999995,630,54.47,352256,558,86,,,,,,,,,,,,
30.33854547,632,49.37,356352,563,87,115.89609341621399,0.0003,49.632816314697266,-0.6220045108348131,860,0.0033692862,0.6235830783843994,0.2,-0.003559350834984798,0.03349609375,,
,,,360000,,,107.15456013679504,0.0003,58.13620376586914,-0.5907259985804558,870,0.0044776574,0.48440027236938477,0.2,-0.0025804330070968717,0.0346923828125,60.24,20.50254416704178
30.58427275,631,49.51,360448,570,88,,,,,,,,,,,,
26.812909100000002,632,52.65,364544,575,89,108.09499778747559,0.0003,40.83074188232422,-0.598080001398921,880,0.00360002,0.550035834312439,0.2,-0.0032930976085481234,0.0495361328125,,
24.08836363,634,52.28,368640,580,90,123.33066849708557,0.0003,57.84065628051758,-0.5845775961875915,890,0.004007181,0.39732789993286133,0.2,-0.0030752974533243107,0.0407470703125,,
,,,370000,,,92.876993227005,0.0003,44.65266799926758,-0.5555573228746653,900,0.005289396,0.4419047236442566,0.2,-0.002264160545746563,0.0447265625,51.42,29.337816976308822
28.111272740000008,634,49.89,372736,587,91,,,,,,,,,,,,
26.42927275,635,55.01,376832,592,92,100.40630960464478,0.0003,51.01236343383789,-0.6268091324716807,910,0.004646091,0.47624337673187256,0.2,-0.0024399614805588497,0.049072265625,,
,,,380000,,,100.58321642875671,0.0003,33.60051345825195,-0.6537493173032999,920,0.0061577926,0.5122305154800415,0.2,-0.003797211070195772,0.06806640625,58.16,22.656544191837312
24.93954548000001,634,55.85,380928,600,93,,,,,,,,,,,,
29.092636380000002,636,51.7,385024,604,94,114.19566864967346,0.0003,44.26279067993164,-0.6310111027210951,930,0.0047881138,0.5280722379684448,0.2,-0.0030347633030032737,0.0567138671875,,
27.28218185,637,52.89,389120,610,95,124.2506706237793,0.0003,60.189064025878906,-0.641830375418067,940,0.005730604,0.33360642194747925,0.2,-0.004086099307460245,0.05888671875,,
,,,390000,,,96.88231320381165,0.0003,43.787776947021484,-0.6101065874099731,950,0.0027722858,0.5508537292480469,0.2,-0.001610371250717435,0.033837890625,51.04,29.701816980838775
29.0148182,636,48.35,393216,617,96,,,,,,,,,,,,
22.848000029999998,638,58.4,397312,622,97,107.85278606414795,0.0003,44.30195999145508,-0.5680729269981384,960,0.004675711,0.4632173180580139,0.2,-0.0023881105371401645,0.0418212890625,,
,,,400000,,,130.83871006965637,0.0003,67.16840362548828,-0.6583514224737883,970,0.008333338,0.49027419090270996,0.2,-0.0020880815995042213,0.063037109375,50.4,30.28381698846817
34.0799091,637,45.79,401408,629,98,,,,,,,,,,,,
30.545818200000003,638,49.86,405504,634,99,103.19371471405029,0.0003,49.72051239013672,-0.592173184081912,980,0.004839319,0.4112473726272583,0.2,-0.005467224800668191,0.05888671875,,
27.64654548,640,53.06,409600,639,100,113.40854496955872,0.0003,56.26103210449219,-0.6076638717204332,990,0.0037613288,0.45714807510375977,0.2,-0.0028449209596146828,0.03251953125,,
,,,410000,,,82.11209671497345,0.0003,41.123470306396484,-0.6421444453299046,1000,0.0056509767,0.4340721368789673,0.2,-0.004279016800865065,0.051171875,56.64,23.512544209957124
