rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/learning_rate,train/loss,train/entropy_loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
25.472545480000004,638,55.75,413696,647,101,,,,,,,,,,,,
29.874818180000002,639,48.9,417792,653,102,101.59784698486328,0.0003,40.5467643737793,-0.6101403281092643,1010,0.007234807,0.4720350503921509,0.2,-0.006485498393158195,0.0807861328125,,
,,,420000,,,79.49295022487641,0.0003,38.307064056396484,-0.5443159705027938,1020,0.0060426053,0.31728529930114746,0.2,-0.0029742235885350963,0.0538818359375,49.5,32.17690790057182
28.182818199999996,637,53.32,421888,661,103,,,,,,,,,,,,
30.071363650000002,638,51.33,425984,667,104,85.08830881118774,0.0003,35.33594512939453,-0.6246525716036558,1030,0.0051159756,0.36786407232284546,0.2,-0.0026436541869770736,0.0502685546875,,
,,,430000,,,85.09168782234192,0.0003,43.603660583496094,-0.6142080228775739,1040,0.004371614,0.4243471622467041,0.2,-0.004903492458106484,0.0648681640625,57.46,23.906544191837312
25.100000030000004,635,55.81,430080,676,105,,,,,,,,,,,,
24.89300003,636,55.42,434176,682,106,79.8328503370285,0.0003,37.200531005859375,-0.6449284661561251,1050,0.006398551,0.5120409727096558,0.2,-0.0023767369908455293,0.051611328125,,
21.620545489999998,637,59.79,438272,687,107,97.4477059841156,0.0003,43.685359954833984,-0.6098889280110598,1060,0.004596372,0.464325487613678,0.2,-0.0020860510674538093,0.058447265625,,
,,,440000,,,130.57634243965148,0.0003,70.88958740234375,-0.6285852670669556,1070,0.003704535,0.5700264573097229,0.2,-0.004248498872766504,0.0420654296875,43.72,35.437817068099974
21.435636399999993,635,60.79,442368,695,108,,,,,,,,,,,,
23.651545490000004,636,57.61,446464,701,109,117.47776470184326,0.0003,57.27678298950195,-0.639212305471301,1080,0.0063679274,0.5779494643211365,0.2,-0.0035328995742020196,0.04521484375,,
,,,450000,,,138.17218737602235,0.0003,59.57445526123047,-0.6478878438472748,1090,0.004837258,0.6141728162765503,0.2,-0.0024228312060586175,0.0376220703125,49.1,31.373817003965378
21.698545480000003,635,56.59,450560,709,110,,,,,,,,,,,,
22.244272750000004,635,53.55,454656,714,111,139.03801140785217,0.0003,77.67888641357422,-0.5765370775014163,1100,0.00315243,0.5232207775115967,0.2,-0.0020957596483640374,0.0310546875,,
29.066181850000003,636,51.01,458752,720,112,118.73162794113159,0.0003,48.72939682006836,-0.5720313688740134,1110,0.003104472,0.5973188281059265,0.2,-0.0010594836086966098,0.023681640625,,
,,,460000,,,153.75031595230104,0.0003,84.5376968383789,-0.585990822687745,1120,0.0044069495,0.5615829825401306,0.2,-0.004254525042779278,0.045458984375,46.02,29.055998818874357
29.7259091,635,48.59,462848,728,113,,,,,,,,,,,,
28.755181840000006,636,51.38,466944,733,114,150.20140252113342,0.0003,68.75096130371094,-0.5569723021239043,1130,0.0040833517,0.4820776581764221,0.2,-0.002721138374181464,0.0353271484375,,
,,,470000,,,119.03695859909058,0.0003,63.28174591064453,-0.6086607415229082,1140,0.0035640944,0.5597236156463623,0.2,-0.0020900185423670336,0.042431640625,55.4,25.88072602748871
31.82645456,634,47.22,471040,742,115,,,,,,,,,,,,
30.29500001,635,50.12,475136,748,116,114.26714930534362,0.0003,47.94845199584961,-0.5394146334379911,1150,0.004594924,0.425273060798645,0.2,-0.002455814287532121,0.0319091796875,,
30.67127274,635,50.12,479232,754,117,90.52589435577393,0.0003,48.4422607421875,-0.5888206716626883,1160,0.004720132,0.5306888818740845,0.2,-0.002262461443024222,0.0418212890625,,
,,,480000,,,112.05975642204285,0.0003,44.605709075927734,-0.5874089311808348,1170,0.007941198,0.40449684858322144,0.2,-0.0072245373303303495,0.0915283203125,57.28,23.733635103702547
31.240181830000004,633,49.43,483328,762,118,,,,,,,,,,,,
24.520272739999996,634,51.23,487424,768,119,93.9414276123047,0.0003,39.64210510253906,-0.5701148137450218,1180,0.006687733,0.2958018183708191,0.2,-0.0034688139057834633,0.08330078125,,
,,,490000,,,91.85552747249604,0.0003,48.84230041503906,-0.5244049847126007,1190,0.004858101,0.7085257172584534,0.2,-0.0037875162335694766,0.0552978515625,58.42,13.011816843748093
38.83545455,632,39.41,491520,777,120,,,,,,,,,,,,
32.10281819,632,48.02,495616,783,121,77.2653656244278,0.0003,38.901702880859375,-0.5258994208648801,1200,0.0049867076,0.3201017379760742,0.2,-0.0024716230196645483,0.0570556640625,,
28.82818184,633,50.72,499712,788,122,71.85629215240479,0.0003,31.9803409576416,-0.5455287715420127,1210,0.0053294455,0.4269200563430786,0.2,-0.0039021223114104942,0.0532958984375,,
,,,500000,,,89.94797410964966,0.0003,38.847225189208984,-0.569404062256217,1220,0.0037295893,0.5309481024742126,0.2,-0.002385653181408998,0.0435546875,43.28,36.355998876094816
25.291545490000004,632,54.71,503808,796,123,,,,,,,,,,,,
27.290090939999995,632,52.72,507904,802,124,93.13274879455567,0.0003,36.1685676574707,-0.6056008782237768,1230,0.0064488593,0.5788897275924683,0.2,-0.0028661215517786333,0.0563720703125,,
,,,510000,,,117.60687279701233,0.0003,65.51781463623047,-0.5899285450577736,1240,0.0047186986,0.5594749450683594,0.2,-0.00338722887536278,0.051318359375,50.32,24.78981695652008
36.86927274,631,41.76,512000,810,125,,,,,,,,,,,,
36.65036364,632,42.65,516096,816,126,103.29091329574585,0.0003,42.878814697265625,-0.5504764571785927,1250,0.004148145,0.4552251100540161,0.2,-0.0010873030754737557,0.036279296875,,
,,,520000,,,67.71424050331116,0.0003,29.488073348999023,-0.5354819398373365,1260,0.0071944594,0.11228412389755249,0.2,-0.004669566961820237,0.083056640625,48.42,29.212907938957215
29.057181849999996,631,50.54,520192,824,127,,,,,,,,,,,,
30.025363659999996,632,48.77,524288,829,128,63.57124471664429,0.0003,26.9034423828125,-0.5775011632591486,1270,0.006732987,0.463278591632843,0.2,-0.004584495928429533,0.0642822265625,,
27.33036365,632,50.82,528384,835,129,81.00775904655457,0.0003,33.71977233886719,-0.5302440349012614,1280,0.0037963293,0.5938356518745422,0.2,-0.0015326900975196622,0.0366455078125,,
,,,530000,,,108.13903231620789,0.0003,43.8209114074707,-0.5317249087616801,1290,0.005016288,0.7152915000915527,0.2,-0.0036391790898051115,0.059619140625,46.72,32.84236248850822
24.57136365000001,631,50.82,532480,843,130,,,,,,,,,,,,
30.031272740000006,631,50.42,536576,849,131,108.05663962364197,0.0003,50.71794128417969,-0.5318938445299863,1300,0.004031266,0.7929499745368958,0.2,-0.0020943785770214164,0.037548828125,,
,,,540000,,,137.5046404838562,0.0003,62.892147064208984,-0.6154479503631591,1310,0.0037742667,0.5109899640083313,0.2,-0.0015298802842153235,0.0345947265625,56.5,18.269635088443756
20.851000049999996,630,59.49,540672,857,132,,,,,,,,,,,,
29.956272749999997,631,49.72,544768,863,133,137.91829648017884,0.0003,64.06074523925781,-0.6345747247338295,1320,0.0066953506,0.6488785743713379,0.2,-0.0037798559540533462,0.05537109375,,
33.726363649999996,631,45.98,548864,868,134,117.66485595703125,0.0003,63.62074279785156,-0.587228599190712,1330,0.003658671,0.5855496525764465,0.2,-0.0020453091434319503,0.02978515625,,
,,,550000,,,96.67881984710694,0.0003,39.18315505981445,-0.6204155363142491,1340,0.0035197334,0.3672599792480469,0.2,-0.0009707958161015995,0.0437744140625,59.68,21.223635075092314
26.695636390000004,630,53.94,552960,877,135,,,,,,,,,,,,
35.07054546,630,44.38,557056,883,136,96.95904994010925,0.0003,48.44493103027344,-0.6265041574835777,1350,0.005333734,0.5689821243286133,0.2,-0.0038452605658676475,0.0504638671875,,
,,,560000,,,81.36174161434174,0.0003,42.71511459350586,-0.5645561885088682,1360,0.007152233,0.18214929103851318,0.2,-0.0071945814765058454,0.08203125,47.3,33.01690792679787
29.05945456,629,51.19,561152,891,137,,,,,,,,,,,,
24.575363639999992,630,51.44,565248,897,138,70.4882598400116,0.0003,36.05213928222656,-0.6172530684620142,1370,0.0067782206,0.3738207221031189,0.2,-0.003934148389089387,0.0827392578125,,
27.635636390000005,630,52.44,569344,902,139,62.93998129367829,0.0003,24.158926010131836,-0.5013177802786231,1380,0.0065055955,0.5129305720329285,0.2,-0.003136620634177234,0.0499755859375,,
,,,570000,,,71.10386347770691,0.0003,31.781761169433594,-0.6088974993675947,1390,0.005610038,0.5271264314651489,0.2,-0.003022788601811044,0.0540771484375,49.54,30.315635179281234
30.4428182,629,48.54,573440,911,140,,,,,,,,,,,,
28.77427275,629,50.08,577536,917,141,78.64137074947357,0.0003,51.516639709472656,-0.5466196175664664,1400,0.0060915723,0.5247577428817749,0.2,-0.0052498617296805605,0.04990234375,,
,,,580000,,,92.43743426799774,0.0003,47.04166030883789,-0.5903093174099923,1410,0.004570685,0.5992310643196106,0.2,-0.0037156528516788965,0.0427001953125,59.34,20.690180547237397
32.174818200000004,628,47.63,581632,925,142,,,,,,,,,,,,
31.05627274,628,48.97,585728,931,143,111.8135715007782,0.0003,55.1285285949707,-0.5941496279090643,1420,0.0058600316,0.5242353677749634,0.2,-0.005155488540185616,0.06796875,,
31.089272740000002,629,48.86,589824,937,144,97.9671799659729,0.0003,43.44525909423828,-0.5823692243546248,1430,0.004589873,0.5636024475097656,0.2,-0.004150281558395363,0.03544921875,,
,,,590000,,,114.18399982452392,0.0003,40.41559600830078,-0.5695770870894193,1440,0.00465056,0.4676070809364319,0.2,-0.0025267056829761715,0.0513671875,47.7,32.26072611093521
25.92063639,628,54.59,593920,945,145,,,,,,,,,,,,
28.83272729,628,51.86,598016,951,146,116.93843932151795,0.0003,62.606971740722656,-0.5973743110895157,1450,0.0052769594,0.5176893472671509,0.2,-0.002628439315594733,0.0528564453125,,
,,,600000,,,104.46162977218628,0.0003,62.23064041137695,-0.6140453170984983,1460,0.006141243,0.4818730354309082,0.2,-0.005688716466829646,0.0608642578125,49.44,30.308726098537445
24.39154549,627,55.76,602112,959,147,,,,,,,,,,,,
29.6057273,627,50.55,606208,965,148,115.81333446502686,0.0003,52.579254150390625,-0.6208962883800269,1470,0.0039353473,0.5849775075912476,0.2,-0.00232923018920701,0.0464111328125,,
,,,610000,,,107.94189548492432,0.0003,47.651615142822266,-0.6150791104882956,1480,0.0037216144,0.5972548723220825,0.2,-0.0034699777752393857,0.036376953125,49.56,29.796544277667998
30.583636389999995,626,49.28,610304,973,149,,,,,,,,,,,,
28.694727300000007,627,51.72,614400,979,150,121.23023457527161,0.0003,58.54319381713867,-0.6165485508739948,1490,0.0046901884,0.5786025524139404,0.2,-0.002107605221681297,0.0340087890625,,
25.735181850000004,627,54.68,618496,985,151,114.63419256210327,0.0003,53.80603790283203,-0.6510681562125683,1500,0.0050875526,0.5434442162513733,0.2,-0.003479206167685334,0.06416015625,,
,,,620000,,,102.08896627426148,0.0003,39.51015090942383,-0.65701566003263,1510,0.006483023,0.5398823022842407,0.2,-0.00568591648916481,0.0579833984375,48.76,27.304726061820983
31.83972729,627,47.87,622592,992,152,,,,,,,,,,,,
32.5648182,628,47.48,626688,997,153,118.1375880241394,0.0003,57.68607711791992,-0.6455556739121675,1520,0.004182748,0.46996259689331055,0.2,-0.001999450841685757,0.053271484375,,
,,,630000,,,96.52336206436158,0.0003,43.549705505371094,-0.6349610209465026,1530,0.005789462,0.502400279045105,0.2,-0.005272097281704191,0.0594482421875,50.32,27.363635187149047
24.507727299999996,627,53.78,630784,1004,154,,,,,,,,,,,,
32.193636389999995,628,47.08,634880,1009,155,116.54986300468445,0.0003,55.45183563232422,-0.6160729188472033,1540,0.0043011457,0.5816745758056641,0.2,-0.001181766382069327,0.035546875,,
31.341000020000003,629,48.69,638976,1014,156,126.23864421844482,0.0003,55.16496276855469,-0.6353666316717863,1550,0.0045331917,0.6157325506210327,0.2,-0.0028319224147708155,0.0329345703125,,
,,,640000,,,112.84551105499267,0.0003,48.6053581237793,-0.6221375055611134,1560,0.004017173,0.48620498180389404,0.2,-0.003016609943006188,0.042333984375,45.36,34.99890794992447
38.64145455,628,40.79,643072,1022,157,,,,,,,,,,,,
37.222,629,42.91,647168,1028,158,75.70424711704254,0.0003,35.79533767700195,-0.6024589631706476,1570,0.005809178,0.33130842447280884,0.2,-0.004504996999457944,0.0562255859375,,
,,,650000,,,48.81130714416504,0.0003,25.449085235595703,-0.5852149024605751,1580,0.009670774,0.2540881633758545,0.2,-0.009935580409364774,0.105859375,50.74,24.08454423546791
28.840909110000002,628,51.14,651264,1036,159,,,,,,,,,,,,
23.493000020000004,629,54.33,655360,1041,160,57.14999294281006,0.0003,23.057767868041992,-0.5578138560056687,1590,0.0066463477,0.32955408096313477,0.2,-0.0036049108573934065,0.0867919921875,,
30.8967273,629,48.18,659456,1047,161,68.82451052665711,0.0003,24.26222801208496,-0.5431447373703122,1600,0.0042680753,0.5517560243606567,0.2,-0.003965340019203722,0.051806640625,,
,,,660000,,,92.06010253429413,0.0003,35.44698715209961,-0.5763106737285852,1610,0.003997449,0.6670314073562622,0.2,-0.0035960344845079816,0.041845703125,42.2,36.19072616815567
27.601181829999994,628,49.58,663552,1055,162,,,,,,,,,,,,
31.402545460000002,629,45.01,667648,1060,163,76.30802364349366,0.0003,34.70172119140625,-0.5076029863208532,1620,0.0073617245,0.42193347215652466,0.2,-0.004047105563222431,0.0712646484375,,
,,,670000,,,65.33189146518707,0.0003,28.34950065612793,-0.4887170560657978,1630,0.005519592,0.6534984707832336,0.2,-0.004563308561046142,0.063427734375,39.58,38.78290801882744
26.365272759999996,628,52.75,671744,1068,164,,,,,,,,,,,,
25.28909093,629,54.15,675840,1073,165,59.631507229804996,0.0003,19.315397262573242,-0.5543810043483972,1640,0.004330801,0.5530374050140381,0.2,-0.0013548812159569934,0.051806640625,,
31.343727289999997,630,46.75,679936,1079,166,83.77648830413818,0.0003,36.30509567260742,-0.5447887148708105,1650,0.007007838,0.5680783987045288,0.2,-0.004328060205443763,0.0467041015625,,
,,,680000,,,78.4792530298233,0.0003,31.322481155395508,-0.5495803160592914,1660,0.004928112,0.467237651348114,0.2,-0.0035316533772856928,0.05048828125,60.6,18.065271458625794
32.08163639,628,46.17,684032,1087,167,,,,,,,,,,,,
28.068090929999993,629,50.03,688128,1093,168,94.94865288734437,0.0003,45.94118118286133,-0.5917887344956398,1670,0.005433538,0.5690891742706299,0.2,-0.002803234863677062,0.053662109375,,
,,,690000,,,101.21478381156922,0.0003,46.74967575073242,-0.5715658891946077,1680,0.0050574164,0.5781716108322144,0.2,-0.004877210146514699,0.056689453125,54.42,25.258544236421585
29.972181850000002,628,48.59,692224,1101,169,,,,,,,,,,,,
33.47518184,628,44.83,696320,1107,170,119.87833037376404,0.0003,66.84847259521484,-0.5893887404352427,1690,0.0056526316,0.6863081455230713,0.2,-0.004064678470604122,0.0538330078125,,
,,,700000,,,124.34007921218873,0.0003,57.72242736816406,-0.5667930081486702,1700,0.0054720715,0.6364043951034546,0.2,-0.003688213373970939,0.048291015625,54.74,24.626362413167953
34.050090929999996,627,44.47,700416,1115,171,,,,,,,,,,,,
23.557909140000003,628,55.09,704512,1121,172,123.10148782730103,0.0003,42.01026153564453,-0.5473784055560827,1710,0.0048152395,0.5343602895736694,0.2,-0.0034065388099406846,0.0498046875,,
28.73309094,629,50.11,708608,1126,173,102.83041937351227,0.0003,57.47700119018555,-0.6083279751241207,1720,0.0073915627,0.6785889863967896,0.2,-0.003995236044283956,0.0649658203125,,
,,,710000,,,162.56276016235353,0.0003,80.3996810913086,-0.5880218151956796,1730,0.0032350568,0.6251661777496338,0.2,-0.0024234718337538654,0.0391357421875,47.92,31.407817018032073
31.27090911,628,47.19,712704,1134,174,,,,,,,,,,,,
32.80745456,628,45.59,716800,1139,175,135.8712664604187,0.0003,55.563167572021484,-0.5549263855442405,1740,0.0034381913,0.6105301380157471,0.2,-0.004510908835800365,0.0494384765625,,
,,,720000,,,128.18174633979797,0.0003,54.97246170043945,-0.5552506456151605,1750,0.002440931,0.4906235337257385,0.2,-0.0020435943821212276,0.020361328125,42.34,35.49563526511192
33.77027274,628,45.04,720896,1146,176,,,,,,,,,,,,
31.90627275,629,47.22,724992,1152,177,94.67679331302642,0.0003,41.63737106323242,-0.5710687153041363,1760,0.004433797,0.45623475313186646,0.2,-0.001762997116020415,0.0414794921875,,
33.960818200000006,629,44.36,729088,1157,178,115.52882261276245,0.0003,57.48503875732422,-0.5879701554775238,1770,0.0045686024,0.6487679481506348,0.2,-0.002804218264645897,0.04423828125,,
,,,730000,,,120.40870909690857,0.0003,52.04658508300781,-0.5684897162020206,1780,0.004541352,0.5846291780471802,0.2,-0.004707723786123097,0.0390380859375,46.08,33.06981703996658
29.812181839999997,629,49.24,733184,1165,179,,,,,,,,,,,,
26.92527276,629,51.86,737280,1170,180,125.52815918922424,0.0003,54.729068756103516,-0.5995660170912742,1790,0.0053226175,0.5905371308326721,0.2,-0.005255792754178401,0.05458984375,,
,,,740000,,,127.85582542419434,0.0003,58.98119354248047,-0.5762705728411674,1800,0.004275689,0.6452735662460327,0.2,-0.003312631492735818,0.041064453125,45.48,33.69981704711914
28.02436366,629,50.26,741376,1177,181,,,,,,,,,,,,
32.288727290000004,629,46.69,745472,1183,182,137.3810694217682,0.0003,58.36681365966797,-0.5751001890748739,1810,0.00528242,0.4247654676437378,0.2,-0.003775899102038238,0.0574951171875,,
34.7328182,630,44.07,749568,1188,183,120.7070578098297,0.0003,48.28904342651367,-0.5974855463951826,1820,0.0052697673,0.48927557468414307,0.2,-0.003890448604943231,0.0545654296875,,
,,,750000,,,130.06616320610047,0.0003,57.58745574951172,-0.5584106912836433,1830,0.0038998316,0.6096264123916626,0.2,-0.0031582996132783593,0.0394287109375,49.78,29.19363519310951
28.98427275,629,47.38,753664,1196,184,,,,,,,,,,,,
33.6198182,630,45.38,757760,1202,185,112.90773053169251,0.0003,67.27144622802734,-0.5265089062973857,1840,0.0036815112,0.6374659538269043,0.2,-0.0008020468267204706,0.0369873046875,,
,,,760000,,,109.03451685905456,0.0003,36.50019073486328,-0.5265948478132486,1850,0.005380501,0.6031370162963867,0.2,-0.004655755416024476,0.0591552734375,50.36,25.12090786576271
26.22163639,629,54.27,761856,1210,186,,,,,,,,,,,,
29.186181849999997,630,49.71,765952,1215,187,111.41706824302673,0.0003,48.4902458190918,-0.528570001013577,1860,0.0056373877,0.537040650844574,0.2,-0.0046577094253734685,0.0568359375,,
,,,770000,,,116.6207362651825,0.0003,49.800018310546875,-0.586971876770258,1870,0.00465353,0.6703541278839111,0.2,-0.0033688521623844283,0.0435546875,49.54,29.889453372955323
27.01509094,629,52.22,770048,1222,188,,,,,,,,,,,,
34.0378182,630,45.07,774144,1227,189,130.93158602714539,0.0003,59.47085952758789,-0.580335333198309,1880,0.0039238767,0.6073882579803467,0.2,-0.0023199700692202894,0.0405029296875,,
29.834181849999997,631,49.0,778240,1231,190,108.60994200706482,0.0003,34.393218994140625,-0.5529873136430978,1890,0.004162332,0.608061671257019,0.2,-0.003876845024933573,0.0415771484375,,
,,,780000,,,122.25343837738038,0.0003,71.08706665039062,-0.5992569118738175,1900,0.003990912,0.632223904132843,0.2,-0.004046588134951889,0.0477783203125,41.4,36.856907997131344
34.8348182,631,43.58,782336,1238,191,,,,,,,,,,,,
26.82100003,632,52.24,786432,1244,192,125.55402240753173,0.0003,59.9968147277832,-0.5821691911667586,1910,0.0034244568,0.6427763104438782,0.2,-0.0028879858669824897,0.0458984375,,
,,,790000,,,129.52809224128723,0.0003,50.06458282470703,-0.6151294369250536,1920,0.007724472,0.5636873245239258,0.2,-0.003821862036420498,0.06162109375,51.64,28.13999880194664
32.70218184,631,46.19,790528,1251,193,,,,,,,,,,,,
29.34709093,632,50.08,794624,1256,194,104.5118902683258,0.0003,44.196556091308594,-0.6196547992527485,1930,0.0048757456,0.6062111854553223,0.2,-0.0033093693542468826,0.0536376953125,,
29.787545479999995,633,49.79,798720,1261,195,114.04438853263855,0.0003,50.61624526977539,-0.6461267150938511,1940,0.004363509,0.6045467853546143,0.2,-0.0038470230865641497,0.0506103515625,,
,,,800000,,,119.83094763755798,0.0003,46.24243927001953,-0.6168294172734022,1950,0.005611379,0.5284737348556519,0.2,-0.00443692230473971,0.0552001953125,59.06,17.934725959300994
30.080545480000005,632,49.48,802816,1268,196,,,,,,,,,,,,
27.625181849999993,633,52.43,806912,1273,197,101.42782340049743,0.0003,48.7928581237793,-0.6220549441874027,1960,0.0049150465,0.5859929323196411,0.2,-0.0027803619173937476,0.0398681640625,,
,,,810000,,,109.52711129188538,0.0003,49.677154541015625,-0.6252779882401228,1970,0.005747807,0.6187338829040527,0.2,-0.0038666012336761924,0.058203125,47.8,31.20072611808777
21.043727309999994,633,59.46,811008,1280,198,,,,,,,,,,,,
18.669090960000002,634,61.26,815104,1285,199,125.95571932792663,0.0003,55.41681671142578,-0.6302632819861174,1980,0.0052375672,0.6185330152511597,0.2,-0.0042147669853875415,0.050439453125,,
34.08227274,635,44.65,819200,1289,200,135.1113185405731,0.0003,47.85597610473633,-0.6592828817665577,1990,0.0035266965,0.6700184941291809,0.2,-0.0025992863782448696,0.0319091796875,,
,,,820000,,,142.23686866760255,0.0003,53.61622619628906,-0.6123165987432003,2000,0.004503065,0.4979603886604309,0.2,-0.005204451995086856,0.0546142578125,56.78,23.415089664459227
34.57436365,634,45.02,823296,1297,201,,,,,,,,,,,,
26.66809091999999,635,50.84,827392,1302,202,112.29333934783935,0.0003,62.86216354370117,-0.6052116565406322,2010,0.006072567,0.49789100885391235,0.2,-0.004836695943959057,0.059326171875,,
,,,830000,,,96.1091715335846,0.0003,38.33849334716797,-0.554512882232666,2020,0.0045892433,0.3749985694885254,0.2,-0.0040425400220556185,0.04794921875,44.04,35.1194534277916
24.7237273,635,53.41,831488,1308,203,,,,,,,,,,,,
28.99154548,636,50.31,835584,1313,204,93.17145791053773,0.0003,42.89167785644531,-0.5670518089085818,2030,0.003872039,0.604848325252533,0.2,-0.00368710894981632,0.0386962890625,,
23.73636366,636,55.89,839680,1318,205,108.82933292388915,0.0003,56.53168869018555,-0.5847911782562732,2040,0.0055693286,0.5861473083496094,0.2,-0.004378821211867034,0.0581787109375,,
,,,840000,,,104.15337681770325,0.0003,47.192928314208984,-0.6013014256954193,2050,0.006706046,0.556195855140686,0.2,-0.004906660549750086,0.066259765625,47.3,31.690726124048233
31.778272750000006,636,47.73,843776,1325,206,,,,,,,,,,,,
28.313000029999998,637,51.3,847872,1330,207,137.68393120765685,0.0003,68.4117660522461,-0.604972729831934,2060,0.005446913,0.6251295804977417,0.2,-0.005017835320904851,0.0598388671875,,
,,,850000,,,126.16202578544616,0.0003,60.33099365234375,-0.6364797446876764,2070,0.004227694,0.6074627041816711,0.2,-0.0032913816299696918,0.0417236328125,60.42,19.86072599261999
37.09736365,636,41.61,851968,1337,208,,,,,,,,,,,,
29.742363659999995,637,49.27,856064,1342,209,105.98469190597534,0.0003,52.20707702636719,-0.574130617827177,2080,0.005763212,0.6192765235900879,0.2,-0.0033047617616830394,0.0510498046875,,
,,,860000,,,100.05436563491821,0.0003,39.321380615234375,-0.6187894959002733,2090,0.006744366,0.48216891288757324,0.2,-0.0023060112154780653,0.0572509765625,51.42,28.434726074934005
34.56436365,637,44.12,860160,1349,210,,,,,,,,,,,,
33.31972729,638,44.93,864256,1354,211,109.0648865222931,0.0003,55.6447868347168,-0.5993596948683262,2100,0.0043200683,0.5233258008956909,0.2,-0.002878406175295822,0.04453125,,
31.877727299999997,638,46.86,868352,1359,212,73.1066388130188,0.0003,37.28556442260742,-0.570939277485013,2110,0.00710929,0.42830318212509155,0.2,-0.0041690775004099125,0.053662109375,,
,,,870000,,,66.68673458099366,0.0003,32.289772033691406,-0.6030786100775003,2120,0.005205078,0.5875422358512878,0.2,-0.0042504367796937,0.05166015625,45.44,32.30872614622116
34.19927274,638,44.91,872448,1366,213,,,,,,,,,,,,
36.50036365,639,42.6,876544,1371,214,68.1255019903183,0.0003,30.477827072143555,-0.5558898597955704,2130,0.007531026,0.5131479501724243,0.2,-0.006716974226583261,0.06640625,,
,,,880000,,,63.98711352348327,0.0003,25.9552001953125,-0.5588492371141911,2140,0.0039553586,0.594511866569519,0.2,-0.0029875152133172376,0.042919921875,42.88,31.717998856306075
34.02309092,639,44.32,880640,1378,215,,,,,,,,,,,,
31.49618185,639,46.46,884736,1382,216,75.18449816703796,0.0003,31.2855224609375,-0.5519275180995464,2150,0.006793079,0.6249029040336609,0.2,-0.005703792604617774,0.06845703125,,
27.310636400000003,640,51.64,888832,1387,217,87.00960240364074,0.0003,45.175968170166016,-0.5790500327944755,2160,0.0050359117,0.7063407301902771,0.2,-0.003992211759032216,0.0488525390625,,
,,,890000,,,119.61438364982605,0.0003,64.8564453125,-0.581439609080553,2170,0.0044376138,0.7062579393386841,0.2,-0.004435722794005415,0.0527099609375,41.84,35.851817090511325
28.26554548,640,50.18,892928,1394,218,,,,,,,,,,,,
31.126000019999996,640,46.65,897024,1399,219,121.96234602928162,0.0003,48.832027435302734,-0.5492834713310003,2180,0.0038561244,0.663964569568634,0.2,-0.00409801441419404,0.0405029296875,,
,,,900000,,,123.45634007453918,0.0003,50.38832092285156,-0.5614631943404674,2190,0.0057159485,0.6530181765556335,0.2,-0.004087665789120365,0.0616455078125,44.1,35.14381705522537
30.507727300000006,640,48.41,901120,1406,220,,,,,,,,,,,,
34.5868182,641,43.24,905216,1410,221,153.12456822395325,0.0003,82.85684204101562,-0.5603072140365839,2200,0.0051158248,0.6192121505737305,0.2,-0.0031054719627718443,0.044140625,,
30.38745455,642,46.24,909312,1415,222,134.52592639923097,0.0003,59.31228256225586,-0.5309424243867398,2210,0.004387182,0.6743232607841492,0.2,-0.001858175016241148,0.0438232421875,,
,,,910000,,,129.0460997104645,0.0003,54.727447509765625,-0.5055133301764727,2220,0.005431234,0.5282935500144958,0.2,-0.003171020892477827,0.0429931640625,49.72,29.67854427576065
29.202727300000003,641,50.01,913408,1422,223,,,,,,,,,,,,
29.588999999999995,642,44.66,917504,1427,224,124.30875964164734,0.0003,50.199241638183594,-0.5181578585878015,2230,0.0036075749,0.6708513498306274,0.2,-0.003869617963209748,0.0301513671875,,
,,,920000,,,105.0291515827179,0.0003,47.883296966552734,-0.4693918194621801,2240,0.0026078578,0.5687174797058105,0.2,-0.0026553806143056135,0.032470703125,40.78,36.649817103147505
26.35927275,642,50.18,921600,1434,225,,,,,,,,,,,,
29.884090939999997,643,48.04,925696,1439,226,115.47669138908387,0.0003,63.70760726928711,-0.5204995278269052,2250,0.004787459,0.6604084372520447,0.2,-0.0028735218453221022,0.04052734375,,
33.27318184,643,44.92,929792,1444,227,115.04590592384338,0.0003,50.095855712890625,-0.5337983025237918,2260,0.004925165,0.7151792049407959,0.2,-0.0035566153324907645,0.0416015625,,
,,,930000,,,142.67713656425477,0.0003,42.40409469604492,-0.519172253087163,2270,0.0031612245,0.639586865901947,0.2,-0.0014404526446014643,0.031787109375,49.4,27.71199883699417
33.78827275,643,44.23,933888,1451,228,,,,,,,,,,,,
36.123272740000004,643,42.28,937984,1456,229,138.7887279033661,0.0003,55.69950485229492,-0.5196724249050021,2280,0.0041083256,0.6876068115234375,0.2,-0.002651569050794933,0.0292236328125,,
,,,940000,,,99.93269798755645,0.0003,35.929134368896484,-0.5223624963313341,2290,0.005063851,0.5619652271270752,0.2,-0.002321055954962503,0.041259765625,44.04,33.60254434347153
32.047363649999994,643,46.32,942080,1463,230,,,,,,,,,,,,
22.809909119999997,644,54.87,946176,1468,231,88.20778102874756,0.0003,33.0203971862793,-0.5340027729049325,2300,0.0080215465,0.5112677812576294,0.2,-0.004324737336719409,0.06904296875,,
