time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/loss,train/n_updates,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_range,train/value_loss,train/policy_gradient_loss,train/explained_variance,eval/mean_reward,eval/mean_ep_length
623,129,847,528384,52.39,24.461909100000003,0.10888671875,41.00911331176758,1280,-0.6828237719833851,0.011999425,0.0003,0.2,90.4793396949768,-0.003042832305072807,0.35515546798706055,,
,,,530000,,,0.0476318359375,34.4440803527832,1290,-0.6274840239435434,0.005239629,0.0003,0.2,81.32441430091858,-0.0015666187944589182,0.582765519618988,39.12799889922142,41.34
622,130,855,532480,53.11,25.89027274,,,,,,,,,,,,
623,131,860,536576,53.05,27.60609093,0.071533203125,36.205501556396484,1300,-0.7099050477147102,0.0071231774,0.0003,0.2,87.60798411369323,-0.003334634685597848,0.48172587156295776,,
,,,540000,,,0.058349609375,41.820960998535156,1310,-0.7020753763616085,0.0059348876,0.0003,0.2,94.40445952415466,-0.0028210814838530497,0.5540846586227417,37.15799887299538,43.54
623,132,867,540672,49.54,30.509363649999997,,,,,,,,,,,,
624,133,872,544768,49.05,32.083818199999996,0.06904296875,38.99041748046875,1320,-0.6895073790103197,0.0068557537,0.0003,0.2,89.95063712596894,-0.0022797446545155253,0.5744957327842712,,
625,134,877,548864,53.06,28.659272740000002,0.050341796875,41.675697326660156,1330,-0.7033416751772166,0.006243294,0.0003,0.2,90.52731952667236,-0.0003859521406411659,0.4866306185722351,,
,,,550000,,,0.08349609375,41.362098693847656,1340,-0.6879812117666007,0.00826987,0.0003,0.2,87.84665946960449,-0.0021872954021091573,0.4057539701461792,28.60854425907135,51.12
624,135,885,552960,52.4,28.857272740000006,,,,,,,,,,,,
625,136,890,557056,54.2,26.98918184,0.08671875,45.09130096435547,1350,-0.6778813112527132,0.008063366,0.0003,0.2,101.0780942440033,-0.004470505180506734,0.4749048352241516,,
,,,560000,,,0.078173828125,47.48286056518555,1360,-0.7114163104444742,0.006531307,0.0003,0.2,99.32771382331848,-0.0024391136437770912,0.5421806573867798,33.282907927036284,47.28
625,137,897,561152,45.3,34.5169091,,,,,,,,,,,,
626,138,902,565248,50.14,29.600636390000005,0.0658203125,28.37323570251465,1370,-0.6637235429137945,0.006636113,0.0003,0.2,84.58005790710449,-0.0032435219138278624,0.492885947227478,,
627,139,907,569344,45.59,33.9268182,0.0593017578125,40.410030364990234,1380,-0.7006481111049652,0.005904876,0.0003,0.2,93.29655780792237,-0.0033152001007692887,0.570441484451294,,
,,,570000,,,0.0719970703125,46.291439056396484,1390,-0.6498704221099615,0.005992896,0.0003,0.2,103.67501864433288,-0.002723893187067006,0.5436105728149414,11.460725926160812,59.78
626,140,915,573440,47.11,32.51927275,,,,,,,,,,,,
627,141,920,577536,49.86,30.22463639,0.0673828125,41.19577407836914,1400,-0.6691566493362189,0.005947603,0.0003,0.2,92.71744809150695,-0.0017323549924185499,0.6565996408462524,,
,,,580000,,,0.059912109375,64.02653503417969,1410,-0.6846082128584385,0.0062836586,0.0003,0.2,135.97202749252318,-0.0011145299577037804,0.6160750985145569,31.486726121902464,47.48
626,142,927,581632,50.21,30.237727299999996,,,,,,,,,,,,
627,143,932,585728,50.67,30.01663638,0.067822265625,55.21843719482422,1420,-0.6810563273727894,0.007701679,0.0003,0.2,126.0584442615509,-0.004125027725240216,0.6067569851875305,,
628,144,937,589824,50.68,30.448272739999997,0.0927490234375,43.110721588134766,1430,-0.6928701635450125,0.007323389,0.0003,0.2,114.46349568367005,-0.0022788636590121312,0.48108118772506714,,
,,,590000,,,0.063818359375,48.114723205566406,1440,-0.6919619657099247,0.007365398,0.0003,0.2,113.75045747756958,-0.001745636797568295,0.594731867313385,24.798907854557037,51.3
628,145,945,593920,48.7,30.1579091,,,,,,,,,,,,
629,146,950,598016,54.29,27.353727299999996,0.0566162109375,43.270870208740234,1450,-0.6559298314154148,0.0065940525,0.0003,0.2,108.12095818519592,-0.0006024791873642243,0.42984580993652344,,
,,,600000,,,0.0453369140625,51.427364349365234,1460,-0.7456029299646616,0.004671818,0.0003,0.2,106.00097508430481,-0.0012052874808432534,0.577285647392273,30.700907871723174,51.92
628,147,958,602112,50.81,30.451181840000004,,,,,,,,,,,,
629,148,963,606208,49.22,31.50163638,0.0857666015625,44.45903015136719,1470,-0.7130309168249369,0.008609855,0.0003,0.2,95.1622371673584,-0.004771278252883348,0.3735911250114441,,
,,,610000,,,0.07001953125,39.820899963378906,1480,-0.7222494125366211,0.007785445,0.0003,0.2,85.85662932395935,-0.003680705367878545,0.39309442043304443,38.81999889492989,41.7
629,149,970,610304,42.45,38.36,,,,,,,,,,,,
629,150,975,614400,48.19,32.482454559999994,0.12216796875,23.056825637817383,1490,-0.6596452161669731,0.00940421,0.0003,0.2,45.939946341514585,-0.009553331095958129,-0.06845879554748535,,
630,151,980,618496,50.7,27.630454560000004,0.096240234375,19.209001541137695,1500,-0.649630993232131,0.0080102235,0.0003,0.2,45.68264727592468,-0.0014762772407266311,0.3439059853553772,,
,,,620000,,,0.05966796875,21.38262176513672,1510,-0.6611245617270469,0.005326229,0.0003,0.2,44.679832422733305,-0.0022982738948485347,0.6541365385055542,30.094726078510284,51.12
630,152,987,622592,46.23,34.421363649999996,,,,,,,,,,,,
631,153,992,626688,50.17,30.55627275,0.054736328125,24.533538818359375,1520,-0.6637352488934993,0.0049653677,0.0003,0.2,56.25490028858185,-0.0035374557701288722,0.5305817127227783,,
,,,630000,,,0.0509033203125,38.87650680541992,1530,-0.6688573349267244,0.0069044037,0.0003,0.2,80.8641593694687,-0.003107761913270224,0.569027841091156,40.693998919725416,39.62
630,154,1000,630784,50.09,29.727454549999997,,,,,,,,,,,,
631,155,1005,634880,49.37,29.426909100000003,0.0933837890625,27.32733154296875,1540,-0.6235058758407831,0.0082811415,0.0003,0.2,73.59019210338593,-0.00037440430751303213,0.6520322561264038,,
632,156,1010,638976,60.8,21.251090950000002,0.0629150390625,39.80342102050781,1550,-0.6497305493801833,0.005613664,0.0003,0.2,79.60247502326965,-0.0010386720940005034,0.7331198453903198,,
,,,640000,,,0.0864990234375,42.45008087158203,1560,-0.6859881434589624,0.008595543,0.0003,0.2,82.36122534275054,-0.00206261201237794,0.5103983879089355,29.276544251441955,51.76
631,157,1018,643072,53.17,28.461272750000006,,,,,,,,,,,,
632,158,1023,647168,47.91,32.63963638,0.119140625,41.278228759765625,1570,-0.6597631480544806,0.014734754,0.0003,0.2,86.82046086788178,0.0005530951413675212,0.42578476667404175,,
,,,650000,,,0.076611328125,39.695064544677734,1580,-0.6835243526846171,0.007962383,0.0003,0.2,83.27039153575898,-0.004638243156659882,0.4496660828590393,30.5730897295475,45.24
631,159,1031,651264,51.29,29.39218184,,,,,,,,,,,,
632,160,1036,655360,49.94,30.59372729,0.105126953125,43.472835540771484,1590,-0.6876660455018282,0.010115381,0.0003,0.2,90.52439575195312,-0.002975361650169361,0.5280349254608154,,
633,161,1041,659456,50.07,29.929727299999996,0.08828125,41.52086639404297,1600,-0.6859356731176376,0.009417318,0.0003,0.2,92.56046442985534,-0.0035349575511645524,0.5742682218551636,,
,,,660000,,,0.0567138671875,54.129127502441406,1610,-0.6851033892482519,0.006554251,0.0003,0.2,104.04235563278198,-0.0009385347671923228,0.602843165397644,22.06399874329567,49.6
632,162,1048,663552,51.31,28.83463639,,,,,,,,,,,,
633,163,1054,667648,43.33,35.42672729,0.0723876953125,51.596473693847656,1620,-0.6767616413533688,0.0067850784,0.0003,0.2,127.32646126747132,-0.0010178563934459817,0.6037954688072205,,
,,,670000,,,0.0765869140625,38.8267936706543,1630,-0.6589365538209677,0.008429876,0.0003,0.2,111.26903886795044,-7.385676144622266e-06,0.5724536180496216,31.56072610735893,48.7
632,164,1061,671744,57.85,22.90800004,,,,,,,,,,,,
633,165,1066,675840,51.76,29.30772730000001,0.05888671875,43.67331314086914,1640,-0.7168663173913956,0.0072213216,0.0003,0.2,122.18339052200318,-0.0029422792176774237,0.6385694742202759,,
634,166,1071,679936,50.26,30.732727290000007,0.0740234375,64.09278869628906,1650,-0.6857151720672846,0.008722147,0.0003,0.2,125.0661964893341,-0.001552729714603629,0.597978413105011,,
,,,680000,,,0.0868408203125,51.47677230834961,1660,-0.6907002437859774,0.0093864435,0.0003,0.2,111.99334812164307,-0.003154668339266209,0.5295031070709229,32.20181701779366,47.94
633,167,1079,684032,52.32,28.756909109999995,,,,,,,,,,,,
634,168,1084,688128,47.23,33.4329091,0.0848876953125,48.08000564575195,1670,-0.6778103336691856,0.009861739,0.0003,0.2,116.03581066131592,-0.0007636720023583621,0.430847704410553,,
,,,690000,,,0.082373046875,43.51399230957031,1680,-0.6668616373091936,0.009363151,0.0003,0.2,94.89876265525818,-0.0014872454412397929,0.5049102306365967,36.99490798473358,42.44
634,169,1091,692224,46.33,34.187909100000006,,,,,,,,,,,,
635,170,1096,696320,50.78,29.3417273,0.1146484375,41.6550178527832,1690,-0.6527874145656825,0.009916911,0.0003,0.2,86.905268907547,-0.0011052060042857192,0.39747267961502075,,
,,,700000,,,0.0900390625,40.55790710449219,1700,-0.6993583314120769,0.008515614,0.0003,0.2,83.1620395898819,0.0008807444493868389,0.5406147241592407,37.962908000946044,41.08
634,171,1103,700416,44.89,35.031818189999996,,,,,,,,,,,,
635,172,1109,704512,55.29,25.639090940000003,0.0935302734375,37.94431686401367,1710,-0.6765821684151888,0.009837811,0.0003,0.2,88.95829458236695,-0.004385808983352035,0.5245232582092285,,
635,173,1114,708608,55.51,23.55972731,0.089697265625,30.85184669494629,1720,-0.6838885530829429,0.007618122,0.0003,0.2,90.00432884693146,6.874374375911429e-05,0.5689794421195984,,
,,,710000,,,0.061669921875,38.07476043701172,1730,-0.6192154329270124,0.0066455463,0.0003,0.2,92.34968631267547,-0.0028511418524431063,0.5586367845535278,33.407817034721376,46.52
635,174,1121,712704,44.76,34.429636380000005,,,,,,,,,,,,
635,175,1127,716800,49.15,30.6407273,0.068505859375,51.157493591308594,1740,-0.6417962893843651,0.007698561,0.0003,0.2,107.11625862121582,-0.0035756375698838385,0.5074487924575806,,
,,,720000,,,0.08115234375,36.78125,1750,-0.6587079342454671,0.010475414,0.0003,0.2,95.85424091815949,0.0009780317821423523,0.5272185802459717,35.68418071985245,42.56
635,176,1134,720896,48.6,31.237272750000002,,,,,,,,,,,,
636,177,1139,724992,47.45,30.732909099999997,0.0767578125,31.935901641845703,1760,-0.6318527981638908,0.009082179,0.0003,0.2,88.16963441371918,-0.004101370456191944,0.5641085505485535,,
637,178,1144,729088,53.3,27.932272750000003,0.07685546875,29.95844268798828,1770,-0.6317089274525642,0.010919832,0.0003,0.2,78.92690680027007,-0.0011363832876668313,0.528628408908844,,
,,,730000,,,0.0755615234375,50.60408020019531,1780,-0.6708125393837691,0.00844702,0.0003,0.2,102.79657111167907,-0.0029654092286364175,0.5725350379943848,29.855816984176634,50.76
636,179,1151,733184,55.63,26.0817273,,,,,,,,,,,,
637,180,1156,737280,46.59,32.3887273,0.0478759765625,46.012413024902344,1790,-0.6811581268906594,0.0064255213,0.0003,0.2,96.68330554962158,-0.001415534837724408,0.5965002775192261,,
,,,740000,,,0.0608642578125,30.304269790649414,1800,-0.6821317907422781,0.0059938934,0.0003,0.2,80.73331027030945,-0.003910358856956009,0.6054012775421143,29.102726063728333,52.36
636,181,1164,741376,51.54,28.84563639,,,,,,,,,,,,
637,182,1169,745472,50.05,31.443818200000006,0.0680419921875,52.52826690673828,1810,-0.7303084343671798,0.006714403,0.0003,0.2,114.12845149040223,-0.0019958934644819237,0.6220219135284424,,
638,183,1174,749568,51.33,30.339818200000003,0.0627197265625,54.408302307128906,1820,-0.7272611442953348,0.006604544,0.0003,0.2,123.2938793182373,-0.0006039587766281329,0.5676361322402954,,
,,,750000,,,0.052734375,51.24711990356445,1830,-0.7379264187067747,0.0052272147,0.0003,0.2,110.95264859199524,-0.0027237482863711193,0.576894998550415,32.45072609901428,48.7
637,184,1181,753664,50.73,30.64672728999999,,,,,,,,,,,,
638,185,1187,757760,60.08,22.399000029999996,0.084619140625,48.965972900390625,1840,-0.7433846693485975,0.007549162,0.0003,0.2,103.13450593948365,-0.0018254289141623303,0.5072882175445557,,
,,,760000,,,0.1059814453125,48.65119552612305,1850,-0.7811911404132843,0.011658702,0.0003,0.2,107.43396282196045,-0.004507164002279751,0.5675380825996399,34.00381702899933,47.0
637,186,1194,761856,51.72,29.843181839999996,,,,,,,,,,,,
638,187,1199,765952,55.17,27.254727290000005,0.0901123046875,45.768516540527344,1860,-0.7470011290162801,0.009636542,0.0003,0.2,107.06351809501648,-0.004080542476731353,0.45376110076904297,,
,,,770000,,,0.06416015625,57.08055877685547,1870,-0.7824230868369341,0.0068668565,0.0003,0.2,111.59052209854126,-0.003025182090641465,0.5873585939407349,28.93381694197655,54.3
637,188,1207,770048,49.49,32.33336365,,,,,,,,,,,,
638,189,1212,774144,50.12,32.10936365,0.083349609375,47.24346160888672,1880,-0.736675775796175,0.0074373866,0.0003,0.2,101.33586292266845,-0.0033815026457887144,0.560103178024292,,
638,190,1218,778240,54.38,28.40327275,0.1095458984375,27.341629028320312,1890,-0.7229480132460594,0.0102992775,0.0003,0.2,82.1692886352539,-0.0034558628613012843,0.4482845067977905,,
,,,780000,,,0.1082275390625,37.66709899902344,1900,-0.7284956399351359,0.008166013,0.0003,0.2,91.8582505941391,-0.0037755082710646095,0.43611031770706177,38.457998883724215,42.64
638,191,1225,782336,55.83,26.590181850000008,,,,,,,,,,,,
639,192,1230,786432,59.47,22.080727310000007,0.100830078125,34.788238525390625,1910,-0.7306210525333882,0.008245712,0.0003,0.2,76.49907448291779,-0.00672900271601975,0.5150483846664429,,
,,,790000,,,0.0890869140625,38.60505676269531,1920,-0.7460441447794437,0.008743724,0.0003,0.2,86.97253065109253,-0.0016892090017790907,0.6214404106140137,29.157816956043245,53.12
638,193,1237,790528,53.51,27.72463639,,,,,,,,,,,,
639,194,1242,794624,48.23,33.2979091,0.06689453125,38.45045852661133,1930,-0.7233563620597124,0.0070383865,0.0003,0.2,88.89286589622498,-0.0029419266880722716,0.47676944732666016,,
639,195,1248,798720,46.56,34.25927274,0.064306640625,39.92522048950195,1940,-0.7003728743642569,0.005476485,0.0003,0.2,85.4068063735962,-0.005380373101797886,0.5333369970321655,,
,,,800000,,,0.080810546875,29.40009307861328,1950,-0.6904589399695397,0.0074559273,0.0003,0.2,67.31960322856904,-0.0029319340639631262,0.3764077425003052,29.803635166883467,51.28
639,196,1255,802816,50.93,27.827363650000006,,,,,,,,,,,,
639,197,1261,806912,52.13,29.28018184,0.0918701171875,33.666683197021484,1960,-0.7092208910733462,0.008183433,0.0003,0.2,77.37536549568176,-0.002637627963849809,0.4049972891807556,,
,,,810000,,,0.1072509765625,41.465782165527344,1970,-0.738096946105361,0.008414982,0.0003,0.2,97.79354453086853,-0.003580560094269458,0.5344856381416321,34.330907933712005,46.72
639,198,1268,811008,54.62,27.198545470000003,,,,,,,,,,,,
639,199,1273,815104,54.48,26.534000029999998,0.0951416015625,33.834632873535156,1980,-0.731975682079792,0.009650324,0.0003,0.2,88.35409443378448,-0.002266340724600013,0.4885903596878052,,
640,200,1278,819200,54.9,26.44918185,0.0981201171875,48.3315544128418,1990,-0.6992795657366514,0.010353817,0.0003,0.2,101.52039144039153,-0.0006195344205480069,0.529565691947937,,
,,,820000,,,0.07451171875,58.36726379394531,2000,-0.7160067956894636,0.007818287,0.0003,0.2,129.10162477493287,-0.0030447955636191183,0.5716712474822998,35.74290795683861,44.78
639,201,1286,823296,54.14,26.744454580000003,,,,,,,,,,,,
640,202,1291,827392,45.51,35.3739091,0.0709716796875,52.19408416748047,2010,-0.733002346009016,0.0059227617,0.0003,0.2,129.8367055416107,-0.0022714966151397677,0.5618487000465393,,
,,,830000,,,0.07099609375,49.39456558227539,2020,-0.677700824290514,0.0077743893,0.0003,0.2,97.90932154655457,-0.002702934100670973,0.5865020751953125,35.80690796971321,43.7
640,203,1298,831488,51.09,30.053727289999998,,,,,,,,,,,,
640,204,1304,835584,41.97,38.04745455,0.06953125,54.208106994628906,2030,-0.6602732066065073,0.007986158,0.0003,0.2,104.72037396430969,-0.0007923019613372162,0.4107981324195862,,
641,205,1309,839680,45.74,34.87336365,0.0846435546875,23.51948356628418,2040,-0.640879537910223,0.0071177334,0.0003,0.2,60.521083092689516,-0.005527428709319793,0.3283148407936096,,
,,,840000,,,0.089111328125,16.724679946899414,2050,-0.6421944528818131,0.008984618,0.0003,0.2,45.448614144325255,-0.005340543473721482,0.38074856996536255,15.979635037183762,60.8
640,206,1317,843776,51.54,29.4537273,,,,,,,,,,,,
640,207,1323,847872,44.73,35.64327274,0.0820556640625,25.721012115478516,2060,-0.6752603936940431,0.008141132,0.0003,0.2,57.55006141662598,-0.004959824538673274,0.5468146800994873,,
,,,850000,,,0.073681640625,20.34426498413086,2070,-0.6511197682470083,0.008549955,0.0003,0.2,55.111607670784,-0.0027401892220950685,0.4654756188392639,29.99472608208656,50.82
640,208,1331,851968,45.09,34.755272739999995,,,,,,,,,,,,
640,209,1336,856064,47.28,32.94827274,0.105224609375,30.17320442199707,2080,-0.6615870624780655,0.010954697,0.0003,0.2,57.45780894756317,-0.0009495400590822101,0.5875648856163025,,
,,,860000,,,0.08671875,39.083900451660156,2090,-0.6541010443121195,0.008672802,0.0003,0.2,82.63736000061036,-0.0037677921223803422,0.5873881578445435,36.780907977819446,43.02
639,210,1344,860160,52.2,28.46418185,,,,,,,,,,,,
640,211,1349,864256,55.23,26.013636400000006,0.094140625,35.067726135253906,2100,-0.6585926711559296,0.00899541,0.0003,0.2,93.48212809562683,-0.0020956450724042954,0.5679842233657837,,
641,212,1354,868352,57.79,22.879454590000005,0.090478515625,45.66144943237305,2110,-0.6334036339074374,0.008449562,0.0003,0.2,82.54385900497437,-0.004280755299259908,0.6689430475234985,,
,,,870000,,,0.05380859375,55.91223907470703,2120,-0.6554182194173336,0.0056918478,0.0003,0.2,110.79524483680726,-0.0024095565429888667,0.7210665941238403,27.717635141611098,53.4
640,213,1362,872448,52.26,29.55427275,,,,,,,,,,,,
641,214,1367,876544,49.88,31.088272749999998,0.062646484375,48.117008209228516,2130,-0.6175316080451012,0.0075234612,0.0003,0.2,120.21445899009704,-0.003667328091978561,0.41284799575805664,,
,,,880000,,,0.0705322265625,30.969738006591797,2140,-0.650012394785881,0.0075007575,0.0003,0.2,91.11380274295807,-0.0035453254982712678,0.6602497100830078,20.0867259824276,57.12
640,215,1375,880640,50.03,31.34827275,,,,,,,,,,,,
640,216,1380,884736,46.94,31.029727280000007,0.0587646484375,61.391361236572266,2150,-0.6756379686295986,0.0065952707,0.0003,0.2,133.49231553077698,-0.0033250047723413444,0.5638842582702637,,
641,217,1385,888832,53.52,26.269181830000008,0.07060546875,38.013668060302734,2160,-0.6285376023501158,0.0064298464,0.0003,0.2,83.93956897258758,0.00041710327350301667,0.46893036365509033,,
,,,890000,,,0.0634765625,42.038848876953125,2170,-0.6560711216181516,0.0070016603,0.0003,0.2,108.48273072242736,0.0003115796236670576,0.5085927248001099,37.18618072628975,41.44
641,218,1392,892928,46.78,34.0798182,,,,,,,,,,,,
641,219,1397,897024,50.65,25.868909099999996,0.0450439453125,57.94113540649414,2180,-0.6463990546762943,0.0049287286,0.0003,0.2,115.42967181205749,-0.0030673393950564785,0.5871038436889648,,
,,,900000,,,0.0735107421875,32.858036041259766,2190,-0.5606229573488235,0.0071089715,0.0003,0.2,85.4894231557846,-0.0007006699990597554,0.6148197650909424,36.31872616529465,43.14
641,220,1405,901120,51.64,28.66409094,,,,,,,,,,,,
641,221,1410,905216,53.35,26.734545490000002,0.085498046875,34.856468200683594,2200,-0.6669408895075322,0.007499952,0.0003,0.2,83.72670068740845,-0.002492442298535025,0.5822835564613342,,
642,222,1415,909312,53.02,27.053454579999997,0.0861083984375,41.37461471557617,2210,-0.6390021957457066,0.008490443,0.0003,0.2,91.31896042823792,0.0003332004227559082,0.6069098711013794,,
,,,910000,,,0.0677490234375,42.97522735595703,2220,-0.6209233351051807,0.0087224785,0.0003,0.2,109.33889679908752,-0.002550167813024018,0.610284149646759,28.005453337430954,52.82
641,223,1423,913408,47.83,32.28327275,,,,,,,,,,,,
642,224,1429,917504,46.1,34.14227274,0.0697021484375,59.80339431762695,2230,-0.6445407558232545,0.0069834962,0.0003,0.2,109.46071257591248,-0.0025814452514168807,0.5703428983688354,,
,,,920000,,,0.0785888671875,38.36018371582031,2240,-0.6452807802706957,0.006828245,0.0003,0.2,95.9067054271698,-0.004239271421101876,0.5385811924934387,34.215817041397095,45.96
641,225,1436,921600,53.27,28.65972728,,,,,,,,,,,,
642,226,1441,925696,54.77,24.26645457,0.0994384765625,48.960060119628906,2250,-0.620479553565383,0.013764798,0.0003,0.2,98.57468295097351,-0.005374476853467059,0.3304782509803772,,
642,227,1447,929792,58.1,18.63618185,0.0841552734375,32.76263427734375,2260,-0.6306136608123779,0.008033945,0.0003,0.2,92.51719417572022,-0.00017691679386189207,0.4802313446998596,,
,,,930000,,,0.0707275390625,41.288780212402344,2270,-0.6120911553502083,0.00633162,0.0003,0.2,104.31925811767579,-0.0026060264659463427,0.6145719885826111,32.09563521385193,47.34
641,228,1455,933888,47.89,32.75527274,,,,,,,,,,,,
642,229,1460,937984,47.3,32.46072729,0.07685546875,36.524017333984375,2280,-0.6427749928086997,0.008110704,0.0003,0.2,90.00639419555664,-0.002238847479020478,0.34999406337738037,,
,,,940000,,,0.0946533203125,37.75384521484375,2290,-0.6723024342209101,0.008437322,0.0003,0.2,91.95417535305023,-0.001738155174825806,0.5644004344940186,34.57181705236435,45.04
641,230,1468,942080,50.48,26.967727300000007,,,,,,,,,,,,
641,231,1474,946176,46.15,33.73572729,0.06533203125,41.13074493408203,2300,-0.6143247839063406,0.00665176,0.0003,0.2,89.15378260612488,-0.0036085571031435394,0.638852596282959,,
,,,950000,,,0.07333984375,44.33716583251953,2310,-0.6578017592430114,0.00752672,0.0003,0.2,100.69430136680603,0.0005194171651965007,0.5630227327346802,32.09672610163689,48.48
641,232,1482,950272,47.48,32.42518184,,,,,,,,,,,,
641,233,1487,954368,50.52,29.81663639,0.0805419921875,51.1063346862793,2320,-0.6704036574810743,0.007761129,0.0003,0.2,104.49811387062073,-0.0030150793376378716,0.5700277090072632,,
641,234,1493,958464,54.32,24.26763638,0.09189453125,34.90332794189453,2330,-0.6658271588385105,0.009270014,0.0003,0.2,91.5979572057724,-0.0030191973040928134,0.602065920829773,,
,,,960000,,,0.087158203125,41.42483139038086,2340,-0.6358430165797472,0.008366488,0.0003,0.2,101.10319900512695,-0.00350027736130869,0.646769642829895,26.360907865762712,50.36
641,235,1500,962560,45.16,34.65581819999999,,,,,,,,,,,,
641,236,1506,966656,43.45,35.6388182,0.0566650390625,40.70582580566406,2350,-0.6153823073953391,0.0072149937,0.0003,0.2,78.41437785625457,-0.0039763655382557776,0.5884344577789307,,
,,,970000,,,0.0507080078125,45.823219299316406,2360,-0.623944878578186,0.0060741547,0.0003,0.2,106.56373281478882,-0.0017452492618758697,0.6446067094802856,38.3909080016613,41.02
641,237,1513,970752,48.28,32.4798182,,,,,,,,,,,,
641,238,1519,974848,44.51,35.427363650000004,0.073828125,44.50457763671875,2370,-0.6464634101837874,0.0072768833,0.0003,0.2,100.81743865013122,-0.0030972713815572207,0.4328639507293701,,
641,239,1525,978944,43.98,36.44481819,0.07470703125,40.35797119140625,2380,-0.6372556895017624,0.0075136838,0.0003,0.2,93.61034474372863,-0.0029596103297080843,0.5691894292831421,,
,,,980000,,,0.05419921875,22.292251586914062,2390,-0.6059205632656812,0.005964351,0.0003,0.2,64.33880779743194,-0.003636373490735423,0.36077171564102173,23.362907823324203,53.92
641,240,1533,983040,42.63,37.1179091,,,,,,,,,,,,
641,241,1538,987136,56.94,23.059454589999994,0.068310546875,24.36065673828125,2400,-0.621997670084238,0.007880459,0.0003,0.2,65.7837131023407,-0.003916559198114555,0.4384780526161194,,
,,,990000,,,0.0696044921875,30.031707763671875,2410,-0.6439807139337063,0.00880167,0.0003,0.2,75.33161427974701,-0.0034536569073679857,0.5749434232711792,29.181089701652528,51.78
640,242,1547,991232,50.82,29.198181849999997,,,,,,,,,,,,
640,243,1553,995328,50.89,30.41527275,0.0702392578125,45.89433288574219,2420,-0.6213926576077938,0.0066471994,0.0003,0.2,84.80741059780121,-0.0027428360655903814,0.6334230303764343,,
641,244,1558,999424,42.76,36.615818190000006,0.0615966796875,48.64731216430664,2430,-0.5982263408601284,0.0064538335,0.0003,0.2,104.61897752285003,-0.004175222033518366,0.5918534994125366,,
,,,1000000,,,0.085205078125,40.2969856262207,2440,-0.5956734269857407,0.009424033,0.0003,0.2,76.26359381675721,-0.00289422258065315,0.4382268190383911,26.874544258117677,52.6
640,245,1567,1003520,48.18,31.64209093,,,,,,,,,,,,
640,246,1572,1007616,58.54,22.464818220000005,0.084619140625,47.95623016357422,2450,-0.6308641728013754,0.009781707,0.0003,0.2,95.26091737747193,-0.0011822724409285001,0.5700470209121704,,
,,,1010000,,,0.075732421875,53.97531509399414,2460,-0.6490946743637324,0.008442103,0.0003,0.2,94.50079762935638,-0.0021321796564734543,0.6831637620925903,32.51763522267342,46.6
640,247,1580,1011712,45.64,33.89527275,,,,,,,,,,,,
640,248,1585,1015808,46.05,33.11918184,0.0607666015625,36.176780700683594,2470,-0.6200478550046682,0.0060621807,0.0003,0.2,90.80139484405518,-0.0015900754398899153,0.5613696575164795,,
641,249,1590,1019904,45.2,34.7538182,0.047314453125,56.30790328979492,2480,-0.6248387485742569,0.0055388836,0.0003,0.2,96.16774744987488,-0.002023540639493149,0.6618021726608276,,
,,,1020000,,,0.0477783203125,37.179298400878906,2490,-0.6120842766016722,0.0058392487,0.0003,0.2,96.06317582130433,-0.0030747071126825177,0.600799560546875,38.28999889016151,42.1
640,250,1598,1024000,44.61,35.13736364999999,,,,,,,,,,,,
641,251,1603,1028096,52.78,27.533636399999995,0.06689453125,38.23249435424805,2500,-0.6076164085417985,0.0059830593,0.0003,0.2,79.74355139732361,-0.0030743467534193767,0.5414599180221558,,
,,,1030000,,,0.0682861328125,38.88114929199219,2510,-0.6438372191041708,0.0076242685,0.0003,0.2,92.25123333930969,-0.0020441731401660947,0.6780036687850952,29.093453370332718,50.06
640,252,1610,1032192,42.55,36.64881819,,,,,,,,,,,,
641,253,1616,1036288,50.1,29.37109094,0.0506103515625,41.349605560302734,2520,-0.608834796398878,0.0058690244,0.0003,0.2,77.83628323078156,-0.0008561793714761734,0.6242729425430298,,
,,,1040000,,,0.073046875,49.937950134277344,2530,-0.6337114844471217,0.0073385974,0.0003,0.2,102.02936050891876,-0.0024996934778755532,0.633003830909729,31.264907886981963,50.64
640,254,1623,1040384,50.93,29.163636389999997,,,,,,,,,,,,
641,255,1629,1044480,50.74,30.11218184,0.0774169921875,69.558349609375,2540,-0.6847197368741036,0.009836719,0.0003,0.2,130.64180917739867,-0.0028065553662599994,0.6648913025856018,,
641,256,1634,1048576,54.37,26.948181849999997,0.069775390625,39.896728515625,2550,-0.6558563340455293,0.007522653,0.0003,0.2,103.20447950363159,-0.0038448618826805612,0.45998239517211914,,
,,,1050000,,,0.0701416015625,65.53506469726562,2560,-0.6741749402135611,0.005977029,0.0003,0.2,118.11036615371704,-0.0029835525929229334,0.6222050786018372,33.0698170208931,47.68
641,257,1641,1052672,48.57,31.871272750000003,,,,,,,,,,,,
641,258,1647,1056768,58.14,21.741181849999997,0.0657470703125,48.97544860839844,2570,-0.6433120284229517,0.008073542,0.0003,0.2,101.39315056800842,-0.005326832446007757,0.582261323928833,,
