rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/n_updates,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/value_loss,curriculum/stage,train/ent_coef,curriculum/grid_size,curriculum/obs_quantity,curriculum/preferred_eval_mode,train/stage_learning_rate,curriculum/stage_timesteps,curriculum/max_steps,eval/stage_timesteps,eval/full_coverage_rate,eval/std_reward,eval/stage,eval/std_ep_length,eval/deterministic,eval/mean_ep_length,eval/mean_reward,eval/diagnostic_full_coverage_rate,eval/deterministic_quality_passed,eval/quality_promotion_passed,eval/promotion_max_mean_length,eval/promotion_min_mean_reward,eval/stochastic_quality_passed,eval/coverage_promotion_passed,eval/promotion_full_coverage_rate,eval/deterministic_promotion_floor,eval/mode_gap,eval/deterministic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/promotion_passed
4.827157974243164,240,7,121.66,64000,74,118,0.9430932402610779,7e-05,0.05611628293991089,-1.231890983581543,0.15,0.16734375,-0.002179717905819416,0.00850793,0.6574257385730743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.484208583831787,235,8,113.18,66560,86,123,0.12715838849544525,7e-05,0.10668164491653442,-1.2089601147174835,0.15,0.164921875,-0.004310787105932832,0.0051021883,1.0086782190203667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.914173126220703,230,9,108.25,69120,99,128,0.5385923385620117,7e-05,0.06379520893096924,-1.2017603147029876,0.15,0.1396875,-0.006995906364172697,0.009094186,1.1603040993213654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.324329376220703,223,10,101.13,71680,114,133,0.5042694807052612,7e-05,0.16675907373428345,-1.17859397649765,0.15,0.16484375,-0.00836505252867937,0.007766365,0.725232885479927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.694671630859375,2789,1,95.91,74240,0,138,0.2998722493648529,7e-05,0.15681058168411255,-1.1499847269058228,0.15,0.135,-0.005742724742740393,0.006626499,0.611443313062191,1,0.007832,5,3,0,7e-05,51200,200,,,,,,,,,,,,,,,,,,,,,
6.671677112579346,369,2,95.44,76800,13,143,0.43364623188972473,7e-05,0.15303528308868408,-1.1248209607601165,0.15,0.156796875,-0.007674463745206595,0.0075985217,0.4874344201385975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.404386520385742,287,3,98.35,79360,26,148,0.2653556764125824,7e-05,0.20894694328308105,-1.0999008452892303,0.15,0.1978125,-0.0010660620406270026,0.010859333,0.5824672017991542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.762929916381836,268,4,90.3,81920,38,153,0.3733501434326172,7e-05,0.29549992084503174,-1.1086570978164674,0.15,0.134296875,-0.004868842018768191,0.004468303,0.6632037218660116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.164040565490723,256,5,84.21,84480,49,158,0.15227508544921875,7e-05,0.29250121116638184,-1.0651250773668288,0.15,0.13703125,-0.007970732254907489,0.007010865,0.46855813041329386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.511429309844971,245,6,75.16,87040,62,163,0.10526815056800842,7e-05,0.24268114566802979,-1.0464494687318802,0.15,0.159296875,-0.003915267223492265,0.0077374326,0.5172547754645348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8589911460876465,270,7,68.64,89600,66,165,0.17978492379188538,7e-05,0.1127888560295105,-1.0458428522814875,0.15,0.13926630434782608,0.0025662991177776585,0.017660135,0.4292327308136484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.086041450500488,264,8,65.25,92160,77,170,0.04169383645057678,7e-05,0.38512009382247925,-0.9712776154279709,0.15,0.189453125,-0.007603138256818056,0.008916837,0.22419507697224617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.366863250732422,258,9,59.6,94720,89,175,0.11312616616487503,7e-05,0.29874086380004883,-0.9338911360502243,0.15,0.169375,-0.007445503808557987,0.009392239,0.17374811001121998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.39956283569336,253,10,58.75,97280,100,180,0.06554825603961945,7e-05,0.4749944806098938,-0.9347804462909699,0.15,0.16359375,-0.006531844874843955,0.0075638453,0.22532375454902648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.444942474365234,2285,1,58.02,99840,1,185,0.05312927067279816,7e-05,0.5313684344291687,-0.9021792274713516,0.15,0.15890625,-0.002287964392453432,0.010556492,0.19603506155312062,1,0.004248,5,3,0,7e-05,76800,200,,,,,,,,,,,,,,,,,,,,,
8.413580894470215,383,2,55.95,102400,13,190,0.07942412793636322,7e-05,0.5446699261665344,-0.877367509007454,0.15,0.15609375,-0.0031334703881293535,0.0069669993,0.2398143507540226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.31479263305664,288,3,58.05,104960,26,195,0.10013959556818008,7e-05,0.5855321884155273,-0.8814308792352676,0.15,0.176484375,-0.005140010109171271,0.011167508,0.21460882171988488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.372025489807129,262,4,57.74,107520,38,200,0.019624944776296616,7e-05,0.6217623949050903,-0.8439430099725723,0.15,0.178359375,-0.0010825883224606515,0.0057181013,0.1520678747072816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.626863479614258,254,5,52.92,110080,50,205,0.04213676601648331,7e-05,0.6700329780578613,-0.817045869231224,0.15,0.16859375,-0.0033295083325356246,0.0073070885,0.17211581863462924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.694010734558105,271,6,49.22,112640,56,208,0.07220867276191711,7e-05,0.7040113210678101,-0.751663724923956,0.15,0.16042564655172414,-0.0015804827020599924,0.011347656,0.15653589676166402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.534660339355469,282,7,49.29,115200,63,211,0.2539214789867401,7e-05,0.5499097108840942,-0.7254079428586093,0.15,0.17017045454545454,-0.0020970031788403337,0.013180482,0.22421595880931075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.708967208862305,276,8,44.95,117760,74,216,0.035450078547000885,7e-05,0.5939151048660278,-0.6775385075807572,0.15,0.1584375,-0.005807843590155244,0.0089227725,0.2122186142206192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.981460571289062,283,9,43.65,120320,81,220,0.06297352910041809,7e-05,0.4805631637573242,-0.6389184149106344,0.15,0.1421875,-0.0017869813864429792,0.011951925,0.0843545929590861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.932488441467285,303,10,44.14,122880,84,222,0.06678315997123718,7e-05,0.6424303650856018,-0.6419508890672163,0.15,0.11789772727272728,0.001412886194884777,0.023603419,0.10860087536275387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,223,0.1919040083885193,7e-05,0.656083345413208,-0.623528924855319,0.15,0.125,0.006254779767583717,0.006647706,0.15059987184676257,,,,,,,,,102400,1.0,0.6764667444547228,1,18.4733213039778,0,42.58,8.96301124572754,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,0.85,6.213345830950878,1,60.10635490528434,1,57.69,7.049823458343744,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,,,1,,,,,1.0,0,0,32.5,6.75,0,1,1.0,0.0,0.15000000000000002,0.85,1.0,1
,,,,,,,,,,,,,,,,,,,,,,,,102400,0.99,1.146853818701711,1,24.03881028670096,0,45.34,8.83343895792961,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,0.91,4.431132651067141,1,48.210563157880664,1,48.04,8.031811567395925,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,,,1,,,,,0.99,0,0,32.5,6.75,0,1,0.99,0.0,0.07999999999999996,0.91,0.99,1
,,,,,,,,,,,,,,,,,,,,,,,,102400,1.0,0.6195225348066942,1,18.933766133550925,0,44.85,8.90298279762268,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,0.86,8.830524126074184,1,58.34833673721985,1,56.46,5.828588275909424,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,,,1,,,,,1.0,0,0,32.5,6.75,0,1,1.0,0.0,0.14,0.86,1.0,1
8.950597763061523,1770,1,54.02,125440,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.719698905944824,316,2,70.37,128000,16,228,1.1694332361221313,3.5e-05,0.18185639381408691,-0.6926993525028229,0.105,0.1184375,-0.0021697500348091124,0.0026291942,2.533206116557121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26613998413086,303,3,95.16,130560,25,233,0.07518036663532257,3.5e-05,0.4201410412788391,-0.7770341253280639,0.105,0.230859375,0.006394580043852329,0.0051794862,0.722346811965108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.088964462280273,277,4,113.51,133120,36,238,1.1734493970870972,3.5e-05,0.32151734828948975,-0.7836377018690109,0.105,0.1790625,0.0019433920923620463,0.003331431,0.7853011881560087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.800375938415527,263,5,135.47,135680,48,243,0.16215592622756958,3.5e-05,0.20812666416168213,-0.7197055226564407,0.105,0.162890625,-0.001332426145672798,0.0032736517,0.6540387849509716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.642271041870117,258,6,155.8,138240,59,248,0.24480745196342468,3.5e-05,0.2541466951370239,-0.7320609706640243,0.105,0.181484375,0.001617061672732234,0.0058449246,0.5515336881577969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.425589561462402,251,7,174.23,140800,71,253,0.5898874998092651,3.5e-05,0.15385091304779053,-0.7128467047214508,0.105,0.123359375,-0.001533803418278694,0.003250348,0.8850997951626778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.074362277984619,247,8,194.6,143360,82,258,0.5405057072639465,3.5e-05,0.22540879249572754,-0.7176016622781753,0.105,0.12671875,-0.002240942157804966,0.0042954646,0.6860686002671719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.719885349273682,2952,1,207.01,145920,0,263,0.17453713715076447,3.5e-05,0.02667820453643799,-0.7374109494686126,0.105,0.1365625,-0.0020344684552401305,0.004935554,0.4642611976712942,2,0.006,8,8,0,7e-05,0,320,,,,,,,,,,,,,,,,,,,,,
6.956009387969971,2249,2,200.07,148480,2,264,0.3583441972732544,7e-05,0.141066312789917,-0.707420814037323,0.15,0.1265625,0.002256394550204277,0.0082686115,0.5469215512275696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.135098457336426,1067,3,193.35,151040,7,267,0.1366899311542511,7e-05,0.20864593982696533,-0.6945941186532741,0.15,0.16063262195121952,0.00280942431673771,0.031253785,0.6759071019364566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.295228481292725,500,4,186.55,153600,20,272,0.16945670545101166,7e-05,0.18901699781417847,-0.6671474486589432,0.15,0.149609375,-0.002309423703700304,0.009245518,0.6983572009205818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.357659816741943,403,5,181.86,156160,31,277,0.3431541323661804,7e-05,0.17724400758743286,-0.6451615279912949,0.15,0.126640625,-0.0029081198293715717,0.0080218855,0.822652696967125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.427854061126709,450,6,181.64,158720,34,278,0.6050637364387512,7e-05,0.22582674026489258,-0.6500546468628777,0.15,0.1623263888888889,0.006130447145551443,0.008621158,0.7162486662467321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.955240249633789,491,7,168.41,161280,36,279,0.6141711473464966,7e-05,0.25034940242767334,-0.6392647922039032,0.15,0.07161458333333333,0.005705570957312982,0.005324675,0.5127951254447302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.996799945831299,428,8,170.41,163840,47,284,0.14639145135879517,7e-05,0.29525941610336304,-0.6467623680830001,0.15,0.14171875,-0.0009357087779790163,0.0084574055,0.43718389127403495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.134096145629883,423,9,166.19,166400,54,288,0.12760722637176514,7e-05,0.1851966381072998,-0.6573334111541999,0.15,0.15637807377049182,0.003000938333570957,0.030407881,0.31425776234904274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.157608985900879,425,10,165.11,168960,60,290,0.5128921270370483,7e-05,0.2756415009498596,-0.6490243400136629,0.15,0.12076822916666667,0.003320666883761684,0.022375314,0.5302633432050546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.293999671936035,2380,1,162.39,171520,1,292,0.20023168623447418,7e-05,0.27434730529785156,-0.6205259176992601,0.15,0.13155241935483872,0.004025144322264579,0.012883037,0.4362246249952624,2,0.005573333333333334,8,8,0,7e-05,25600,320,,,,,,,,,,,,,,,,,,,,,
8.180262565612793,1746,2,165.46,174080,2,293,0.27078524231910706,7e-05,0.2798311114311218,-0.6271138446671622,0.15,0.15625,0.004779829776712826,0.011648527,0.35209766030311584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.07913589477539,516,3,166.85,176640,14,298,0.1558598130941391,7e-05,0.22922492027282715,-0.6315236353874206,0.15,0.1490625,-0.0026527743972837923,0.009682519,0.32107233375310895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.172207832336426,374,4,162.79,179200,27,303,0.2692683935165405,7e-05,0.23398149013519287,-0.6139595316302392,0.15,0.17162298387096775,0.0006400173209527487,0.01370819,0.5443724493185679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.253244400024414,368,5,159.35,181760,34,307,0.34228515625,7e-05,0.3375728726387024,-0.5923339147120714,0.15,0.1612548828125,0.0023467205464839935,0.015307987,0.4342043058713898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.04122257232666,374,6,163.74,184320,41,310,0.15009544789791107,7e-05,0.426608681678772,-0.5717882690606294,0.15,0.16767939814814814,0.0019866598218127533,0.010159584,0.3842852704778866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.714880466461182,386,7,171.88,186880,46,313,0.1812325417995453,7e-05,0.5108999013900757,-0.5728947892785072,0.15,0.13050426136363635,0.00014361531727693298,0.019062344,0.36783290485089476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.946615695953369,367,8,163.96,189440,55,318,0.143452450633049,7e-05,0.33225780725479126,-0.6018876451253891,0.15,0.13578125,-0.00053986806422472,0.008892409,0.42581422843039035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.931678295135498,350,9,163.42,192000,65,322,0.17256216704845428,7e-05,0.3696497678756714,-0.5300677652294571,0.15,0.1545608108108108,0.0010021437978925737,0.013604755,0.370351682140215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.985779285430908,356,10,161.31,194560,71,325,0.14397022128105164,7e-05,0.4333171844482422,-0.5580567413568497,0.15,0.111875,0.0028549782373011113,0.0088213375,0.40391948536038397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.98780632019043,2909,1,160.62,197120,0,326,0.1971016824245453,7e-05,0.3533349633216858,-0.5236212134361267,0.15,0.14765625,0.005845609353855252,0.011955033,0.3131703034043312,2,0.005146666666666667,8,8,0,7e-05,51200,320,,,,,,,,,,,,,,,,,,,,,
7.8801798820495605,887,2,163.14,199680,5,328,0.29511356353759766,7e-05,0.4706363081932068,-0.5489341773092746,0.15,0.1271484375,0.0011246081674471497,0.009595709,0.38054660633206366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.139644622802734,716,3,153.15,202240,10,331,0.2903083860874176,7e-05,0.45344865322113037,-0.6038878207856958,0.15,0.15784801136363635,0.004711662207476117,0.025044093,0.4230191223323345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.167502403259277,730,4,156.46,204800,14,332,0.9218745827674866,7e-05,0.4195489287376404,-0.5534768057496924,0.15,0.12746710526315788,0.002919578091486504,0.0077464394,0.3858417092185271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.119790077209473,685,5,157.3,207360,18,334,0.15545381605625153,7e-05,0.48858755826950073,-0.5664690725505352,0.15,0.140234375,0.0047401525545865296,0.012700248,0.33373125120997427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.336074829101562,480,6,153.11,209920,31,339,0.11261880397796631,7e-05,0.37544703483581543,-0.5215059250593186,0.15,0.14609375,0.0004148273169994354,0.010749272,0.37495018288493154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.550554275512695,405,7,146.43,212480,44,344,0.28026363253593445,7e-05,0.4908212423324585,-0.49856857538223265,0.15,0.126875,-0.0018966587446630002,0.0079327235,0.27985211335122584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.658970832824707,429,8,145.91,215040,47,346,0.43324050307273865,7e-05,0.5042448043823242,-0.5369874568922179,0.15,0.10267857142857142,0.00259109287123595,0.009615617,0.3886494152247906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.790053367614746,455,9,141.0,217600,50,347,0.1463925689458847,7e-05,0.5085033178329468,-0.4996061693219578,0.15,0.0625,0.006108729442691102,0.0045173904,0.3449620245134129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.779266357421875,477,10,141.75,220160,53,348,0.5096814632415771,7e-05,0.4605328440666199,-0.49670692616038853,0.15,0.09331597222222222,0.005785180048810111,0.005349661,0.3517722458475166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.663381576538086,2580,1,148.11,222720,0,351,0.15400463342666626,7e-05,0.4973068833351135,-0.5212203685579628,0.15,0.12931034482758622,0.002855019884762065,0.011259558,0.3427914148517724,2,0.00472,8,8,0,7e-05,76800,320,,,,,,,,,,,,,,,,,,,,,
8.47311019897461,520,2,152.5,225280,9,356,0.16400563716888428,7e-05,0.44866108894348145,-0.5457769802212715,0.15,0.129453125,-0.0007354160863906145,0.007108277,0.2876640219986439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.390059471130371,384,3,156.11,227840,19,361,0.13926826417446136,7e-05,0.4394427537918091,-0.47987229029337564,0.15,0.11961805555555556,6.883275798625416e-05,0.009559458,0.3129194716612498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.553232192993164,339,4,153.85,230400,30,366,0.40725427865982056,7e-05,0.46479302644729614,-0.5044875285029411,0.15,0.134609375,-0.0023077914863824846,0.011964003,0.3726644364744425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.292670249938965,305,5,161.72,232960,41,371,0.1386190801858902,7e-05,0.3677295446395874,-0.5140138453245163,0.15,0.13,0.0006220599263906479,0.0071371854,0.34346490919589995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.303570747375488,332,6,159.75,235520,46,373,0.2637561857700348,7e-05,0.4042840600013733,-0.5149108077798571,0.15,0.1171875,1.1297475014414107e-05,0.008116034,0.42602795149598804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.526082992553711,316,7,149.31,238080,56,378,0.26395338773727417,7e-05,0.16077029705047607,-0.4955156672568548,0.15,0.13718377976190477,0.00016871019310894466,0.022503238,0.3930854261631057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.380410194396973,304,8,151.87,240640,67,383,0.1534970998764038,7e-05,0.22404706478118896,-0.49052696355751585,0.15,0.14588647959183673,0.002119293317616898,0.010712753,0.3572694954975527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.524726867675781,325,9,147.63,243200,70,385,0.13658787310123444,7e-05,0.35357779264450073,-0.5031469590388812,0.15,0.18299278846153846,0.00828997203363822,0.018998027,0.28066899871023804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.317805290222168,326,10,152.87,245760,78,389,0.20317527651786804,7e-05,0.3750222325325012,-0.47263238517964473,0.15,0.12064549180327869,0.0003645237932195429,0.030648619,0.3119144488553532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,394,0.16775581240653992,7e-05,0.436794638633728,-0.47014676570892333,0.15,0.116796875,-0.0005875859688967466,0.0054530716,0.2435965632647276,,,,,,,,,102400,0.94,2.074495802766466,2,57.498225190000426,0,138.29,8.786863962560892,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,0.6,7.488494492570681,2,108.41000691818076,1,188.52,4.2986800750345,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102400,,,2,,,,,0.94,0,0,83.2,6.75,0,0,0.94,0.0,0.33999999999999997,0.6,0.94,0
8.414627075195312,2619,1,151.94,248320,0,,,,,,,,,,,2,0.005043333333333333,8,8,1,7e-05,102400,320,,,,,,,,,,,,,,,,,,,,,
8.442608833312988,383,2,149.38,250880,13,399,0.15860505402088165,7e-05,0.40133583545684814,-0.4779478269815445,0.15,0.11625,-0.0023524528462439773,0.009677621,0.3927573883533478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
