time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/clip_range,train/loss,train/approx_kl,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction
8,1275,1034240,2,0.2,-0.05733262002468109,0.03809023,0.3949434161186218,0.0003,2010,-0.6015813592076301,-0.03926003593485802,0.1425984420441091,0.23486328125
13,1172,1039360,3,0.2,-0.05152202025055885,0.039679233,0.5080993175506592,0.0003,2020,-0.5816321584582329,-0.041305709490552546,0.13467219239100814,0.23916015625
18,1123,1044480,4,0.2,-0.04343659058213234,0.038951937,0.26700514554977417,0.0003,2030,-0.59674385368824,-0.039739420996047554,0.13546684559434652,0.24220703125
23,1093,1049600,5,0.2,-0.04526263102889061,0.037600484,0.36590975522994995,0.0003,2040,-0.5744302567839622,-0.040561254820786416,0.12446422027423978,0.245859375
28,1074,1054720,6,0.2,-0.064193956553936,0.04023332,0.3117945194244385,0.0003,2050,-0.5949283164739608,-0.043099096384830775,0.11000145733356476,0.25169921875
34,1051,1059840,7,0.2,-0.04028993099927902,0.040870477,0.43968522548675537,0.0003,2060,-0.5415853221714496,-0.03739119471050799,0.11812453703954816,0.2256640625
39,1042,1064960,8,0.2,-0.06411793828010559,0.039626885,0.161423921585083,0.0003,2070,-0.5814743775129319,-0.04323170423042029,0.12041597517207264,0.2455859375
44,1034,1070080,9,0.2,-0.05154982954263687,0.04097304,0.41920459270477295,0.0003,2080,-0.5685799181461334,-0.03743062399793416,0.10149591069668532,0.24865234375
49,1029,1075200,10,0.2,-0.046288199722766876,0.040603694,0.21239781379699707,0.0003,2090,-0.5985972526669502,-0.04130505102686584,0.10713240651413798,0.24826171875
3,1611,1080320,1,0.2,-0.04653646796941757,0.0391293,0.13535475730895996,0.0003,2100,-0.5743439692258835,-0.036642833652440455,0.09340730722993612,0.2384765625
8,1250,1085440,2,0.2,-0.07013768702745438,0.051607348,-0.25798892974853516,0.0003,2110,-0.6013005968928337,-0.042341294065117836,0.0746351377107203,0.26787109375
13,1166,1090560,3,0.2,-0.062096040695905685,0.042523768,0.03439539670944214,0.0003,2120,-0.6169366151094436,-0.040548317648936065,0.07016225672326983,0.26638671875
17,1138,1095680,4,0.2,-0.05657786875963211,0.040700994,0.06619882583618164,0.0003,2130,-0.6235734671354294,-0.04421720323618501,0.07849119633436202,0.2613671875
22,1128,1100800,5,0.2,-0.06616681814193726,0.041325383,0.02946949005126953,0.0003,2140,-0.6820752459764481,-0.0440148855606094,0.08425227049738168,0.2849609375
27,1129,1105920,6,0.2,-0.0770825520157814,0.04216113,0.11081993579864502,0.0003,2150,-0.6726350590586663,-0.04605737708043307,0.07601807193830609,0.2773046875
31,1133,1111040,7,0.2,-0.05577906221151352,0.04328787,0.14098936319351196,0.0003,2160,-0.6668001168966293,-0.04076746116857976,0.07983008130453527,0.2776953125
36,1133,1116160,8,0.2,-0.05606755614280701,0.04212812,0.0540652871131897,0.0003,2170,-0.6676266354322433,-0.04256980911362916,0.10203447381034493,0.2718359375
40,1137,1121280,9,0.2,-0.07279938459396362,0.05224126,-0.014851689338684082,0.0003,2180,-0.6682327157258987,-0.044856021660380066,0.08042235314846038,0.30189453125
44,1140,1126400,10,0.2,-0.08025072515010834,0.045311347,0.0030292868614196777,0.0003,2190,-0.7008889389038085,-0.04846125331940129,0.09737317196093499,0.30189453125
2,2129,1131520,1,0.2,-0.04823978990316391,0.038453214,0.06412959098815918,0.0003,2200,-0.6853171846270562,-0.04327281787525863,0.09527851369231939,0.27658203125
6,1483,1136640,2,0.2,-0.05550265684723854,0.04145553,0.1607934832572937,0.0003,2210,-0.6741655480861664,-0.04359080269932747,0.09825578479096293,0.27763671875
11,1347,1141760,3,0.2,-0.053466346114873886,0.04417134,0.1125301718711853,0.0003,2220,-0.6820272949337959,-0.04469705179333687,0.09648061222396791,0.27986328125
15,1286,1146880,4,0.2,-0.06024594604969025,0.04604834,0.004547715187072754,0.0003,2230,-0.6964873600006104,-0.048597664097324016,0.08941951071843506,0.2924609375
20,1248,1152000,5,0.2,-0.06991708278656006,0.046653017,0.05650782585144043,0.0003,2240,-0.6955632376670837,-0.046551563325338066,0.08731365986168385,0.30013671875
25,1222,1157120,6,0.2,-0.06506200134754181,0.043187343,0.1566551923751831,0.0003,2250,-0.6866177889704704,-0.04555274841375649,0.09732407349161804,0.2895703125
29,1195,1162240,7,0.2,-0.06904411315917969,0.043225087,0.22655951976776123,0.0003,2260,-0.6970287576317787,-0.04632422561757266,0.10245806930586696,0.2894921875
34,1174,1167360,8,0.2,-0.07451911270618439,0.044461913,0.016429126262664795,0.0003,2270,-0.7028093340992928,-0.04414990193443373,0.11491569800302387,0.283046875
39,1156,1172480,9,0.2,-0.06565919518470764,0.042713948,-0.11709988117218018,0.0003,2280,-0.7047088474035264,-0.047514902777038515,0.11224300707690418,0.29810546875
44,1141,1177600,10,0.2,-0.0543118491768837,0.046949707,-0.17065346240997314,0.0003,2290,-0.6809219917654992,-0.0453150501800701,0.13230067729949951,0.291171875
2,1726,1182720,1,0.2,-0.07992568612098694,0.043349456,-0.18295693397521973,0.0003,2300,-0.6968883663415909,-0.047436759704723955,0.10167645733803511,0.29869140625
8,1251,1187840,2,0.2,-0.06266377866268158,0.04465764,-0.002524852752685547,0.0003,2310,-0.7150803771615029,-0.044821347882971166,0.1204402445629239,0.28453125
13,1121,1192960,3,0.2,-0.06539592146873474,0.047114603,0.13091391324996948,0.0003,2320,-0.7553117510676384,-0.0495393620012328,0.09974535854533315,0.3030859375
18,1092,1198080,4,0.2,-0.07917298376560211,0.039433017,0.012474417686462402,0.0003,2330,-0.7323537385463714,-0.047447311924770474,0.10989672107622027,0.304921875
23,1073,1203200,5,0.2,-0.07008269429206848,0.04652851,0.07958287000656128,0.0003,2340,-0.7136505401134491,-0.046869202428497375,0.10328470575623214,0.30794921875
29,1058,1208320,6,0.2,-0.07425688207149506,0.04743256,0.04943668842315674,0.0003,2350,-0.7048355025053025,-0.05219803871121258,0.09522176282480359,0.30240234375
34,1050,1213440,7,0.2,-0.06942971795797348,0.046782188,0.0978081226348877,0.0003,2360,-0.6853104668855667,-0.04539266815409064,0.10641926182433963,0.30509765625
38,1052,1218560,8,0.2,-0.07313971221446991,0.046248965,0.1482853889465332,0.0003,2370,-0.6730267208814621,-0.04726903676521033,0.10977640838362276,0.2913671875
43,1071,1223680,9,0.2,-0.06905579566955566,0.045504816,0.3247954249382019,0.0003,2380,-0.668899567425251,-0.048192476048134265,0.09712058313190937,0.2990234375
47,1088,1228800,10,0.2,-0.05584551766514778,0.04917511,0.23469561338424683,0.0003,2390,-0.6614470574259758,-0.04443435738794506,0.12570299565792084,0.2915234375
2,2244,1233920,1,0.2,-0.061315931379795074,0.044527076,0.2954103350639343,0.0003,2400,-0.6808807855844498,-0.048380008563399315,0.1162779069878161,0.2947265625
6,1508,1239040,2,0.2,-0.06901898980140686,0.04833599,0.16594457626342773,0.0003,2410,-0.6818085971474648,-0.04730383902322501,0.11227047204971313,0.30708984375
12,1193,1244160,3,0.2,-0.06063682585954666,0.054021876,0.08975225687026978,0.0003,2420,-0.6723794257640838,-0.04988759993575513,0.1147314865514636,0.30275390625
18,1135,1249280,4,0.2,-0.037609439343214035,0.054528672,0.07609915733337402,0.0003,2430,-0.6738392686843873,-0.04643314821645617,0.11057792013511061,0.31751953125
23,1106,1254400,5,0.2,-0.07367292046546936,0.04938607,-0.13777291774749756,0.0003,2440,-0.7331572514772415,-0.04864541581831872,0.1023199535254389,0.31025390625
28,1090,1259520,6,0.2,-0.07207202166318893,0.051517427,0.10630691051483154,0.0003,2450,-0.7040818619728089,-0.04733112971298396,0.0837851397972554,0.31345703125
33,1079,1264640,7,0.2,-0.06496480852365494,0.05796995,0.12510329484939575,0.0003,2460,-0.7023687124252319,-0.04606521842768416,0.10465677606873214,0.3233203125
37,1084,1269760,8,0.2,-0.05704427510499954,0.04805332,-0.1281881332397461,0.0003,2470,-0.7267160528898239,-0.04647612867411226,0.12124555664137006,0.3241015625
42,1088,1274880,9,0.2,-0.08384888619184494,0.049103238,0.027526438236236572,0.0003,2480,-0.7160687103867531,-0.04450457679573447,0.10508393165655434,0.3207421875
46,1092,1280000,10,0.2,-0.06324833631515503,0.04869564,0.03321850299835205,0.0003,2490,-0.7246743190288544,-0.046896379268728194,0.11516861760988832,0.30875
2,2010,1285120,1,0.2,-0.06357062608003616,0.052243464,0.030574798583984375,0.0003,2500,-0.7304471245408058,-0.047104409928433594,0.10647517411038279,0.314609375
7,1436,1290240,2,0.2,-0.04598100483417511,0.052071832,-0.024717211723327637,0.0003,2510,-0.7041849455237389,-0.0455150317074731,0.12541288731619715,0.30853515625
11,1330,1295360,3,0.2,-0.08173530548810959,0.054019414,-0.09616518020629883,0.0003,2520,-0.7334778970479965,-0.05213464119471609,0.10067125599831343,0.31892578125
16,1274,1300480,4,0.2,-0.051070377230644226,0.050184876,0.04450786113739014,0.0003,2530,-0.6784153601527214,-0.045915240827016535,0.0980758336186409,0.29853515625
20,1232,1305600,5,0.2,-0.06488829851150513,0.0503218,0.20823454856872559,0.0003,2540,-0.6513349440693855,-0.04752166128717363,0.10242287625558674,0.30310546875
25,1218,1310720,6,0.2,-0.05970867723226547,0.048176188,0.1908038854598999,0.0003,2550,-0.6670581144094467,-0.047354006569366905,0.11739887092262506,0.295234375
29,1205,1315840,7,0.2,-0.0613815039396286,0.053127885,0.013413965702056885,0.0003,2560,-0.634932424724102,-0.047176659405231476,0.11375543706119061,0.30740234375
34,1194,1320960,8,0.2,-0.0533892922103405,0.05401228,0.08708912134170532,0.0003,2570,-0.6314175429940224,-0.04937479673884809,0.12911052081733942,0.3052734375
38,1184,1326080,9,0.2,-0.05306541547179222,0.050917547,-0.12248122692108154,0.0003,2580,-0.649206420481205,-0.04958966438658535,0.1462761177867651,0.30220703125
43,1171,1331200,10,0.2,-0.052825335413217545,0.052697904,0.17672336101531982,0.0003,2590,-0.6010286512970925,-0.04491498794406652,0.12234579378739,0.28556640625
2,2271,1336320,1,0.2,-0.06565479934215546,0.05421102,0.19713318347930908,0.0003,2600,-0.666122011244297,-0.047237373364623636,0.1258653830550611,0.306640625
6,1523,1341440,2,0.2,-0.05752038210630417,0.051585715,0.07929444313049316,0.0003,2610,-0.6164439135789871,-0.04319662982597947,0.13919214027002455,0.29259765625
11,1381,1346560,3,0.2,-0.06199511140584946,0.051552456,0.2594401240348816,0.0003,2620,-0.6320844703912735,-0.04479039834812284,0.12379324125126004,0.29662109375
15,1323,1351680,4,0.2,-0.05281052738428116,0.052863795,0.14925861358642578,0.0003,2630,-0.6228470504283905,-0.048734703417867425,0.14245627399533986,0.2921484375
19,1288,1356800,5,0.2,-0.06988354027271271,0.052688222,0.3056209087371826,0.0003,2640,-0.6218137326836586,-0.05047502994188108,0.10848851060494781,0.3034375
24,1267,1361920,6,0.2,-0.0405907966196537,0.049338017,0.13531535863876343,0.0003,2650,-0.602661982178688,-0.045593165426980706,0.14115272143855692,0.29009765625
28,1246,1367040,7,0.2,-0.06451395899057388,0.04738564,0.11469417810440063,0.0003,2660,-0.6087853571772576,-0.046472025443799796,0.14582416417077185,0.2929296875
33,1229,1372160,8,0.2,-0.0515977181494236,0.04874701,0.24190908670425415,0.0003,2670,-0.6207017976045609,-0.045720119669567794,0.13358436442911625,0.2911328125
37,1222,1377280,9,0.2,-0.06767071783542633,0.047979932,0.1062624454498291,0.0003,2680,-0.638244309425354,-0.04754689638502896,0.15958891544491052,0.2966015625
42,1207,1382400,10,0.2,-0.05418698117136955,0.05206158,0.14951741695404053,0.0003,2690,-0.6374831095337867,-0.048127668253146114,0.1237619661539793,0.30861328125
2,1805,1387520,1,0.2,-0.056558698415756226,0.05653863,0.2049933671951294,0.0003,2700,-0.6590634194016457,-0.04723329624161124,0.12770243166014553,0.31609375
8,1252,1392640,2,0.2,-0.0577659010887146,0.04929954,0.1156606674194336,0.0003,2710,-0.6598477846384049,-0.04682410140521824,0.14872405733913183,0.2977734375
13,1151,1397760,3,0.2,-0.04792039096355438,0.060214557,0.08848518133163452,0.0003,2720,-0.6627354454994202,-0.04951430078363046,0.10686562425456941,0.32326171875
18,1117,1402880,4,0.2,-0.04326734319329262,0.05440275,0.1972794532775879,0.0003,2730,-0.6663549873232841,-0.0500811876449734,0.1187177094258368,0.31763671875
23,1096,1408000,5,0.2,-0.04408486559987068,0.052467328,0.08063161373138428,0.0003,2740,-0.6377026829123497,-0.048233503382653,0.11807512538507581,0.3028125
28,1079,1413120,6,0.2,-0.05470360070466995,0.051870096,0.3343852758407593,0.0003,2750,-0.6170092469453812,-0.048684882470406594,0.10405855964869261,0.301328125
33,1064,1418240,7,0.2,-0.06476595997810364,0.05224959,0.24970299005508423,0.0003,2760,-0.6582311230897904,-0.04818646031431854,0.11897018887102603,0.32103515625
38,1054,1423360,8,0.2,-0.06767831742763519,0.059086777,0.17733889818191528,0.0003,2770,-0.653625774383545,-0.04770879479590803,0.11514394233003258,0.31041015625
43,1047,1428480,9,0.2,-0.052979473024606705,0.05319826,0.21458357572555542,0.0003,2780,-0.6458227679133415,-0.04661448153667152,0.12354463929310441,0.29890625
49,1040,1433600,10,0.2,-0.060274336487054825,0.060051925,0.18459343910217285,0.0003,2790,-0.6626361986994743,-0.053268106589093804,0.09945982927456498,0.323671875
3,1704,1438720,1,0.2,-0.060604605823755264,0.057768393,0.285719633102417,0.0003,2800,-0.6704667523503304,-0.047868046723306176,0.10640358865261078,0.33171875
8,1236,1443840,2,0.2,-0.061614807695150375,0.056325376,0.2888306975364685,0.0003,2810,-0.6477847245335578,-0.04759148880839348,0.1142786074616015,0.32208984375
13,1148,1448960,3,0.2,-0.06182637810707092,0.055495817,-0.20412921905517578,0.0003,2820,-0.6521098324656487,-0.047391670153010636,0.10950130918994545,0.3134375
18,1097,1454080,4,0.2,-0.052556879818439484,0.06239769,0.15731501579284668,0.0003,2830,-0.6411683592200279,-0.046026741762179885,0.08922210643067956,0.32498046875
23,1069,1459200,5,0.2,-0.07992260158061981,0.06552036,0.18160676956176758,0.0003,2840,-0.6564484789967537,-0.0489628257160075,0.09742782143875957,0.3489453125
29,1058,1464320,6,0.2,-0.04451224207878113,0.05880459,-0.08408558368682861,0.0003,2850,-0.6629462894797326,-0.04905161725124344,0.09660402806475758,0.33611328125
34,1048,1469440,7,0.2,-0.054642871022224426,0.064702496,0.24813109636306763,0.0003,2860,-0.6414093741774559,-0.04518322911579162,0.10796453861519695,0.327734375
39,1045,1474560,8,0.2,-0.05680711939930916,0.060429722,0.21188586950302124,0.0003,2870,-0.6524483951926231,-0.0477930188854225,0.10211260925978421,0.33505859375
44,1043,1479680,9,0.2,-0.06971125304698944,0.06565301,0.1094251275062561,0.0003,2880,-0.6432194367051125,-0.045486464449204504,0.08582177864387631,0.33845703125
49,1034,1484800,10,0.2,-0.05119750648736954,0.06085356,0.3548749089241028,0.0003,2890,-0.6381017935276031,-0.046860209912993014,0.09465307511389255,0.3276171875
2,2022,1489920,1,0.2,-0.06328773498535156,0.059955925,0.27143192291259766,0.0003,2900,-0.6722625270485878,-0.046673005507327614,0.11902868900448084,0.32716796875
7,1462,1495040,2,0.2,-0.04153035953640938,0.052892566,0.2931969165802002,0.0003,2910,-0.6676998174190522,-0.042916913924273103,0.12871049961075187,0.3215625
11,1364,1500160,3,0.2,-0.04107149690389633,0.05509349,0.20190632343292236,0.0003,2920,-0.6595860534906387,-0.045773315257392824,0.16850917352363468,0.309453125
15,1314,1505280,4,0.2,-0.05338108539581299,0.069987044,-0.07400739192962646,0.0003,2930,-0.6712357324361801,-0.04479219370754436,0.1378190496377647,0.34439453125
19,1281,1510400,5,0.2,-0.06329863518476486,0.056201983,0.010891973972320557,0.0003,2940,-0.7251021480560302,-0.04782869124086574,0.13055013412609695,0.32310546875
24,1260,1515520,6,0.2,-0.051451221108436584,0.06061799,0.0865587592124939,0.0003,2950,-0.6941653972864151,-0.04580624543596059,0.130619305819273,0.33703125
28,1247,1520640,7,0.2,-0.060491014271974564,0.06027142,0.07909679412841797,0.0003,2960,-0.7161872300505638,-0.04726267388090491,0.1407370425760746,0.34123046875
33,1231,1525760,8,0.2,-0.054413050413131714,0.058969695,-0.05077075958251953,0.0003,2970,-0.6791893121600151,-0.047330092259217055,0.1426222757063806,0.33158203125
37,1225,1530880,9,0.2,-0.06731077283620834,0.06222968,0.025258243083953857,0.0003,2980,-0.7038792154192924,-0.04539835072122514,0.12050041841343045,0.34712890625
42,1215,1536000,10,0.2,-0.06981255114078522,0.06711602,-0.165594220161438,0.0003,2990,-0.727948306798935,-0.048467735056765375,0.12242567558772861,0.34806640625
2,2056,1541120,1,0.2,-0.06683973968029022,0.07045315,-0.13662207126617432,0.0003,3000,-0.7456252756714821,-0.046860235198400914,0.11117835050448775,0.351953125
6,1483,1546240,2,0.2,-0.07271335273981094,0.06846677,0.2262139916419983,0.0003,3010,-0.7319482406973838,-0.04680100524332374,0.08869629395194352,0.36375
11,1384,1551360,3,0.2,-0.08942057937383652,0.070822276,0.11985760927200317,0.0003,3020,-0.7403418982028961,-0.055271506141871214,0.09236295280978084,0.3625
15,1329,1556480,4,0.2,-0.0726553425192833,0.0620277,0.07173651456832886,0.0003,3030,-0.727297098338604,-0.04796396600082517,0.1025194035563618,0.34806640625
19,1296,1561600,5,0.2,-0.07701588422060013,0.06598893,-0.31607210636138916,0.0003,3040,-0.7222521770000457,-0.047317341673187914,0.09795024774037302,0.3587109375
24,1277,1566720,6,0.2,-0.08411760628223419,0.06595231,0.10414427518844604,0.0003,3050,-0.7116047474741936,-0.04804492892697453,0.09690028167329728,0.352265625
28,1264,1571840,7,0.2,-0.06190085411071777,0.06626637,0.04902291297912598,0.0003,3060,-0.7166057527065277,-0.0463515036390163,0.10744893660768867,0.34970703125
32,1252,1576960,8,0.2,-0.06148361414670944,0.064189225,0.053216755390167236,0.0003,3070,-0.7355591940879822,-0.04840398486237973,0.0972571034077555,0.353828125
37,1240,1582080,9,0.2,-0.07262115180492401,0.071739435,0.3024769425392151,0.0003,3080,-0.7278383588790893,-0.04716607724083587,0.07448625405319036,0.36515625
41,1231,1587200,10,0.2,-0.07097631692886353,0.067832574,0.3320188522338867,0.0003,3090,-0.7412609961628914,-0.0490804911730811,0.09299987801350654,0.35248046875
2,2141,1592320,1,0.2,-0.07531462609767914,0.065733604,0.201931893825531,0.0003,3100,-0.7448699575662613,-0.05048681043786928,0.0858740062918514,0.3624609375
7,1453,1597440,2,0.2,-0.07833774387836456,0.06664691,0.004015326499938965,0.0003,3110,-0.7333404877781868,-0.053459184425882995,0.09308780794031918,0.3665625
12,1221,1602560,3,0.2,-0.08125119656324387,0.06355859,-0.20460975170135498,0.0003,3120,-0.7360325655341149,-0.05326991457026452,0.10918564714491368,0.3559765625
16,1210,1607680,4,0.2,-0.05805045738816261,0.06257459,0.020033717155456543,0.0003,3130,-0.6964883595705033,-0.05074914487544447,0.10809156657196581,0.33634765625
21,1195,1612800,5,0.2,-0.06091225892305374,0.06346811,0.2190914750099182,0.0003,3140,-0.7184825712442398,-0.044876958513632416,0.098801781963557,0.350625
25,1193,1617920,6,0.2,-0.0631532073020935,0.06949598,0.2943184971809387,0.0003,3150,-0.7025037196278572,-0.0496909071598202,0.11429443383589387,0.35705078125
29,1195,1623040,7,0.2,-0.06984350085258484,0.06541613,0.1649489402770996,0.0003,3160,-0.6993924349546432,-0.04804917135741562,0.12307493184693158,0.345390625
34,1193,1628160,8,0.2,-0.061949364840984344,0.06255049,-0.06657612323760986,0.0003,3170,-0.7345685681700707,-0.0532961564604193,0.10273822627030313,0.35212890625
38,1187,1633280,9,0.2,-0.05973187834024429,0.06460544,0.07014769315719604,0.0003,3180,-0.7074440348148346,-0.049737640172243115,0.11205310421995819,0.359609375
43,1180,1638400,10,0.2,-0.05712655186653137,0.06585629,0.25620633363723755,0.0003,3190,-0.6687845486402512,-0.048477065206971016,0.120208905544132,0.34861328125
2,2060,1643520,1,0.2,-0.057909514755010605,0.064620875,0.06765401363372803,0.0003,3200,-0.6857115557789802,-0.049080472455825655,0.12248937156051397,0.34705078125
6,1468,1648640,2,0.2,-0.05914747714996338,0.06343676,0.04674386978149414,0.0003,3210,-0.6669739705324172,-0.04849058452062309,0.12394230747595429,0.34845703125
11,1366,1653760,3,0.2,-0.06747601926326752,0.063912064,0.020574092864990234,0.0003,3220,-0.6713816544413567,-0.04416242385748774,0.12305122392252088,0.34103515625
15,1335,1658880,4,0.2,-0.06641295552253723,0.06764524,-0.05678737163543701,0.0003,3230,-0.6665926125645637,-0.04601051968056709,0.13101301953196526,0.33296875
19,1310,1664000,5,0.2,-0.05748053640127182,0.06226488,0.18755728006362915,0.0003,3240,-0.6655542707443237,-0.04897557084914297,0.1352765913680196,0.3326953125
23,1293,1669120,6,0.2,-0.06375077366828918,0.06073267,0.23667758703231812,0.0003,3250,-0.6765093207359314,-0.0450831877021119,0.13375902587547897,0.3346875
27,1281,1674240,7,0.2,-0.05287186801433563,0.058727365,0.2240504026412964,0.0003,3260,-0.6892446520924568,-0.04639621198177338,0.14155014473944902,0.3321484375
32,1273,1679360,8,0.2,-0.05415976792573929,0.06324484,0.09624344110488892,0.0003,3270,-0.6554052481055259,-0.04443815077189356,0.1694200204126537,0.33666015625
36,1266,1684480,9,0.2,-0.07157749682664871,0.06874275,0.15696048736572266,0.0003,3280,-0.6712153068184853,-0.04555138755589724,0.14163667738437652,0.33705078125
40,1260,1689600,10,0.2,-0.050220098346471786,0.07883085,0.13485145568847656,0.0003,3290,-0.6943483647704124,-0.04752118069212884,0.13910981342196466,0.3699609375
2,1935,1694720,1,0.2,-0.06860801577568054,0.06475048,0.09763890504837036,0.0003,3300,-0.6794199347496033,-0.049581540599465374,0.1464136255159974,0.3492578125
7,1420,1699840,2,0.2,-0.06424615532159805,0.071891434,0.21695834398269653,0.0003,3310,-0.6664892220497132,-0.048759625738020985,0.10577279662713408,0.3475390625
12,1253,1704960,3,0.2,-0.07063298672437668,0.06716512,-0.010716080665588379,0.0003,3320,-0.7280795282125473,-0.05090619132854044,0.11107018491253257,0.36708984375
17,1203,1710080,4,0.2,-0.06727016717195511,0.06655641,0.2215520739555359,0.0003,3330,-0.6902900353074074,-0.04984338849782944,0.12787713387049734,0.3418359375
21,1202,1715200,5,0.2,-0.05946943908929825,0.070512824,0.1632840633392334,0.0003,3340,-0.6952236294746399,-0.044261959521099924,0.11907164769247175,0.36404296875
25,1207,1720320,6,0.2,-0.05475766211748123,0.07026662,0.21829944849014282,0.0003,3350,-0.694800643324852,-0.04318429901730269,0.12330550912767649,0.34572265625
29,1212,1725440,7,0.2,-0.07210206240415573,0.07226442,0.26812463998794556,0.0003,3360,-0.718705341219902,-0.04968853611499071,0.1108458011969924,0.372109375
33,1213,1730560,8,0.2,-0.05726364627480507,0.066632226,0.2150031328201294,0.0003,3370,-0.6809609693288803,-0.044783879560418426,0.12690436381846668,0.3464453125
37,1215,1735680,9,0.2,-0.05295258015394211,0.06851135,-0.026506781578063965,0.0003,3380,-0.6624510976672172,-0.04149140597321093,0.11321929473429919,0.3412109375
42,1217,1740800,10,0.2,-0.06569445133209229,0.06986132,-0.020934700965881348,0.0003,3390,-0.6699464637041092,-0.04329616577830166,0.11711213387548923,0.34904296875
2,1797,1745920,1,0.2,-0.039807163178920746,0.07256454,0.24540889263153076,0.0003,3400,-0.6874697533249855,-0.04723110530059785,0.14186834448948502,0.37076171875
8,1279,1751040,2,0.2,-0.0647033080458641,0.06721513,0.14804232120513916,0.0003,3410,-0.7148473486304283,-0.04863478598650545,0.10899031165987254,0.3470703125
13,1162,1756160,3,0.2,-0.0639684870839119,0.06769221,0.11501830816268921,0.0003,3420,-0.7287599241733551,-0.0477768180752173,0.12435172855854035,0.35880859375
18,1110,1761280,4,0.2,-0.07404489815235138,0.07328246,0.10924804210662842,0.0003,3430,-0.6923321902751922,-0.04851328719872981,0.13487421995028853,0.36005859375
23,1087,1766400,5,0.2,-0.076739102602005,0.0724556,0.3601980209350586,0.0003,3440,-0.7015053859353065,-0.050955489210318776,0.10727449329569935,0.3626171875
28,1067,1771520,6,0.2,-0.060693711042404175,0.06703664,0.07287222146987915,0.0003,3450,-0.7108910283446312,-0.04558874134905636,0.12534791074693202,0.34552734375
34,1053,1776640,7,0.2,-0.07465961575508118,0.078231096,0.32712578773498535,0.0003,3460,-0.6989994886517524,-0.04766880190465599,0.09542375425808132,0.36859375
39,1044,1781760,8,0.2,-0.05398330092430115,0.074631855,0.11036622524261475,0.0003,3470,-0.7082329273223877,-0.0465925794839859,0.11774856915697456,0.35671875
44,1040,1786880,9,0.2,-0.07038705796003342,0.06901707,0.28572213649749756,0.0003,3480,-0.72261883944273,-0.050295792557299136,0.09700029745697974,0.35666015625
49,1030,1792000,10,0.2,-0.08489581942558289,0.0719367,0.19124633073806763,0.0003,3490,-0.6947410482168198,-0.05234345467761159,0.10442228981293739,0.36078125
2,2067,1797120,1,0.2,-0.0687142163515091,0.07408903,-0.1032407283782959,0.0003,3500,-0.7313221529126167,-0.05197794664651156,0.1215717913210392,0.3844140625
6,1524,1802240,2,0.2,-0.07261135429143906,0.08023498,0.13632720708847046,0.0003,3510,-0.687896323800087,-0.049913710565306246,0.1152681452035904,0.36966796875
10,1402,1807360,3,0.2,-0.07385474443435669,0.07685541,-0.017569661140441895,0.0003,3520,-0.6907561725378036,-0.05032733817584813,0.11334881066344678,0.3658203125
15,1348,1812480,4,0.2,-0.05340227857232094,0.06783016,0.10355567932128906,0.0003,3530,-0.6700845274329186,-0.05036296504084021,0.13285589180886745,0.334375
19,1318,1817600,5,0.2,-0.06318168342113495,0.06916823,-0.11749100685119629,0.0003,3540,-0.7043433126807213,-0.053464144461322576,0.14774965535849333,0.363984375
23,1300,1822720,6,0.2,-0.07262362539768219,0.076061554,-0.1882181167602539,0.0003,3550,-0.6889745262265206,-0.05224990796064958,0.11648232419043779,0.36134765625
28,1244,1827840,7,0.2,-0.08419263362884521,0.07667734,0.008882522583007812,0.0003,3560,-0.6845290106534958,-0.04995249473955482,0.13819747351109982,0.35537109375
33,1235,1832960,8,0.2,-0.05769380182027817,0.07009728,-0.12326252460479736,0.0003,3570,-0.7152336278557777,-0.04898451028391719,0.1342315703816712,0.36181640625
37,1237,1838080,9,0.2,-0.07472884654998779,0.07322602,-0.16707682609558105,0.0003,3580,-0.7063350358605385,-0.04818023897940293,0.11509540137834846,0.36509765625
41,1231,1843200,10,0.2,-0.06181863695383072,0.0778033,0.05804026126861572,0.0003,3590,-0.7142522245645523,-0.04862689830129966,0.12388974690809845,0.3607421875
2,2195,1848320,1,0.2,-0.07217256724834442,0.07141404,0.16804343461990356,0.0003,3600,-0.7232094490528107,-0.04928140090312809,0.13183678621426226,0.36041015625
6,1481,1853440,2,0.2,-0.06892207264900208,0.07234453,0.13082551956176758,0.0003,3610,-0.6683241662383079,-0.04842399766435847,0.1360708607919514,0.3433984375
11,1346,1858560,3,0.2,-0.06131618842482567,0.071927644,0.0888817310333252,0.0003,3620,-0.6552454102039337,-0.04678857814054936,0.15416504446417092,0.32982421875
15,1301,1863680,4,0.2,-0.050075627863407135,0.077442646,-0.029625296592712402,0.0003,3630,-0.6990668871998786,-0.04700567389605567,0.13718196215108036,0.36341796875
19,1292,1868800,5,0.2,-0.04977267235517502,0.067449145,0.1250573992729187,0.0003,3640,-0.7005073246359825,-0.04779654237674549,0.15326355956494808,0.35626953125
23,1282,1873920,6,0.2,-0.04771147668361664,0.07215333,-0.060822129249572754,0.0003,3650,-0.7157487991452217,-0.049777140086516736,0.12209947478026152,0.37013671875
