cbp/utility_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,cbp/target_count,rollout/ep_rew_mean,cbp/total_replacements,cbp/last_replacements,time/fps,cbp/rollout_replacements,time/time_elapsed,train/approx_kl,train/clip_fraction,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/learning_rate,train/clip_range,train/loss,curriculum/preferred_eval_mode,curriculum/stage,curriculum/obs_quantity,train/stage_learning_rate,curriculum/grid_size,train/ent_coef,curriculum/max_steps,curriculum/stage_timesteps,plasticity/weight_max_abs,plasticity/effective_rank_99_mean,plasticity/weight_rms,plasticity/total_weight_units,plasticity/effective_rank_99_normalized_mean,plasticity/low_weight_units,plasticity/weight_abs_mean,plasticity/low_weight_unit_ratio,eval/deterministic,eval/std_reward,eval/std_ep_length,eval/mean_reward,eval/stage,eval/stage_timesteps,eval/full_coverage_rate,eval/mean_ep_length,eval/promotion_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/stochastic_quality_passed,eval/mode_gap,eval/coverage_promotion_passed,eval/promotion_passed,eval/quality_promotion_passed,eval/promotion_max_mean_length,eval/deterministic_full_coverage_rate,eval/deterministic_quality_passed,eval/deterministic_promotion_floor,eval/stochastic_full_coverage_rate,eval/promotion_min_mean_reward
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.362033856680291,67.15524998092107,4.894018974900246,3,921600,0.94,181.18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.340825691195891,118.60965348570916,4.9046869766712184,3,921600,0.63,207.01,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,921600,,,0.94,0.94,0,0.30999999999999994,1,0,0,145.8,0.63,0,0.0,0.94,6.0
0.912173700829347,178.1,1909760,1,6,4.940796852111816,570,6,2053,6,2,,,,,,,,,,,1,3,10,3e-05,9,0.007199999999999998,360,921600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.912173700829347,179.28,1914880,2,6,4.852970600128174,570,0,237,0,43,0.0012569528,0.0795654296875,1.8504643981927074,-0.6050482328981162,-0.0002364037136430852,2971,0.7628111243247986,3e-05,0.08,0.35066425800323486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.912173700829347,176.25,1920000,3,6,4.987316131591797,570,0,182,0,84,0.0014750035,0.0992919921875,2.176100279157981,-0.6050184364430606,0.0007955215070978739,2979,0.7141987085342407,3e-05,0.08,1.0283737182617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.912173700829347,172.45,1925120,4,6,5.1403727531433105,570,0,156,0,131,0.001417005,0.103515625,2.7953679877333344,-0.6014079767279327,-0.0001506496781075839,2987,0.8025763034820557,3e-05,0.08,0.12181146442890167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9237824057539304,172.29,1930240,5,6,5.170171737670898,576,6,144,6,177,0.0016984731,0.0973388671875,1.7455029901582748,-0.6058620692230761,-0.00020547677704598754,2995,0.7457257509231567,3e-05,0.08,1.1773014068603516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9237824057539304,,,,6,,576,6,,,,0.0011259427,0.075,1.1395298525458202,-0.5912238209508359,-0.0005623523917165585,3003,0.7675593495368958,3e-05,0.08,0.6324622631072998,,,,,,,,,0.9029828310012817,51.083333333333336,0.010638007138527434,1925,0.5893012152777778,156,0.0031888660472747746,0.08103896103896104,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.373871850784862,75.28750958824445,5.081651038527489,3,947200,0.9,181.03,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.5616980947243047,120.3025170144,4.397581918239593,3,947200,0.57,222.62,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,947200,,,0.9,0.9,0,0.33000000000000007,0,0,0,145.8,0.57,0,0.0,0.9,6.0
0.9237824057539304,174.93,1935360,1,6,5.140997409820557,576,0,1548,0,3,,,,,,,,,,,1,3,10,3e-05,9,0.007299999999999998,360,947200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9237824057539304,178.48,1940480,2,6,4.98197603225708,576,0,208,0,49,0.0014566763,0.0696044921875,1.375322271604091,-0.6045363364741206,-0.0003638226364273578,3011,0.7824405431747437,3e-05,0.08,0.2763856053352356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9237824057539304,180.58,1945600,3,6,4.97947883605957,576,0,169,0,90,0.0017651065,0.10107421875,1.6978977556806059,-0.5958578211255372,0.0012431673050741665,3019,0.8272832632064819,3e-05,0.08,0.44608187675476074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9034745246171951,178.54,1950720,4,6,5.043732166290283,582,6,155,6,131,0.0019700679,0.0978759765625,1.6903494462836535,-0.5832284094765783,0.00040510214457754044,3027,0.7641257047653198,3e-05,0.08,1.3563830852508545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9034745246171951,180.95,1955840,5,6,5.009520053863525,582,0,148,0,172,0.0009483915,0.09736328125,2.254265593609307,-0.5879296247847379,0.0008802930024103262,3035,0.7324710488319397,3e-05,0.08,0.5973576307296753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9034745246171951,,,,6,,582,0,,,,0.0013392867,0.088720703125,2.1903755233855917,-0.6261748973280191,0.0007044659694656729,3043,0.656596302986145,3e-05,0.08,0.3177001178264618,,,,,,,,,0.9015396237373352,50.75,0.010554474066991773,1925,0.5879991319444445,157,0.003158757766156383,0.08155844155844155,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.2570033284353443,69.91127162339417,5.279058494567871,3,972800,0.92,174.29,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.17747831588216,118.3012696466103,5.089654940366745,3,972800,0.64,203.36,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,972800,,,0.92,0.92,0,0.28,0,0,0,145.8,0.64,0,0.0,0.92,6.0
0.9034745246171951,177.64,1960960,1,6,5.092022895812988,582,0,1788,0,2,,,,,,,,,,,1,3,10,3e-05,9,0.007399999999999999,360,972800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9034745246171951,184.35,1966080,2,6,4.807434558868408,582,0,240,0,42,0.0017315767,0.13037109375,2.29828873075312,-0.6226229123771191,0.0013151647668564691,3051,0.7118607759475708,3e-05,0.08,0.5196698904037476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8935414863129457,177.93,1971200,3,6,5.054712772369385,588,6,191,6,80,0.0012116426,0.07666015625,1.7608665780629962,-0.6242412999272346,-0.0004654630116419867,3059,0.6938982605934143,3e-05,0.08,0.31173327565193176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8935414863129457,172.47,1976320,4,6,5.159515380859375,588,0,170,0,120,0.0009946619,0.075,1.1161316101206467,-0.6263858621008694,8.870549791026861e-05,3067,0.6013491153717041,3e-05,0.08,0.944847583770752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8935414863129457,173.77,1981440,5,6,5.134113788604736,588,0,159,0,160,0.00086917373,0.09384765625,1.1903101920499466,-0.6186930226162076,-0.0009809375449549406,3075,0.6136940717697144,3e-05,0.08,1.7328084707260132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8935414863129457,,,,6,,588,0,,,,0.0015665486,0.0986572265625,1.0967909099534154,-0.6086498219519854,0.00034044989151880143,3083,0.74797123670578,3e-05,0.08,0.7494990825653076,,,,,,,,,0.9000062942504883,50.416666666666664,0.01049314448156591,1925,0.5866970486111112,158,0.003143597945733177,0.08207792207792208,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.577978462101382,74.13679990396133,4.859285426139832,3,998400,0.92,183.93,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.072526954955224,114.55308769299937,5.220101810693741,3,998400,0.67,198.01,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,998400,,,0.92,0.92,0,0.25,0,0,0,145.8,0.67,0,0.0,0.92,6.0
0.8935414863129457,177.7,1986560,1,6,4.972055435180664,588,0,2007,0,2,,,,,,,,,,,1,3,10,3e-05,9,0.007499999999999998,360,998400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9368220505615076,183.98,1991680,2,6,4.738760471343994,594,6,266,6,38,0.0015695503,0.1023681640625,0.9498096395982429,-0.6246174102649092,0.001070832351251738,3091,0.6337894201278687,3e-05,0.08,0.10145264118909836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9368220505615076,188.7,1996800,3,6,4.631126403808594,594,0,189,0,81,0.0016669348,0.1124267578125,1.0531584433512762,-0.6242964859120548,0.0011589509536861441,3099,0.5333563089370728,3e-05,0.08,0.21510574221611023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9368220505615076,191.0,2001920,4,6,4.4068098068237305,594,0,162,0,126,0.0016722903,0.09052734375,1.1792923715664074,-0.6317850447259843,0.0005267447369988077,3107,0.4136347770690918,3e-05,0.08,0.11840730905532837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9368220505615076,182.09,2007040,5,6,4.7455735206604,594,0,151,0,169,0.0016886715,0.098095703125,1.2768898534122854,-0.6353660264983774,0.0003523515712004155,3115,0.712639331817627,3e-05,0.08,0.007525250315666199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9368220505615076,,,,6,,594,0,,,,0.0013378866,0.1026123046875,1.5440947244991547,-0.6342247357591987,0.0002874940866604447,3123,0.8045781850814819,3e-05,0.08,1.2232463359832764,,,,,,,,,0.8981917500495911,50.25,0.010445637642532672,1925,0.5860460069444445,157,0.003145854637850792,0.08155844155844155,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.628817228049715,74.30575953450716,4.989798710346222,3,1024000,0.93,179.71,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.612356805492514,121.41663806908836,4.779789946079254,3,1024000,0.61,209.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1024000,,,0.93,0.93,0,0.32000000000000006,0,0,0,145.8,0.61,0,0.0,0.93,6.0
0.9138755860428015,181.62,2012160,1,6,4.8045783042907715,600,6,1360,6,3,,,,,,,,,,,1,3,10,3e-05,9,0.007599999999999997,360,1024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9138755860428015,184.08,2017280,2,6,4.726700305938721,600,0,3,0,3180,0.0013317382,0.095703125,1.9860569693148136,-0.6284613538533449,0.0002843116206349805,3131,0.8246123790740967,3e-05,0.08,2.125108480453491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9138755860428015,194.9,2022400,3,6,4.508101940155029,600,0,4,0,3218,0.0013154808,0.09013671875,2.4722911796416156,-0.6128514101728797,0.0006667562731308863,3139,0.7515344619750977,3e-05,0.08,0.6884815692901611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8753736540675163,196.48,2027520,4,6,4.416679859161377,606,6,6,6,3254,0.0013138477,0.105322265625,2.478958769142628,-0.6470570668578148,0.0014247917861212045,3147,0.8052303791046143,3e-05,0.08,7.174444675445557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8753736540675163,192.99,2032640,5,6,4.480062007904053,606,0,7,0,3293,0.001222634,0.0901123046875,1.4222065905109047,-0.6111310627311468,-0.0006957044766750187,3155,0.7471883296966553,3e-05,0.08,0.43154963850975037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8753736540675163,,,,6,,606,0,,,,0.0016191907,0.0893310546875,1.8632886831415818,-0.6116251804865896,-0.000320090058085043,3163,0.8005167245864868,3e-05,0.08,1.941270112991333,,,,,,,,,0.8962875604629517,50.0,0.01039255846705192,1925,0.5850694444444445,159,0.0031504032201161475,0.0825974025974026,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.5926423761595485,75.67712732391472,4.886121270116418,3,1049600,0.91,183.82,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.8183629520814155,103.90394169616474,6.038821121752262,3,1049600,0.78,166.97,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1049600,,,0.91,0.91,0,0.13,0,0,0,145.8,0.78,0,0.0,0.91,6.0
0.8753736540675163,189.48,2037760,1,6,4.552688121795654,606,0,961,0,5,,,,,,,,,,,1,3,10,3e-05,9,0.007699999999999998,360,1049600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8753736540675163,177.07,2042880,2,6,5.035229682922363,606,0,194,0,52,0.0014206882,0.0999755859375,1.8611837179516442,-0.6049527704715729,0.0008094313365290873,3171,0.7742086052894592,3e-05,0.08,0.18009191751480103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9042899385094643,181.52,2048000,3,6,4.888765811920166,612,6,153,6,100,0.0029713488,0.0919189453125,1.6658288835547865,-0.6027673215605318,0.0005568427674006671,3179,0.6794928312301636,3e-05,0.08,0.41185203194618225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9042899385094643,179.78,2053120,4,6,4.967170238494873,612,0,139,0,146,0.0016284868,0.097314453125,1.5947935595642775,-0.6101201168261469,-3.413389640627429e-05,3187,0.7960963249206543,3e-05,0.08,0.3313494026660919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9042899385094643,182.34,2058240,5,6,4.903125762939453,612,0,136,0,187,0.0015971083,0.0821533203125,1.9143620205810294,-0.6194598448462785,-8.567501208744943e-05,3195,0.718353271484375,3e-05,0.08,0.4405876100063324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9042899385094643,,,,6,,612,0,,,,0.0009503126,0.077001953125,2.9553211110411213,-0.6294339913874865,0.000586955455946736,3203,0.7346228361129761,3e-05,0.08,0.4835681617259979,,,,,,,,,0.8953259587287903,49.75,0.010277338217378881,1925,0.5840928819444445,159,0.0030631637848231815,0.0825974025974026,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.564972789845807,75.97411138012737,4.7614756032824515,3,1075200,0.91,187.12,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3289483797254413,118.3548271089946,5.205534214475993,3,1075200,0.66,196.07,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1075200,,,0.91,0.91,0,0.25,0,0,0,145.8,0.66,0,0.0,0.91,6.0
0.9042899385094643,184.52,2063360,1,6,4.7746381759643555,612,0,1322,0,3,,,,,,,,,,,1,3,10,3e-05,9,0.007799999999999998,360,1075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9070436035593351,184.37,2068480,2,6,4.757021903991699,618,6,190,6,53,0.001269177,0.0818603515625,1.3789608475519344,-0.6450559001415967,-0.0008187155806808732,3211,0.559370219707489,3e-05,0.08,1.8367913961410522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9070436035593351,185.92,2073600,3,6,4.71739387512207,618,0,153,0,99,0.0011403578,0.0701904296875,0.9180095777614042,-0.6289057764224708,0.00011720513139152899,3219,0.49110013246536255,3e-05,0.08,0.8612962961196899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9070436035593351,184.8,2078720,4,6,4.786816596984863,618,0,143,0,142,0.0011222276,0.098876953125,1.2911338751902803,-0.6289329076185822,0.001436393620679155,3227,0.6866927146911621,3e-05,0.08,1.045875906944275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9070436035593351,190.73,2083840,5,6,4.65017557144165,618,0,138,0,184,0.0015523053,0.0984375,1.857159999012947,-0.6275904550217092,-1.817074080463499e-05,3235,0.7332515120506287,3e-05,0.08,0.47720983624458313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9070436035593351,,,,6,,618,0,,,,0.00094519334,0.0648681640625,2.3885156432166696,-0.6614832697436214,-0.00030423887073993683,3243,0.6545635461807251,3e-05,0.08,2.2631404399871826,,,,,,,,,0.8926382660865784,49.416666666666664,0.010183585090679194,1925,0.5827907986111112,160,0.0030028649145921807,0.08311688311688312,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.3617147572005512,62.89426921429329,5.0114793659187855,3,1100800,0.96,175.97,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3524509705709447,124.75836605214097,4.414913844019175,3,1100800,0.53,228.51,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1100800,,,0.96,0.96,0,0.42999999999999994,1,0,0,145.8,0.53,0,0.0,0.96,6.0
0.7831892147660255,195.72,2088960,1,6,4.546459674835205,624,6,1499,6,3,,,,,,,,,,,1,3,10,3e-05,9,0.007899999999999997,360,1100800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7831892147660255,193.0,2094080,2,6,4.6295366287231445,624,0,222,0,46,0.0008409506,0.0814453125,1.614492550655268,-0.669751972425729,0.0005674846135661938,3251,0.5269372463226318,3e-05,0.08,0.9485189914703369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7831892147660255,201.08,2099200,3,6,4.309524059295654,624,0,178,0,86,0.002656775,0.119384765625,2.1129593558143824,-0.7055683949962258,0.0011874436604557559,3259,0.5570453405380249,3e-05,0.08,0.05623042955994606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7831892147660255,201.93,2104320,4,6,4.230276107788086,624,0,162,0,125,0.0011708451,0.10517578125,1.2837271121097729,-0.6978414777666331,0.00039531769580207764,3267,0.5841430425643921,3e-05,0.08,0.6125855445861816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7209955751895905,200.35,2109440,5,6,4.266063690185547,630,6,152,6,167,0.0009075556,0.087255859375,1.6091039846651256,-0.6800705220550298,-0.0001075782609404996,3275,0.4679783582687378,3e-05,0.08,2.4795045852661133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7209955751895905,,,,6,,630,6,,,,0.0015416626,0.0824462890625,2.1155767030781134,-0.6544297397136688,-0.000303136749425903,3283,0.4500669836997986,3e-05,0.08,0.26180851459503174,,,,,,,,,0.8909317255020142,49.083333333333336,0.010065779098013638,1925,0.5814887152777778,161,0.002978637837973008,0.08363636363636363,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.6965442697239967,79.82474804219554,4.5389890864491464,3,1126400,0.89,193.64,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.2809166417604385,122.3180706191853,4.383480317629874,3,1126400,0.54,228.36,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1126400,,,0.89,0.89,0,0.35,0,0,0,145.8,0.54,0,0.0,0.89,6.0
0.7209955751895905,197.26,2114560,1,6,4.3814377784729,630,0,1515,0,3,,,,,,,,,,,1,3,10,3e-05,9,0.007999999999999997,360,1126400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7209955751895905,183.34,2119680,2,6,4.937961578369141,630,0,225,0,45,0.00084297714,0.0767822265625,1.4784915726864711,-0.6589550880715251,-0.0006299202883383259,3291,-0.0802687406539917,3e-05,0.08,0.5219903588294983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7209955751895905,188.18,2124800,3,6,4.6796674728393555,630,0,171,0,89,0.0013838568,0.0893310546875,0.8238063499331474,-0.6468976670876145,-0.001181045208068099,3299,0.3227422833442688,3e-05,0.08,0.10646176338195801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8348102644085884,184.71,2129920,4,6,4.732084274291992,636,6,155,6,131,0.0013954601,0.07509765625,1.0203211797052063,-0.6519479751586914,-0.00017040330421878025,3307,0.4126598834991455,3e-05,0.08,0.05435232073068619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8348102644085884,184.35,2135040,5,6,4.79777717590332,636,0,146,0,175,0.000975143,0.071484375,1.0113915191497653,-0.6642072981223464,-0.0003119653178146109,3315,0.6396456956863403,3e-05,0.08,0.07670290023088455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8348102644085884,,,,6,,636,0,,,,0.0015249766,0.094580078125,1.0503685036557726,-0.658168219961226,0.0008364620589418337,3323,0.7632366418838501,3e-05,0.08,0.2294565886259079,,,,,,,,,0.8881722688674927,49.0,0.010086672089090427,1925,0.5811631944444445,94,0.0030243753153303514,0.04883116883116883,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.5074075547382138,68.84685904237027,4.739680270552635,3,1152000,0.94,184.5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.171816738768915,117.95637964942803,5.369027330540121,3,1152000,0.67,193.05,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1152000,,,0.94,0.94,0,0.2699999999999999,1,0,0,145.8,0.67,0,0.0,0.94,6.0
0.8348102644085884,188.11,2140160,1,6,4.626755237579346,636,0,1532,0,3,,,,,,,,,,,1,3,10,3e-05,9,0.008099999999999998,360,1152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8348102644085884,190.53,2145280,2,6,4.681737422943115,636,0,219,0,46,0.0010395211,0.076806640625,1.3890437082620337,-0.645098658464849,-0.0003828424451057799,3331,0.7161726951599121,3e-05,0.08,0.5929376482963562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8828434695800146,197.25,2150400,3,6,4.392279148101807,642,6,175,6,87,0.0009814054,0.06484375,1.4305709829786792,-0.6367783453315496,-0.0005149918113602325,3339,0.8107110857963562,3e-05,0.08,0.3390779197216034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8828434695800146,189.66,2155520,4,6,4.571299076080322,642,0,161,0,127,0.0018510977,0.06708984375,1.6422403240343555,-0.634185746498406,-0.00021801105176564307,3347,0.8049346208572388,3e-05,0.08,0.9931178689002991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8828434695800146,185.86,2160640,5,6,4.664324760437012,642,0,146,0,174,0.0011471042,0.0870849609375,1.4444544756435789,-0.6525764431804418,-0.0010357928549638018,3355,0.6729179620742798,3e-05,0.08,0.0881868302822113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8828434695800146,,,,6,,642,0,,,,0.0010328315,0.1093505859375,0.9163210275350139,-0.6306213329546153,-0.000680883348104544,3363,0.6333816051483154,3e-05,0.08,0.12481357157230377,,,,,,,,,0.8867264986038208,48.833333333333336,0.010035666908294556,1925,0.5805121527777778,95,0.002976798109161683,0.04935064935064935,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.5348603299609724,70.19741020863947,4.696555258762092,3,1177600,0.94,186.06,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.519858791252099,122.62651263083363,4.919223857149482,3,1177600,0.61,207.28,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1177600,,,0.94,0.94,0,0.32999999999999996,1,0,0,145.8,0.61,0,0.0,0.94,6.0
0.8828434695800146,177.11,2165760,1,6,4.9778218269348145,642,0,1513,0,3,,,,,,,,,,,1,3,10,3e-05,9,0.008199999999999999,360,1177600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9055356259147326,179.55,2170880,2,6,4.96259880065918,648,6,205,6,49,0.0011856309,0.0804443359375,1.0053239538799972,-0.6255705801770091,-0.00105426107547828,3371,0.7540971040725708,3e-05,0.08,0.3972286880016327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9055356259147326,184.61,2176000,3,6,4.82521390914917,648,0,170,0,89,0.0012433936,0.08125,0.8924330738256685,-0.6233253424055875,0.000532742348877946,3379,0.7871072292327881,3e-05,0.08,0.24059106409549713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9055356259147326,181.78,2181120,4,6,4.907109260559082,648,0,153,0,133,0.0008895048,0.0824951171875,1.178678093117196,-0.6402625376358628,-0.00012490983790485187,3387,0.762796938419342,3e-05,0.08,2.9152398109436035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9055356259147326,187.06,2186240,5,6,4.726586818695068,648,0,140,0,181,0.0008976646,0.074072265625,0.8976022457471118,-0.6264969194307923,-0.000520531481015496,3395,0.6672990322113037,3e-05,0.08,0.4098593592643738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9055356259147326,,,,6,,648,0,,,,0.0013566574,0.0694580078125,1.3739339411724358,-0.6120662412606179,-0.00013440666953101754,3403,0.7687103748321533,3e-05,0.08,0.36254847049713135,,,,,,,,,0.8824948072433472,48.833333333333336,0.010028422333666418,1925,0.5805121527777778,95,0.0029960535692348813,0.04935064935064935,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.2617326255819687,60.82625995406918,4.911922555565834,3,1203200,0.96,178.81,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.2831729805014582,119.17776638282831,4.888024209886789,3,1203200,0.62,208.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1203200,,,0.96,0.96,0,0.33999999999999997,1,0,0,145.8,0.62,0,0.0,0.96,6.0
0.9401546120643616,181.43,2191360,1,6,4.880426406860352,654,6,1458,6,3,,,,,,,,,,,1,3,10,3e-05,9,0.008299999999999998,360,1203200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9401546120643616,183.85,2196480,2,6,4.930059909820557,654,0,231,0,44,0.0011304027,0.0652587890625,1.457371130719548,-0.6309451093897224,-0.00023487977887270972,3411,0.822510838508606,3e-05,0.08,0.2645944654941559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
