time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/value_loss
5,1173,21,76800,-0.7734263312816619,0.5817295908927917,0.00719023,0.09794921875,0.32974907755851746,0.2,140,0.0001,-0.0075129299447871745,0.6566391605138778
6,1146,26,81920,-0.7589171832799911,0.5452666282653809,0.0074378336,0.07931640625,0.28785955905914307,0.2,150,0.0001,-0.005234135431237519,0.6852253791689873
7,1109,32,87040,-0.742680861055851,0.6507807970046997,0.0074003874,0.10689453125,0.24527180194854736,0.2,160,0.0001,-0.007898613256402313,0.5578027234971523
8,1077,37,92160,-0.722930106818676,0.6199593544006348,0.008512718,0.10400390625,0.21955157816410065,0.2,170,0.0001,-0.007264417179394514,0.5277230028808116
9,1065,43,97280,-0.6955931812524796,0.6313113570213318,0.007289462,0.0865625,0.20936161279678345,0.2,180,0.0001,-0.006800539223477244,0.4902910712361336
10,1055,48,102400,-0.6576585993170738,0.7309104204177856,0.008374169,0.11447265625,0.14136041700839996,0.2,190,0.0001,-0.009833088628947734,0.344928166270256
1,1784,2,107520,-0.6437078815698624,0.630605161190033,0.0069570458,0.0844140625,0.11284884065389633,0.2,200,0.0001,-0.005654067180585116,0.2964825992286205
2,1270,8,112640,-0.7433677300810814,0.5730902552604675,0.0073674964,0.09857421875,0.1739431917667389,0.2,210,0.0001,-0.006008179471828043,0.431716047078371
3,1191,12,117760,-0.6879297325015068,0.3955283761024475,0.009642368,0.119140625,0.20531567931175232,0.2,220,0.0001,-0.008355432306416333,0.39890562504529953
4,1132,18,122880,-0.6693493950366974,0.13972967863082886,0.0078320075,0.11560546875,0.1401105374097824,0.2,230,0.0001,-0.008553806808777153,0.3599413858354092
5,1110,23,128000,-0.6728762888908386,0.19743996858596802,0.010670709,0.1336328125,0.12177731096744537,0.2,240,0.0001,-0.0073082584491930905,0.28112574726343154
6,1100,27,133120,-0.6956131154298782,0.40291523933410645,0.0074348585,0.10806640625,0.11156784743070602,0.2,250,0.0001,-0.006252771280705929,0.25189371973276137
7,1096,32,138240,-0.6325958263874054,0.5464802980422974,0.0070905834,0.0994140625,0.12083415687084198,0.2,260,0.0001,-0.00786009464878589,0.28201507560908795
8,1090,37,143360,-0.5687019544839859,0.4999828338623047,0.008130947,0.1019140625,0.10550470650196075,0.2,270,0.0001,-0.00607069400139153,0.22930787660181523
9,1087,42,148480,-0.58637828707695,0.4572412371635437,0.0053809686,0.07486328125,0.11438743770122528,0.2,280,0.0001,-0.008001880978699773,0.26643481135368347
10,1079,47,153600,-0.5167123152315617,0.41984182596206665,0.007138832,0.08453125,0.05873463675379753,0.2,290,0.0001,-0.007550604728749022,0.1786390070617199
1,2390,2,158720,-0.5082115890085697,0.4176015257835388,0.005944124,0.0738671875,0.05539432168006897,0.2,300,0.0001,-0.004882571313064545,0.19306536562740803
2,1380,7,163840,-0.4982910530269146,0.6634972095489502,0.007435216,0.079140625,0.06518910825252533,0.2,310,0.0001,-0.007131385516840965,0.190528397038579
3,1242,12,168960,-0.4215454614162445,0.6454053521156311,0.0076901214,0.08732421875,0.0449514165520668,0.2,320,0.0001,-0.006055284116882831,0.14436741307377815
4,1187,17,174080,-0.448631563782692,0.7821407914161682,0.008062587,0.0923828125,0.09913806617259979,0.2,330,0.0001,-0.007123668193817139,0.22659156851470472
5,1153,22,179200,-0.4213381320238113,0.7413914203643799,0.008062433,0.07138671875,0.06637538224458694,0.2,340,0.0001,-0.004187252854462713,0.204127007573843
6,1129,27,184320,-0.43743485778570174,0.8069493770599365,0.0057533192,0.08109375,0.11969193816184998,0.2,350,0.0001,-0.00219601858407259,0.2814814230054617
7,1113,32,189440,-0.41960204228758813,0.7359670400619507,0.006437094,0.0755078125,0.10530201345682144,0.2,360,0.0001,-0.0036171603575348853,0.2591035185754299
8,1102,37,194560,-0.4044563314318657,0.5233277678489685,0.0059639076,0.0819140625,0.10821548104286194,0.2,370,0.0001,-0.003805888118222356,0.2415684874355793
9,1092,42,199680,-0.38715735986828803,0.6355201005935669,0.009006848,0.08123046875,0.05666138604283333,0.2,380,0.0001,-0.0040333619399461895,0.1838971845060587
10,1084,47,204800,-0.4185373838245869,0.7045087218284607,0.0068312385,0.08630859375,0.09108281135559082,0.2,390,0.0001,-0.005543241566047072,0.20718260668218136
1,2305,2,209920,-0.4106189543008804,0.7681419849395752,0.0071334178,0.0796484375,0.0969523936510086,0.2,400,0.0001,-0.004598578694276512,0.25314292661845683
2,1367,7,215040,-0.38012127876281737,0.7003964185714722,0.007291785,0.07548828125,0.11944308876991272,0.2,410,0.0001,-0.0034665516624227165,0.27860487647354604
3,1240,12,220160,-0.3365840561687946,0.6111586093902588,0.008465896,0.07080078125,0.08341463655233383,0.2,420,0.0001,-0.003538267156109214,0.1967674831300974
4,1197,17,225280,-0.33442479640245437,0.5975492000579834,0.0072275237,0.0735546875,0.03929365798830986,0.2,430,0.0001,-0.0006044558761641384,0.16359795451164247
5,1151,22,230400,-0.30857834860682487,0.6143105030059814,0.0061739776,0.05642578125,0.03828028589487076,0.2,440,0.0001,-0.004049959843978285,0.09989275995641947
6,1123,27,235520,-0.3240304367244244,0.6916205883026123,0.008049825,0.07134765625,0.04826755076646805,0.2,450,0.0001,-0.004625462642870844,0.16599968302994966
7,1110,32,240640,-0.3512293115258217,0.7476365566253662,0.0070671616,0.09087890625,0.060404397547245026,0.2,460,0.0001,-0.004671004917472601,0.16385795172303916
8,1098,37,245760,-0.3298375318944454,0.756627082824707,0.007503676,0.08025390625,0.06969516724348068,0.2,470,0.0001,-0.0038498621224425733,0.19198599636554717
9,1069,43,250880,-0.3087472422420979,0.7647116184234619,0.0067852945,0.06404296875,0.0517275333404541,0.2,480,0.0001,-0.004030757697764784,0.1585894912853837
10,1045,48,256000,-0.3193953192234039,0.8176150918006897,0.0061123143,0.06580078125,0.05811416357755661,0.2,490,0.0001,-0.0042303860501851885,0.19795178204774858
1,1852,2,261120,-0.2844091832637787,0.748206377029419,0.0087438505,0.07396484375,0.07494097203016281,0.2,500,0.0001,-0.0042266995157115165,0.14596087202429772
2,1206,8,266240,-0.33148077249526975,0.8458080887794495,0.00579029,0.0720703125,0.07043855637311935,0.2,510,0.0001,-0.004008949513081461,0.18897411689162255
3,1137,13,271360,-0.3203707495331764,0.812901496887207,0.009631454,0.0682421875,0.08231119811534882,0.2,520,0.0001,-0.004628101484850049,0.1825514344498515
4,1104,18,276480,-0.3870871664583683,0.8268019556999207,0.0073919,0.084765625,0.10985080897808075,0.2,530,0.0001,-0.005925128145609051,0.2759224358201027
5,1077,23,281600,-0.33904455170035364,0.8019075989723206,0.010325197,0.0662109375,0.12864387035369873,0.2,540,0.0001,-0.0038128466927446424,0.26259081952273844
6,1065,28,286720,-0.32280287191271784,0.5176975727081299,0.010250156,0.07892578125,0.11803052574396133,0.2,550,0.0001,-0.004576457182411104,0.22386380657553673
7,1054,33,291840,-0.3332027015089989,0.664237916469574,0.015629882,0.09205078125,0.06835553795099258,0.2,560,0.0001,-0.005693420653697104,0.2052178380638361
8,1045,39,296960,-0.3430632048845291,0.7352132797241211,0.006958743,0.06685546875,0.07684927433729172,0.2,570,0.0001,-0.0028743768529966474,0.21182466857135296
9,1044,44,302080,-0.3370340617001057,0.658652663230896,0.005859535,0.07416015625,0.09117394685745239,0.2,580,0.0001,-0.0034796909592114387,0.24012829713523387
10,1042,49,307200,-0.36607293128967283,0.7028692960739136,0.0063695842,0.069609375,0.10085479170084,0.2,590,0.0001,-0.005028079063631594,0.20050944648683072
1,1894,2,312320,-0.35010686218738557,0.718657910823822,0.0053311186,0.074296875,0.06874529272317886,0.2,600,0.0001,-0.004183780192397535,0.2446184004843235
2,1277,8,317440,-0.3992492038011551,0.7182782292366028,0.0072751804,0.08896484375,0.10219354182481766,0.2,610,0.0001,-0.005041549087036401,0.2859661971777678
3,1179,13,322560,-0.4725484339892864,0.7370049953460693,0.010033291,0.1132421875,0.12203174829483032,0.2,620,0.0001,-0.0061406036233529445,0.30167100705206396
4,1124,18,327680,-0.3786108033359051,0.6493518352508545,0.0054910504,0.07193359375,0.13613948225975037,0.2,630,0.0001,-0.004888998244423419,0.3232783179730177
5,1106,23,332800,-0.36310012340545655,0.6836471557617188,0.011295582,0.0925390625,0.11212429404258728,0.2,640,0.0001,-0.006629950728965923,0.2993215484917164
6,1088,28,337920,-0.4234354463219643,0.7605819702148438,0.009087887,0.0809375,0.11635445803403854,0.2,650,0.0001,-0.004848217556718737,0.31276063099503515
7,1074,33,343040,-0.32698978498578074,0.6348976492881775,0.009082922,0.08310546875,0.1060338169336319,0.2,660,0.0001,-0.005217899433337152,0.2709528819471598
8,1062,38,348160,-0.3521952521800995,0.6882702112197876,0.0059031937,0.07916015625,0.11257871985435486,0.2,670,0.0001,-0.00463063610251993,0.2814746618270874
9,1057,43,353280,-0.3400052635371685,0.7873948216438293,0.008961899,0.0849609375,0.08834625780582428,0.2,680,0.0001,-0.00681271433015354,0.21485926941037178
10,1053,48,358400,-0.3055229169130325,0.652607798576355,0.007120001,0.062578125,0.10392386466264725,0.2,690,0.0001,-0.0040347303380258385,0.2722542019933462
1,2290,2,363520,-0.3142992554605007,0.6376742124557495,0.010808809,0.07458984375,0.08126180619001389,0.2,700,0.0001,-0.0055913121462799606,0.2600941115617752
2,1375,7,368640,-0.313512387573719,0.6732529401779175,0.008592705,0.07390625,0.12240239977836609,0.2,710,0.0001,-0.005020667610224337,0.25039472490549086
3,1220,12,373760,-0.30818498134613037,0.816282331943512,0.010282671,0.0981640625,0.07222083956003189,0.2,720,0.0001,-0.006253282785182819,0.2019543319195509
4,1153,17,378880,-0.3427736246585846,0.8421201705932617,0.010823435,0.0834375,0.0742107406258583,0.2,730,0.0001,-0.006587647602427751,0.20989427484571935
5,1116,22,384000,-0.3323176884651184,0.7982011437416077,0.008958647,0.079296875,0.08752816915512085,0.2,740,0.0001,-0.0042758862720802425,0.28246347650885584
6,1094,28,389120,-0.29925646603107453,0.7863743901252747,0.005511131,0.06134765625,0.12076249718666077,0.2,750,0.0001,-0.0024814473872538656,0.29755791530013087
7,1079,33,394240,-0.3902328124642372,0.8779906630516052,0.009864369,0.06642578125,0.13845866918563843,0.2,760,0.0001,-0.005085061665158719,0.2775783364474773
8,1065,38,399360,-0.29955837719142436,0.8592616319656372,0.008227856,0.0587109375,0.10659080743789673,0.2,770,0.0001,-0.005170311420224607,0.2587619156390428
9,1059,43,404480,-0.3209697200357914,0.761443018913269,0.0095578255,0.0740625,0.1797516644001007,0.2,780,0.0001,-0.0033113003708422186,0.399247223585844
10,1051,48,409600,-0.38318305447697637,0.8496439456939697,0.008414071,0.09580078125,0.12536926567554474,0.2,790,0.0001,-0.006355688271578401,0.33211830005049703
1,2270,2,414720,-0.3435187201201916,0.7992125749588013,0.007635288,0.0611328125,0.17430657148361206,0.2,800,0.0001,-0.00310671265469864,0.36560623697936534
2,1311,7,419840,-0.31170094951987265,0.7058488130569458,0.0074107945,0.073046875,0.13729560375213623,0.2,810,0.0001,-0.00574011969845742,0.36441227950155736
3,1178,13,424960,-0.3673234786093235,0.860387921333313,0.011929998,0.08986328125,0.07958203554153442,0.2,820,0.0001,-0.005957454699091614,0.22508767277002334
4,1126,18,430080,-0.38313636526465417,0.8317431211471558,0.008551346,0.06943359375,0.15532220900058746,0.2,830,0.0001,-0.0054826798918657,0.35459922641515734
5,1088,23,435200,-0.5046548217535018,0.851076066493988,0.010636367,0.10912109375,0.15933163464069366,0.2,840,0.0001,-0.009455428505316377,0.4492382335662842
6,1068,28,440320,-0.3969409154355526,0.7741813659667969,0.0049237064,0.0698046875,0.2058010697364807,0.2,850,0.0001,-0.0028854252281598747,0.5319451147317886
7,1069,33,445440,-0.35361566945910455,0.7585204839706421,0.00912973,0.0750390625,0.1601279079914093,0.2,860,0.0001,-0.005367895979434252,0.3561643396317959
8,1069,38,450560,-0.30456939816474915,0.6522804498672485,0.00763872,0.06724609375,0.1905796080827713,0.2,870,0.0001,-0.004596868932712823,0.4258114171028137
9,1068,43,455680,-0.3671680246293545,0.785248339176178,0.009536815,0.07369140625,0.19189883768558502,0.2,880,0.0001,-0.00440822092583403,0.3864989073574543
10,1063,48,460800,-0.3520490673184395,0.8324438333511353,0.011677619,0.07341796875,0.094646155834198,0.2,890,0.0001,-0.003382294555194676,0.22632079876959324
1,1817,2,465920,-0.41268560990691183,0.9181323647499084,0.00854742,0.08591796875,0.10037418454885483,0.2,900,0.0001,-0.0039719228527974335,0.21540676720440388
2,1701,6,471040,-0.6406656016003002,0.7941396236419678,0.0202146,0.06818181818181818,0.4423364996910095,0.2,902,0.0001,0.0029094340703026814,0.7496801515420278
3,1436,10,476160,-0.6786345609209754,0.8116946220397949,0.02402433,0.11709872159090909,0.16492459177970886,0.2,911,0.0001,-0.007978113873501901,0.4492363634265282
4,1359,15,481280,-0.6705181918493132,0.9580442309379578,0.026638828,0.1250952743902439,0.02622753381729126,0.2,918,0.0001,-0.004671422794945841,0.06200697758363757
5,1255,20,486400,-0.6726288086175919,0.9619395732879639,0.018909074,0.16048828125,-0.036570385098457336,0.2,928,0.0001,-0.014216097542084754,0.023735660351812838
6,1152,26,491520,-0.7560192856192589,0.9242206811904907,0.01113225,0.1043359375,0.024383995682001114,0.2,938,0.0001,-0.00832650060299784,0.07292143328581005
7,1083,33,496640,-0.7383007431030273,0.9592966437339783,0.007574762,0.0848828125,-0.034761473536491394,0.2,948,0.0001,-0.009661999375093728,0.013978393382858485
8,1039,39,501760,-0.7316440662741661,0.8730456829071045,0.013329181,0.13337890625,-0.02999379113316536,0.2,958,0.0001,-0.010660986441653222,0.0831173829967156
9,1009,45,506880,-0.7342271783947945,0.9568225145339966,0.009777989,0.089375,-0.035960424691438675,0.2,968,0.0001,-0.011654730127193034,0.01111423630733043
10,985,51,512000,-0.6910626620054245,0.8323435187339783,0.010041635,0.09994140625,-0.01994970440864563,0.2,978,0.0001,-0.010315916711697355,0.08651990997139364
1,1616,3,517120,-0.7423558098077774,0.8091031312942505,0.009946375,0.10126953125,-0.024966109544038773,0.2,988,0.0001,-0.00895497836638242,0.07568354594055564
2,1171,8,522240,-0.70904470205307,0.7884747982025146,0.010153418,0.1097265625,-0.0021738987416028976,0.2,998,0.0001,-0.007953827790915967,0.08259676672518253
3,1037,14,527360,-0.7729753577709197,0.8164545297622681,0.013341394,0.16654296875,-0.01740872859954834,0.2,1008,0.0001,-0.013773791152052581,0.03535178129561246
4,968,21,532480,-0.8375827395915985,0.895777702331543,0.014072344,0.18603515625,-0.017513934522867203,0.2,1018,0.0001,-0.013130570477806032,0.017357588848099112
5,943,27,537600,-0.8231824636459351,0.6198006272315979,0.01139958,0.13365234375,0.034246720373630524,0.2,1028,0.0001,-0.006559663952793926,0.08337121725082397
6,923,33,542720,-0.8265459516644478,0.8978334069252014,0.012201579,0.15955078125,-0.037330225110054016,0.2,1038,0.0001,-0.015792327732779086,0.016783195640891792
7,904,39,547840,-0.8676006743311881,0.5281556844711304,0.0098891575,0.12705078125,0.07557439059019089,0.2,1048,0.0001,-0.005731306187808514,0.15591946778818966
8,880,46,552960,-0.836661117374897,0.514998733997345,0.01060928,0.115078125,0.04962875694036484,0.2,1058,0.0001,-0.009115101560018957,0.13469256521202624
9,863,53,558080,-0.8482940578460694,0.3508991599082947,0.0105315875,0.1136328125,0.08172015845775604,0.2,1068,0.0001,-0.00565416399622336,0.2809696526825428
10,851,60,563200,-0.8364837479591369,0.29604411125183105,0.011315469,0.1209765625,0.16692323982715607,0.2,1078,0.0001,-0.007844636430963874,0.31594054456800225
1,1598,3,568320,-0.87912372559309,0.3041149973869324,0.012285283,0.11169921875,0.18912358582019806,0.2,1088,0.0001,-0.00688599165994674,0.41379865042865277
2,1079,9,573440,-0.9089575818181038,0.602215588092804,0.014582093,0.198203125,0.04507099464535713,0.2,1098,0.0001,-0.013583513470366597,0.1348379874974489
3,979,15,578560,-0.8638800123333931,0.41929948329925537,0.008461624,0.12314453125,0.15615463256835938,0.2,1108,0.0001,-0.0049963947199285035,0.26705237582325936
4,934,21,583680,-0.8487253585457801,0.5419806241989136,0.012358367,0.12798828125,0.03785814717411995,0.2,1118,0.0001,-0.009390362782869487,0.14581892903894186
5,909,28,588800,-0.8672754466533661,0.42268258333206177,0.011240608,0.12962890625,0.11399370431900024,0.2,1128,0.0001,-0.009010620350018143,0.2680686691403389
6,893,34,593920,-0.8660682648420334,0.3571038246154785,0.01134162,0.10775390625,0.043248776346445084,0.2,1138,0.0001,-0.006656281175091863,0.16994333487004043
7,888,40,599040,-0.8765735446096776,0.49928921461105347,0.045163102,0.16983602335164835,0.028728853911161423,0.2,1148,0.0001,-0.010761130772592439,0.09128241681053743
8,877,46,604160,-0.7720923805236817,0.32901066541671753,0.011193687,0.1355859375,0.03250765800476074,0.2,1158,0.0001,-0.009369675992056728,0.0795407610759139
9,870,52,609280,-0.7595654591917992,0.18546831607818604,0.012051887,0.12390625,0.06718740612268448,0.2,1168,0.0001,-0.009161593155004083,0.26179648127406835
10,864,59,614400,-0.7695396900177002,0.22337055206298828,0.010287427,0.12447265625,0.046049006283283234,0.2,1178,0.0001,-0.009112668903544546,0.20540650734677912
1,1566,3,619520,-0.7817995646595954,0.311805784702301,0.01202148,0.147265625,0.06646347045898438,0.2,1188,0.0001,-0.010662430652882905,0.22177920123562217
2,1076,9,624640,-0.7658089673519135,0.3156633973121643,0.015174054,0.10982421875,0.10899485647678375,0.2,1198,0.0001,-0.007047223094850778,0.30782558646053076
3,994,15,629760,-0.8162593257427215,0.6349868774414062,0.019889206,0.13435546875,-0.010115109384059906,0.2,1208,0.0001,-0.00926143201184459,0.0706334434915334
4,955,21,634880,-0.8289400854706764,0.5960445404052734,0.014019527,0.14521484375,0.0384635329246521,0.2,1218,0.0001,-0.009079185109585523,0.2123979814723134
5,928,27,640000,-0.8268757221102715,0.40595102310180664,0.0100430725,0.12255859375,0.1941051483154297,0.2,1228,0.0001,-0.007304473612457514,0.43705574207007886
6,912,33,645120,-0.8477073422074318,0.2532428503036499,0.009530166,0.1123046875,0.09954334795475006,0.2,1238,0.0001,-0.008888749208999798,0.43798599325120446
7,893,40,650240,-0.7696380844712257,0.2735567092895508,0.010892027,0.116328125,0.17512020468711853,0.2,1248,0.0001,-0.007585254907608033,0.41915214009582996
8,887,46,655360,-0.7667402875423431,0.33722490072250366,0.01134246,0.115390625,0.12835676968097687,0.2,1258,0.0001,-0.00918513375101611,0.3638644703477621
9,880,52,660480,-0.7408149102330208,0.15968894958496094,0.017003104,0.133125,0.17896127700805664,0.2,1268,0.0001,-0.009522346018347888,0.41405632965266703
10,875,58,665600,-0.8047895553708077,0.23029595613479614,0.010097914,0.1178515625,0.11170075833797455,0.2,1278,0.0001,-0.007094172760844231,0.32971799094229937
1,2007,2,670720,-0.8451145440340042,0.26477622985839844,0.009393119,0.10279296875,0.09341686964035034,0.2,1288,0.0001,-0.0053823091159574685,0.23961535714566706
2,1267,8,675840,-0.7884382671117782,0.37152260541915894,0.011732333,0.115234375,0.06327009946107864,0.2,1298,0.0001,-0.004943226594477892,0.2921207858622074
3,1090,14,680960,-0.7722217527031898,0.42506057024002075,0.010431314,0.09451171875,0.20178444683551788,0.2,1308,0.0001,-0.00830170555971563,0.37576029129326344
4,1055,19,686080,-0.7873525094985961,0.3153266906738281,0.011964283,0.13076171875,0.11501052975654602,0.2,1318,0.0001,-0.007397055823821575,0.46207397945225237
5,1037,24,691200,-0.8087014079093933,0.4479198455810547,0.008738754,0.11228515625,0.1233014166355133,0.2,1328,0.0001,-0.009713547637220472,0.30785640873014924
6,1023,30,696320,-0.8172273609042168,0.30315667390823364,0.011772497,0.1272265625,0.06533536314964294,0.2,1338,0.0001,-0.00968941240105778,0.3022260104119778
7,1011,35,701440,-0.8014209270477295,0.16632014513015747,0.011857434,0.1231640625,0.2085755467414856,0.2,1348,0.0001,-0.009530871498864144,0.3985851479321718
8,1002,40,706560,-0.7858684498071671,0.09634286165237427,0.011405542,0.1057421875,0.06889954209327698,0.2,1358,0.0001,-0.006854562121443451,0.17147481594234704
9,990,46,711680,-0.6993781018257141,0.20671463012695312,0.012680394,0.12103515625,0.1367921531200409,0.2,1368,0.0001,-0.008324643187224865,0.27054607633501293
10,976,52,716800,-0.6629753986001015,0.1001051664352417,0.010859914,0.1051953125,0.21399086713790894,0.2,1378,0.0001,-0.007435292243026197,0.47122480802237987
1,2152,2,721920,-0.6846483820676803,0.13188469409942627,0.010011305,0.09865234375,0.1540224552154541,0.2,1388,0.0001,-0.005765212476253509,0.360953634083271
2,1283,7,727040,-0.6948754695057869,0.17727011442184448,0.009977324,0.11822265625,0.13076813519001007,0.2,1398,0.0001,-0.007036265560891479,0.29888118114322426
3,1161,13,732160,-0.6705414187908173,0.24263668060302734,0.011427602,0.1203515625,0.11376708745956421,0.2,1408,0.0001,-0.006053367294371128,0.3262117584049702
4,1109,18,737280,-0.7115734562277793,0.2508852481842041,0.012751433,0.12326171875,0.0983644649386406,0.2,1418,0.0001,-0.006176882819272578,0.4181968296319246
5,1068,23,742400,-0.7145211604237557,0.23576325178146362,0.012216793,0.10341796875,0.1431921273469925,0.2,1428,0.0001,-0.0063104757899418475,0.3744544920325279
6,1053,29,747520,-0.6937918666005135,0.10958284139633179,0.013122605,0.1118359375,0.09078317135572433,0.2,1438,0.0001,-0.007768693899270147,0.25841862097382545
7,1047,34,752640,-0.7315899363160133,0.2574310898780823,0.011750404,0.113203125,0.13901469111442566,0.2,1448,0.0001,-0.006284121689386666,0.25217853996902706
8,1040,39,757760,-0.7085315546393395,0.2975423336029053,0.011157726,0.10501953125,0.12602642178535461,0.2,1458,0.0001,-0.005557622602209449,0.22424952063709497
9,1037,44,762880,-0.7385300624370575,0.37482696771621704,0.0143959,0.1097265625,0.09331581741571426,0.2,1468,0.0001,-0.0076567064225673675,0.2477138015255332
10,1025,49,768000,-0.7142122113704681,0.24394023418426514,0.017318668,0.14603515625,0.13002613186836243,0.2,1478,0.0001,-0.01170226236106828,0.289866793975234
1,2257,2,773120,-0.72590167760849,0.3969922661781311,0.010584867,0.11533203125,0.14857260882854462,0.2,1488,0.0001,-0.006506702778860927,0.29937561936676504
2,1352,7,778240,-0.7182081934809684,0.4488484263420105,0.009887001,0.1148828125,0.10045696794986725,0.2,1498,0.0001,-0.008674405881902204,0.24999082148075102
3,1221,12,783360,-0.71378811866045,0.4613770842552185,0.010062292,0.10685546875,0.10151080787181854,0.2,1508,0.0001,-0.006505263927392662,0.26253928158432244
4,1156,17,788480,-0.6635738807916641,0.41815900802612305,0.0106401425,0.107890625,0.0689358115196228,0.2,1518,0.0001,-0.008327557570300997,0.18055043317377567
5,1117,22,793600,-0.675170650780201,0.5193624496459961,0.011746733,0.10865234375,0.08923870325088501,0.2,1528,0.0001,-0.007133143302053213,0.2232575124874711
6,1098,27,798720,-0.6455835941433906,0.47103017568588257,0.012372531,0.12189453125,0.04276884347200394,0.2,1538,0.0001,-0.008786173430271446,0.21864037595689298
7,1085,33,803840,-0.6685146471858024,0.4856170415878296,0.011481603,0.115078125,0.08439134061336517,0.2,1548,0.0001,-0.0066048532910645006,0.236898186840117
8,1065,38,808960,-0.5981522181630134,0.47343909740448,0.012042037,0.11208984375,0.022346142679452896,0.2,1558,0.0001,-0.008005997417494654,0.1666486832872033
9,1052,43,814080,-0.6276615756750107,0.4565536379814148,0.011294389,0.0969921875,0.07434306293725967,0.2,1568,0.0001,-0.0079589132219553,0.22501679942011832
10,1047,48,819200,-0.6181565454602241,0.3375810384750366,0.0116187455,0.1105859375,0.06751272082328796,0.2,1578,0.0001,-0.007646768521517515,0.2479843773320317
1,2074,2,824320,-0.5927098363637924,0.4366207718849182,0.013403145,0.11517578125,0.08838183432817459,0.2,1588,0.0001,-0.007611979076173157,0.3058811441063881
2,1301,7,829440,-0.5630258359014988,0.4856760501861572,0.009809254,0.08625,0.0702633410692215,0.2,1598,0.0001,-0.006314882123842835,0.2294226646050811
3,1167,13,834560,-0.5746147719025612,0.36478191614151,0.010669738,0.10142578125,0.01608586311340332,0.2,1608,0.0001,-0.00650148929329589,0.2339082697033882
4,1120,18,839680,-0.5486993445456028,0.18003010749816895,0.013101615,0.1191015625,0.12034665048122406,0.2,1618,0.0001,-0.006224014956969768,0.32401856504380705
5,1104,23,844800,-0.5706036895513534,0.4474148154258728,0.009714054,0.0964453125,0.05439188703894615,0.2,1628,0.0001,-0.00755607259226963,0.2196120823174715
6,1082,28,849920,-0.5634295985102653,0.3529214859008789,0.011180484,0.10228515625,0.14215342700481415,0.2,1638,0.0001,-0.007882620166055858,0.28858238466084
7,1066,33,855040,-0.5382376107573509,0.4267768859863281,0.010317152,0.1041796875,0.09470197558403015,0.2,1648,0.0001,-0.007523041113745421,0.2559623709321022
8,1058,38,860160,-0.5430863207578659,0.3120715022087097,0.0097952,0.0965625,0.20971955358982086,0.2,1658,0.0001,-0.008382521162275225,0.31863189205527304
9,1050,43,865280,-0.5139777436852455,0.4436982274055481,0.015749471,0.11236328125,0.13925111293792725,0.2,1668,0.0001,-0.009136713889893145,0.26225180208683013
10,1046,48,870400,-0.49734012365341185,0.46373414993286133,0.010285575,0.0986328125,0.09263452887535095,0.2,1678,0.0001,-0.007592406990006566,0.25734213896095753
