time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/entropy_loss,train/explained_variance,train/loss,train/value_loss,train/clip_fraction
8,829440,1153,2,1599,-0.007060340854804963,0.013831975,0.0001,0.2,-0.2333319904655218,0.2951604127883911,0.07716792821884155,0.3120065198093653,0.09041015625
14,834560,1092,3,1609,-0.005086193534079939,0.011839508,0.0001,0.2,-0.22265785992145537,0.29039525985717773,0.11982830613851547,0.2839541563019157,0.08283203125
19,839680,1063,4,1619,-0.005579416619148105,0.011231682,0.0001,0.2,-0.20728059001266957,0.16198581457138062,0.1270226389169693,0.35870211735367774,0.0764453125
24,844800,1051,5,1629,-0.005193890265654772,0.013690082,0.0001,0.2,-0.17601413272321223,0.32099002599716187,0.13850250840187073,0.3268747939169407,0.0739453125
29,849920,1057,6,1637,-0.0026860732579104653,0.026397118,0.0001,0.2,-0.2324204502347248,0.28287696838378906,0.15235453844070435,0.27696164205572965,0.08310355392156862
34,855040,1044,7,1647,-0.006932641610037535,0.01220662,0.0001,0.2,-0.30221446946263314,0.1334666609764099,0.08201161026954651,0.24907940313220023,0.10029296875
38,860160,1060,8,1654,-0.005778041535731011,0.03062789,0.0001,0.2,-0.32115583255039,0.2815976142883301,0.10199986398220062,0.2664951816564653,0.10642149390243902
44,865280,1046,9,1664,-0.008027111941482873,0.017453862,0.0001,0.2,-0.2961814410984516,0.414994478225708,0.04908106476068497,0.22898657828569413,0.1050390625
49,870400,1036,10,1674,-0.005115255229175091,0.009009628,0.0001,0.2,-0.32141612201929093,0.34910792112350464,0.1256873905658722,0.33041749902069567,0.08640625
2,875520,1748,1,1684,-0.0086261201556772,0.0156217115,0.0001,0.2,-0.3582653921842575,0.489261269569397,0.08099044114351273,0.2448664215952158,0.1209765625
6,880640,1463,2,1689,-0.004691423518427958,0.01469704,0.0001,0.2,-0.3679333816592892,0.39564090967178345,0.2026357203722,0.3824158376082778,0.093994140625
12,885760,1247,3,1699,-0.004853956357110291,0.00843141,0.0001,0.2,-0.30455372266471387,0.45771288871765137,0.14600321650505066,0.3342221725732088,0.07974609375
18,890880,1114,4,1709,-0.006035712587181479,0.009501966,0.0001,0.2,-0.31582722797989843,0.3040305972099304,0.1394214630126953,0.3647119261324406,0.0798828125
24,896000,1046,5,1719,-0.007672050655819476,0.010177465,0.0001,0.2,-0.3188340285420418,0.24772906303405762,0.1565263271331787,0.3418179714679718,0.08068359375
29,901120,1032,6,1729,-0.006609175761695951,0.010565242,0.0001,0.2,-0.3043888871371746,0.3110067844390869,0.1355821043252945,0.31397545590996745,0.08791015625
35,906240,1023,7,1739,-0.007506399147678167,0.008993399,0.0001,0.2,-0.28259415477514266,0.3784606456756592,0.12859505414962769,0.3260851438343525,0.08427734375
40,911360,1017,8,1749,-0.007894923880230635,0.0121682715,0.0001,0.2,-0.3228750875592232,0.3554529547691345,0.0812053382396698,0.2557320136576891,0.08728515625
45,916480,1012,9,1759,-0.004275592833291739,0.014316073,0.0001,0.2,-0.2758269660919905,0.2537795305252075,0.10888287425041199,0.27720926716923716,0.09001953125
50,921600,1006,10,1769,-0.006901809179689735,0.010746071,0.0001,0.2,-0.3233347487449646,0.28179383277893066,0.14530374109745026,0.3266624955832958,0.09658203125
3,926720,1558,1,1779,-0.0063144778087735175,0.010138454,0.0001,0.2,-0.2485474068671465,0.31617629528045654,0.11202313750982285,0.3044233313202858,0.0810546875
8,931840,1142,2,1789,-0.005953745001461357,0.0076685054,0.0001,0.2,-0.2528371489793062,0.3482726216316223,0.10346436500549316,0.3065373695641756,0.067734375
14,936960,1057,3,1799,-0.006881453832611442,0.0155839175,0.0001,0.2,-0.24734446093440055,0.5593034625053406,0.08310551941394806,0.23732759650796653,0.07865234375
19,942080,1027,4,1809,-0.008050130321644247,0.011026823,0.0001,0.2,-0.33808087527751923,0.5755940675735474,0.13033287227153778,0.28422606706619263,0.0976171875
24,947200,1053,5,1816,-0.001054492198907938,0.054143816,0.0001,0.2,-0.2720618555780317,0.4077773094177246,0.12677685916423798,0.28978685423976086,0.06282018442622951
29,952320,1033,6,1826,-0.004453693702816963,0.009688329,0.0001,0.2,-0.2389062301069498,0.36637675762176514,0.08522717654705048,0.279167705103755,0.07892578125
35,957440,1018,7,1836,-0.006609528290573508,0.012929538,0.0001,0.2,-0.3000421975553036,0.34322190284729004,0.1272057294845581,0.3456238952279091,0.09923828125
40,962560,1006,8,1846,-0.006729489278513938,0.0101808105,0.0001,0.2,-0.2733782435953617,0.3588576912879944,0.14418044686317444,0.33345419727265835,0.076484375
45,967680,1012,9,1854,-0.005356633410819115,0.018654494,0.0001,0.2,-0.27317923509305525,0.2848009467124939,0.13512155413627625,0.32124081830824575,0.09367439516129032
50,972800,1007,10,1864,-0.00536336078774184,0.011323753,0.0001,0.2,-0.24861878678202629,0.28398579359054565,0.08234333246946335,0.3389985945820808,0.0814453125
3,977920,1574,1,1874,-0.0036307850666344164,0.014545101,0.0001,0.2,-0.31611258640885354,0.4680817723274231,0.11813218891620636,0.2479669974371791,0.08443359375
8,983040,1174,2,1884,-0.004974993434734643,0.012659743,0.0001,0.2,-0.24828076638281346,0.40861886739730835,0.11297950893640518,0.3018153666704893,0.08830078125
14,988160,1089,3,1894,-0.004398998646065593,0.011633711,0.0001,0.2,-0.2638792502880096,0.25070977210998535,0.08914634585380554,0.3250233893841505,0.07935546875
19,993280,1054,4,1904,-0.0038972764159552753,0.015922321,0.0001,0.2,-0.35878338903188706,0.3956567049026489,0.1008358746767044,0.23989445574581622,0.092890625
24,998400,1029,5,1914,-0.004194252069573849,0.01309174,0.0001,0.2,-0.3814542810618877,0.3197242021560669,0.08410470187664032,0.22808034408837558,0.093671875
30,1003520,1015,6,1924,-0.0051537385978735984,0.0120020155,0.0001,0.2,-0.3180992119014263,0.25095993280410767,0.1543339639902115,0.31355971828103063,0.08654296875
35,1008640,1007,7,1934,-0.005550908627919853,0.010979777,0.0001,0.2,-0.3110581964254379,0.3803345561027527,0.17906470596790314,0.314083536863327,0.0748828125
40,1013760,1000,8,1944,-0.004829257128294557,0.012174635,0.0001,0.2,-0.3455284808576107,0.3378226161003113,0.07358285039663315,0.2812168860808015,0.08171875
46,1018880,994,9,1954,-0.006502442983910442,0.012583701,0.0001,0.2,-0.2648077542334795,0.41869527101516724,0.11859001964330673,0.3459146056324244,0.08341796875
51,1024000,989,10,1964,-0.0045830511255189775,0.015260111,0.0001,0.2,-0.3378411692380905,0.45383161306381226,0.10535922646522522,0.31380155570805074,0.10853515625
3,1029120,1643,1,1974,-0.006171807870268822,0.011140963,0.0001,0.2,-0.3647572739422321,0.5671842694282532,0.16122722625732422,0.27880192987620833,0.08384765625
8,1034240,1215,2,1984,-0.00693099174881354,0.013025278,0.0001,0.2,-0.3779159018397331,0.49426406621932983,0.11539162695407867,0.3602701544761658,0.08837890625
13,1039360,1138,3,1994,-0.0034223170788027345,0.009171379,0.0001,0.2,-0.366655353307724,0.5297491550445557,0.09607277810573578,0.3519814452528954,0.0846875
18,1044480,1104,4,2004,-0.007098515133839101,0.015520831,0.0001,0.2,-0.4410965946316719,0.5696744918823242,0.14432674646377563,0.386804765239358,0.10259765625
23,1049600,1081,5,2014,-0.004430259038927033,0.016752575,0.0001,0.2,-0.3318228444457054,0.34151166677474976,0.16858728229999542,0.4724105571210384,0.0937109375
29,1054720,1058,6,2024,-0.005381894996389747,0.010941062,0.0001,0.2,-0.42072139084339144,0.37080109119415283,0.16881702840328217,0.3774560698866844,0.0931640625
32,1059840,1109,7,2027,0.005607902747578919,0.016743228,0.0001,0.2,-0.31895281026760736,0.5045166611671448,0.19188649952411652,0.41809426446755726,0.09850260416666666
37,1064960,1092,8,2037,-0.006203417947981507,0.010536937,0.0001,0.2,-0.3370015986263752,0.4662228226661682,0.1459418088197708,0.4376378955692053,0.08763671875
42,1070080,1072,9,2047,-0.003997048404999077,0.013514981,0.0001,0.2,-0.3438867518305779,0.49206095933914185,0.16278234124183655,0.4204581277817488,0.105390625
48,1075200,1059,10,2057,-0.007333178604021669,0.009042048,0.0001,0.2,-0.2952961520850658,0.3755705952644348,0.19696985185146332,0.5037482646107674,0.0729296875
3,1080320,1550,1,2067,-0.005770273276139051,0.008903494,0.0001,0.2,-0.3307660648226738,0.5881389379501343,0.12678903341293335,0.3521494796127081,0.0776171875
8,1085440,1165,2,2077,-0.006617965613259003,0.012198337,0.0001,0.2,-0.4024127008020878,0.7309688329696655,0.07519367337226868,0.22388738457113505,0.09408203125
14,1090560,1090,3,2087,-0.006941586905159056,0.014243017,0.0001,0.2,-0.31694062136113643,0.5689480304718018,0.13964128494262695,0.34842399656772616,0.08978515625
19,1095680,1055,4,2097,-0.007061705058440566,0.010982953,0.0001,0.2,-0.40131975919008256,0.5535120368003845,0.06348007172346115,0.24466427717357875,0.11310546875
24,1100800,1039,5,2107,-0.006742947006132454,0.010686578,0.0001,0.2,-0.35457718551158907,0.676918625831604,0.07678306102752686,0.3435841165482998,0.08220703125
30,1105920,1019,6,2117,-0.004817425273358822,0.01038749,0.0001,0.2,-0.3639011861383915,0.6322188973426819,0.0994618833065033,0.3509824327379465,0.09455078125
35,1111040,1007,7,2127,-0.0067023572511970995,0.01597268,0.0001,0.2,-0.3939444614946842,0.6965891122817993,0.07260263711214066,0.3116185911744833,0.11697265625
40,1116160,1001,8,2137,-0.006608979906886816,0.010178853,0.0001,0.2,-0.3633262008428574,0.7060359716415405,0.08696845173835754,0.26883821658790114,0.0944921875
46,1121280,995,9,2147,-0.004510838806163519,0.011847794,0.0001,0.2,-0.32005786791443824,0.3906465172767639,0.17043760418891907,0.474215532541275,0.082265625
51,1126400,993,10,2157,-0.004825648668920621,0.011188859,0.0001,0.2,-0.34622931882739066,0.43912273645401,0.142719566822052,0.3545749692618847,0.09205078125
3,1131520,1659,1,2159,0.004514259652101568,0.02139962,0.0001,0.2,-0.36360541943992886,0.3780864477157593,0.21664804220199585,0.46699549577065874,0.09040178571428571
6,1136640,1600,2,2161,0.004960323204951627,0.0148909185,0.0001,0.2,-0.37552373324121746,0.24610131978988647,0.1424560248851776,0.48678967101233345,0.08448660714285715
11,1141760,1320,3,2171,-0.009141682218760251,0.010866699,0.0001,0.2,-0.38769859075546265,0.3126736283302307,0.1160326600074768,0.3165763615816832,0.1184765625
16,1146880,1205,4,2181,-0.007645297441631556,0.012175879,0.0001,0.2,-0.31301108330488203,0.34238213300704956,0.14827051758766174,0.4311216713488102,0.0877734375
22,1152000,1142,5,2191,-0.009948891596868634,0.013280648,0.0001,0.2,-0.34567932233214377,0.3045070171356201,0.13397589325904846,0.2979485087841749,0.106875
27,1157120,1110,6,2201,-0.00977269304683432,0.011733063,0.0001,0.2,-0.34020932152867317,0.25206899642944336,0.1358211487531662,0.3007994249463081,0.10212890625
32,1162240,1087,7,2211,-0.006629765892866999,0.0113024935,0.0001,0.2,-0.33225828483700753,0.383262574672699,0.15618592500686646,0.35499513119459153,0.09279296875
38,1167360,1073,8,2221,-0.0065052911429665985,0.013784451,0.0001,0.2,-0.32509963884949683,0.30004948377609253,0.13558129966259003,0.3376890429109335,0.101796875
43,1172480,1064,9,2231,-0.0061565773584879935,0.010223137,0.0001,0.2,-0.28850919410586356,0.2726704478263855,0.12026934325695038,0.30560468539595603,0.08375
48,1177600,1058,10,2241,-0.007916253770235925,0.013094062,0.0001,0.2,-0.33499883726239205,0.3602924942970276,0.09020894020795822,0.27685491167008874,0.0963671875
3,1182720,1629,1,2248,-0.003992310961407116,0.015013171,0.0001,0.2,-0.2803572039393818,0.4942646622657776,0.11449724435806274,0.25083861828726883,0.07778033088235294
8,1187840,1199,2,2258,-0.010537720005959272,0.016388793,0.0001,0.2,-0.40343245938420297,0.47753065824508667,0.08649500459432602,0.17194353744387628,0.1081640625
13,1192960,1123,3,2268,-0.004579163203015923,0.009613825,0.0001,0.2,-0.31960796311497686,0.525199294090271,0.08752014487981796,0.236266138702631,0.09037109375
18,1198080,1082,4,2278,-0.005062412009574473,0.014452304,0.0001,0.2,-0.3854213285446167,0.26339054107666016,0.0851123109459877,0.23711496319621803,0.12701171875
24,1203200,1053,5,2288,-0.006360834937077016,0.014441408,0.0001,0.2,-0.3854538251459598,0.45542770624160767,0.04573748633265495,0.1849967721104622,0.116328125
29,1208320,1038,6,2298,-0.0067827393615152685,0.01314566,0.0001,0.2,-0.338475424349308,0.24318605661392212,0.07240128517150879,0.2312893108651042,0.100703125
34,1213440,1027,7,2308,-0.007960704108700156,0.0109297875,0.0001,0.2,-0.3647158923745155,0.4012736678123474,0.055952511727809906,0.20550142351537942,0.0898828125
40,1218560,1020,8,2318,-0.008388542493339628,0.012095207,0.0001,0.2,-0.3411751352250576,0.27086907625198364,0.07847224175930023,0.2623117133975029,0.0930859375
45,1223680,1015,9,2328,-0.0060471469420008365,0.013445133,0.0001,0.2,-0.3443453474342823,0.40889763832092285,0.13706429302692413,0.2692105443030596,0.09939453125
50,1228800,1011,10,2338,-0.01045325599377975,0.012597851,0.0001,0.2,-0.41077753201127054,0.19886475801467896,0.10470283776521683,0.2869716014713049,0.10548828125
3,1233920,1635,1,2348,-0.006333046478684992,0.014267082,0.0001,0.2,-0.34342272982001304,0.32064568996429443,0.042460933327674866,0.23966811452060938,0.0984375
8,1239040,1217,2,2358,-0.011601596556138247,0.012727486,0.0001,0.2,-0.3555814456939697,0.32879871129989624,0.06646841019392014,0.27038618914783,0.1039453125
13,1244160,1137,3,2368,-0.008042172063142061,0.01299149,0.0001,0.2,-0.376478953063488,0.3200141191482544,0.0790092796087265,0.252947569899261,0.08953125
18,1249280,1098,4,2378,-0.0065618170041125265,0.011230238,0.0001,0.2,-0.4698974072933197,0.30101704597473145,0.0768037736415863,0.272261114642024,0.08828125
23,1254400,1069,5,2388,-0.008454468506388367,0.012674889,0.0001,0.2,-0.4389686991274357,0.3606337904930115,0.08275745809078217,0.3127682137489319,0.10271484375
29,1259520,1049,6,2398,-0.007320205844007432,0.010526805,0.0001,0.2,-0.39303670555353165,0.4584226608276367,0.09627188742160797,0.32534556739032267,0.08427734375
34,1264640,1033,7,2408,-0.0062664279062300925,0.011000734,0.0001,0.2,-0.45628206834197044,0.41766101121902466,0.1550595611333847,0.3403481088578701,0.10205078125
40,1269760,1021,8,2418,-0.009108013676013797,0.011940061,0.0001,0.2,-0.39046268194913863,0.35438454151153564,0.0670240968465805,0.2958645708858967,0.1211328125
45,1274880,1011,9,2428,-0.006166685787029565,0.012648769,0.0001,0.2,-0.4153928788006306,0.2559489607810974,0.13439080119132996,0.3006876803189516,0.1062109375
51,1280000,1002,10,2438,-0.007271943076048047,0.013395737,0.0001,0.2,-0.41433127790689467,0.556829035282135,0.08290170133113861,0.2889003700762987,0.0905859375
3,1285120,1595,1,2448,-0.007129452745430171,0.011987592,0.0001,0.2,-0.424121672809124,0.32831889390945435,0.053204674273729324,0.2625423729419708,0.100078125
8,1290240,1171,2,2458,-0.0063981346576474606,0.0086904,0.0001,0.2,-0.34298073559999465,0.19381308555603027,0.183497354388237,0.460191388502717,0.08216796875
14,1295360,1079,3,2468,-0.006523441747995093,0.012444193,0.0001,0.2,-0.4338312102854252,0.4029842019081116,0.09618054330348969,0.24145850945264102,0.09720703125
19,1300480,1044,4,2478,-0.008162178450729697,0.011384713,0.0001,0.2,-0.5258505143225193,0.3144029974937439,0.03162163496017456,0.17852255139499904,0.1055859375
25,1305600,1020,5,2488,-0.006881471753586083,0.010410531,0.0001,0.2,-0.3972415395081043,0.28813159465789795,0.16572906076908112,0.33123218670487403,0.091640625
30,1310720,1010,6,2498,-0.008938351178076119,0.013563044,0.0001,0.2,-0.46954900994896887,0.24965035915374756,0.09968427568674088,0.30394236437976363,0.11154296875
34,1315840,1029,7,2505,-0.0016224745390865639,0.015607544,0.0001,0.2,-0.42127239681382217,0.18804752826690674,0.18733815848827362,0.30529321752886734,0.10033993320610687
40,1320960,1018,8,2515,-0.006792772521730512,0.012489648,0.0001,0.2,-0.5052382783591747,0.31331342458724976,0.07901765406131744,0.28447691790759566,0.09234375
45,1326080,1008,9,2525,-0.006490596868097782,0.013309521,0.0001,0.2,-0.41950722858309747,0.3049713373184204,0.03822127729654312,0.18792265340685843,0.0961328125
51,1331200,997,10,2535,-0.007097034564940259,0.011457835,0.0001,0.2,-0.43594602346420286,0.25942564010620117,0.019766472280025482,0.23690962385386227,0.1023828125
3,1336320,1683,1,2545,-0.009020499270409345,0.013670524,0.0001,0.2,-0.3976293669641018,0.22824722528457642,0.13512632250785828,0.30862525939941404,0.09708984375
8,1341440,1175,2,2555,-0.010494168179575354,0.009936917,0.0001,0.2,-0.4825193159282207,0.17185592651367188,0.07347708940505981,0.2660823119804263,0.09740234375
14,1346560,1080,3,2565,-0.010627231406979264,0.011759916,0.0001,0.2,-0.42228784173727035,0.25749027729034424,0.07357604801654816,0.28665959514677525,0.119140625
19,1351680,1038,4,2575,-0.0073337398213334385,0.014549905,0.0001,0.2,-0.4767975640296936,0.298129141330719,0.08908041566610336,0.26072551149874923,0.1087890625
25,1356800,1017,5,2585,-0.011268151889089495,0.011314357,0.0001,0.2,-0.460027047842741,0.23143833875656128,0.09826178848743439,0.2590323561057448,0.10099609375
30,1361920,1005,6,2595,-0.007726099260617047,0.0097447885,0.0001,0.2,-0.38442746758461,0.4290280342102051,0.08416479825973511,0.29322063229978085,0.07275390625
35,1367040,996,7,2605,-0.007412384615745396,0.011358602,0.0001,0.2,-0.41222758337855336,0.367178738117218,0.0870073065161705,0.24596149701625108,0.10533203125
41,1372160,988,8,2615,-0.007487955731339753,0.013304095,0.0001,0.2,-0.4015253172814846,0.3308495283126831,0.08422159403562546,0.2719539124891162,0.10162109375
46,1377280,986,9,2625,-0.011064155839849264,0.010459511,0.0001,0.2,-0.34501443833112716,0.30023401975631714,0.07963601499795914,0.274851824529469,0.0928125
52,1382400,980,10,2635,-0.007151951575651765,0.0108553665,0.0001,0.2,-0.3837236289680004,0.31792300939559937,0.07186269760131836,0.24754214849323034,0.08400390625
3,1387520,1678,1,2645,-0.007180255632847548,0.0103028985,0.0001,0.2,-0.4914319455623627,0.17249435186386108,0.03755183517932892,0.21580963779240847,0.10189453125
8,1392640,1166,2,2655,-0.008521118061617016,0.010624825,0.0001,0.2,-0.35517806246876715,0.25844335556030273,0.08233490586280823,0.22262161392718555,0.0811328125
14,1397760,1083,3,2665,-0.009190822246018797,0.008890623,0.0001,0.2,-0.4781539124250412,0.2623876929283142,0.034628815948963165,0.20077967543154954,0.09556640625
19,1402880,1050,4,2675,-0.011309144557453693,0.012110775,0.0001,0.2,-0.4768073369562626,0.1721763014793396,0.03584888577461243,0.1823665063083172,0.11583984375
24,1408000,1025,5,2685,-0.010884642004966735,0.01279573,0.0001,0.2,-0.4021672582626343,0.3269222378730774,0.028854839503765106,0.17748169980943204,0.10724609375
30,1413120,1013,6,2695,-0.0028721118532121183,0.013198288,0.0001,0.2,-0.3793487277626991,0.24341535568237305,0.05682235211133957,0.24448638774454592,0.11951171875
35,1418240,1000,7,2705,-0.009083229568786919,0.012170451,0.0001,0.2,-0.3482627846300602,0.41249382495880127,0.041176483035087585,0.19933314692229032,0.10021484375
42,1423360,966,8,2715,-0.007914822420571,0.0109912,0.0001,0.2,-0.3941908767819405,0.37631046772003174,0.06270752847194672,0.24187205579131843,0.09701171875
45,1428480,1012,9,2717,0.0010612423066049814,0.011771267,0.0001,0.2,-0.34991842827626635,0.3792217969894409,0.1398739516735077,0.42031892601932797,0.03752790178571429
51,1433600,1001,10,2727,-0.009142946593929082,0.014472237,0.0001,0.2,-0.35646438390016555,0.3208644390106201,0.04489712044596672,0.1691191405430436,0.1155078125
3,1438720,1603,1,2737,-0.009511513686738908,0.009229412,0.0001,0.2,-0.40424600943922995,0.3278902769088745,0.03294559195637703,0.210944281257689,0.0990625
8,1443840,1184,2,2747,-0.0080984368477948,0.012067826,0.0001,0.2,-0.3672623901069164,0.36978352069854736,0.07284881919622421,0.2377810551226139,0.08623046875
13,1448960,1097,3,2757,-0.008155709498096258,0.013837372,0.0001,0.2,-0.4256358198821545,0.3991321921348572,0.05621783435344696,0.19848088640719652,0.09765625
19,1454080,1061,4,2767,-0.00923522105673328,0.013373492,0.0001,0.2,-0.5091091246902942,0.4010268449783325,0.06236552819609642,0.22101620338857175,0.115703125
