rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/explained_variance,train/n_updates,train/clip_range,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/loss,curriculum/preferred_eval_mode,curriculum/stage_timesteps,curriculum/max_steps,train/ent_coef,curriculum/stage,curriculum/grid_size,curriculum/obs_quantity,train/stage_learning_rate,eval/std_ep_length,eval/std_reward,eval/mean_reward,eval/mean_ep_length,eval/full_coverage_rate,eval/stage_timesteps,eval/deterministic,eval/stage,eval/deterministic_promotion_floor,eval/stochastic_full_coverage_rate,eval/promotion_passed,eval/coverage_promotion_passed,eval/promotion_min_mean_reward,eval/diagnostic_full_coverage_rate,eval/mode_gap,eval/promotion_max_mean_length,eval/quality_promotion_passed,eval/deterministic_full_coverage_rate,eval/deterministic_quality_passed,eval/stochastic_quality_passed,eval/promotion_full_coverage_rate
7.321317672729492,16,215040,453,90,37.84,0.5804529786109924,305,0.15,0.013926888,0.13097546034335317,7e-05,-0.3616617256170743,0.12824675324675325,0.004050917802499486,0.28375330567359924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.518317222595215,17,217600,450,96,35.12,0.6804095506668091,308,0.15,0.014036356,0.06279679344214023,7e-05,-0.3595284616693537,0.1015625,0.0012069396833156018,0.04048065468668938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.496221542358398,18,220160,454,101,35.23,0.6657675504684448,310,0.15,0.014037071,0.05795156506492811,7e-05,-0.3439774022382848,0.09719669117647059,0.004130146603154785,0.036776259541511536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.472954273223877,19,222720,442,109,35.56,0.6600821018218994,314,0.15,0.013734594,0.0839723364656998,7e-05,-0.32690122433834606,0.12120225694444445,-0.0019963526348066,0.11297863721847534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.374846935272217,20,225280,441,115,36.77,0.7284932136535645,317,0.15,0.016946496,0.13679141830652952,7e-05,-0.324917923945647,0.11868990384615384,0.0029192887998830816,0.03490658104419708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.6210780143737793,318,0.15,0.004262178,0.10200136229395866,7e-05,-0.31580395698547364,0.06979166666666667,0.004646014794707299,0.2659316658973694,,,,,,,,,8.773118031806025,0.2141557725296239,7.589124836921692,31.82,1.0,204800,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40.874406417708386,4.453360981808661,6.600834896564484,40.23,0.94,204800,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,,1,0.0,1.0,1,1,6.75,1.0,0.06000000000000005,32.5,1,0.94,0,1,1.0
,,,,,,,,,,,,,,,,,,,,,,,,12.4683599563054,0.35435238403009073,7.512090649604797,35.2,1.0,204800,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40.62865368185365,4.914051605833467,6.491720869541168,41.35,0.94,204800,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,,1,0.0,1.0,1,1,6.75,1.0,0.06000000000000005,32.5,0,0.94,0,0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,10.464659574013863,0.3667616872728538,7.517244071960449,34.47,1.0,204800,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33.87930784416943,4.488017668322148,6.79652779340744,36.45,0.96,204800,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,,1,0.0,1.0,1,1,6.75,1.0,0.040000000000000036,32.5,0,0.96,0,0,1.0
7.3330230712890625,1,227840,1855,1,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.344229221343994,2,230400,542,9,66.76,0.25344419479370117,321,0.105,0.010947451,3.840843507584105,3.5e-05,-0.4074336144518345,0.1466090425531915,0.0016774094980606374,1.4625509977340698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.26276969909668,3,232960,525,14,84.15,0.29954075813293457,323,0.105,0.012961698,1.104860755113455,3.5e-05,-0.42028684799487775,0.12349759615384616,0.00867398430664952,0.6379237771034241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.127016544342041,4,235520,556,18,103.28,0.40847742557525635,325,0.105,0.03277103,0.6673127805644815,3.5e-05,-0.46286375414241443,0.15553977272727273,0.010106354782527143,0.27565571665763855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9083781242370605,5,238080,379,33,125.87,0.36855536699295044,330,0.105,0.008432919,0.6770288486778736,3.5e-05,-0.4113606470823288,0.14234375,0.002438095798715949,0.4264800250530243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.769526958465576,6,240640,323,47,147.98,0.3915943503379822,335,0.105,0.006178978,0.5640023081749678,3.5e-05,-0.43375647842884063,0.148203125,0.0010399052500724793,0.47737807035446167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.691691875457764,7,243200,313,57,152.15,0.23815804719924927,338,0.105,0.007699907,0.6883871083909815,3.5e-05,-0.43489650000225416,0.11676136363636364,0.0022216403856873514,0.44641298055648804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5628180503845215,8,245760,321,63,157.32,0.2644903063774109,341,0.105,0.034698047,0.6870708262048116,3.5e-05,-0.4174700263069897,0.13224085365853658,0.003992441382895156,0.30864647030830383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.073080539703369,1,248320,2730,0,158.4,0.5765423774719238,342,0.105,0.004730766,0.510949756205082,3.5e-05,-0.49873081743717196,0.09921875,0.003933503152802586,0.16296660900115967,0,0,320,0.006,2,8,8,7e-05,,,,,,,,,,,,,,,,,,,,,
5.923427104949951,2,250880,1261,4,159.98,0.6279578804969788,343,0.15,0.009560376,0.3490886859157506,7e-05,-0.44871915087980385,0.11580882352941177,0.009052035782267065,0.2859085202217102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.563693046569824,3,253440,1056,7,160.89,0.5203660726547241,345,0.15,0.029726442,0.36663640425963834,7e-05,-0.4957063672217456,0.1317471590909091,0.004644332199611447,0.1992887258529663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.443995952606201,4,256000,645,15,160.04,0.575053334236145,348,0.15,0.013272052,0.3016244132639998,7e-05,-0.4377007105592954,0.13665254237288135,0.0036044788183802264,0.11010877788066864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2299885749816895,5,258560,655,19,165.77,0.5028088688850403,350,0.15,0.026172753,0.3575218645009128,7e-05,-0.4631803049282594,0.1612215909090909,0.006667618449269371,0.05994327738881111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.054326057434082,6,261120,597,25,171.24,0.5300987958908081,353,0.15,0.013279716,0.3419165411697967,7e-05,-0.4740470530731337,0.134765625,0.0016677268514675753,0.23580528795719147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.691133499145508,7,263680,535,33,158.19,0.3887708783149719,356,0.15,0.008710603,0.5165925413932441,7e-05,-0.4575195998515723,0.11497641509433962,0.00013757519915981112,0.33931541442871094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.791589736938477,8,266240,439,46,156.51,0.2525100111961365,361,0.15,0.01461147,0.48347345204914316,7e-05,-0.43148294126286224,0.12316176470588236,-0.00010557735667509191,0.7946686148643494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.337862491607666,9,268800,457,50,144.68,0.2958143949508667,363,0.15,0.016935835,0.5272997296773471,7e-05,-0.47834509496505445,0.1328125,0.005568925506220414,0.20326587557792664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.288043022155762,10,271360,454,56,143.42,0.29218530654907227,365,0.15,0.014428854,0.40096705881032074,7e-05,-0.44838964668187226,0.11387310606060606,0.0020902078090743585,0.25557124614715576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3163347244262695,11,273920,479,58,139.32,0.4898393750190735,366,0.15,0.0057460973,0.31580625971158344,7e-05,-0.46146515011787415,0.06684027777777778,0.005672672970427407,0.15172438323497772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.327047824859619,12,276480,485,63,141.46,0.34892356395721436,368,0.15,0.04066224,0.3390766560383465,7e-05,-0.471221290204836,0.11854619565217392,0.005600641765024351,0.21493323147296906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.2941155433654785,13,279040,498,66,143.98,0.3507991433143616,369,0.15,0.0056996713,0.4120460838079453,7e-05,-0.43774717847506206,0.0984375,0.0022963881492614746,0.47762325406074524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.419546127319336,14,281600,507,70,141.52,0.36725133657455444,370,0.15,0.010995274,0.28335334956645963,7e-05,-0.4871049657464027,0.156640625,0.006302975956350565,0.12068040668964386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.314624786376953,15,284160,491,78,147.07,0.48238277435302734,373,0.15,0.011803127,0.32401939397867846,7e-05,-0.4789400118954328,0.15290178571428573,0.005454441532492638,0.15494590997695923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.379132270812988,16,286720,492,83,144.73,0.41603732109069824,375,0.15,0.009878975,0.3773828774690628,7e-05,-0.4729788422584534,0.10494791666666667,0.0018616491618255774,0.242345929145813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.364590644836426,17,289280,494,88,142.4,0.536431610584259,377,0.15,0.0140395295,0.3430736571550369,7e-05,-0.4459885060787201,0.11125,0.0054386167228221895,0.16034269332885742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.243955612182617,18,291840,502,91,148.24,0.4735215902328491,378,0.15,0.0058923177,0.2197332805708835,7e-05,-0.4522017162097128,0.08922697368421052,0.003201721824313465,0.06945241242647171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.246840000152588,19,294400,503,96,147.52,0.6047283411026001,380,0.15,0.015612064,0.30743868952548065,7e-05,-0.5101905663808187,0.13512731481481483,0.008408803113356785,0.09956833720207214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.378775119781494,20,296960,494,103,145.02,0.39560890197753906,382,0.15,0.011952419,0.5019530336323538,7e-05,-0.44603049755096436,0.1338404605263158,0.005199498055796874,0.25282910466194153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.328645706176758,1,299520,2183,1,149.06,0.42966169118881226,384,0.15,0.014037463,0.32103481831458897,7e-05,-0.47648683534218716,0.08834134615384616,0.0009931460954248905,0.24462196230888367,0,51200,320,0.005146666666666667,2,8,8,7e-05,,,,,,,,,,,,,,,,,,,,,
6.275939464569092,2,302080,1756,2,152.72,0.3731180429458618,385,0.15,0.014148077,0.408942349255085,7e-05,-0.49460554122924805,0.13671875,0.011336460243910551,0.16838325560092926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.311423301696777,3,304640,476,16,154.58,0.4212963581085205,390,0.15,0.012032059,0.3836540284284045,7e-05,-0.4601429078016388,0.12596558988764045,0.0014731124503893798,0.3280303478240967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.944406509399414,4,307200,476,21,163.0,0.5466347932815552,392,0.15,0.0125414375,0.4945052137598395,7e-05,-0.48550412952899935,0.131640625,0.006766223185695708,0.09077879041433334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0626702308654785,5,309760,466,27,161.87,0.6020585298538208,394,0.15,0.013802581,0.3843701105368765,7e-05,-0.49333496391773224,0.14514802631578946,0.006181954994405571,0.0683133527636528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.93798828125,6,312320,421,36,166.44,0.2850024700164795,397,0.15,0.012871772,0.6175234514777943,7e-05,-0.4596969197362156,0.1427436440677966,0.0018389382383833498,0.5277451276779175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.749173164367676,7,314880,389,46,170.74,0.4896346926689148,401,0.15,0.0108683985,0.41935782296288954,7e-05,-0.4875046453977886,0.14586759868421054,0.0023737360943893067,0.30700111389160156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.286375045776367,8,317440,414,49,176.99,0.622767448425293,403,0.15,0.029805742,0.4611634589407755,7e-05,-0.5549541737722314,0.13654891304347827,0.005752943456172943,0.0708739161491394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3425726890563965,9,320000,433,53,175.68,0.5553573369979858,405,0.15,0.03133168,0.5555276094625393,7e-05,-0.5048829317092896,0.10546875,0.0049676422495394945,0.31302133202552795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7558674812316895,10,322560,378,67,163.84,0.45165055990219116,410,0.15,0.0064298203,0.6087515658885241,7e-05,-0.4712541598081589,0.122109375,-0.002995303012430668,0.1594792604446411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.856630802154541,11,325120,363,77,160.2,0.5077780485153198,413,0.15,0.010132666,0.5645926100975376,7e-05,-0.4843513990862895,0.15439618644067796,0.005677271137108742,0.3996289074420929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.781186580657959,12,327680,334,91,160.75,0.3413688540458679,418,0.15,0.006419149,0.6346282424777746,7e-05,-0.45886940121650693,0.112265625,-0.001720326328650117,0.12380038946866989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.459078788757324,13,330240,345,96,146.89,0.4307771325111389,420,0.15,0.011845633,0.5300391092896461,7e-05,-0.47400769484894617,0.14229910714285715,0.006390165321395865,0.13168087601661682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.629730701446533,14,332800,354,101,144.62,0.52009516954422,422,0.15,0.013847055,0.5827959371464593,7e-05,-0.47460018736975534,0.1171875,0.006582641541691763,0.36003684997558594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.407967567443848,15,335360,367,104,147.62,0.5618494749069214,423,0.15,0.0059181517,0.5195929337950314,7e-05,-0.489235099624185,0.10294117647058823,0.0028407927602529526,0.23516467213630676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.151251316070557,16,337920,362,112,151.68,0.5930166244506836,426,0.15,0.0121005345,0.7289774864912033,7e-05,-0.4699200338125229,0.09,-0.002405074965208769,0.6177959442138672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.166764736175537,17,340480,366,118,152.2,0.5848215818405151,428,0.15,0.00980289,0.6044240478546389,7e-05,-0.5005551355500375,0.10559475806451613,0.0008901580266894832,0.11441575735807419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.130318641662598,18,343040,371,124,147.61,0.44774389266967773,430,0.15,0.012686425,0.3877343620966982,7e-05,-0.4875744702639403,0.11226851851851852,0.0055420659827413385,0.19031397998332977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.808133602142334,19,345600,381,127,156.83,0.532912015914917,431,0.15,0.008069457,0.28728214612132624,7e-05,-0.489864601900703,0.13856907894736842,0.003596516031967966,0.1836080253124237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.719680309295654,20,348160,392,130,157.01,0.5506673455238342,432,0.15,0.00835527,0.30245066434144974,7e-05,-0.4870834406465292,0.12109375,0.010762384452391416,0.3404567837715149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.602774977684021,435,0.15,0.024710435,0.4495100070807067,7e-05,-0.5025237846103582,0.12127130681818182,0.002544849433682182,0.4838104546070099,,,,,,,,,91.84080737885529,4.083076383535362,5.140553296357393,172.19,0.77,102400,0,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,114.79037241859614,5.502229431122412,2.2017861335352062,216.48,0.45,102400,1,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102400,,2,0.0,0.77,0,0,6.75,0.77,0.32,83.2,0,0.45,0,0,0.77
5.713568210601807,1,350720,1759,1,158.84,,,,,,,,,,,1,102400,320,0.005043333333333333,2,8,8,7e-05,,,,,,,,,,,,,,,,,,,,,
5.752593517303467,2,353280,383,13,160.23,0.5795468688011169,440,0.15,0.0077713937,0.4205922345817089,7e-05,-0.4373203194141388,0.12578125,-0.0012284391093999147,0.09415936470031738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.77676248550415,3,355840,409,18,159.51,0.7080297470092773,442,0.15,0.010858597,0.3697657626318304,7e-05,-0.47481377893372584,0.13342927631578946,0.0010014417777328116,0.029835795983672142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7757887840271,4,358400,448,22,160.98,0.5863335132598877,444,0.15,0.01090527,0.6651971438633544,7e-05,-0.4725475651877267,0.12890625,0.002780874592385122,0.519061267375946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.607761383056641,5,360960,383,33,167.17,0.48400914669036865,448,0.15,0.008995289,0.4575239808575527,7e-05,-0.45302635068828995,0.10230152027027027,-0.0008681513796988371,0.35340163111686707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.675657272338867,6,363520,338,45,166.12,0.6340720057487488,453,0.15,0.02002201,0.39858116082301953,7e-05,-0.4698350371384039,0.1365282012195122,-0.00025010161192678824,0.14087112247943878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.499703407287598,7,366080,365,49,170.97,0.5732036232948303,455,0.15,0.02476944,0.5333943759853189,7e-05,-0.48492059924385766,0.11754261363636363,0.0068412968380884695,0.08116421848535538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.721222400665283,8,368640,386,52,172.7,0.5884736776351929,457,0.15,0.017612036,0.5032930883765221,7e-05,-0.4967895543575287,0.12375,0.004344045631587506,0.04204709082841873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.842132568359375,9,371200,392,58,171.61,0.41909533739089966,459,0.15,0.0112931095,0.7855315004076276,7e-05,-0.4664153959069933,0.11584821428571429,0.0012388114950486592,0.5731725096702576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5097126960754395,10,373760,408,62,179.77,0.5330228805541992,461,0.15,0.015943568,0.49538789484007606,7e-05,-0.5287939721140368,0.12526939655172414,0.0022300308056432626,0.35739147663116455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.497012138366699,11,376320,368,76,180.74,0.5171701908111572,466,0.15,0.010176085,0.503115197904408,7e-05,-0.47060068309307096,0.141953125,0.0002500306349247694,0.019256597384810448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.557740688323975,12,378880,339,90,174.86,0.508957028388977,471,0.15,0.0067952634,0.6477403789013624,7e-05,-0.4415291967988014,0.12546875,-0.0005963102541863918,0.22797206044197083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.457643508911133,13,381440,319,104,178.19,0.6430692672729492,476,0.15,0.010789441,0.43217908633872865,7e-05,-0.45098825454711916,0.11015625,-0.0030230929143726824,0.36626696586608887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.481921195983887,14,384000,332,107,178.45,0.7181782722473145,478,0.15,0.008711918,0.42847237388292947,7e-05,-0.513009183605512,0.10260416666666666,0.004697456769645214,0.19131192564964294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.181283473968506,15,386560,339,112,184.25,0.6793164014816284,481,0.15,0.034137547,0.5207554948766057,7e-05,-0.4601815328365419,0.09279725609756098,-0.0001013442056208122,0.15757140517234802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.045410633087158,16,389120,347,117,182.91,0.7584992051124573,483,0.15,0.008976839,0.5832770857959986,7e-05,-0.4890821162197325,0.13389756944444445,0.0029904307642330727,0.11957637965679169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.245978832244873,17,391680,360,120,176.76,0.6845125555992126,484,0.15,0.009451387,0.8542035728693008,7e-05,-0.5231874644756317,0.09453125,0.0050202105194330215,0.6390953063964844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24567985534668,18,394240,366,125,174.77,0.5994910001754761,486,0.15,0.010676828,0.848095671273768,7e-05,-0.48957152012735605,0.09521484375,0.003093114006333053,0.8519081473350525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.418389320373535,19,396800,349,139,170.92,0.629845380783081,491,0.15,0.0058690347,0.6090142684429884,7e-05,-0.4852147713303566,0.09890625,-0.0016466981451958417,0.30933505296707153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6798996925354,20,399360,331,154,164.25,0.5771484971046448,496,0.15,0.007877195,0.591132579445839,7e-05,-0.48921495586633684,0.13703125,-0.0005978692136704922,0.2731722295284271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.5927904844284058,501,0.15,0.00768184,0.711011653356254,7e-05,-0.49619935125112535,0.125078125,-0.0033768755197525024,0.45176005363464355,,,,,,,,,78.75799578455509,3.136376427121044,6.093298952877522,153.91,0.88,153600,0,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,112.31778977526223,6.016671454564738,3.461500730961561,180.29,0.61,153600,1,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153600,,2,0.0,0.88,0,0,6.75,0.88,0.27,83.2,0,0.61,0,0,0.88
5.9007768630981445,1,401920,1656,1,154.51,,,,,,,,,,,1,153600,320,0.00494,2,8,8,7e-05,,,,,,,,,,,,,,,,,,,,,
6.129297256469727,2,404480,1011,5,148.02,0.5733003616333008,502,0.15,0.0070239445,0.5600286189998899,7e-05,-0.5000895985535213,0.10714285714285714,0.0028335843900484698,0.7290048003196716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.260223865509033,3,407040,541,14,149.12,0.5129600167274475,506,0.15,0.019245468,0.3950159436180478,7e-05,-0.4613760903714195,0.12611607142857142,0.0016236147059807702,0.2655210793018341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.215887546539307,4,409600,530,19,150.02,0.609500527381897,508,0.15,0.022226175,0.4523018002510071,7e-05,-0.4668921369772691,0.09735576923076923,0.0033240656081873635,0.3239869475364685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.219168186187744,5,412160,576,22,150.54,0.6306593418121338,509,0.15,0.01004263,0.3751912625396953,7e-05,-0.5422391856417936,0.13832720588235295,0.012457756435169894,0.6131211519241333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.091035842895508,6,414720,422,36,153.15,0.7167539596557617,514,0.15,0.007203666,0.47575679153203965,7e-05,-0.47626242607831953,0.139921875,-0.0027030137460678817,0.25981244444847107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.138339996337891,7,417280,362,49,157.6,0.6832925081253052,519,0.15,0.005391053,0.540036234408617,7e-05,-0.5151879498362542,0.1215625,-0.0014116877038031815,0.32505467534065247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.795070648193359,8,419840,329,62,166.86,0.6087296605110168,524,0.15,0.0071777194,0.5759743694216013,7e-05,-0.517971750497818,0.1128125,-0.0019443419482558966,0.33777496218681335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.39222526550293,9,422400,332,69,178.45,0.6811417937278748,527,0.15,0.012611725,0.4710369211120101,7e-05,-0.5562698485759588,0.1603064903846154,0.004831977994539416,0.09046819806098938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.054405212402344,10,424960,349,73,186.74,0.6943933367729187,529,0.15,0.012446774,0.468106607374336,7e-05,-0.5594368726015091,0.13225446428571427,0.002723410692332046,0.10800054669380188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0169878005981445,11,427520,328,85,190.04,0.5498631000518799,534,0.15,0.012833896,0.8301657848618924,7e-05,-0.5485883697867393,0.146875,-0.001784446369856596,0.14260727167129517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.782435894012451,12,430080,343,89,197.53,0.31146466732025146,536,0.15,0.011474243,0.9532277850168092,7e-05,-0.5297403420720782,0.12527901785714285,0.004572067309969238,0.20910364389419556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.897802829742432,13,432640,356,93,194.3,0.4459769129753113,538,0.15,0.017536523,0.703680218818287,7e-05,-0.5608480324347814,0.1484375,0.00448895909357816,0.07558003067970276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.027555465698242,14,435200,330,108,186.56,0.3245466351509094,543,0.15,0.008629017,0.798947938233614,7e-05,-0.4893687242269516,0.121484375,-0.0018559849075973035,0.335350900888443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.287539482116699,15,437760,321,119,182.18,0.2656745910644531,547,0.15,0.0149974115,0.7909815938959659,7e-05,-0.4927055021406899,0.15525968309859156,0.0022336467969375595,0.7135220766067505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8424153327941895,16,440320,306,133,164.31,0.3323606848716736,552,0.15,0.005748679,0.509513929784298,7e-05,-0.502897983789444,0.119453125,-0.0023277880623936652,0.21922659873962402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7522735595703125,17,442880,300,144,165.24,0.48567575216293335,556,0.15,0.008986493,0.5172993656549905,7e-05,-0.49580399611511744,0.11148648648648649,-0.0013087167643715402,0.4139617085456848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.774337291717529,18,445440,300,153,163.13,0.48629170656204224,560,0.15,0.011336939,0.5607982831607972,7e-05,-0.5255714182342802,0.16026785714285716,-0.0018798252301556724,0.03474023938179016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6853203773498535,19,448000,310,156,164.51,0.5068352222442627,562,0.15,0.022918895,0.6847112829034979,7e-05,-0.5749787647615779,0.11328125,0.0016022601842202923,0.4522745907306671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.586348056793213,20,450560,318,160,166.91,0.4573628902435303,564,0.15,0.019895077,0.4499593762060006,7e-05,-0.5541510495046774,0.11881510416666667,0.001332259620539844,0.11131489276885986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.539927065372467,567,0.15,0.014993261,0.6340463197101718,7e-05,-0.5360243015963099,0.12466032608695653,0.0009388557189832563,0.18521837890148163,,,,,,,,,81.48028227737065,3.3593435656601907,5.869351283311844,155.94,0.85,204800,0,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,110.57201454255956,5.174557173310898,3.9939333902299405,179.64,0.62,204800,1,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800,,2,0.0,0.85,0,0,6.75,0.85,0.22999999999999998,83.2,0,0.62,0,0,0.85
5.588428974151611,1,453120,2088,1,165.87,,,,,,,,,,,1,204800,320,0.004836666666666667,2,8,8,7e-05,,,,,,,,,,,,,,,,,,,,,
5.507265567779541,2,455680,877,5,164.49,0.8171655535697937,569,0.15,0.024670398,0.7374824533859888,7e-05,-0.5572643540799618,0.1171875,0.0015980335883796215,1.456732153892517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.705269813537598,3,458240,376,20,158.53,0.4784543514251709,574,0.15,0.00756486,0.41014242902398107,7e-05,-0.4906670078635216,0.105625,-0.0010494608990848065,0.3490901291370392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.731795787811279,4,460800,361,28,158.8,0.5145319700241089,577,0.15,0.010219971,0.41660110732274397,7e-05,-0.5514611777450357,0.13727678571428573,0.002134435560687312,0.42782992124557495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9843974113464355,5,463360,326,39,156.6,0.4872767925262451,581,0.15,0.009810081,0.4101935124968829,7e-05,-0.5421964444526254,0.13784246575342465,-0.0036184948499072087,0.23918864130973816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
