time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/approx_kl,curriculum/max_steps,train/loss,curriculum/obs_quantity,train/explained_variance,train/stage_learning_rate,curriculum/stage_timesteps,train/value_loss,train/learning_rate,curriculum/preferred_eval_mode,train/ent_coef,train/policy_gradient_loss,train/n_updates,train/clip_range,curriculum/stage,curriculum/grid_size,train/clip_fraction,train/entropy_loss,eval/mean_reward,eval/mean_ep_length,eval/std_ep_length,eval/deterministic,eval/stage,eval/stage_timesteps,eval/full_coverage_rate,eval/std_reward,eval/promotion_min_mean_reward,eval/deterministic_quality_passed,eval/quality_promotion_passed,eval/promotion_max_mean_length,eval/mode_gap,eval/coverage_promotion_passed,eval/promotion_passed,eval/deterministic_full_coverage_rate,eval/deterministic_promotion_floor,eval/promotion_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/stochastic_quality_passed
8,7.109552383422852,45,119.98,899,409600,0.008702761,,0.1688700020313263,,0.3086521029472351,,,0.350268337726593,0.0002,,,-0.00043901599012315275,395,0.2,,,0.0753515625,-0.2849856095016003,,,,,,,,,,,,,,,,,,,,,
9,7.169126987457275,52,115.41,884,414720,0.0056800125,,0.16065873205661774,,0.3114529252052307,,,0.3190053474903107,0.0002,,,-0.00092029491905123,400,0.2,,,0.055234375,-0.25200183764100076,,,,,,,,,,,,,,,,,,,,,
10,7.338109970092773,58,111.06,874,419840,0.005248265,,0.12783299386501312,,0.33944785594940186,,,0.32139587581157686,0.0002,,,-0.002004626328125596,405,0.2,,,0.0569140625,-0.2468296204507351,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0048418404,,0.12581947445869446,,0.42178964614868164,,,0.2816248460114002,0.0002,,,-6.363980937749148e-05,410,0.2,,,0.051796875,-0.2359706450998783,6.957449889034033,124.98,67.00626537869425,0,2,307200,0.93,2.1901173995510708,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.7588642367720606,213.37,118.27761030727669,1,2,307200,0.45,4.64518478005592,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,307200,,,6.75,0,0,83.2,0.48000000000000004,0,0,0.45,0.48,0.93,0.93,0.93,0
1,7.379676342010498,3,111.26,1699,424960,,320,,8,,0.0002,307200,,,1,0.006,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,
2,7.316410541534424,9,115.5,1099,430080,0.0103605725,,0.10621447116136551,,0.16876280307769775,,,0.22067180171608924,0.0002,,,-0.0006397404987365007,415,0.2,,,0.0717578125,-0.23713874593377113,,,,,,,,,,,,,,,,,,,,,
3,7.368687629699707,15,111.63,1002,435200,0.010106588,,0.09981495141983032,,0.36708348989486694,,,0.24225119337439538,0.0002,,,-0.00025363367050886156,420,0.2,,,0.06296875,-0.2494852264225483,,,,,,,,,,,,,,,,,,,,,
4,7.2293009757995605,21,114.97,957,440320,0.0048018238,,0.1537027806043625,,0.3205311894416809,,,0.23518367528915404,0.0002,,,-0.0003905033366754651,425,0.2,,,0.055703125,-0.23224938586354255,,,,,,,,,,,,,,,,,,,,,
5,6.969221591949463,25,124.86,1005,445440,0.044704013,,0.11338018625974655,,0.3421671986579895,,,0.27100645852359856,0.0002,,,-8.82640438662334e-05,428,0.2,,,0.051225142045454544,-0.2225826968523589,,,,,,,,,,,,,,,,,,,,,
6,6.904455661773682,31,128.91,974,450560,0.011643887,,0.11313194781541824,,0.45280301570892334,,,0.26471409693360326,0.0002,,,-0.002142009665258229,433,0.2,,,0.06875,-0.27453292354941367,,,,,,,,,,,,,,,,,,,,,
7,6.6674699783325195,37,136.44,950,455680,0.0081984075,,0.11313917487859726,,0.477681040763855,,,0.27292451351881025,0.0002,,,-0.002030644412152469,438,0.2,,,0.07359375,-0.2728522016108036,,,,,,,,,,,,,,,,,,,,,
8,6.631938457489014,43,131.2,933,460800,0.01063727,,0.13632623851299286,,0.44533711671829224,,,0.2951391389966011,0.0002,,,-0.0013967704563401639,443,0.2,,,0.0719140625,-0.2898234552145004,,,,,,,,,,,,,,,,,,,,,
9,7.039335250854492,49,119.43,923,465920,0.0068521,,0.13348329067230225,,0.3396250605583191,,,0.2771498008072376,0.0002,,,-0.0011870023235678673,448,0.2,,,0.0773828125,-0.2623035015165806,,,,,,,,,,,,,,,,,,,,,
10,7.415370464324951,55,107.59,915,471040,0.006307853,,0.15881210565567017,,0.37747687101364136,,,0.2848132041096687,0.0002,,,-0.0009619390871375799,453,0.2,,,0.0696484375,-0.26523896530270574,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.013591054,,0.13842087984085083,,0.1100817322731018,,,0.2443786744773388,0.0002,,,-0.0024676729831844568,458,0.2,,,0.0795703125,-0.2412264557182789,7.3054541443288326,111.18,55.24027154169321,0,2,358400,0.96,1.6870283505481294,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.21799569144845,172.71,118.15331523067815,1,2,358400,0.61,4.620022158099451,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,358400,,,6.75,0,0,83.2,0.35,1,1,0.61,0.48,0.96,0.96,0.96,0
,,,,,,,,,,,,,,,,,,,,,,,,7.450807951912284,109.11,46.94718202405763,0,2,358400,0.98,1.164809563198465,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.489998368918896,196.17,121.63412802334715,1,2,358400,0.51,4.522127831997863,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,358400,,,6.75,0,0,83.2,0.47,1,1,0.51,0.48,0.98,0.98,0.98,0
,,,,,,,,,,,,,,,,,,,,,,,,7.244977713525295,118.87,61.899217280996375,0,2,358400,0.97,1.6680658911409934,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.003456861078739,179.2,120.19475862116451,1,2,358400,0.58,4.603736887153148,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,358400,,,6.75,0,0,83.2,0.39,1,1,0.58,0.48,0.97,0.97,0.97,0
1,7.3988823890686035,3,126.25,1289,476160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.01898193359375,2,157.06,1899,481280,0.010966385,440,0.45791053771972656,15,0.06236523389816284,0.0002,0,1.1036592602729798,0.0002,0,0.015,-0.0006009912025183439,463,0.2,3,11,0.0891015625,-0.28619120314717295,,,,,,,,,,,,,,,,,,,,,
2,6.705374717712402,9,189.83,1098,486400,0.012136428,,0.17698250710964203,,0.41046422719955444,,,0.40346945330500605,0.0002,,,0.0009242291608825326,468,0.2,,,0.0856640625,-0.3310928380489349,,,,,,,,,,,,,,,,,,,,,
3,6.437994003295898,15,222.99,993,491520,0.008352597,,0.3271031081676483,,0.34537458419799805,,,0.48524677366018293,0.0002,,,0.0007555748010054231,473,0.2,,,0.0903125,-0.3260607796907425,,,,,,,,,,,,,,,,,,,,,
4,6.234490394592285,21,249.86,951,496640,0.007080012,,0.2777444124221802,,0.29848217964172363,,,0.5768240174651146,0.0002,,,-0.00044614231679588554,478,0.2,,,0.06703125,-0.3149766010046005,,,,,,,,,,,,,,,,,,,,,
5,5.974890232086182,27,275.06,918,501760,0.0066836574,,0.3001580834388733,,0.2545000910758972,,,0.6101949226856231,0.0002,,,3.3402349799871446e-06,483,0.2,,,0.0704296875,-0.29557892203330993,,,,,,,,,,,,,,,,,,,,,
6,6.000293731689453,34,272.63,900,506880,0.0061667627,,0.28202977776527405,,0.1866704821586609,,,0.6495060443878173,0.0002,,,0.0005867887800559402,488,0.2,,,0.069375,-0.3250217399001121,,,,,,,,,,,,,,,,,,,,,
7,6.356692314147949,40,260.47,887,512000,0.0065815994,,0.22281253337860107,,0.08510196208953857,,,0.5817599570751191,0.0002,,,-0.00028573268558830024,493,0.2,,,0.0753515625,-0.33049260765314104,,,,,,,,,,,,,,,,,,,,,
8,6.27935791015625,46,264.43,875,517120,0.0069440356,,0.2289712280035019,,0.09231632947921753,,,0.580423264503479,0.0002,,,-0.001293810741044581,498,0.2,,,0.0630078125,-0.31723980635404586,,,,,,,,,,,,,,,,,,,,,
9,6.1304144859313965,52,271.48,869,522240,0.009350882,,0.2645106911659241,,0.1830517053604126,,,0.5498599684238434,0.0002,,,-0.0005745033035054803,503,0.2,,,0.0725390625,-0.33394201666116713,,,,,,,,,,,,,,,,,,,,,
10,5.858337879180908,59,277.3,864,527360,0.012557233,,0.19853562116622925,,0.20967382192611694,,,0.44949365630745886,0.0002,,,-0.0002512399572879076,508,0.2,,,0.0820703125,-0.3336775004863739,,,,,,,,,,,,,,,,,,,,,
1,5.837472438812256,2,281.46,1848,532480,0.0056777843,440,0.24171681702136993,15,0.19732850790023804,0.00018293333333333335,51200,0.540783734023571,0.0002,0,0.014445333333333333,-0.0019327628286555409,513,0.2,3,11,0.0755078125,-0.33856465458869933,,,,,,,,,,,,,,,,,,,,,
2,5.733682155609131,9,286.05,1128,537600,0.0074814716,,0.17384521663188934,,0.15837621688842773,,,0.525922317802906,0.00018293333333333335,,,-0.001470106323249638,518,0.2,,,0.067578125,-0.32891635060310365,,,,,,,,,,,,,,,,,,,,,
3,5.723379135131836,15,286.55,997,542720,0.008606147,,0.3082391023635864,,0.2545264959335327,,,0.531032962501049,0.00018293333333333335,,,-0.0016680388851091266,523,0.2,,,0.0758984375,-0.3483822381496429,,,,,,,,,,,,,,,,,,,,,
4,5.577105522155762,21,294.55,941,547840,0.0075332867,,0.23542334139347076,,0.2432991862297058,,,0.6350493308901787,0.00018293333333333335,,,-0.0039346020389348264,528,0.2,,,0.07046875,-0.3584430429339409,,,,,,,,,,,,,,,,,,,,,
5,6.063467502593994,28,281.9,906,552960,0.006115191,,0.237934872508049,,0.1729467511177063,,,0.40160942524671556,0.00018293333333333335,,,-0.0008915680460631848,533,0.2,,,0.0581640625,-0.3439497271180153,,,,,,,,,,,,,,,,,,,,,
6,6.067655563354492,34,282.87,889,558080,0.009795761,,0.20904015004634857,,0.1909371018409729,,,0.5468081590533257,0.00018293333333333335,,,-0.0010023889550939203,538,0.2,,,0.079296875,-0.34628612756729127,,,,,,,,,,,,,,,,,,,,,
7,6.229586601257324,40,283.16,880,563200,0.0070548654,,0.29387110471725464,,0.2783682942390442,,,0.6436103647947311,0.00018293333333333335,,,-0.00357408179435879,543,0.2,,,0.07671875,-0.31487841725349425,,,,,,,,,,,,,,,,,,,,,
8,6.3321051597595215,47,284.44,871,568320,0.0049502295,,0.36986619234085083,,0.22654223442077637,,,0.6566540214419365,0.00018293333333333335,,,-0.0006892633810639382,548,0.2,,,0.0531640625,-0.3227814504504204,,,,,,,,,,,,,,,,,,,,,
9,6.405850887298584,53,281.8,865,573440,0.009397673,,0.21952663362026215,,0.1804196834564209,,,0.5661378610134125,0.00018293333333333335,,,-0.00302766761276871,553,0.2,,,0.07921875,-0.33585424453020096,,,,,,,,,,,,,,,,,,,,,
10,6.753538131713867,59,269.15,858,578560,0.008176612,,0.23338086903095245,,0.22497832775115967,,,0.6101686954498291,0.00018293333333333335,,,-0.0023367671016603707,558,0.2,,,0.0830078125,-0.3292050644755363,,,,,,,,,,,,,,,,,,,,,
1,6.731807708740234,2,272.12,1871,583680,0.005105975,440,0.2517279386520386,15,0.21918505430221558,0.00016586666666666667,102400,0.5966409823298454,0.00018293333333333335,0,0.013890666666666666,-0.0007289379183202982,563,0.2,3,11,0.0701171875,-0.3391654250025749,,,,,,,,,,,,,,,,,,,,,
2,6.4729390144348145,9,278.9,1102,588800,0.008062973,,0.2948169708251953,,0.2724563479423523,,,0.5502842164039612,0.00016586666666666667,,,-0.00019713797606527806,568,0.2,,,0.0761328125,-0.3334500965476036,,,,,,,,,,,,,,,,,,,,,
3,6.373640537261963,15,281.21,979,593920,0.008828298,,0.13592690229415894,,0.2238413691520691,,,0.38729968935251236,0.00016586666666666667,,,-0.0029443213110789657,573,0.2,,,0.0821875,-0.34305558681488035,,,,,,,,,,,,,,,,,,,,,
4,6.299581527709961,22,276.1,926,599040,0.0050012465,,0.3130907416343689,,0.21284842491149902,,,0.538166808784008,0.00016586666666666667,,,-0.0017835909617133438,578,0.2,,,0.056875,-0.3124706518650055,,,,,,,,,,,,,,,,,,,,,
5,5.990688323974609,28,282.83,896,604160,0.008633973,,0.31307709217071533,,0.20420783758163452,,,0.49514046639204023,0.00016586666666666667,,,-0.0016512816422618926,583,0.2,,,0.0631640625,-0.33346787869930267,,,,,,,,,,,,,,,,,,,,,
6,5.950517177581787,34,276.89,883,609280,0.0078281965,,0.28997889161109924,,0.26837682723999023,,,0.43216317921876907,0.00016586666666666667,,,-0.0006212670914828777,588,0.2,,,0.067734375,-0.33195841252803804,,,,,,,,,,,,,,,,,,,,,
7,6.205233097076416,40,262.35,874,614400,0.0055408822,,0.22798128426074982,,0.26977306604385376,,,0.6040692886710167,0.00016586666666666667,,,-0.0007365920394659043,593,0.2,,,0.0603515625,-0.32474284648895263,,,,,,,,,,,,,,,,,,,,,
8,6.131448268890381,47,264.3,867,619520,0.0067354045,,0.20581042766571045,,0.33505719900131226,,,0.4977318021655083,0.00016586666666666667,,,-0.0017514124093577265,598,0.2,,,0.0547265625,-0.3317797517776489,,,,,,,,,,,,,,,,,,,,,
9,6.080435276031494,53,263.37,862,624640,0.007235435,,0.21090856194496155,,0.21938979625701904,,,0.5183152332901955,0.00016586666666666667,,,-0.00224299588939175,603,0.2,,,0.0619921875,-0.342740566432476,,,,,,,,,,,,,,,,,,,,,
10,6.2834906578063965,59,261.62,856,629760,0.008728607,,0.252069890499115,,0.26708900928497314,,,0.522764790058136,0.00016586666666666667,,,0.0003602741565555334,608,0.2,,,0.0771484375,-0.3383097964525223,,,,,,,,,,,,,,,,,,,,,
1,6.089967727661133,2,269.6,1810,634880,0.005708126,440,0.242996484041214,15,0.2640816569328308,0.0001488,153600,0.523689783513546,0.00016586666666666667,0,0.013335999999999999,-0.0014719171682372688,613,0.2,3,11,0.0809765625,-0.3454231756925583,,,,,,,,,,,,,,,,,,,,,
2,5.99954891204834,9,278.28,1065,640000,0.0062891105,,0.18367725610733032,,0.31648463010787964,,,0.40970794469118116,0.0001488,,,-0.0017903678491711617,618,0.2,,,0.06625,-0.3128847873210907,,,,,,,,,,,,,,,,,,,,,
3,6.0018110275268555,15,278.39,960,645120,0.008380616,,0.13526326417922974,,0.343494176864624,,,0.43552379816770553,0.0001488,,,-0.003403347316198051,623,0.2,,,0.0860546875,-0.3285352149605751,,,,,,,,,,,,,,,,,,,,,
4,6.178695201873779,22,277.37,917,650240,0.0040793153,,0.1761936992406845,,0.25507915019989014,,,0.5830463495850563,0.0001488,,,-0.0009396934090182185,628,0.2,,,0.0506640625,-0.3162677964568138,,,,,,,,,,,,,,,,,,,,,
5,6.202054500579834,28,277.31,893,655360,0.008259833,,0.2050781548023224,,0.17019987106323242,,,0.5396426120400428,0.0001488,,,-0.0008788572391495109,633,0.2,,,0.0666015625,-0.3093366932868957,,,,,,,,,,,,,,,,,,,,,
6,6.285330295562744,35,271.79,875,660480,0.0073963227,,0.20043417811393738,,0.3030247688293457,,,0.5526317393779755,0.0001488,,,-0.0011572975758463145,638,0.2,,,0.06328125,-0.3173426115512848,,,,,,,,,,,,,,,,,,,,,
7,6.604437351226807,41,256.59,867,665600,0.0046811393,,0.2790159285068512,,0.31557029485702515,,,0.5356984290480614,0.0001488,,,0.00012773647904396057,643,0.2,,,0.0637109375,-0.3062258490920067,,,,,,,,,,,,,,,,,,,,,
8,6.237503528594971,47,269.25,854,670720,0.0071875835,,0.19798201322555542,,0.36714279651641846,,,0.5116112071275711,0.0001488,,,-0.0022673337161540985,648,0.2,,,0.06203125,-0.32024039536714555,,,,,,,,,,,,,,,,,,,,,
9,6.293819427490234,54,265.37,847,675840,0.011617055,,0.15613912045955658,,0.3604903221130371,,,0.3392847833844523,0.0001488,,,-0.002204667810777513,653,0.2,,,0.06270345052083333,-0.3077352050070961,,,,,,,,,,,,,,,,,,,,,
10,6.229253768920898,60,266.74,842,680960,0.0068303337,,0.21040217578411102,,0.33505189418792725,,,0.4822996464371681,0.0001488,,,-0.0005582028161734342,658,0.2,,,0.05171875,-0.33836154878139496,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.007414119,,0.3027805685997009,,0.3735542893409729,,,0.5221527892351151,0.0001488,,,-0.0007514937035739422,663,0.2,,,0.0752734375,-0.3525655779242516,6.320583819150925,267.52,90.3293396411155,0,3,204800,0.84,2.470946747008922,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8801361588016152,397.0,99.00989849504947,1,3,204800,0.16,3.120142558021406,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,204800,,,6.75,0,0,157.3,0.6799999999999999,0,0,0.16,0.475,0.84,0.84,0.84,0
1,6.2079267501831055,3,271.59,1595,686080,,440,,15,,0.00015673333333333337,204800,,,1,0.014781333333333332,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.15762186050415,9,278.07,1083,691200,0.0042446656,,0.21486061811447144,,0.40205085277557373,,,0.4664443722367287,0.00015673333333333337,,,-0.0005728014279156923,668,0.2,,,0.0532421875,-0.33878279477357864,,,,,,,,,,,,,,,,,,,,,
3,6.2471513748168945,15,272.56,989,696320,0.0051975087,,0.23501846194267273,,0.4447405934333801,,,0.43570937842130664,0.00015673333333333337,,,-0.001679783519357443,673,0.2,,,0.0527734375,-0.3423899534344673,,,,,,,,,,,,,,,,,,,,,
4,6.224114418029785,21,275.67,941,701440,0.004854493,,0.20667289197444916,,0.4596378207206726,,,0.4485701197385788,0.00015673333333333337,,,-1.2819420080631971e-05,678,0.2,,,0.05734375,-0.32621933668851855,,,,,,,,,,,,,,,,,,,,,
5,6.143754482269287,28,278.48,896,706560,0.006259898,,0.2248793989419937,,0.2325221300125122,,,0.45139639139175414,0.00015673333333333337,,,-0.002642777473665774,683,0.2,,,0.06078125,-0.3392079925537109,,,,,,,,,,,,,,,,,,,,,
6,6.066765308380127,35,279.63,875,711680,0.0066709057,,0.26210302114486694,,0.2270575761795044,,,0.5025896710157395,0.00015673333333333337,,,-0.002681212252937257,688,0.2,,,0.0606640625,-0.35190765470266344,,,,,,,,,,,,,,,,,,,,,
7,5.8356218338012695,42,288.23,850,716800,0.004028148,,0.24311214685440063,,0.11917203664779663,,,0.5189151591062546,0.00015673333333333337,,,-1.4009452424943447e-05,693,0.2,,,0.067578125,-0.3397719776630402,,,,,,,,,,,,,,,,,,,,,
8,5.753246307373047,48,286.27,838,721920,0.007509346,,0.2050105333328247,,0.16680800914764404,,,0.3982107637822628,0.00015673333333333337,,,-0.002397051714360714,698,0.2,,,0.067734375,-0.355359870493412,,,,,,,,,,,,,,,,,,,,,
9,6.052055835723877,55,276.4,836,727040,0.0067801625,,0.214663565158844,,0.20662081241607666,,,0.5850128883123398,0.00015673333333333337,,,-0.0029624960804358123,703,0.2,,,0.06375,-0.36043501168489456,,,,,,,,,,,,,,,,,,,,,
10,6.080661773681641,61,279.22,830,732160,0.0068861605,,0.3454313278198242,,0.22216033935546875,,,0.6467185282707214,0.00015673333333333337,,,-0.0018534346343949436,708,0.2,,,0.05828125,-0.36186291217803956,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0076191695,,0.215179905295372,,0.22607535123825073,,,0.5413699212670326,0.00015673333333333337,,,-0.0015333591913804412,713,0.2,,,0.0658984375,-0.3473342454433441,6.141023806780577,281.94,92.08689591901769,0,3,256000,0.83,2.534119826821089,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8572183307260275,396.81,99.22415986038884,1,3,256000,0.16,3.141872454246626,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,256000,,,6.75,0,0,157.3,0.6699999999999999,0,0,0.16,0.475,0.83,0.83,0.83,0
1,6.091212272644043,3,278.94,1428,737280,,440,,15,,0.00016466666666666667,256000,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.107354640960693,10,277.9,1017,742400,0.005814704,,0.29306313395500183,,0.21543461084365845,,,0.46558582574129104,0.00016466666666666667,,,-0.0018757919315248728,718,0.2,,,0.0644140625,-0.35635507345199585,,,,,,,,,,,,,,,,,,,,,
3,6.0558037757873535,16,280.79,945,747520,0.005791467,,0.20906560122966766,,0.2533743977546692,,,0.5019890135526657,0.00016466666666666667,,,-0.001053716994356364,723,0.2,,,0.0713671875,-0.3385969537496567,,,,,,,,,,,,,,,,,,,,,
4,6.047496795654297,22,284.43,908,752640,0.0039453907,,0.29464754462242126,,0.2143375277519226,,,0.5056146371364594,0.00016466666666666667,,,0.0002036006422713399,728,0.2,,,0.0541015625,-0.3537569558620453,,,,,,,,,,,,,,,,,,,,,
5,6.184317111968994,28,281.87,885,757760,0.005457244,,0.23289677500724792,,0.4313954710960388,,,0.5293545767664909,0.00016466666666666667,,,-0.0018072690209373831,733,0.2,,,0.0644140625,-0.356621695458889,,,,,,,,,,,,,,,,,,,,,
6,6.049350738525391,35,284.83,866,762880,0.0052618505,,0.21561244130134583,,0.2724248170852661,,,0.497279699742794,0.00016466666666666667,,,-0.0036478783329948784,738,0.2,,,0.063671875,-0.33627782672643663,,,,,,,,,,,,,,,,,,,,,
7,6.198098182678223,41,281.14,857,768000,0.009328963,,0.14747194945812225,,0.3481859564781189,,,0.4296158230304718,0.00016466666666666667,,,-0.0023092588293366135,743,0.2,,,0.071953125,-0.32947852700948715,,,,,,,,,,,,,,,,,,,,,
8,5.7861738204956055,48,290.49,848,773120,0.008581294,,0.2628069221973419,,0.28845375776290894,,,0.4706044635176659,0.00016466666666666667,,,-0.002815926936455071,748,0.2,,,0.07953125,-0.34359174460172653,,,,,,,,,,,,,,,,,,,,,
9,5.610529899597168,54,293.23,841,778240,0.006051532,,0.23979556560516357,,0.448872447013855,,,0.4673962992429733,0.00016466666666666667,,,-0.0010831547388806938,753,0.2,,,0.0628125,-0.35164204478263855,,,,,,,,,,,,,,,,,,,,,
10,5.393743991851807,61,297.44,836,783360,0.009273466,,0.23099106550216675,,0.24097001552581787,,,0.4608117078244686,0.00016466666666666667,,,-0.0032641282631084324,758,0.2,,,0.0665625,-0.3385223549604416,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.007604682,,0.27145203948020935,,0.2817245125770569,,,0.5665243741869926,0.00016466666666666667,,,-0.002024220968596637,763,0.2,,,0.0723046875,-0.33185599982738495,5.875422045215965,280.43,101.21010374463609,0,3,307200,0.78,2.8156196948875722,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.5916290104016662,372.17,117.93498675117574,1,3,307200,0.25,3.66625822476876,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,307200,,,6.75,0,0,157.3,0.53,0,0,0.25,0.475,0.78,0.78,0.78,0
1,5.264678955078125,3,298.71,1475,788480,,440,,15,,0.00017500000000000003,307200,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.372498035430908,10,291.43,1018,793600,0.0069868118,,0.2965105175971985,,0.20668911933898926,,,0.6228953045606613,0.00017500000000000003,,,-0.002029961165972054,768,0.2,,,0.0665234375,-0.30454763740301133,,,,,,,,,,,,,,,,,,,,,
3,5.663295269012451,16,286.1,946,798720,0.0060507185,,0.23951329290866852,,0.3378104567527771,,,0.5883100789785385,0.00017500000000000003,,,-0.0009439625171944499,773,0.2,,,0.06078125,-0.3310539212822914,,,,,,,,,,,,,,,,,,,,,
4,5.824319362640381,22,283.77,918,803840,0.004483686,,0.29007381200790405,,0.20259767770767212,,,0.5879159876704216,0.00017500000000000003,,,-0.00013000136241316795,778,0.2,,,0.061796875,-0.3331605505943298,,,,,,,,,,,,,,,,,,,,,
5,6.130608558654785,28,276.26,900,808960,0.0076144338,,0.2375098019838333,,0.22529101371765137,,,0.5485816270112991,0.00017500000000000003,,,-0.0011497273808345199,783,0.2,,,0.061875,-0.33033557623624804,,,,,,,,,,,,,,,,,,,,,
6,6.190213203430176,34,276.18,888,814080,0.007011297,,0.2363155484199524,,0.2120206356048584,,,0.5156406679749489,0.00017500000000000003,,,-0.00017653754446655511,788,0.2,,,0.06296875,-0.32763627588748934,,,,,,,,,,,,,,,,,,,,,
7,6.235037803649902,41,277.56,866,819200,0.0072105713,,0.28243783116340637,,0.2545127272605896,,,0.5629874622821808,0.00017500000000000003,,,-0.0015250499127432704,793,0.2,,,0.0540234375,-0.3434982761740685,,,,,,,,,,,,,,,,,,,,,
8,6.295812606811523,47,276.63,854,824320,0.005620202,,0.265585720539093,,0.23699432611465454,,,0.5387082046270371,0.00017500000000000003,,,-0.001336285057477653,798,0.2,,,0.0633203125,-0.32833656132221223,,,,,,,,,,,,,,,,,,,,,
9,6.295309543609619,54,276.43,843,829440,0.0064670905,,0.2337043732404709,,0.20636671781539917,,,0.4875336644053459,0.00017500000000000003,,,-0.0009269470791332424,803,0.2,,,0.06359375,-0.30997068285942075,,,,,,,,,,,,,,,,,,,,,
10,6.232609748840332,60,276.05,839,834560,0.008823599,,0.20548580586910248,,0.20532649755477905,,,0.5848630931973458,0.00017500000000000003,,,-0.0021684119664132596,808,0.2,,,0.0665234375,-0.317246336042881,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.006469243,,0.22228926420211792,,0.23115050792694092,,,0.4848463585972786,0.00017500000000000003,,,-4.9604740925133226e-05,813,0.2,,,0.073671875,-0.33550927966833116,6.310748597383499,273.7,91.7064337982892,0,3,358400,0.85,2.4205090550213133,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.6574778562993743,399.01,97.86209633969628,1,3,358400,0.15,3.1166506480081932,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,358400,,,6.75,0,0,157.3,0.7,0,0,0.15,0.475,0.85,0.85,0.85,0
1,6.251892566680908,3,273.96,1374,839680,,440,,15,,0.0002,358400,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.260526180267334,10,272.94,1018,844800,0.0065377853,,0.16290470957756042,,0.269623339176178,,,0.4601408439874649,0.0002,,,-0.0001168964896351099,818,0.2,,,0.0769140625,-0.3279035758972168,,,,,,,,,,,,,,,,,,,,,
3,6.388891220092773,16,266.51,956,849920,0.009329533,,0.2008771300315857,,0.17736023664474487,,,0.48111880362033843,0.0002,,,-0.0011532002314925194,823,0.2,,,0.0561328125,-0.32753310203552244,,,,,,,,,,,,,,,,,,,,,
4,6.466512680053711,22,263.62,919,855040,0.007869538,,0.2344910353422165,,0.3028237223625183,,,0.5786613544821739,0.0002,,,-0.0010855846665799617,828,0.2,,,0.0760546875,-0.3101817399263382,,,,,,,,,,,,,,,,,,,,,
5,6.364323616027832,28,269.74,898,860160,0.008586425,,0.128677636384964,,0.2693963050842285,,,0.4942709985375404,0.0002,,,-0.0013256221637129783,833,0.2,,,0.074375,-0.32585709482431413,,,,,,,,,,,,,,,,,,,,,
6,6.176366806030273,34,272.82,881,865280,0.0057656164,,0.2507622539997101,,0.2602301836013794,,,0.4748224112391472,0.0002,,,0.0004360492760315537,838,0.2,,,0.0773828125,-0.31261989623308184,,,,,,,,,,,,,,,,,,,,,
7,5.935225963592529,41,279.38,867,870400,0.0080682635,,0.274897962808609,,0.3021067976951599,,,0.4461616322398186,0.0002,,,-0.0010461604921147226,843,0.2,,,0.081953125,-0.3221976226568222,,,,,,,,,,,,,,,,,,,,,
8,5.968662738800049,47,283.07,857,875520,0.008899366,,0.20769330859184265,,0.3230550289154053,,,0.4786991411447525,0.0002,,,-0.00045405172277241946,848,0.2,,,0.0833984375,-0.35185224056243897,,,,,,,,,,,,,,,,,,,,,
