time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/approx_kl,curriculum/max_steps,train/loss,curriculum/obs_quantity,train/explained_variance,train/stage_learning_rate,curriculum/stage_timesteps,train/value_loss,train/learning_rate,curriculum/preferred_eval_mode,train/ent_coef,train/policy_gradient_loss,train/n_updates,train/clip_range,curriculum/stage,curriculum/grid_size,train/clip_fraction,train/entropy_loss,eval/mean_reward,eval/mean_ep_length,eval/std_ep_length,eval/deterministic,eval/stage,eval/stage_timesteps,eval/full_coverage_rate,eval/std_reward,eval/promotion_min_mean_reward,eval/deterministic_quality_passed,eval/quality_promotion_passed,eval/promotion_max_mean_length,eval/mode_gap,eval/coverage_promotion_passed,eval/promotion_passed,eval/deterministic_full_coverage_rate,eval/deterministic_promotion_floor,eval/promotion_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/stochastic_quality_passed
9,5.843255519866943,54,291.16,851,880640,0.006242714,,0.2517446279525757,,0.10756456851959229,,,0.5191639256477356,0.0002,,,0.0010179340559989215,853,0.2,,,0.0673046875,-0.3455007514357567,,,,,,,,,,,,,,,,,,,,,
10,5.7722907066345215,60,293.17,850,885760,0.006378775,,0.26919248700141907,,0.2342861294746399,,,0.6638910567760468,0.0002,,,-0.0008172323158942163,858,0.2,,,0.058515625,-0.3513789772987366,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.009480575,,0.26503050327301025,,0.23041051626205444,,,0.5064367488026619,0.0002,,,-0.00041944995522499086,863,0.2,,,0.0887890625,-0.35768153220415116,6.4249733185768125,279.6,86.5483679799914,0,3,409600,0.88,2.180957467050602,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.1229685364663602,387.99,107.7767595541822,1,3,409600,0.19,3.3258370095532177,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,409600,,,6.75,0,0,157.3,0.69,0,0,0.19,0.475,0.88,0.88,0.88,0
1,5.8868021965026855,3,290.77,1372,890880,,440,,15,,0.0002,409600,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.876073837280273,10,293.54,994,896000,0.008948678,,0.2528877258300781,,0.3164065480232239,,,0.5682635834813118,0.0002,,,-0.0018132185121066868,868,0.2,,,0.07296875,-0.3509720194339752,,,,,,,,,,,,,,,,,,,,,
3,6.143533706665039,16,281.81,925,901120,0.011979458,,0.16285564005374908,,0.17245864868164062,,,0.38865671381354333,0.0002,,,-0.0021016821428202093,873,0.2,,,0.079765625,-0.34503826916217806,,,,,,,,,,,,,,,,,,,,,
4,6.238741397857666,22,279.18,901,906240,0.007477372,,0.3039547801017761,,0.3011038303375244,,,0.5858720964193345,0.0002,,,-0.0003030322911217809,878,0.2,,,0.0844140625,-0.37267281889915466,,,,,,,,,,,,,,,,,,,,,
5,6.213472843170166,28,275.73,892,911360,0.0076711364,,0.2721492350101471,,0.4517878293991089,,,0.47141356140375135,0.0002,,,0.0006009308714419603,883,0.2,,,0.0746875,-0.3648520851135254,,,,,,,,,,,,,,,,,,,,,
6,6.186345100402832,35,274.42,873,916480,0.009390699,,0.16410943865776062,,0.4266875386238098,,,0.41141194075345994,0.0002,,,-0.001976423040032387,888,0.2,,,0.076484375,-0.35556021332740784,,,,,,,,,,,,,,,,,,,,,
7,6.277930736541748,42,269.91,852,921600,0.007591035,,0.23157624900341034,,0.38920366764068604,,,0.43676174387335776,0.0002,,,-0.0018582723988220095,893,0.2,,,0.073203125,-0.3740734696388245,,,,,,,,,,,,,,,,,,,,,
8,6.206961154937744,48,271.08,838,926720,0.006849238,,0.2960079312324524,,0.35171496868133545,,,0.5185005301237107,0.0002,,,-0.001091223619878292,898,0.2,,,0.0888671875,-0.365523527264595,,,,,,,,,,,,,,,,,,,,,
9,6.2604475021362305,56,269.71,822,931840,0.008777307,,0.2013569176197052,,0.3368411064147949,,,0.49269709348678586,0.0002,,,-0.0011393694020807744,903,0.2,,,0.0871484375,-0.34507753551006315,,,,,,,,,,,,,,,,,,,,,
10,6.1714653968811035,63,275.88,812,936960,0.006321418,,0.2508681118488312,,0.3033086061477661,,,0.5097772380709649,0.0002,,,-0.000499538634903729,908,0.2,,,0.0762109375,-0.3326534450054169,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.009471265,,0.1500055342912674,,0.32569265365600586,,,0.40275417059659957,0.0002,,,-0.0022834930662065742,913,0.2,,,0.091328125,-0.3373327293992043,5.969253159575164,282.1,97.18554419253925,0,3,460800,0.8,2.7465792811282035,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.277159797027707,389.51,104.77179916370626,1,3,460800,0.19,3.2039531207471303,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,460800,,,6.75,0,0,157.3,0.6100000000000001,0,0,0.19,0.475,0.8,0.8,0.8,0
1,6.432013511657715,3,270.11,1392,942080,,440,,15,,0.0002,460800,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.354471206665039,10,271.84,998,947200,0.0064923265,,0.24072010815143585,,0.36737996339797974,,,0.5220128834247589,0.0002,,,-0.002336902858223766,918,0.2,,,0.0625,-0.3112372162938118,,,,,,,,,,,,,,,,,,,,,
3,6.233227729797363,16,278.79,925,952320,0.007795792,,0.14550121128559113,,0.4145451784133911,,,0.41245789095759394,0.0002,,,-0.00030791028402745726,923,0.2,,,0.0671875,-0.30678392469882965,,,,,,,,,,,,,,,,,,,,,
4,6.019311904907227,22,287.2,897,957440,0.008156558,,0.2045154869556427,,0.367562472820282,,,0.44106872081756593,0.0002,,,-0.0011304242722690106,928,0.2,,,0.0960546875,-0.35396106392145155,,,,,,,,,,,,,,,,,,,,,
5,6.139218330383301,28,285.82,882,962560,0.00515753,,0.23529550433158875,,0.3063781261444092,,,0.5235026577115058,0.0002,,,-0.0021132333669811485,933,0.2,,,0.06390625,-0.3544847846031189,,,,,,,,,,,,,,,,,,,,,
6,6.0418877601623535,35,285.44,872,967680,0.0068810233,,0.19961842894554138,,0.21000158786773682,,,0.46564857512712476,0.0002,,,0.0004772977810353041,938,0.2,,,0.0891015625,-0.38007024973630904,,,,,,,,,,,,,,,,,,,,,
7,6.140507221221924,41,286.15,861,972800,0.008495218,,0.17487865686416626,,0.29842764139175415,,,0.48431345909833906,0.0002,,,-0.001880036788061261,943,0.2,,,0.067890625,-0.3598818147182465,,,,,,,,,,,,,,,,,,,,,
8,6.220861434936523,47,286.18,855,977920,0.00721702,,0.2581106722354889,,0.32243454456329346,,,0.5516672205924987,0.0002,,,-0.0038225797563791273,948,0.2,,,0.0730078125,-0.3507399007678032,,,,,,,,,,,,,,,,,,,,,
9,6.22031307220459,54,282.25,850,983040,0.0067277937,,0.1832212507724762,,0.2866992950439453,,,0.468575456738472,0.0002,,,-0.00024930470157414676,953,0.2,,,0.057109375,-0.34563737392425536,,,,,,,,,,,,,,,,,,,,,
10,6.243000507354736,60,277.94,847,988160,0.008330932,,0.12959232926368713,,0.2603631019592285,,,0.4097497427463532,0.0002,,,-0.0011350073572248221,958,0.2,,,0.0754296875,-0.33094742834568025,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.010487396,,0.2507952153682709,,0.33681249618530273,,,0.5824763062596321,0.0002,,,-0.0015591735998168588,963,0.2,,,0.0763671875,-0.33092764288187027,6.326349279433489,269.62,91.64767100150445,0,3,512000,0.85,2.39277065684218,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.4885935091227294,375.47,115.59017735084586,1,3,512000,0.24,3.6351395771122355,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,512000,,,6.75,0,0,157.3,0.61,0,0,0.24,0.475,0.85,0.85,0.85,0
1,6.395739555358887,3,269.71,1519,993280,,440,,15,,0.0002,512000,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.511752128601074,9,260.61,1042,998400,0.005061295,,0.2668643891811371,,0.29821014404296875,,,0.5458345931768417,0.0002,,,-0.0013152276840992271,968,0.2,,,0.05796875,-0.3164429035782814,,,,,,,,,,,,,,,,,,,,,
3,6.5905609130859375,16,257.82,946,1003520,0.0075288326,,0.242164745926857,,0.42201924324035645,,,0.5246395164728165,0.0002,,,-0.0012103183567523956,973,0.2,,,0.0685546875,-0.3018435809016228,,,,,,,,,,,,,,,,,,,,,
4,6.452859401702881,22,262.51,913,1008640,0.0064660967,,0.1887945681810379,,0.3937481641769409,,,0.45085124522447584,0.0002,,,-0.0004939123103395105,978,0.2,,,0.0575,-0.2846831148862839,,,,,,,,,,,,,,,,,,,,,
5,6.400909900665283,28,264.32,896,1013760,0.011391645,,0.19501841068267822,,0.311460018157959,,,0.36147340074181555,0.0002,,,-0.0010585353476926685,983,0.2,,,0.08640625,-0.32961454421281816,,,,,,,,,,,,,,,,,,,,,
6,6.147295951843262,34,269.76,886,1018880,0.00720171,,0.17391249537467957,,0.4008612632751465,,,0.4077413327991962,0.0002,,,0.00043216354679316283,988,0.2,,,0.065078125,-0.32106163769960405,,,,,,,,,,,,,,,,,,,,,
7,5.985630035400391,40,277.74,876,1024000,0.0082071815,,0.1818053424358368,,0.26297855377197266,,,0.4729320740699768,0.0002,,,-0.0014938219636678697,993,0.2,,,0.0751953125,-0.28716381281614306,,,,,,,,,,,,,,,,,,,,,
8,5.673919677734375,46,291.21,871,1029120,0.008198483,,0.19522938132286072,,0.18916016817092896,,,0.46596812069416044,0.0002,,,-0.0013962060958147048,998,0.2,,,0.0578515625,-0.2697291871905327,,,,,,,,,,,,,,,,,,,,,
9,5.801528453826904,53,285.89,867,1034240,0.008226145,,0.1449955552816391,,0.3161242604255676,,,0.47493034303188325,0.0002,,,-0.00020907822530716658,1003,0.2,,,0.0581640625,-0.28006461292505264,,,,,,,,,,,,,,,,,,,,,
10,5.782674789428711,59,287.69,858,1039360,0.008566981,,0.20997454226016998,,0.2653394937515259,,,0.5020088139176369,0.0002,,,-0.00031919516623020173,1008,0.2,,,0.0752734375,-0.30797317534685137,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.00955201,,0.2581534683704376,,0.263896644115448,,,0.5086180609464646,0.0002,,,8.103985339403153e-05,1013,0.2,,,0.0586328125,-0.31857252448797224,6.188435889929533,272.12,96.12276317293423,0,3,563200,0.83,2.532348713797614,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.450618641078472,372.67,117.06622527441466,1,3,563200,0.25,3.7275201344244535,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,563200,,,6.75,0,0,157.3,0.58,0,0,0.25,0.475,0.83,0.83,0.83,0
1,5.777260780334473,3,285.77,1288,1044480,,440,,15,,0.0002,563200,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.7643632888793945,10,286.79,983,1049600,0.0063983975,,0.263753741979599,,0.26138919591903687,,,0.5374372047185898,0.0002,,,-0.0010245129093527795,1018,0.2,,,0.066328125,-0.32197764337062834,,,,,,,,,,,,,,,,,,,,,
3,5.97606086730957,16,279.8,924,1054720,0.006455536,,0.29882103204727173,,0.2633707523345947,,,0.577489255964756,0.0002,,,-9.847605600953102e-05,1023,0.2,,,0.0531640625,-0.3302180317044258,,,,,,,,,,,,,,,,,,,,,
4,6.132622241973877,22,273.21,894,1059840,0.004925078,,0.26372388005256653,,0.2943068742752075,,,0.5887667611241341,0.0002,,,-0.002102673472836614,1028,0.2,,,0.0633984375,-0.31722421139478685,,,,,,,,,,,,,,,,,,,,,
5,6.1756486892700195,29,272.94,878,1064960,0.004330744,,0.3126249313354492,,0.25165438652038574,,,0.5824332910776139,0.0002,,,-0.001865172991529107,1033,0.2,,,0.0535546875,-0.33191216856241224,,,,,,,,,,,,,,,,,,,,,
6,6.413543701171875,35,263.34,869,1070080,0.0070489557,,0.23502546548843384,,0.26684892177581787,,,0.4757121253013611,0.0002,,,-0.0015611704019829632,1038,0.2,,,0.0571484375,-0.3163252714276314,,,,,,,,,,,,,,,,,,,,,
7,6.532958507537842,41,263.9,856,1075200,0.008469637,,0.21941544115543365,,0.3016366958618164,,,0.5337511420249939,0.0002,,,-0.002606257083825767,1043,0.2,,,0.0676171875,-0.33490519136190416,,,,,,,,,,,,,,,,,,,,,
8,6.437502384185791,48,271.15,850,1080320,0.004587663,,0.15014253556728363,,0.2981467843055725,,,0.4048996651172638,0.0002,,,0.0005168783129192889,1048,0.2,,,0.0659765625,-0.3289065581560135,,,,,,,,,,,,,,,,,,,,,
9,6.538877010345459,54,264.33,848,1085440,0.0055449954,,0.22785262763500214,,0.3306846618652344,,,0.5169481453299523,0.0002,,,-0.0005533909145742655,1053,0.2,,,0.0641015625,-0.33933135896921157,,,,,,,,,,,,,,,,,,,,,
10,6.31321907043457,60,273.84,845,1090560,0.00653403,,0.26114127039909363,,0.3661777973175049,,,0.5030853089690208,0.0002,,,-0.0017385840974748134,1058,0.2,,,0.0618359375,-0.3247182527184486,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0056426115,,0.21980760991573334,,0.3006899952888489,,,0.4281362518668175,0.0002,,,-0.0008507900824770332,1063,0.2,,,0.063125,-0.304548362493515,5.997805310711264,283.41,97.37670101210041,0,3,614400,0.81,2.674353905679368,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.4054775141179562,407.42,88.65654854549663,1,3,614400,0.12,2.8835492446043145,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,614400,,,6.75,0,0,157.3,0.6900000000000001,0,0,0.12,0.475,0.81,0.81,0.81,0
1,6.608062744140625,3,261.13,1290,1095680,,440,,15,,0.0002,614400,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.697828769683838,10,253.96,989,1100800,0.005216599,,0.3851555585861206,,0.44529247283935547,,,0.5354880842566491,0.0002,,,-0.0006376457866281271,1068,0.2,,,0.0603125,-0.3112803304195404,,,,,,,,,,,,,,,,,,,,,
3,6.508403778076172,16,257.87,928,1105920,0.00648901,,0.263622522354126,,0.3418320417404175,,,0.4887987208366394,0.0002,,,-0.00015466435812413692,1073,0.2,,,0.0708984375,-0.31931329280138016,,,,,,,,,,,,,,,,,,,,,
4,6.352802276611328,22,265.64,900,1111040,0.0055453028,,0.30234891176223755,,0.3309081196784973,,,0.4966681614518166,0.0002,,,-0.0017020716471597551,1078,0.2,,,0.0596484375,-0.33851021200418474,,,,,,,,,,,,,,,,,,,,,
5,6.2977447509765625,28,265.76,886,1116160,0.003740545,,0.24262391030788422,,0.27990245819091797,,,0.4846259105205536,0.0002,,,-0.0017869508941657842,1083,0.2,,,0.0518359375,-0.3273113676905632,,,,,,,,,,,,,,,,,,,,,
6,6.140707969665527,35,273.57,875,1121280,0.0073472597,,0.19362451136112213,,0.2944600582122803,,,0.48200430601835254,0.0002,,,-0.0010380420414730907,1088,0.2,,,0.0708203125,-0.3200151127576828,,,,,,,,,,,,,,,,,,,,,
7,6.022658824920654,41,275.96,863,1126400,0.0066262945,,0.22620812058448792,,0.21928787231445312,,,0.5164311215281486,0.0002,,,-0.002135531222447753,1093,0.2,,,0.060546875,-0.3054908415675163,,,,,,,,,,,,,,,,,,,,,
8,6.138941764831543,47,276.4,855,1131520,0.0056486763,,0.13427700102329254,,0.27731412649154663,,,0.5530830276012421,0.0002,,,-0.0021380421239882708,1098,0.2,,,0.0717578125,-0.32615954041481016,,,,,,,,,,,,,,,,,,,,,
9,5.993171215057373,54,280.09,850,1136640,0.0056274217,,0.31352314352989197,,0.21018606424331665,,,0.542609594464302,0.0002,,,-0.00013794815633445977,1103,0.2,,,0.0755078125,-0.34915812700986865,,,,,,,,,,,,,,,,,,,,,
10,6.124393463134766,60,277.84,847,1141760,0.008030872,,0.17034780979156494,,0.23051297664642334,,,0.45705228358507155,0.0002,,,-0.0005472782906144857,1108,0.2,,,0.0723828125,-0.32510735929012297,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.009302185,,0.23177428543567657,,0.23673313856124878,,,0.5299183318018913,0.0002,,,-0.0017016368987970054,1113,0.2,,,0.068984375,-0.30497153401374816,5.85405255317688,283.23,101.94654040231087,0,3,665600,0.78,2.7856941805743145,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.3963714560866356,379.48,114.44845826834016,1,3,665600,0.22,3.4900888926781413,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,665600,,,6.75,0,0,157.3,0.56,0,0,0.22,0.475,0.78,0.78,0.78,0
1,6.163711071014404,3,271.94,1287,1146880,,440,,15,,0.0002,665600,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.987475395202637,10,282.44,997,1152000,0.007355711,,0.2855452597141266,,0.2807663679122925,,,0.5047927090525627,0.0002,,,-0.0007698781974613667,1118,0.2,,,0.0855859375,-0.3194631487131119,,,,,,,,,,,,,,,,,,,,,
3,5.9920525550842285,16,281.49,939,1157120,0.00746614,,0.23686502873897552,,0.24052441120147705,,,0.5943393790721894,0.0002,,,0.0016059511993080377,1123,0.2,,,0.0581640625,-0.3059256872534752,,,,,,,,,,,,,,,,,,,,,
4,5.94990348815918,22,287.52,907,1162240,0.005765152,,0.1915212869644165,,0.22376811504364014,,,0.5463599845767021,0.0002,,,4.1549964807927606e-05,1128,0.2,,,0.0546875,-0.3252076828479767,,,,,,,,,,,,,,,,,,,,,
5,5.9030938148498535,29,289.55,881,1167360,0.008721765,,0.27206259965896606,,0.198289692401886,,,0.4303808631002903,0.0002,,,0.000767574782948941,1133,0.2,,,0.0704296875,-0.33998435527086257,,,,,,,,,,,,,,,,,,,,,
6,5.700362682342529,35,296.55,864,1172480,0.005632757,,0.2647746503353119,,0.1609531044960022,,,0.605361534357071,0.0002,,,-0.00036384682171046733,1138,0.2,,,0.0527734375,-0.33903788179159167,,,,,,,,,,,,,,,,,,,,,
7,5.665642261505127,41,299.1,854,1177600,0.006013152,,0.24155199527740479,,0.15944033861160278,,,0.5296528252959252,0.0002,,,-0.0010154443746432662,1143,0.2,,,0.0525390625,-0.3184092661738396,,,,,,,,,,,,,,,,,,,,,
8,5.552740573883057,48,300.05,845,1182720,0.0060373684,,0.32361704111099243,,0.23100906610488892,,,0.49970928966999056,0.0002,,,-0.0004409817047417164,1148,0.2,,,0.060390625,-0.3293168872594833,,,,,,,,,,,,,,,,,,,,,
9,5.409602165222168,55,305.81,834,1187840,0.0076326346,,0.25491097569465637,,0.15379548072814941,,,0.5365715375542641,0.0002,,,-0.000795151088386774,1153,0.2,,,0.059375,-0.3408132067322731,,,,,,,,,,,,,,,,,,,,,
10,5.639039993286133,61,294.52,830,1192960,0.0056035155,,0.25939759612083435,,0.14854484796524048,,,0.5944146364927292,0.0002,,,-0.0007299478445202112,1158,0.2,,,0.0721875,-0.3367410162091255,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.005165082,,0.2766820192337036,,0.1296074390411377,,,0.6787695890665054,0.0002,,,-0.0014070964697748423,1163,0.2,,,0.0607421875,-0.34105329632759096,6.355965529801324,278.56,85.92651744368557,0,3,716800,0.86,2.2934784354259814,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.2269663479551673,380.74,111.95656479188703,1,3,716800,0.22,3.603745854802225,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,716800,,,6.75,0,0,157.3,0.64,0,0,0.22,0.475,0.86,0.86,0.86,0
1,5.717685699462891,4,290.16,1234,1198080,,440,,15,,0.0002,716800,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.715234279632568,10,291.35,942,1203200,0.0037553827,,0.347458153963089,,0.21114391088485718,,,0.6356624892354011,0.0002,,,-0.0015725997928529977,1168,0.2,,,0.051796875,-0.33368258535861967,,,,,,,,,,,,,,,,,,,,,
3,5.7713942527771,17,290.95,887,1208320,0.0074931337,,0.25854530930519104,,0.17123675346374512,,,0.49403846472501756,0.0002,,,-0.00236725780647248,1173,0.2,,,0.068359375,-0.33133689165115354,,,,,,,,,,,,,,,,,,,,,
4,6.0647430419921875,23,279.95,871,1213440,0.0038323991,,0.2292889505624771,,0.13073253631591797,,,0.6037657701969147,0.0002,,,-0.0016918087005615234,1178,0.2,,,0.05234375,-0.311796156167984,,,,,,,,,,,,,,,,,,,,,
5,6.048178195953369,30,282.05,848,1218560,0.004729137,,0.2760961055755615,,0.23401141166687012,,,0.6159648060798645,0.0002,,,-0.0009061085898429155,1183,0.2,,,0.0681640625,-0.30578959196805955,,,,,,,,,,,,,,,,,,,,,
6,5.744019031524658,36,291.23,841,1223680,0.0053028325,,0.20869731903076172,,0.2694552540779114,,,0.5878600481152535,0.0002,,,-0.0007217787951231002,1188,0.2,,,0.0760546875,-0.32492873787879945,,,,,,,,,,,,,,,,,,,,,
7,5.705926418304443,42,293.72,839,1228800,0.007915204,,0.1573256403207779,,0.4415828585624695,,,0.4680972979962826,0.0002,,,-0.00023172040935605763,1193,0.2,,,0.0709375,-0.34929643899202345,,,,,,,,,,,,,,,,,,,,,
8,5.907957077026367,48,286.82,838,1233920,0.00584235,,0.2834400236606598,,0.22402077913284302,,,0.5319590979814529,0.0002,,,-0.0019803308323025704,1198,0.2,,,0.0690234375,-0.3239740177989006,,,,,,,,,,,,,,,,,,,,,
9,5.829251289367676,55,289.87,836,1239040,0.0054727322,,0.31538769602775574,,0.3431711792945862,,,0.722314313352108,0.0002,,,-0.002294872459024191,1203,0.2,,,0.065,-0.3094021412730217,,,,,,,,,,,,,,,,,,,,,
10,5.805380344390869,61,291.78,833,1244160,0.0040737595,,0.18043947219848633,,0.188463032245636,,,0.599652713239193,0.0002,,,0.0010818176111206412,1208,0.2,,,0.05828125,-0.33530518859624864,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0076088593,,0.2177117019891739,,0.2528766989707947,,,0.5214143633842468,0.0002,,,0.00044604545924812553,1213,0.2,,,0.0746484375,-0.31895268708467484,6.141521576978266,280.39,91.21150091956606,0,3,768000,0.83,2.5441344397552137,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8859573256224393,392.56,101.65562650438982,1,3,768000,0.18,3.346744666781792,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,768000,,,6.75,0,0,157.3,0.6499999999999999,0,0,0.18,0.475,0.83,0.83,0.83,0
1,5.724959850311279,3,292.33,1451,1249280,,440,,15,,0.0002,768000,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.777058124542236,9,289.75,1027,1254400,0.004881355,,0.30711477994918823,,0.3174271583557129,,,0.5561903157830238,0.0002,,,-0.0009333301289007067,1218,0.2,,,0.051953125,-0.3089914074540138,,,,,,,,,,,,,,,,,,,,,
3,5.674697399139404,16,290.33,945,1259520,0.00549557,,0.23123396933078766,,0.31577467918395996,,,0.4961549812555313,0.0002,,,0.00038080461323261263,1223,0.2,,,0.063984375,-0.3136450591683388,,,,,,,,,,,,,,,,,,,,,
4,5.766778469085693,23,288.15,879,1264640,0.004615696,,0.28306788206100464,,0.2534964680671692,,,0.5168272539973259,0.0002,,,0.0003360175248235464,1228,0.2,,,0.0563671875,-0.3092745736241341,,,,,,,,,,,,,,,,,,,,,
5,5.966350555419922,29,282.28,855,1269760,0.0054031387,,0.30471402406692505,,0.30214065313339233,,,0.6231239423155784,0.0002,,,-0.0016532724676653742,1233,0.2,,,0.0570703125,-0.32208428710699083,,,,,,,,,,,,,,,,,,,,,
6,5.957276821136475,36,280.79,832,1274880,0.0063717067,,0.2284890115261078,,0.28370028734207153,,,0.57540751516819,0.0002,,,0.0008297241618856788,1238,0.2,,,0.0657421875,-0.3120076712965965,,,,,,,,,,,,,,,,,,,,,
7,5.997550010681152,43,280.83,825,1280000,0.006933204,,0.24897360801696777,,0.3721157908439636,,,0.4794665864109993,0.0002,,,-0.000792399407364428,1243,0.2,,,0.0553125,-0.34072462141513826,,,,,,,,,,,,,,,,,,,,,
8,6.090261459350586,49,275.27,822,1285120,0.005476449,,0.18250878155231476,,0.2824656367301941,,,0.3978200812637806,0.0002,,,-0.0017374385567381979,1248,0.2,,,0.0508203125,-0.3154097640514374,,,,,,,,,,,,,,,,,,,,,
9,5.724567413330078,56,287.22,819,1290240,0.0051259235,,0.17877279222011566,,0.23674339056015015,,,0.5680845132470131,0.0002,,,-0.0008100181259214878,1253,0.2,,,0.0607421875,-0.3226819860935211,,,,,,,,,,,,,,,,,,,,,
10,5.286571502685547,62,304.83,816,1295360,0.00665071,,0.1635938584804535,,0.21987730264663696,,,0.31377589762210845,0.0002,,,-0.0010037750005722045,1258,0.2,,,0.059296875,-0.30822329729795456,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0069482983,,0.23465052247047424,,0.1911042332649231,,,0.43597679793834687,0.0002,,,-0.0013249799096956849,1263,0.2,,,0.06140625,-0.3575157368183136,5.969082478582859,290.99,94.43161493906582,0,3,819200,0.8,2.6241932383739153,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.3629414431750775,382.59,108.84889480375998,1,3,819200,0.22,3.470115661060282,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,819200,,,6.75,0,0,157.3,0.5800000000000001,0,0,0.22,0.475,0.8,0.8,0.8,0
1,5.160143852233887,3,306.45,1542,1300480,,440,,15,,0.0002,819200,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.003393173217773,9,312.67,1029,1305600,0.00650033,,0.21544355154037476,,0.10336488485336304,,,0.6214235484600067,0.0002,,,-0.0009501994727179408,1268,0.2,,,0.071171875,-0.3641895309090614,,,,,,,,,,,,,,,,,,,,,
3,5.09157657623291,16,316.63,935,1310720,0.010952726,,0.19816939532756805,,0.07505422830581665,,,0.4760368657112122,0.0002,,,-0.0006723223486915231,1273,0.2,,,0.072890625,-0.38471479803323744,,,,,,,,,,,,,,,,,,,,,
4,5.066280364990234,22,318.34,902,1315840,0.0058790264,,0.34063079953193665,,0.22275537252426147,,,0.6722533759474755,0.0002,,,-0.0024115421483293176,1278,0.2,,,0.075,-0.4045924872159958,,,,,,,,,,,,,,,,,,,,,
5,5.383596897125244,29,313.0,880,1320960,0.009207057,,0.24780593812465668,,0.2508012056350708,,,0.5644234117865562,0.0002,,,-0.0015367592265829444,1283,0.2,,,0.08515625,-0.4243473985791206,,,,,,,,,,,,,,,,,,,,,
6,5.671088695526123,35,300.58,870,1326080,0.00482427,,0.29245078563690186,,0.21644705533981323,,,0.6696328181028366,0.0002,,,-0.0020614830404520035,1288,0.2,,,0.073125,-0.4491147619485855,,,,,,,,,,,,,,,,,,,,,
7,5.5336761474609375,41,306.04,855,1331200,0.0060709324,,0.20625221729278564,,0.2678462862968445,,,0.6305844870209694,0.0002,,,-0.0019185962900519372,1293,0.2,,,0.064765625,-0.4304005274176598,,,,,,,,,,,,,,,,,,,,,
8,5.549233913421631,48,301.51,850,1336320,0.005856616,,0.3366071283817291,,0.15384161472320557,,,0.5262688553333282,0.0002,,,-0.001806334094144404,1298,0.2,,,0.059140625,-0.37234683573246,,,,,,,,,,,,,,,,,,,,,
9,5.675816535949707,54,295.15,846,1341440,0.0091154715,,0.3155609667301178,,0.22619998455047607,,,0.5111554080247879,0.0002,,,-0.0016053572809323667,1303,0.2,,,0.0759765625,-0.4000483974814415,,,,,,,,,,,,,,,,,,,,,
