time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/approx_kl,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss
4,4730880,18,1080,9230,0.07089517,0.3435546875,0.2,0.0003,-0.06311191618442535,0.33249908685684204,-0.6526070848107338,-0.04604257748927921,0.10962819995358586
5,4736000,24,1059,9240,0.08775293,0.3578125,0.2,0.0003,-0.04150669276714325,0.3117715120315552,-0.6248224401473998,-0.040637324196286496,0.10942601651884615
6,4741120,29,1047,9250,0.07492053,0.35330078125,0.2,0.0003,-0.05361974984407425,0.034565746784210205,-0.6167803874611855,-0.042555679641664027,0.1283007805235684
7,4746240,34,1037,9260,0.07492841,0.361171875,0.2,0.0003,-0.056310106068849564,0.16572171449661255,-0.6857123419642448,-0.04010758410440758,0.11502259967848659
8,4751360,39,1032,9270,0.08176454,0.36177734375,0.2,0.0003,-0.040139418095350266,0.17968106269836426,-0.6537462016940117,-0.03621505657210946,0.11683444574475288
9,4756480,44,1026,9280,0.07458941,0.34140625,0.2,0.0003,-0.06867092847824097,0.2507057785987854,-0.6470887017250061,-0.03383157734759152,0.11109624743461609
10,4761600,50,1020,9290,0.07403072,0.3414453125,0.2,0.0003,-0.021532949060201645,0.45762890577316284,-0.6577528136968612,-0.03696918030269444,0.11079449106007815
1,4766720,2,2005,9300,0.07052665,0.350859375,0.2,0.0003,-0.0329522006213665,0.45907890796661377,-0.683346494436264,-0.038772260022815315,0.09642986992374063
2,4771840,8,1270,9310,0.076732,0.34099609375,0.2,0.0003,-0.0460430383682251,0.3433767557144165,-0.6553051206469536,-0.03927554397145286,0.13912701077759265
3,4776960,13,1154,9320,0.079411685,0.34640625,0.2,0.0003,-0.04763508960604668,0.3889123797416687,-0.6718227151036262,-0.03764130779542029,0.12962154595181347
4,4782080,18,1106,9330,0.06661974,0.34853515625,0.2,0.0003,-0.04123196378350258,0.5141560435295105,-0.7107746294140815,-0.039568270556628704,0.11678211022168399
5,4787200,23,1072,9340,0.07023744,0.35580078125,0.2,0.0003,-0.035192884504795074,0.3883731961250305,-0.691681621670723,-0.04011153386440128,0.1165841611661017
6,4792320,29,1054,9350,0.07470929,0.35083984375,0.2,0.0003,-0.02134520560503006,0.2635878324508667,-0.7050713565945625,-0.032836616947315635,0.1596594275534153
7,4797440,34,1042,9360,0.07549651,0.36859375,0.2,0.0003,-0.049782246351242065,0.17728716135025024,-0.7355578023195267,-0.036262389505282044,0.12703952366486193
8,4802560,39,1035,9370,0.09037714,0.3823828125,0.2,0.0003,-0.05834386870265007,0.06126368045806885,-0.7050665187835693,-0.037372649013996125,0.1284138644859195
9,4807680,44,1031,9380,0.06887363,0.350546875,0.2,0.0003,-0.05753415822982788,0.07163077592849731,-0.683794649541378,-0.03470539497444406,0.1106755501497537
10,4812800,49,1028,9390,0.07138033,0.365625,0.2,0.0003,-0.039715442806482315,0.16240215301513672,-0.7250391221046448,-0.03787607935722917,0.10028222700580955
1,4817920,2,2062,9400,0.07922343,0.37744140625,0.2,0.0003,-0.05307511240243912,0.2512601613998413,-0.7101148483157158,-0.041868635250721126,0.12246592665091156
2,4823040,7,1325,9410,0.08095724,0.38515625,0.2,0.0003,-0.06320620328187943,0.24311870336532593,-0.7159205296635628,-0.03942985358182341,0.12340893644839525
3,4828160,12,1203,9420,0.07326728,0.37759765625,0.2,0.0003,-0.05476708710193634,0.30931520462036133,-0.7182500717043877,-0.03829639449249953,0.10110761161893606
4,4833280,17,1155,9430,0.08358546,0.38109375,0.2,0.0003,-0.05661781504750252,0.16284072399139404,-0.69265576004982,-0.043342524692416194,0.10892350355163216
5,4838400,22,1129,9440,0.069848746,0.36203125,0.2,0.0003,-0.04785645753145218,0.2993888258934021,-0.696883599460125,-0.04129329056944698,0.11364671867340803
6,4843520,27,1110,9450,0.06675533,0.36388671875,0.2,0.0003,-0.057919345796108246,0.23363661766052246,-0.6937322425842285,-0.04405061493162066,0.10866718508303165
7,4848640,32,1095,9460,0.075579084,0.3616796875,0.2,0.0003,-0.03713110461831093,0.3993239402770996,-0.7017177459597588,-0.038518790658563375,0.08891034387983382
8,4853760,37,1084,9470,0.07790831,0.3702734375,0.2,0.0003,-0.0601935014128685,0.1727910041809082,-0.6846177610754967,-0.04487363453488797,0.10994320526719094
9,4858880,42,1075,9480,0.07574575,0.36591796875,0.2,0.0003,-0.058199673891067505,0.3180443048477173,-0.6839105281233787,-0.04211126571986824,0.10554949836805463
10,4864000,47,1067,9490,0.07405593,0.35322265625,0.2,0.0003,-0.05646543204784393,0.2688911557197571,-0.6500935101509094,-0.04056441875640303,0.11642027557827532
1,4869120,2,2069,9500,0.07415673,0.35029296875,0.2,0.0003,-0.04103879630565643,0.1849346160888672,-0.6567225795984268,-0.0400956157152541,0.11124610641039907
2,4874240,8,1278,9510,0.07968017,0.35912109375,0.2,0.0003,-0.05068255960941315,0.16425174474716187,-0.6566439515352249,-0.04348577828379348,0.089014641540125
3,4879360,13,1174,9520,0.07714555,0.3612890625,0.2,0.0003,-0.05055684596300125,-0.0006132125854492188,-0.6813195145130158,-0.04260646782815456,0.11738087551668286
4,4884480,18,1128,9530,0.07686407,0.3596484375,0.2,0.0003,-0.060645557940006256,0.16369324922561646,-0.661978954076767,-0.04441363892285153,0.10820130987092852
5,4889600,23,1101,9540,0.09387447,0.3673046875,0.2,0.0003,-0.05364490672945976,0.19895422458648682,-0.6692847540974617,-0.043342326623387634,0.09869946621358394
6,4894720,28,1086,9550,0.07191563,0.327734375,0.2,0.0003,-0.038858335465192795,0.21755200624465942,-0.6003651249408722,-0.04243876421125606,0.12188194265589118
7,4899840,33,1070,9560,0.06875314,0.3316796875,0.2,0.0003,-0.03847223147749901,0.3725775480270386,-0.6396417510509491,-0.03912770505994558,0.12958735601976515
8,4904960,38,1054,9570,0.0749851,0.31966796875,0.2,0.0003,-0.03874671459197998,0.32988691329956055,-0.6044126871228218,-0.039915425716899336,0.12217313967645169
9,4910080,44,1045,9580,0.07143621,0.31267578125,0.2,0.0003,-0.01899397373199463,0.28783082962036133,-0.5927634620666504,-0.03763684769161046,0.17023819740861654
10,4915200,49,1039,9590,0.07563241,0.349609375,0.2,0.0003,-0.06250738352537155,0.35679662227630615,-0.6411763218045234,-0.0443970170780085,0.11741352716460823
1,4920320,2,2079,9600,0.070461385,0.3267578125,0.2,0.0003,-0.03623952716588974,0.34462326765060425,-0.6035236176848412,-0.040650353031232954,0.1706696899794042
2,4925440,7,1319,9610,0.07980497,0.3369921875,0.2,0.0003,-0.03943309560418129,0.3875389099121094,-0.5931537601351738,-0.0423622196726501,0.13196869125589727
3,4930560,12,1195,9620,0.07556567,0.34021484375,0.2,0.0003,-0.03495382145047188,0.3247971534729004,-0.6201762825250625,-0.04383778012823313,0.159439144898206
4,4935680,17,1140,9630,0.07393277,0.3205859375,0.2,0.0003,-0.056744471192359924,0.30681735277175903,-0.6103647410869598,-0.03879432794172317,0.16120354544371365
5,4940800,23,1108,9640,0.07268926,0.3403125,0.2,0.0003,-0.029356710612773895,0.3901044726371765,-0.6728478366136551,-0.04204514161217958,0.1412397576123476
6,4945920,28,1090,9650,0.076943874,0.34337890625,0.2,0.0003,-0.03392083942890167,0.4328882694244385,-0.6334164264798164,-0.04194789804983884,0.10351582268252969
7,4951040,33,1075,9660,0.080114216,0.32689453125,0.2,0.0003,-0.02784131094813347,0.149367094039917,-0.5743921887874603,-0.039259468775708226,0.1850721639022231
8,4956160,38,1068,9670,0.09153329,0.3484765625,0.2,0.0003,-0.06037093326449394,0.30669671297073364,-0.6188040333986282,-0.04170277479570359,0.1317502655275166
9,4961280,43,1061,9680,0.08449756,0.35216796875,0.2,0.0003,-0.04794987663626671,0.36976104974746704,-0.620409659743309,-0.0396908851293847,0.13782548299059272
10,4966400,48,1056,9690,0.08780483,0.34912109375,0.2,0.0003,-0.04768112301826477,0.3145495653152466,-0.6018404856324195,-0.04730360543821007,0.12558192305266858
1,4971520,2,2113,9700,0.07592511,0.35783203125,0.2,0.0003,-0.05696141719818115,0.3307884931564331,-0.6512217074632645,-0.040744488073978576,0.11273635594174265
2,4976640,7,1325,9710,0.079837844,0.339765625,0.2,0.0003,-0.03756382316350937,0.35332250595092773,-0.6071356004476547,-0.04307046008761972,0.15675245949998498
3,4981760,12,1189,9720,0.08620453,0.3611328125,0.2,0.0003,-0.02825697511434555,0.3692687153816223,-0.6264391699433327,-0.040479348576627674,0.12702700588852167
4,4986880,18,1132,9730,0.089872316,0.3644921875,0.2,0.0003,-0.048771992325782776,0.21625512838363647,-0.6533158466219902,-0.040577242544386535,0.11723836595192552
5,4992000,23,1097,9740,0.08985068,0.351328125,0.2,0.0003,-0.04102431237697601,0.20797735452651978,-0.6103245484828949,-0.04165929351933301,0.14808363793417811
6,4997120,28,1071,9750,0.073413394,0.359453125,0.2,0.0003,-0.039481792598962784,0.17503464221954346,-0.6368776047229767,-0.038380121565423905,0.13443772722035646
7,5002240,33,1055,9760,0.08136831,0.36587890625,0.2,0.0003,-0.03498552367091179,0.09133917093276978,-0.629187422990799,-0.040355612579733136,0.12619142182171345
8,5007360,39,1042,9770,0.097901195,0.36060546875,0.2,0.0003,-0.06827612221240997,0.2834256887435913,-0.5940710654854775,-0.045058205393143,0.12210386542603374
9,5012480,44,1026,9780,0.08330554,0.35583984375,0.2,0.0003,-0.052036136388778687,0.3194320797920227,-0.611561952829361,-0.03888583167921752,0.10454484289512038
10,5017600,50,1014,9790,0.08828488,0.3612109375,0.2,0.0003,-0.06762218475341797,0.39644134044647217,-0.644028594493866,-0.04716721755452454,0.10431869328022003
1,5022720,2,2154,9800,0.08753021,0.37046875,0.2,0.0003,-0.056494101881980896,0.409621000289917,-0.653086234331131,-0.04574370238697156,0.09535121480934322
2,5027840,7,1333,9810,0.07572363,0.34673828125,0.2,0.0003,-0.053673576563596725,0.35762161016464233,-0.61755913823843,-0.04446934118866921,0.10252196975052356
3,5032960,12,1201,9820,0.08413405,0.35345703125,0.2,0.0003,-0.05892983824014664,0.3518562316894531,-0.6300636488199234,-0.04319506323896349,0.11549722559750081
4,5038080,17,1148,9830,0.08710499,0.35740234375,0.2,0.0003,-0.03399808332324028,0.23275011777877808,-0.649162965118885,-0.04144315559417009,0.1239239308051765
5,5043200,22,1120,9840,0.08031942,0.3350390625,0.2,0.0003,-0.05509514361619949,0.31878870725631714,-0.5969466218352317,-0.04136289764661342,0.12346626408398151
6,5048320,27,1102,9850,0.0750653,0.31810546875,0.2,0.0003,-0.047916240990161896,0.21637332439422607,-0.557787783741951,-0.0432513727247715,0.1113697050884366
7,5053440,32,1091,9860,0.07322973,0.3257421875,0.2,0.0003,-0.04171370714902878,0.32620662450790405,-0.5627722522616386,-0.04198761135805398,0.13585562225431203
8,5058560,37,1079,9870,0.06890534,0.32177734375,0.2,0.0003,-0.03423628211021423,0.18620580434799194,-0.5940098518133163,-0.04143881249241531,0.13149389773607253
9,5063680,43,1070,9880,0.087631084,0.3392578125,0.2,0.0003,-0.04285714775323868,0.25477904081344604,-0.5768898791074752,-0.04409776529762894,0.12279606467112898
10,5068800,48,1063,9890,0.085305415,0.3287890625,0.2,0.0003,-0.040636610239744186,0.21003389358520508,-0.5419098973274231,-0.04303153369110078,0.10719317128881813
1,5073920,2,2111,9900,0.0727126,0.33798828125,0.2,0.0003,-0.02398347109556198,0.16450834274291992,-0.5858728724718094,-0.04285216099582612,0.12525866536423563
2,5079040,7,1329,9910,0.08198999,0.34138671875,0.2,0.0003,-0.0456768199801445,0.2733755111694336,-0.5813547158241272,-0.047539034707006066,0.10500233139842749
3,5084160,12,1206,9920,0.09496175,0.34208984375,0.2,0.0003,-0.052887290716171265,0.29981034994125366,-0.5799483707547188,-0.046922516990453,0.11338284060359001
4,5089280,17,1147,9930,0.0844633,0.34462890625,0.2,0.0003,-0.04880417138338089,0.3028748631477356,-0.6098943153023719,-0.04392122279154137,0.12042598163709045
5,5094400,23,1110,9940,0.078316495,0.32953125,0.2,0.0003,-0.03285779058933258,0.48833179473876953,-0.5986094927787781,-0.03893192154122516,0.11362635476514697
6,5099520,28,1087,9950,0.0749659,0.323203125,0.2,0.0003,-0.0418572835624218,0.4252924919128418,-0.6010920533537865,-0.04338437448255718,0.13059392923489213
7,5104640,33,1072,9960,0.08207773,0.32759765625,0.2,0.0003,-0.05019018054008484,0.4098038077354431,-0.5794331893324852,-0.0433106139395386,0.11918762519955635
8,5109760,38,1060,9970,0.072769724,0.337421875,0.2,0.0003,-0.025848980993032455,0.3596287965774536,-0.616267429292202,-0.0404221158567816,0.11817740110680461
9,5114880,43,1050,9980,0.066407636,0.33224609375,0.2,0.0003,-0.043162837624549866,0.35790979862213135,-0.6326845264434815,-0.03698109676130116,0.11478518830612301
10,5120000,49,1041,9990,0.08068819,0.347421875,0.2,0.0003,-0.02966136485338211,0.5129297971725464,-0.656124632358551,-0.035348096885718404,0.10976730832830071
1,5125120,2,1967,10000,0.08298908,0.3453515625,0.2,0.0003,-0.032822828739881516,0.3890259861946106,-0.6034135746955872,-0.04059518395923078,0.13931071549654006
2,5130240,8,1230,10010,0.0716293,0.3321875,0.2,0.0003,-0.046247612684965134,0.24634575843811035,-0.6111805406212807,-0.041444225779268894,0.11751376621425152
3,5135360,13,1122,10020,0.07181036,0.3238671875,0.2,0.0003,-0.04413744434714317,0.07680827379226685,-0.5695630666613579,-0.03913529770914465,0.12032724741846323
4,5140480,19,1063,10030,0.08488722,0.321015625,0.2,0.0003,-0.04058218374848366,0.2742213010787964,-0.5780921313166618,-0.04171921420842409,0.11553397106006741
5,5145600,24,1036,10040,0.0749719,0.316328125,0.2,0.0003,-0.041192080825567245,0.22926557064056396,-0.5595427606999874,-0.04052686036098749,0.11237707160413266
6,5150720,29,1030,10050,0.08665477,0.32984375,0.2,0.0003,-0.05361001193523407,0.40294259786605835,-0.5743387949466705,-0.03856735748238862,0.09811896894127131
7,5155840,35,1021,10060,0.07983478,0.3330859375,0.2,0.0003,-0.044511206448078156,0.1902197003364563,-0.5860353761911392,-0.04141106690745801,0.10929539453238249
8,5160960,40,1014,10070,0.069271505,0.336796875,0.2,0.0003,-0.06008400768041611,-0.0024758577346801758,-0.6142526119947433,-0.04256450715009123,0.0774158339947462
9,5166080,45,1011,10080,0.078952834,0.32638671875,0.2,0.0003,-0.05356484651565552,0.15818637609481812,-0.6090777298808098,-0.04263760559493676,0.10122014889493584
10,5171200,50,1009,10090,0.083881214,0.31326171875,0.2,0.0003,-0.047890421003103256,0.23385578393936157,-0.5176523597538472,-0.04566163373179734,0.10641668003052474
1,5176320,2,2080,10100,0.07929327,0.3199609375,0.2,0.0003,-0.05462136119604111,0.3433833122253418,-0.5705229495465756,-0.03875911611132324,0.111111627407372
2,5181440,7,1315,10110,0.078881904,0.3098828125,0.2,0.0003,-0.03636476397514343,0.4380881190299988,-0.5441427081823349,-0.04018124797847122,0.13098924076184632
3,5186560,12,1196,10120,0.08339198,0.32580078125,0.2,0.0003,-0.026560287922620773,0.4878125786781311,-0.565045762360096,-0.03970251247286796,0.13491616509854792
4,5191680,17,1138,10130,0.08225443,0.31412109375,0.2,0.0003,-0.03631867468357086,0.3919256329536438,-0.542830393910408,-0.04197226734366268,0.14126829419285059
5,5196800,23,1109,10140,0.0791795,0.31966796875,0.2,0.0003,-0.04444624483585358,0.4735352396965027,-0.5860584932565689,-0.03858331545256078,0.1537177701666951
6,5201920,28,1091,10150,0.08822884,0.32171875,0.2,0.0003,-0.05068143084645271,0.48837804794311523,-0.5396646124124527,-0.03957075527869165,0.1274691976606846
7,5207040,33,1078,10160,0.087835215,0.31509765625,0.2,0.0003,-0.032456886023283005,0.45873111486434937,-0.5762197291851043,-0.0386143788928166,0.12666929846629502
8,5212160,38,1069,10170,0.083783865,0.3221484375,0.2,0.0003,-0.057129453867673874,0.5233940482139587,-0.565857015401125,-0.040106932339258494,0.12571140674874187
9,5217280,43,1063,10180,0.08358681,0.2938671875,0.2,0.0003,-0.042590588331222534,0.4032673239707947,-0.45699080467224124,-0.036639256975613536,0.15550177451223135
10,5222400,48,1057,10190,0.0768608,0.30421875,0.2,0.0003,-0.04147407412528992,0.41161417961120605,-0.5074638244509697,-0.037915476569905876,0.15387691032141448
1,5227520,2,2122,10200,0.07459544,0.335625,0.2,0.0003,-0.05438660830259323,0.5721743106842041,-0.5909746667742729,-0.0408880710368976,0.10315908811986446
2,5232640,7,1342,10210,0.08939644,0.31853515625,0.2,0.0003,-0.05719272419810295,0.3267670273780823,-0.5142450986802578,-0.04266949167940766,0.1161158580891788
3,5237760,12,1209,10220,0.0884971,0.30482421875,0.2,0.0003,-0.034207262098789215,0.09282791614532471,-0.5069265976548195,-0.03932343753054738,0.1320178600586951
4,5242880,17,1147,10230,0.07279273,0.32025390625,0.2,0.0003,-0.05653005838394165,0.43048095703125,-0.5974164578318596,-0.03812954355031252,0.1044571391865611
5,5248000,22,1114,10240,0.087649964,0.33400390625,0.2,0.0003,-0.04386209324002266,0.4244436025619507,-0.5579344919323921,-0.04133460459066555,0.12064051192253827
6,5253120,28,1089,10250,0.09977686,0.321953125,0.2,0.0003,-0.037768036127090454,0.47535794973373413,-0.5355930306017399,-0.03972036920487881,0.12450964098796248
7,5258240,33,1070,10260,0.08328703,0.31185546875,0.2,0.0003,-0.0487176850438118,0.4219822883605957,-0.5188163968920708,-0.04070092608686537,0.12804781544953583
8,5263360,38,1055,10270,0.08483068,0.32697265625,0.2,0.0003,-0.04646261781454086,0.5600652694702148,-0.5812151849269866,-0.04211755712982267,0.11494767598807812
9,5268480,44,1042,10280,0.073967576,0.32373046875,0.2,0.0003,-0.0679013580083847,0.42505836486816406,-0.5858023059368134,-0.041452746279537676,0.11404068088158965
10,5273600,49,1029,10290,0.07852224,0.3362109375,0.2,0.0003,-0.05557440593838692,0.5030810832977295,-0.5804536390304565,-0.04544367082882673,0.11737554460763931
1,5278720,2,1992,10300,0.071235076,0.30982421875,0.2,0.0003,-0.03737441450357437,0.5198839902877808,-0.5449416396021843,-0.039245496911462396,0.12735138902440668
2,5283840,8,1275,10310,0.07928904,0.28146484375,0.2,0.0003,-0.04449005424976349,0.587293267250061,-0.504746417850256,-0.03417509518796578,0.1243081714771688
3,5288960,13,1153,10320,0.07516976,0.3059375,0.2,0.0003,-0.04264548420906067,0.5643422603607178,-0.5369295126199722,-0.04226097649661824,0.12997979048639535
4,5294080,18,1095,10330,0.068088174,0.28662109375,0.2,0.0003,-0.04678235203027725,0.5298458337783813,-0.5160796634852887,-0.03825778485275805,0.11942523969337344
5,5299200,24,1059,10340,0.07862957,0.3080078125,0.2,0.0003,-0.056355662643909454,0.42786216735839844,-0.5315128213167191,-0.041098778154701,0.12034531252458691
6,5304320,29,1035,10350,0.07419409,0.30888671875,0.2,0.0003,-0.05433967709541321,0.6303225755691528,-0.5327757719159126,-0.03824506990145892,0.12764561915770173
7,5309440,35,1017,10360,0.07285727,0.30478515625,0.2,0.0003,-0.04021322727203369,0.394220232963562,-0.5106082925200462,-0.037118878019973635,0.1462841375172138
8,5314560,40,1004,10370,0.07768826,0.315390625,0.2,0.0003,-0.05475575476884842,0.5400639772415161,-0.5682715433835983,-0.039174806624650955,0.13115843890234827
9,5319680,46,994,10380,0.0890056,0.30025390625,0.2,0.0003,-0.02248454838991165,0.6534004211425781,-0.5217269997298718,-0.037260477588279176,0.12698592754080892
10,5324800,51,990,10390,0.091206595,0.30326171875,0.2,0.0003,-0.030766069889068604,0.5423187017440796,-0.5156401786208152,-0.03916252197697759,0.12441699305549264
1,5329920,2,2027,10400,0.07943967,0.338125,0.2,0.0003,-0.037500131875276566,0.606144905090332,-0.5969167131185532,-0.04137039075838402,0.1253561207279563
2,5335040,7,1299,10410,0.08350938,0.31798828125,0.2,0.0003,-0.04140084609389305,0.6584855318069458,-0.5336290067434311,-0.03958731641992927,0.1440595012716949
3,5340160,13,1175,10420,0.08217551,0.33587890625,0.2,0.0003,-0.06179581955075264,0.6935775876045227,-0.5607139289379119,-0.045313080688938495,0.12026418887078762
4,5345280,18,1126,10430,0.096875064,0.3233203125,0.2,0.0003,-0.036191556602716446,0.6842808127403259,-0.5192394262552261,-0.035791687266901136,0.15042542068287731
5,5350400,23,1097,10440,0.07781346,0.33478515625,0.2,0.0003,-0.0033097825944423676,0.5696194171905518,-0.5918518844246864,-0.03396335260942578,0.20379365485161544
6,5355520,28,1074,10450,0.06663907,0.31162109375,0.2,0.0003,0.0005382820963859558,0.7056277990341187,-0.6044770437479019,-0.03765687457751483,0.1697639988362789
7,5360640,33,1056,10460,0.09270113,0.32615234375,0.2,0.0003,-0.05645471811294556,0.6436429023742676,-0.5599860632419587,-0.04013525491580367,0.1376163105852902
8,5365760,39,1040,10470,0.09261359,0.350078125,0.2,0.0003,-0.04220505803823471,0.5047051906585693,-0.6034257239103318,-0.03872782666003331,0.16124282624572517
9,5370880,44,1026,10480,0.08797885,0.32201171875,0.2,0.0003,-0.04990039020776749,0.5247162580490112,-0.5307697153091431,-0.042673547433223574,0.16200897961854935
10,5376000,50,1016,10490,0.090710655,0.35234375,0.2,0.0003,-0.0567941777408123,0.436134934425354,-0.5866816180944443,-0.04020531264366582,0.15525390630587935
1,5381120,2,2164,10500,0.08499209,0.35095703125,0.2,0.0003,-0.03890591114759445,0.323098361492157,-0.5769662004709244,-0.04228083127178252,0.1712566565349698
2,5386240,7,1301,10510,0.08988274,0.33341796875,0.2,0.0003,-0.046843938529491425,0.37651675939559937,-0.5673371478915215,-0.04096253317547962,0.14596620632335544
3,5391360,12,1187,10520,0.083960354,0.33734375,0.2,0.0003,-0.05923152714967728,0.14947444200515747,-0.5677944549918175,-0.04032091124448925,0.14705578073859216
4,5396480,17,1141,10530,0.09207989,0.31666015625,0.2,0.0003,-0.03640881925821304,0.043441176414489746,-0.5454141229391098,-0.036750463934149595,0.12837973829358817
5,5401600,22,1116,10540,0.08699161,0.34857421875,0.2,0.0003,-0.035457175225019455,0.32023513317108154,-0.596247233748436,-0.04121784595772624,0.11572417674586177
6,5406720,28,1095,10550,0.085192904,0.3333984375,0.2,0.0003,-0.03927460312843323,0.2867482900619507,-0.5710183528065681,-0.04125126964878291,0.10995723515748977
7,5411840,33,1076,10560,0.08093248,0.34,0.2,0.0003,-0.04329386353492737,0.1963050365447998,-0.6109745106101037,-0.04317984855733812,0.11516560945659876
8,5416960,38,1063,10570,0.07861248,0.33412109375,0.2,0.0003,-0.04377856105566025,0.2248280644416809,-0.6129174628853797,-0.038379037594422696,0.11234123475849628
9,5422080,43,1051,10580,0.0827834,0.35166015625,0.2,0.0003,-0.057983048260211945,0.22209960222244263,-0.6174889063835144,-0.042820867903064934,0.11348444921895862
10,5427200,49,1038,10590,0.086568445,0.34017578125,0.2,0.0003,-0.03533782809972763,0.3447307348251343,-0.5686795949935913,-0.04382559759542346,0.10701309842988849
1,5432320,2,2084,10600,0.1000036,0.3382421875,0.2,0.0003,-0.038535844534635544,0.4633442163467407,-0.5546606819331646,-0.04043933752458542,0.11460244586691261
2,5437440,7,1305,10610,0.08259992,0.31166015625,0.2,0.0003,-0.06226915866136551,0.33749479055404663,-0.5403784549236298,-0.03787840513046831,0.09919535146094859
3,5442560,12,1184,10620,0.09432654,0.325859375,0.2,0.0003,-0.05506603792309761,0.31274163722991943,-0.5256233830749989,-0.042460589231923224,0.11065400389954448
4,5447680,18,1135,10630,0.08345578,0.33146484375,0.2,0.0003,-0.05456791818141937,0.3476908802986145,-0.5763406354188919,-0.0432301882118918,0.11027013810351491
5,5452800,23,1106,10640,0.0748709,0.29009765625,0.2,0.0003,-0.041161857545375824,0.3031248450279236,-0.4866734205186367,-0.03981175501830876,0.12370762990787626
6,5457920,28,1086,10650,0.07975474,0.33587890625,0.2,0.0003,-0.06009528040885925,0.28454017639160156,-0.5880217096209526,-0.04391077748499811,0.11936858104541898
7,5463040,33,1076,10660,0.07814331,0.347734375,0.2,0.0003,-0.05454880744218826,0.4211210608482361,-0.6293496236205101,-0.0445743437577039,0.09849387157708406
8,5468160,38,1066,10670,0.081129506,0.3358984375,0.2,0.0003,-0.025843927636742592,0.4439427852630615,-0.5777906343340874,-0.039103461420163514,0.11676917472854256
9,5473280,43,1058,10680,0.07789888,0.3351953125,0.2,0.0003,-0.04808681830763817,0.4650474786758423,-0.6127221345901489,-0.03943926588632166,0.1463360029272735
10,5478400,48,1051,10690,0.083989374,0.3162109375,0.2,0.0003,-0.03657573461532593,0.22110438346862793,-0.5528100819885731,-0.03883573142811656,0.1257822604291141
1,5483520,2,2055,10700,0.08144246,0.3258984375,0.2,0.0003,-0.04506843537092209,0.3813316822052002,-0.5786728970706463,-0.03995526911690831,0.13696247139945628
2,5488640,7,1295,10710,0.08767472,0.32349609375,0.2,0.0003,-0.05523579195141792,0.1771579384803772,-0.5598653584718705,-0.036491512609645727,0.10645424356684088
3,5493760,13,1176,10720,0.10389085,0.31537109375,0.2,0.0003,-0.06073470413684845,0.44983166456222534,-0.5086959852278232,-0.04057028027251363,0.11861409224569798
4,5498880,18,1128,10730,0.08811021,0.351171875,0.2,0.0003,-0.03819411247968674,0.3409672975540161,-0.615839674770832,-0.04366429377812892,0.10352035105228424
5,5504000,23,1102,10740,0.08470751,0.344765625,0.2,0.0003,-0.06272571533918381,0.3286147117614746,-0.607271973490715,-0.04280484376475215,0.10160031044855714
6,5509120,28,1088,10750,0.08043239,0.33544921875,0.2,0.0003,-0.052742455154657364,0.17426717281341553,-0.5814355236291885,-0.043481475366279485,0.10441025318577886
7,5514240,33,1079,10760,0.09235637,0.329140625,0.2,0.0003,-0.020590294152498245,0.2742924690246582,-0.5434964211285114,-0.03998733972432092,0.11343325313180685
8,5519360,38,1070,10770,0.090794235,0.34796875,0.2,0.0003,-0.058181922882795334,0.35846763849258423,-0.6051525112986564,-0.04349167087115347,0.08983004342764617
9,5524480,43,1060,10780,0.080259904,0.3469921875,0.2,0.0003,-0.038135163486003876,0.1831674575805664,-0.6018149077892303,-0.04210472941864282,0.11023120237514376
10,5529600,48,1051,10790,0.08105016,0.34578125,0.2,0.0003,-0.03815484419465065,0.3417433500289917,-0.6351958984136581,-0.04319627397460863,0.09332916866987943
1,5534720,2,2055,10800,0.079791375,0.3408984375,0.2,0.0003,-0.04126099869608879,0.5114051103591919,-0.6258275583386421,-0.04026512790005654,0.0996006722562015
2,5539840,7,1311,10810,0.07539398,0.3404296875,0.2,0.0003,-0.04287762567400932,0.4332321286201477,-0.6176737406849862,-0.040316344052553174,0.11122057348489761
3,5544960,12,1186,10820,0.08776296,0.32185546875,0.2,0.0003,-0.05545741319656372,0.45939624309539795,-0.580571825504303,-0.04135064771864563,0.10909239834174514
4,5550080,18,1128,10830,0.07101984,0.31314453125,0.2,0.0003,-0.026764392852783203,0.5037049651145935,-0.597899711728096,-0.03402261542622,0.142529372908175
5,5555200,23,1093,10840,0.07629956,0.31833984375,0.2,0.0003,-0.04541971907019615,0.4684949517250061,-0.5829674315452575,-0.03723193185869604,0.13036918794736266
6,5560320,28,1069,10850,0.08041394,0.31880859375,0.2,0.0003,-0.058538854122161865,0.5576276779174805,-0.5716820201277732,-0.04153180229244754,0.124184964094311
7,5565440,34,1049,10860,0.07163727,0.31716796875,0.2,0.0003,-0.05258039012551308,0.5259720087051392,-0.5547857370972633,-0.04291942943353206,0.17869980502873659
8,5570560,39,1026,10870,0.076196305,0.3133203125,0.2,0.0003,-0.05092468485236168,0.43998783826828003,-0.5667325946688652,-0.03816618248354644,0.1519229811988771
9,5575680,45,1007,10880,0.0721328,0.31763671875,0.2,0.0003,-0.041472818702459335,0.4405399560928345,-0.6029715615510941,-0.04223326276289299,0.1309312691539526
