time/iterations,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/ent_coef,train/clip_fraction,train/explained_variance,curriculum/preferred_eval_mode,train/stage_learning_rate,train/loss,train/entropy_loss,curriculum/max_steps,curriculum/obs_quantity,train/learning_rate,curriculum/stage_timesteps,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,curriculum/grid_size,curriculum/stage,eval/full_coverage_rate,eval/mean_ep_length,eval/stage,eval/std_reward,eval/deterministic,eval/std_ep_length,eval/mean_reward,eval/stage_timesteps,eval/mode_gap,eval/deterministic_full_coverage_rate,eval/deterministic_promotion_floor,eval/promotion_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/promotion_passed,eval/diagnostic_full_coverage_rate
5,820,7.515590190887451,906240,97.28,31,0.2,,0.0403125,0.6035304665565491,,,0.07376609742641449,-0.17461255669593811,,,0.0002,,878,-0.0012078021140769124,0.0024839477,0.1711926543712616,,,,,,,,,,,,,,,,,
6,811,7.4319682121276855,911360,100.92,37,0.2,,0.0563671875,0.43917930126190186,,,0.0911492258310318,-0.21396538883447647,,,0.0002,,883,-0.00011978627648204565,0.010033084,0.1632340834289789,,,,,,,,,,,,,,,,,
7,806,7.566776275634766,916480,95.71,44,0.2,,0.0546875,0.548220694065094,,,0.08361396193504333,-0.18847697287797927,,,0.0002,,888,-0.0011871384223923088,0.008666816,0.18569967657327652,,,,,,,,,,,,,,,,,
8,801,7.559001445770264,921600,96.77,51,0.2,,0.050078125,0.6176823377609253,,,0.08289256691932678,-0.20564193695783614,,,0.0002,,893,-0.0011716038919985295,0.005985999,0.1819594122469425,,,,,,,,,,,,,,,,,
9,797,7.415747165679932,926720,103.13,57,0.2,,0.055078125,0.6292372941970825,,,0.08446455746889114,-0.23965672060847282,,,0.0002,,898,-0.0007576562371104955,0.0045057037,0.17891544356942177,,,,,,,,,,,,,,,,,
10,795,7.41329288482666,931840,95.66,64,0.2,,0.056171875,0.6342333555221558,,,0.07269518822431564,-0.2013494673371315,,,0.0002,,903,-0.0003334009856916964,0.005079365,0.21421454101800919,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0399609375,0.5704042911529541,,,0.10878600180149078,-0.19819859087467193,,,0.0002,,908,-0.0017013061232864857,0.0058626705,0.2210792127251625,,,0.98,95.09,2,1.3606637383160507,0,51.57636958918299,7.5267964783310894,563200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.73,137.68,2,4.065566360344193,1,111.16922955566437,5.460536733865738,563200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,563200,0.25,0.73,0.768,0.98,0.98,0,0.98
1,1160,7.238215923309326,936960,104.61,4,,0.008,,,1,0.0002,,,320,8,,563200,,,,,8,2,,,,,,,,,,,,,,,
2,908,7.286527633666992,942080,108.0,11,0.2,,0.0444140625,0.5631823539733887,,,0.08960168063640594,-0.22006072074174882,,,0.0002,,913,-0.0023070394108071924,0.00691258,0.22173502862453462,,,,,,,,,,,,,,,,,
3,878,7.630059719085693,947200,94.14,17,0.2,,0.047265625,0.5602085590362549,,,0.12886568903923035,-0.20569725796580315,,,0.0002,,918,0.0009008260909467936,0.0052348385,0.2497464597225189,,,,,,,,,,,,,,,,,
4,870,7.473087310791016,952320,95.58,23,0.2,,0.054765625,0.41124427318573,,,0.08036667853593826,-0.16868804082274436,,,0.0002,,923,-0.0017459282744675874,0.007927865,0.2053287459909916,,,,,,,,,,,,,,,,,
5,861,7.0986456871032715,957440,106.18,29,0.2,,0.0641796875,0.5849758386611938,,,0.09986784309148788,-0.22523751452565194,,,0.0002,,928,-0.001037131301127374,0.007002084,0.21266842603683472,,,,,,,,,,,,,,,,,
6,852,7.200936794281006,962560,102.51,36,0.2,,0.060467155612244895,0.42053502798080444,,,0.07338577508926392,-0.22392223973055275,,,0.0002,,933,-0.002590566208320005,0.0118559385,0.20713768945056565,,,,,,,,,,,,,,,,,
7,841,7.454824924468994,967680,96.95,42,0.2,,0.051484375,0.42272013425827026,,,0.09395338594913483,-0.21286146879196166,,,0.0002,,938,0.0005920649925246834,0.0064929947,0.22034501865506173,,,,,,,,,,,,,,,,,
8,809,7.467710494995117,972800,98.28,50,0.2,,0.066640625,0.569205105304718,,,0.09061417728662491,-0.21286488175392151,,,0.0002,,943,-0.0005480201542377472,0.008590803,0.2027020950615406,,,,,,,,,,,,,,,,,
9,802,7.361536026000977,977920,98.08,57,0.2,,0.0518359375,0.5273123979568481,,,0.0967399850487709,-0.21425033122301101,,,0.0002,,948,-0.0012786965630948543,0.0069393553,0.21752815812826157,,,,,,,,,,,,,,,,,
10,795,7.02205753326416,983040,106.39,64,0.2,,0.05875,0.5412156581878662,,,0.08870137482881546,-0.22329101100564003,,,0.0002,,953,-0.0036374607565812767,0.006420552,0.24834855914115905,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0614453125,0.6644314527511597,,,0.11322164535522461,-0.28880545750260356,,,0.0002,,958,-0.0009332215180620551,0.006559382,0.2521027384698391,,,0.94,108.51,2,2.020278415597725,0,65.46716657989714,7.182544464319944,614400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.61,167.76,2,4.727051949741828,1,121.91530830867795,4.179724339842796,614400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,614400,0.32999999999999996,0.61,0.768,0.94,0.94,0,0.94
1,1211,6.795108795166016,988160,111.97,4,,0.008,,,1,0.0002,,,320,8,,614400,,,,,8,2,,,,,,,,,,,,,,,
2,901,7.1135945320129395,993280,103.51,11,0.2,,0.0590234375,0.6372678279876709,,,0.2189960926771164,-0.2610494962334633,,,0.0002,,963,5.532752722501755e-05,0.0049689393,0.3496354910731316,,,,,,,,,,,,,,,,,
3,842,7.120930194854736,998400,108.61,18,0.2,,0.0703125,0.5858364105224609,,,0.16188110411167145,-0.25195205613970756,,,0.0002,,968,-0.0030352022917941213,0.008921873,0.34513765037059785,,,,,,,,,,,,,,,,,
4,818,7.100125312805176,1003520,110.11,25,0.2,,0.0702734375,0.6475178003311157,,,0.15113775432109833,-0.28102781042456626,,,0.0002,,973,-0.002905789874494076,0.008491594,0.2728656926751137,,,,,,,,,,,,,,,,,
5,803,7.3372321128845215,1008640,102.27,31,0.2,,0.0480078125,0.5805630683898926,,,0.12880569696426392,-0.2414720967411995,,,0.0002,,978,-0.002289314768277109,0.0064728917,0.2957405339181423,,,,,,,,,,,,,,,,,
6,794,7.146202564239502,1013760,107.77,38,0.2,,0.0466015625,0.6081423759460449,,,0.15405036509037018,-0.22885906621813773,,,0.0002,,983,-0.002169614336453378,0.006022896,0.274395566880703,,,,,,,,,,,,,,,,,
7,793,7.327691555023193,1018880,104.47,45,0.2,,0.054296875,0.5353512763977051,,,0.12323516607284546,-0.2418331055343151,,,0.0002,,988,-0.0004005985055118799,0.0073901727,0.31005984991788865,,,,,,,,,,,,,,,,,
8,791,7.350300312042236,1024000,102.49,51,0.2,,0.0574609375,0.5452693104743958,,,0.13809268176555634,-0.22635878518223762,,,0.0002,,993,-3.6867130547761916e-05,0.006851969,0.28593673527240754,,,,,,,,,,,,,,,,,
9,790,7.1582350730896,1029120,104.98,58,0.2,,0.059296875,0.5623140931129456,,,0.0997854620218277,-0.22815764024853707,,,0.0002,,998,-0.0007028607628308237,0.008272957,0.21886854439973832,,,,,,,,,,,,,,,,,
10,789,7.035165786743164,1034240,108.12,64,0.2,,0.0733203125,0.566348671913147,,,0.07836983352899551,-0.2364266560971737,,,0.0002,,1003,-0.0021680992376059294,0.011393903,0.18332797706127166,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0630078125,0.655899167060852,,,0.08887945115566254,-0.234835075289011,,,0.0002,,1008,-0.003278539280872792,0.010098427,0.1910586267709732,,,0.98,98.98,2,1.1918981016032393,0,46.06429854019271,7.525252867043019,665600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.72,141.66,2,4.153895456720404,1,111.63012317470584,5.341373758018017,665600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,665600,0.26,0.72,0.768,0.98,0.98,0,0.98
1,1300,7.141351222991943,1039360,111.86,3,,0.008,,,1,0.0002,,,320,8,,665600,,,,,8,2,,,,,,,,,,,,,,,
2,948,7.373212814331055,1044480,105.58,10,0.2,,0.0666015625,0.34891200065612793,,,0.03977765142917633,-0.2641223815083504,,,0.0002,,1013,-7.212030235677958e-05,0.01265346,0.18605571925640108,,,,,,,,,,,,,,,,,
3,890,7.592578887939453,1049600,93.74,17,0.2,,0.0780859375,0.46113771200180054,,,0.08660878241062164,-0.26103133663535116,,,0.0002,,1018,-5.178943276405335e-05,0.010201159,0.17575154900550843,,,,,,,,,,,,,,,,,
4,859,7.612671375274658,1054720,91.97,23,0.2,,0.0706640625,0.503858208656311,,,0.06016034632921219,-0.2248954540491104,,,0.0002,,1023,-0.001406597199384123,0.010026817,0.16217954888939856,,,,,,,,,,,,,,,,,
5,836,7.408834457397461,1059840,99.67,30,0.2,,0.0580078125,0.5668317079544067,,,0.06425300240516663,-0.2403918497264385,,,0.0002,,1028,0.0001010989909991622,0.009684645,0.16683623865246772,,,,,,,,,,,,,,,,,
6,829,7.315014839172363,1064960,102.89,37,0.2,,0.0483984375,0.6507816910743713,,,0.07090745121240616,-0.2595728926360607,,,0.0002,,1033,-0.0014303924283012748,0.0059733023,0.2082236009836197,,,,,,,,,,,,,,,,,
7,822,7.553523540496826,1070080,95.85,43,0.2,,0.055859375,0.5323577523231506,,,0.11645061522722244,-0.20593766868114471,,,0.0002,,1038,-0.0007757107447832822,0.008600285,0.24445701882243157,,,,,,,,,,,,,,,,,
8,819,7.637305736541748,1075200,94.77,49,0.2,,0.06484375,0.5625342130661011,,,0.09363791346549988,-0.19346744045615197,,,0.0002,,1043,-0.0005377095006406308,0.0070374706,0.17653301000595092,,,,,,,,,,,,,,,,,
9,818,7.54221248626709,1080320,97.02,56,0.2,,0.0484375,0.5455263257026672,,,0.07881724834442139,-0.17908966183662414,,,0.0002,,1048,4.788546357303858e-05,0.0065955534,0.15607584021985532,,,,,,,,,,,,,,,,,
10,818,7.3475542068481445,1085440,102.64,62,0.2,,0.069609375,0.5677685141563416,,,0.07864578813314438,-0.2076898607611656,,,0.0002,,1053,0.0020045264903455974,0.009232925,0.17850877210497856,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0495703125,0.5967328548431396,,,0.10388976335525513,-0.1865799306333065,,,0.0002,,1058,-0.0016007909644395113,0.009987596,0.2271267755329609,,,0.98,96.84,2,1.383060101992443,0,44.22730378397489,7.5302909195423124,716800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.58,176.9,2,4.550437214533276,1,121.99922130899034,4.0629054437577725,716800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,716800,0.4,0.58,0.768,0.98,0.98,0,0.98
1,1490,7.3316969871521,1090560,105.39,3,,0.008,,,1,0.0002,,,320,8,,716800,,,,,8,2,,,,,,,,,,,,,,,
2,1036,7.5575456619262695,1095680,96.37,9,0.2,,0.058046875,0.6508177518844604,,,0.09653528779745102,-0.22658221885561944,,,0.0002,,1063,0.00020177515689283608,0.006566599,0.2500279703736305,,,,,,,,,,,,,,,,,
3,949,7.632173538208008,1100800,94.47,16,0.2,,0.0496484375,0.3545709252357483,,,0.06587845087051392,-0.1751914693415165,,,0.0002,,1068,-0.0016211712546646594,0.009997327,0.18734632864594458,,,,,,,,,,,,,,,,,
4,918,7.5029449462890625,1105920,101.05,22,0.2,,0.053359375,0.43881893157958984,,,0.06581944972276688,-0.21602432504296304,,,0.0002,,1073,-0.0001418587937951088,0.008636279,0.1778324016928673,,,,,,,,,,,,,,,,,
5,889,7.2383856773376465,1111040,106.61,28,0.2,,0.05453125,0.49903011322021484,,,0.07017900049686432,-0.22717635586857796,,,0.0002,,1078,-0.002228519949130714,0.006504588,0.18976294875144958,,,,,,,,,,,,,,,,,
6,869,7.166740894317627,1116160,112.19,35,0.2,,0.0618359375,0.5628708600997925,,,0.08060463517904282,-0.2836510947346687,,,0.0002,,1083,-0.003653536303900182,0.009000405,0.2073928789794445,,,,,,,,,,,,,,,,,
7,856,7.413844108581543,1121280,103.83,41,0.2,,0.0738671875,0.5571833848953247,,,0.09327791631221771,-0.24224872544407844,,,0.0002,,1088,-0.0011552358698099852,0.009764174,0.2212086094915867,,,,,,,,,,,,,,,,,
8,844,7.161991596221924,1126400,115.55,48,0.2,,0.06515625,0.5360705256462097,,,0.09663045406341553,-0.26345895394682883,,,0.0002,,1093,-0.0016584381787106395,0.0068490645,0.22416619703173638,,,,,,,,,,,,,,,,,
9,838,7.177396297454834,1131520,118.74,54,0.2,,0.073203125,0.6768872737884521,,,0.11693458259105682,-0.30344576716423033,,,0.0002,,1098,-0.0003543927473947406,0.0058036256,0.2584269417822361,,,,,,,,,,,,,,,,,
10,830,6.9618144035339355,1136640,119.09,61,0.2,,0.0517578125,0.5582940578460693,,,0.15154008567333221,-0.2586615566909313,,,0.0002,,1103,-0.0002344546909444034,0.0041452087,0.31207211017608644,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0718359375,0.630989134311676,,,0.10817193984985352,-0.31405550718307496,,,0.0002,,1108,-0.0009589912532828748,0.0083962465,0.2551721413433552,,,0.98,98.87,2,1.1801311939424244,0,44.09187113289705,7.539316652566194,768000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.55,185.03,2,4.713635316351798,1,122.37209281531473,3.6759691677987574,768000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,768000,0.42999999999999994,0.55,0.768,0.98,0.98,0,0.98
1,1298,7.098931312561035,1141760,108.82,3,,0.008,,,1,0.0002,,,320,8,,768000,,,,,8,2,,,,,,,,,,,,,,,
2,943,7.353107929229736,1146880,99.44,10,0.2,,0.048203125,0.6151435971260071,,,0.09358300268650055,-0.22983762130141258,,,0.0002,,1113,-0.0015647383406758308,0.0052074217,0.2845908570289612,,,,,,,,,,,,,,,,,
3,886,7.428348541259766,1152000,102.4,17,0.2,,0.0560546875,0.5229071378707886,,,0.10805360972881317,-0.23995739668607713,,,0.0002,,1118,-0.0017481898330152035,0.0055423537,0.29097992047667504,,,,,,,,,,,,,,,,,
4,855,7.142510414123535,1157120,108.72,23,0.2,,0.0371875,0.5558503866195679,,,0.11858741194009781,-0.22689367339015007,,,0.0002,,1123,-0.0010574800008907913,0.002579173,0.2859832286834717,,,,,,,,,,,,,,,,,
5,842,6.9269537925720215,1162240,114.06,30,0.2,,0.0634375,0.6365947723388672,,,0.16644930839538574,-0.23330687895417213,,,0.0002,,1128,-0.002594907283782959,0.006580714,0.2940403573215008,,,,,,,,,,,,,,,,,
6,829,6.914057731628418,1167360,117.83,37,0.2,,0.052265625,0.6681290864944458,,,0.12430807948112488,-0.24709030017256736,,,0.0002,,1133,-0.0014186895405873656,0.0073100664,0.2976901559531689,,,,,,,,,,,,,,,,,
7,820,7.218545913696289,1172480,106.29,43,0.2,,0.0476171875,0.7693855166435242,,,0.10171547532081604,-0.2370353488624096,,,0.0002,,1138,-0.0032508280919864773,0.004664706,0.2707171919941902,,,,,,,,,,,,,,,,,
8,813,7.504532337188721,1177600,94.68,50,0.2,,0.0321484375,0.5264582633972168,,,0.15769319236278534,-0.1830715151131153,,,0.0002,,1143,-0.002258493951521814,0.006486648,0.3211277236044407,,,,,,,,,,,,,,,,,
9,807,7.356395721435547,1182720,102.02,57,0.2,,0.0393359375,0.5431568622589111,,,0.12916100025177002,-0.19112525656819343,,,0.0002,,1148,-0.00015289387200027705,0.0037483766,0.24789324417710304,,,,,,,,,,,,,,,,,
10,802,7.2308669090271,1187840,108.16,63,0.2,,0.0416796875,0.620488166809082,,,0.13442263007164001,-0.2153886242210865,,,0.0002,,1153,-0.0013504454866051674,0.004576452,0.2557644109427929,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0495703125,0.5684231519699097,,,0.1121150478720665,-0.21976615056395532,,,0.0002,,1158,-0.0008656621817499399,0.004258941,0.24297286435961724,,,0.98,94.92,2,1.2742591815254283,0,48.82144610721809,7.555710338950157,819200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.67,154.03,2,4.3373177409208195,1,116.7265569611303,4.89746439576149,819200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,819200,0.30999999999999994,0.67,0.768,0.98,0.98,0,0.98
1,1307,7.323920726776123,1192960,100.77,3,,0.008,,,1,0.0002,,,320,8,,819200,,,,,8,2,,,,,,,,,,,,,,,
2,965,7.2446417808532715,1198080,101.15,10,0.2,,0.0555078125,0.6058843731880188,,,0.07541170716285706,-0.18448548078536986,,,0.0002,,1163,-0.0034057739051058886,0.009030543,0.17689128637313842,,,,,,,,,,,,,,,,,
3,893,7.4215474128723145,1203200,100.66,17,0.2,,0.0553515625,0.5569667816162109,,,0.07824582606554031,-0.19428891628980638,,,0.0002,,1168,-1.31341814994812e-05,0.009428449,0.15664956532418728,,,,,,,,,,,,,,,,,
4,865,7.338667392730713,1208320,103.02,23,0.2,,0.0608984375,0.5351095199584961,,,0.08815599232912064,-0.20735017597675323,,,0.0002,,1173,0.003505099713802338,0.00930625,0.17737939491868018,,,,,,,,,,,,,,,,,
5,844,7.242847919464111,1213440,106.59,30,0.2,,0.0584375,0.5874477624893188,,,0.09515049308538437,-0.23555891454219818,,,0.0002,,1178,-0.0023987874202430247,0.010027615,0.2229517713189125,,,,,,,,,,,,,,,,,
6,830,7.171628952026367,1218560,108.47,36,0.2,,0.07375,0.5146075487136841,,,0.17204703390598297,-0.23116414964199067,,,0.0002,,1183,-0.0011525742104277015,0.010303355,0.26012087866663935,,,,,,,,,,,,,,,,,
7,820,6.842571258544922,1223680,116.96,43,0.2,,0.0687109375,0.621707022190094,,,0.09491575509309769,-0.2762505955994129,,,0.0002,,1188,-0.0010123199690133334,0.006188782,0.25011334449052813,,,,,,,,,,,,,,,,,
8,817,6.954344272613525,1228800,113.03,50,0.2,,0.066640625,0.6680527329444885,,,0.16393066942691803,-0.27478284180164336,,,0.0002,,1193,-0.0026956663047894834,0.008006426,0.2724030150473118,,,,,,,,,,,,,,,,,
9,813,7.469226837158203,1233920,98.9,56,0.2,,0.0612109375,0.6878224611282349,,,0.10342759639024734,-0.24586847469210624,,,0.0002,,1198,-0.002216432085260749,0.0057717925,0.29340141370892525,,,,,,,,,,,,,,,,,
10,811,7.477369785308838,1239040,97.83,63,0.2,,0.0521875,0.35409921407699585,,,0.12666335701942444,-0.21127203181385995,,,0.0002,,1203,-0.0011022483743727207,0.006190413,0.2402609847486019,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0540234375,0.4657249450683594,,,0.11713175475597382,-0.22738586485385895,,,0.0002,,1208,0.0011464510764926672,0.01018328,0.24704721078276634,,,0.95,100.92,2,2.019008479020083,0,58.774089529315546,7.289335476756096,870400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.66,158.44,2,4.414563071495965,1,116.24648983947861,4.766416494846344,870400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,870400,0.2899999999999999,0.66,0.768,0.95,0.95,0,0.95
1,1243,7.315532684326172,1244160,100.49,4,,0.008,,,1,0.0002,,,320,8,,870400,,,,,8,2,,,,,,,,,,,,,,,
2,944,7.36900520324707,1249280,101.48,10,0.2,,0.0646875,0.3785451054573059,,,0.10193002969026566,-0.21061497315764427,,,0.0002,,1213,0.0008195420121774078,0.0070175873,0.24792394354939462,,,,,,,,,,,,,,,,,
3,886,7.434037685394287,1254400,100.69,17,0.2,,0.0487109375,0.4571777582168579,,,0.12027590721845627,-0.21143474891781808,,,0.0002,,1218,0.0004673928208649158,0.007943602,0.2376851324737072,,,,,,,,,,,,,,,,,
4,847,6.953985691070557,1259520,114.58,24,0.2,,0.05765625,0.5639934539794922,,,0.10107938945293427,-0.21182008370757102,,,0.0002,,1223,-0.001033282717689872,0.0077215815,0.20342579409480094,,,,,,,,,,,,,,,,,
5,826,6.749100208282471,1264640,122.85,30,0.2,,0.0625,0.5977975130081177,,,0.08318468183279037,-0.27050648868083954,,,0.0002,,1228,0.0005307007487863302,0.0063826516,0.21122944235801697,,,,,,,,,,,,,,,,,
6,813,6.929975986480713,1269760,116.26,37,0.2,,0.0492578125,0.6312469840049744,,,0.1337299644947052,-0.2281705279648304,,,0.0002,,1233,-0.0013286478351801634,0.0058743563,0.2845278881490231,,,,,,,,,,,,,,,,,
7,804,7.145036697387695,1274880,111.28,44,0.2,,0.0513671875,0.589728832244873,,,0.13305361568927765,-0.22139516919851304,,,0.0002,,1238,-0.0030298680113628506,0.006536834,0.3164165596663952,,,,,,,,,,,,,,,,,
8,803,7.473414421081543,1280000,99.03,50,0.2,,0.0438671875,0.6109645366668701,,,0.1605982929468155,-0.2153986544907093,,,0.0002,,1243,-0.001054205745458603,0.005790825,0.3211276490986347,,,,,,,,,,,,,,,,,
9,801,7.74252986907959,1285120,89.86,57,0.2,,0.042265625,0.43012863397598267,,,0.12095504999160767,-0.20395566031336784,,,0.0002,,1248,-0.00041196295991539954,0.00681129,0.2598131747543812,,,,,,,,,,,,,,,,,
10,802,7.361484527587891,1290240,101.73,63,0.2,,0.057265625,0.4832199215888977,,,0.10415395349264145,-0.2157187332212925,,,0.0002,,1253,0.0007442542491480708,0.005703556,0.22396979928016664,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.077265625,0.5773156881332397,,,0.11373098194599152,-0.2722714053094387,,,0.0002,,1258,0.0004529806738719344,0.012361603,0.2184128125011921,,,0.96,97.3,2,1.6674166029730164,0,55.99758923382327,7.436020745337009,921600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.72,142.66,2,4.1496677162915745,1,110.86092368368577,5.335655060708523,921600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,921600,0.24,0.72,0.768,0.96,0.96,0,0.96
1,1703,7.199983596801758,1295360,105.81,3,,0.008,,,1,0.0002,,,320,8,,921600,,,,,8,2,,,,,,,,,,,,,,,
2,1096,7.4714579582214355,1300480,98.26,9,0.2,,0.0441015625,0.4671868085861206,,,0.15044668316841125,-0.21641955882310868,,,0.0002,,1263,-0.0013419902231544256,0.005765423,0.2639987176656723,,,,,,,,,,,,,,,,,
3,996,7.32447624206543,1305600,104.55,15,0.2,,0.0544140625,0.5836244821548462,,,0.14982445538043976,-0.2271604557335377,,,0.0002,,1268,-0.0006390512967482209,0.0066028303,0.24863367393612862,,,,,,,,,,,,,,,,,
4,937,7.322664737701416,1310720,104.47,21,0.2,,0.0573828125,0.5241633057594299,,,0.09647505730390549,-0.23289942100644112,,,0.0002,,1273,-0.0018091992940753698,0.0082395105,0.2630378942191601,,,,,,,,,,,,,,,,,
5,842,7.601231575012207,1315840,95.71,30,0.2,,0.0557421875,0.5375017523765564,,,0.13216380774974823,-0.208583260178566,,,0.0002,,1278,-0.0008178009511902928,0.0096997535,0.2479745028913021,,,,,,,,,,,,,,,,,
6,782,7.457728862762451,1320960,102.6,39,0.2,,0.064765625,0.4395415782928467,,,0.10171593725681305,-0.2350572781264782,,,0.0002,,1283,-0.0009797530341893435,0.004741518,0.24143335178494454,,,,,,,,,,,,,,,,,
7,746,7.496774673461914,1326080,101.58,48,0.2,,0.05765625,0.6695989370346069,,,0.11520372331142426,-0.24109524756669998,,,0.0002,,1288,-0.0035535740898922086,0.007363789,0.25412492007017135,,,,,,,,,,,,,,,,,
8,718,7.189065456390381,1331200,107.06,57,0.2,,0.0415625,0.6220109462738037,,,0.12043501436710358,-0.2161385829746723,,,0.0002,,1293,-0.002261931742541492,0.004382328,0.2341816495358944,,,,,,,,,,,,,,,,,
9,699,7.0749359130859375,1336320,112.41,65,0.2,,0.0755078125,0.4789670705795288,,,0.08680063486099243,-0.26022120639681817,,,0.0002,,1298,-0.002353614205494523,0.015447982,0.22069984346628188,,,,,,,,,,,,,,,,,
10,686,7.497441291809082,1341440,101.86,74,0.2,,0.0664453125,0.5276256799697876,,,0.10315828025341034,-0.23863648235797882,,,0.0002,,1303,-0.0006085275160148739,0.009028999,0.2576998543739319,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0571484375,0.4735690951347351,,,0.11646316200494766,-0.24505582258105277,,,0.0002,,1308,-0.0010440355399623513,0.0059792246,0.24227141931653023,,,0.97,97.64,2,1.4960446389322737,0,45.5691825689248,7.49925523430109,972800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.59,174.58,2,4.686192897358684,1,121.42464165069626,4.0346285412460565,972800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,972800,0.38,0.59,0.768,0.97,0.97,0,0.97
1,1093,7.613811016082764,1346560,101.42,4,,0.008,,,1,0.0002,,,320,8,,972800,,,,,8,2,,,,,,,,,,,,,,,
2,842,7.210628509521484,1351680,113.22,12,0.2,,0.0709375,0.5444692373275757,,,0.10575196892023087,-0.23928342506289482,,,0.0002,,1313,-0.0012742629321292043,0.0076304018,0.22295906960964204,,,,,,,,,,,,,,,,,
3,770,7.147280693054199,1356800,109.83,19,0.2,,0.0605078125,0.5388752222061157,,,0.10933484882116318,-0.2495267118513584,,,0.0002,,1318,-0.003627080782316625,0.0074231303,0.23840718269348143,,,,,,,,,,,,,,,,,
4,753,7.6196770668029785,1361920,93.34,27,0.2,,0.0435546875,0.4710346460342407,,,0.09838532656431198,-0.20844118177890777,,,0.0002,,1323,0.0008654038468375803,0.004477924,0.2495964427292347,,,,,,,,,,,,,,,,,
5,743,7.596585750579834,1367040,94.68,34,0.2,,0.05171875,0.40792030096054077,,,0.06791980564594269,-0.19788417771458625,,,0.0002,,1328,-0.0010687989927828311,0.009315622,0.14580094523727893,,,,,,,,,,,,,,,,,
6,736,7.323784351348877,1372160,103.05,41,0.2,,0.054296875,0.5635274648666382,,,0.06846193969249725,-0.20033829778432846,,,0.0002,,1333,-0.0035838070884346962,0.006114895,0.16978603690862656,,,,,,,,,,,,,,,,,
7,732,7.3615241050720215,1377280,102.17,48,0.2,,0.0447265625,0.5688378810882568,,,0.07845939695835114,-0.19797656416893006,,,0.0002,,1338,0.00014439682941883803,0.004733547,0.18972950786352158,,,,,,,,,,,,,,,,,
8,711,7.502023220062256,1382400,98.04,57,0.2,,0.0675,0.41133397817611694,,,0.10252425074577332,-0.21316298261284827,,,0.0002,,1343,-0.00211580375675112,0.008983703,0.19926235646009446,,,,,,,,,,,,,,,,,
9,692,7.419557571411133,1387520,97.16,66,0.2,,0.044921875,0.5559788942337036,,,0.07221195846796036,-0.18515601620078087,,,0.0002,,1348,-0.0029200736759230493,0.006213187,0.1724005801975727,,,,,,,,,,,,,,,,,
10,675,7.307097911834717,1392640,102.75,75,0.2,,0.0448046875,0.659649133682251,,,0.09867718815803528,-0.1874908596277237,,,0.0002,,1353,8.844251744449138e-05,0.004813,0.20362352356314659,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0468359375,0.6415086984634399,,,0.056293755769729614,-0.18309690937399864,,,0.0002,,1358,-0.0022846458852291106,0.0072753886,0.20094337463378906,,,0.93,101.03,2,2.216835870207802,0,65.30474025673786,7.202254121303558,1024000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.55,184.0,2,4.726184822537377,1,123.22459170149439,3.690805167555809,1024000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1024000,0.38,0.55,0.768,0.93,0.93,0,0.93
1,947,7.408963203430176,1397760,104.3,5,,0.008,,,1,0.0002,,,320,8,,1024000,,,,,8,2,,,,,,,,,,,,,,,
