time/iterations,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/ent_coef,train/clip_fraction,train/explained_variance,curriculum/preferred_eval_mode,train/stage_learning_rate,train/loss,train/entropy_loss,curriculum/max_steps,curriculum/obs_quantity,train/learning_rate,curriculum/stage_timesteps,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,curriculum/grid_size,curriculum/stage,eval/full_coverage_rate,eval/mean_ep_length,eval/stage,eval/std_reward,eval/deterministic,eval/std_ep_length,eval/mean_reward,eval/stage_timesteps,eval/mode_gap,eval/deterministic_full_coverage_rate,eval/deterministic_promotion_floor,eval/promotion_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/promotion_passed,eval/diagnostic_full_coverage_rate
7,824,6.677631378173828,404480,131.48,43,0.2,,0.077890625,0.506521463394165,,,0.208542138338089,-0.2621251727640629,,,0.0002,,388,-0.00025354274082928897,0.01274764,0.40938313871622084,,,,,,,,,,,,,,,,,
8,817,6.83327579498291,409600,125.26,50,0.2,,0.0855859375,0.492637038230896,,,0.13623076677322388,-0.31139913737773894,,,0.0002,,393,0.0003519079554826021,0.009912704,0.27779587283730506,,,,,,,,,,,,,,,,,
9,810,7.1468353271484375,414720,111.19,56,0.2,,0.0677734375,0.4058215618133545,,,0.14963161945343018,-0.25682174518704415,,,0.0002,,398,-0.0008139222953468561,0.008536867,0.36086655765771863,,,,,,,,,,,,,,,,,
10,807,7.2166266441345215,419840,111.65,63,0.2,,0.0879296875,0.4531542658805847,,,0.1416432112455368,-0.2655449292063713,,,0.0002,,403,0.0008989402884617448,0.01477198,0.31427027806639674,,,,,,,,,,,,,,,,,
1,1606,7.053040027618408,424960,120.31,3,0.2,0.006805333333333333,0.083671875,0.5034754872322083,0,0.00016586666666666667,0.15634024143218994,-0.2574880900979042,320,8,0.0002,51200,408,0.0006814199546352029,0.01253551,0.29097732320427894,8,2,,,,,,,,,,,,,,,
2,1022,7.058990001678467,430080,117.98,10,0.2,,0.075859375,0.5184074640274048,,,0.13453304767608643,-0.2882780057191849,,,0.00016586666666666667,,413,-0.0007142825331538916,0.008803545,0.2914696161448955,,,,,,,,,,,,,,,,,
3,909,6.849649429321289,435200,118.62,16,0.2,,0.0603515625,0.5005679130554199,,,0.14588183164596558,-0.2667828844487667,,,0.00016586666666666667,,418,-0.0022409329935908317,0.006690441,0.2817119896411896,,,,,,,,,,,,,,,,,
4,852,6.717279434204102,440320,122.53,24,0.2,,0.0613671875,0.5127199292182922,,,0.141837015748024,-0.2709944170713425,,,0.00016586666666666667,,423,-0.0011105015641078354,0.009359074,0.285701118260622,,,,,,,,,,,,,,,,,
5,828,6.706292152404785,445440,124.65,30,0.2,,0.0665234375,0.5689361095428467,,,0.12158344686031342,-0.28561353638768194,,,0.00016586666666666667,,428,-0.0007803928991779685,0.01039488,0.32687138065695764,,,,,,,,,,,,,,,,,
6,813,7.1803507804870605,450560,107.62,37,0.2,,0.0659375,0.5184310078620911,,,0.16285918653011322,-0.30785097897052766,,,0.00016586666666666667,,433,-0.0021827602898702027,0.0061916793,0.3858123755455017,,,,,,,,,,,,,,,,,
7,802,7.265010356903076,455680,105.28,44,0.2,,0.0507421875,0.4968714118003845,,,0.19563640654087067,-0.26704996526241304,,,0.00016586666666666667,,438,-0.0018852364784106611,0.006894284,0.3806179392337799,,,,,,,,,,,,,,,,,
8,797,6.9772162437438965,460800,116.05,51,0.2,,0.0613671875,0.6013302803039551,,,0.20675361156463623,-0.25360297560691836,,,0.00016586666666666667,,443,-0.0006050381017848849,0.008846993,0.3086957271397114,,,,,,,,,,,,,,,,,
9,792,6.760960102081299,465920,120.55,58,0.2,,0.06828125,0.5530704855918884,,,0.11962531507015228,-0.26900936231017114,,,0.00016586666666666667,,448,-0.00016392647754400968,0.008725337,0.2994027291238308,,,,,,,,,,,,,,,,,
10,788,7.0383734703063965,471040,112.3,64,0.2,,0.072578125,0.6010032892227173,,,0.1380387395620346,-0.260668568611145,,,0.00016586666666666667,,453,-0.0014222531695850193,0.005706613,0.3099457512795925,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0542578125,0.5820013880729675,,,0.1942952573299408,-0.23917482510209084,,,0.00016586666666666667,,458,-0.0037669033277779817,0.0057636695,0.37274641752243043,,,0.95,115.73,2,2.01475951373221,0,66.37226152542944,7.119028916358948,102400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.59,176.5,2,4.63430155284223,1,120.09816817920246,4.0457269896566865,102400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,102400,0.36,0.59,0.768,0.95,0.95,0,0.95
1,1220,7.4691243171691895,476160,100.43,4,,0.006610666666666667,,,1,0.00015673333333333337,,,320,8,,102400,,,,,8,2,,,,,,,,,,,,,,,
2,947,7.34311580657959,481280,104.99,10,0.2,,0.063515625,0.46977996826171875,,,0.11616167426109314,-0.24889376863837243,,,0.00015673333333333337,,463,-0.002477975278161466,0.009747686,0.25189755961298943,,,,,,,,,,,,,,,,,
3,881,7.022576808929443,486400,114.28,17,0.2,,0.0776171875,0.570676863193512,,,0.10278350859880447,-0.2531877563893795,,,0.00015673333333333337,,468,-0.000549648031592369,0.012602473,0.21915759935975074,,,,,,,,,,,,,,,,,
4,836,7.191175937652588,491520,112.01,24,0.2,,0.0599609375,0.5484271049499512,,,0.07592662423849106,-0.22705696061253547,,,0.00015673333333333337,,473,-0.0014885356556624174,0.010037285,0.19404022477567195,,,,,,,,,,,,,,,,,
5,819,7.253995418548584,496640,110.39,31,0.2,,0.06609375,0.47070997953414917,,,0.10194603353738785,-0.2548763632774353,,,0.00015673333333333337,,478,-0.0022521460987627506,0.007439479,0.218179212808609,,,,,,,,,,,,,,,,,
6,808,6.96561336517334,501760,122.41,38,0.2,,0.07515625,0.5228761434555054,,,0.10681591182947159,-0.2868918278813362,,,0.00015673333333333337,,483,-0.00029509381391108037,0.00904395,0.2345378279685974,,,,,,,,,,,,,,,,,
7,798,7.036235332489014,506880,121.22,44,0.2,,0.079453125,0.5070040225982666,,,0.1166156530380249,-0.27710138753056524,,,0.00015673333333333337,,488,-0.0030185674829408525,0.01255973,0.26984908878803254,,,,,,,,,,,,,,,,,
8,793,7.398319721221924,512000,104.46,51,0.2,,0.0690625,0.4589141607284546,,,0.1571757197380066,-0.2784243558347225,,,0.00015673333333333337,,493,0.00014200062956660987,0.0069379895,0.31480409666895864,,,,,,,,,,,,,,,,,
9,786,7.659664154052734,517120,92.9,58,0.2,,0.0582421875,0.30002880096435547,,,0.0991736501455307,-0.2309913542866707,,,0.00015673333333333337,,498,-0.00010380999185144902,0.006221195,0.2142428819835186,,,,,,,,,,,,,,,,,
10,783,7.4557719230651855,522240,100.02,65,0.2,,0.057578125,0.4958832263946533,,,0.08118193596601486,-0.23136453673243523,,,0.00015673333333333337,,503,-0.0006396286142989993,0.006010277,0.17662498116493225,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0591015625,0.5841692090034485,,,0.10808148980140686,-0.24055988669395448,,,0.00015673333333333337,,508,0.0008038473781198264,0.0086757485,0.22622475221753122,,,0.97,100.5,2,1.5262914890829875,0,50.657181129628604,7.429029787331819,153600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.55,184.29,2,4.823820802148675,1,123.00547101653649,3.569993539750576,153600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,153600,0.41999999999999993,0.55,0.768,0.97,0.97,0,0.97
1,1248,7.145825386047363,527360,111.75,4,,0.006416,,,1,0.00015000000000000001,,,320,8,,153600,,,,,8,2,,,,,,,,,,,,,,,
2,931,7.371513843536377,532480,106.23,10,0.2,,0.0635546875,0.5245686769485474,,,0.0912274718284607,-0.24055632814764977,,,0.00015000000000000001,,513,-0.001333440486341715,0.010267721,0.22902791321277619,,,,,,,,,,,,,,,,,
3,873,7.259158134460449,537600,110.33,17,0.2,,0.0655078125,0.5514898896217346,,,0.1346060335636139,-0.2806752160191536,,,0.00015000000000000001,,518,-0.0008361050114035607,0.0063934946,0.239277670532465,,,,,,,,,,,,,,,,,
4,851,7.227959156036377,542720,105.59,24,0.2,,0.051328125,0.5634799003601074,,,0.10608717054128647,-0.25532097890973093,,,0.00015000000000000001,,523,0.001413254679646343,0.0067337477,0.2269591924548149,,,,,,,,,,,,,,,,,
5,825,7.487614154815674,547840,98.46,31,0.2,,0.0557421875,0.5423262715339661,,,0.09258323907852173,-0.2346623408794403,,,0.00015000000000000001,,528,-0.0010219552367925645,0.0054696086,0.21442337170243264,,,,,,,,,,,,,,,,,
6,819,7.483243465423584,552960,101.54,37,0.2,,0.06046875,0.5221420526504517,,,0.08787348866462708,-0.23970409020781516,,,0.00015000000000000001,,533,-0.001407779287546873,0.0056515196,0.2140725828707218,,,,,,,,,,,,,,,,,
7,817,7.376255035400391,558080,105.08,43,0.2,,0.0580859375,0.6206077337265015,,,0.08348992466926575,-0.22469333037734032,,,0.00015000000000000001,,538,-0.0012715807324275375,0.0060518105,0.23056835696101188,,,,,,,,,,,,,,,,,
8,816,7.384669780731201,563200,102.72,50,0.2,,0.051953125,0.5197721719741821,,,0.08498877286911011,-0.20827526792883874,,,0.00015000000000000001,,543,-0.0015302466694265605,0.009266421,0.24115013152360917,,,,,,,,,,,,,,,,,
9,812,7.414051532745361,568320,100.49,56,0.2,,0.0600390625,0.5101937055587769,,,0.11611900478601456,-0.22161722406744958,,,0.00015000000000000001,,548,-0.0011651473818346859,0.0074178474,0.2426440505683422,,,,,,,,,,,,,,,,,
10,815,7.1458916664123535,573440,109.5,62,0.2,,0.0580078125,0.5765017867088318,,,0.10066478699445724,-0.21139713644981384,,,0.00015000000000000001,,553,-0.0002970121894031763,0.006719671,0.2191073939204216,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0730859375,0.564560055732727,,,0.10245195031166077,-0.2646309071779251,,,0.00015000000000000001,,558,7.776600308716297e-05,0.008255671,0.22869966864585878,,,0.97,96.06,2,1.5021182849078771,0,52.35758206792976,7.488721581846476,204800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.66,156.29,2,4.516802735481199,1,117.84891132293076,4.698305736333132,204800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,204800,0.30999999999999994,0.66,0.768,0.97,0.97,0,0.97
1,1230,7.1158647537231445,578560,110.22,4,,0.006221333333333334,,,1,0.00017500000000000003,,,320,8,,204800,,,,,8,2,,,,,,,,,,,,,,,
2,943,7.287301063537598,583680,104.09,10,0.2,,0.0644921875,0.5891627073287964,,,0.1173730418086052,-0.20764029070734977,,,0.00017500000000000003,,563,-0.004118187106214464,0.0061845165,0.27187413394451143,,,,,,,,,,,,,,,,,
3,881,7.477509021759033,588800,96.56,17,0.2,,0.06984375,0.44195759296417236,,,0.10919000953435898,-0.2192993737757206,,,0.00017500000000000003,,568,-0.000828189211897552,0.014480697,0.25178137645125387,,,,,,,,,,,,,,,,,
4,848,7.480898380279541,593920,96.6,24,0.2,,0.063125,0.542611837387085,,,0.08924496918916702,-0.2156927664577961,,,0.00017500000000000003,,573,0.0007941815769299865,0.01062086,0.18349268928170204,,,,,,,,,,,,,,,,,
5,831,7.221218109130859,599040,104.63,30,0.2,,0.0571875,0.6236498355865479,,,0.1551247388124466,-0.24662072330713272,,,0.00017500000000000003,,578,-0.0005437602242454886,0.00608141,0.24056334808468818,,,,,,,,,,,,,,,,,
6,824,7.082068920135498,604160,110.73,37,0.2,,0.0655078125,0.6639291048049927,,,0.15255726873874664,-0.25843529984354974,,,0.00017500000000000003,,583,-0.0005855957185849547,0.0064726844,0.31149051249027254,,,,,,,,,,,,,,,,,
7,818,7.061662673950195,609280,110.8,43,0.2,,0.0765234375,0.3867216110229492,,,0.11064256727695465,-0.2903973898291588,,,0.00017500000000000003,,588,-0.0021754592563956975,0.008565414,0.3053407570719719,,,,,,,,,,,,,,,,,
8,814,7.299032688140869,614400,102.01,50,0.2,,0.0540234375,0.5907862186431885,,,0.12944525480270386,-0.2277676521241665,,,0.00017500000000000003,,593,-0.0008569176215678454,0.006708725,0.3020135897397995,,,,,,,,,,,,,,,,,
9,810,7.402525424957275,619520,104.78,56,0.2,,0.056796875,0.4589051604270935,,,0.1293373852968216,-0.21597355887293815,,,0.00017500000000000003,,598,-0.00048014847096055746,0.0069302795,0.2847198724746704,,,,,,,,,,,,,,,,,
10,806,7.264692783355713,624640,111.56,63,0.2,,0.073359375,0.48821693658828735,,,0.1028071939945221,-0.26971337005496027,,,0.00017500000000000003,,603,0.0003459675284102559,0.011866495,0.24142531603574752,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.076796875,0.5333559513092041,,,0.13758233189582825,-0.25906719624996183,,,0.00017500000000000003,,608,0.0006535303359851241,0.011325512,0.26284767255187036,,,0.98,92.88,2,1.3397241774555142,0,47.53320523591902,7.559268461167813,256000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.56,181.03,2,4.78741757926487,1,123.38034324802311,3.7084065380692484,256000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,256000,0.41999999999999993,0.56,0.768,0.98,0.98,0,0.98
1,1248,7.207070827484131,629760,108.0,4,,0.006026666666666666,,,1,0.0002,,,320,8,,256000,,,,,8,2,,,,,,,,,,,,,,,
2,947,7.00700569152832,634880,114.84,10,0.2,,0.0674609375,0.24351924657821655,,,0.08933261781930923,-0.25731658831238746,,,0.0002,,613,0.0026613757014274596,0.01238229,0.20832809209823608,,,,,,,,,,,,,,,,,
3,883,7.169860363006592,640000,111.14,17,0.2,,0.07875,0.4673793911933899,,,0.10408452898263931,-0.2689892807602882,,,0.0002,,618,0.0001493132929317653,0.010094825,0.22420365542173384,,,,,,,,,,,,,,,,,
4,851,7.2952494621276855,645120,107.34,24,0.2,,0.0829296875,0.5363678932189941,,,0.1364697366952896,-0.24903738930821417,,,0.0002,,623,0.00041183221153914926,0.009068286,0.2839704267680645,,,,,,,,,,,,,,,,,
5,826,7.387762069702148,650240,100.34,30,0.2,,0.07109375,0.5090733766555786,,,0.1427534818649292,-0.240144604742527,,,0.0002,,628,-5.1607429049909115e-05,0.006557082,0.26812689408659934,,,,,,,,,,,,,,,,,
6,813,7.538626670837402,655360,96.77,37,0.2,,0.063671875,0.5821703672409058,,,0.11269879341125488,-0.22129641681909562,,,0.0002,,633,-0.0002196804014965892,0.010908424,0.2666112370789051,,,,,,,,,,,,,,,,,
7,808,7.603280067443848,660480,95.59,44,0.2,,0.067109375,0.5005351901054382,,,0.09002896398305893,-0.22177976056933402,,,0.0002,,638,-0.000679682670161128,0.009334107,0.22345619514584542,,,,,,,,,,,,,,,,,
8,802,7.507938385009766,665600,98.32,51,0.2,,0.060078125,0.5702696442604065,,,0.09223517030477524,-0.21501531854271888,,,0.0002,,643,-0.0012588567566126584,0.010148661,0.23093532159924507,,,,,,,,,,,,,,,,,
9,795,7.351316928863525,670720,103.24,57,0.2,,0.065234375,0.5503712892532349,,,0.09186501055955887,-0.22437186494469644,,,0.0002,,648,-0.001365743090864271,0.0073902123,0.21933236569166184,,,,,,,,,,,,,,,,,
10,794,7.240753650665283,675840,108.42,64,0.2,,0.053828125,0.6214725375175476,,,0.1157228872179985,-0.2475002235174179,,,0.0002,,653,9.009265806525946e-05,0.0051069595,0.24521804139018058,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.050859375,0.5301883816719055,,,0.13410887122154236,-0.21496315717697143,,,0.0002,,658,-0.0003522715764120221,0.007205208,0.2725535662472248,,,0.98,95.62,2,1.3553651380863878,0,46.55271850278993,7.530431399345398,307200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.55,184.27,2,4.8111750643395625,1,123.03055352228569,3.599821613729,307200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,307200,0.42999999999999994,0.55,0.768,0.98,0.98,0,0.98
1,1306,7.610374927520752,680960,96.72,3,,0.006,,,1,0.0002,,,320,8,,307200,,,,,8,2,,,,,,,,,,,,,,,
2,985,7.624868392944336,686080,96.05,10,0.2,,0.07078125,0.24466627836227417,,,0.09675352275371552,-0.21967306703329087,,,0.0002,,663,-0.0017330943001434207,0.008598061,0.21779316514730454,,,,,,,,,,,,,,,,,
3,911,7.491077423095703,691200,96.01,16,0.2,,0.0562890625,0.49670833349227905,,,0.1067439615726471,-0.19496234819293023,,,0.0002,,668,-0.0007188957277685404,0.006609184,0.212019727230072,,,,,,,,,,,,,,,,,
4,878,7.550074577331543,696320,95.51,23,0.2,,0.0573828125,0.4868307113647461,,,0.08446546643972397,-0.18573463052511216,,,0.0002,,673,0.0029194538807496427,0.009135074,0.19862667471170425,,,,,,,,,,,,,,,,,
5,861,7.679755687713623,701440,94.41,29,0.2,,0.06796875,0.41135627031326294,,,0.07126206904649734,-0.19293456107378007,,,0.0002,,678,0.0010609789099544286,0.011508735,0.17162468239665032,,,,,,,,,,,,,,,,,
6,850,7.1976776123046875,706560,106.03,36,0.2,,0.0575,0.5373671054840088,,,0.06877951323986053,-0.20700364395976067,,,0.0002,,683,-0.0017142112739384175,0.007706332,0.17082842454314232,,,,,,,,,,,,,,,,,
7,842,6.782505989074707,711680,116.97,42,0.2,,0.0551171875,0.5880193710327148,,,0.09928032010793686,-0.21236081466078757,,,0.0002,,688,-0.0005529306456446648,0.007268601,0.19294423893094062,,,,,,,,,,,,,,,,,
8,842,7.273590564727783,716800,104.61,48,0.2,,0.065625,0.6533604860305786,,,0.1169448122382164,-0.2598456315696239,,,0.0002,,693,0.00018263602163642645,0.011152381,0.23338481932878494,,,,,,,,,,,,,,,,,
9,837,7.620662212371826,721920,94.69,54,0.2,,0.0537109375,0.4219808578491211,,,0.09956779330968857,-0.20076755449175834,,,0.0002,,698,-0.0009022797225043177,0.0071473373,0.229971983730793,,,,,,,,,,,,,,,,,
10,828,7.243323802947998,727040,107.7,61,0.2,,0.0644140625,0.6042308807373047,,,0.1118704229593277,-0.22095222353935243,,,0.0002,,703,0.00026063332334160807,0.0073164343,0.23622355371713638,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.072109375,0.6723908185958862,,,0.09679872542619705,-0.24437602058053018,,,0.0002,,708,-0.00010313092730939389,0.011283578,0.22686903551220894,,,0.97,97.64,2,1.6836327329521386,0,51.60591438972863,7.437299798727036,358400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.6,170.0,2,4.684472275444987,1,122.74746433226228,4.1398049454391,358400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,358400,0.37,0.6,0.768,0.97,0.97,0,0.97
1,1387,7.357848644256592,732160,101.55,3,,0.007,,,1,0.0002,,,320,8,,358400,,,,,8,2,,,,,,,,,,,,,,,
2,971,7.590653896331787,737280,90.93,10,0.2,,0.0568359375,0.5323740243911743,,,0.09440411627292633,-0.19809010848402978,,,0.0002,,713,-0.0020579273905605077,0.007050055,0.21732860997319223,,,,,,,,,,,,,,,,,
3,894,7.404591083526611,742400,102.77,17,0.2,,0.072734375,0.5621597766876221,,,0.09552735835313797,-0.22549213111400604,,,0.0002,,718,-0.0005286584654822945,0.009461397,0.22484082594513893,,,,,,,,,,,,,,,,,
4,857,7.311166286468506,747520,106.2,23,0.2,,0.0601171875,0.4913042187690735,,,0.07927907258272171,-0.2502706265449524,,,0.0002,,723,-0.0001797628914937377,0.007723858,0.20945187762379647,,,,,,,,,,,,,,,,,
5,829,7.4585747718811035,752640,103.7,30,0.2,,0.059140625,0.5805204510688782,,,0.10586893558502197,-0.2599271495640278,,,0.0002,,728,-0.001048585595563054,0.007916364,0.23363911658525466,,,,,,,,,,,,,,,,,
6,806,7.585763931274414,757760,97.24,38,0.2,,0.07046875,0.5569000244140625,,,0.11521153897047043,-0.24551351249217987,,,0.0002,,733,-0.0023333648266270755,0.010195529,0.28777945950627326,,,,,,,,,,,,,,,,,
7,793,7.495233535766602,762880,96.05,45,0.2,,0.0635546875,0.44335657358169556,,,0.12385039776563644,-0.22490598246455193,,,0.0002,,738,-0.002222322840243578,0.008792965,0.25523694440722466,,,,,,,,,,,,,,,,,
8,772,7.319536209106445,768000,100.91,52,0.2,,0.0494921875,0.6192126274108887,,,0.1157466471195221,-0.2200595098733902,,,0.0002,,743,-0.0006498883478343487,0.0055150157,0.24327339068055154,,,,,,,,,,,,,,,,,
9,759,7.3969831466674805,773120,103.44,60,0.2,,0.0543359375,0.4919084310531616,,,0.12934917211532593,-0.22702997133135797,,,0.0002,,748,0.001014348529279232,0.0056336904,0.25840581744909286,,,,,,,,,,,,,,,,,
10,748,7.452126502990723,778240,104.72,68,0.2,,0.0653515625,0.5296321511268616,,,0.0932479277253151,-0.24410052493214607,,,0.0002,,753,-0.0011953792255371808,0.007997433,0.23974146336317062,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.065390625,0.5694042444229126,,,0.11715064197778702,-0.24820854961872102,,,0.0002,,758,0.0012839963659644128,0.008896894,0.24003165900707246,,,1.0,101.57,2,0.594465353001087,0,48.73299806086221,7.609885830879211,409600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.56,181.53,2,4.803953731924018,1,123.03108997322589,3.7064889852702616,409600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,409600,0.43999999999999995,0.56,0.768,1.0,1.0,0,1.0
1,1106,7.574390888214111,783360,100.3,4,,0.008,,,1,0.0002,,,320,8,,409600,,,,,8,2,,,,,,,,,,,,,,,
2,839,7.492302894592285,788480,103.07,12,0.2,,0.0589453125,0.5375884771347046,,,0.10879384726285934,-0.25728632673621177,,,0.0002,,763,2.075876109302044e-05,0.006611774,0.2309528896212578,,,,,,,,,,,,,,,,,
3,798,7.261528491973877,793600,108.85,19,0.2,,0.066171875,0.5622621774673462,,,0.12152519822120667,-0.26451330095529557,,,0.0002,,768,0.00018930684076622127,0.0050068637,0.26028493613004683,,,,,,,,,,,,,,,,,
4,792,7.365520000457764,798720,109.22,25,0.2,,0.062578125,0.599997878074646,,,0.09816429764032364,-0.2840640726685524,,,0.0002,,773,-0.0013183580012992024,0.0056625926,0.2363072945177555,,,,,,,,,,,,,,,,,
5,775,7.593743801116943,803840,98.1,33,0.2,,0.059140625,0.25660133361816406,,,0.11999573558568954,-0.25235122129321097,,,0.0002,,778,-0.0003305812180042267,0.010830137,0.26271526113152505,,,,,,,,,,,,,,,,,
6,758,7.500197887420654,808960,101.25,40,0.2,,0.0571875,0.33835768699645996,,,0.11481627076864243,-0.19730178728699685,,,0.0002,,783,-0.0016599254030734301,0.008957095,0.2260336934030056,,,,,,,,,,,,,,,,,
7,744,7.365556240081787,814080,105.86,48,0.2,,0.0775,0.38848620653152466,,,0.09510061144828796,-0.24841769456863402,,,0.0002,,788,-0.0012965562334284187,0.009355812,0.22223653197288512,,,,,,,,,,,,,,,,,
8,744,7.358358383178711,819200,106.16,55,0.2,,0.068984375,0.5718737840652466,,,0.08335497975349426,-0.23026314944028856,,,0.0002,,793,-0.0007848652405664325,0.009280968,0.2090565876662731,,,,,,,,,,,,,,,,,
9,746,7.5286335945129395,824320,98.19,61,0.2,,0.0698828125,0.5078906416893005,,,0.11870159208774567,-0.197738833129406,,,0.0002,,798,-0.0033446038514375687,0.0076051936,0.2298074845969677,,,,,,,,,,,,,,,,,
10,751,7.468215465545654,829440,94.08,68,0.2,,0.056796875,0.5991169214248657,,,0.10500086843967438,-0.20291270211338996,,,0.0002,,803,-0.0008856099657714367,0.0072020134,0.2150240421295166,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0512890625,0.6208956241607666,,,0.07991217076778412,-0.19513195648789405,,,0.0002,,808,-0.003008188079111278,0.008696644,0.20717362225055694,,,1.0,88.23,2,0.3092773676773994,0,26.210247995774477,7.758753900527954,460800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.66,157.07,2,4.384722338604758,1,117.37122773490954,4.7782053714990615,460800,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,460800,0.33999999999999997,0.66,0.768,1.0,1.0,0,1.0
1,1296,7.476810932159424,834560,92.46,3,,0.008,,,1,0.0002,,,320,8,,460800,,,,,8,2,,,,,,,,,,,,,,,
2,947,7.458489418029785,839680,97.42,10,0.2,,0.05765625,0.5702463388442993,,,0.09740158170461655,-0.19446689009666443,,,0.0002,,813,-0.0003414356941357255,0.0100860465,0.20278339430689812,,,,,,,,,,,,,,,,,
3,902,7.326381206512451,844800,103.69,17,0.2,,0.065390625,0.5382122993469238,,,0.10460633039474487,-0.22532278850674628,,,0.0002,,818,-0.0007174943061545491,0.009540944,0.2147807428240776,,,,,,,,,,,,,,,,,
4,890,7.375604629516602,849920,98.33,23,0.2,,0.0671875,0.6363327503204346,,,0.070231132209301,-0.2326578240096569,,,0.0002,,823,-0.0015735094901174306,0.004967832,0.20993584528565407,,,,,,,,,,,,,,,,,
5,859,7.57993221282959,855040,90.95,29,0.2,,0.0515234375,0.2193858027458191,,,0.07510703802108765,-0.20478062078356743,,,0.0002,,828,-0.0017815256724134088,0.008473993,0.1799494132399559,,,,,,,,,,,,,,,,,
6,841,7.7449469566345215,860160,88.56,36,0.2,,0.04984375,0.4707583785057068,,,0.07300093024969101,-0.19816174998879432,,,0.0002,,833,-0.0015019410662353038,0.0067750826,0.15138575673103333,,,,,,,,,,,,,,,,,
7,830,7.550384998321533,865280,94.05,43,0.2,,0.0709375,0.5132154226303101,,,0.04980465769767761,-0.22723941177129744,,,0.0002,,838,-0.0025783491600304843,0.01067745,0.13924938187003136,,,,,,,,,,,,,,,,,
8,823,7.312792778015137,870400,101.5,49,0.2,,0.0724609375,0.6080255508422852,,,0.05266375094652176,-0.22379636034369468,,,0.0002,,843,-0.002418469423428178,0.010910272,0.14909052275121212,,,,,,,,,,,,,,,,,
9,818,7.438382148742676,875520,100.06,56,0.2,,0.071328125,0.5359193086624146,,,0.09030761569738388,-0.2604126404225826,,,0.0002,,848,-0.0008628905424848199,0.006366793,0.2017039430141449,,,,,,,,,,,,,,,,,
10,812,7.599958896636963,880640,95.59,63,0.2,,0.0707421875,0.5493625402450562,,,0.11646877229213715,-0.20753468975424766,,,0.0002,,853,-0.003398130068089813,0.008352343,0.21400606721639634,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0554296875,0.6204015016555786,,,0.08714311569929123,-0.197515399903059,,,0.0002,,858,-0.0024870756221935155,0.011003887,0.200245870500803,,,0.98,93.0,2,1.273309081978127,0,47.74934554525329,7.564897961616516,512000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.71,144.13,2,4.28503792727513,1,112.68057995945884,5.199752214103937,512000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,512000,0.27,0.71,0.768,0.98,0.98,0,0.98
1,1265,7.600358963012695,885760,92.21,4,,0.008,,,1,0.0002,,,320,8,,512000,,,,,8,2,,,,,,,,,,,,,,,
2,899,7.520176887512207,890880,98.27,11,0.2,,0.060390625,0.5652239322662354,,,0.0869772732257843,-0.19395804300904274,,,0.0002,,863,-0.0022005672147497536,0.008270304,0.2166633825004101,,,,,,,,,,,,,,,,,
3,847,7.53325080871582,896000,96.8,18,0.2,,0.0565234375,0.6622169017791748,,,0.10325934737920761,-0.2104919084906578,,,0.0002,,868,-0.0010219551669433712,0.0076388256,0.21450750276446343,,,,,,,,,,,,,,,,,
4,829,7.548549652099609,901120,92.6,24,0.2,,0.0527734375,0.5321463346481323,,,0.07878902554512024,-0.19606746286153792,,,0.0002,,873,-0.0005937377666123211,0.0052469512,0.1942261116206646,,,,,,,,,,,,,,,,,
