time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/policy_gradient_loss
3,322560,1190,12,0.0001,0.0056500495,620,0.192884930819273,0.08982136100530624,-0.23364809051156044,0.0684765625,0.2,0.8357349634170532,-0.005254158934112638
4,327680,1098,18,0.0001,0.0071952366,630,0.16764709658920765,0.08540397882461548,-0.20025706268846988,0.05490234375,0.2,0.7844476699829102,-0.004991276729851961
5,332800,1077,23,0.0001,0.0054219305,640,0.13913473304361104,0.05327498912811279,-0.22753438226878642,0.06048828125,0.2,0.8808384537696838,-0.0028208108898252248
6,337920,1060,28,0.0001,0.005942557,650,0.20197826001793145,0.09293119609355927,-0.22635234631597995,0.0541015625,0.2,0.8439814448356628,-0.003501288753468543
7,343040,1052,34,0.0001,0.00690604,660,0.24128901205956935,0.09893229603767395,-0.21888823814690114,0.048984375,0.2,0.8125047087669373,-0.005365769986528903
8,348160,1041,39,0.0001,0.0053258496,670,0.14255473263561724,0.04776020720601082,-0.18370882697403432,0.06046875,0.2,0.44301438331604004,-0.0016962708020582795
9,353280,1032,44,0.0001,0.008069264,680,0.09810942769050598,0.022005563601851463,-0.1660846745222807,0.066953125,0.2,0.597626805305481,-0.007115721213631332
10,358400,1027,49,0.0001,0.007860424,690,0.09254811249673367,0.06684713065624237,-0.20369743227958678,0.06568359375,0.2,0.7278976440429688,-0.003981776118744165
1,363520,1275,4,0.0001,0.007937579,700,0.11194774255156517,0.04253574460744858,-0.2038925939053297,0.05662109375,0.2,0.7833148241043091,-0.005037023641634732
2,368640,1006,10,0.0001,0.0055996384,710,0.119898137524724,0.049346160143613815,-0.2076618927717209,0.0554296875,0.2,0.7319002151489258,-0.0033897327841259537
3,373760,950,16,0.0001,0.00765833,720,0.13072530664503573,0.051819413900375366,-0.2565360651910305,0.06828125,0.2,0.8207922577857971,-0.00353472379501909
4,378880,919,22,0.0001,0.0070373537,730,0.18106301374733447,0.05311178043484688,-0.3070855134725571,0.06564453125,0.2,0.864447295665741,-0.004629923631437122
5,384000,913,28,0.0001,0.008777253,740,0.26105236500501633,0.084188312292099,-0.32829329013824465,0.08181640625,0.2,0.8376109600067139,-0.007384453886188567
6,389120,925,33,0.0001,0.0074939467,750,0.3851235939562321,0.19964268803596497,-0.31986804634332655,0.0726953125,0.2,0.7514291405677795,-0.0043950363318435845
7,394240,931,38,0.0001,0.0064254836,760,0.24027718372642995,0.14832918345928192,-0.2119646243751049,0.0658984375,0.2,0.6894455552101135,-0.00432137195719406
8,399360,936,43,0.0001,0.007963421,770,0.28591115199029443,0.1303354650735855,-0.26893721483647826,0.07619140625,0.2,0.7254215478897095,-0.006243827024009079
9,404480,939,49,0.0001,0.005741642,780,0.23274967297911645,0.10038488358259201,-0.22249852731823921,0.0567578125,0.2,0.7508243322372437,-0.004605755971278995
10,409600,941,54,0.0001,0.006909567,790,0.24471066147089005,0.10060448944568634,-0.22395078614354133,0.0665625,0.2,0.6898480653762817,-0.004155455774161964
1,414720,2131,2,0.0001,0.008306879,800,0.214503325894475,0.10442689061164856,-0.2433568525314331,0.06474609375,0.2,0.78550124168396,-0.004257714271079749
2,419840,1341,7,0.0001,0.008859216,810,0.1948936390131712,0.12440919131040573,-0.2024170919507742,0.0680078125,0.2,0.7575652003288269,-0.003896662462502718
3,424960,1214,12,0.0001,0.007284455,820,0.11312387809157372,0.028277970850467682,-0.1852471386641264,0.0569140625,0.2,0.814579963684082,-0.004822528657969088
4,430080,1158,17,0.0001,0.008324924,830,0.20354940824210643,0.07688556611537933,-0.2318716035783291,0.06271484375,0.2,0.7312146425247192,-0.005024474993115291
5,435200,1116,22,0.0001,0.010890566,840,0.13893747825175523,0.04210939630866051,-0.20569943383336067,0.06177734375,0.2,0.8397641777992249,-0.006079248860478401
6,440320,1098,27,0.0001,0.0067502186,850,0.20396749444305898,0.08715343475341797,-0.21510142520070075,0.0617578125,0.2,0.7444697618484497,-0.004581534279277548
7,445440,1089,32,0.0001,0.0073637366,860,0.13696203481405975,0.04595879837870598,-0.2206817699968815,0.06701171875,0.2,0.777712881565094,-0.004021766756195575
8,450560,1080,37,0.0001,0.006510747,870,0.12532833263278007,0.05785147100687027,-0.17769635617733,0.0629296875,0.2,0.7275272607803345,-0.0046775903250090775
9,455680,1076,42,0.0001,0.010979327,880,0.12462422758340835,0.036644693464040756,-0.19805857867002488,0.062734375,0.2,0.7798731327056885,-0.00468692408176139
10,460800,1059,48,0.0001,0.008795243,890,0.13011842250823974,0.06459110975265503,-0.2210790615528822,0.0666796875,0.2,0.7874822616577148,-0.005539100517053157
1,465920,2014,2,0.0001,0.0075544543,900,0.09269462190568448,0.017863135784864426,-0.14845064707100392,0.04974609375,0.2,0.46662670373916626,-0.003284956607967615
2,471040,1277,8,0.0001,0.012145867,910,0.08827207354828716,0.01866784878075123,-0.18370288856327532,0.058515625,0.2,0.6572664380073547,-0.007165474628563971
3,476160,1156,13,0.0001,0.0081960615,920,0.1063994925096631,0.03771620988845825,-0.23185460798442364,0.05865234375,0.2,0.7883714437484741,-0.0042263032402843235
4,481280,1128,18,0.0001,0.012176486,928,0.11287119795878728,0.051726896315813065,-0.2274377023180326,0.06283854166666666,0.2,0.8034226298332214,-0.005127953644841909
5,486400,1103,23,0.0001,0.006349256,938,0.09458288935944438,0.10023573786020279,-0.19833022110164167,0.05193359375,0.2,0.836585521697998,-0.004021133834030479
6,491520,1075,28,0.0001,0.0057268804,948,0.15174126759171486,0.06742673367261887,-0.20787000544369222,0.04767578125,0.2,0.8258578777313232,-0.003240751950070262
7,496640,1062,33,0.0001,0.006239406,958,0.18988235764205455,0.07294586300849915,-0.18704062521457673,0.05544921875,0.2,0.7324659824371338,-0.005620523323304951
8,501760,1058,38,0.0001,0.0098902825,968,0.13838038243353368,0.07540365308523178,-0.17673077881336213,0.05439453125,0.2,0.8268067836761475,-0.00438066843431443
9,506880,1044,44,0.0001,0.006342396,978,0.20347256429493427,0.054711662232875824,-0.19856942676007747,0.054453125,0.2,0.8131093382835388,-0.0028774087107740344
10,512000,1032,49,0.0001,0.0067620547,988,0.2034803054854274,0.07990726083517075,-0.2459233496338129,0.05212890625,0.2,0.8866435289382935,-0.004736545823980123
1,517120,1830,2,0.0001,0.0070412345,998,0.14525136202573777,0.04779776930809021,-0.19818145520985125,0.0556640625,0.2,0.8814887404441833,-0.005965182258514687
2,522240,1269,8,0.0001,0.0049559367,1008,0.1489476751536131,0.034978725016117096,-0.1589021997898817,0.045390625,0.2,0.7519512176513672,-0.005331704998388887
3,527360,1166,13,0.0001,0.009202149,1018,0.22438556186854838,0.09173353761434555,-0.18023272641003132,0.05767578125,0.2,0.6861869096755981,-0.0035683797067031266
4,532480,1124,18,0.0001,0.0098297335,1028,0.1538168514892459,0.06812898814678192,-0.2499406209588051,0.063359375,0.2,0.8381463289260864,-0.0036950782360509037
5,537600,1106,23,0.0001,0.008012426,1038,0.19403879664838314,0.083446204662323,-0.23839685909450054,0.0603125,0.2,0.8123149871826172,-0.004378899150760844
6,542720,1087,28,0.0001,0.0071971538,1048,0.22115977175533771,0.12703858315944672,-0.2759718522429466,0.059375,0.2,0.8632304072380066,-0.00512970031471923
7,547840,1071,33,0.0001,0.007471544,1058,0.24351177982985972,0.11057960242033005,-0.20912874311208726,0.06494140625,0.2,0.7722694873809814,-0.005277167144231498
8,552960,1052,38,0.0001,0.011772907,1068,0.19509655460715294,0.07854880392551422,-0.22449558109045029,0.07841796875,0.2,0.807096004486084,-0.00697206198819913
9,558080,1043,44,0.0001,0.0062155896,1078,0.18118237055838107,0.09620099514722824,-0.21711184434592723,0.05666015625,0.2,0.8337119221687317,-0.00577578091993928
10,563200,1037,49,0.0001,0.005957972,1088,0.1691317306086421,0.07616665959358215,-0.23393879629671574,0.060390625,0.2,0.8520967960357666,-0.0038586974190548064
1,568320,2185,2,0.0001,0.0067642787,1098,0.2001194230094552,0.0708787590265274,-0.2136069843173027,0.0563671875,0.2,0.8534684181213379,-0.003993713326053694
2,573440,1277,8,0.0001,0.0067898124,1108,0.23269002240151168,0.07930225133895874,-0.2430684520304203,0.0579296875,0.2,0.8566880226135254,-0.005020078299567104
3,578560,1152,13,0.0001,0.006574349,1118,0.18604160398244857,0.06321301311254501,-0.17840570271015166,0.05533203125,0.2,0.8190217018127441,-0.009534199305344373
4,583680,1111,18,0.0001,0.0077705095,1128,0.20176796160638333,0.09021048992872238,-0.1831845197826624,0.0654296875,0.2,0.7734993696212769,-0.007907925914041698
5,588800,1086,23,0.0001,0.0108381,1138,0.18049730338156222,0.06585254520177841,-0.15537622682750224,0.0633203125,0.2,0.7212754487991333,-0.0065134895010851325
6,593920,1077,28,0.0001,0.009296814,1148,0.16004989854991436,0.06689755618572235,-0.18667630553245546,0.05619140625,0.2,0.8500108122825623,-0.0034642382769379766
7,599040,1063,33,0.0001,0.008705512,1158,0.2402732938528061,0.10903497785329819,-0.22352456651628017,0.05693359375,0.2,0.8835503458976746,-0.0034304989082738755
8,604160,1046,39,0.0001,0.008640088,1168,0.2543844725191593,0.13539844751358032,-0.16486164055764674,0.0532421875,0.2,0.7223185300827026,-0.0031956415600143374
9,609280,1038,44,0.0001,0.0092497235,1178,0.2781408807635307,0.11800564080476761,-0.26355920486152173,0.06609375,0.2,0.9007903933525085,-0.004757077333051711
10,614400,1033,49,0.0001,0.0088809645,1188,0.12846152417361736,0.05204252153635025,-0.16571970622986554,0.058359375,0.2,0.8896130323410034,-0.0038832614151760934
1,619520,2287,2,0.0001,0.008055103,1198,0.15075223859399556,0.06299635767936707,-0.12158032950013876,0.041953125,0.2,0.6030009388923645,-0.004059226342942566
2,624640,1350,7,0.0001,0.009983134,1208,0.12254226200282574,0.05800822377204895,-0.11567357607185841,0.05173828125,0.2,0.4741222858428955,-0.005148231647908687
3,629760,1223,12,0.0001,0.01294345,1218,0.14353881862880002,0.06332796812057495,-0.17589246974599482,0.059639362373737376,0.2,0.723812997341156,-0.0032317464691445684
4,634880,1133,18,0.0001,0.011653157,1228,0.15775656197220086,0.05777451768517494,-0.177428342923522,0.06005859375,0.2,0.6867997646331787,-0.0033122812886722387
5,640000,1082,23,0.0001,0.007056917,1238,0.1505895172059536,0.05697086453437805,-0.17197020269930363,0.05466796875,0.2,0.714072048664093,-0.004290133493486792
6,645120,1063,28,0.0001,0.009075404,1248,0.12305743128061294,0.05446145683526993,-0.16564652301371097,0.05005859375,0.2,0.7795093655586243,-0.005216012909077108
7,650240,1050,34,0.0001,0.008546562,1258,0.12461549390107393,0.04522901773452759,-0.19668903924524783,0.06134765625,0.2,0.8246756792068481,-0.0052529984456487
8,655360,1042,39,0.0001,0.011093875,1268,0.19215476892888547,0.10877200961112976,-0.18461521681398152,0.06861328125,0.2,0.7379838228225708,-0.005136588148307055
9,660480,1041,44,0.0001,0.008741041,1278,0.17900461703538895,0.08119115978479385,-0.20349195033311843,0.052421875,0.2,0.8071780204772949,-0.0049851761385798455
10,665600,1034,49,0.0001,0.0048119305,1288,0.16722584057599307,0.05086132138967514,-0.15202984813600778,0.0474609375,0.2,0.7436422109603882,-0.0031212329305708407
1,670720,1815,2,0.0001,0.004674114,1298,0.1390642587468028,0.07280129194259644,-0.158163654319942,0.0409375,0.2,0.8320267200469971,-0.002610782980918884
2,675840,1209,8,0.0001,0.009578617,1308,0.2022647199034691,0.10475317388772964,-0.18824843026697635,0.05865234375,0.2,0.7971369028091431,-0.005102224904112518
3,680960,1131,13,0.0001,0.0069188983,1318,0.2013582516089082,0.11965745687484741,-0.17410703539848327,0.0533984375,0.2,0.7304793000221252,-0.004687119016889483
4,686080,1073,19,0.0001,0.009640489,1328,0.11435156498104333,0.0618412084877491,-0.17066642448306082,0.05748046875,0.2,0.866024911403656,-0.0038462050748057663
5,691200,1056,24,0.0001,0.007278093,1338,0.21951530076563358,0.12908834218978882,-0.200030545219779,0.0525,0.2,0.8324463367462158,-0.0042493280745111404
6,696320,1054,29,0.0001,0.01070561,1348,0.16492950671879703,0.07268772274255753,-0.14211266787436905,0.04617228835978836,0.2,0.6983091831207275,-0.00422473642827263
7,701440,1045,34,0.0001,0.008223646,1358,0.20462846867740153,0.058463357388973236,-0.29473842099308967,0.06056640625,0.2,0.8682974576950073,-0.004107407946139574
8,706560,1040,39,0.0001,0.0077734753,1368,0.1520592249557376,0.05642763152718544,-0.1787467010319233,0.05494140625,0.2,0.8251654505729675,-0.004607819099910557
9,711680,1032,44,0.0001,0.00838724,1378,0.18529240000993014,0.07856308668851852,-0.20421588830649853,0.0598828125,0.2,0.8563754558563232,-0.005476348667871207
10,716800,1027,49,0.0001,0.007386462,1388,0.18284109238535165,0.06224207580089569,-0.20862345844507219,0.057109375,0.2,0.8479787707328796,-0.004339049295522273
1,721920,2155,2,0.0001,0.0047526653,1398,0.2664396943897009,0.11276910454034805,-0.23039811305701732,0.05921875,0.2,0.8016780614852905,-0.004666673522442579
2,727040,1361,7,0.0001,0.008993774,1408,0.23076416984200476,0.08015039563179016,-0.16544670928269625,0.05970703125,0.2,0.6784422397613525,-0.007135305136907846
3,732160,1209,12,0.0001,0.010258289,1418,0.21056119978427887,0.0898633748292923,-0.20754483014345168,0.06330078125,0.2,0.7724471688270569,-0.004334015573840588
4,737280,1162,17,0.0001,0.0066358126,1428,0.13185868751257657,0.03376425430178642,-0.13345299314707518,0.0487109375,0.2,0.8062251806259155,-0.0032072686217725277
5,742400,1102,23,0.0001,0.007966652,1438,0.17360714327543975,0.0732605904340744,-0.15545862812548875,0.0516015625,0.2,0.665886640548706,-0.0031424018181860445
6,747520,1082,28,0.0001,0.010242141,1448,0.17655337292701007,0.08636944741010666,-0.2925937186926603,0.0771875,0.2,0.7324966192245483,-0.0063889746437780556
7,752640,1067,33,0.0001,0.009539582,1458,0.19075994994491338,0.06472739577293396,-0.23953273579478263,0.0688671875,0.2,0.711342453956604,-0.001882675332017243
8,757760,1051,38,0.0001,0.008046562,1468,0.18782018039375545,0.07782111316919327,-0.17604639165103436,0.05322265625,0.2,0.7366979122161865,-0.004448352879844606
9,762880,1038,44,0.0001,0.0129112275,1478,0.23091620936989785,0.10663369297981262,-0.20995472870767118,0.0627734375,0.2,0.7118934392929077,-0.003616501056822017
10,768000,1028,49,0.0001,0.008655847,1488,0.21644828729331494,0.08757929503917694,-0.21231044098734855,0.059140625,0.2,0.749658465385437,-0.0037925824394915253
1,773120,2204,2,0.0001,0.0099987555,1498,0.23112704642117024,0.12047877162694931,-0.27108159601688386,0.07078125,0.2,0.7874940633773804,-0.0032690282235853375
2,778240,1379,7,0.0001,0.006649704,1508,0.21974297069013118,0.07883068919181824,-0.22036434426903725,0.0503515625,0.2,0.7714884281158447,-0.004553833629470319
3,783360,1120,13,0.0001,0.00673684,1518,0.1943147014081478,0.08463054895401001,-0.21201121762394906,0.05826171875,0.2,0.6203384399414062,-0.004404421511571855
4,788480,961,21,0.0001,0.0060800402,1528,0.16727044131606816,0.061447277665138245,-0.22143748313188552,0.05263671875,0.2,0.7456399202346802,-0.0025553890154697
5,793600,913,28,0.0001,0.0073056845,1538,0.17844960067421198,0.07135903835296631,-0.21321347378194333,0.0590234375,0.2,0.7862900495529175,-0.0025774209876544773
6,798720,887,34,0.0001,0.0093689645,1548,0.1887453556060791,0.08369575440883636,-0.20101197108626365,0.07017578125,0.2,0.7792044281959534,-0.008042051526717841
7,803840,871,41,0.0001,0.009757631,1558,0.15848671700805425,0.06697235256433487,-0.128802360445261,0.04703125,0.2,0.604497492313385,-0.0033566598279867322
8,808960,849,48,0.0001,0.005494398,1568,0.19613911129534245,0.07726123183965683,-0.2078651976585388,0.0472265625,0.2,0.7980638146400452,-0.004396937231067568
9,814080,831,55,0.0001,0.007971718,1578,0.17536048244684935,0.08021240681409836,-0.1797793087363243,0.06228515625,0.2,0.8143975734710693,-0.004354846908245236
10,819200,822,62,0.0001,0.0073696272,1588,0.15034433230757713,0.05334210395812988,-0.14017637141048908,0.04919921875,0.2,0.6633656620979309,-0.0034302785759791734
1,824320,1532,3,0.0001,0.009074475,1598,0.12970921654254197,0.0476234033703804,-0.17371960058808328,0.0571875,0.2,0.8643450736999512,-0.0018133648065850139
2,829440,1060,9,0.0001,0.009107225,1608,0.15700104005634785,0.04993214085698128,-0.18891610860824584,0.06900390625,0.2,0.821372389793396,-0.005196266432758421
3,834560,939,16,0.0001,0.0045809876,1618,0.1759898556768894,0.06325487792491913,-0.19017161816358566,0.05216796875,0.2,0.8125398755073547,-0.004477835384896025
4,839680,939,21,0.0001,0.007141656,1628,0.19707682766020299,0.07048842310905457,-0.20730935357511043,0.066640625,0.2,0.8510041236877441,-0.006330949573311955
5,844800,935,27,0.0001,0.007977102,1638,0.20277121368795634,0.11186548322439194,-0.21727743186056614,0.05763671875,0.2,0.8611401915550232,-0.0047508814535103736
6,849920,940,32,0.0001,0.0063577183,1648,0.2182445652037859,0.10423705726861954,-0.2082550437003374,0.05515625,0.2,0.840007483959198,-0.005842836557421833
7,855040,943,37,0.0001,0.005977175,1658,0.2154181645065546,0.06173142045736313,-0.23278195321559905,0.06119140625,0.2,0.8770235776901245,-0.005280780026223511
8,860160,945,43,0.0001,0.0065751383,1668,0.22459641307592393,0.07345405966043472,-0.21457737363874912,0.063203125,0.2,0.8497470617294312,-0.004337208576034754
9,865280,937,49,0.0001,0.0061859125,1678,0.240091313123703,0.053778283298015594,-0.1904104010015726,0.05380859375,0.2,0.7850115299224854,-0.005813639964908361
10,870400,919,55,0.0001,0.007901056,1688,0.265643078610301,0.11714798957109451,-0.21886968091130257,0.0612109375,0.2,0.8134763240814209,-0.006595348874107003
