time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/policy_gradient_loss
1,875520,1118,4,0.0001,0.0063769235,1698,0.13171550635248422,0.03581584244966507,-0.16748110450804232,0.0537109375,0.2,0.8631916046142578,-0.00708146080840379
2,880640,944,10,0.0001,0.009292414,1708,0.39572987146675587,0.18770162761211395,-0.32955166444182393,0.085625,0.2,0.8131442070007324,-0.005826260133180767
3,885760,876,17,0.0001,0.0075840326,1718,0.4746091534942389,0.16282223165035248,-0.4161859366297722,0.075234375,0.2,0.7362171411514282,-0.0067236567102372646
4,890880,862,23,0.0001,0.010765791,1728,0.3284614061564207,0.12113818526268005,-0.45927665665745737,0.094140625,0.2,0.8639340400695801,-0.006168319922871888
5,896000,852,30,0.0001,0.01132009,1738,0.32369387172162534,0.12146928161382675,-0.4602665823698044,0.0940625,0.2,0.8522147536277771,-0.006259331710170954
6,901120,812,37,0.0001,0.009411455,1748,0.3963334521651268,0.17411074042320251,-0.44066301971673966,0.08232421875,0.2,0.7855590581893921,-0.0049084433354437355
7,906240,803,44,0.0001,0.017117176,1756,0.3289778968201408,0.13052520155906677,-0.4796676888496061,0.11768196202531646,0.2,0.8150494694709778,-0.005504509177695536
8,911360,802,51,0.0001,0.011584069,1766,0.37349601291120055,0.20600076019763947,-0.5036564263701439,0.09958984375,0.2,0.7115728855133057,-0.0049491086089983585
9,916480,798,57,0.0001,0.013364208,1776,0.31040432706475257,0.14372466504573822,-0.5729822021722794,0.11001953125,0.2,0.796262264251709,-0.006233070068992675
10,921600,790,64,0.0001,0.017301893,1786,0.4113242284208536,0.11505988985300064,-0.49091621771454813,0.1351171875,0.2,0.6225825548171997,-0.008146991548128426
1,926720,1420,3,0.0001,0.008617694,1796,0.29810334138572214,0.10916569828987122,-0.4507120457291603,0.0915234375,0.2,0.5491464138031006,-0.006541645263787359
2,931840,973,10,0.0001,0.015666228,1806,0.30272817648947237,0.0834784209728241,-0.5378373338282109,0.12421875,0.2,0.6110448837280273,-0.00761468093842268
3,936960,891,17,0.0001,0.010071455,1816,0.29192114874720576,0.06408905982971191,-0.5375412519276143,0.08744140625,0.2,0.518100380897522,-0.004001796275842935
4,942080,855,23,0.0001,0.01167387,1826,0.21953189138323068,0.0792454183101654,-0.49107072323560713,0.105546875,0.2,0.5785549283027649,-0.007324182349257171
5,947200,840,30,0.0001,0.012225563,1836,0.26234808437526225,0.10790006071329117,-0.4617971056699753,0.121171875,0.2,0.5040669441223145,-0.0059416581608820705
6,952320,833,36,0.0001,0.017211018,1846,0.33975732028484346,0.0977683812379837,-0.47097359389066695,0.12017578125,0.2,0.33234089612960815,-0.008613349562510848
7,957440,825,43,0.0001,0.013185479,1856,0.2598596514761448,0.09006340056657791,-0.4826474057137966,0.10326171875,0.2,0.07513171434402466,-0.005067552782129496
8,962560,820,49,0.0001,0.014338036,1866,0.24479037143290042,0.09447695314884186,-0.4511470517516136,0.09294921875,0.2,0.12322258949279785,-0.0065387790650129314
9,967680,818,56,0.0001,0.009463672,1876,0.17483712114393712,0.07826010882854462,-0.4738053907454014,0.09369140625,0.2,0.30767959356307983,-0.006136775985360146
10,972800,816,62,0.0001,0.012826012,1886,0.18973531614989042,0.10766337811946869,-0.472440741956234,0.10146484375,0.2,0.2117539644241333,-0.004907128792256117
1,977920,1605,3,0.0001,0.0093999645,1896,0.19605146575719118,0.06685975193977356,-0.4532806448638439,0.0836328125,0.2,0.33877044916152954,-0.006559367845766246
2,983040,1054,9,0.0001,0.014014533,1906,0.14450763737782835,0.04303187131881714,-0.4262523674964905,0.093671875,0.2,0.3398742079734802,-0.008325113587779924
3,988160,958,16,0.0001,0.011594098,1916,0.17308202777057885,0.06322956830263138,-0.4160459689795971,0.1046484375,0.2,0.4488224387168884,-0.004691715980879962
4,993280,908,22,0.0001,0.0104759345,1926,0.2181206604093313,0.08603503555059433,-0.4427362164855003,0.09935546875,0.2,0.2622770071029663,-0.008546234586974606
5,998400,886,28,0.0001,0.009650567,1936,0.21500523392111062,0.10770605504512787,-0.4220243555307388,0.09744140625,0.2,0.46785521507263184,-0.006404766105115414
6,1003520,872,35,0.0001,0.015271354,1946,0.2125497740507126,0.0896625965833664,-0.3877642643451691,0.11216796875,0.2,0.3073686957359314,-0.0047931319242343305
7,1008640,861,41,0.0001,0.012987373,1956,0.18178659629076718,0.04944443330168724,-0.38194653451442717,0.10455078125,0.2,0.4260740280151367,-0.007787658367305994
8,1013760,855,47,0.0001,0.0116288755,1966,0.13130292288959025,0.02929844707250595,-0.3714039099216461,0.09671875,0.2,0.3712300658226013,-0.006516934372484684
9,1018880,850,54,0.0001,0.011376722,1976,0.13486154958605767,0.058531321585178375,-0.37386913046240805,0.10607421875,0.2,0.4077196717262268,-0.005251682954840362
10,1024000,846,60,0.0001,0.010638734,1986,0.1723898572102189,0.054135747253894806,-0.3984190335869789,0.09412109375,0.2,0.4296790361404419,-0.005690458910539747
1,1029120,1646,3,0.0001,0.010424787,1996,0.16177319940179585,0.039225172251462936,-0.3448352015018463,0.09517578125,0.2,0.47060590982437134,-0.006240754700265825
2,1034240,1089,9,0.0001,0.012013955,2006,0.15969216514378787,0.06459660828113556,-0.36373751670122145,0.09666015625,0.2,0.4314916729927063,-0.007041686493903398
3,1039360,975,15,0.0001,0.008589076,2016,0.18197201699018478,0.04636206477880478,-0.3451899181306362,0.08552734375,0.2,0.4938271641731262,-0.006925916874315589
4,1044480,905,22,0.0001,0.012692152,2026,0.16343721475452186,0.07803944498300552,-0.3160633261501789,0.084609375,0.2,0.5247457027435303,-0.005865369790699333
5,1049600,885,28,0.0001,0.008043543,2036,0.19704757690429686,0.0757828801870346,-0.3028078557550907,0.0758984375,0.2,0.5377771854400635,-0.005374621556838975
6,1054720,871,35,0.0001,0.013519593,2046,0.1709240523725748,0.03724021464586258,-0.3268344734609127,0.095,0.2,0.5588436722755432,-0.007938190160784871
7,1059840,862,41,0.0001,0.00940167,2056,0.197152565382421,0.06581339240074158,-0.3329593861103058,0.09361328125,0.2,0.5043778419494629,-0.00579256531316787
8,1064960,855,47,0.0001,0.009937508,2066,0.16300284992903472,0.042723171412944794,-0.3029341948777437,0.07939453125,0.2,0.6067600250244141,-0.005309356944635511
9,1070080,849,54,0.0001,0.009702818,2076,0.15532492533326148,0.09156665205955505,-0.390952405333519,0.094765625,0.2,0.5942031145095825,-0.006702308419626206
10,1075200,847,60,0.0001,0.0120417215,2086,0.20052926782518626,0.06482397019863129,-0.34908210128545764,0.098046875,0.2,0.47847598791122437,-0.00570366570726037
1,1080320,1870,2,0.0001,0.011290521,2096,0.23281762145459653,0.04630773514509201,-0.27465719372034075,0.08796875,0.2,0.4394962191581726,-0.005404823319986462
2,1085440,1195,8,0.0001,0.014112627,2106,0.22163335740566253,0.08620649576187134,-0.3100055082142353,0.10142578125,0.2,0.5495275259017944,-0.006848711231723428
3,1090560,1076,14,0.0001,0.010878256,2116,0.22528145752847195,0.1148485541343689,-0.28717842407524585,0.088515625,0.2,0.4435117840766907,-0.005088403194677084
4,1095680,1012,20,0.0001,0.010706146,2126,0.18793973822146653,0.07313708961009979,-0.26651796028018,0.08185546875,0.2,0.3767130970954895,-0.005900774034671485
5,1100800,976,26,0.0001,0.011298684,2136,0.1605892324820161,0.046121254563331604,-0.2927871811389923,0.0849609375,0.2,0.5180916786193848,-0.008098100838251411
6,1105920,957,32,0.0001,0.010171312,2146,0.19183586928993462,0.07499992102384567,-0.3038837812840939,0.08255859375,0.2,0.4421672224998474,-0.005599661187734455
7,1111040,957,37,0.0001,0.012641629,2156,0.16478281952440738,0.04095149785280228,-0.2948042952269316,0.09005859375,0.2,0.43835288286209106,-0.010830226442776621
8,1116160,982,41,0.0001,0.02647882,2163,0.21526413326782565,0.1016567274928093,-0.27956295866639386,0.08439390120967742,0.2,0.4326120615005493,-0.0018837548259104933
9,1121280,984,46,0.0001,0.013405877,2173,0.20980744566768408,0.09196082502603531,-0.2895709661394358,0.0938671875,0.2,0.4873819947242737,-0.007605263136792928
10,1126400,1032,49,0.0001,0.030663949,2175,0.259478149669511,0.1775309145450592,-0.339200853237084,0.06194196428571429,0.2,0.4182039499282837,0.0036948108047779116
1,1131520,2157,2,0.0001,0.01314506,2182,0.18569197528290027,0.0913592278957367,-0.3648539826725469,0.07708925189393939,0.2,0.46444594860076904,-0.007866254101055816
2,1136640,1333,7,0.0001,0.018336782,2192,0.17729334469123553,0.07539203017950058,-0.2657513237127694,0.09106182795698925,0.2,0.42308759689331055,-0.0073505025782612384
3,1141760,1217,12,0.0001,0.010773645,2202,0.13480839293450117,0.02731996774673462,-0.2825331251323223,0.078203125,0.2,0.4639320373535156,-0.005698112538084388
4,1146880,1152,17,0.0001,0.011356017,2212,0.1198241662606597,0.04853823408484459,-0.2864281429350376,0.07615234375,0.2,0.62172532081604,-0.004231286137364804
5,1152000,1108,23,0.0001,0.01450478,2222,0.17540083028376102,0.058033108711242676,-0.26882588528096674,0.07568359375,0.2,0.5128315687179565,-0.0055909767979756
6,1157120,1086,28,0.0001,0.01367069,2232,0.16537369050085546,0.06192998215556145,-0.33146878391504286,0.083515625,0.2,0.5711886882781982,-0.005624906385783106
7,1162240,1070,33,0.0001,0.012862721,2242,0.14853311020880938,0.023422375321388245,-0.44000704646110533,0.09669921875,0.2,0.6770014762878418,-0.0072265636851079765
8,1167360,1057,38,0.0001,0.010734207,2252,0.23765398390591144,0.1022661030292511,-0.3294842466711998,0.077578125,0.2,0.572485089302063,-0.005786161264404654
9,1172480,1050,43,0.0001,0.011614999,2262,0.21628060564398766,0.07994914799928665,-0.2935668087005615,0.08212890625,0.2,0.5293832421302795,-0.006325676939450204
10,1177600,1043,49,0.0001,0.010725855,2272,0.23902060583233833,0.08050669729709625,-0.38272672802209856,0.0953515625,0.2,0.5311789512634277,-0.008415658152662217
1,1182720,1891,2,0.0001,0.0121247275,2282,0.21538415607064962,0.057678863406181335,-0.33115353956818583,0.09615234375,0.2,0.5527798533439636,-0.00822231479221955
2,1187840,1211,8,0.0001,0.012300642,2292,0.21578154239803551,0.06019924581050873,-0.26041137367486955,0.08265625,0.2,0.43928784132003784,-0.008126513820607216
3,1192960,1127,13,0.0001,0.009359375,2302,0.21122509405016898,0.11095759272575378,-0.29601543337106706,0.0719921875,0.2,0.5563521385192871,-0.006239719137083739
4,1198080,1139,17,0.0001,0.017096976,2309,0.2221856004045915,0.09909724444150925,-0.2312789938246557,0.0685562015503876,0.2,0.4875319004058838,-0.002445628906260858
5,1203200,1102,23,0.0001,0.0104530845,2319,0.19243783671408893,0.05809163674712181,-0.22417717538774012,0.0732421875,0.2,0.4408847689628601,-0.005865848349640146
6,1208320,1055,29,0.0001,0.009789116,2329,0.14850688997656106,0.05183420702815056,-0.2608993521332741,0.07068359375,0.2,0.5700864791870117,-0.005641733203083277
7,1213440,1049,34,0.0001,0.018769708,2339,0.16448713179677724,0.048044443130493164,-0.23348430126905442,0.0980078125,0.2,0.5101190805435181,-0.010786631864029915
8,1218560,1039,39,0.0001,0.010048671,2349,0.16120985221117734,0.03962552547454834,-0.25709914408624174,0.073046875,0.2,0.4985516667366028,-0.005439913959708065
9,1223680,1033,44,0.0001,0.014029023,2359,0.1319949807971716,0.0381208099424839,-0.3291818714141846,0.088203125,0.2,0.49513310194015503,-0.005849847180070355
10,1228800,1032,49,0.0001,0.014038309,2369,0.13577952168881893,0.03239013999700546,-0.3364302095770836,0.09109375,0.2,0.6133800745010376,-0.0077054390800185505
1,1233920,1286,3,0.0001,0.015832637,2377,0.16566811390704922,0.08638755977153778,-0.29109754529479265,0.07515726461038962,0.2,0.6306814551353455,-0.0040889797405666345
2,1239040,1091,9,0.0001,0.014723176,2387,0.0919736708700657,-0.004261638969182968,-0.3257898074388504,0.0907421875,0.2,0.6614056825637817,-0.010147667124401778
3,1244160,1042,14,0.0001,0.013572024,2397,0.10257651614025236,0.020591288805007935,-0.3348540018498898,0.1052734375,0.2,0.6286462545394897,-0.009384269926231354
4,1249280,1028,19,0.0001,0.01440095,2407,0.14066153828054667,0.045196183025836945,-0.3767099630832672,0.09486328125,0.2,0.44490015506744385,-0.005911180370021612
5,1254400,1016,25,0.0001,0.012256368,2417,0.1311121645756066,0.02818472683429718,-0.39901630863547327,0.09708984375,0.2,0.34282374382019043,-0.006351337993983179
6,1259520,1004,30,0.0001,0.010994507,2427,0.09834572711959481,0.030359145253896713,-0.370034634321928,0.08544921875,0.2,0.47884857654571533,-0.0068903299130033705
7,1264640,993,36,0.0001,0.01609524,2437,0.11314434505999088,0.00810057669878006,-0.35414952456951143,0.10283203125,0.2,0.3499704599380493,-0.006195120196789503
8,1269760,981,41,0.0001,0.013777897,2447,0.1475247861817479,0.05002304166555405,-0.35689154267311096,0.09787109375,0.2,0.2443041205406189,-0.007287455939222127
9,1274880,976,47,0.0001,0.015102851,2457,0.12368273811414837,0.043993812054395676,-0.3578459766507149,0.100078125,0.2,0.3360143303871155,-0.009504987101536244
10,1280000,975,52,0.0001,0.01700689,2467,0.15661953300237655,0.0291158277541399,-0.2959108195453882,0.0818359375,0.2,0.18795782327651978,-0.0049005909962579605
1,1285120,2010,2,0.0001,0.013469833,2477,0.16781230513006448,0.03549075871706009,-0.30471171721816065,0.08037109375,0.2,0.30509132146835327,-0.007262417932506651
2,1290240,1437,7,0.0001,0.020269353,2485,0.1637187276110553,0.03364621102809906,-0.3460909730236002,0.0832109899328859,0.2,0.3455325961112976,-0.006339079653531713
3,1295360,1525,10,0.0001,0.016060436,2487,0.15859277149041492,0.10523994266986847,-0.43933811187744143,0.08385416666666666,0.2,0.4759064316749573,0.00199528851856788
4,1300480,1328,15,0.0001,0.015993277,2497,0.0827199201658368,0.006153818219900131,-0.40340118944644926,0.1143359375,0.2,0.4379555583000183,-0.008775302516296506
5,1305600,1216,21,0.0001,0.013696549,2507,0.11237418852746486,0.028696995228528976,-0.4417579510807991,0.09419921875,0.2,0.40117645263671875,-0.0065895289508625865
6,1310720,1157,26,0.0001,0.015347114,2517,0.09183395999483764,0.005985494703054428,-0.4238696649670601,0.1159375,0.2,0.45037126541137695,-0.007399406782351434
7,1315840,1112,32,0.0001,0.011364009,2527,0.10375207733362914,0.021212920546531677,-0.40266458004713057,0.1040234375,0.2,0.43778562545776367,-0.006524422178044915
8,1320960,1077,38,0.0001,0.014331984,2537,0.1121909237280488,0.03482073172926903,-0.3700056692957878,0.1110546875,0.2,0.475816011428833,-0.007027698163874448
9,1326080,1055,43,0.0001,0.013795832,2547,0.1513223146274686,0.024270422756671906,-0.407468386888504,0.10380859375,0.2,0.5617709159851074,-0.007911372453672811
10,1331200,1039,49,0.0001,0.010989962,2557,0.13628132231533527,0.046506259590387344,-0.40132545188069346,0.0794921875,0.2,0.712213397026062,-0.0073052506381645795
1,1336320,1866,2,0.0001,0.011109559,2567,0.14134899765253067,0.033324357122182846,-0.3503099924325943,0.09212890625,0.2,0.44919174909591675,-0.006601048337761313
2,1341440,1304,7,0.0001,0.010085076,2577,0.08586530849337577,0.009519524872303009,-0.36374119207262995,0.0817578125,0.2,0.5178180932998657,-0.005253384828101844
3,1346560,1175,13,0.0001,0.016806278,2587,0.08914716504514217,0.011343639343976974,-0.38488469541072845,0.088984375,0.2,0.4793860912322998,-0.005582352306228131
4,1351680,1118,18,0.0001,0.016340453,2597,0.15388949222862722,0.041194915771484375,-0.3277291326224804,0.08796875,0.2,0.4216649532318115,-0.0057277696602977815
5,1356800,1076,23,0.0001,0.010994999,2607,0.14063176026567817,0.025539260357618332,-0.4275608034431934,0.10138671875,0.2,0.4763094186782837,-0.009582721299957485
6,1361920,1041,29,0.0001,0.011761856,2617,0.13281441386789083,0.03493950515985489,-0.4051748311519623,0.08865234375,0.2,0.459753155708313,-0.005888181529007852
7,1367040,1027,34,0.0001,0.013922143,2627,0.10706540979444981,0.020275738090276718,-0.4337442052364349,0.1082421875,0.2,0.4973781704902649,-0.009703965885564684
8,1372160,1014,40,0.0001,0.011754932,2637,0.10256823671981692,0.0044692400842905045,-0.3962519225478172,0.09251953125,0.2,0.5173345804214478,-0.009496693732216954
9,1377280,1005,45,0.0001,0.01661284,2647,0.09869336606934667,0.019876834005117416,-0.37103592827916143,0.09232421875,0.2,0.49766165018081665,-0.008306908023077994
10,1382400,1026,49,0.0001,0.012179982,2652,0.1559642837526872,0.07359665632247925,-0.37742686947596443,0.07075547680412371,0.2,0.447767972946167,-0.005595335698465711
1,1387520,2113,2,0.0001,0.013938047,2662,0.11026489553973079,0.02335851453244686,-0.4028840428590775,0.1016796875,0.2,0.5483661890029907,-0.007746849046088755
2,1392640,1213,8,0.0001,0.012328609,2672,0.09707484673708677,0.014443805441260338,-0.4619474658370018,0.0926953125,0.2,0.5286590456962585,-0.008998508818913252
3,1397760,1107,13,0.0001,0.014807491,2682,0.17339095242321492,0.047526031732559204,-0.3890110455453396,0.10771484375,0.2,0.41134458780288696,-0.007924448538105935
4,1402880,1066,19,0.0001,0.014199962,2692,0.16242138020694255,0.04755181074142456,-0.39518407359719276,0.10677734375,0.2,0.5601000785827637,-0.01079652482876554
5,1408000,1026,24,0.0001,0.010686857,2702,0.07934305215254427,0.0043040551245212555,-0.4690700919926167,0.08662109375,0.2,0.5866783857345581,-0.009257284598425031
6,1413120,1018,30,0.0001,0.012583889,2712,0.07753931855782867,0.01377971563488245,-0.41299721598625183,0.0904296875,0.2,0.6975780725479126,-0.007919825441204011
7,1418240,988,36,0.0001,0.008372403,2722,0.10512416426092386,0.02545069344341755,-0.41559934720396996,0.08734375,0.2,0.6463096141815186,-0.007060890106949955
8,1423360,982,41,0.0001,0.0144144865,2732,0.14714431747794152,0.04756467044353485,-0.4363053104281425,0.11455078125,0.2,0.3118515610694885,-0.007122992190998048
9,1428480,1026,44,0.0001,0.015373943,2734,0.1603128140901818,0.0532408282160759,-0.4385650832863415,0.057904411764705885,0.2,0.5557435154914856,0.0027489323607262444
10,1433600,1019,50,0.0001,0.01139466,2744,0.1227190949395299,0.016872845590114594,-0.425161279886961,0.0925390625,0.2,0.46833932399749756,-0.009951987254898995
1,1438720,2027,2,0.0001,0.018086657,2754,0.10729051360860467,0.047880977392196655,-0.3908048598468304,0.108828125,0.2,0.38339823484420776,-0.008600850687362254
2,1443840,1243,8,0.0001,0.010368495,2764,0.12260288761928678,0.015268996357917786,-0.3871025285124779,0.08515625,0.2,0.3977678418159485,-0.009215130803640932
3,1448960,1110,13,0.0001,0.014666313,2774,0.11565231762826443,0.020579500123858452,-0.3772017677128315,0.09958984375,0.2,0.3089711666107178,-0.006800856331828982
4,1454080,1056,19,0.0001,0.01116631,2784,0.09934993552044034,0.004872817546129227,-0.3475484719872475,0.0856640625,0.2,0.6006827354431152,-0.008381870999000967
5,1459200,1039,24,0.0001,0.013136672,2794,0.09719886401668192,-0.003956958651542664,-0.32278639420866967,0.09087890625,0.2,0.5672493577003479,-0.008398737062234431
6,1464320,1017,30,0.0001,0.012569909,2804,0.1275218909420073,0.014618883840739727,-0.4104947540163994,0.09568359375,0.2,0.5046490430831909,-0.009547357354313135
7,1469440,1004,35,0.0001,0.015409013,2814,0.10754216849803924,0.03969571739435196,-0.3621076729893684,0.09755859375,0.2,0.5602190494537354,-0.007447889363393187
8,1474560,999,40,0.0001,0.017942423,2822,0.1294199917698279,0.05920712649822235,-0.3424666404724121,0.10263671875,0.2,0.4874286651611328,-0.006824581272667274
9,1479680,997,46,0.0001,0.01636571,2832,0.11546747721731662,0.01806505210697651,-0.33476809203624724,0.10294921875,0.2,0.7003797292709351,-0.0114098043856211
10,1484800,990,51,0.0001,0.014090729,2842,0.06350010625086724,-0.0038793161511421204,-0.43287274152040484,0.12083984375,0.2,0.7783538699150085,-0.007997289700433612
1,1489920,1849,2,0.0001,0.020045297,2852,0.08972877174691886,0.012542095966637135,-0.420119544985343,0.10718271683673469,0.2,0.7414547801017761,-0.006787831360493235
2,1495040,1221,8,0.0001,0.011250564,2862,0.08146424621343612,0.011123266071081161,-0.341414959281683,0.098515625,0.2,0.7431695461273193,-0.0069917835621163245
3,1500160,1126,13,0.0001,0.013061633,2872,0.0776812394708395,0.008721007034182549,-0.4559092262387276,0.10705078125,0.2,0.7157382965087891,-0.008306253496557474
4,1505280,1065,19,0.0001,0.016720247,2882,0.09825625561017504,0.018698755651712418,-0.3973565878727103,0.10611979166666667,0.2,0.7030389308929443,-0.006822174046969702
5,1510400,1052,24,0.0001,0.017373864,2891,0.09552109875008018,0.02129186876118183,-0.43228353211979664,0.10790138473053892,0.2,0.6857320070266724,-0.009405459963276
6,1515520,1021,30,0.0001,0.013868692,2901,0.06988280904479324,0.019246254116296768,-0.4611669713258743,0.10677734375,0.2,0.7382254600524902,-0.01048366830451414
7,1520640,1014,35,0.0001,0.014847076,2911,0.10444290136918426,0.02970951981842518,-0.43744167774915693,0.12974609375,0.2,0.6525166034698486,-0.011796730132773518
8,1525760,996,41,0.0001,0.01425468,2921,0.10251485742628574,0.008297347463667393,-0.369809408634901,0.1127734375,0.2,0.4847590923309326,-0.009938684855587781
9,1530880,982,46,0.0001,0.010305645,2931,0.1010891385935247,0.03458084166049957,-0.44603494450449943,0.0954296875,0.2,0.6059727668762207,-0.005812506068032235
10,1536000,972,52,0.0001,0.013825382,2941,0.10977830125018954,0.012945162132382393,-0.37613544046878816,0.1004296875,0.2,0.49167531728744507,-0.009194800313562155
1,1541120,1922,2,0.0001,0.011666325,2951,0.10641291992738842,0.023772303014993668,-0.2754225071519613,0.076953125,0.2,0.5795667767524719,-0.007665861865971238
2,1546240,1308,7,0.0001,0.025048455,2961,0.09182231669706073,0.014306049793958664,-0.3435907733570683,0.0940274931693989,0.2,0.6451656818389893,-0.010733741544227782
3,1551360,1186,12,0.0001,0.04709379,2969,0.11552150407475782,0.0317397266626358,-0.3799174273690433,0.09189383865248227,0.2,0.48239004611968994,-0.003768458860061059
4,1556480,1088,18,0.0001,0.0107589355,2979,0.12208649475127459,0.03120393678545952,-0.29855593547225,0.0758984375,0.2,0.5163742303848267,-0.008739005564711988
5,1561600,1064,24,0.0001,0.013791474,2989,0.147864213231951,0.034703947603702545,-0.3946536639332771,0.1046484375,0.2,0.5109856128692627,-0.011084222579374909
6,1566720,1037,29,0.0001,0.011804219,2999,0.17190874986350535,0.0465010441839695,-0.32443378172814846,0.080390625,0.2,0.5412188768386841,-0.00901724808383733
7,1571840,1013,35,0.0001,0.01238852,3009,0.10137801004573703,0.04021409526467323,-0.4141095754504204,0.10259765625,0.2,0.5675039291381836,-0.011401731711812317
8,1576960,1002,40,0.0001,0.010832222,3019,0.09794256132096052,-0.006697863340377808,-0.47267305240035057,0.0924609375,0.2,0.5587353706359863,-0.011182440100237728
9,1582080,1015,45,0.0001,0.017707847,3027,0.1316302749734597,0.028236310929059982,-0.2954822685694535,0.06076971476510067,0.2,0.5663464069366455,-0.006419413944943839
10,1587200,1011,50,0.0001,0.012352588,3037,0.14538832642138005,0.05131801962852478,-0.33395121842622755,0.07927734375,0.2,0.5253033638000488,-0.00871479402994737
1,1592320,2054,2,0.0001,0.012076622,3047,0.10700996782630683,0.026393119245767593,-0.3593589372932911,0.08697265625,0.2,0.606636643409729,-0.007217392779421061
2,1597440,1406,7,0.0001,0.017972143,3054,0.12097759669025739,0.036163151264190674,-0.4050381929786117,0.09754050925925926,0.2,0.5242438316345215,-0.0071625353699481045
3,1602560,1181,12,0.0001,0.012282662,3064,0.08576791485771537,0.023091383278369904,-0.39427416428923606,0.0903125,0.2,0.5574318170547485,-0.008154263764154165
4,1607680,1123,18,0.0001,0.009153115,3074,0.13766727155074476,0.036895059049129486,-0.393058949559927,0.07248046875,0.2,0.4617668390274048,-0.008093530444893986
5,1612800,1098,23,0.0001,0.012907336,3084,0.0826957555487752,0.0038902536034584045,-0.41576023265719414,0.0896875,0.2,0.5256140232086182,-0.008903177077881992
6,1617920,1078,28,0.0001,0.010636511,3094,0.1363993720151484,0.028609871864318848,-0.4134594343602657,0.084453125,0.2,0.42341160774230957,-0.007460505105555058
7,1623040,1060,33,0.0001,0.013976325,3104,0.14122009851038456,0.025067675858736038,-0.4284727458655834,0.1003515625,0.2,0.5363557934761047,-0.007271361802704632
8,1628160,1047,39,0.0001,0.010513084,3114,0.16100601598620415,0.044290926307439804,-0.3659192281961441,0.0864453125,0.2,0.5559301376342773,-0.007435973165556788
9,1633280,1039,44,0.0001,0.01437715,3124,0.14476699233055115,0.027070514857769012,-0.3655220636725426,0.099765625,0.2,0.48982107639312744,-0.009560104827396571
10,1638400,1034,49,0.0001,0.01446444,3134,0.1438031421788037,0.0039132460951805115,-0.34954279273748395,0.088359375,0.2,0.39312058687210083,-0.0074563540541566905
1,1643520,1952,2,0.0001,0.012401305,3144,0.123450674302876,0.028571423143148422,-0.2406357431411743,0.0819140625,0.2,0.5810637474060059,-0.008192111705429852
2,1648640,1227,8,0.0001,0.010748723,3154,0.1553815871849656,0.029762573540210724,-0.4179891347885132,0.0946875,0.2,0.6168851852416992,-0.009691259821411223
3,1653760,1130,13,0.0001,0.015561694,3164,0.1250850347429514,0.030422525480389595,-0.3267725469172001,0.08990234375,0.2,0.6752322316169739,-0.007684633750468493
4,1658880,1095,18,0.0001,0.014376218,3174,0.11230894029140473,0.03049449995160103,-0.3391135583817959,0.10208984375,0.2,0.6443065404891968,-0.008503230477217585
5,1664000,1070,23,0.0001,0.014916028,3184,0.10823309730738401,0.04774395376443863,-0.4026926629245281,0.10546875,0.2,0.4451485872268677,-0.011045017871074378
6,1669120,1070,28,0.0001,0.016551638,3193,0.11927481525038418,0.031806252896785736,-0.3416240142102827,0.08148300438596491,0.2,0.5855618715286255,-0.008872793922037409
7,1674240,1059,33,0.0001,0.012107472,3203,0.09646207962185144,0.0010827910155057907,-0.43825272738933563,0.09376953125,0.2,0.5619329214096069,-0.008482685666531325
8,1679360,1034,39,0.0001,0.012810374,3213,0.10075940247625112,0.024653634056448936,-0.5271199007332324,0.10513671875,0.2,0.4739132523536682,-0.007883258645888418
9,1684480,1026,44,0.0001,0.010626816,3223,0.09917956680059432,0.0023461608216166496,-0.46609445005655287,0.0968359375,0.2,0.424727201461792,-0.00957860262831673
10,1689600,1014,50,0.0001,0.008858747,3233,0.09366554770618678,0.013494536280632019,-0.486317834854126,0.07767578125,0.2,0.5124787092208862,-0.008883987233275548
1,1694720,1970,2,0.0001,0.01339916,3243,0.1241013115644455,0.023910604417324066,-0.42787379533052444,0.1132421875,0.2,0.46487557888031006,-0.007813435229472816
2,1699840,1263,8,0.0001,0.013395253,3253,0.1260660595819354,0.04615478217601776,-0.3485562033951283,0.0910546875,0.2,0.4494602680206299,-0.008492058510892093
3,1704960,993,15,0.0001,0.011441382,3263,0.17159906977787615,0.06284055858850479,-0.2830151867121458,0.08193359375,0.2,0.5781774520874023,-0.006641085672890767
4,1710080,993,20,0.0001,0.020134477,3269,0.15935456733673048,0.028376463800668716,-0.40760381201393586,0.10924145299145299,0.2,0.5920584797859192,-0.005018883233523777
5,1715200,1015,25,0.0001,0.028627157,3274,0.15720886462146327,0.05677023157477379,-0.3723357717196147,0.06673177083333333,0.2,0.6289525032043457,-0.002595313220462274
6,1720320,976,31,0.0001,0.010077684,3284,0.1257944158092141,0.0011885743588209152,-0.37872138917446135,0.08142578125,0.2,0.4090673327445984,-0.007006818810477853
7,1725440,944,37,0.0001,0.012666648,3294,0.10346134183928371,0.04086267948150635,-0.3764481195807457,0.0841015625,0.2,0.5746952295303345,-0.009043169261422008
8,1730560,941,43,0.0001,0.01557262,3304,0.08334023494273424,0.016943123191595078,-0.4175483918190002,0.10388671875,0.2,0.5650224685668945,-0.010145039702765644
