time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,curriculum/stage,train/explained_variance,train/learning_rate,train/clip_range,curriculum/max_steps,train/policy_gradient_loss,curriculum/preferred_eval_mode,curriculum/grid_size,train/approx_kl,train/entropy_loss,train/n_updates,train/clip_fraction,train/ent_coef,train/stage_learning_rate,train/loss,curriculum/obs_quantity,curriculum/stage_timesteps,train/value_loss,eval/mean_reward,eval/mean_ep_length,eval/stage,eval/stage_timesteps,eval/deterministic,eval/std_reward,eval/std_ep_length,eval/full_coverage_rate,eval/promotion_min_mean_reward,eval/deterministic_quality_passed,eval/mode_gap,eval/coverage_promotion_passed,eval/promotion_max_mean_length,eval/promotion_passed,eval/deterministic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/stochastic_quality_passed,eval/promotion_full_coverage_rate,eval/quality_promotion_passed,eval/deterministic_promotion_floor,eval/diagnostic_full_coverage_rate
43,105.98,827,762880,7.090426445007324,7,,0.4659616947174072,0.0002,0.2,,-0.0011523259289340296,,,0.019447846,-0.23253505799307753,733,0.06512360074626866,,,0.13210731744766235,,,0.17364890028291674,,,,,,,,,,,,,,,,,,,,,
49,113.57,822,768000,6.845877170562744,8,,0.5747658014297485,0.0002,0.2,,-0.000876776659861207,,,0.00766526,-0.2460588513314724,738,0.05890625,,,0.0675947368144989,,,0.21676177993416787,,,,,,,,,,,,,,,,,,,,,
56,110.47,812,773120,6.984665393829346,9,,0.5351839065551758,0.0002,0.2,,-0.0004332525655627251,,,0.006880914,-0.2625609520077705,743,0.0570703125,,,0.12193260341882706,,,0.2602399785816669,,,,,,,,,,,,,,,,,,,,,
63,112.3,805,778240,7.01106071472168,10,,0.5672785043716431,0.0002,0.2,,-0.003006678451783955,,,0.005328503,-0.22921306014060974,748,0.0515234375,,,0.132219135761261,,,0.29262977808713914,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.5393906235694885,0.0002,0.2,,-0.0007491615042090416,,,0.005016176,-0.241412955224514,753,0.0512890625,,,0.12760098278522491,,,0.30290860801935193,7.285682807415724,107.83,2,512000,0,1.788792716713143,61.800494334592514,0.96,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.564251394867897,187.28,2,512000,1,4.678667689218535,125.1480786908053,0.53,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,512000,,,,,6.75,0,0.42999999999999994,0,83.2,0,0.53,0.96,0,0.96,0,0.6719999999999999,0.96
4,110.01,1229,783360,7.1296491622924805,1,2,,,,320,,1,8,,,,,0.008,0.0002,,8,512000,,,,,,,,,,,,,,,,,,,,,,
10,115.08,951,788480,7.082719802856445,2,,0.5499807000160217,0.0002,0.2,,-0.004306077598594129,,,0.0097565325,-0.25452170968055726,758,0.077890625,,,0.11865711212158203,,,0.27291513040661813,,,,,,,,,,,,,,,,,,,,,
17,107.03,889,793600,7.4315385818481445,3,,0.49043965339660645,0.0002,0.2,,-0.0013840013346634805,,,0.007957961,-0.2515494774281979,763,0.06734375,,,0.10319364070892334,,,0.2858986636996269,,,,,,,,,,,,,,,,,,,,,
24,104.56,844,798720,7.33085823059082,4,,0.36754244565963745,0.0002,0.2,,-0.0002421870594844222,,,0.00712864,-0.2141026647388935,768,0.0576171875,,,0.14072459936141968,,,0.2667974805831909,,,,,,,,,,,,,,,,,,,,,
31,101.36,820,803840,7.3544111251831055,5,,0.4346708655357361,0.0002,0.2,,-0.002106614178046584,,,0.007821464,-0.2192440637946129,773,0.0614453125,,,0.10505270957946777,,,0.21927513867616655,,,,,,,,,,,,,,,,,,,,,
38,108.36,802,808960,7.245952606201172,6,,0.5282820463180542,0.0002,0.2,,-0.00023459787480533122,,,0.008992093,-0.21355993434786796,778,0.06734375,,,0.11791351437568665,,,0.22846196219325066,,,,,,,,,,,,,,,,,,,,,
45,116.07,790,814080,7.034415245056152,7,,0.4310367703437805,0.0002,0.2,,-5.601598881185055e-05,,,0.013000265,-0.2283922788500786,783,0.0723046875,,,0.10972580313682556,,,0.21400163397192956,,,,,,,,,,,,,,,,,,,,,
50,113.92,812,819200,7.068688869476318,8,,0.4799156188964844,0.0002,0.2,,0.0003370767208532645,,,0.032687724,-0.22778951273514675,787,0.06274038461538461,,,0.09280148148536682,,,0.24096353764717396,,,,,,,,,,,,,,,,,,,,,
56,103.58,811,824320,7.4193291664123535,9,,0.478029727935791,0.0002,0.2,,-0.00020085476338863373,,,0.00828076,-0.2553582073748112,792,0.0694140625,,,0.1317647099494934,,,0.26777089402079585,,,,,,,,,,,,,,,,,,,,,
62,106.23,813,829440,7.4295759201049805,10,,0.43513792753219604,0.0002,0.2,,-0.00349333378020674,,,0.0092775095,-0.23090168058872224,797,0.070625,,,0.1187780350446701,,,0.2249304899573326,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.47709429264068604,0.0002,0.2,,-1.0039852932095527e-05,,,0.0059492984,-0.21580659478902817,802,0.0619921875,,,0.09471289813518524,,,0.22329082533717157,7.51646513313055,99.44,2,563200,0,1.2665197334147034,51.71427655879951,0.98,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.37884286493063,168.74,2,563200,1,4.456022779160992,121.24641190567249,0.61,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,563200,,,,,6.75,0,0.37,0,83.2,0,0.61,0.98,0,0.98,0,0.6719999999999999,0.98
3,115.88,1598,834560,7.254370212554932,1,2,,,,320,,1,8,,,,,0.008,0.0002,,8,563200,,,,,,,,,,,,,,,,,,,,,,
9,109.54,1050,839680,7.283102035522461,2,,0.55876624584198,0.0002,0.2,,-6.658864207565784e-05,,,0.0060720453,-0.25837992787361147,807,0.0672265625,,,0.10937565565109253,,,0.2805669941008091,,,,,,,,,,,,,,,,,,,,,
15,105.24,974,844800,7.317076206207275,3,,0.5083770751953125,0.0002,0.2,,-0.0005436399299651385,,,0.0062885014,-0.2512944214046001,812,0.07109375,,,0.13035957515239716,,,0.30406792894005774,,,,,,,,,,,,,,,,,,,,,
21,104.5,933,849920,7.375262260437012,4,,0.4710726737976074,0.0002,0.2,,-0.0014662480121478438,,,0.0066296766,-0.2412300758063793,817,0.0666796875,,,0.10321775078773499,,,0.2743707785010338,,,,,,,,,,,,,,,,,,,,,
28,114.04,909,855040,7.092264175415039,5,,0.5768169164657593,0.0002,0.2,,-0.0006814146973192691,,,0.0071619838,-0.24006280660629273,822,0.0628515625,,,0.1337735801935196,,,0.2702170932292938,,,,,,,,,,,,,,,,,,,,,
34,111.89,896,860160,7.071894645690918,6,,0.5640217065811157,0.0002,0.2,,-0.0014738018065690993,,,0.0049711065,-0.23440683379769325,827,0.0544921875,,,0.12120044231414795,,,0.2882785737514496,,,,,,,,,,,,,,,,,,,,,
40,99.71,883,865280,7.403366565704346,7,,0.5469777584075928,0.0002,0.2,,0.00012245481368154288,,,0.008856898,-0.20882044717669487,832,0.070234375,,,0.13575953245162964,,,0.30115077838301657,,,,,,,,,,,,,,,,,,,,,
47,95.84,868,870400,7.549081325531006,8,,0.43050652742385864,0.0002,0.2,,0.000835531740449369,,,0.010031486,-0.20207272738218307,837,0.051796875,,,0.1425347924232483,,,0.23913927465677262,,,,,,,,,,,,,,,,,,,,,
53,106.4,859,875520,7.251678943634033,9,,0.5365644693374634,0.0002,0.2,,-0.0012635530438274145,,,0.0074349,-0.19597166225314142,842,0.0624609375,,,0.0781826376914978,,,0.20980206310749053,,,,,,,,,,,,,,,,,,,,,
59,109.32,856,880640,7.215353965759277,10,,0.45558667182922363,0.0002,0.2,,-0.0030500498600304128,,,0.0113511495,-0.23894235596060753,847,0.0720703125,,,0.0859726220369339,,,0.1945994497835636,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.47397130727767944,0.0002,0.2,,-0.0011755119264125825,,,0.007006687,-0.2192923279106617,852,0.0489453125,,,0.06878341734409332,,,0.19275637939572335,7.707354531288147,92.89,2,614400,0,0.43134719846832664,36.69329502783854,1.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.278713511824608,195.66,2,614400,1,4.680217950694677,124.57441310317299,0.5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,614400,,,,,6.75,0,0.5,0,83.2,0,0.5,1.0,0,1.0,0,0.6719999999999999,1.0
3,103.64,1625,885760,7.349700927734375,1,2,,,,320,,1,8,,,,,0.008,0.0002,,8,614400,,,,,,,,,,,,,,,,,,,,,,
