time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/value_loss,train/clip_fraction,train/entropy_loss
997,7,599040,35,0.2,0.0001,-0.007515599806793034,0.07592154294252396,0.7296111583709717,1160,0.022261899,0.23693726528435946,0.1058984375,-0.43158294886350634
992,8,604160,41,0.2,0.0001,-0.008219671035185457,0.08134609460830688,0.7512410879135132,1170,0.009367207,0.20292379587888718,0.12056640625,-0.5074069000780582
977,9,609280,47,0.2,0.0001,-0.0078359469701536,0.15020932257175446,0.4487619996070862,1180,0.01054305,0.33365187369287014,0.09658203125,-0.4650915439426899
971,10,614400,52,0.2,0.0001,-0.007819598959758877,0.1490907222032547,0.1907491683959961,1190,0.011635175,0.2935640686005354,0.0872265625,-0.43038698032498357
2107,1,619520,2,0.2,0.0001,-0.008093800817150623,0.08840694278478622,0.41356760263442993,1200,0.011409223,0.22410508643835783,0.10578125,-0.46081316739320755
1220,2,624640,8,0.2,0.0001,-0.006777671566233039,0.04904010891914368,0.41171497106552124,1210,0.010070091,0.18734327852725982,0.1078515625,-0.5445552296936512
1076,3,629760,14,0.2,0.0001,-0.007883375526871532,0.07669037580490112,0.4705904722213745,1220,0.011827115,0.22626148235052823,0.11107421875,-0.4648727680742741
988,4,634880,20,0.2,0.0001,-0.007508923495188355,0.09249237179756165,0.4802526831626892,1230,0.0100323465,0.20757323425263166,0.10923828125,-0.5083957253396512
977,5,640000,26,0.2,0.0001,-0.006352006610250101,0.0955769270658493,0.44987428188323975,1240,0.008914227,0.25527431957423685,0.092578125,-0.39796497762203215
962,6,645120,31,0.2,0.0001,-0.007165531902574003,0.16193845868110657,0.5227668285369873,1250,0.010872813,0.3070615353435278,0.0851171875,-0.38809246957302096
954,7,650240,37,0.2,0.0001,-0.0035770795843563974,0.10792125016450882,0.44503819942474365,1260,0.0105164815,0.2435074208676815,0.0924609375,-0.4054158756136894
946,8,655360,43,0.2,0.0001,-0.004634886181447655,0.08322523534297943,0.249614417552948,1270,0.008724384,0.20958627838641405,0.10109375,-0.37668456599116323
951,9,660480,48,0.2,0.0001,-0.0055796526139602065,0.06646311283111572,0.42832571268081665,1280,0.008519967,0.1756319435313344,0.09177734375,-0.374631259739399
950,10,665600,53,0.2,0.0001,-0.005811928743496537,0.08499664068222046,0.48362141847610474,1290,0.009166623,0.172274360768497,0.0953125,-0.4308177664875984
2049,1,670720,2,0.2,0.0001,-0.006866245500277728,0.07143666595220566,0.4933561086654663,1300,0.008010915,0.21181559965014457,0.0810546875,-0.44212679922580717
1246,2,675840,8,0.2,0.0001,-0.005556274098344147,0.08569418638944626,0.5115523934364319,1310,0.00922626,0.19730710674077273,0.07994140625,-0.35701962605118753
1128,3,680960,13,0.2,0.0001,-0.0043336989637464286,0.08569739758968353,0.5626330375671387,1320,0.011106843,0.2253691966831684,0.07861328125,-0.41329112365841864
1084,4,686080,18,0.2,0.0001,-0.006368681392632425,0.08856625109910965,0.5238351821899414,1330,0.0076370016,0.248377153724432,0.08138671875,-0.30365012913942335
1037,5,691200,24,0.2,0.0001,-0.005994406652171165,0.0800800696015358,0.4151872992515564,1340,0.012922491,0.23946836784482003,0.07705078125,-0.34162583217024806
1033,6,696320,29,0.2,0.0001,-0.004618595794308931,0.07054637372493744,0.2832597494125366,1350,0.009212998,0.19845455784350632,0.07546875,-0.28147231876850126
1030,7,701440,34,0.2,0.0001,-0.006016071147751063,0.08140937983989716,0.44779276847839355,1360,0.009961099,0.20252248123288155,0.08498046875,-0.2989520025998354
1029,8,706560,39,0.2,0.0001,-0.006455562033224851,0.06761454790830612,0.5407320261001587,1370,0.011097123,0.17400258887559175,0.09697265625,-0.38240567058324815
1028,9,711680,44,0.2,0.0001,-0.006077204591128975,0.09676867723464966,0.5364382266998291,1380,0.008633232,0.2239315100759268,0.081015625,-0.33596476167440414
1021,10,716800,50,0.2,0.0001,-0.00557236579945311,0.11340367794036865,0.5636597871780396,1390,0.0099171745,0.21004379555583,0.09158203125,-0.32518766343593597
2097,1,721920,2,0.2,0.0001,-0.004003538987599313,0.07678786665201187,0.5748644471168518,1400,0.013083046,0.21588390648365022,0.0784765625,-0.29342439360916617
1343,2,727040,7,0.2,0.0001,-0.004772441142704338,0.057784076780080795,0.7296639680862427,1410,0.011390297,0.16106263272464275,0.0874609375,-0.3397851960361004
1174,3,732160,13,0.2,0.0001,-0.004065125630004332,0.079586923122406,0.5442336201667786,1420,0.010092968,0.21192288309335708,0.08052734375,-0.28881770975887777
1108,4,737280,18,0.2,0.0001,-0.005817945764865726,0.05865180864930153,0.6963686347007751,1430,0.009774548,0.14095176231116058,0.09359375,-0.4242840327322483
1072,5,742400,23,0.2,0.0001,-0.006752638821490109,0.06676901131868362,0.6267931461334229,1440,0.008714093,0.2694258774071932,0.08298828125,-0.3504628783464432
1036,6,747520,29,0.2,0.0001,-0.008889360767789185,0.08296859264373779,0.5101515650749207,1450,0.011519984,0.2141582167893648,0.0839453125,-0.2669738022983074
1021,7,752640,35,0.2,0.0001,-0.0027168783848173918,0.08766986429691315,0.39499902725219727,1460,0.010806586,0.2524484926462173,0.08509765625,-0.276201907992363
1063,8,757760,38,0.2,0.0001,-0.000837826773096792,0.12539710104465485,0.42821383476257324,1464,0.05767928,0.27643864467495777,0.050076844262295084,-0.263162194461119
1046,9,762880,44,0.2,0.0001,-0.004997918689623475,0.06427858769893646,0.5341789126396179,1474,0.009341547,0.21290771782398224,0.09490234375,-0.3444731044769287
1037,10,768000,49,0.2,0.0001,-0.0032136732270009816,0.10505428910255432,0.5277125239372253,1484,0.0068745813,0.23169812090694905,0.07203125,-0.29497853994369505
2155,1,773120,2,0.2,0.0001,-0.004921639892321157,0.11072510480880737,0.5149784088134766,1494,0.01533945,0.2685600664311399,0.0863037109375,-0.3699416021505992
1330,2,778240,7,0.2,0.0001,-0.008404343479778618,0.10610663145780563,0.5556303262710571,1504,0.007760814,0.26333826176822184,0.07615234375,-0.29994973182678225
1199,3,783360,12,0.2,0.0001,-0.007319279199000448,0.10693758726119995,0.421272337436676,1514,0.0140695,0.23448046676814557,0.084609375,-0.22170743480324745
1153,4,788480,17,0.2,0.0001,-0.0050804828270338475,0.1255817860364914,0.4358004927635193,1524,0.009472275,0.23272131256759165,0.0788671875,-0.25801530309021475
1129,5,793600,22,0.2,0.0001,-0.005876118671149015,0.0843028649687767,0.5138773322105408,1534,0.009907419,0.2219389697164297,0.0937109375,-0.3002947759628296
1110,6,798720,27,0.2,0.0001,-0.007405694525223225,0.08867715299129486,0.4491018056869507,1544,0.012194393,0.22347795367240905,0.08822265625,-0.2808066189289093
1098,7,803840,32,0.2,0.0001,-0.004635046843905002,0.06873364001512527,0.43937915563583374,1554,0.011982234,0.19388296287506818,0.0886328125,-0.31412256717681886
1089,8,808960,37,0.2,0.0001,-0.005739094186574221,0.08175758272409439,0.5543335676193237,1564,0.008815202,0.19965141549706458,0.0689453125,-0.2225345280021429
1068,9,814080,43,0.2,0.0001,-0.005465138221625239,0.10299929976463318,0.42450571060180664,1574,0.010742144,0.2446116342023015,0.08806640625,-0.27235639944672585
1053,10,819200,48,0.2,0.0001,-0.005185285147745162,0.06430119276046753,0.6109144687652588,1584,0.011448814,0.16313810776919127,0.081953125,-0.3051737961173058
2209,1,824320,2,0.2,0.0001,-0.00632783766835928,0.07759302109479904,0.5745019912719727,1594,0.010726599,0.16534818176180124,0.08763671875,-0.27877389088273047
1255,2,829440,8,0.2,0.0001,-0.004289465006440878,0.07753603905439377,0.4050820469856262,1604,0.009382262,0.24663702502846718,0.0664453125,-0.22672809645533562
1124,3,834560,13,0.2,0.0001,-0.005236001093871892,0.1003723219037056,0.5045977830886841,1614,0.008942107,0.2351699748635292,0.07630859375,-0.22810942634940148
1086,4,839680,18,0.2,0.0001,-0.0051216966798529025,0.10837273299694061,0.4777181148529053,1624,0.012470514,0.22481145329773425,0.07236328125,-0.21809737481176852
1060,5,844800,24,0.2,0.0001,-0.005488851855043322,0.06654784828424454,0.6096980571746826,1634,0.011334313,0.1807331821322441,0.0721484375,-0.23232541255652905
