time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/value_loss,train/clip_fraction,train/entropy_loss
1072,6,849920,28,0.2,0.0001,-0.007273127397023876,0.08316858112812042,0.6071941256523132,1642,0.034814373,0.21845996075532806,0.07674955985915492,-0.25623081582532803
1060,7,855040,33,0.2,0.0001,-0.005310980759095401,0.062315646559000015,0.6506437063217163,1652,0.009409906,0.1863303270190954,0.0762109375,-0.25349026009440423
1047,8,860160,39,0.2,0.0001,-0.00733168898965232,0.10675343126058578,0.6973321437835693,1662,0.011015777,0.21246395260095596,0.0746875,-0.30028765626251697
1038,9,865280,44,0.2,0.0001,-0.005539952500257641,0.06940906494855881,0.5552220344543457,1672,0.008725936,0.20678255442529916,0.07279296875,-0.23936568044126033
1035,10,870400,49,0.2,0.0001,-0.007285083075985312,0.0536915622651577,0.6530614495277405,1682,0.009469154,0.1931242872774601,0.06984375,-0.25993782833218576
1937,1,875520,2,0.2,0.0001,-0.007441136029083282,0.07523815333843231,0.730209469795227,1692,0.010486975,0.20300645273178816,0.0821875,-0.33201549082994464
1263,2,880640,8,0.2,0.0001,-0.004497809051536024,0.09038404375314713,0.6801903247833252,1702,0.00764889,0.20220307782292365,0.06841796875,-0.2696190768480301
1145,3,885760,13,0.2,0.0001,-0.0062792328535579145,0.09934348613023758,0.6757695078849792,1712,0.008023996,0.22504277169704437,0.08443359375,-0.2844352680444717
1097,4,890880,18,0.2,0.0001,-0.008775592069141566,0.07863778620958328,0.6431095600128174,1722,0.010634218,0.23638620175421238,0.10427734375,-0.30728229232132437
1074,5,896000,23,0.2,0.0001,-0.0069320814637467264,0.06081272289156914,0.6238369345664978,1732,0.009406669,0.19807231310755014,0.0800390625,-0.33029827520251276
1052,6,901120,29,0.2,0.0001,-0.00708840905688703,0.09637167304754257,0.4956684112548828,1742,0.01100096,0.29866995140910146,0.06720703125,-0.26330316193401815
1037,7,906240,34,0.2,0.0001,-0.006960424412973225,0.12240267544984818,0.600986123085022,1752,0.011248217,0.22380721218883992,0.09224609375,-0.35213639244437217
1028,8,911360,39,0.2,0.0001,-0.005376184072811156,0.10557159036397934,0.6239475607872009,1762,0.01146241,0.2331213491410017,0.091171875,-0.3904878248274326
1018,9,916480,45,0.2,0.0001,-0.0065831518603954465,0.11460486054420471,0.6022682189941406,1772,0.009752994,0.28148385107517243,0.080078125,-0.30599393412470816
1013,10,921600,50,0.2,0.0001,-0.005658506827894598,0.16334256529808044,0.610620379447937,1782,0.008263726,0.29502839758992194,0.07701171875,-0.2991588050127029
2130,1,926720,2,0.2,0.0001,-0.007747040379326791,0.14901228249073029,0.6525200009346008,1792,0.009720342,0.3169280076771975,0.07056640625,-0.3234928058087826
1294,2,931840,7,0.2,0.0001,-0.007854568245820702,0.08291337639093399,0.49467313289642334,1802,0.013008976,0.27814024619758126,0.08265625,-0.24983130358159542
1085,3,936960,14,0.2,0.0001,-0.005133656139951199,0.10965526103973389,0.5073093175888062,1812,0.013132898,0.2744447839260101,0.08017578125,-0.3305347885191441
1006,4,942080,20,0.2,0.0001,-0.007381786862388253,0.0986332967877388,0.5457712411880493,1822,0.016132664,0.25838000819087026,0.08958984375,-0.3726815287768841
958,5,947200,26,0.2,0.0001,-0.004695246092742309,0.11936961859464645,0.5438696146011353,1832,0.013915773,0.2582807595282793,0.08611328125,-0.29066458098590375
925,6,952320,33,0.2,0.0001,-0.004996048549655825,0.10418877750635147,0.5095165967941284,1842,0.009436805,0.2817887635529041,0.07185546875,-0.2835285295546055
912,7,957440,39,0.2,0.0001,-0.007368368851020932,0.07259570807218552,0.3732280731201172,1852,0.008626019,0.27573644287884236,0.06916015625,-0.2690871498733759
902,8,962560,45,0.2,0.0001,-0.006470874554943293,0.1488911658525467,0.6042282581329346,1862,0.012177194,0.270719870403409,0.0796484375,-0.33838717237114907
895,9,967680,51,0.2,0.0001,-0.004252415474038571,0.0974830761551857,0.6321178674697876,1872,0.007756087,0.25373426362872126,0.06234375,-0.25140863090753557
889,10,972800,57,0.2,0.0001,-0.008970868603792042,0.08627449721097946,0.6651686429977417,1882,0.017865663,0.2526430290192366,0.09375,-0.3702189302444458
1950,1,977920,2,0.2,0.0001,-0.00641826669452712,0.14324511587619781,0.7007030248641968,1892,0.011680922,0.262759770527482,0.10537109375,-0.4109194241464138
1251,2,983040,8,0.2,0.0001,-0.005627104702871293,0.06410583108663559,0.792719841003418,1902,0.010311012,0.20955669842660427,0.0871875,-0.3807553791999817
1139,3,988160,13,0.2,0.0001,-0.00815708662616089,0.08423563838005066,0.751530647277832,1912,0.015662786,0.2940066062659025,0.1065625,-0.38300629541277886
1085,4,993280,18,0.2,0.0001,-0.005722071703057736,0.144667387008667,0.6477694511413574,1922,0.0111252535,0.40340369708836077,0.089453125,-0.3769313104450703
1061,5,998400,24,0.2,0.0001,-0.0057062576268799604,0.1474127173423767,0.7190506458282471,1932,0.008635369,0.3212860644608736,0.081171875,-0.3552840192615986
1042,6,1003520,29,0.2,0.0001,-0.0072718983655795455,0.11514878273010254,0.788609504699707,1942,0.010050238,0.2572140760719776,0.06373046875,-0.34791376620531084
1023,7,1008640,35,0.2,0.0001,-0.0040092748799361285,0.18883857131004333,0.6195725202560425,1952,0.011236943,0.3953524871915579,0.0743359375,-0.2334080731868744
1018,8,1013760,40,0.2,0.0001,-0.006945214553270489,0.08793176710605621,0.6920146942138672,1962,0.012611088,0.2768322066217661,0.10318359375,-0.2901977375894785
1014,9,1018880,45,0.2,0.0001,-0.0059762387676164505,0.11951380223035812,0.598259449005127,1972,0.009328239,0.2658360693603754,0.07294921875,-0.29381995178759096
1012,10,1024000,50,0.2,0.0001,-0.007085675315465778,0.1223469227552414,0.5501358509063721,1982,0.011807795,0.25603404819965364,0.066875,-0.19568671204149723
2147,1,1029120,2,0.2,0.0001,0.004428727454260776,0.15159781277179718,0.6062687635421753,1983,0.011587071,0.3393716749392058,0.05201480263157895,-0.2860113539193806
1278,2,1034240,8,0.2,0.0001,-0.004542416125768795,0.11299588531255722,0.6781920194625854,1993,0.010838766,0.246440619379282,0.067890625,-0.20978901572525502
1236,3,1039360,12,0.2,0.0001,-0.0056100077608166495,0.061029717326164246,0.7990017533302307,2001,0.034673512,0.16507411120484952,0.08636558219178082,-0.33241893330665484
1170,4,1044480,17,0.2,0.0001,-0.00856350781628862,0.07019345462322235,0.7340599298477173,2011,0.010526279,0.2272887174040079,0.0714453125,-0.36364057287573814
1123,5,1049600,22,0.2,0.0001,-0.005321816555224359,0.12691889703273773,0.5936461687088013,2021,0.0087450985,0.3422576596587896,0.072109375,-0.3143660256266594
1104,6,1054720,27,0.2,0.0001,-0.00820955156814307,0.11874066293239594,0.4718170166015625,2031,0.012000963,0.32922676518559457,0.08580078125,-0.29177792198956015
1087,7,1059840,32,0.2,0.0001,-0.007076076928060501,0.09675204008817673,0.4916222095489502,2041,0.008202576,0.2632419010996819,0.06380859375,-0.2741515604406595
1067,8,1064960,38,0.2,0.0001,-0.0060005032317712904,0.08035173267126083,0.5548779964447021,2051,0.010553542,0.24418217070400716,0.069921875,-0.2875663623213768
1057,9,1070080,43,0.2,0.0001,-0.007133501200005412,0.09350866824388504,0.5546392798423767,2061,0.007948687,0.26015601605176925,0.07326171875,-0.266734713613987
1046,10,1075200,48,0.2,0.0001,-0.007608720636926592,0.07036759704351425,0.5815048217773438,2071,0.008985112,0.2596179303526878,0.0644921875,-0.2971130318194628
1975,1,1080320,2,0.2,0.0001,-0.006389628360047936,0.08845698833465576,0.4177302122116089,2081,0.01180855,0.24672096617519856,0.06490234375,-0.2647264362126589
1229,2,1085440,8,0.2,0.0001,-0.00692688683513552,0.08577992767095566,0.33050841093063354,2091,0.008051421,0.24984921373426913,0.05990234375,-0.21788950942456722
1128,3,1090560,13,0.2,0.0001,-0.007000432596541941,0.08780458569526672,0.34372401237487793,2101,0.012797104,0.2079430690407753,0.0733984375,-0.21700032845139502
1088,4,1095680,18,0.2,0.0001,-0.007923679028172046,0.07514508813619614,0.29006147384643555,2111,0.013621872,0.18551790099591017,0.09708984375,-0.29122805446386335
1059,5,1100800,24,0.2,0.0001,-0.007669915785081685,0.08383183926343918,0.35278141498565674,2121,0.0093712425,0.17931314539164306,0.08912109375,-0.2693850518018007
997,6,1105920,30,0.2,0.0001,-0.006211391100659967,0.047067269682884216,0.5028306841850281,2131,0.009195616,0.16067560877650977,0.06412109375,-0.24586474940180778
966,7,1111040,37,0.2,0.0001,-0.007489639355335385,0.05016934126615524,0.4760066866874695,2141,0.010131043,0.17005147032439707,0.07677734375,-0.25843567118048666
937,8,1116160,43,0.2,0.0001,-0.007694778351578862,0.042832180857658386,0.612244725227356,2151,0.011079836,0.13883428625762462,0.0830078125,-0.31216231241822245
910,9,1121280,50,0.2,0.0001,-0.008170766066759825,0.09933124482631683,0.6365455389022827,2161,0.0093501285,0.188202695325017,0.07427734375,-0.31030195131897925
887,10,1126400,57,0.2,0.0001,-0.00641195283504203,0.0949532613158226,0.5314062833786011,2171,0.009407149,0.23400565281510352,0.0736328125,-0.2748673640936613
1972,1,1131520,2,0.2,0.0001,-0.0016668915866749055,0.10569777339696884,0.48402124643325806,2175,0.016421145,0.25332502420268843,0.07439365671641791,-0.34424792163407625
1261,2,1136640,8,0.2,0.0001,-0.005925022135488689,0.07174237072467804,0.5401052236557007,2185,0.009129332,0.17159359481185674,0.07890625,-0.32863988541066647
1152,3,1141760,13,0.2,0.0001,-0.00854077842552215,0.08927623927593231,0.40969765186309814,2195,0.00983102,0.23256064213812352,0.0769140625,-0.30952817261219023
1102,4,1146880,18,0.2,0.0001,-0.00835754549363628,0.04133152589201927,0.33504921197891235,2205,0.013969715,0.23516720928251744,0.07771484375,-0.34861422196030617
1070,5,1152000,23,0.2,0.0001,-0.005672227905597538,0.12945933640003204,0.4760626554489136,2215,0.012685753,0.22484129324555396,0.069609375,-0.33165470212697984
1147,6,1157120,26,0.2,0.0001,0.0028407377013493153,0.1908213049173355,0.4821917414665222,2217,0.047108553,0.3295854656469254,0.043712797619047616,-0.23434868313017346
1113,7,1162240,32,0.2,0.0001,-0.007263991220388562,0.09832750260829926,0.6108672618865967,2227,0.01128729,0.27421868123114107,0.081171875,-0.40009181559085844
1091,8,1167360,37,0.2,0.0001,-0.008669246311765164,0.10512268543243408,0.5176889896392822,2237,0.010608782,0.28188203036785126,0.078984375,-0.3040520686656237
1073,9,1172480,42,0.2,0.0001,-0.00663959356257692,0.11082188785076141,0.510176956653595,2247,0.0101478165,0.2624566850066185,0.07451171875,-0.3082199244201183
1059,10,1177600,48,0.2,0.0001,-0.008356147259473801,0.07505916059017181,0.6960790157318115,2257,0.012980724,0.1840880873799324,0.083359375,-0.39593726724386213
1775,1,1182720,2,0.2,0.0001,-0.005051003880798817,0.09660850465297699,0.5529160499572754,2267,0.007929127,0.2521277378499508,0.05763671875,-0.2819959542900324
1166,2,1187840,8,0.2,0.0001,-0.006222408611793071,0.08670331537723541,0.47214633226394653,2277,0.010601715,0.27280159562826156,0.07666015625,-0.30004693135619165
1052,3,1192960,14,0.2,0.0001,-0.008222182290628552,0.11155073344707489,0.48799341917037964,2287,0.008228658,0.27456690318882465,0.0762890625,-0.27782628051936625
991,4,1198080,20,0.2,0.0001,-0.006810647463425994,0.1731266975402832,0.522895872592926,2297,0.009550213,0.29176749743521213,0.07775390625,-0.30951370105147363
958,5,1203200,26,0.2,0.0001,-0.006900038446765393,0.10867761075496674,0.45508670806884766,2307,0.00741921,0.26343943424522875,0.0759765625,-0.31640884429216387
933,6,1208320,32,0.2,0.0001,-0.0071625308832153674,0.09324267506599426,0.4092895984649658,2317,0.0126022,0.23780766710639,0.06626953125,-0.27563910380005835
932,7,1213440,38,0.2,0.0001,-0.003545028823209089,0.06859289109706879,0.5056394934654236,2325,0.015525808,0.25296407727987175,0.06753355704697987,-0.3421867463812732
942,8,1218560,43,0.2,0.0001,-0.002377058954342552,0.16155490279197693,0.5645187497138977,2331,0.010539295,0.2801692449528238,0.06127717391304348,-0.2621442535649175
926,9,1223680,49,0.2,0.0001,-0.008376461705192923,0.05573447793722153,0.6255072355270386,2341,0.009759547,0.18603424545377492,0.07173828125,-0.30892086654901507
915,10,1228800,55,0.2,0.0001,-0.007613150482065976,0.05626540258526802,0.7341059446334839,2351,0.010342583,0.19279076043516397,0.0750390625,-0.28059162095189094
1912,1,1233920,2,0.2,0.0001,-0.009873819798231124,0.12854795157909393,0.6463579535484314,2361,0.010437731,0.24853112891316415,0.089609375,-0.35486974820494654
1404,2,1239040,7,0.2,0.0001,-0.004720798289511076,0.07275900989770889,0.5364795923233032,2368,0.045081347,0.2438981352019901,0.06798811983471074,-0.2723043073307384
1198,3,1244160,12,0.2,0.0001,-0.006134342877194285,0.06135530024766922,0.508147120475769,2378,0.010127539,0.22065385904163123,0.07513671875,-0.3522984853386879
1129,4,1249280,18,0.2,0.0001,-0.006635711931157857,0.0467413030564785,0.6407769918441772,2388,0.007884259,0.20218878224492073,0.0626171875,-0.27934288017451764
1086,5,1254400,23,0.2,0.0001,-0.007546076606959104,0.042151592671871185,0.6007850170135498,2398,0.01003596,0.22630637586116792,0.074765625,-0.3788036140799522
1063,6,1259520,28,0.2,0.0001,-0.006560623787809163,0.09962889552116394,0.5987597703933716,2408,0.010747517,0.2204681136459112,0.073984375,-0.30890690520405767
1043,7,1264640,34,0.2,0.0001,-0.00677476403536275,0.05952934920787811,0.5927092432975769,2418,0.009650976,0.2144498859345913,0.0934765625,-0.3685954016447067
1031,8,1269760,39,0.2,0.0001,-0.008283310630358755,0.0696418359875679,0.6397215127944946,2428,0.008941261,0.20642494145780801,0.0782421875,-0.2997587552666664
1019,9,1274880,45,0.2,0.0001,-0.00817395324120298,0.06469114124774933,0.7109118103981018,2438,0.009251056,0.1905223946273327,0.08611328125,-0.3642082372307777
1009,10,1280000,50,0.2,0.0001,-0.006754915458150208,0.11701620370149612,0.7824486494064331,2448,0.008687514,0.19127573318779467,0.08232421875,-0.32370335936546324
2085,1,1285120,2,0.2,0.0001,-0.008552438940387218,0.07863964140415192,0.8012452125549316,2458,0.010454202,0.223535407371819,0.08609375,-0.4250396902859211
1279,2,1290240,8,0.2,0.0001,-0.008737582196481526,0.08498524129390717,0.707877516746521,2468,0.008975541,0.2677316191792488,0.0693359375,-0.32238138258457183
1153,3,1295360,13,0.2,0.0001,-0.007913948525674641,0.11936591565608978,0.4804301857948303,2478,0.009398478,0.3510361320525408,0.084375,-0.3135141019523144
1090,4,1300480,18,0.2,0.0001,-0.005884224625770002,0.12159117311239243,0.6202336549758911,2488,0.011197206,0.3123704954981804,0.09115234375,-0.3881509482860565
1058,5,1305600,24,0.2,0.0001,-0.007658432777971029,0.10723482072353363,0.5967254638671875,2498,0.010963162,0.32042536221444606,0.0819140625,-0.3346454130113125
1036,6,1310720,29,0.2,0.0001,-0.0068963353917934,0.1331114023923874,0.5365900993347168,2508,0.009791209,0.3200747913122177,0.08951171875,-0.3380370990931988
1020,7,1315840,35,0.2,0.0001,-0.008162909955717623,0.09047333151102066,0.558946967124939,2518,0.009865556,0.24703781254589557,0.06845703125,-0.2641093219071627
1036,8,1320960,39,0.2,0.0001,-0.006249187706607925,0.08014734834432602,0.6682116985321045,2525,0.046656556,0.23146730218051878,0.07379907024793389,-0.3687195817301096
1024,9,1326080,44,0.2,0.0001,-0.00753051889128983,0.09645921736955643,0.5826683044433594,2535,0.011050801,0.3106897974014282,0.07837890625,-0.40351790472865107
1017,10,1331200,50,0.2,0.0001,-0.008796810139901936,0.10371039062738419,0.6517639756202698,2545,0.01345011,0.24906904578208924,0.08669921875,-0.2973823250830174
1871,1,1336320,2,0.2,0.0001,-0.007357948853168637,0.028866983950138092,0.6853925585746765,2555,0.0126008345,0.14832625487819315,0.091875,-0.48923185244202616
1393,2,1341440,7,0.2,0.0001,-0.002775457544918478,0.11100617796182632,0.7265992164611816,2562,0.009950358,0.262479806903505,0.07821053832116788,-0.364213286960212
1242,3,1346560,12,0.2,0.0001,-0.007874882135074585,0.09932708740234375,0.7148547768592834,2572,0.011663629,0.2415916756913066,0.0712109375,-0.3602732968330383
1170,4,1351680,17,0.2,0.0001,-0.006247870665974915,0.05348745360970497,0.7549461722373962,2582,0.009932715,0.22131911814212799,0.0698828125,-0.37453642576932905
1135,5,1356800,22,0.2,0.0001,-0.006796243214048445,0.11012985557317734,0.5762394666671753,2592,0.011317941,0.3331671431660652,0.09048828125,-0.3477046926319599
1104,6,1361920,27,0.2,0.0001,-0.00845471752109006,0.099105603992939,0.5579192638397217,2602,0.011657277,0.31999199189245703,0.08318359375,-0.3448859991133213
1081,7,1367040,33,0.2,0.0001,-0.005461368795949966,0.13791967928409576,0.44872599840164185,2612,0.008992677,0.337596844881773,0.0808984375,-0.3825994546711445
1073,8,1372160,38,0.2,0.0001,-0.007169797143433243,0.06740109622478485,0.6746973991394043,2622,0.010862318,0.22348092444241047,0.090625,-0.3651379810273647
1056,9,1377280,43,0.2,0.0001,-0.0075927183486055585,0.07204027473926544,0.5890905857086182,2632,0.011966054,0.3022726355493069,0.0995703125,-0.36490107014775275
1044,10,1382400,49,0.2,0.0001,-0.00837824507849291,0.12221898883581161,0.43091726303100586,2642,0.015270121,0.38853529810905457,0.095234375,-0.33001193329691886
2242,1,1387520,2,0.2,0.0001,-0.006895866435952485,0.11150702089071274,0.580958366394043,2652,0.009786995,0.3014353081583977,0.08654296875,-0.3814566719532013
1362,2,1392640,7,0.2,0.0001,-0.008194640092551709,0.07333871722221375,0.5084025859832764,2662,0.011940109,0.3144564510881901,0.08869140625,-0.35166756704449653
1217,3,1397760,12,0.2,0.0001,-0.007506084660999477,0.14316090941429138,0.29809892177581787,2672,0.008252462,0.35386952459812165,0.07576171875,-0.3173011039197445
1157,4,1402880,17,0.2,0.0001,-0.005719162696041166,0.08590543270111084,0.3026464581489563,2682,0.011807106,0.2796334347873926,0.0959765625,-0.2920229279249906
1183,5,1408000,21,0.2,0.0001,-0.003050539574839852,0.06626488268375397,0.22229909896850586,2688,0.01946994,0.2530659328807484,0.07599431818181818,-0.31935132416811857
1150,6,1413120,26,0.2,0.0001,-0.006921106362715364,0.05081099271774292,0.4007338881492615,2698,0.011257546,0.20643640112131834,0.0905078125,-0.3580512399971485
1127,7,1418240,31,0.2,0.0001,-0.007806351415347308,0.06801878660917282,0.3889046907424927,2708,0.011406739,0.23086513385176657,0.078515625,-0.29706672877073287
1098,8,1423360,37,0.2,0.0001,-0.006390673231799156,0.089159294962883,0.42531102895736694,2718,0.0123165045,0.2025481941923499,0.107265625,-0.38062600821256637
1135,9,1428480,40,0.2,0.0001,-0.0002542505639472178,0.13226357102394104,0.4308396577835083,2721,0.011025578,0.30462077765592505,0.08412388392857142,-0.32158326889787403
1117,10,1433600,45,0.2,0.0001,-0.0067365361307747664,0.054931432008743286,0.47731781005859375,2731,0.010423278,0.24114496622234582,0.096484375,-0.4100105230510235
2080,1,1438720,2,0.2,0.0001,-0.007907529275398702,0.058880820870399475,0.3193504214286804,2741,0.011769719,0.26635037794709204,0.10552734375,-0.3536741237342358
1180,2,1443840,8,0.2,0.0001,-0.007402160810306669,0.07992920279502869,0.38676661252975464,2751,0.011744513,0.26466540835797786,0.10068359375,-0.34474670112133027
1025,3,1448960,14,0.2,0.0001,-0.0035581163805909455,0.14370393753051758,0.3514958620071411,2761,0.010805266,0.26538651674985886,0.09876953125,-0.36081363171339037
966,4,1454080,21,0.2,0.0001,-0.007159742466174066,0.045439161360263824,0.3777690529823303,2771,0.011091762,0.23187430024147035,0.1024609375,-0.38129302963614464
934,5,1459200,27,0.2,0.0001,-0.00584053207654506,0.044635023921728134,0.5134942531585693,2781,0.0135636795,0.2113048266619444,0.10783203125,-0.3429048652946949
909,6,1464320,33,0.2,0.0001,-0.00901227438589558,0.10629057139158249,0.5401818156242371,2791,0.009533578,0.25543907143175604,0.0853125,-0.35701193124055863
885,7,1469440,40,0.2,0.0001,-0.006954902864526958,0.05527330935001373,0.5442323684692383,2801,0.009623048,0.23566554721444846,0.086171875,-0.29083832204341886
876,8,1474560,46,0.2,0.0001,-0.008166505456902087,0.05280578136444092,0.5581953525543213,2811,0.008178146,0.23606821112334728,0.06576171875,-0.3108158610761166
869,9,1479680,53,0.2,0.0001,-0.008983258616644889,0.030652441084384918,0.5504931211471558,2821,0.009329962,0.1979565166309476,0.08921875,-0.40935905680060386
736,10,1484800,69,0.2,0.0001,-0.010046262042596937,0.027541015297174454,0.4906488060951233,2831,0.011264449,0.1831618506088853,0.0920703125,-0.3765901719033718
1865,1,1489920,2,0.2,0.0001,-0.008390961932018399,0.04933398962020874,0.5447676181793213,2841,0.009263192,0.1880069877207279,0.08328125,-0.39657863825559614
1280,2,1495040,7,0.2,0.0001,-0.005729212791525892,0.06449639797210693,0.5431671738624573,2849,0.019185796,0.209614872061587,0.07987520292207792,-0.34515160805993267
1104,3,1500160,13,0.2,0.0001,-0.009811829286627471,0.06118928641080856,0.41752737760543823,2859,0.007219111,0.19696652639657258,0.0799609375,-0.3378734701871872
1029,4,1505280,19,0.2,0.0001,-0.009713727911002935,0.06357771158218384,0.3377618193626404,2869,0.0111827245,0.21438709776848555,0.08396484375,-0.33924207746982576
983,5,1510400,26,0.2,0.0001,-0.008096099589020014,0.07390784472227097,0.2771863341331482,2879,0.011776242,0.22292536091059445,0.08568359375,-0.34265088975429536
956,6,1515520,32,0.2,0.0001,-0.00918808814836666,0.05843235179781914,0.44857412576675415,2889,0.008230836,0.14521397426724433,0.0748046875,-0.29335129357874395
937,7,1520640,38,0.2,0.0001,-0.010773313320241869,0.0564841590821743,0.32180100679397583,2899,0.009985126,0.19086874648928642,0.0830078125,-0.3040378068387508
922,8,1525760,44,0.2,0.0001,-0.0072357595176436,0.04847794398665428,0.4632954001426697,2909,0.00839318,0.16582587134093046,0.0621484375,-0.24990453489124775
913,9,1530880,50,0.2,0.0001,-0.009571882043965162,0.0425935722887516,0.4835268259048462,2919,0.01018615,0.16690958596765995,0.09634765625,-0.33628759503364564
916,10,1536000,55,0.2,0.0001,-0.010460323293227703,0.05322467163205147,0.4843679666519165,2929,0.009500073,0.1656572573632002,0.0868359375,-0.40319011121988296
2256,1,1541120,2,0.2,0.0001,-0.01160474443808198,0.043873101472854614,0.5845685005187988,2939,0.012154822,0.16564683940261601,0.10890625,-0.43908764705061915
1321,2,1546240,7,0.2,0.0001,-0.007401162781752646,0.1086077094078064,0.5184189081192017,2949,0.009437358,0.25541662514209745,0.08955078125,-0.42377386972308156
1176,3,1551360,13,0.2,0.0001,-0.010012169352266937,0.05828522890806198,0.4714772701263428,2959,0.013334778,0.20390764504671097,0.097734375,-0.3588095563650131
1103,4,1556480,18,0.2,0.0001,-0.008164395410567522,0.05561721324920654,0.5980982780456543,2969,0.008813261,0.18689338389784096,0.0809765625,-0.4055174458026886
1061,5,1561600,24,0.2,0.0001,-0.008674015493597835,0.0646044984459877,0.3240993022918701,2979,0.009036207,0.20043359767645597,0.075078125,-0.3414203542470932
1050,6,1566720,29,0.2,0.0001,-0.009119647180195898,0.05811236426234245,0.4169924259185791,2989,0.0101073915,0.168156461417675,0.0865625,-0.3447745728492737
1042,7,1571840,34,0.2,0.0001,-0.009452837319113314,0.03799542039632797,0.5265374183654785,2999,0.011516869,0.1548455959931016,0.083125,-0.4250751197338104
1030,8,1576960,39,0.2,0.0001,-0.010410878916736692,0.04946691915392876,0.4646018147468567,3009,0.014607502,0.16373358435928823,0.0828125,-0.26807025976479054
1027,9,1582080,44,0.2,0.0001,-0.008910284098237752,0.07071761786937714,0.37796562910079956,3019,0.009551812,0.18723516050726174,0.07123046875,-0.29634275518357756
1026,10,1587200,49,0.2,0.0001,-0.011872725132852792,0.01007758267223835,0.5201823711395264,3029,0.008901787,0.13452390959486366,0.07935546875,-0.37528923988342283
1269,1,1592320,4,0.2,0.0001,-0.00869348672684282,0.03015943244099617,0.5423563718795776,3039,0.008952693,0.1560339505597949,0.0738671875,-0.3379509000480175
1009,2,1597440,10,0.2,0.0001,-0.007374281554948538,0.05315504968166351,0.6239355802536011,3049,0.008634045,0.1456253332644701,0.07181640625,-0.3487462016940117
990,3,1602560,15,0.2,0.0001,-0.007662392575293779,0.04647733271121979,0.3390827178955078,3059,0.010108855,0.18924642272293568,0.09216796875,-0.34157936125993726
945,4,1607680,21,0.2,0.0001,-0.009943543125409633,0.040632329881191254,0.5736931562423706,3069,0.009615807,0.18296923898160458,0.08380859375,-0.33830450430512427
928,5,1612800,27,0.2,0.0001,-0.006238403967581689,0.057347338646650314,0.48383647203445435,3079,0.012058802,0.20787476662546397,0.06775390625,-0.26743956819176673
925,6,1617920,33,0.2,0.0001,-0.00827223490923643,0.05199917405843735,0.6298577785491943,3089,0.009473202,0.17641106352210045,0.07826171875,-0.3297094103693962
933,7,1623040,38,0.2,0.0001,-0.0081433469732292,0.07564558833837509,0.5986436605453491,3099,0.0104102725,0.20791617326438427,0.08275390625,-0.33507438719272614
938,8,1628160,43,0.2,0.0001,-0.010696941427886486,0.06814426183700562,0.27269017696380615,3109,0.0135140885,0.2244185946509242,0.08388671875,-0.33633622512221334
944,9,1633280,48,0.2,0.0001,-0.006688036734703928,0.03636310622096062,0.5147318840026855,3119,0.010120888,0.16374697841703892,0.072890625,-0.36620792239904404
948,10,1638400,53,0.2,0.0001,-0.004438562323339283,0.07483313977718353,0.34248554706573486,3129,0.009512878,0.21408601447939873,0.0560546875,-0.20441716037690638
2086,1,1643520,2,0.2,0.0001,-0.0072313336841762065,0.05307574197649956,0.4269033670425415,3139,0.009835886,0.16338257297873496,0.07037109375,-0.34036672219634057
1355,2,1648640,7,0.2,0.0001,-0.009150876614730805,0.02815115824341774,0.4787507653236389,3149,0.0113129,0.15920915257185697,0.078515625,-0.3575252586603165
1232,3,1653760,12,0.2,0.0001,-0.00802832056535408,0.04558410495519638,0.49094367027282715,3159,0.010249158,0.15484940480440856,0.07984375,-0.38636148631572725
1181,4,1658880,17,0.2,0.0001,-0.00846610901178792,0.026596365496516228,0.5341760516166687,3169,0.009714385,0.14896699871867894,0.07609375,-0.3622171761095524
1146,5,1664000,22,0.2,0.0001,-0.009491928084753454,0.09137766808271408,0.359483540058136,3179,0.009811468,0.2401205286383629,0.077109375,-0.33094712525606157
1127,6,1669120,27,0.2,0.0001,-0.00990495583973825,0.0477084144949913,0.5263628959655762,3189,0.012626179,0.15778897695243357,0.088125,-0.38483788311481476
1107,7,1674240,32,0.2,0.0001,-0.0066233567497693,0.04550109803676605,0.29666346311569214,3199,0.009357254,0.19136659141629933,0.08705078125,-0.375144467651844
1115,8,1679360,36,0.2,0.0001,-0.008109474662118234,0.08680360019207001,0.4519292116165161,3207,0.027075877,0.19247760681005624,0.08672967657342658,-0.33283874038216116
1098,9,1684480,41,0.2,0.0001,-0.007316529632080346,0.053095996379852295,0.4380457401275635,3217,0.010004755,0.19356241215020417,0.074453125,-0.32051064595580103
1083,10,1689600,47,0.2,0.0001,-0.007921627906616777,0.027560919523239136,0.48261040449142456,3227,0.010608392,0.1604261216521263,0.0889453125,-0.3449081303179264
2093,1,1694720,2,0.2,0.0001,-0.009696538844145834,0.03436531871557236,0.5021120309829712,3237,0.009557638,0.1304306998848915,0.0876953125,-0.3840998062491417
1287,2,1699840,7,0.2,0.0001,-0.00894901911728084,0.02984880656003952,0.4605180025100708,3247,0.0140071185,0.1484994339197874,0.10240234375,-0.3576287816464901
1166,3,1704960,13,0.2,0.0001,-0.0094311024970375,0.04037705063819885,0.5104765892028809,3257,0.009979309,0.18810580838471652,0.09541015625,-0.4094221666455269
