time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/learning_rate,train/loss,train/clip_fraction,train/entropy_loss,train/approx_kl
1202,1,5120,4,,,,,,,,,,
387,2,10240,26,-0.08282303810119629,0.7902340349555016,-0.011092690830118955,10,0.2,0.0003,0.2388591766357422,0.10052734375,-1.0666274899244308,0.009684367
1260,1,15360,4,-0.1365875005722046,0.27778831258416176,-0.01002312199329026,20,0.2,0.0003,0.09357242286205292,0.0980078125,-1.032648198902607,0.008189681
351,2,20480,29,0.07672899961471558,0.39288962841033936,-0.014149603752885013,30,0.2,0.0003,0.1170952245593071,0.149921875,-0.9888827741146088,0.011048315
1306,1,25600,3,0.07076746225357056,0.42051343366503713,-0.015298577633220702,40,0.2,0.0003,0.1066533774137497,0.13291015625,-0.971496707201004,0.010280585
400,2,30720,25,-0.003519892692565918,0.3646359710395336,-0.017022231495939195,50,0.2,0.0003,0.0796058252453804,0.15919921875,-0.9483419841527939,0.011095469
1369,1,35840,3,0.17151618003845215,0.37391962483525276,-0.012283589134458452,60,0.2,0.0003,0.12505684792995453,0.1444140625,-0.9153082558512687,0.011039446
