time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,train/ent_coef,train/loss,curriculum/grid_size,train/entropy_loss,curriculum/preferred_eval_mode,curriculum/stage_timesteps,train/n_updates,curriculum/obs_quantity,curriculum/stage,train/approx_kl,train/learning_rate,train/stage_learning_rate,train/policy_gradient_loss,curriculum/max_steps,train/value_loss,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/std_reward,eval/deterministic,eval/stage,eval/std_ep_length,eval/full_coverage_rate,eval/mean_ep_length,eval/stage_timesteps,eval/promotion_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/mode_gap,eval/deterministic_full_coverage_rate,eval/diagnostic_full_coverage_rate
,,,,,,,0.026333048939704895,,-0.19051120221614837,,,455,,,0.00735903,0.0001,,-0.005202870573848486,,0.08510384153574706,0.7423913478851318,0.060703125,0.2,7.595596418380738,0.3200803941763451,0,1,11.766371573259109,1.0,28.85,460800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.308113579750061,3.587347918641586,1,1,58.72888216201633,0.89,48.28,460800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,460800,0.89,1.0,0.10999999999999999,0.89,1.0
3,471040,31.23,1,1602,7.510812759399414,0.0010000000000000009,,5,,1,460800,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,476160,29.96,2,1443,7.502204418182373,,0.04392710700631142,,-0.21913550183176994,,,460,,,0.004477058,0.0001,,-0.004308730191551149,,0.08815613210201263,0.7951188683509827,0.0482421875,0.2,,,,,,,,,,,,,
11,481280,29.63,3,1392,7.574222564697266,,0.03367185965180397,,-0.1843658635020256,,,465,,,0.0068159476,0.0001,,-0.002007971848361194,,0.08587251916527748,0.761900007724762,0.04734375,0.2,,,,,,,,,,,,,
14,486400,33.46,4,1372,7.469238758087158,,0.04049033299088478,,-0.17809822022914887,,,470,,,0.0073471256,0.0001,,-0.0030642252368852495,,0.08818203296512366,0.7457696199417114,0.049375,0.2,,,,,,,,,,,,,
18,491520,29.98,5,1347,7.582260608673096,,0.045415427535772324,,-0.21501714035868644,,,475,,,0.0053741606,0.0001,,-0.002261954420246184,,0.10844794735312462,0.8127419352531433,0.05671875,0.2,,,,,,,,,,,,,
22,496640,28.44,6,1344,7.613204479217529,,0.02313700132071972,,-0.1766813026368618,,,480,,,0.004197919,0.0001,,-0.0018616057478357106,,0.08657829388976097,0.7296306490898132,0.045625,0.2,,,,,,,,,,,,,
26,501760,28.31,7,1339,7.545017242431641,,0.0264535304158926,,-0.15813484504818917,,,485,,,0.003985731,0.0001,,-0.0035805570194497706,,0.07121664721518756,0.7297525405883789,0.041484375,0.2,,,,,,,,,,,,,
30,506880,30.24,8,1336,7.5637736320495605,,0.022291280329227448,,-0.1280609154701233,,,490,,,0.008035867,0.0001,,-0.0011221270076930522,,0.03485624058172107,0.8017854690551758,0.0390234375,0.2,,,,,,,,,,,,,
34,512000,31.2,9,1334,7.520908832550049,,0.04583919420838356,,-0.18177957125008107,,,495,,,0.006062693,0.0001,,-0.003316334681585431,,0.08888096269220114,0.7958539724349976,0.046640625,0.2,,,,,,,,,,,,,
38,517120,30.35,10,1330,7.505494594573975,,0.01842665486037731,,-0.20298830628395081,,,500,,,0.007446078,0.0001,,-0.005143340285867453,,0.09621148116886616,0.8055118918418884,0.0498828125,0.2,,,,,,,,,,,,,
,,,,,,,0.03196302801370621,,-0.18302511498332025,,,505,,,0.003078668,0.0001,,-0.0010268191248178481,,0.11413842990994454,0.7807838320732117,0.043125,0.2,7.633954396247864,0.1312613247852384,0,1,6.577415905961854,1.0,27.76,512000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.978295385837555,2.374562109456164,1,1,43.00441837765046,0.96,40.2,512000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,512000,0.96,1.0,0.040000000000000036,0.96,1.0
2,522240,30.32,1,1768,7.560182571411133,0.0010000000000000009,,5,,1,512000,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,527360,29.55,2,1455,7.57804012298584,,0.032328493893146515,,-0.18937351197004318,,,510,,,0.0054105157,0.0001,,-0.0006631989357993007,,0.10034441962838173,0.7756525278091431,0.062109375,0.2,,,,,,,,,,,,,
10,532480,27.61,3,1401,7.620347499847412,,0.04366392642259598,,-0.17272475808858873,,,515,,,0.0068136854,0.0001,,-0.006019250741228461,,0.08815347995609045,0.8059806227684021,0.0525,0.2,,,,,,,,,,,,,
15,537600,27.51,4,1362,7.639380931854248,,0.04454279690980911,,-0.1719955411553383,,,520,,,0.004302858,0.0001,,-0.0022506906557828187,,0.09980834569782018,0.8265018463134766,0.0396875,0.2,,,,,,,,,,,,,
19,542720,27.44,5,1327,7.641726493835449,,0.017236972227692604,,-0.1676906254887581,,,525,,,0.004026671,0.0001,,-0.0018747804407030343,,0.079838128387928,0.8259511590003967,0.0391015625,0.2,,,,,,,,,,,,,
23,547840,30.93,6,1322,7.477415084838867,,0.005725111812353134,,-0.15690691038966179,,,530,,,0.0062680384,0.0001,,-0.0021176089392974974,,0.0461566773802042,0.8656901717185974,0.0474609375,0.2,,,,,,,,,,,,,
27,552960,28.5,7,1319,7.598011493682861,,0.03794226795434952,,-0.18856269001960754,,,535,,,0.0055987076,0.0001,,-0.0024576876079663635,,0.07455763645470143,0.8307046890258789,0.0476171875,0.2,,,,,,,,,,,,,
31,558080,30.93,8,1317,7.4739155769348145,,0.014483853243291378,,-0.17858642995357513,,,540,,,0.0074867085,0.0001,,-0.00022314779460430145,,0.08287429612129926,0.8079889416694641,0.045546875,0.2,,,,,,,,,,,,,
34,563200,27.57,9,1316,7.628506660461426,,0.04377760738134384,,-0.19934401765465737,,,545,,,0.0038066756,0.0001,,-0.00030106868129223583,,0.10017411336302758,0.7994157075881958,0.0407421875,0.2,,,,,,,,,,,,,
38,568320,29.5,10,1317,7.57357931137085,,0.01821235939860344,,-0.14487196944653988,,,550,,,0.00597402,0.0001,,-0.0037118346989154817,,0.05057696444913745,0.8159736394882202,0.045390625,0.2,,,,,,,,,,,,,
,,,,,,,0.02085282653570175,,-0.15149913474917412,,,555,,,0.007601627,0.0001,,-0.004719795687124133,,0.05289633173495531,0.8106787800788879,0.045078125,0.2,7.5267611765861515,1.0507019140538594,0,1,18.920031712446995,0.99,29.18,563200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.344045467376709,1.8910722336475272,1,1,28.08034187826067,0.98,31.12,563200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,563200,0.98,0.99,0.010000000000000009,0.98,0.99
3,573440,30.0,1,1643,7.578183174133301,0.0010000000000000009,,5,,0,563200,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,578560,26.48,2,1348,7.6539106369018555,,0.037000030279159546,,-0.17276580780744552,,,560,,,0.0036328428,0.0001,,-0.004373136116191745,,0.08204851437360049,0.8028303980827332,0.0396484375,0.2,,,,,,,,,,,,,
12,583680,27.19,3,1275,7.639653205871582,,0.006236731074750423,,-0.12828259259462357,,,565,,,0.007770867,0.0001,,-0.0029194191610440613,,0.033107896912842986,0.7845218777656555,0.040703125,0.2,,,,,,,,,,,,,
15,588800,27.38,4,1287,7.629193305969238,,0.0097828833386302,,-0.1318496336042881,,,570,,,0.004334214,0.0001,,-0.004627635502256453,,0.0454606150649488,0.7768614292144775,0.0411328125,0.2,,,,,,,,,,,,,
19,593920,31.73,5,1300,7.396142482757568,,0.02443787269294262,,-0.14918855898082256,,,575,,,0.0037889883,0.0001,,-0.0010755386576056481,,0.06201573703438044,0.8239578604698181,0.04046875,0.2,,,,,,,,,,,,,
23,599040,28.92,6,1308,7.591432094573975,,0.04343593865633011,,-0.1882452456653118,,,580,,,0.0040935245,0.0001,,-0.0015970231872051955,,0.10418971888720989,0.8259050846099854,0.04984375,0.2,,,,,,,,,,,,,
27,604160,29.21,7,1312,7.594891548156738,,0.031326860189437866,,-0.15751899063587188,,,585,,,0.0035884127,0.0001,,-0.002136721685528755,,0.08405643425881863,0.8351850509643555,0.0370703125,0.2,,,,,,,,,,,,,
31,609280,26.36,8,1314,7.651113986968994,,0.02929147705435753,,-0.14364995718002319,,,590,,,0.005077646,0.0001,,-0.003593232948333025,,0.0658302241936326,0.5954123735427856,0.046171875,0.2,,,,,,,,,,,,,
35,614400,28.38,9,1314,7.622488498687744,,0.025057818740606308,,-0.1533728302270174,,,595,,,0.0060269623,0.0001,,-0.002592094554565847,,0.05690697409212589,0.8000917434692383,0.038515625,0.2,,,,,,,,,,,,,
38,619520,27.1,10,1315,7.641307353973389,,0.04033396393060684,,-0.14384262211620807,,,600,,,0.0073396615,0.0001,,-0.0018408017652109265,,0.05465768195688724,0.805261492729187,0.0476171875,0.2,,,,,,,,,,,,,
,,,,,,,0.003763362765312195,,-0.14280302681028842,,,605,,,0.0048966715,0.0001,,-0.0030004970403388143,,0.05309144295752048,0.7356586456298828,0.047265625,0.2,7.657289628982544,0.07505796731147113,0,1,5.0470882694876655,1.0,26.63,614400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.240420289039612,1.8741627959932168,1,1,33.621475279945706,0.97,34.58,614400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,614400,0.97,1.0,0.030000000000000027,0.97,1.0
2,624640,31.27,1,1740,7.414062976837158,0.0010000000000000009,,5,,1,614400,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,629760,26.97,2,1443,7.647256374359131,,0.02590588666498661,,-0.15757129415869714,,,610,,,0.004272459,0.0001,,-0.0036163232428953053,,0.059450085535645486,0.8091679215431213,0.0398828125,0.2,,,,,,,,,,,,,
11,634880,26.43,3,1394,7.649221897125244,,0.01668604463338852,,-0.11281889498233795,,,615,,,0.0061806957,0.0001,,-0.00446555866394192,,0.046630764715373516,0.7381551265716553,0.0387109375,0.2,,,,,,,,,,,,,
14,640000,28.36,4,1373,7.549931526184082,,0.004425558261573315,,-0.12436609961092472,,,620,,,0.0042727813,0.0001,,-0.002914936859160662,,0.037407855549827215,0.8454740643501282,0.03546875,0.2,,,,,,,,,,,,,
18,645120,28.38,5,1364,7.611807346343994,,-0.001192915253341198,,-0.12585209749639034,,,625,,,0.006052197,0.0001,,-0.0020837945723906157,,0.038209921773523094,0.8595394492149353,0.039140625,0.2,,,,,,,,,,,,,
22,650240,28.04,6,1347,7.6136579513549805,,0.018473006784915924,,-0.160229874253273,,,630,,,0.006042063,0.0001,,-0.005004854858852923,,0.07288663528859615,0.8042033910751343,0.055234375,0.2,,,,,,,,,,,,,
27,655360,30.41,7,1325,7.430710315704346,,0.018683426082134247,,-0.13036991730332376,,,635,,,0.0031206475,0.0001,,-0.0029660931695252657,,0.0523270046710968,0.8123924732208252,0.0336328125,0.2,,,,,,,,,,,,,
31,660480,27.84,8,1317,7.622637748718262,,0.03738899901509285,,-0.17866586834192277,,,640,,,0.0050289356,0.0001,,-0.0024237933615222575,,0.0794407695531845,0.8337990045547485,0.03984375,0.2,,,,,,,,,,,,,
35,665600,26.98,9,1304,7.642602920532227,,0.0434686578810215,,-0.16207083277404308,,,645,,,0.0062367087,0.0001,,-0.00412723412271589,,0.08790204711258412,0.7599601745605469,0.0519921875,0.2,,,,,,,,,,,,,
39,670720,26.78,10,1298,7.645898342132568,,-0.0003980211913585663,,-0.11521947629749775,,,650,,,0.004316386,0.0001,,-0.003703436888754368,,0.043162294663488865,0.8209241628646851,0.03890625,0.2,,,,,,,,,,,,,
,,,,,,,0.011516526341438293,,-0.13688943341374396,,,655,,,0.004289333,0.0001,,-0.0038917435985058547,,0.046333465371280906,0.8434309959411621,0.045078125,0.2,7.648244185447693,0.1525427708344151,0,1,7.048822596717838,1.0,26.71,665600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.7537101364135745,3.073796002844999,1,1,47.933173272797205,0.92,39.53,665600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,665600,0.92,1.0,0.07999999999999996,0.92,1.0
3,675840,29.46,1,1585,7.506829738616943,0.0010000000000000009,,5,,1,665600,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,680960,27.57,2,1379,7.640096664428711,,0.014231802895665169,,-0.1405208194255829,,,660,,,0.0064342306,0.0001,,-0.0008794837538152933,,0.0546637599915266,0.8535723090171814,0.03734375,0.2,,,,,,,,,,,,,
11,686080,26.55,3,1354,7.653380870819092,,0.013401665724813938,,-0.10049493975937367,,,665,,,0.005821339,0.0001,,-0.002565556629560888,,0.03807397710159421,0.7553800940513611,0.0407421875,0.2,,,,,,,,,,,,,
15,691200,28.04,4,1334,7.620023250579834,,0.010110799223184586,,-0.1251840664446354,,,670,,,0.003957645,0.0001,,-0.0007980307657271624,,0.05151979958638549,0.8368176817893982,0.037265625,0.2,,,,,,,,,,,,,
19,696320,26.21,5,1328,7.660459995269775,,0.02897130697965622,,-0.11793343648314476,,,675,,,0.003806661,0.0001,,-0.0018284513778053224,,0.05010298129171133,0.7168974876403809,0.0340625,0.2,,,,,,,,,,,,,
23,701440,29.91,6,1326,7.549381256103516,,-0.007762489840388298,,-0.1101736555993557,,,680,,,0.0061558736,0.0001,,-0.006482230243273079,,0.04135554745793343,0.8297468423843384,0.041171875,0.2,,,,,,,,,,,,,
27,706560,29.09,7,1323,7.584369659423828,,0.03086569532752037,,-0.15701359063386916,,,685,,,0.004866545,0.0001,,-0.00410927752032876,,0.07960049171000719,0.7901520729064941,0.0487890625,0.2,,,,,,,,,,,,,
30,711680,30.19,8,1322,7.500176906585693,,0.03602994233369827,,-0.14840697713196277,,,690,,,0.004386218,0.0001,,-0.0024591232370585205,,0.0841299144178629,0.7832924127578735,0.0355859375,0.2,,,,,,,,,,,,,
35,716800,28.65,9,1315,7.598438262939453,,0.04422991722822189,,-0.15350814007222652,,,695,,,0.0038224242,0.0001,,-0.003851338028907776,,0.07936136346310377,0.756093442440033,0.0425390625,0.2,,,,,,,,,,,,,
39,721920,28.72,10,1312,7.603590488433838,,0.01867569237947464,,-0.12571513876318932,,,700,,,0.0059935274,0.0001,,-0.003543561538681388,,0.0569862974062562,0.7904152274131775,0.0439453125,0.2,,,,,,,,,,,,,
,,,,,,,0.010567760095000267,,-0.11163946956396104,,,705,,,0.005412805,0.0001,,-0.0013686346355825663,,0.04261410465463996,0.7900168895721436,0.0463671875,0.2,7.615425972938538,0.2860637483794126,0,1,10.52461400717385,1.0,27.75,716800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.152909073829651,2.403188025523805,1,1,35.101851803003214,0.96,33.6,716800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,716800,0.96,1.0,0.040000000000000036,0.96,1.0
2,727040,27.22,1,1725,7.649102687835693,0.0010000000000000009,,5,,1,716800,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,732160,27.95,2,1448,7.622358322143555,,0.02320939674973488,,-0.13970479764044286,,,710,,,0.0045627877,0.0001,,-0.002218956779688597,,0.057922077178955075,0.7632853388786316,0.035234375,0.2,,,,,,,,,,,,,
11,737280,27.5,3,1396,7.644716739654541,,0.029096297919750214,,-0.11760372310876846,,,715,,,0.0036914342,0.0001,,-0.001221406445838511,,0.05797031700611115,0.7123039960861206,0.0298828125,0.2,,,,,,,,,,,,,
14,742400,30.61,4,1382,7.485641956329346,,0.01297721453011036,,-0.1000681753011094,,,720,,,0.009757329,0.0001,,-0.0034322629457090013,,0.03126473423362393,0.7419621348381042,0.040270618556701034,0.2,,,,,,,,,,,,,
18,747520,28.59,5,1362,7.606584548950195,,0.0021132640540599823,,-0.12351922228932381,,,725,,,0.0055185147,0.0001,,-0.0014248776575550438,,0.04075108677148819,0.7834032773971558,0.04453125,0.2,,,,,,,,,,,,,
22,752640,30.44,6,1353,7.477250576019287,,0.016183797270059586,,-0.1252095016092062,,,730,,,0.004516077,0.0001,,0.0010888513503596188,,0.04205770840868354,0.8028477430343628,0.0307421875,0.2,,,,,,,,,,,,,
26,757760,26.45,7,1345,7.650824546813965,,0.01887134090065956,,-0.1526365287601948,,,735,,,0.0037016713,0.0001,,-0.002043221150524914,,0.05982211004942656,0.7736624479293823,0.0427734375,0.2,,,,,,,,,,,,,
30,762880,28.1,8,1340,7.630739212036133,,0.01987413875758648,,-0.10796004883944989,,,740,,,0.0042008385,0.0001,,-0.0037094920268282293,,0.04613153032958508,0.7318545579910278,0.0351171875,0.2,,,,,,,,,,,,,
34,768000,27.19,9,1338,7.639880180358887,,0.021501431241631508,,-0.13915616683661938,,,745,,,0.0047067394,0.0001,,-0.0039041108265519143,,0.057548861429095266,0.7947211265563965,0.0446484375,0.2,,,,,,,,,,,,,
38,773120,26.34,10,1334,7.659284591674805,,0.03429843485355377,,-0.1181080224364996,,,750,,,0.0042882753,0.0001,,-0.001514650471508503,,0.04993637531995773,0.7528451681137085,0.0337890625,0.2,,,,,,,,,,,,,
,,,,,,,0.012739166617393494,,-0.11099776312708855,,,755,,,0.005712024,0.0001,,-0.006258861240930855,,0.04294678684324026,0.7377397418022156,0.0434375,0.2,7.657266893386841,0.12908511856366758,0,1,6.047635901738794,1.0,26.19,768000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.43052836894989,1.7631429538702472,1,1,24.67267922216799,0.98,28.33,768000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,768000,0.98,1.0,0.020000000000000018,0.98,1.0
2,778240,27.07,1,1747,7.638904571533203,0.0010000000000000009,,5,,0,768000,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
8,783360,28.12,2,1194,7.6064324378967285,,0.020740045234560966,,-0.09819638036191464,,,760,,,0.004172393,0.0001,,-0.0030009761219844224,,0.047641054652631284,0.6566690802574158,0.032421875,0.2,,,,,,,,,,,,,
13,788480,29.89,3,1115,7.4880051612854,,0.008481754921376705,,-0.09454813726246357,,,765,,,0.007597831,0.0001,,-0.002326969113200903,,0.034933957755565646,0.7278621196746826,0.0339453125,0.2,,,,,,,,,,,,,
18,793600,28.26,4,1125,7.617193222045898,,0.020122498273849487,,-0.11359149664640426,,,770,,,0.008547065,0.0001,,-0.00243073346093297,,0.04536053664982319,0.7724732756614685,0.0414453125,0.2,,,,,,,,,,,,,
22,798720,28.41,5,1138,7.540892124176025,,0.008825553581118584,,-0.10070131033658981,,,775,,,0.0056966646,0.0001,,0.00016264800215139985,,0.037979690451174976,0.6747117042541504,0.04171875,0.2,,,,,,,,,,,,,
26,803840,28.2,6,1166,7.5216593742370605,,0.016759119927883148,,-0.0970196096599102,,,780,,,0.0055500125,0.0001,,0.001842721882276237,,0.025156250670552254,0.7667134404182434,0.033671875,0.2,,,,,,,,,,,,,
29,808960,28.52,7,1196,7.539250373840332,,0.015941889956593513,,-0.11201841607689858,,,785,,,0.0077560423,0.0001,,-0.004517017770558596,,0.04321576235815883,0.8070599436759949,0.05046875,0.2,,,,,,,,,,,,,
33,814080,28.76,8,1213,7.531068801879883,,0.016489101573824883,,-0.11823108226060867,,,790,,,0.0047525275,0.0001,,-0.003566756001673639,,0.0541375146061182,0.7935063242912292,0.0401171875,0.2,,,,,,,,,,,,,
37,819200,29.38,9,1228,7.590101718902588,,0.013077432289719582,,-0.13912818826735018,,,795,,,0.008187523,0.0001,,-0.0027375159226357935,,0.05952505812048912,0.848004162311554,0.0516015625,0.2,,,,,,,,,,,,,
41,824320,26.17,10,1234,7.664982795715332,,0.02493402548134327,,-0.13289989575743674,,,800,,,0.008577014,0.0001,,-0.0032446006080135703,,0.07893127921968698,0.7843805551528931,0.0483984375,0.2,,,,,,,,,,,,,
,,,,,,,0.019761545583605766,,-0.09222135512710927,,,805,,,0.010098994,0.0001,,-5.081534426618408e-05,,0.026867535272306137,0.6941618919372559,0.034254807692307696,0.2,7.61154531955719,0.448489526496398,0,1,14.64013661138447,1.0,27.92,819200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.408255553245544,1.61467823832261,1,1,28.231009546241875,0.98,30.01,819200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,819200,0.98,1.0,0.020000000000000018,0.98,1.0
2,829440,27.83,1,2080,7.620698928833008,0.0010000000000000009,,5,,0,819200,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
6,834560,27.66,2,1641,7.622307300567627,,0.012676172889769077,,-0.11297204665839672,,,810,,,0.0041195513,0.0001,,-0.0024802087247371672,,0.03945559829473495,0.7789384126663208,0.03890625,0.2,,,,,,,,,,,,,
9,839680,26.4,3,1555,7.647728443145752,,0.03064780682325363,,-0.1347859201580286,,,815,,,0.00510448,0.0001,,-0.0040936774900183085,,0.06499482836574316,0.7833724617958069,0.041484375,0.2,,,,,,,,,,,,,
13,844800,27.24,4,1477,7.644567966461182,,0.013180173933506012,,-0.12184679485857487,,,820,,,0.0049237725,0.0001,,-0.002712510246783495,,0.06281084921211004,0.7470550537109375,0.0419140625,0.2,,,,,,,,,,,,,
17,849920,26.87,5,1443,7.631290912628174,,0.011351007036864758,,-0.08531476013362407,,,825,,,0.005501571,0.0001,,-0.003172321678139269,,0.030276528913527726,0.7072429060935974,0.0267578125,0.2,,,,,,,,,,,,,
21,855040,28.73,6,1434,7.592801570892334,,0.005156250670552254,,-0.11143599137663841,,,830,,,0.0061749993,0.0001,,-0.0026203074539080263,,0.03440411040559411,0.7972726821899414,0.0362109375,0.2,,,,,,,,,,,,,
25,860160,27.91,7,1420,7.61915397644043,,0.01266474649310112,,-0.1157444554567337,,,835,,,0.003703658,0.0001,,-0.0025167763512581585,,0.04369675200432539,0.7761870622634888,0.033359375,0.2,,,,,,,,,,,,,
29,865280,27.58,8,1393,7.6295342445373535,,0.0058623552322387695,,-0.1228191739320755,,,840,,,0.0035371003,0.0001,,-0.0014075146149843932,,0.034666274040937424,0.8429921269416809,0.029921875,0.2,,,,,,,,,,,,,
33,870400,27.32,9,1380,7.636659622192383,,0.06543401628732681,,-0.10564295455813408,,,845,,,0.0070827394,0.0001,,-0.00031181402038782835,,0.042607989590615035,0.7537148594856262,0.042265625,0.2,,,,,,,,,,,,,
37,875520,27.73,10,1373,7.631096839904785,,0.004027694929391146,,-0.08755213696509599,,,850,,,0.0073126666,0.0001,,-0.0034485787013545633,,0.029058832880109547,0.7257250547409058,0.035625,0.2,,,,,,,,,,,,,
,,,,,,,0.010644631460309029,,-0.11051695331931115,,,855,,,0.0040547876,0.0001,,-0.00164588144980371,,0.036848515216261146,0.8038901090621948,0.0320703125,0.2,7.516306643486023,1.0762660800474266,0,1,19.029019943234076,0.99,29.58,870400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.569005568027496,1.1383131221918843,1,1,17.583728273605686,0.99,26.45,870400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,870400,0.99,0.99,0.0,0.99,0.99
,,,,,,,,,,,,,,,,,,,,,,,,7.6571078205108645,0.0786247245092804,0,1,4.835897021236081,1.0,26.71,870400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.106710205078125,2.4290273290852182,1,1,39.59890276257664,0.96,35.13,870400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,870400,0.96,1.0,0.040000000000000036,0.96,1.0
3,880640,30.9,1,1608,7.404329776763916,0.0010000000000000009,,5,,1,870400,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,885760,29.02,2,1348,7.515307426452637,,0.013625621795654297,,-0.19738622918725013,,,860,,,0.005683734,0.0001,,-0.0010393116530030965,,0.05320029657334089,0.8240455985069275,0.0415234375,0.2,,,,,,,,,,,,,
11,890880,27.5,3,1346,7.638352870941162,,0.05043642595410347,,-0.16297972172498704,,,865,,,0.004016569,0.0001,,-0.0008862428832799197,,0.0949301727488637,0.8326958417892456,0.032265625,0.2,,,,,,,,,,,,,
15,896000,29.91,4,1334,7.500017166137695,,0.01229449175298214,,-0.09414447329938412,,,870,,,0.0049359845,0.0001,,-0.0033398935291916133,,0.04085186738520861,0.6679700016975403,0.031796875,0.2,,,,,,,,,,,,,
19,901120,28.73,5,1314,7.590983867645264,,0.014735456556081772,,-0.13076632894575596,,,875,,,0.004078547,0.0001,,-0.0022000556671991946,,0.04282315431162715,0.8206737041473389,0.037890625,0.2,,,,,,,,,,,,,
23,906240,27.73,6,1303,7.61746072769165,,0.014874111860990524,,-0.12952565662562848,,,880,,,0.004587032,0.0001,,-0.0022567129926756024,,0.05625984314829111,0.8238000273704529,0.033203125,0.2,,,,,,,,,,,,,
27,911360,26.96,7,1296,7.639410018920898,,0.042868394404649734,,-0.14289521530270577,,,885,,,0.004550237,0.0001,,-0.0006053351890295744,,0.07251108024269343,0.7994639873504639,0.0386328125,0.2,,,,,,,,,,,,,
31,916480,26.23,8,1294,7.6636528968811035,,0.011894140392541885,,-0.11350991755723953,,,890,,,0.0046244445,0.0001,,-0.0029943347768858074,,0.05715269047766924,0.7536901831626892,0.0303515625,0.2,,,,,,,,,,,,,
35,921600,27.85,9,1292,7.619347095489502,,0.0158676914870739,,-0.1344722855091095,,,895,,,0.005334686,0.0001,,-0.0015235727606341242,,0.05103110171854496,0.8127083778381348,0.0435546875,0.2,,,,,,,,,,,,,
39,926720,31.02,10,1296,7.4193525314331055,,0.0218081995844841,,-0.11241198487579823,,,900,,,0.0035977997,0.0001,,-0.0015770657453685998,,0.05405151095241308,0.7657455205917358,0.0287890625,0.2,,,,,,,,,,,,,
,,,,,,,0.003307754173874855,,-0.1379067151248455,,,905,,,0.006361297,0.0001,,-0.00425368963740766,,0.049218179807066914,0.831981360912323,0.0423046875,0.2,7.561374876499176,1.0638933478798815,0,1,17.85189065617421,0.99,27.7,921600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.954204463958741,2.7827509202673832,1,1,42.27801319835169,0.94,36.36,921600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,921600,0.94,0.99,0.050000000000000044,0.94,0.99
2,931840,27.47,1,1728,7.622540473937988,0.0010000000000000009,,5,,1,921600,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,936960,28.32,2,1408,7.5485453605651855,,0.029363662004470825,,-0.10734828494489193,,,910,,,0.009532222,0.0001,,-0.00369690858758986,,0.04063988031819463,0.7434500455856323,0.041015625,0.2,,,,,,,,,,,,,
11,942080,26.39,3,1334,7.648745059967041,,-0.00032018590718507767,,-0.11531041324138641,,,915,,,0.005133369,0.0001,,-0.005600533792749047,,0.03363274799659848,0.7875192165374756,0.0420703125,0.2,,,,,,,,,,,,,
15,947200,29.27,4,1330,7.585381507873535,,0.015245716087520123,,-0.10033990643918514,,,920,,,0.005262769,0.0001,,-0.003988713482394815,,0.023153703240677715,0.8012396097183228,0.033671875,0.2,,,,,,,,,,,,,
19,952320,30.23,5,1324,7.548427104949951,,0.0013433769345283508,,-0.13525598272681236,,,925,,,0.0071697854,0.0001,,-0.004206742402166128,,0.0440384391322732,0.7980583310127258,0.0406640625,0.2,,,,,,,,,,,,,
23,957440,28.06,6,1325,7.601170539855957,,0.026719262823462486,,-0.17575795143842698,,,930,,,0.0077836895,0.0001,,-0.003434642879292369,,0.0696733084321022,0.79156094789505,0.0533984375,0.2,,,,,,,,,,,,,
26,962560,27.48,7,1328,7.624932289123535,,0.05751242861151695,,-0.14090323902666568,,,935,,,0.005489789,0.0001,,-0.0005113107059150934,,0.06052028112113476,0.8035489320755005,0.0354296875,0.2,,,,,,,,,,,,,
30,967680,28.18,8,1330,7.614648342132568,,0.010997295379638672,,-0.1224706782400608,,,940,,,0.004207536,0.0001,,0.002172060227021575,,0.03991799989715219,0.8552581667900085,0.037265625,0.2,,,,,,,,,,,,,
