time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,train/ent_coef,train/loss,curriculum/grid_size,train/entropy_loss,curriculum/preferred_eval_mode,curriculum/stage_timesteps,train/n_updates,curriculum/obs_quantity,curriculum/stage,train/approx_kl,train/learning_rate,train/stage_learning_rate,train/policy_gradient_loss,curriculum/max_steps,train/value_loss,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/std_reward,eval/deterministic,eval/stage,eval/std_ep_length,eval/full_coverage_rate,eval/mean_ep_length,eval/stage_timesteps,eval/promotion_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/mode_gap,eval/deterministic_full_coverage_rate,eval/diagnostic_full_coverage_rate
34,972800,27.08,9,1322,7.645841598510742,,0.011420788243412971,,-0.13661756843328476,,,945,,,0.004176812,0.0001,,-0.0030238818004727362,,0.047717583812773225,0.8435280323028564,0.0414453125,0.2,,,,,,,,,,,,,
38,977920,27.69,10,1323,7.6103925704956055,,-0.003744330257177353,,-0.10872594781219959,,,950,,,0.0044454215,0.0001,,-0.004093384775333106,,0.035281797908246516,0.7466118335723877,0.0398828125,0.2,,,,,,,,,,,,,
,,,,,,,0.021929115056991577,,-0.1267099267989397,,,955,,,0.005951785,0.0001,,-0.0016909473482519387,,0.043004455231130126,0.780692994594574,0.038828125,0.2,7.639408917427063,0.12483114792902926,0,1,6.570418555921685,1.0,27.36,972800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.287210140228272,2.057732403960168,1,1,30.35941204964286,0.97,31.69,972800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,972800,0.97,1.0,0.030000000000000027,0.97,1.0
2,983040,28.53,1,1828,7.592006206512451,0.0010000000000000009,,5,,1,972800,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,988160,31.58,2,1453,7.388125419616699,,0.014936988241970539,,-0.12555965304374694,,,960,,,0.003705778,0.0001,,0.0029918465251103045,,0.04955399569123983,0.8037471175193787,0.038046875,0.2,,,,,,,,,,,,,
10,993280,29.75,3,1398,7.573835372924805,,0.052201200276613235,,-0.17615758031606674,,,965,,,0.005016069,0.0001,,-0.002513456498272717,,0.062021157853305336,0.8090168833732605,0.039140625,0.2,,,,,,,,,,,,,
14,998400,26.5,4,1374,7.652101993560791,,0.028625421226024628,,-0.1786451283097267,,,970,,,0.004418145,0.0001,,-0.006116283889859915,,0.07866717394441367,0.8354227542877197,0.051796875,0.2,,,,,,,,,,,,,
18,1003520,27.27,5,1360,7.633789539337158,,0.021085871383547783,,-0.1257236869633198,,,975,,,0.005479595,0.0001,,-0.003501245561055839,,0.05633219361305237,0.7970240116119385,0.0373828125,0.2,,,,,,,,,,,,,
22,1008640,27.65,6,1355,7.617414951324463,,0.007001720368862152,,-0.0969167273491621,,,980,,,0.004862615,0.0001,,-0.002471454641781747,,0.042942377738654613,0.6855114698410034,0.033828125,0.2,,,,,,,,,,,,,
26,1013760,33.1,7,1336,7.4155802726745605,,0.01395181380212307,,-0.10088713832199574,,,985,,,0.0071351468,0.0001,,-0.003993351941462606,,0.031603672485798595,0.7834017276763916,0.03578125,0.2,,,,,,,,,,,,,
30,1018880,25.85,8,1333,7.666619777679443,,0.01798706315457821,,-0.17486840069293977,,,990,,,0.005178744,0.0001,,-0.001865298778284341,,0.07024569191038608,0.8300062417984009,0.0451171875,0.2,,,,,,,,,,,,,
34,1024000,27.6,9,1328,7.623636245727539,,0.0008524945005774498,,-0.08040272299200296,,,995,,,0.0070719854,0.0001,,-0.001962480617221445,,0.024533080905675887,0.7030037641525269,0.02796875,0.2,,,,,,,,,,,,,
38,1029120,28.55,10,1328,7.589972496032715,,0.010078765451908112,,-0.13999887473881245,,,1000,,,0.004536177,0.0001,,-0.004252530261874199,,0.04607207681983709,0.8269641399383545,0.0463671875,0.2,,,,,,,,,,,,,
,,,,,,,0.026488352566957474,,-0.13400402188301086,,,1005,,,0.004711932,0.0001,,-0.004388564671389758,,0.05821983207017183,0.8330010175704956,0.0354296875,0.2,7.6199941825866695,0.22748574426962453,0,1,9.56587162782357,1.0,27.79,1024000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.929772613048553,2.4150796688425817,1,1,45.580917059664344,0.96,41.2,1024000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1024000,0.96,1.0,0.040000000000000036,0.96,1.0
3,1034240,28.4,1,1702,7.613636016845703,0.0010000000000000009,,5,,1,1024000,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,1039360,27.2,2,1415,7.637955188751221,,0.004213966429233551,,-0.11528254047036171,,,1010,,,0.004426421,0.0001,,-0.005910946899093688,,0.048927972447127106,0.7420164346694946,0.0366796875,0.2,,,,,,,,,,,,,
11,1044480,34.94,3,1371,7.243216514587402,,0.02994883805513382,,-0.1252344660460949,,,1015,,,0.0050310986,0.0001,,-0.0024310290021821858,,0.048963093273341654,0.7906150221824646,0.0360546875,0.2,,,,,,,,,,,,,
15,1049600,28.58,4,1340,7.588057994842529,,0.019183434545993805,,-0.201573918312788,,,1020,,,0.004346964,0.0001,,-0.002368145869113505,,0.07323140766471624,0.8068652153015137,0.0432421875,0.2,,,,,,,,,,,,,
19,1054720,29.36,5,1311,7.573728084564209,,0.06016228720545769,,-0.19116926178336144,,,1025,,,0.004972918,0.0001,,-0.0035146944923326374,,0.09881508946418763,0.805138111114502,0.0376171875,0.2,,,,,,,,,,,,,
23,1059840,26.02,6,1318,7.661830425262451,,0.03552626445889473,,-0.15079367876052857,,,1030,,,0.0038702167,0.0001,,-0.0006810155743733049,,0.07382542882114648,0.7785456776618958,0.035625,0.2,,,,,,,,,,,,,
27,1064960,27.66,7,1307,7.630489349365234,,0.0018380498513579369,,-0.09032910212874412,,,1035,,,0.0040713185,0.0001,,-0.0018810330191627144,,0.018546583177521826,0.7122026681900024,0.03015625,0.2,,,,,,,,,,,,,
31,1070080,27.59,8,1303,7.561654090881348,,-0.0023977477103471756,,-0.0937705946713686,,,1040,,,0.0056171976,0.0001,,-0.0033721973514184355,,0.019374799719080328,0.8085595369338989,0.035078125,0.2,,,,,,,,,,,,,
35,1075200,26.6,9,1297,7.6469316482543945,,0.011589106172323227,,-0.12790081225335598,,,1045,,,0.004943015,0.0001,,-0.0018848297279328108,,0.03432932259514928,0.8075377345085144,0.039296875,0.2,,,,,,,,,,,,,
39,1080320,26.64,10,1297,7.649681568145752,,0.023046419024467468,,-0.10049752041697502,,,1050,,,0.004116668,0.0001,,-0.0026982375979423523,,0.02876404907554388,0.7943081855773926,0.034140625,0.2,,,,,,,,,,,,,
,,,,,,,0.007893689908087254,,-0.12738840587437153,,,1055,,,0.00410645,0.0001,,-0.0032156885415315626,,0.040458299685269594,0.8501766920089722,0.03796875,0.2,7.6504941654205325,0.1461849707204051,0,1,6.965708865578578,1.0,26.67,1075200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.090948865413666,2.59502260327387,1,1,38.29096368596643,0.95,33.39,1075200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1075200,0.95,1.0,0.050000000000000044,0.95,1.0
2,1085440,25.45,1,1752,7.673666000366211,0.0010000000000000009,,5,,1,1075200,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,1090560,29.4,2,1446,7.565568447113037,,-0.004627266898751259,,-0.09226747557520866,,,1060,,,0.004740712,0.0001,,-0.0007434123614802956,,0.020749650606885554,0.621841549873352,0.0343359375,0.2,,,,,,,,,,,,,
11,1095680,28.2,3,1361,7.610795974731445,,0.008310163393616676,,-0.12309540905058385,,,1065,,,0.0060941866,0.0001,,-0.002234051791019738,,0.030263301357626914,0.7840960621833801,0.03609375,0.2,,,,,,,,,,,,,
15,1100800,29.11,4,1346,7.583245277404785,,0.0033345716074109077,,-0.12230721771717072,,,1070,,,0.0054586707,0.0001,,-0.004500871133059263,,0.041661708652973174,0.8036550879478455,0.0389453125,0.2,,,,,,,,,,,,,
19,1105920,31.13,5,1340,7.455846786499023,,0.012251980602741241,,-0.12715079076588154,,,1075,,,0.0047064666,0.0001,,-0.004666438181884587,,0.048677161987870934,0.8171371817588806,0.0402734375,0.2,,,,,,,,,,,,,
22,1111040,27.37,6,1336,7.6258931159973145,,0.026916349306702614,,-0.16380034305155278,,,1080,,,0.007062164,0.0001,,-0.001128555666655302,,0.07579349689185619,0.7857750654220581,0.043203125,0.2,,,,,,,,,,,,,
26,1116160,25.92,7,1338,7.664727687835693,,0.010971907526254654,,-0.1741281034052372,,,1085,,,0.0051082615,0.0001,,-0.003583464901894331,,0.06276324421167373,0.8492951989173889,0.03828125,0.2,,,,,,,,,,,,,
30,1121280,27.75,8,1338,7.625880718231201,,0.008396925404667854,,-0.1054470807313919,,,1090,,,0.003775344,0.0001,,-0.0030978961195796727,,0.030318136140704156,0.7561546564102173,0.0286328125,0.2,,,,,,,,,,,,,
34,1126400,30.11,9,1341,7.555403232574463,,0.020037179812788963,,-0.15677185960114,,,1095,,,0.0048902547,0.0001,,-0.0031327000772580506,,0.06008940979838371,0.8093731999397278,0.0397265625,0.2,,,,,,,,,,,,,
38,1131520,28.53,10,1341,7.533323764801025,,0.03228756785392761,,-0.1742789588868618,,,1100,,,0.0059974673,0.0001,,-0.0032465980062261223,,0.07922212399542332,0.8309329152107239,0.040546875,0.2,,,,,,,,,,,,,
,,,,,,,0.009843176230788231,,-0.14161486037075519,,,1105,,,0.0033283327,0.0001,,-0.0012582128401845694,,0.06258229151368142,0.8601738810539246,0.030625,0.2,7.602306666374207,0.26329352647716725,0,1,10.662476260231486,1.0,28.46,1126400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.962340865135193,2.7682437785507816,1,1,42.4852727424457,0.94,35.96,1126400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1126400,0.94,1.0,0.06000000000000005,0.94,1.0
2,1136640,25.31,1,1785,7.671767711639404,0.0010000000000000009,,5,,1,1126400,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,1141760,29.95,2,1447,7.5553131103515625,,0.05113101750612259,,-0.08304846297949553,,,1110,,,0.00524861,0.0001,,-0.00025154493283480406,,0.03087218980304897,0.736128568649292,0.0230859375,0.2,,,,,,,,,,,,,
11,1146880,28.37,3,1325,7.598051071166992,,0.019518069922924042,,-0.15054207272827624,,,1115,,,0.0055916323,0.0001,,-0.0016996652213856578,,0.054406696520745756,0.853127121925354,0.0410546875,0.2,,,,,,,,,,,,,
16,1152000,29.7,4,1255,7.503420829772949,,0.0288601852953434,,-0.11254184365272522,,,1120,,,0.004719807,0.0001,,-0.0025571390008553864,,0.06382607717067003,0.794587254524231,0.0324609375,0.2,,,,,,,,,,,,,
20,1157120,26.43,5,1242,7.656267166137695,,0.012830553576350212,,-0.13572088584303857,,,1125,,,0.0044318093,0.0001,,-0.00016125361435115337,,0.06939400099217892,0.7942381501197815,0.042734375,0.2,,,,,,,,,,,,,
25,1162240,30.76,6,1220,7.480386734008789,,0.020281534641981125,,-0.10217019192874431,,,1130,,,0.0028928062,0.0001,,-0.0014216578216291963,,0.0422167625837028,0.7207696437835693,0.0288671875,0.2,,,,,,,,,,,,,
29,1167360,27.03,7,1234,7.6379714012146,,0.023520560935139656,,-0.1506092334538698,,,1135,,,0.0048856894,0.0001,,-0.0016685194615274667,,0.05974408000707626,0.8274540305137634,0.0412890625,0.2,,,,,,,,,,,,,
32,1172480,26.85,8,1246,7.639687538146973,,0.029770933091640472,,-0.12917399272322655,,,1140,,,0.0045825318,0.0001,,-0.001992318439297378,,0.05561983697116375,0.8033369779586792,0.0426953125,0.2,,,,,,,,,,,,,
36,1177600,29.26,9,1248,7.566170692443848,,0.015264496207237244,,-0.10992834232747555,,,1145,,,0.0033034072,0.0001,,-0.0019885727716609835,,0.0490359366312623,0.8170422911643982,0.0316796875,0.2,,,,,,,,,,,,,
40,1182720,29.01,10,1250,7.565688610076904,,0.023834779858589172,,-0.13454875588417053,,,1150,,,0.0033583802,0.0001,,0.00045749884098768236,,0.05558659501373768,0.861119270324707,0.02828125,0.2,,,,,,,,,,,,,
,,,,,,,0.031842298805713654,,-0.1461699491739273,,,1155,,,0.002490751,0.0001,,-0.002507660835981369,,0.0873667849227786,0.8195569515228271,0.0227734375,0.2,7.6373066711425786,0.24260778914165967,0,1,9.503704540861948,1.0,26.86,1177600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.998869190216064,2.4980782790632774,1,1,43.89434929464156,0.95,37.81,1177600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1177600,0.95,1.0,0.050000000000000044,0.95,1.0
2,1187840,30.9,1,1823,7.486830234527588,0.0010000000000000009,,5,,1,1177600,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,1192960,29.58,2,1451,7.506988525390625,,0.0883629322052002,,-0.1504517050087452,,,1160,,,0.0033504139,0.0001,,-0.0012149644317105412,,0.13424031876027584,0.7284085750579834,0.030703125,0.2,,,,,,,,,,,,,
11,1198080,28.81,3,1382,7.5320281982421875,,0.06857608258724213,,-0.16817145600914954,,,1165,,,0.0052878447,0.0001,,-0.003182149827480316,,0.11581464871764183,0.8194334506988525,0.0390234375,0.2,,,,,,,,,,,,,
14,1203200,27.52,4,1365,7.614500522613525,,0.019757844507694244,,-0.13754920713603497,,,1170,,,0.0031983429,0.0001,,-0.002036410137079656,,0.06015607923269272,0.7991592288017273,0.0413671875,0.2,,,,,,,,,,,,,
19,1208320,28.27,5,1339,7.594813823699951,,0.02762741968035698,,-0.13378917321562767,,,1175,,,0.0039319177,0.0001,,-0.002699897438287735,,0.06525786008685827,0.8236722946166992,0.0335546875,0.2,,,,,,,,,,,,,
23,1213440,28.72,6,1335,7.585409641265869,,0.0211419016122818,,-0.1270236899703741,,,1180,,,0.006071125,0.0001,,-0.0025375423533841967,,0.05588092174381018,0.8145743608474731,0.0461328125,0.2,,,,,,,,,,,,,
27,1218560,27.73,7,1324,7.624278545379639,,0.026222869753837585,,-0.11527512274682522,,,1185,,,0.003957768,0.0001,,-0.003130532056093216,,0.06391881220042706,0.727542519569397,0.0367578125,0.2,,,,,,,,,,,,,
31,1223680,27.6,8,1316,7.63454532623291,,0.026017382740974426,,-0.15412411078810692,,,1190,,,0.004953134,0.0001,,-0.0036207617819309233,,0.07130446184426546,0.796314001083374,0.03796875,0.2,,,,,,,,,,,,,
35,1228800,31.19,9,1312,7.509654521942139,,0.024717045947909355,,-0.1521276405453682,,,1195,,,0.005491884,0.0001,,-0.00367988851852715,,0.05820923425257206,0.8413993120193481,0.0421484375,0.2,,,,,,,,,,,,,
39,1233920,27.01,10,1312,7.638187885284424,,0.02052737958729267,,-0.16047136299312115,,,1200,,,0.007993123,0.0001,,-0.0037734939018264414,,0.07333450596779585,0.7950670719146729,0.0508203125,0.2,,,,,,,,,,,,,
,,,,,,,0.031288936734199524,,-0.11972194105386734,,,1205,,,0.0058074123,0.0001,,-0.0003164165792986751,,0.05477680493146181,0.7583004832267761,0.039140625,0.2,7.632891893386841,0.1930166318181517,0,1,7.846394076262038,1.0,27.29,1228800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.1270623254776,2.1979346654470313,1,1,37.72380017972739,0.96,35.43,1228800,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1228800,0.96,1.0,0.040000000000000036,0.96,1.0
2,1239040,29.0,1,1764,7.538249969482422,0.0010000000000000009,,5,,1,1228800,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
7,1244160,27.31,2,1454,7.636767387390137,,0.04357593506574631,,-0.1334109240025282,,,1210,,,0.0061305133,0.0001,,-0.0037263217149302364,,0.052066939640790226,0.8341987729072571,0.04453125,0.2,,,,,,,,,,,,,
10,1249280,27.15,3,1412,7.627813339233398,,0.00656468840315938,,-0.09633068837225438,,,1215,,,0.0033592428,0.0001,,-0.0004902060329914093,,0.034374287128448484,0.7636628746986389,0.031953125,0.2,,,,,,,,,,,,,
14,1254400,30.76,4,1379,7.424886703491211,,0.043264757841825485,,-0.10785378247499466,,,1220,,,0.0066284314,0.0001,,-0.0016368637001141905,,0.03420272644609213,0.802325963973999,0.035390625,0.2,,,,,,,,,,,,,
18,1259520,29.18,5,1353,7.519715785980225,,0.04501429200172424,,-0.19056140780448913,,,1225,,,0.0040410524,0.0001,,-0.0028271592315286397,,0.0884960800036788,0.8514876365661621,0.0371484375,0.2,,,,,,,,,,,,,
23,1264640,27.05,6,1335,7.629119873046875,,0.01770251989364624,,-0.14334212355315684,,,1230,,,0.0041771214,0.0001,,-0.0011381593043915928,,0.07891984101384879,0.8350697159767151,0.0323828125,0.2,,,,,,,,,,,,,
26,1269760,31.88,7,1331,7.313251495361328,,0.027990834787487984,,-0.10375147402286529,,,1235,,,0.004497581,0.0001,,-0.0021167242527008055,,0.055698801428079606,0.7214397192001343,0.028828125,0.2,,,,,,,,,,,,,
30,1274880,28.09,8,1328,7.551938056945801,,0.021235983818769455,,-0.15316959120333196,,,1240,,,0.0046562753,0.0001,,-0.0028444986417889596,,0.057705023381859066,0.8388340473175049,0.04,0.2,,,,,,,,,,,,,
34,1280000,26.68,9,1322,7.646296501159668,,0.043443385511636734,,-0.15002303563058375,,,1245,,,0.006543266,0.0001,,-0.0014707930944859982,,0.0846962285041809,0.8559414148330688,0.0391015625,0.2,,,,,,,,,,,,,
38,1285120,28.84,10,1321,7.576841354370117,,0.014826071448624134,,-0.10784524954855441,,,1250,,,0.0041855895,0.0001,,-0.0035205499920994044,,0.06219481285661459,0.6754566431045532,0.036015625,0.2,,,,,,,,,,,,,
,,,,,,,0.01903901994228363,,-0.13636531256139278,,,1255,,,0.00686564,0.0001,,-0.0005435753520578146,,0.06276341833174229,0.8433258533477783,0.036328125,0.2,7.656312365531921,0.11467131125508453,0,1,5.583000985133354,1.0,26.51,1280000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.228312458992004,2.1519606887077107,1,1,32.059436988194285,0.97,33.15,1280000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1280000,0.97,1.0,0.030000000000000027,0.97,1.0
2,1290240,26.47,1,1807,7.65651798248291,0.0010000000000000009,,5,,1,1280000,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
6,1295360,28.53,2,1500,7.609278678894043,,0.005526434630155563,,-0.10095752142369747,,,1260,,,0.0059460243,0.0001,,-0.0043255508271977305,,0.03174346724525094,0.7001636028289795,0.0421875,0.2,,,,,,,,,,,,,
10,1300480,28.48,3,1431,7.6080002784729,,0.016617005690932274,,-0.11042265132069588,,,1265,,,0.005185065,0.0001,,-0.0035903041344136,,0.03896578714251518,0.8147932291030884,0.0373828125,0.2,,,,,,,,,,,,,
14,1305600,27.03,4,1395,7.621153354644775,,0.016977371647953987,,-0.1188135401904583,,,1270,,,0.0036696233,0.0001,,-0.0007980356784537435,,0.044086678083986044,0.7701624631881714,0.0278515625,0.2,,,,,,,,,,,,,
18,1310720,29.51,5,1369,7.557107925415039,,0.003290526568889618,,-0.10269824385643006,,,1275,,,0.0057549705,0.0001,,-0.003412869111634791,,0.03534863950684666,0.7554417848587036,0.03890625,0.2,,,,,,,,,,,,,
22,1315840,28.17,6,1353,7.596574783325195,,0.03878714516758919,,-0.18028324201703072,,,1280,,,0.0086726295,0.0001,,-0.0031195550970733164,,0.06609955035150052,0.7893564701080322,0.05328125,0.2,,,,,,,,,,,,,
26,1320960,29.86,7,1342,7.503511905670166,,0.00864623486995697,,-0.1277303160727024,,,1285,,,0.005104384,0.0001,,-0.00542868668679148,,0.0487786091119051,0.7860915660858154,0.04359375,0.2,,,,,,,,,,,,,
30,1326080,27.28,8,1334,7.631636142730713,,0.028064703568816185,,-0.1587148441374302,,,1290,,,0.004774365,0.0001,,-0.0010337205929681658,,0.06486172605305911,0.8152481317520142,0.0389453125,0.2,,,,,,,,,,,,,
34,1331200,27.62,9,1327,7.619784355163574,,0.011072533205151558,,-0.10096418686211109,,,1295,,,0.004659605,0.0001,,-0.0013641150994226337,,0.03481890540570021,0.7335799932479858,0.0273828125,0.2,,,,,,,,,,,,,
38,1336320,26.7,10,1320,7.638124942779541,,0.022031916305422783,,-0.1235043703019619,,,1300,,,0.005816835,0.0001,,-0.0036101690912619232,,0.04503817524760961,0.8023015260696411,0.0404296875,0.2,,,,,,,,,,,,,
,,,,,,,0.007819904014468193,,-0.11843232721090317,,,1305,,,0.003992585,0.0001,,-0.0020633367402479053,,0.04781214267015457,0.7445483803749084,0.0330859375,0.2,7.523999838829041,1.081707449039654,0,1,19.63735216367013,0.99,29.12,1331200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.544039673805237,3.205665054734379,1,1,54.826025754198156,0.92,45.87,1331200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1331200,0.92,0.99,0.06999999999999995,0.92,0.99
2,1341440,28.36,1,1787,7.619295597076416,0.0010000000000000009,,5,,1,1331200,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
6,1346560,29.25,2,1470,7.576052188873291,,0.008303625509142876,,-0.13043710313737392,,,1310,,,0.00642417,0.0001,,-0.004159109853208065,,0.04314213693141937,0.6996736526489258,0.048125,0.2,,,,,,,,,,,,,
10,1351680,28.72,3,1419,7.535136699676514,,0.05642328038811684,,-0.16083617717027665,,,1315,,,0.006520398,0.0001,,-0.0036686788592487575,,0.05226292692124843,0.7986668348312378,0.041171875,0.2,,,,,,,,,,,,,
14,1356800,30.35,4,1383,7.554631233215332,,0.015633903443813324,,-0.15158246524631977,,,1320,,,0.004858625,0.0001,,-0.004054592959582806,,0.04761886529624462,0.8358830213546753,0.042109375,0.2,,,,,,,,,,,,,
18,1361920,31.91,5,1361,7.490062713623047,,0.0374789796769619,,-0.16049578689038754,,,1325,,,0.0041095796,0.0001,,-0.0033896831935271623,,0.0735594978928566,0.8220129013061523,0.0400390625,0.2,,,,,,,,,,,,,
23,1367040,29.52,6,1329,7.507318019866943,,0.05918487161397934,,-0.18689306139945983,,,1330,,,0.004915807,0.0001,,-0.004368958654813468,,0.10804480470716954,0.78645920753479,0.0415625,0.2,,,,,,,,,,,,,
27,1372160,30.07,7,1310,7.481472015380859,,0.025981511920690536,,-0.1408537144213915,,,1335,,,0.006757711,0.0001,,-0.0042924764193594455,,0.07232151612639427,0.7546156644821167,0.0395703125,0.2,,,,,,,,,,,,,
32,1377280,28.81,8,1267,7.5284833908081055,,0.03728199005126953,,-0.14248765103518962,,,1340,,,0.006977064,0.0001,,-0.0017461989959701896,,0.07201610401272773,0.8011586666107178,0.0317578125,0.2,,,,,,,,,,,,,
36,1382400,28.16,9,1267,7.616001129150391,,0.037353966385126114,,-0.215447149425745,,,1345,,,0.0046148286,0.0001,,-0.0033842380717396736,,0.09215904239565134,0.8322594165802002,0.0421875,0.2,,,,,,,,,,,,,
40,1387520,29.3,10,1272,7.501830577850342,,0.023009201511740685,,-0.13038868837058545,,,1350,,,0.0038885227,0.0001,,-0.0026188552100211383,,0.0530845058709383,0.7164836525917053,0.0340234375,0.2,,,,,,,,,,,,,
,,,,,,,0.013849547132849693,,-0.17474254205822945,,,1355,,,0.0041251816,0.0001,,-0.004087028708308935,,0.05983423909172416,0.8292601108551025,0.0421484375,0.2,7.578232793807984,0.4215909316657353,0,1,15.08449203652546,1.0,29.09,1382400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.444863584041595,1.689675788604111,1,1,24.649819471955574,0.98,28.08,1382400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1382400,0.98,1.0,0.020000000000000018,0.98,1.0
3,1392640,29.75,1,1349,7.553154468536377,0.0010000000000000009,,5,,0,1382400,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
8,1397760,29.24,2,1222,7.590249538421631,,0.021369095891714096,,-0.16566854014992713,,,1360,,,0.0046948087,0.0001,,-0.004449831400997937,,0.07450842481106519,0.7808679342269897,0.046953125,0.2,,,,,,,,,,,,,
12,1402880,28.04,3,1184,7.555886268615723,,0.007760709151625633,,-0.15917522162199021,,,1365,,,0.0029071486,0.0001,,-0.0030542388325557114,,0.06972194742411375,0.7893586754798889,0.0410546875,0.2,,,,,,,,,,,,,
17,1408000,29.51,4,1195,7.562335014343262,,0.025634702295064926,,-0.1483732958137989,,,1370,,,0.003456148,0.0001,,-0.002933654097141698,,0.05676830353215337,0.8608990907669067,0.0390625,0.2,,,,,,,,,,,,,
20,1413120,27.25,5,1222,7.629460334777832,,0.02713032253086567,,-0.15102462895214558,,,1375,,,0.00372677,0.0001,,-0.005150810987688601,,0.08053437944501639,0.8454058170318604,0.033046875,0.2,,,,,,,,,,,,,
24,1418240,30.2,6,1234,7.42911434173584,,0.023083649575710297,,-0.1010226096212864,,,1380,,,0.0035684914,0.0001,,-0.0008341724565252662,,0.05500876570120454,0.7476561069488525,0.0297265625,0.2,,,,,,,,,,,,,
28,1423360,28.59,7,1239,7.582040309906006,,0.02414941042661667,,-0.13525866016745566,,,1385,,,0.0056584165,0.0001,,-0.0031076746433973314,,0.060345212072134016,0.8356673121452332,0.045390625,0.2,,,,,,,,,,,,,
33,1428480,26.99,8,1229,7.636585235595703,,0.032014235854148865,,-0.11932391375303268,,,1390,,,0.0037669272,0.0001,,-0.0017300464818254112,,0.06674243118613958,0.7680644989013672,0.03546875,0.2,,,,,,,,,,,,,
37,1433600,26.17,9,1222,7.657710552215576,,0.02670321613550186,,-0.11794836290180682,,,1395,,,0.0054419274,0.0001,,-0.003573668613098562,,0.06024922322481871,0.7188934087753296,0.0423046875,0.2,,,,,,,,,,,,,
42,1438720,28.07,10,1194,7.624244213104248,,0.018709614872932434,,-0.09689857736229897,,,1400,,,0.0041410713,0.0001,,-0.002962405770085752,,0.03913788279518485,0.6986920833587646,0.0320703125,0.2,,,,,,,,,,,,,
,,,,,,,0.0031787417829036713,,-0.08611285232007504,,,1405,,,0.0052530346,0.0001,,-0.0012343257432803512,,0.031011776588857173,0.7474027276039124,0.0341796875,0.2,7.657658958435059,0.10438601755243952,0,1,5.306750418099575,1.0,26.28,1433600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.311136314868927,2.089639499207884,1,1,30.024323472811172,0.97,30.4,1433600,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1433600,0.97,1.0,0.030000000000000027,0.97,1.0
3,1443840,27.61,1,1609,7.607847213745117,0.0010000000000000009,,5,,1,1433600,,3,1,,,0.0001,,200,,,,,,,,,,,,,,,,,
8,1448960,27.18,2,1221,7.629534721374512,,0.01022815890610218,,-0.09466291777789593,,,1410,,,0.002921525,0.0001,,-0.0019387406809255481,,0.027941587585955857,0.8128374814987183,0.027421875,0.2,,,,,,,,,,,,,
12,1454080,27.38,3,1224,7.556466102600098,,0.01623108983039856,,-0.09683895096182824,,,1415,,,0.0067188786,0.0001,,-0.0045034858165308835,,0.04543363293632865,0.8294364809989929,0.0352734375,0.2,,,,,,,,,,,,,
16,1459200,26.92,4,1207,7.6477952003479,,-0.002529410645365715,,-0.09740964852273465,,,1420,,,0.004158075,0.0001,,-0.0019559194380417465,,0.03648455129936337,0.7486741542816162,0.0339453125,0.2,,,,,,,,,,,,,
21,1464320,27.13,5,1213,7.638937950134277,,0.01068103313446045,,-0.110852889418602,,,1425,,,0.0031829835,0.0001,,-0.003908061175607145,,0.039347208961844446,0.7954922914505005,0.0338671875,0.2,,,,,,,,,,,,,
25,1469440,29.02,6,1204,7.533034801483154,,0.011574607342481613,,-0.09212187603116036,,,1430,,,0.004733084,0.0001,,-0.0037828938383609057,,0.03227071875706315,0.7584149837493896,0.0361328125,0.2,,,,,,,,,,,,,
