time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate,train/clip_fraction,train/loss,train/n_updates,train/explained_variance,train/entropy_loss,train/value_loss,train/stage_learning_rate,curriculum/stage,train/ent_coef,curriculum/max_steps,curriculum/obs_quantity,curriculum/stage_timesteps,curriculum/grid_size,curriculum/preferred_eval_mode,eval/mean_reward,eval/mean_ep_length,eval/deterministic,eval/full_coverage_rate,eval/std_reward,eval/stage,eval/std_ep_length,eval/stage_timesteps,eval/deterministic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/coverage_promotion_passed,eval/promotion_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/quality_promotion_passed,eval/promotion_max_mean_length,eval/promotion_passed,eval/mode_gap,eval/stochastic_quality_passed,eval/promotion_min_mean_reward,eval/deterministic_promotion_floor,eval/deterministic_quality_passed
15,7.418023109436035,197120,92,38.44,413,-0.00027720551364696945,0.2,0.015016173,7e-05,0.09094551282051282,0.4175467789173126,277,0.7021102905273438,-0.3957348702809749,0.15156467827275777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7.452568531036377,199680,96,37.6,425,0.006996875247833404,0.2,0.03437988,7e-05,0.08629261363636363,0.07803622633218765,279,0.7126449942588806,-0.38557766377925873,0.11034483623436907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7.429488658905029,202240,101,37.94,428,-0.0005180120649861126,0.2,0.07852259,7e-05,0.10194359756097561,0.12252597510814667,282,0.660988450050354,-0.37175840793586357,0.0939400253317705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7.428834438323975,204800,103,37.55,444,0.010956107638776302,0.2,0.015886892,7e-05,0.09040178571428571,0.28190329670906067,283,0.6883715391159058,-0.3723450941698892,0.09334361899111952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7.387368679046631,207360,108,37.97,448,0.00820024843376718,0.2,0.01611845,7e-05,0.11554276315789473,0.09200264513492584,285,0.6486318111419678,-0.3669139421299884,0.11045112500065252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.2061309814453125,209920,114,39.11,448,0.006047714492116048,0.2,0.02466198,7e-05,0.11543367346938775,0.1529408097267151,288,0.6978602409362793,-0.3840037857999607,0.15087255044859282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.004522638816025949,0.2,0.020818911,7e-05,0.07661290322580645,0.333588182926178,290,0.5054261684417725,-0.35644879456489315,0.18612532203476276,,,,,,,,,7.139982795715332,41.85,0,0.97,2.102317090375399,1,31.27502997600482,204800,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.421186761856079,42.53,1,0.93,5.044646831280633,1,43.582899169284275,204800,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,204800,0.93,0.97,0,0.97,0.97,0,32.5,0,0.039999999999999925,0,6.75,0.0,0
1,7.505983352661133,212480,1,36.33,1815,,,,,,,,,,,7e-05,1,0.0010000000000000009,200,3,204800,5,1,,,,,,,,,,,,,,,,,,,,,
2,7.285022735595703,215040,9,40.0,557,0.0009857842035717883,0.2,0.012744436,7e-05,0.09375,0.13447122275829315,293,0.7267497777938843,-0.34837281249337276,0.1460423684852608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.397101879119873,217600,14,36.26,539,0.004895946343562433,0.2,0.032093473,7e-05,0.10379464285714286,-0.004136743023991585,296,0.7649173140525818,-0.3344542433818181,0.10282638753276496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.488494873046875,220160,18,36.15,563,0.004038404823551255,0.2,0.011112574,7e-05,0.0829133064516129,0.15720012784004211,298,0.7371649742126465,-0.32967967948605936,0.11568457885615287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7.46202278137207,222720,22,36.04,560,0.0022405933941135533,0.2,0.011189947,7e-05,0.07305743243243243,0.04255466163158417,300,0.7409354448318481,-0.3296093183594781,0.15019544354967168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.428891658782959,225280,27,36.09,565,0.004520326168002451,0.2,0.012243639,7e-05,0.07238051470588236,0.16241417825222015,302,0.8070937395095825,-0.33562279799405265,0.1734376744750668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.5102620124816895,227840,29,35.98,603,0.0122995920246467,0.2,0.012845194,7e-05,0.07861328125,0.4865763485431671,303,0.7160508036613464,-0.33488716185092926,0.17288558598374948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.336914539337158,230400,35,39.01,569,0.0035752484680346723,0.2,0.018617405,7e-05,0.10053066037735849,0.09825336188077927,306,0.7767482995986938,-0.3150105675998724,0.08845140373791163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.416647911071777,232960,39,36.78,583,0.006774817489915424,0.2,0.015973637,7e-05,0.09635416666666667,0.48211345076560974,308,0.8685993552207947,-0.3141343058259399,0.12154876554591788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.275312423706055,235520,42,39.23,600,0.004743651440367103,0.2,0.013307296,7e-05,0.096484375,0.049792978912591934,309,0.6273813843727112,-0.3373629152774811,0.15372587256133557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.36807918548584,238080,45,37.9,620,0.004430467218515419,0.2,0.057978895,7e-05,0.05617559523809524,0.6755829453468323,311,0.8416005373001099,-0.3315404752890269,0.23280360336814607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.537477016448975,240640,53,34.04,573,-0.0038367647328414025,0.2,0.019702438,7e-05,0.08701171875,0.13453269004821777,315,0.683937668800354,-0.3068622950464487,0.05150625302921981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7.561506271362305,243200,60,32.93,552,0.0034641227463171596,0.2,0.031273197,7e-05,0.09114583333333333,0.17698396742343903,319,0.6815657615661621,-0.31090326370700955,0.07004559910782272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.533931255340576,245760,67,33.24,527,-0.003261189063390096,0.2,0.026950173,7e-05,0.1009375,0.18433281779289246,323,0.6922411918640137,-0.2915694679816564,0.04620464937761426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7.259170055389404,248320,72,35.98,526,0.0009418319627318693,0.2,0.014025529,7e-05,0.06436820652173914,0.10157424956560135,326,0.7152869701385498,-0.27324959279402444,0.07348986992450512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7.227522373199463,250880,75,35.84,541,0.00530755497953471,0.2,0.008941181,7e-05,0.06066176470588235,0.034800611436367035,327,0.6782355308532715,-0.2706618633340387,0.3335460372378721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7.4990339279174805,253440,85,34.38,511,-0.0013203761496004603,0.2,0.034794606,7e-05,0.09365699404761904,0.039623815566301346,332,0.8377954363822937,-0.2857284485584214,0.09259161761673611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7.535045146942139,256000,92,34.04,497,0.00366474815631566,0.2,0.02006208,7e-05,0.10038527397260275,0.21735671162605286,336,0.6861402988433838,-0.2677379791458992,0.10062378940925207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7.461392402648926,258560,97,35.05,499,-0.0009700067134367095,0.2,0.008638123,7e-05,0.046440972222222224,0.14328473806381226,338,0.6935484409332275,-0.24270658195018768,0.0591971161775291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.205824375152588,261120,100,36.45,507,0.0003765462181315972,0.2,0.029433876,7e-05,0.08203125,0.07078030705451965,340,0.7451510429382324,-0.2716710578936797,0.14049700439835971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.001870901313025591,0.2,0.044013154,7e-05,0.06577034883720931,0.07093319296836853,343,0.8444573283195496,-0.23960904603780703,0.11898234841781993,,,,,,,,,7.334925937652588,36.79,0,0.98,1.4871718528552946,1,27.73167683354182,256000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.723352208137512,42.18,1,0.92,3.4900004226213084,1,46.756257335248726,256000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,256000,0.92,0.98,0,0.98,0.98,0,32.5,0,0.05999999999999994,0,6.75,0.0,0
1,7.239221096038818,263680,1,37.15,2189,,,,,,,,,,,7e-05,1,0.0010000000000000009,200,3,256000,5,1,,,,,,,,,,,,,,,,,,,,,
2,7.398977756500244,266240,5,35.08,863,0.001743835343846253,0.2,0.016823959,7e-05,0.06919642857142858,0.8974459767341614,345,0.7795352935791016,-0.27738869530814037,0.32113625753138747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.339573860168457,268800,8,35.77,875,0.0041806953959167,0.2,0.0058505945,7e-05,0.0439453125,0.15751537680625916,346,0.8114131093025208,-0.24111772421747446,0.11343041493091732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.2314372062683105,271360,17,37.89,572,-9.14560487637153e-05,0.2,0.017131824,7e-05,0.07896634615384615,0.2367253601551056,350,0.8781740665435791,-0.26256340719186344,0.16039270271475498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7.245830059051514,273920,27,37.5,457,0.0031156252187333608,0.2,0.017763037,7e-05,0.08110608552631579,0.1366376131772995,354,0.8734229207038879,-0.24559615219109937,0.15995297079758816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.341670036315918,276480,32,35.78,472,0.005115730817326241,0.2,0.011480431,7e-05,0.0802951388888889,0.4511362314224243,356,0.8654825687408447,-0.25859568019707996,0.220040172804147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.444806098937988,279040,36,34.9,495,2.0826601290277074e-05,0.2,0.01742639,7e-05,0.06501116071428571,0.05335478484630585,358,0.8777207732200623,-0.21874467975326947,0.05923438940330276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.6022047996521,281600,40,31.92,506,0.002548921445850283,0.2,0.01814739,7e-05,0.068359375,0.19891676306724548,360,0.8060297966003418,-0.2676731776446104,0.164375600987114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.289419651031494,284160,47,33.46,489,0.0032775622288075588,0.2,0.022493046,7e-05,0.08707682291666667,0.24223150312900543,363,0.7769149541854858,-0.22920824742565551,0.108985956137379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.255090713500977,286720,51,35.76,499,0.004677087950863336,0.2,0.010346907,7e-05,0.07113486842105263,0.44334152340888977,364,0.8501494526863098,-0.23084020614624023,0.0861026598630767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.2931413650512695,289280,55,38.13,503,0.005693236720703897,0.2,0.058371924,7e-05,0.06510416666666667,0.24202005565166473,366,0.7687593102455139,-0.2709481595527558,0.2397953142811145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.418903350830078,291840,59,35.27,512,0.006500665784666413,0.2,0.011008196,7e-05,0.08018092105263158,0.32622236013412476,367,0.8675907254219055,-0.23302871224127317,0.1624792008415649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7.494568347930908,294400,64,33.12,519,0.0036832597688771784,0.2,0.013033144,7e-05,0.0732421875,0.12251853942871094,369,0.5515528917312622,-0.2845391179434955,0.15458511951146647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.383357048034668,296960,69,34.35,519,0.0020092411199584604,0.2,0.01404313,7e-05,0.070703125,0.5237365365028381,371,0.8210393786430359,-0.23093269318342208,0.21688550552353264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7.345102310180664,299520,72,35.62,530,0.005574983694861012,0.2,0.019712918,7e-05,0.06451612903225806,0.18508833646774292,373,0.8720155954360962,-0.21064444799577037,0.08409621812883884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7.4706244468688965,302080,77,33.62,530,0.0040385189931839705,0.2,0.013736673,7e-05,0.059027777777777776,0.03544580191373825,375,0.7326722741127014,-0.23450246329108873,0.17625040214301813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7.635085582733154,304640,84,29.83,515,-0.001736380606379411,0.2,0.019260794,7e-05,0.0724529109589041,0.016546322032809258,379,0.825921893119812,-0.2175863164744965,0.13844000874725107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7.6126532554626465,307200,91,31.07,504,-0.0019145492697134614,0.2,0.02414056,7e-05,0.0576171875,-0.012762179598212242,383,0.7389960885047913,-0.17921107541769743,0.0666380289621884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7.539641857147217,309760,101,32.25,480,-0.0035981540428474544,0.2,0.014482938,7e-05,0.071640625,0.025274215266108513,388,0.6465898752212524,-0.17801178120076655,0.06240815858356655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.383163928985596,312320,104,34.45,491,0.010375728026371111,0.2,0.0726618,7e-05,0.07350852272727272,0.3359344005584717,390,0.764782190322876,-0.21927203102545303,0.12433420786295425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.004640426319092512,0.2,0.027351853,7e-05,0.0621875,0.23620781302452087,392,0.614218533039093,-0.22471467912197113,0.13282069426029922,,,,,,,,,7.2530680704116826,35.4,0,0.97,1.9923817217657325,1,30.62776518128608,307200,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.0468236613273625,36.81,1,0.95,2.9953484642505495,1,37.684929348480935,307200,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,307200,0.95,0.97,0,0.97,0.97,0,32.5,0,0.020000000000000018,0,6.75,0.0,0
1,7.554630756378174,314880,1,30.71,2090,,,,,,,,,,,7e-05,1,0.0010000000000000009,200,3,307200,5,0,,,,,,,,,,,,,,,,,,,,,
2,7.403185844421387,317440,6,34.77,773,0.0021493187218549707,0.2,0.037559535,7e-05,0.06975446428571429,0.05248779058456421,395,0.8372020721435547,-0.18044975754760562,0.09388034393833507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.40238094329834,320000,11,35.03,672,0.0003030319902591589,0.2,0.059989773,7e-05,0.061547256097560975,0.009130440652370453,398,0.6102358102798462,-0.18767077748368427,0.0732775141553181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.25797176361084,322560,15,37.23,653,0.008853573790367912,0.2,0.014810784,7e-05,0.08892463235294118,0.03682564198970795,400,0.8680012822151184,-0.22442461988505194,0.08424720633774996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7.610778331756592,325120,18,30.69,689,0.006116899439976329,0.2,0.054145794,7e-05,0.05022321428571429,0.6510491371154785,402,0.7941209077835083,-0.23228063256967635,0.240879383603377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.6204423904418945,327680,28,30.62,537,-0.0024794001564985573,0.2,0.016110683,7e-05,0.06999684343434344,0.059230491518974304,407,0.7853303551673889,-0.18865466057652175,0.07280238268125538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.627169609069824,330240,31,31.06,561,0.0007837792099625976,0.2,0.024172544,7e-05,0.05873842592592592,0.015395677648484707,409,0.6791211366653442,-0.19277460707558525,0.06970290870716174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.632254600524902,332800,34,30.37,599,-0.000953391327389649,0.2,0.012302418,7e-05,0.056361607142857144,0.10308221727609634,410,0.7513184547424316,-0.19041201898029872,0.04654071021026799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.672023296356201,335360,38,29.76,591,0.0022595257808764777,0.2,0.02067272,7e-05,0.0791015625,0.07016649842262268,413,0.3692967891693115,-0.19510156475007534,0.036563225788995624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.6564717292785645,337920,44,29.59,578,-0.0009481194589672418,0.2,0.011617671,7e-05,0.05428340517241379,0.0020020483061671257,416,0.7890447974205017,-0.16780932324713674,0.017350400966624248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.618669509887695,340480,47,31.54,593,0.006207314153601017,0.2,0.016456492,7e-05,0.07170758928571429,0.1521916538476944,418,0.7055495977401733,-0.17714649704950197,0.054305749463050494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.6463470458984375,343040,51,30.49,593,0.0006495766892013224,0.2,0.02141585,7e-05,0.056818181818181816,0.047303833067417145,421,0.8264943957328796,-0.1724951189349998,0.03314706297929992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7.6194939613342285,345600,56,30.23,588,0.0013343743824710448,0.2,0.017170977,7e-05,0.052571614583333336,0.19728070497512817,424,0.755358099937439,-0.1621907657633225,0.04536934334707136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.419198036193848,348160,59,32.75,607,0.00559710287488997,0.2,0.0070667276,7e-05,0.051171875,0.1690201461315155,425,0.6921625733375549,-0.1798771072179079,0.07393955634906887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7.535243988037109,350720,62,31.11,616,0.0005895437105842259,0.2,0.0423249,7e-05,0.05638586956521739,0.022632798179984093,427,0.8706052899360657,-0.17827777305374976,0.06532883927550005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7.545772075653076,353280,70,30.72,581,-0.0005805500848002212,0.2,0.021635735,7e-05,0.06649709302325581,0.009390277788043022,432,0.8913114666938782,-0.1460682861506939,0.06225840197767803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7.524324417114258,355840,75,31.05,578,0.0016854677219377008,0.2,0.033504024,7e-05,0.06631540697674419,0.07253012806177139,435,0.8747652173042297,-0.17208391653243885,0.11764235811871152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7.205572605133057,358400,77,34.65,593,0.00436579086817801,0.2,0.010414045,7e-05,0.04904513888888889,0.18495507538318634,436,0.8292844295501709,-0.14893969727887046,0.29399904675988686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7.633028507232666,360960,82,30.33,588,-0.0004792156180849782,0.2,0.011341509,7e-05,0.06090856481481482,0.2133907675743103,439,0.8551845550537109,-0.17601550563617988,0.18522491357806656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.636664390563965,363520,87,29.61,581,-0.0005434909692177406,0.2,0.035746314,7e-05,0.05625,0.084142304956913,443,0.8336584568023682,-0.15492348556335156,0.026843836488058933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-8.95074016035913e-05,0.2,0.021409929,7e-05,0.07117101648351648,0.05135495960712433,448,0.7819178104400635,-0.16087730130651495,0.07404610175373298,,,,,,,,,7.639550986289978,28.97,0,1.0,0.36695294954269936,1,12.426950551120736,358400,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.8806413292884825,34.97,1,0.96,4.404501048285401,1,34.096760843223805,358400,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,358400,0.96,1.0,1,1.0,1.0,1,32.5,1,0.040000000000000036,1,6.75,0.0,0
,,,,,,,,,,,,,,,,,,,,,,,,7.6158918857574465,30.17,0,1.0,0.40672534049437714,1,15.812687943547106,358400,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.4587498378753665,31.76,1,0.98,1.53917217677464,1,24.982842112137686,358400,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,358400,0.98,1.0,1,1.0,1.0,1,32.5,1,0.020000000000000018,1,6.75,0.0,1
,,,,,,,,,,,,,,,,,,,,,,,,7.668210072517395,28.53,0,1.0,0.12691684468158823,1,6.160284084358448,358400,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.3141022038459775,32.62,1,0.97,2.128545411096501,1,30.2270673403822,358400,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,358400,0.97,1.0,1,1.0,1.0,1,32.5,1,0.030000000000000027,1,6.75,0.0,0
1,7.605386257171631,366080,1,40.86,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.42832088470459,368640,2,61.98,1870,-0.00021421583369374275,0.2,0.033277914,0.0001,0.083984375,2.5401289463043213,449,0.43494534492492676,-0.1781396046280861,3.5858006179332733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.412078380584717,371200,0,80.61,2708,0.014826536644250154,0.2,0.045072034,0.0001,0.0625,0.2809875011444092,450,0.4577922224998474,-0.1575222760438919,0.7760871425271034,0.0001,2,0.008,320,8,0,8,0,,,,,,,,,,,,,,,,,,,,,
2,7.119085311889648,373760,5,104.76,950,0.014823900668748788,0.2,0.05454094,0.0001,0.09970238095238096,0.6410896182060242,452,0.3312898278236389,-0.22929825882116953,0.8116824868179503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.096889495849609,376320,8,117.32,858,0.010224478541030771,0.2,0.08797191,0.0001,0.06956845238095238,0.41333189606666565,454,0.5539119243621826,-0.21941813968476795,0.5168909678856531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.9780964851379395,378880,10,119.34,972,0.00817883542428414,0.2,0.019331796,0.0001,0.06901041666666667,0.19185104966163635,455,0.6032524704933167,-0.18106230099995932,0.49078794320424396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.955945014953613,381440,14,120.33,906,0.008758522969271456,0.2,0.008538708,0.0001,0.06194196428571429,0.49189022183418274,456,0.6132723689079285,-0.21009773654597147,0.422444117388555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.669188022613525,384000,16,127.47,906,0.010200462523190415,0.2,0.010088702,0.0001,0.06571691176470588,0.48766589164733887,457,0.6135611534118652,-0.24281141468707254,0.6941401064395905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6.83890438079834,386560,18,122.93,956,0.023316501453518868,0.2,0.027462507,0.0001,0.14375,0.8962249755859375,458,0.7820181846618652,-0.2560527503490448,0.8244630604982376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.046541690826416,389120,21,114.09,971,-0.00040986404443780583,0.2,0.017430486,0.0001,0.08984375,0.9346504211425781,459,0.668246328830719,-0.21869901940226555,0.4980693769951661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.081012725830078,391680,24,114.95,939,0.00675767439564592,0.2,0.013285064,0.0001,0.0834703947368421,0.17960381507873535,460,0.6330244541168213,-0.21112048233810224,0.19261827986491353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.883090019226074,394240,26,120.08,973,0.006199096063418048,0.2,0.021743614,0.0001,0.11607142857142858,0.4942604899406433,461,0.7317219376564026,-0.24503064794199808,0.6056170623217311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.620025157928467,396800,30,126.89,920,0.008992709187341148,0.2,0.02741624,0.0001,0.07947198275862069,0.11879754066467285,463,0.7426568269729614,-0.2909495537650996,0.378868963697861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.5067524909973145,399360,34,127.01,892,0.005388562535417491,0.2,0.021823874,0.0001,0.0902478448275862,0.20285378396511078,465,0.803192138671875,-0.27615924950303705,0.2189191502743754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6.481440544128418,401920,37,128.93,880,0.004150922960517081,0.2,0.027468817,0.0001,0.08664772727272728,0.03626095876097679,467,0.81654953956604,-0.23534821718931198,0.2840033905072646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.0660624504089355,404480,41,137.39,860,0.007393692011156907,0.2,0.017128449,0.0001,0.08563701923076923,0.16720792651176453,469,0.7342387437820435,-0.2407118738270723,0.47369172194829356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6.111911773681641,407040,44,134.43,863,0.0072864195598023275,0.2,0.018817987,0.0001,0.11272321428571429,0.0408128947019577,470,0.8148865699768066,-0.3341506410922323,0.4321318875466074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6.509131908416748,409600,51,124.97,799,0.006581401576598486,0.2,0.017361961,0.0001,0.07864583333333333,1.172956109046936,472,0.7831063270568848,-0.2842738019923369,0.82176861949265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6.310358047485352,412160,56,134.72,771,0.005757652426837012,0.2,0.014175139,0.0001,0.087890625,0.03224291279911995,474,0.7514763474464417,-0.25674637174233794,0.7828692586626858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6.4742255210876465,414720,60,130.21,758,0.004495247915063215,0.2,0.031724006,0.0001,0.09137228260869565,0.6599259376525879,476,0.7196296453475952,-0.2988589775303136,0.973413831513861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6.821147918701172,417280,68,122.39,710,0.004246246535331011,0.2,0.017540175,0.0001,0.10828993055555555,0.3399924039840698,478,0.657597005367279,-0.2544758708940612,0.7813767558998532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6.877890586853027,419840,72,120.09,706,0.006094757048413157,0.2,0.014563459,0.0001,0.113671875,0.9878427386283875,479,0.6545572280883789,-0.2950695738196373,0.830664237588644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.971043109893799,422400,2,116.22,1246,0.00879893614910543,0.2,0.016751345,0.0001,0.11953125,0.2333693653345108,480,0.707485556602478,-0.2963816836476326,0.5364198978990317,8.976000000000001e-05,2,0.006805333333333333,320,8,51200,8,0,,,,,,,,,,,,,,,,,,,,,
2,6.840944290161133,424960,4,118.41,1081,0.010225062413762013,0.2,0.017931076,8.976000000000001e-05,0.08463541666666667,0.36534127593040466,481,0.7604740262031555,-0.3473321373263995,0.602781817317009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.726393222808838,427520,9,122.0,844,0.008871536329388618,0.2,0.012485212,8.976000000000001e-05,0.09270833333333334,0.34105992317199707,482,0.6659733057022095,-0.31312519510587056,0.44849992394447324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.772753715515137,430080,13,121.51,753,0.0069711866602301595,0.2,0.02942912,8.976000000000001e-05,0.0903125,1.3346469402313232,484,0.7294960618019104,-0.30839393138885496,0.6805258762836456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.7500433921813965,432640,16,124.54,798,0.005060835534499751,0.2,0.008131424,8.976000000000001e-05,0.051215277777777776,0.32743024826049805,485,0.6492681503295898,-0.317814643184344,0.4500170449415843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.747807502746582,435200,18,125.59,836,0.0022023113311401437,0.2,0.008991881,8.976000000000001e-05,0.06361607142857142,0.39983126521110535,486,0.6640012860298157,-0.292612082191876,0.42266145774296354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6.912118911743164,437760,24,118.1,735,0.010586407787811298,0.2,0.018774958,8.976000000000001e-05,0.09495192307692307,0.4492743909358978,488,0.7470169067382812,-0.28917160400977504,0.4346739499328228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.914430141448975,440320,37,113.41,547,0.0010912982933223249,0.2,0.018678738,8.976000000000001e-05,0.120234375,0.14137430489063263,493,0.7821786999702454,-0.29952007338404657,0.40181824810802935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.895341873168945,442880,45,114.21,507,0.000925971564116343,0.2,0.021528354,8.976000000000001e-05,0.11202830188679246,0.13945478200912476,496,0.7582671642303467,-0.274528296207482,0.5604564392904066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.72250509262085,445440,56,120.95,454,0.0005600602552294731,0.2,0.018674046,8.976000000000001e-05,0.09953125,0.26329657435417175,501,0.7980268001556396,-0.30654544070363043,0.4351148544624448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
