rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,train/policy_gradient_loss,curriculum/grid_size,curriculum/max_steps,train/value_loss,train/learning_rate,curriculum/obs_quantity,train/loss,curriculum/stage,curriculum/stage_timesteps,train/approx_kl,train/clip_fraction,curriculum/preferred_eval_mode,train/stage_learning_rate,train/n_updates,train/ent_coef,train/clip_range,train/entropy_loss,train/explained_variance,eval/stage,eval/mean_reward,eval/stage_timesteps,eval/mean_ep_length,eval/std_ep_length,eval/full_coverage_rate,eval/deterministic,eval/std_reward,eval/deterministic_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/mode_gap,eval/stochastic_full_coverage_rate,eval/promotion_full_coverage_rate
32.26,465920,60,7.3884663581848145,843,10,-0.0031770638609305026,,,0.05810460582375526,0.0001,,0.02945811115205288,,,0.0058807647,0.049140625,,,450,,0.2,-0.17132067665457726,0.7764378786087036,,,,,,,,,,,,,
,,,,,,-0.002646541213616729,,,0.07756560314446688,0.0001,,0.012536413967609406,,,0.0049421764,0.043515625,,,455,,0.2,-0.18213923275470734,0.8168734908103943,1,7.516880526542663,460800,31.51,21.191741315899456,1.0,0,0.6313137589956629,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,7.100943114757538,460800,33.82,38.22391398064829,0.95,1,2.531417626861594,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,460800,,,,,,0.95,1.0,0.050000000000000044,1.0,0.95
33.3,471040,3,7.329829692840576,1448,1,,5,200,,,3,,1,460800,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
26.94,476160,10,7.6493988037109375,1013,2,-0.0038017510110512375,,,0.08738604068756103,0.0001,,0.03414233401417732,,,0.005051443,0.0503515625,,,460,,0.2,-0.1786974073946476,0.7304232120513916,,,,,,,,,,,,,
28.98,481280,16,7.598511219024658,929,3,-0.0034084221068769694,,,0.0614405819773674,0.0001,,0.007958468049764633,,,0.0045925523,0.0415625,,,465,,0.2,-0.15788202449679375,0.7370829582214355,,,,,,,,,,,,,
27.38,486400,22,7.644420146942139,895,4,-0.0020103913731873034,,,0.0622113050147891,0.0001,,0.026519451290369034,,,0.0063644,0.04734375,,,470,,0.2,-0.15704583272337913,0.7341094613075256,,,,,,,,,,,,,
28.44,491520,29,7.605477809906006,876,5,-0.0016740059573203325,,,0.04537475472316146,0.0001,,0.008955064229667187,,,0.005913984,0.04203125,,,475,,0.2,-0.14388629905879496,0.7349399328231812,,,,,,,,,,,,,
28.64,496640,35,7.592182159423828,865,6,-0.010695591839030384,,,0.033041900526732206,0.0001,,-0.007384344935417175,,,0.005325873,0.0554296875,,,480,,0.2,-0.1633519321680069,0.7380319833755493,,,,,,,,,,,,,
31.11,501760,41,7.406835556030273,855,7,-0.002084791241213679,,,0.03392475854605436,0.0001,,0.009861416183412075,,,0.005341642,0.043671875,,,485,,0.2,-0.1477540745586157,0.7174748182296753,,,,,,,,,,,,,
28.28,506880,48,7.6294779777526855,842,8,0.0010045723989605903,,,0.05459464129060507,0.0001,,0.02222805842757225,,,0.004032706,0.0393359375,,,490,,0.2,-0.1811659325659275,0.6748644113540649,,,,,,,,,,,,,
30.14,512000,54,7.5225348472595215,840,9,-0.002044225875288248,,,0.0380305428430438,0.0001,,0.00650701392441988,,,0.006984786,0.0566015625,,,495,,0.2,-0.16204737454652787,0.7141766548156738,,,,,,,,,,,,,
28.86,517120,61,7.584124565124512,837,10,0.0011970691196620464,,,0.03979989113286138,0.0001,,0.012601356953382492,,,0.0060284017,0.0597265625,,,500,,0.2,-0.17666953295469284,0.7683728337287903,,,,,,,,,,,,,
,,,,,,0.001156212966889143,,,0.03181343041360378,0.0001,,0.026169389486312866,,,0.0066880537,0.0478515625,,,505,,0.2,-0.15787248983979224,0.7788585424423218,1,7.381880495548248,512000,31.75,26.783717068398104,0.98,0,1.6162817234412912,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,6.525335168838501,512000,42.55,52.534631434892546,0.9,1,3.473756830673375,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,512000,,,,,,0.9,0.98,0.07999999999999996,0.98,0.9
32.3,522240,3,7.371806621551514,1454,1,,5,200,,,3,,1,512000,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
32.23,527360,10,7.380744457244873,1002,2,0.00015542133245617152,,,0.05840185705572367,0.0001,,0.017871197313070297,,,0.0060729487,0.0635546875,,,510,,0.2,-0.20902519375085832,0.6535938382148743,,,,,,,,,,,,,
31.94,532480,16,7.450648307800293,922,3,-0.0009247241821140051,,,0.0647789254412055,0.0001,,0.008383577689528465,,,0.0068087927,0.058203125,,,515,,0.2,-0.191751656383276,0.7526134252548218,,,,,,,,,,,,,
30.35,537600,22,7.53394889831543,893,4,-0.0013782921945676208,,,0.0728861553221941,0.0001,,0.03368080407381058,,,0.0055738473,0.0452734375,,,520,,0.2,-0.19429645389318467,0.7483900785446167,,,,,,,,,,,,,
30.84,542720,29,7.4849772453308105,874,5,-0.002410092034842819,,,0.07611602298915386,0.0001,,0.03313333913683891,,,0.005324091,0.0483984375,,,525,,0.2,-0.18556626319885253,0.6054000854492188,,,,,,,,,,,,,
28.54,547840,35,7.600306987762451,864,6,-0.0004708371544256806,,,0.057327576652169226,0.0001,,0.03192078322172165,,,0.0075456635,0.0578515625,,,530,,0.2,-0.2026138824224472,0.6969603896141052,,,,,,,,,,,,,
30.63,552960,41,7.434018135070801,857,7,-0.002586456607095897,,,0.058999578803777694,0.0001,,0.020660780370235443,,,0.006704134,0.051015625,,,535,,0.2,-0.18754556715488435,0.784332275390625,,,,,,,,,,,,,
29.47,558080,47,7.53135871887207,854,8,0.00051901004742831,,,0.0703838624060154,0.0001,,0.013425339013338089,,,0.004198433,0.0465234375,,,540,,0.2,-0.2098961640894413,0.8041638135910034,,,,,,,,,,,,,
29.44,563200,54,7.575137138366699,850,9,-0.00011716149281710387,,,0.07297379270195961,0.0001,,0.023906996473670006,,,0.0031504922,0.0386328125,,,545,,0.2,-0.17953561022877693,0.7432221174240112,,,,,,,,,,,,,
28.19,568320,60,7.6106767654418945,848,10,-0.0035711498465389015,,,0.0556173000857234,0.0001,,0.026903808116912842,,,0.005260922,0.047109375,,,550,,0.2,-0.16364326402544976,0.7342975735664368,,,,,,,,,,,,,
,,,,,,-0.002816761890426278,,,0.04625409584492445,0.0001,,0.02687823213636875,,,0.003778999,0.036328125,,,555,,0.2,-0.14068008698523043,0.7122992277145386,1,7.599170260429382,563200,29.34,9.857200413910634,1.0,0,0.23492933282642853,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,6.966857919692993,563200,35.47,41.64119474750935,0.94,1,2.830792178787558,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,563200,,,,,,0.94,1.0,0.06000000000000005,1.0,0.94
26.89,573440,3,7.650846481323242,1441,1,,5,200,,,3,,1,563200,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
29.41,578560,10,7.577279090881348,936,2,-0.0005979090463370084,,,0.05601342312991619,0.0001,,0.020947784185409546,,,0.0046017366,0.0398828125,,,560,,0.2,-0.15976287201046943,0.7446677684783936,,,,,,,,,,,,,
30.18,583680,18,7.498739242553711,845,3,-0.00601989037822932,,,0.05633052635937929,0.0001,,0.014088580384850502,,,0.0073655522,0.0512109375,,,565,,0.2,-0.15367695391178132,0.755180835723877,,,,,,,,,,,,,
28.73,588800,25,7.54311990737915,788,4,-0.005066421707160771,,,0.06345566529780626,0.0001,,0.020063482224941254,,,0.005887778,0.05453125,,,570,,0.2,-0.16898300126194954,0.7349236607551575,,,,,,,,,,,,,
27.73,593920,32,7.6110968589782715,791,5,-0.005120931025594473,,,0.045120562091469765,0.0001,,0.048486098647117615,,,0.008350445,0.056484375,,,575,,0.2,-0.14563869029283524,0.6977124810218811,,,,,,,,,,,,,
33.68,599040,40,7.319091320037842,759,6,-0.001053353901952505,,,0.036128711849451066,0.0001,,0.020100224763154984,,,0.0049108556,0.03984375,,,580,,0.2,-0.12445561572909355,0.7118507623672485,,,,,,,,,,,,,
30.08,604160,47,7.492727756500244,756,7,-0.0032416663877665995,,,0.07581124767661095,0.0001,,0.0304112546145916,,,0.0058522006,0.0423046875,,,585,,0.2,-0.16113480567932129,0.7411869168281555,,,,,,,,,,,,,
26.93,609280,54,7.633824348449707,756,8,-0.0014263908891007304,,,0.07092065013945102,0.0001,,0.03167550265789032,,,0.00418155,0.0361328125,,,590,,0.2,-0.14693926356732845,0.7539269328117371,,,,,,,,,,,,,
29.94,614400,60,7.506738662719727,764,9,-0.003963955962099135,,,0.046437365766614676,0.0001,,0.015391471795737743,,,0.0044111037,0.038984375,,,595,,0.2,-0.12815383434295655,0.6878533363342285,,,,,,,,,,,,,
27.0,619520,66,7.650113105773926,769,10,-0.003934658225625753,,,0.04777229439467192,0.0001,,0.016745727509260178,,,0.0038729976,0.036484375,,,600,,0.2,-0.1417527734488249,0.7312791347503662,,,,,,,,,,,,,
,,,,,,-0.004432413361589366,,,0.056799937841258474,0.0001,,-0.0019143074750900269,,,0.008281421,0.042325949367088604,,,604,,0.2,-0.15684221439723728,0.667782187461853,1,7.609670295715332,614400,28.62,10.461147164627787,1.0,0,0.28370088065881977,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,7.445329411029816,614400,29.22,24.624613702553795,0.98,1,1.5870499420735789,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,614400,,,,,,0.98,1.0,0.020000000000000018,1.0,0.98
29.87,624640,4,7.582540988922119,1024,1,,5,200,,,3,,1,614400,,,0,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
27.51,629760,14,7.631880283355713,719,2,-0.002843920770101249,,,0.05664944522082806,0.0001,,0.044329624623060226,,,0.0048135538,0.0431640625,,,609,,0.2,-0.1706335286796093,0.7725875377655029,,,,,,,,,,,,,
30.04,634880,22,7.495431900024414,680,3,-0.0029662025952711703,,,0.041482663433998826,0.0001,,0.014938495121896267,,,0.007621791,0.0552734375,,,614,,0.2,-0.1439231413602829,0.6975400447845459,,,,,,,,,,,,,
31.61,640000,29,7.5223917961120605,688,4,-0.003852512021549046,,,0.05302732855081558,0.0001,,0.01349706668406725,,,0.0083852345,0.0469140625,,,619,,0.2,-0.15957900807261466,0.7452665567398071,,,,,,,,,,,,,
30.6,645120,36,7.470250129699707,692,5,-0.0020371535839512943,,,0.06924973364919423,0.0001,,0.02025717869400978,,,0.004792299,0.0453125,,,624,,0.2,-0.17768754407763482,0.7636196613311768,,,,,,,,,,,,,
26.09,650240,43,7.6642560958862305,701,6,-0.0022641506744548678,,,0.05463274568319321,0.0001,,0.03256929665803909,,,0.004921567,0.045078125,,,629,,0.2,-0.16192042514681815,0.6433117985725403,,,,,,,,,,,,,
28.05,655360,50,7.552143096923828,714,7,-0.001802490323316306,,,0.041415937189012764,0.0001,,0.016850391402840614,,,0.003636558,0.0308984375,,,634,,0.2,-0.13238748885691165,0.7256131172180176,,,,,,,,,,,,,
27.51,660480,56,7.636199474334717,727,8,-0.002877591121941805,,,0.043288691006600856,0.0001,,0.011052751913666725,,,0.008334351,0.046640625,,,639,,0.2,-0.1501624093949795,0.7989472150802612,,,,,,,,,,,,,
31.46,665600,62,7.398148059844971,736,9,-0.004393257077317685,,,0.041289785243570805,0.0001,,0.012769889086484909,,,0.007935887,0.0525,,,644,,0.2,-0.16478367686271667,0.763245701789856,,,,,,,,,,,,,
28.93,670720,68,7.5319600105285645,744,10,-0.0026246728422120212,,,0.049258225746452805,0.0001,,0.01391799096018076,,,0.005416921,0.0476953125,,,649,,0.2,-0.17877177134156227,0.7345851063728333,,,,,,,,,,,,,
,,,,,,-0.0004591311840340495,,,0.05142777040600777,0.0001,,0.02188071794807911,,,0.0023806512,0.029140625,,,654,,0.2,-0.14888428695499897,0.7588082551956177,1,7.538982803821564,665600,28.49,18.744329809305,0.99,0,1.0810142160754128,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,7.289028463363647,665600,30.25,30.007457406451483,0.97,1,2.2250718066918056,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,665600,,,,,,0.97,0.99,0.020000000000000018,0.99,0.97
31.59,675840,3,7.403653144836426,1552,1,,5,200,,,3,,1,665600,,,0,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
30.29,680960,9,7.575732231140137,1039,2,-0.004166725063696503,,,0.06891487445682287,0.0001,,0.023854486644268036,,,0.006051409,0.0562890625,,,659,,0.2,-0.17837049439549446,0.778446614742279,,,,,,,,,,,,,
30.43,686080,16,7.553539276123047,957,3,-0.0019859251426532862,,,0.0726583218574524,0.0001,,0.051048483699560165,,,0.0052705845,0.0414453125,,,664,,0.2,-0.16315636277198792,0.711783230304718,,,,,,,,,,,,,
30.06,691200,22,7.493534564971924,919,4,-0.0009369416348636151,,,0.07668022751808166,0.0001,,0.030515428632497787,,,0.0035059825,0.0398828125,,,669,,0.2,-0.15411533445119857,0.7315479516983032,,,,,,,,,,,,,
28.16,696320,28,7.633726596832275,893,5,-0.004338908973149955,,,0.05165336057543755,0.0001,,0.019532985985279083,,,0.0049571986,0.0387890625,,,674,,0.2,-0.14215190775692463,0.6729318499565125,,,,,,,,,,,,,
27.65,701440,35,7.633096694946289,875,6,-0.0027653846191242337,,,0.033181272335350516,0.0001,,0.006414641626179218,,,0.007512855,0.043203125,,,679,,0.2,-0.13790052846074105,0.6390308141708374,,,,,,,,,,,,,
30.49,706560,41,7.4391655921936035,864,7,-0.005338337551802397,,,0.024702109172940256,0.0001,,0.0022582532837986946,,,0.0055855,0.0406640625,,,684,,0.2,-0.1267764062434435,0.7531249523162842,,,,,,,,,,,,,
30.74,711680,47,7.478784084320068,858,8,-0.0012505743140354753,,,0.04986098974943161,0.0001,,0.033433347940444946,,,0.00501481,0.04171875,,,689,,0.2,-0.15021745517849922,0.775383710861206,,,,,,,,,,,,,
28.19,716800,53,7.625222206115723,853,9,-0.002604951304383576,,,0.04829776374623179,0.0001,,0.00954674556851387,,,0.0043530613,0.0391796875,,,694,,0.2,-0.1490986430644989,0.73361736536026,,,,,,,,,,,,,
28.12,721920,60,7.608250141143799,848,10,-0.0014868077170103787,,,0.06220086731016636,0.0001,,0.04562406986951828,,,0.0065793553,0.0469921875,,,699,,0.2,-0.18117478594183922,0.7796609401702881,,,,,,,,,,,,,
,,,,,,-0.0025579802598804237,,,0.04795544702559709,0.0001,,0.015754207968711853,,,0.00587866,0.043203125,,,704,,0.2,-0.16121938303112984,0.7995792627334595,1,7.558318009376526,716800,30.24,14.542434459195613,1.0,0,0.39995972028298804,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,6.8372727060318,716800,37.2,44.759579980156204,0.93,1,3.0786078997751636,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,716800,,,,,,0.93,1.0,0.06999999999999995,1.0,0.93
31.48,727040,3,7.4561591148376465,1370,1,,5,200,,,3,,1,716800,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
27.39,732160,10,7.644540309906006,1001,2,0.00039397269021719696,,,0.07269817933440209,0.0001,,0.040653668344020844,,,0.0055448012,0.0465625,,,709,,0.2,-0.1959196236729622,0.6731891632080078,,,,,,,,,,,,,
29.01,737280,16,7.605460166931152,937,3,-0.004683092031627894,,,0.04921097842976451,0.0001,,0.03294147551059723,,,0.007561694,0.051953125,,,714,,0.2,-0.16595538556575776,0.7233259677886963,,,,,,,,,,,,,
26.86,742400,22,7.643216609954834,894,4,-0.002375145433470607,,,0.03682079646736383,0.0001,,0.003479205071926117,,,0.004606669,0.039453125,,,719,,0.2,-0.15990248709917068,0.7569822072982788,,,,,,,,,,,,,
28.09,747520,29,7.531256198883057,876,5,-0.002455866206437349,,,0.02542402655817568,0.0001,,0.0028962716460227966,,,0.0065611475,0.044921875,,,724,,0.2,-0.13295195065438747,0.7568034529685974,,,,,,,,,,,,,
32.61,752640,35,7.339961528778076,864,6,-0.0008455018606036901,,,0.03742834474891424,0.0001,,0.02086738683283329,,,0.005518825,0.0451171875,,,729,,0.2,-0.1392580074071884,0.7167431116104126,,,,,,,,,,,,,
30.74,757760,41,7.473103046417236,856,7,-0.00169467116240412,,,0.05998399998992682,0.0001,,0.03892756626009941,,,0.004909672,0.0392578125,,,734,,0.2,-0.16990872696042061,0.6827359199523926,,,,,,,,,,,,,
32.0,762880,48,7.469954967498779,851,8,-0.0017001921404153108,,,0.08197164993733168,0.0001,,0.04653249308466911,,,0.005267759,0.0491796875,,,739,,0.2,-0.17328671127557754,0.7949040532112122,,,,,,,,,,,,,
28.25,768000,54,7.616392135620117,846,9,-0.002536481902934611,,,0.08273234192281961,0.0001,,0.03999503701925278,,,0.006032522,0.0421875,,,744,,0.2,-0.1696654188632965,0.7603644132614136,,,,,,,,,,,,,
30.96,773120,60,7.477682590484619,843,10,-0.004483206053264439,,,0.05710125114768744,0.0001,,0.011276970617473125,,,0.0067658885,0.0428515625,,,749,,0.2,-0.14772565811872482,0.6567516326904297,,,,,,,,,,,,,
,,,,,,5.57541660964489e-05,,,0.039680914487689734,0.0001,,0.03311525285243988,,,0.010268815,0.04953125,,,754,,0.2,-0.15900431416928767,0.6392911672592163,1,7.555852134227752,768000,27.98,18.040498884454387,0.99,0,1.0604370050226595,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,7.2224204230308535,768000,31.54,34.48635092322758,0.96,1,2.2809908268655645,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,768000,,,,,,0.96,0.99,0.030000000000000027,0.99,0.96
28.43,778240,3,7.603312969207764,1432,1,,5,200,,,3,,1,768000,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
29.19,783360,10,7.524835109710693,992,2,-4.157664254307747e-05,,,0.04651881469413638,0.0001,,0.0024732258170843124,,,0.0046491446,0.0441015625,,,759,,0.2,-0.15385100543498992,0.7188666462898254,,,,,,,,,,,,,
28.45,788480,16,7.5985517501831055,914,3,-0.0018255836516618729,,,0.051268130242824554,0.0001,,0.016538217663764954,,,0.005238097,0.0446484375,,,764,,0.2,-0.165361690223217,0.7680334448814392,,,,,,,,,,,,,
27.14,793600,23,7.6436028480529785,882,4,-0.0007613426446914672,,,0.055419600680470464,0.0001,,0.03441488370299339,,,0.0048319595,0.0406640625,,,769,,0.2,-0.14877312310039997,0.7212554216384888,,,,,,,,,,,,,
27.93,798720,29,7.615756034851074,868,5,-0.00409549152944237,,,0.0494625455327332,0.0001,,0.017233956605196,,,0.003741894,0.041875,,,774,,0.2,-0.14768780380487442,0.8038620352745056,,,,,,,,,,,,,
28.09,803840,35,7.611074447631836,858,6,-0.0034908270044252277,,,0.03593933787196875,0.0001,,0.0001934906467795372,,,0.0073836655,0.0348828125,,,779,,0.2,-0.14105710528790952,0.789914608001709,,,,,,,,,,,,,
30.26,808960,42,7.561738967895508,852,7,4.242138005793095e-05,,,0.03021784795448184,0.0001,,0.008033894933760166,,,0.0036677134,0.0366796875,,,784,,0.2,-0.13294631712138652,0.7512361407279968,,,,,,,,,,,,,
28.87,814080,48,7.526971817016602,847,8,-0.005552675020880997,,,0.034998896196484566,0.0001,,0.007381681352853775,,,0.004535387,0.0487890625,,,789,,0.2,-0.1495934534817934,0.6986695528030396,,,,,,,,,,,,,
30.93,819200,54,7.486051082611084,844,9,0.002236437788233161,,,0.045190758276730775,0.0001,,0.02524496242403984,,,0.00562596,0.0392578125,,,794,,0.2,-0.15935439467430115,0.7146573066711426,,,,,,,,,,,,,
30.16,824320,60,7.496000289916992,840,10,-0.0019411645596846938,,,0.062082248106598854,0.0001,,0.014174442738294601,,,0.0043948726,0.03875,,,799,,0.2,-0.16017880760133266,0.7866166830062866,,,,,,,,,,,,,
,,,,,,-0.005559584065340459,,,0.07428117766976357,0.0001,,0.01664864644408226,,,0.007085002,0.0616015625,,,804,,0.2,-0.17642816245555878,0.7749271988868713,1,7.634153246879578,819200,27.51,7.609855451978046,1.0,0,0.18206012416098907,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,6.6308863162994385,819200,40.52,50.21284297866433,0.91,1,3.352978256218449,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,819200,,,,,,0.91,1.0,0.08999999999999997,1.0,0.91
32.93,829440,3,7.354778289794922,1490,1,,5,200,,,3,,1,819200,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
27.47,834560,9,7.635721206665039,1030,2,-0.0025353585835546253,,,0.08263025805354118,0.0001,,0.0374351441860199,,,0.005903407,0.049140625,,,809,,0.2,-0.19571788400411605,0.6757162809371948,,,,,,,,,,,,,
27.77,839680,16,7.628620147705078,947,3,-0.004962900602258742,,,0.0384654644690454,0.0001,,0.022731080651283264,,,0.005879016,0.0371484375,,,814,,0.2,-0.12427791818976403,0.6631683111190796,,,,,,,,,,,,,
28.18,844800,22,7.597375869750977,908,4,-0.0022649470064789057,,,0.039367722421884535,0.0001,,0.016078587621450424,,,0.0077806883,0.0487890625,,,819,,0.2,-0.13455840602517127,0.7584182620048523,,,,,,,,,,,,,
30.7,849920,29,7.491397857666016,879,5,-0.005533686853013932,,,0.04222872057929635,0.0001,,-0.013508602045476437,,,0.009502733,0.0541015625,,,824,,0.2,-0.13921338729560376,0.7187111377716064,,,,,,,,,,,,,
29.49,855040,35,7.5645976066589355,867,6,0.0012290547043085098,,,0.05158225942403078,0.0001,,0.030958905816078186,,,0.0052960627,0.0496484375,,,829,,0.2,-0.15911295756697655,0.7256029844284058,,,,,,,,,,,,,
30.42,860160,41,7.492239475250244,858,7,-0.003993062465451658,,,0.04931476002559066,0.0001,,0.0015802616253495216,,,0.008463018,0.0499609375,,,834,,0.2,-0.15203577846288682,0.7733926177024841,,,,,,,,,,,,,
31.05,865280,48,7.4520745277404785,851,8,-0.0037545976461842655,,,0.05202079514041543,0.0001,,0.037807729095220566,,,0.0079143895,0.056484375,,,839,,0.2,-0.1716965651512146,0.788263201713562,,,,,,,,,,,,,
32.17,870400,54,7.371710300445557,844,9,-0.0050119399279356,,,0.06108249563723803,0.0001,,0.010012131184339523,,,0.011652754,0.0587109375,,,844,,0.2,-0.17603125005960465,0.7061705589294434,,,,,,,,,,,,,
28.6,875520,60,7.6178412437438965,839,10,-0.004073852403089404,,,0.056735340766608716,0.0001,,0.028425827622413635,,,0.0073446957,0.0612890625,,,849,,0.2,-0.19315479218959808,0.7876057624816895,,,,,,,,,,,,,
,,,,,,-0.00028289658017456533,,,0.0690940384939313,0.0001,,0.031387679278850555,,,0.0060607693,0.050546875,,,854,,0.2,-0.18759085223078728,0.7843648195266724,1,7.647619171142578,870400,27.21,5.850290591073233,1.0,0,0.09492832051576551,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,7.307937519550324,870400,29.93,30.022076876858467,0.97,1,2.143323281821337,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,870400,,,,,,0.97,1.0,0.030000000000000027,1.0,0.97
28.77,880640,3,7.520869731903076,1487,1,,5,200,,,3,,1,870400,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
27.83,885760,9,7.625926494598389,1024,2,-0.0030961667792871596,,,0.08249275293201208,0.0001,,0.036193378269672394,,,0.007220539,0.04265625,,,859,,0.2,-0.20479572489857673,0.7914277911186218,,,,,,,,,,,,,
29.92,890880,16,7.552455425262451,941,3,-0.0017323341593146323,,,0.06904863398522139,0.0001,,0.03287481516599655,,,0.0050123455,0.05515625,,,864,,0.2,-0.16477728247642517,0.6443614959716797,,,,,,,,,,,,,
29.1,896000,22,7.54376220703125,908,4,-0.007126396298408508,,,0.056936722807586194,0.0001,,0.004096563905477524,,,0.007042491,0.0595703125,,,869,,0.2,-0.19481077268719674,0.7134885787963867,,,,,,,,,,,,,
31.71,901120,28,7.4711761474609375,889,5,-0.003902769610285759,,,0.07098957695066929,0.0001,,0.03600995987653732,,,0.0053075855,0.0455859375,,,874,,0.2,-0.2405138796567917,0.823452889919281,,,,,,,,,,,,,
28.56,906240,35,7.606454849243164,874,6,-0.0021577987540513277,,,0.09710899956524371,0.0001,,0.047492511570453644,,,0.006371775,0.0554296875,,,879,,0.2,-0.24585447326302529,0.7224966883659363,,,,,,,,,,,,,
29.41,911360,41,7.573642730712891,866,7,-0.00256546116201207,,,0.059475723654031754,0.0001,,0.03234642744064331,,,0.0044862367,0.0462890625,,,884,,0.2,-0.192466316819191,0.7273232936859131,,,,,,,,,,,,,
31.96,916480,47,7.3782501220703125,858,8,-0.004126013424247503,,,0.04248755224049092,0.0001,,0.02431408502161503,,,0.00392201,0.038359375,,,889,,0.2,-0.1768413019180298,0.6970547437667847,,,,,,,,,,,,,
29.4,921600,53,7.512340545654297,854,9,-0.0022540295869112013,,,0.06350014436990023,0.0001,,0.026300758123397827,,,0.004379815,0.051015625,,,894,,0.2,-0.20794772669672967,0.6994011402130127,,,,,,,,,,,,,
28.45,926720,60,7.6046881675720215,850,10,-0.002440125080756843,,,0.07374758586287498,0.0001,,0.03646395727992058,,,0.0036101453,0.0468359375,,,899,,0.2,-0.19090784654021264,0.7609996795654297,,,,,,,,,,,,,
,,,,,,-0.0035681323241442443,,,0.07008392125368118,0.0001,,0.041407324373722076,,,0.0066372165,0.048671875,,,904,,0.2,-0.19431129783391954,0.7892630100250244,1,7.3318918776512145,921600,31.53,30.508180870055167,0.97,0,1.8392263959744335,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,6.539573805332184,921600,41.93,52.736563217562825,0.9,1,3.4503622983738365,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,921600,,,,,,0.9,0.97,0.06999999999999995,0.97,0.9
28.15,931840,3,7.546290397644043,1447,1,,5,200,,,3,,1,921600,,,1,0.0001,,0.0010000000000000009,,,,,,,,,,,,,,,,
29.38,936960,10,7.579193592071533,1021,2,-0.0026342898327857255,,,0.04270848324522376,0.0001,,0.01736186072230339,,,0.0063638114,0.04203125,,,909,,0.2,-0.16182094357907773,0.7946043014526367,,,,,,,,,,,,,
30.36,942080,16,7.5467963218688965,941,3,-0.0024209173396229746,,,0.060324854888021945,0.0001,,0.025528734549880028,,,0.004439713,0.044140625,,,914,,0.2,-0.18499502018094063,0.7462098598480225,,,,,,,,,,,,,
29.44,947200,22,7.585136890411377,908,4,-0.004922103378921747,,,0.06794836692512035,0.0001,,0.016052350401878357,,,0.0056061093,0.05921875,,,919,,0.2,-0.19759970366954804,0.7909820079803467,,,,,,,,,,,,,
28.17,952320,28,7.599528789520264,887,5,-0.0028189177764579654,,,0.058288243040442465,0.0001,,0.0271536186337471,,,0.005376743,0.0449609375,,,924,,0.2,-0.171973360478878,0.6611002087593079,,,,,,,,,,,,,
31.77,957440,35,7.5177106857299805,875,6,-0.005162891913205386,,,0.03631742315366864,0.0001,,0.01587907411158085,,,0.008142383,0.0543359375,,,929,,0.2,-0.1631985364854336,0.7522832155227661,,,,,,,,,,,,,
