time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/entropy_loss,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/n_updates,train/explained_variance,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
29,286720,6,1052,-0.2980127245187759,0.21897952251136302,0.2,0.009006376,0.07807055860757828,550,0.6247347593307495,0.0001,0.07388671875,-0.004474830278195441
34,291840,7,1046,-0.30041015826165673,0.33088270634412764,0.2,0.006241113,0.15681719779968262,560,0.6540676951408386,0.0001,0.07033203125,-0.004406499755568802
39,296960,8,1045,-0.3061424949765205,0.2805010970681906,0.2,0.008257628,0.12385758012533188,570,0.6384075284004211,0.0001,0.08412109375,-0.0063721496099606156
44,302080,9,1031,-0.29934896633028985,0.24563117161393166,0.2,0.007734176,0.12666678428649902,580,0.714095950126648,0.0001,0.0740625,-0.0038318690238520504
49,307200,10,1031,-0.29757727302610876,0.2503298585116863,0.2,0.005934243,0.0843489021062851,590,0.7433249354362488,0.0001,0.0666015625,-0.003728020857088268
2,312320,1,2201,-0.27273423701524735,0.22246626347303392,0.2,0.010858709,0.07095997035503387,600,0.6942129731178284,0.0001,0.07703125,-0.004638001816347242
7,317440,2,1331,-0.2938489183038473,0.17872288107872009,0.2,0.005936033,0.06660962104797363,610,0.8168348073959351,0.0001,0.07498046875,-0.006960349334403873
12,322560,3,1197,-0.2864288760721683,0.2906836335361004,0.2,0.0082740495,0.10346923768520355,620,0.6403720378875732,0.0001,0.0821484375,-0.007895498967263848
18,327680,4,1132,-0.2323600823432207,0.21712586998939515,0.2,0.005843404,0.11158430576324463,630,0.5691550374031067,0.0001,0.05677734375,-0.00437707485165447
23,332800,5,1095,-0.2591604941338301,0.18056395873427392,0.2,0.0048903385,0.08897355198860168,640,0.6840837001800537,0.0001,0.05478515625,-0.0040544099779799584
28,337920,6,1075,-0.3143800215423107,0.23905993334949016,0.2,0.0070159263,0.0819232165813446,650,0.6608786582946777,0.0001,0.0767578125,-0.0037505912943743168
33,343040,7,1056,-0.32132445015013217,0.2330744678527117,0.2,0.008900955,0.0958656594157219,660,0.7977653741836548,0.0001,0.0639453125,-0.005132884572376497
38,348160,8,1053,-0.22116995342075824,0.19974769316613675,0.2,0.0060515055,0.1019454076886177,670,0.6087857484817505,0.0001,0.0643359375,-0.004986885711550712
43,353280,9,1050,-0.2435620491206646,0.19498758941888808,0.2,0.008559665,0.08584676682949066,680,0.6173951029777527,0.0001,0.0808203125,-0.007756034391932189
48,358400,10,1048,-0.27825790643692017,0.21589136451482774,0.2,0.008139703,0.0857880637049675,690,0.6464507579803467,0.0001,0.07453125,-0.006897701181005686
