time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/entropy_loss,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/n_updates,train/explained_variance,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
48,819200,10,1065,-0.24283351676136838,0.3072572870581758,0.2,0.013319663,0.14842599630355835,1577,0.5240616798400879,0.0001,0.06357230392156862,0.00019571453552035724
2,824320,1,1815,-0.26373565413057803,0.2322751659154892,0.2,0.012640526,0.1402086764574051,1587,0.5934233069419861,0.0001,0.0783984375,-0.004246282337699085
8,829440,2,1206,-0.23523821100592612,0.23978881753981113,0.2,0.0136162955,0.1498175710439682,1597,0.6584503650665283,0.0001,0.07806640625,-0.003011752286693081
11,834560,3,1282,-0.22041569902346683,0.3178235805951632,0.2,0.02712896,0.13687215745449066,1601,0.6467218399047852,0.0001,0.07181490384615384,-0.001656716732451549
17,839680,4,1188,-0.2475441450625658,0.19183203216642142,0.2,0.0102255335,0.05351460725069046,1611,0.7533496618270874,0.0001,0.07294921875,-0.0056624152627773585
22,844800,5,1137,-0.23728201366961002,0.22977616250514984,0.2,0.010852763,0.0680524930357933,1621,0.5640915632247925,0.0001,0.07103515625,-0.005608562810812146
27,849920,6,1098,-0.2745704290270805,0.2334436308220029,0.2,0.010764373,0.05975401774048805,1631,0.4917297959327698,0.0001,0.08455078125,-0.006126238885335624
33,855040,7,1078,-0.20012450620532035,0.24994461983442307,0.2,0.009094565,0.13981595635414124,1641,0.41145265102386475,0.0001,0.07037109375,-0.007472785718273371
38,860160,8,1068,-0.25116585440933703,0.2264767497777939,0.2,0.0075220885,0.1238970011472702,1651,0.5940760970115662,0.0001,0.06013671875,-0.003637868040241301
43,865280,9,1060,-0.2800198390778869,0.21415168509790392,0.2,0.014383122,0.08419247716665268,1661,0.5583007335662842,0.0001,0.0693655303030303,-0.003960661745319764
48,870400,10,1049,-0.22951325833797454,0.28012842997908594,0.2,0.007659921,0.1367064118385315,1671,0.46117979288101196,0.0001,0.05755859375,-0.00456030908273533
2,875520,1,1745,-0.2319927354902029,0.2756034380197525,0.2,0.0066019027,0.07658061385154724,1681,0.3931756615638733,0.0001,0.05865234375,-0.005713019947288558
8,880640,2,1226,-0.2577025904506445,0.25528111271560194,0.2,0.0068713473,0.09418933093547821,1691,0.36366331577301025,0.0001,0.06408203125,-0.005718326868955046
13,885760,3,1136,-0.26283886812627316,0.235725302323699,0.2,0.015240246,0.08319318294525146,1701,0.47244584560394287,0.0001,0.09146484375,-0.0065795153193175795
19,890880,4,1061,-0.23045409962534905,0.24774336755275728,0.2,0.012103495,0.04223449528217316,1711,0.5374614000320435,0.0001,0.0787890625,-0.009145249633584172
24,896000,5,1040,-0.21674075841903687,0.24480401121079923,0.2,0.0076707317,0.09166198968887329,1721,0.27541524171829224,0.0001,0.06400390625,-0.005487443337915465
29,901120,6,1029,-0.21758873358368874,0.21710227247327565,0.2,0.016626997,0.06520531326532364,1731,0.4266037344932556,0.0001,0.0871875,-0.010476860404014587
35,906240,7,1018,-0.23881875567138194,0.21295280508697034,0.2,0.009758539,0.07758095115423203,1741,0.32562005519866943,0.0001,0.0715234375,-0.006389164251741022
40,911360,8,1009,-0.3128141790628433,0.17564073774963618,0.2,0.0125230355,0.08334436267614365,1751,0.38403648138046265,0.0001,0.08255859375,-0.005607728431932628
45,916480,9,1006,-0.25505056776106355,0.2315728635340929,0.2,0.009251565,0.05943281948566437,1761,0.26836419105529785,0.0001,0.0730859375,-0.0029317665298003704
51,921600,10,1002,-0.1830357749760151,0.22459204230457544,0.2,0.011889009,0.07795969396829605,1771,0.21657240390777588,0.0001,0.06986328125,-0.005238168184878305
2,926720,1,1789,-0.2525179249793291,0.1563223570585251,0.2,0.012478635,0.04395858198404312,1781,0.35783642530441284,0.0001,0.0768359375,-0.007080268384888768
6,931840,2,1694,-0.2268739879131317,0.29902715906500815,0.2,0.020347798,0.15177753567695618,1783,0.5261772274971008,0.0001,0.06884765625,0.0035779337864369153
11,936960,3,1368,-0.18014532327651978,0.2018035839125514,0.2,0.013407317,0.06549804657697678,1793,0.4072185158729553,0.0001,0.0708984375,-0.004249865412712097
16,942080,4,1259,-0.2529705432802439,0.20122797414660454,0.2,0.014174099,0.055438823997974396,1803,0.43985265493392944,0.0001,0.07974609375,-0.00667806384852156
21,947200,5,1201,-0.361501711755991,0.18693978410214185,0.2,0.010293667,0.04290294274687767,1813,0.36707061529159546,0.0001,0.08224609375,-0.0069593991315923635
26,952320,6,1159,-0.43601928755640984,0.218368508964777,0.2,0.013476762,0.07856432348489761,1823,0.5373539924621582,0.0001,0.109375,-0.011621908228844404
31,957440,7,1133,-0.3721125090122223,0.22715425051748753,0.2,0.011635897,0.07020455598831177,1833,0.5660651922225952,0.0001,0.07951171875,-0.007226372400764376
36,962560,8,1120,-0.3110227866470814,0.3020805038511753,0.2,0.013852306,0.09898985922336578,1843,0.41108548641204834,0.0001,0.0944921875,-0.005589468840043992
41,967680,9,1108,-0.3914699748158455,0.21648545224219562,0.2,0.013303479,0.06281724572181702,1853,0.6506720781326294,0.0001,0.084609375,-0.005946926628239453
46,972800,10,1090,-0.35192200154066083,0.26692498847842216,0.2,0.011015915,0.11754721403121948,1863,0.6061604022979736,0.0001,0.08767578125,-0.004519027387723327
2,977920,1,1840,-0.33677139386534694,0.32142413400113584,0.2,0.0119133685,0.13909097015857697,1873,0.4223037362098694,0.0001,0.0891796875,-0.008825512430630624
8,983040,2,1235,-0.34654350772500037,0.221866100654006,0.2,0.009876421,0.06060041859745979,1883,0.5964834690093994,0.0001,0.0880859375,-0.007618344898801297
14,988160,3,1082,-0.32178659453988073,0.23946632578969002,0.2,0.010349454,0.0866570845246315,1893,0.5687513947486877,0.0001,0.07486328125,-0.003380549701396376
20,993280,4,1000,-0.35004807621240613,0.2194111992418766,0.2,0.011238853,0.060451578348875046,1903,0.6381897926330566,0.0001,0.0865625,-0.004248302571941167
26,998400,5,953,-0.2746430163830519,0.21063263300806284,0.2,0.011648065,0.06655914336442947,1913,0.6508036851882935,0.0001,0.08890625,-0.007351204352453351
33,1003520,6,924,-0.2799684776365757,0.23601413540542127,0.2,0.009827746,0.09733914583921432,1923,0.6075445413589478,0.0001,0.0822265625,-0.002825008046347648
39,1008640,7,902,-0.35203138411045076,0.2722770024836063,0.2,0.012860055,0.09501194953918457,1933,0.6811760067939758,0.0001,0.1115234375,-0.0079715364635922
46,1013760,8,888,-0.27687386982142925,0.1766047805547714,0.2,0.015110081,0.03897504508495331,1943,0.7130064964294434,0.0001,0.09861328125,-0.007639052351005375
52,1018880,9,881,-0.27152016416192054,0.22886436767876148,0.2,0.0087854145,0.1063244640827179,1953,0.5977551937103271,0.0001,0.08740234375,-0.007522745442111045
58,1024000,10,877,-0.21850759878754616,0.21618975542485713,0.2,0.011100112,0.08877452462911606,1963,0.17213326692581177,0.0001,0.07150390625,-0.005216957766097039
2,1029120,1,1779,-0.24173463694751263,0.17395361457020045,0.2,0.010964723,0.067352294921875,1973,0.49026381969451904,0.0001,0.0740234375,-0.0057324215839616955
8,1034240,2,1240,-0.28681660316884516,0.09924649883061648,0.2,0.010542104,0.03377104178071022,1983,0.592167854309082,0.0001,0.08138671875,-0.005574509922880679
11,1039360,3,1356,-0.2658338351683183,0.21000395864248275,0.2,0.012944985,0.10047046840190887,1986,0.3190072178840637,0.0001,0.06441761363636364,0.00033621628853407773
16,1044480,4,1226,-0.26900143824517725,0.18049397747963666,0.2,0.011750309,0.07589395344257355,1996,0.508452296257019,0.0001,0.08306640625,-0.00637275998480618
21,1049600,5,1168,-0.23857783764600754,0.18488238304853438,0.2,0.010711022,0.04325566068291664,2006,0.3186184763908386,0.0001,0.07125,-0.006013739190530032
26,1054720,6,1141,-0.21692080445587636,0.20330800391733647,0.2,0.013756874,0.04619542136788368,2016,0.4760631322860718,0.0001,0.07751953125,-0.0094872056809254
32,1059840,7,1111,-0.2565356187522411,0.13917368188500404,0.2,0.0094781155,0.04777374118566513,2026,0.49957287311553955,0.0001,0.0815234375,-0.0066316809062846
37,1064960,8,1093,-0.2995662467926741,0.17065247382968665,0.2,0.010154827,0.06041998416185379,2036,0.37653255462646484,0.0001,0.08685546875,-0.003931885466445237
43,1070080,9,1069,-0.3078678071498871,0.18177754648029804,0.2,0.0090018185,0.05336190015077591,2046,0.4790399670600891,0.0001,0.077109375,-0.006031204073224217
48,1075200,10,1064,-0.25964947819709777,0.1625222135707736,0.2,0.010979941,0.05707438662648201,2056,0.5234951972961426,0.0001,0.0803515625,-0.007294804477132857
2,1080320,1,1799,-0.22767700880765915,0.13628910288214682,0.2,0.00894317,0.060596778988838196,2066,0.5621650815010071,0.0001,0.06625,-0.004575255215167999
8,1085440,2,1245,-0.31754922583699224,0.18486478578299284,0.2,0.009540947,0.0731733962893486,2076,0.4929037094116211,0.0001,0.07560546875,-0.004067638292908669
13,1090560,3,1132,-0.23872821301221847,0.14453939696773888,0.2,0.012085242,0.028877519071102142,2086,0.4820910096168518,0.0001,0.07330078125,-0.008185251411050557
18,1095680,4,1092,-0.2997760780155659,0.14547255337238313,0.2,0.010263463,0.05165577679872513,2096,0.36962175369262695,0.0001,0.06951171875,-0.008374790268717333
23,1100800,5,1081,-0.35358456038592156,0.1190639838184181,0.2,0.013972674,0.03437872231006622,2105,0.4119943380355835,0.0001,0.08495522660818713,-0.005802152746449611
28,1105920,6,1064,-0.33196353301405906,0.14526154216378928,0.2,0.014193175,0.023220865055918694,2115,0.47782397270202637,0.0001,0.10130859375,-0.009764185720123351
35,1111040,7,1010,-0.38631358683109285,0.1283612462133169,0.2,0.009234326,0.029960578307509422,2125,0.4714081287384033,0.0001,0.08466796875,-0.007651552548632026
40,1116160,8,999,-0.35788549840450284,0.13227356618270278,0.2,0.011158094,0.019853908568620682,2135,0.5369311571121216,0.0001,0.0905859375,-0.008239031289704143
46,1121280,9,992,-0.3514856481552124,0.1509229028597474,0.2,0.011708675,0.059297796338796616,2145,0.4988149404525757,0.0001,0.08640625,-0.006719514387659728
51,1126400,10,984,-0.3732147680222988,0.15301781050860883,0.2,0.013053864,0.04869925603270531,2155,0.6377804279327393,0.0001,0.08802734375,-0.004901935236994177
2,1131520,1,1756,-0.3918294359743595,0.13898671917617322,0.2,0.011795244,0.037069618701934814,2165,0.6959476470947266,0.0001,0.1030078125,-0.008595924265682698
8,1136640,2,1178,-0.3998984089493752,0.3049903342872858,0.2,0.010394867,0.09812947362661362,2175,0.5446341633796692,0.0001,0.08658203125,-0.006304233002010733
14,1141760,3,1096,-0.3339322352409363,0.21262130487710237,0.2,0.011399031,0.054856233298778534,2185,0.5770424604415894,0.0001,0.0830078125,-0.006624477829318493
19,1146880,4,1060,-0.3818773701786995,0.252320647649467,0.2,0.012322008,0.09547065943479538,2195,0.5890463590621948,0.0001,0.0898046875,-0.0073070643795654176
24,1152000,5,1031,-0.42832532197237017,0.2858687484264374,0.2,0.011004149,0.1234796866774559,2205,0.6382327079772949,0.0001,0.0866015625,-0.006628449958516285
30,1157120,6,1021,-0.3862801505625248,0.3201422067731619,0.2,0.011024397,0.10235070437192917,2215,0.6615509986877441,0.0001,0.09517578125,-0.0062595493858680126
35,1162240,7,1012,-0.3025828977674246,0.32082154124975204,0.2,0.012340711,0.1047639399766922,2225,0.2967594861984253,0.0001,0.0831640625,-0.003782985887955874
42,1167360,8,969,-0.3684757086634636,0.3236028875410557,0.2,0.008642009,0.08365720510482788,2235,0.3114960789680481,0.0001,0.08029296875,-0.006244476728606969
48,1172480,9,949,-0.39963151663541796,0.20522133018821478,0.2,0.011695861,0.10432460904121399,2245,0.3989589214324951,0.0001,0.09791015625,-0.007996884842868894
54,1177600,10,944,-0.33741323456168176,0.2963418574631214,0.2,0.012202399,0.07319894433021545,2255,0.14562773704528809,0.0001,0.1091796875,-0.007627834668383003
2,1182720,1,1860,-0.30739260599017143,0.23795168656855822,0.2,0.011911267,0.09016988426446915,2265,0.2529258131980896,0.0001,0.103984375,-0.007825026612263173
8,1187840,2,1243,-0.3311671610176563,0.23839668691158294,0.2,0.01723714,0.053796831518411636,2275,0.2869476079940796,0.0001,0.1037109375,-0.007663156124763191
13,1192960,3,1110,-0.349834014326334,0.22065399456769227,0.2,0.011369912,0.11655660718679428,2285,0.1991221308708191,0.0001,0.088203125,-0.008197217953857035
19,1198080,4,1073,-0.3038939806073904,0.2696483634412289,0.2,0.012164405,0.07597008347511292,2295,0.029805898666381836,0.0001,0.0855859375,-0.005365297719836235
24,1203200,5,1063,-0.30467152886092663,0.23261260032653808,0.2,0.015523298,0.0839589461684227,2305,0.3346983790397644,0.0001,0.0975390625,-0.005416697040200234
29,1208320,6,1055,-0.2945322695374489,0.2318899116292596,0.2,0.016514894,0.05723714828491211,2315,0.29177719354629517,0.0001,0.09703125,-0.004831443529110402
34,1213440,7,1047,-0.30753504738211634,0.21152586709707977,0.2,0.010485789,0.06346331536769867,2325,0.31038904190063477,0.0001,0.088515625,-0.005704911563079804
39,1218560,8,1043,-0.27327173627913,0.19609743382781744,0.2,0.011649556,0.03548681363463402,2335,0.4285280108451843,0.0001,0.08447265625,-0.003985464368015528
44,1223680,9,1039,-0.37601610869169233,0.17371786296367644,0.2,0.010486634,0.06403467059135437,2345,0.3464306592941284,0.0001,0.09595703125,-0.006663789853919297
49,1228800,10,1030,-0.39196513265371324,0.16182364825159312,0.2,0.015558747,0.08681724965572357,2355,0.37407469749450684,0.0001,0.097578125,-0.006346799714956433
2,1233920,1,1833,-0.34608194187283514,0.16199027072638272,0.2,0.019717265,0.027049897238612175,2365,0.537183403968811,0.0001,0.12865234375,-0.008897963282652199
8,1239040,2,1238,-0.39376987412571907,0.183171575255692,0.2,0.012375663,0.052602723240852356,2375,0.4477461576461792,0.0001,0.10212890625,-0.008830036765430123
13,1244160,3,1136,-0.39986071914434435,0.18232907216995956,0.2,0.010264418,0.03829646855592728,2385,0.393388032913208,0.0001,0.106953125,-0.009582541331183166
18,1249280,4,1100,-0.4083544470369816,0.21018475260585545,0.2,0.012395893,0.031526751816272736,2395,0.5399763584136963,0.0001,0.088125,-0.007903023917460814
23,1254400,5,1079,-0.4229010698199272,0.17492106206715108,0.2,0.011913402,0.02790505439043045,2405,0.532983660697937,0.0001,0.08951171875,-0.00616290753474459
28,1259520,6,1059,-0.48333931758999826,0.15693202102556825,0.2,0.013739335,0.03225681930780411,2415,0.30722981691360474,0.0001,0.0968359375,-0.007722612116485834
34,1264640,7,1048,-0.4332410143315792,0.16613305173814297,0.2,0.012871521,0.052754536271095276,2425,0.3198837637901306,0.0001,0.115625,-0.008246347152162343
39,1269760,8,1039,-0.46472890093922614,0.18031932001933457,0.2,0.010774309,0.03269170969724655,2435,0.2708558440208435,0.0001,0.07384765625,-0.009128136385697871
44,1274880,9,1033,-0.4402918227016926,0.22719613131135702,0.2,0.010735792,0.09424364566802979,2445,0.21205037832260132,0.0001,0.08900390625,-0.006795039996504783
49,1280000,10,1030,-0.3442541944548256,0.1672488792263782,0.2,0.018434454,0.06866994500160217,2455,0.32588499784469604,0.0001,0.0861196567357513,-0.0069487882353404026
3,1285120,1,1618,-0.4242388568818569,0.16876015242189168,0.2,0.013801332,0.03596138209104538,2465,0.38019782304763794,0.0001,0.107421875,-0.00882480812491849
8,1290240,2,1193,-0.4178491272032261,0.15574686825275422,0.2,0.017446008,0.001066461205482483,2475,0.31361865997314453,0.0001,0.142890625,-0.004290252607315779
14,1295360,3,1093,-0.32486810237169267,0.20132852852344513,0.2,0.011903116,0.03826572746038437,2485,0.5623363256454468,0.0001,0.09005859375,-0.006935186726041138
19,1300480,4,1034,-0.4425816275179386,0.16911996375769378,0.2,0.007624928,0.05311480537056923,2495,0.48020505905151367,0.0001,0.085703125,-0.006016475514043123
25,1305600,5,1015,-0.35626266241073606,0.2634469014033675,0.2,0.011823131,0.05143670737743378,2505,0.25319308042526245,0.0001,0.0778515625,-0.005336545209866017
30,1310720,6,1000,-0.417048043012619,0.1691125379130244,0.2,0.014611073,0.027735620737075806,2515,0.3598296046257019,0.0001,0.10017578125,-0.007485417055431753
36,1315840,7,987,-0.3456622892618179,0.22013733610510827,0.2,0.01071837,0.032790716737508774,2525,0.26091986894607544,0.0001,0.085546875,-0.0064852349157445135
41,1320960,8,982,-0.3824115638434887,0.16362539928406478,0.2,0.01360431,0.04145888239145279,2535,0.49501246213912964,0.0001,0.10015625,-0.007687660569790751
47,1326080,9,973,-0.4194155263900757,0.17044066801667213,0.2,0.016812857,0.05437830463051796,2545,0.5141621828079224,0.0001,0.10060546875,-0.009113954002968968
52,1331200,10,979,-0.5058743409812451,0.17537093479186297,0.2,0.011046588,0.030762769281864166,2555,0.6209492683410645,0.0001,0.10517578125,-0.009337091129273176
2,1336320,1,1747,-0.3618347175419331,0.24639532960951327,0.2,0.010971719,0.05616239830851555,2565,0.5412368774414062,0.0001,0.08119140625,-0.005673188413493335
8,1341440,2,1202,-0.4152925284206867,0.20814476355910302,0.2,0.0165614,0.04412747919559479,2575,0.5958737730979919,0.0001,0.12080078125,-0.008048701714724302
13,1346560,3,1105,-0.4061720046401024,0.20620491486042739,0.2,0.013765411,0.04121304303407669,2585,0.4771289825439453,0.0001,0.108515625,-0.00426698504248634
18,1351680,4,1114,-0.4176821392029524,0.24801876225198308,0.2,0.016168274,0.12635573744773865,2590,0.4148753881454468,0.0001,0.087646484375,-0.0010982836392940953
23,1356800,5,1089,-0.4140546315908432,0.22636156309396027,0.2,0.013301569,0.03668854385614395,2600,0.24558037519454956,0.0001,0.09580078125,-0.007067492476198822
28,1361920,6,1071,-0.46569313704967497,0.16990820676088333,0.2,0.01327722,0.05685069411993027,2610,0.3198421001434326,0.0001,0.09572265625,-0.00927272588480264
33,1367040,7,1059,-0.40726505368947985,0.18616894498467446,0.2,0.012693254,0.05148065835237503,2620,0.29840701818466187,0.0001,0.09306640625,-0.00800545969977975
39,1372160,8,1045,-0.4569565618038178,0.15208184495568275,0.2,0.011652986,0.007979664951562881,2630,0.38816434144973755,0.0001,0.10451171875,-0.006700509458314627
44,1377280,9,1037,-0.46989971250295637,0.19738357402384282,0.2,0.015835484,0.05104953050613403,2640,0.4339795708656311,0.0001,0.0991796875,-0.007105272333137691
49,1382400,10,1031,-0.46510168120265005,0.23286456506699324,0.2,0.011676214,0.010418133810162544,2650,0.4457656741142273,0.0001,0.10234375,-0.009674007596913725
2,1387520,1,1795,-0.4158038133328114,0.2676508624892716,0.2,0.017431187,0.10368871688842773,2656,0.35620588064193726,0.0001,0.09475344036697247,-0.004500886694519618
8,1392640,2,1249,-0.4779448716342449,0.235464498475194,0.2,0.013552919,0.0710967481136322,2666,0.46653252840042114,0.0001,0.104921875,-0.007007233436452225
13,1397760,3,1149,-0.43456042528152466,0.21369160410016774,0.2,0.012609681,0.04972101375460625,2676,0.225491464138031,0.0001,0.10109375,-0.006366788891609758
16,1402880,4,1226,-0.3979960477006608,0.3251802895380103,0.2,0.01846916,0.0931822806596756,2680,0.35912758111953735,0.0001,0.0923346920289855,-0.001259750004965758
21,1408000,5,1168,-0.3759853635728359,0.2505339277535677,0.2,0.012568538,0.06101880222558975,2690,0.2839488983154297,0.0001,0.085546875,-0.004999765835236758
27,1413120,6,1116,-0.43224570224856773,0.21771056039465797,0.2,0.013433855,0.04689236730337143,2699,0.48248064517974854,0.0001,0.09251644736842106,-0.006092285827259745
32,1418240,7,1092,-0.43599300652742384,0.1435862445086241,0.2,0.014415385,0.02758128196001053,2709,0.563772976398468,0.0001,0.09923828125,-0.006462071395944804
39,1423360,8,1035,-0.35763523712754247,0.23173359170556068,0.2,0.01307187,0.0427103266119957,2719,0.3665984272956848,0.0001,0.09703125,-0.00794027209514752
46,1428480,9,993,-0.380054270029068,0.21430773962289096,0.2,0.014294508,0.06709430366754532,2729,0.4427170157432556,0.0001,0.0944140625,-0.0068032263359054925
52,1433600,10,975,-0.4551740849018097,0.18079039867967367,0.2,0.011702469,0.053472865372896194,2739,0.5905065536499023,0.0001,0.1034765625,-0.00854737821733579
3,1438720,1,1623,-0.419175182133913,0.19689956653863191,0.2,0.008906167,0.05448503419756889,2749,0.5616652369499207,0.0001,0.08330078125,-0.00581186200492084
8,1443840,2,1155,-0.4462808720767498,0.2583905638381839,0.2,0.0113024395,0.061024438589811325,2759,0.35092341899871826,0.0001,0.09796875,-0.00554783305618912
14,1448960,3,1074,-0.4426602360606193,0.24334220487624406,0.2,0.01043462,0.03650973364710808,2769,0.2844904065132141,0.0001,0.0919140625,-0.007452152229379862
19,1454080,4,1030,-0.43201105058193207,0.20923730935901402,0.2,0.011469768,0.05189993977546692,2779,0.47208136320114136,0.0001,0.08478515625,-0.005699376354459673
25,1459200,5,1004,-0.5272478418052197,0.26992233723402026,0.2,0.012477794,0.11228203773498535,2789,0.4721049666404724,0.0001,0.1052734375,-0.008840628035832196
31,1464320,6,989,-0.5059564334154129,0.23446867749094963,0.2,0.011762108,0.07738299667835236,2799,0.36780083179473877,0.0001,0.09662109375,-0.006613242165185511
36,1469440,7,982,-0.5114229863882065,0.20952839870005846,0.2,0.013040674,0.02210683375597,2809,0.35127562284469604,0.0001,0.10572265625,-0.007305729016661644
41,1474560,8,977,-0.4619767937064171,0.25105130225419997,0.2,0.010501498,0.037618499249219894,2819,0.4274224042892456,0.0001,0.09779296875,-0.010432426079642027
47,1479680,9,974,-0.4946721495687962,0.22494882080703973,0.2,0.013944474,0.037175603210926056,2829,0.45796144008636475,0.0001,0.09556640625,-0.008457071150187402
52,1484800,10,968,-0.40182179525494577,0.22635515231639147,0.2,0.01022624,0.03528005629777908,2839,0.5042905211448669,0.0001,0.10041015625,-0.004320870290976018
3,1489920,1,1504,-0.3263945604860783,0.20550441920757292,0.2,0.01460439,0.03174692392349243,2849,0.402224600315094,0.0001,0.0881640625,-0.006519588136579841
8,1495040,2,1158,-0.4154322750866413,0.17821574933826922,0.2,0.0148250265,0.02629486285150051,2859,0.1366538405418396,0.0001,0.0994140625,-0.010227344979066402
11,1500160,3,1310,-0.38827229539553326,0.4701862533887227,0.2,0.008054865,0.15460193157196045,2860,0.27226489782333374,0.0001,0.040690104166666664,0.0023354539492477975
16,1505280,4,1212,-0.475402080565691,0.12778797252103685,0.2,0.011741662,0.0013746917247772217,2870,0.3898819088935852,0.0001,0.117578125,-0.009405112520325928
22,1510400,5,1155,-0.3650326623022556,0.21542211275547743,0.2,0.0126592545,0.03776080906391144,2880,0.42979109287261963,0.0001,0.09880859375,-0.010080110637936741
27,1515520,6,1115,-0.4642252489924431,0.22007478274405,0.2,0.010363762,0.037311479449272156,2890,0.2590329647064209,0.0001,0.080234375,-0.005960118409711867
32,1520640,7,1089,-0.4116348776221275,0.18819050092250109,0.2,0.010621574,0.021653100848197937,2900,0.27888941764831543,0.0001,0.08939453125,-0.007176159012597054
38,1525760,8,1056,-0.39738078236579893,0.21356933940201997,0.2,0.0103888195,0.05392373353242874,2910,0.3496629595756531,0.0001,0.09048828125,-0.007034049220383167
43,1530880,9,1053,-0.4159176951040051,0.19722197075446923,0.2,0.018203186,0.04460376873612404,2919,0.20089572668075562,0.0001,0.10993637724550898,-0.006384916567316134
49,1536000,10,1039,-0.4234155671298504,0.1500071570649743,0.2,0.016863095,0.038080498576164246,2929,0.4700469374656677,0.0001,0.1024609375,-0.007519971171859652
2,1541120,1,1833,-0.4005242045223713,0.20476839259266855,0.2,0.014622005,0.05781661719083786,2939,0.37028372287750244,0.0001,0.0967578125,-0.007019913955591619
8,1546240,2,1231,-0.4000539204478264,0.15414799680933355,0.2,0.011913772,0.0261266827583313,2949,0.4572105407714844,0.0001,0.0936328125,-0.007494555446319282
13,1551360,3,1136,-0.4113534073531628,0.19877294559031725,0.2,0.015399771,0.04619171842932701,2959,0.3701024055480957,0.0001,0.11451171875,-0.004307290846481919
18,1556480,4,1080,-0.4275467938184738,0.18711786065250635,0.2,0.017726775,0.03810936585068703,2969,0.4458414912223816,0.0001,0.106953125,-0.00984830544795841
24,1561600,5,1061,-0.39319355800747874,0.22026674538850785,0.2,0.012746473,0.07684320211410522,2979,0.27088725566864014,0.0001,0.10041015625,-0.009140801855828613
29,1566720,6,1047,-0.5000978244841099,0.197880862057209,0.2,0.012128268,0.04331236705183983,2989,0.3435925841331482,0.0001,0.113515625,-0.00817002749769017
34,1571840,7,1026,-0.3975796814262867,0.1730804417654872,0.2,0.010219587,0.03341257572174072,2999,0.4194546341896057,0.0001,0.09037109375,-0.008315673819743097
40,1576960,8,1005,-0.37380314454436303,0.12184602508321404,0.2,0.014992068,0.025864336639642715,3009,0.45366328954696655,0.0001,0.09642578125,-0.006131292225327343
46,1582080,9,996,-0.39429600045084956,0.15940972112119198,0.2,0.015472966,0.0320650152862072,3019,0.48558253049850464,0.0001,0.11796875,-0.010286717100534588
51,1587200,10,988,-0.42306239396333695,0.17155480474233628,0.2,0.012947014,0.0359298437833786,3029,0.4881155490875244,0.0001,0.10619140625,-0.00778546251822263
2,1592320,1,1857,-0.42360971435904504,0.16685780903324485,0.2,0.012484966,0.060589749366045,3039,0.46552544832229614,0.0001,0.09658203125,-0.009017439729068428
8,1597440,2,1154,-0.4222228167951107,0.177111154794693,0.2,0.014494734,0.021502967923879623,3049,0.49715113639831543,0.0001,0.09462890625,-0.006970818075351417
14,1602560,3,1095,-0.4804653261601925,0.18266287162899972,0.2,0.011367694,0.02228458598256111,3059,0.45031023025512695,0.0001,0.1116015625,-0.01210806834511459
19,1607680,4,1075,-0.5120535841584206,0.15422009402886033,0.2,0.012838383,0.0418926402926445,3069,0.4220545291900635,0.0001,0.10443359375,-0.010206192214973271
24,1612800,5,1051,-0.5281360782682896,0.1152212742716074,0.2,0.0138658015,0.01764201931655407,3079,0.417913019657135,0.0001,0.11720703125,-0.010526796591002495
29,1617920,6,1036,-0.5089850459992885,0.12174492148682475,0.2,0.017198324,0.02665262669324875,3089,0.3094083070755005,0.0001,0.1233203125,-0.007701219345908612
34,1623040,7,1026,-0.5698539245128632,0.14674221133813262,0.2,0.01498659,0.025995424017310143,3099,0.23164033889770508,0.0001,0.13041015625,-0.009293058866169303
39,1628160,8,1030,-0.4580443895751645,0.1815308854909417,0.2,0.046182092,0.05161764845252037,3108,0.4851640462875366,0.0001,0.08780570652173914,-0.004286892952177651
44,1633280,9,1028,-0.47471723705530167,0.1327161724306643,0.2,0.011537259,0.013836707919836044,3118,0.4185718297958374,0.0001,0.0994921875,-0.009345502292271704
49,1638400,10,1026,-0.5506527787446975,0.14545019717887045,0.2,0.014117492,0.030288787558674812,3128,0.5390408635139465,0.0001,0.12125,-0.010103611117228866
2,1643520,1,1719,-0.4810789419710636,0.14595080023631454,0.2,0.016522981,0.017979705706238747,3138,0.5379451513290405,0.0001,0.132734375,-0.009340162104927004
8,1648640,2,1203,-0.49261325046420096,0.12702961588278414,0.2,0.011927806,0.011002523824572563,3148,0.4824987053871155,0.0001,0.1240234375,-0.00947748041478917
13,1653760,3,1101,-0.4692931781709194,0.13679888052865863,0.2,0.015749618,0.024355538189411163,3158,0.38145697116851807,0.0001,0.12873046875,-0.0074362885300070045
19,1658880,4,1077,-0.49896709457039834,0.1495535134151578,0.2,0.010410134,0.015167204663157463,3168,0.38899630308151245,0.0001,0.1204296875,-0.010455531820189207
24,1664000,5,1061,-0.577294671535492,0.1847968751937151,0.2,0.012645979,0.034501392394304276,3178,0.3647325038909912,0.0001,0.1198828125,-0.008931368405465037
29,1669120,6,1046,-0.4932565502822399,0.19263028122484685,0.2,0.0112656215,0.03178911283612251,3188,0.48157137632369995,0.0001,0.1216796875,-0.008575174405705184
34,1674240,7,1035,-0.5214525112509727,0.16193217026069762,0.2,0.013871303,0.008346151560544968,3198,0.5798314809799194,0.0001,0.13609375,-0.012933294845279306
